Time,HwTOutlet,PrimTSet,HwActive,HwTSet,ActPow,PrimT,ChActive
2018-02-05T13:06:28.808Z,30.4,,,50,,37.4,
2018-02-05T13:06:38.780Z,30.4,,,50,,37.1,
2018-02-05T13:06:48.756Z,30.4,,,50,,36.9,
2018-02-05T13:06:58.756Z,30.4,,,50,,36.9,
2018-02-05T13:07:08.756Z,30.4,,,50,,37.1,
2018-02-05T13:07:18.773Z,30.4,,,50,,36.9,
2018-02-05T13:07:28.760Z,30.4,,,50,,,
2018-02-05T13:07:38.758Z,,,,,,36.8,
2018-02-05T13:07:48.829Z,30.4,,,50,,36.7,
2018-02-05T13:07:58.757Z,30.4,,,50,,36.5,
2018-02-05T13:08:08.757Z,30.4,,,50,,,
2018-02-05T13:08:28.756Z,30.4,,,50,,,
2018-02-05T13:08:38.835Z,30.4,,,50,,,
2018-02-05T13:08:58.794Z,30.4,,,50,,36.4,
2018-02-05T13:09:08.829Z,30.4,,,50,,36.3,
2018-02-05T13:09:18.802Z,30.4,,,50,,,
2018-02-05T13:09:28.756Z,,,,,,36.4,
2018-02-05T13:09:38.756Z,30.4,,,50,,36.3,
2018-02-05T13:09:48.761Z,30.4,,,50,,,
2018-02-05T13:09:58.756Z,30.4,,,50,,,
2018-02-05T13:10:08.756Z,30.4,,,50,,,
2018-02-05T13:10:18.759Z,30.4,,,50,,,
2018-02-05T13:10:38.756Z,30.4,,,50,,,
2018-02-05T13:10:48.757Z,30.4,,,50,,,
2018-02-05T13:10:58.764Z,30.4,,,50,,,
2018-02-05T13:11:08.756Z,30.4,,,50,,,
2018-02-05T13:11:18.756Z,30.4,,,50,,,
2018-02-05T13:11:28.766Z,30.4,,,50,,,
2018-02-05T13:11:38.761Z,30.4,,,50,,,
2018-02-05T13:11:48.756Z,30.4,,,50,,,
2018-02-05T13:12:08.762Z,30.4,,,50,,,
2018-02-05T13:12:18.757Z,30.4,,,50,,36.4,
2018-02-05T13:12:28.756Z,30.4,,,50,,,
2018-02-05T13:12:38.763Z,30.4,,,50,,,
2018-02-05T13:12:48.756Z,30.4,,,50,,,
2018-02-05T13:12:58.756Z,30.4,,,50,,36.5,
2018-02-05T13:13:08.756Z,30.4,,,50,,,
2018-02-05T13:13:18.761Z,30.4,,,50,,,
2018-02-05T13:13:28.758Z,30.4,,,50,,,
2018-02-05T13:13:38.756Z,30.3,,,50,,36.6,
2018-02-05T13:13:48.756Z,30.4,,,50,,,
2018-02-05T13:13:58.756Z,30.4,,,50,,,
2018-02-05T13:14:08.762Z,30.3,,,50,,,
2018-02-05T13:14:18.858Z,30.3,,,50,,,
2018-02-05T13:14:28.756Z,30.3,,,50,,,
2018-02-05T13:14:38.844Z,30.3,,,50,,,
2018-02-05T13:14:48.759Z,30.3,,,50,,36.7,
2018-02-05T13:14:58.756Z,30.3,,,50,,,
2018-02-05T13:15:08.756Z,30.3,,,50,,,
2018-02-05T13:15:18.756Z,30.3,,,50,,,
2018-02-05T13:15:28.756Z,30.3,,,50,,,
2018-02-05T13:15:38.761Z,30.3,,,50,,,
2018-02-05T13:15:48.756Z,30.3,,,50,,,
2018-02-05T13:15:58.756Z,30.3,,,50,,,
2018-02-05T13:16:08.756Z,30.3,,,50,,,
2018-02-05T13:16:18.756Z,30.3,,,50,,,
2018-02-05T13:16:28.756Z,30.3,,,50,,,
2018-02-05T13:16:38.760Z,30.3,,,50,,,
2018-02-05T13:16:48.756Z,30.3,,,50,,,
2018-02-05T13:16:58.878Z,30.3,,,50,,,
2018-02-05T13:17:08.862Z,30.2,,,50,,,
2018-02-05T13:17:18.866Z,30.2,,,50,,,
2018-02-05T13:17:28.767Z,30.2,,,50,,,
2018-02-05T13:17:38.756Z,30.2,,,50,,,
2018-02-05T13:17:48.820Z,30.2,,,50,,,
2018-02-05T13:17:58.767Z,30.2,,,50,,36.6,
2018-02-05T13:18:08.769Z,30.2,,,50,,,
2018-02-05T13:18:18.772Z,30.2,,,50,,,
2018-02-05T13:18:28.860Z,30.2,,,50,,,
2018-02-05T13:18:38.886Z,30.2,,,50,,,
2018-02-05T13:18:48.776Z,30.2,,,50,,,
2018-02-05T13:18:58.837Z,30.2,,,50,,,
2018-02-05T13:19:08.774Z,30.2,,,50,,,
2018-02-05T13:19:18.756Z,30.2,,,50,,,
2018-02-05T13:19:28.757Z,30.2,,,50,,,
2018-02-05T13:19:38.760Z,30.2,,,50,,,
2018-02-05T13:19:48.841Z,30.2,,,50,,36.5,
2018-02-05T13:19:58.756Z,30.1,,,50,,36.6,
2018-02-05T13:20:08.764Z,30.1,,,50,,,
2018-02-05T13:20:18.756Z,30.1,,,50,,36.5,
2018-02-05T13:20:28.756Z,30.1,,,50,,,
2018-02-05T13:20:38.774Z,30.1,,,50,,,
2018-02-05T13:20:48.768Z,30.1,,,50,,,
2018-02-05T13:20:58.762Z,30.1,,,50,,,
2018-02-05T13:21:08.756Z,30.1,,,50,,,
2018-02-05T13:21:28.756Z,30.1,,,50,,36.4,
2018-02-05T13:21:38.756Z,30.1,,,50,,,
2018-02-05T13:21:48.756Z,,,,,,36.4,
2018-02-05T13:21:58.772Z,30.1,,,50,,,
2018-02-05T13:22:08.756Z,30.1,,,50,,,
2018-02-05T13:22:28.756Z,30.1,,,50,,,
2018-02-05T13:22:38.756Z,30,,,50,,,
2018-02-05T13:22:58.758Z,30,,,50,,,
2018-02-05T13:23:08.756Z,30,,,50,,,
2018-02-05T13:23:18.756Z,,,,,,36.3,
2018-02-05T13:23:28.756Z,30,,,50,,,
2018-02-05T13:23:38.796Z,30,,,50,,,
2018-02-05T13:23:58.756Z,30,,,50,,,
2018-02-05T13:24:08.756Z,30,,,50,,,
2018-02-05T13:24:28.799Z,30,,,50,,,
2018-02-05T13:24:38.776Z,30,,,50,,,
2018-02-05T13:24:58.875Z,30,,,50,,36.2,
2018-02-05T13:25:08.772Z,30,,,50,,,
2018-02-05T13:25:18.760Z,29.8,,0,50,44,37.2,2
2018-02-05T13:25:28.756Z,29.8,,,50,37,41.5,
2018-02-05T13:25:38.776Z,29.8,,,50,29,40.6,
2018-02-05T13:25:48.759Z,29.8,,,50,30,39.5,
2018-02-05T13:25:58.757Z,29.8,,,50,30,37.2,
2018-02-05T13:26:08.756Z,,,,,29,36.3,
2018-02-05T13:26:18.892Z,29.8,,,50,,36,
2018-02-05T13:26:28.756Z,29.8,,,50,30,36,
2018-02-05T13:26:38.756Z,,,,,29,36.5,
2018-02-05T13:26:48.756Z,29.8,,,50,30,37.1,
2018-02-05T13:26:58.756Z,29.8,,,50,29,37.3,
2018-02-05T13:27:08.756Z,,,,,,37.5,
2018-02-05T13:27:18.756Z,29.8,,,50,,37.7,
2018-02-05T13:27:28.756Z,29.8,,,50,,37.8,
2018-02-05T13:27:38.767Z,,,,,,38,
2018-02-05T13:27:48.756Z,29.8,,,50,,38.2,
2018-02-05T13:27:58.756Z,29.8,,,50,,38.4,
2018-02-05T13:28:08.760Z,29.8,,,50,,,
2018-02-05T13:28:18.759Z,29.8,,,50,,38.8,
2018-02-05T13:28:28.756Z,,,,,,39.1,
2018-02-05T13:28:38.756Z,29.8,,,50,,39.3,
2018-02-05T13:28:48.757Z,29.8,,,50,,,
2018-02-05T13:28:58.756Z,29.8,,,50,,39.6,
2018-02-05T13:29:08.757Z,,,,,30,39.8,
2018-02-05T13:29:18.756Z,29.8,,,50,,39.9,
2018-02-05T13:29:28.756Z,,,,,29,40.1,
2018-02-05T13:29:38.756Z,29.8,,,50,,40.3,
2018-02-05T13:29:48.757Z,29.8,,,50,,,
2018-02-05T13:29:58.770Z,29.8,,,50,,40.5,
2018-02-05T13:30:08.756Z,,,,,,40.7,
2018-02-05T13:30:18.775Z,29.8,,,50,30,40.8,
2018-02-05T13:30:28.756Z,,,,,29,41,
2018-02-05T13:30:38.761Z,29.8,,,50,,41.1,
2018-02-05T13:30:48.763Z,29.8,,,50,,,
2018-02-05T13:30:58.756Z,29.8,,,50,,41.4,
2018-02-05T13:31:08.756Z,,,,,,41.6,
2018-02-05T13:31:18.756Z,29.8,,,50,30,41.8,
2018-02-05T13:31:28.769Z,29.8,,,50,29,41.9,
2018-02-05T13:31:38.756Z,,,,,29,42.1,
2018-02-05T13:31:48.756Z,29.8,,,50,,42.2,
2018-02-05T13:31:58.772Z,29.8,,,50,30,42.4,
2018-02-05T13:32:08.756Z,30,,,50,,,
2018-02-05T13:32:18.756Z,,,,,29,42.8,
2018-02-05T13:32:28.757Z,30,,0,50,0,43,2
2018-02-05T13:32:38.756Z,30,,,50,,40.8,
2018-02-05T13:32:48.756Z,30,,,50,,39.6,
2018-02-05T13:32:58.756Z,30,,,50,,38.4,
2018-02-05T13:33:08.756Z,30,,,50,,38,
2018-02-05T13:33:18.756Z,,,,,,37.9,
2018-02-05T13:33:28.756Z,30,,,50,,,
2018-02-05T13:33:38.756Z,30,,,50,,37.9,
2018-02-05T13:33:48.756Z,30,,,50,,38,
2018-02-05T13:33:58.759Z,30,,,50,,37.9,
2018-02-05T13:34:08.756Z,,,,,,37.7,
2018-02-05T13:34:18.755Z,30.1,,,50,,37.6,
2018-02-05T13:34:28.756Z,30.1,,,50,,,
2018-02-05T13:34:38.756Z,,,,,,37.5,
2018-02-05T13:34:48.756Z,30.1,,,50,,,
2018-02-05T13:34:58.757Z,30.1,,,50,,37.4,
2018-02-05T13:35:08.805Z,30.1,,,50,,,
2018-02-05T13:35:28.759Z,30.1,,,50,,37.3,
2018-02-05T13:35:38.756Z,30.1,,,50,,,
2018-02-05T13:35:58.756Z,30.1,,,50,,,
2018-02-05T13:36:08.757Z,30.1,,,50,,,
2018-02-05T13:36:18.762Z,,,,,,37.2,
2018-02-05T13:36:28.762Z,30.1,,,50,,,
2018-02-05T13:36:38.756Z,30.1,,,50,,,
2018-02-05T13:36:58.760Z,30.1,,,50,,,
2018-02-05T13:37:08.761Z,30.1,,,50,,,
2018-02-05T13:37:28.756Z,30.2,,,50,,,
2018-02-05T13:37:38.757Z,30.1,,,50,,,
2018-02-05T13:37:58.768Z,30.2,,,50,,,
2018-02-05T13:38:08.761Z,30.2,,,50,,,
2018-02-05T13:38:18.756Z,,,,,,37.3,
2018-02-05T13:38:28.756Z,30.2,0,1,50,,37.3,0
2018-02-05T13:38:38.756Z,36.8,,,50,52,39.2,
2018-02-05T13:38:48.756Z,39.6,,0,50,45,41.4,0
2018-02-05T13:38:58.781Z,40.2,,0,50,0,41.1,0
2018-02-05T13:39:08.765Z,,,,,,40.8,
2018-02-05T13:39:18.878Z,40,,,50,,,
2018-02-05T13:39:28.777Z,,,,,,40.7,
2018-02-05T13:39:38.817Z,39.8,,,50,,,
2018-02-05T13:39:48.794Z,39.7,,,50,,,
2018-02-05T13:39:58.756Z,39.6,59,0,50,,,2
2018-02-05T13:40:18.757Z,39.4,,,50,,,
2018-02-05T13:40:28.756Z,39.3,,,50,,,
2018-02-05T13:40:38.783Z,,,,,,40.6,
2018-02-05T13:40:48.946Z,39.2,,,50,,,
2018-02-05T13:40:58.757Z,39.1,,,50,,,
2018-02-05T13:41:08.757Z,38.9,,,50,,,
2018-02-05T13:41:28.765Z,38.7,,,50,,,
2018-02-05T13:41:38.756Z,38.6,,,50,,,
2018-02-05T13:41:58.756Z,38.5,,,50,,,
2018-02-05T13:42:08.756Z,38.4,,,50,,,
2018-02-05T13:42:18.755Z,,,,,,40.5,
2018-02-05T13:42:28.756Z,38.2,,,50,,,
2018-02-05T13:42:38.757Z,38.1,,,50,,,
2018-02-05T13:42:58.756Z,38,,,50,,,
2018-02-05T13:43:08.856Z,37.9,,,50,,,
2018-02-05T13:43:18.756Z,,5,0,,,,0
2018-02-05T13:43:28.756Z,37.7,,,50,,,
2018-02-05T13:43:38.756Z,37.7,,,50,,,
2018-02-05T13:43:58.756Z,37.5,,,50,,,
2018-02-05T13:44:08.758Z,37.5,,,50,,,
2018-02-05T13:44:18.758Z,37.4,,,50,,,
2018-02-05T13:44:28.765Z,,59,0,,,40.4,2
2018-02-05T13:44:38.779Z,37.2,,,50,,,
2018-02-05T13:44:48.757Z,37.2,,,50,,,
2018-02-05T13:44:58.756Z,37.1,,,50,,,
2018-02-05T13:45:18.757Z,36.9,,,50,,,
2018-02-05T13:45:28.756Z,36.8,,,50,,,
2018-02-05T13:45:48.756Z,36.7,,,50,,,
2018-02-05T13:45:58.757Z,36.6,,,50,,,
2018-02-05T13:46:08.756Z,36.6,,,50,,,
2018-02-05T13:46:18.756Z,,,,,,40.3,
2018-02-05T13:46:28.756Z,36.4,,,50,,,
2018-02-05T13:46:38.756Z,36.4,,,50,,,
2018-02-05T13:46:58.756Z,36.2,,,50,,,
2018-02-05T13:47:08.756Z,36.2,,,50,,,
2018-02-05T13:47:28.756Z,36.1,,,50,,40.2,
2018-02-05T13:47:38.756Z,36,,,50,,,
2018-02-05T13:47:48.759Z,,59,0,,0,40.2,2
2018-02-05T13:47:58.757Z,35.9,,,50,,,
2018-02-05T13:48:08.756Z,35.9,,,50,,,
2018-02-05T13:48:18.756Z,,,,,,40.1,
2018-02-05T13:48:28.756Z,35.7,,,50,,,
2018-02-05T13:48:38.756Z,35.7,,,50,,,
2018-02-05T13:48:58.757Z,35.6,,,50,,,
2018-02-05T13:49:08.758Z,35.5,,,50,,,
2018-02-05T13:49:18.756Z,,,,,,40,
2018-02-05T13:49:28.780Z,35.4,,,50,,,
2018-02-05T13:49:38.758Z,35.4,5,0,50,,,0
2018-02-05T13:49:48.767Z,35.3,59,0,50,,,2
2018-02-05T13:49:58.756Z,35.3,5,0,50,,,0
2018-02-05T13:50:08.762Z,35.2,,,50,,40,
2018-02-05T13:50:18.768Z,,,,,,39.9,
2018-02-05T13:50:28.755Z,35.1,,,50,,,
2018-02-05T13:50:38.759Z,35.1,,,50,,,
2018-02-05T13:50:58.846Z,34.9,,,50,,,
2018-02-05T13:51:08.756Z,34.8,,,50,,,
2018-02-05T13:51:18.832Z,,,,,,39.8,
2018-02-05T13:51:28.756Z,34.7,,,50,,,
2018-02-05T13:51:38.761Z,34.7,,,50,,,
2018-02-05T13:51:58.756Z,34.6,,,50,,,
2018-02-05T13:52:08.760Z,34.6,,,50,,,
2018-02-05T13:52:18.759Z,,,,,,39.7,
2018-02-05T13:52:28.756Z,34.5,,,50,,,
2018-02-05T13:52:38.759Z,34.4,,,50,,,
2018-02-05T13:52:58.787Z,34.3,,,50,,,
2018-02-05T13:53:08.756Z,34.3,,,50,,,
2018-02-05T13:53:18.756Z,,,,,,39.6,
2018-02-05T13:53:28.756Z,34.2,,,50,,,
2018-02-05T13:53:38.756Z,34.2,,,50,,,
2018-02-05T13:53:58.768Z,34.1,,,50,,,
2018-02-05T13:54:08.756Z,34.1,,,50,,,
2018-02-05T13:54:18.793Z,,,,,,39.5,
2018-02-05T13:54:28.756Z,34,,,50,,,
2018-02-05T13:54:38.756Z,34,,,50,,,
2018-02-05T13:54:58.762Z,33.9,,,50,,,
2018-02-05T13:55:08.756Z,33.9,,,50,,,
2018-02-05T13:55:18.764Z,,,,,,39.4,
2018-02-05T13:55:28.758Z,33.8,,,50,,,
2018-02-05T13:55:38.758Z,33.7,,,50,,,
2018-02-05T13:55:58.756Z,33.7,,,50,,,
2018-02-05T13:56:08.807Z,33.6,,,50,,,
2018-02-05T13:56:28.756Z,33.6,,,50,,39.3,
2018-02-05T13:56:38.764Z,33.5,,,50,,,
2018-02-05T13:56:58.771Z,33.5,,,50,,,
2018-02-05T13:57:08.756Z,33.5,,,50,,,
2018-02-05T13:57:28.759Z,33.4,,,50,,,
2018-02-05T13:57:38.767Z,33.3,,,50,,,
2018-02-05T13:57:48.755Z,,,,,,39.2,
2018-02-05T13:57:58.773Z,33.3,,,50,,,
2018-02-05T13:58:08.768Z,33.3,,,50,,,
2018-02-05T13:58:28.837Z,33.2,,,50,,,
2018-02-05T13:58:38.771Z,33.2,,,50,,,
2018-02-05T13:58:48.756Z,33.1,,,50,,,
2018-02-05T13:58:58.761Z,33.1,59,0,50,,39.1,2
2018-02-05T13:59:08.756Z,,,,,,39.2,
2018-02-05T13:59:18.757Z,32.9,,,50,,39.1,
2018-02-05T13:59:28.756Z,32.9,,,50,,,
2018-02-05T13:59:48.756Z,32.8,,,50,,,
2018-02-05T13:59:58.847Z,32.8,,,50,,,
2018-02-05T14:00:08.862Z,32.8,,0,50,41,41.8,2
2018-02-05T14:00:18.757Z,32.8,,,50,37,44.4,
2018-02-05T14:00:28.756Z,32.7,,,50,29,40.6,
2018-02-05T14:00:38.756Z,32.7,,,50,29,38.8,
2018-02-05T14:00:48.756Z,32.7,,,50,29,36.6,
2018-02-05T14:00:58.763Z,32.6,,,50,30,35.1,
2018-02-05T14:01:08.756Z,,,,,,34.6,
2018-02-05T14:01:18.756Z,32.6,,,50,29,35.1,
2018-02-05T14:01:28.756Z,,,,,30,35.5,
2018-02-05T14:01:38.759Z,32.5,,,50,29,35.8,
2018-02-05T14:01:48.757Z,32.5,,,50,,35.9,
2018-02-05T14:01:58.757Z,32.5,,,50,29,36.1,
2018-02-05T14:02:08.755Z,,,,,30,36.2,
2018-02-05T14:02:18.787Z,32.4,,,50,,36.4,
2018-02-05T14:02:28.764Z,32.4,,,50,,,
2018-02-05T14:02:38.756Z,32.4,,,50,30,36.8,
2018-02-05T14:02:48.755Z,,,,,29,37.2,
2018-02-05T14:02:58.770Z,32.3,,,50,30,37.5,
2018-02-05T14:03:08.759Z,32.3,,,50,,,
2018-02-05T14:03:18.756Z,32.3,,,50,29,37.9,
2018-02-05T14:03:28.776Z,,,,,30,38.1,
2018-02-05T14:03:38.765Z,32.2,,,50,,38.3,
2018-02-05T14:03:48.781Z,32.2,,,50,,,
2018-02-05T14:03:58.756Z,32.2,,,50,,38.7,
2018-02-05T14:04:08.759Z,32.2,,,50,29,38.9,
2018-02-05T14:04:18.761Z,,,,,29,39.1,
2018-02-05T14:04:28.788Z,32.1,,,50,30,39.3,
2018-02-05T14:04:38.839Z,32.1,,,50,,,
2018-02-05T14:04:48.775Z,,,,,30,39.6,
2018-02-05T14:04:58.790Z,32.1,,,50,29,39.8,
2018-02-05T14:05:08.756Z,32.1,,,50,30,39.9,
2018-02-05T14:05:18.756Z,,,,,30,40.1,
2018-02-05T14:05:28.758Z,32,,,50,,40.2,
2018-02-05T14:05:38.756Z,32,,,50,,,
2018-02-05T14:05:48.755Z,,,,,29,40.5,
2018-02-05T14:05:58.756Z,32,,,50,,40.7,
2018-02-05T14:06:08.755Z,32,,,50,,,
2018-02-05T14:06:18.756Z,32,,,50,29,41,
2018-02-05T14:06:28.755Z,,,,,,41.1,
2018-02-05T14:06:38.756Z,32,,,50,30,41.3,
2018-02-05T14:06:48.756Z,31.9,,,50,,,
2018-02-05T14:06:58.756Z,31.9,,,50,29,41.6,
2018-02-05T14:07:08.756Z,,,,,,41.7,
2018-02-05T14:07:18.759Z,31.9,,,50,,41.9,
2018-02-05T14:07:28.759Z,,,,,,42,
2018-02-05T14:07:38.756Z,31.9,,,50,,42.2,
2018-02-05T14:07:48.755Z,31.9,,,50,,,
2018-02-05T14:07:58.756Z,31.9,,,50,,42.6,
2018-02-05T14:08:08.758Z,,,,,,42.8,
2018-02-05T14:08:18.756Z,31.9,,,50,30,42.9,
2018-02-05T14:08:28.756Z,,,,,29,43.1,
2018-02-05T14:08:38.757Z,31.8,,,50,30,43.2,
2018-02-05T14:08:48.756Z,31.8,,,50,,,
2018-02-05T14:08:58.757Z,31.8,,,50,29,43.5,
2018-02-05T14:09:08.756Z,,,,,,43.7,
2018-02-05T14:09:18.756Z,31.8,,,50,,43.8,
2018-02-05T14:09:28.764Z,31.8,,,50,,44,
2018-02-05T14:09:38.755Z,,,,,30,44.1,
2018-02-05T14:09:48.758Z,31.8,,,50,,44.2,
2018-02-05T14:09:58.756Z,31.8,,,50,,44.4,
2018-02-05T14:10:08.869Z,31.8,,,50,,,
2018-02-05T14:10:18.755Z,,,,,29,44.6,
2018-02-05T14:10:28.755Z,31.8,,,50,,44.8,
2018-02-05T14:10:38.755Z,31.8,,,50,,44.9,
2018-02-05T14:10:48.757Z,,,,,30,45,
2018-02-05T14:10:58.756Z,31.8,,,50,29,45.2,
2018-02-05T14:11:08.756Z,31.8,,,50,,,
2018-02-05T14:11:18.795Z,,,,,,45.5,
2018-02-05T14:11:28.756Z,31.8,,,50,,45.6,
2018-02-05T14:11:38.756Z,31.8,,,50,,,
2018-02-05T14:11:48.813Z,31.8,,,50,29,45.9,
2018-02-05T14:11:59.046Z,31.8,,,50,,46,
2018-02-05T14:12:08.833Z,,,,,,46.1,
2018-02-05T14:12:18.755Z,31.8,,,50,,46.2,
2018-02-05T14:12:28.774Z,31.8,,,50,,,
2018-02-05T14:12:38.762Z,,,,,,46.5,
2018-02-05T14:12:48.755Z,31.8,,,50,30,46.7,
2018-02-05T14:12:58.755Z,31.8,,,50,,46.8,
2018-02-05T14:13:08.755Z,31.8,,,50,,46.9,
2018-02-05T14:13:18.756Z,,,,,29,47,
2018-02-05T14:13:28.756Z,31.8,,,50,,47.1,
2018-02-05T14:13:38.756Z,31.8,,,50,,,
2018-02-05T14:13:48.759Z,,,,,30,47.4,
2018-02-05T14:13:58.761Z,31.8,,,50,29,47.6,
2018-02-05T14:14:08.755Z,31.9,,,50,,,
2018-02-05T14:14:18.755Z,,,,,30,47.8,
2018-02-05T14:14:28.787Z,31.9,,,50,29,48,
2018-02-05T14:14:38.759Z,31.9,,,50,,48.1,
2018-02-05T14:14:48.755Z,31.9,,,50,,,
2018-02-05T14:14:58.756Z,31.9,,,50,,48.3,
2018-02-05T14:15:08.755Z,,,,,,48.4,
2018-02-05T14:15:18.756Z,31.9,,,50,,48.5,
2018-02-05T14:15:28.755Z,31.9,,,50,,,
2018-02-05T14:15:38.756Z,31.9,,,50,0,48.9,
2018-02-05T14:15:48.755Z,31.9,,0,50,,47.8,2
2018-02-05T14:15:58.759Z,32,,,50,,45.4,
2018-02-05T14:16:08.755Z,32,,,50,,44.4,
2018-02-05T14:16:18.755Z,32,,,50,,44,
2018-02-05T14:16:28.765Z,,,,,,43.8,
2018-02-05T14:16:38.757Z,32,,,50,,,
2018-02-05T14:16:48.756Z,32,,,50,,,
2018-02-05T14:16:58.756Z,32,,,50,,,
2018-02-05T14:17:08.755Z,,,,,,43.7,
2018-02-05T14:17:18.755Z,32,,,50,,43.6,
2018-02-05T14:17:28.756Z,32.1,,,50,,,
2018-02-05T14:17:38.758Z,,,,,,43.3,
2018-02-05T14:17:48.756Z,32.1,,,50,,43.2,
2018-02-05T14:17:58.756Z,32.1,,,50,,,
2018-02-05T14:18:08.755Z,32.1,,,50,,,
2018-02-05T14:18:18.757Z,,,,,,43.1,
2018-02-05T14:18:28.755Z,32.1,,,50,,43,
2018-02-05T14:18:38.758Z,32.1,,,50,,42.9,
2018-02-05T14:18:48.761Z,32.1,,,50,,,
2018-02-05T14:18:58.755Z,32.1,,,50,,42.8,
2018-02-05T14:19:18.762Z,32.1,,,50,,,
2018-02-05T14:19:28.755Z,32.2,,,50,,,
2018-02-05T14:19:48.756Z,32.2,,,50,,42.7,
2018-02-05T14:19:58.771Z,32.2,,,50,,,
2018-02-05T14:20:08.755Z,32.2,,,50,,,
2018-02-05T14:20:28.755Z,32.2,,,50,,,
2018-02-05T14:20:38.757Z,32.2,,,50,,,
2018-02-05T14:20:58.756Z,32.2,,,50,,,
2018-02-05T14:21:08.755Z,32.2,,,50,,,
2018-02-05T14:21:28.755Z,32.2,,,50,,42.8,
2018-02-05T14:21:38.757Z,32.2,,,50,,,
2018-02-05T14:21:58.758Z,32.2,,,50,,42.9,
2018-02-05T14:22:08.756Z,32.2,,,50,,,
2018-02-05T14:22:18.788Z,32.2,,,50,,,
2018-02-05T14:22:28.755Z,32.2,,,50,,42.9,
2018-02-05T14:22:38.759Z,,,,,,43,
2018-02-05T14:22:48.755Z,32.2,,,50,,,
2018-02-05T14:22:58.756Z,32.2,,,50,,,
2018-02-05T14:23:08.755Z,32.2,,,50,,,
2018-02-05T14:23:18.755Z,,,,,,43.1,
2018-02-05T14:23:28.759Z,32.2,,,50,,,
2018-02-05T14:23:38.755Z,32.2,,,50,,,
2018-02-05T14:23:58.758Z,32.2,,,50,,,
2018-02-05T14:24:08.756Z,32.2,,,50,,,
2018-02-05T14:24:28.755Z,32.2,,,50,,,
2018-02-05T14:24:38.755Z,32.2,,,50,,,
2018-02-05T14:24:48.759Z,32.2,,,50,,,
2018-02-05T14:24:58.766Z,32.2,,0,50,43,44.1,2
2018-02-05T14:25:08.756Z,32.2,,,50,35,48,
2018-02-05T14:25:18.760Z,32.2,,,50,29,47.9,
2018-02-05T14:25:28.759Z,32.2,,,50,,46.6,
2018-02-05T14:25:38.756Z,32.2,,,50,29,45.3,
2018-02-05T14:25:48.756Z,32.2,,,50,,44.2,
2018-02-05T14:25:58.755Z,32.2,,,50,30,44,
2018-02-05T14:26:08.755Z,,,,,30,44.1,
2018-02-05T14:26:18.855Z,32.2,,,50,29,44.6,
2018-02-05T14:26:28.756Z,,,,,,45,
2018-02-05T14:26:38.755Z,32.2,,,50,,45.2,
2018-02-05T14:26:48.756Z,32.2,,,50,,,
2018-02-05T14:26:58.755Z,32.2,,,50,,45.5,
2018-02-05T14:27:08.756Z,,,,,,45.6,
2018-02-05T14:27:18.763Z,32.2,,,50,,45.7,
2018-02-05T14:27:28.772Z,32.2,,,50,,45.9,
2018-02-05T14:27:38.758Z,,,,,30,46,
2018-02-05T14:27:48.755Z,32.2,,,50,,46.2,
2018-02-05T14:27:58.862Z,32.3,,,50,29,46.3,
2018-02-05T14:28:08.756Z,32.2,,,50,,,
2018-02-05T14:28:18.755Z,,,,,,46.6,
2018-02-05T14:28:28.756Z,32.3,,,50,0,46.8,
2018-02-05T14:28:38.755Z,32.2,,0,50,,45.9,2
2018-02-05T14:28:48.756Z,32.3,,,50,,43.7,
2018-02-05T14:28:58.755Z,32.3,,,50,,42.4,
2018-02-05T14:29:08.757Z,,,,,,41.9,
2018-02-05T14:29:18.755Z,32.3,,,50,,41.8,
2018-02-05T14:29:28.756Z,32.3,,,50,,,
2018-02-05T14:29:48.755Z,32.3,,,50,,,
2018-02-05T14:29:58.755Z,32.3,,,50,,41.7,
2018-02-05T14:30:08.766Z,32.3,,,50,,,
2018-02-05T14:30:18.756Z,,,,,,41.4,
2018-02-05T14:30:28.755Z,32.3,,,50,,41.3,
2018-02-05T14:30:38.805Z,32.3,,,50,,,
2018-02-05T14:30:48.755Z,,,,,,41.1,
2018-02-05T14:30:58.756Z,32.3,,,50,,,
2018-02-05T14:31:08.757Z,32.3,,,50,,,
2018-02-05T14:31:18.767Z,32.3,,0,50,44,41,2
2018-02-05T14:31:28.755Z,32.3,,,50,33,47.4,
2018-02-05T14:31:38.773Z,32.3,,,50,29,48.7,
2018-02-05T14:31:48.755Z,,,,,30,47.2,
2018-02-05T14:31:58.755Z,32.3,,,50,29,47,
2018-02-05T14:32:08.758Z,,,,,30,46.3,
2018-02-05T14:32:18.756Z,32.3,,,50,29,,
2018-02-05T14:32:28.756Z,32.4,,,50,0,46.4,
2018-02-05T14:32:38.756Z,32.4,,0,50,,45.4,2
2018-02-05T14:32:48.756Z,32.4,,,50,,43.4,
2018-02-05T14:32:58.755Z,32.4,,,50,,41.9,
2018-02-05T14:33:08.762Z,,,,,,41.7,
2018-02-05T14:33:18.757Z,32.4,,,50,,41.6,
2018-02-05T14:33:28.755Z,32.4,,,50,,,
2018-02-05T14:33:48.778Z,33.2,0,1,50,38,,0
2018-02-05T14:33:58.778Z,24,,,50,57,43.3,
2018-02-05T14:34:08.770Z,40.8,,,50,56,44.3,
2018-02-05T14:34:18.756Z,40.6,,,50,124,49.1,
2018-02-05T14:34:28.760Z,44.2,,,50,122,52,
