Time,HwTOutlet,PrimTSet,HwActive,HwTSet,ActPow,PrimT,ChActive
2018-02-05T04:59:08.766Z,30.1,,,50,,,
2018-02-05T04:59:18.766Z,30.1,,,50,,,
2018-02-05T04:59:38.766Z,30.1,,,50,,38.6,
2018-02-05T04:59:48.766Z,30.1,,,50,,,
2018-02-05T05:00:08.766Z,30.1,,,50,,,
2018-02-05T05:00:18.765Z,30.1,,,50,,,
2018-02-05T05:00:38.766Z,30.1,,,50,,,
2018-02-05T05:00:48.765Z,30,,,50,,,
2018-02-05T05:00:58.766Z,,,,,,38.5,
2018-02-05T05:01:08.766Z,30.1,,,50,,,
2018-02-05T05:01:18.765Z,30.1,,,50,,,
2018-02-05T05:01:38.912Z,30.1,,,50,,,
2018-02-05T05:01:48.765Z,30.1,,,50,,,
2018-02-05T05:01:58.766Z,,,,,,38.4,
2018-02-05T05:02:08.765Z,30.1,,,50,,,
2018-02-05T05:02:18.765Z,30.1,,,50,,,
2018-02-05T05:02:38.765Z,30,,,50,,,
2018-02-05T05:02:48.766Z,30,,,50,,,
2018-02-05T05:03:08.765Z,30,,,50,,,
2018-02-05T05:03:18.765Z,30,,,50,,,
2018-02-05T05:03:28.769Z,,,,,,38.3,
2018-02-05T05:03:38.785Z,30,,,50,,,
2018-02-05T05:03:48.770Z,30,,,50,,,
2018-02-05T05:04:08.770Z,30,,,50,,,
2018-02-05T05:04:18.767Z,30,,,50,,,
2018-02-05T05:04:38.766Z,30,,,50,,38.2,
2018-02-05T05:04:48.770Z,30,,,50,,,
2018-02-05T05:05:08.769Z,30,,,50,,,
2018-02-05T05:05:18.772Z,30,,,50,,,
2018-02-05T05:05:38.771Z,30,,,50,,,
2018-02-05T05:05:48.766Z,30,,,50,,,
2018-02-05T05:06:08.766Z,30,,,50,,,
2018-02-05T05:06:18.777Z,30,,,50,,,
2018-02-05T05:06:28.766Z,,,,,,38.1,
2018-02-05T05:06:38.774Z,29.8,,,50,,,
2018-02-05T05:06:48.824Z,29.8,,,50,,,
2018-02-05T05:07:08.770Z,29.8,,,50,,,
2018-02-05T05:07:18.765Z,29.8,,,50,,,
2018-02-05T05:07:38.765Z,29.8,,,50,,,
2018-02-05T05:07:48.765Z,29.8,,,50,,,
2018-02-05T05:07:58.765Z,,,,,,38,
2018-02-05T05:08:08.866Z,29.8,,,50,,,
2018-02-05T05:08:18.765Z,29.8,,,50,,,
2018-02-05T05:08:38.765Z,29.8,,,50,,,
2018-02-05T05:08:48.767Z,29.8,,,50,,,
2018-02-05T05:09:08.800Z,29.8,,,50,,,
2018-02-05T05:09:18.769Z,29.8,,,50,,,
2018-02-05T05:09:28.765Z,,,,,,38,
2018-02-05T05:09:38.767Z,29.8,,,50,,38,
2018-02-05T05:09:48.765Z,,,,,,37.9,
2018-02-05T05:09:58.766Z,29.8,,,50,,,
2018-02-05T05:10:08.765Z,29.8,,,50,,,
2018-02-05T05:10:18.770Z,29.8,,,50,,,
2018-02-05T05:10:28.765Z,,5,0,,,,0
2018-02-05T05:10:38.765Z,29.7,,,50,,,
2018-02-05T05:10:48.771Z,29.7,,,50,,,
2018-02-05T05:11:08.766Z,29.7,,,50,,,
2018-02-05T05:11:18.769Z,,59,0,,,,2
2018-02-05T05:11:28.768Z,29.7,,,50,,37.8,
2018-02-05T05:11:38.766Z,29.7,5,0,50,,37.8,0
2018-02-05T05:11:48.765Z,,59,0,,,,2
2018-02-05T05:11:58.766Z,29.7,,,50,,,
2018-02-05T05:12:08.765Z,29.7,,,50,,,
2018-02-05T05:12:28.765Z,29.7,,,50,,,
2018-02-05T05:12:38.766Z,29.7,,,50,,,
2018-02-05T05:12:48.793Z,29.7,,,50,,,
2018-02-05T05:13:08.765Z,29.7,,,50,,,
2018-02-05T05:13:18.766Z,29.7,,,50,,,
2018-02-05T05:13:38.767Z,29.7,,,50,,37.7,
2018-02-05T05:13:48.765Z,29.6,,,50,,,
2018-02-05T05:14:08.766Z,29.6,,,50,,,
2018-02-05T05:14:18.783Z,29.6,,,50,,,
2018-02-05T05:14:38.765Z,29.6,,,50,,,
2018-02-05T05:14:48.766Z,29.6,,,50,,,
2018-02-05T05:15:08.766Z,29.6,,,50,,,
2018-02-05T05:15:18.765Z,29.6,,,50,,,
2018-02-05T05:15:38.766Z,29.6,,,50,,,
2018-02-05T05:15:48.765Z,29.6,,,50,,,
2018-02-05T05:15:58.765Z,,,,,,37.6,
2018-02-05T05:16:08.777Z,29.6,,,50,,,
2018-02-05T05:16:18.765Z,29.6,,,50,,,
2018-02-05T05:16:38.765Z,29.6,,,50,,,
2018-02-05T05:16:48.765Z,29.5,,,50,,,
2018-02-05T05:17:08.783Z,29.6,,,50,,,
2018-02-05T05:17:18.768Z,29.5,,,50,,,
2018-02-05T05:17:28.765Z,,,,,,37.5,
2018-02-05T05:17:38.768Z,29.5,,,50,,37.6,
2018-02-05T05:17:48.765Z,29.5,,,50,,,
2018-02-05T05:17:58.765Z,,,,,,37.5,
2018-02-05T05:18:08.766Z,29.5,,,50,,,
2018-02-05T05:18:18.765Z,29.5,,,50,,,
2018-02-05T05:18:38.765Z,29.5,,,50,,,
2018-02-05T05:18:48.766Z,29.5,,0,50,43,39.3,2
2018-02-05T05:18:58.765Z,,,,,31,43.5,
2018-02-05T05:19:08.765Z,29.5,,,50,29,39.1,
2018-02-05T05:19:18.766Z,29.5,,,50,29,36.8,
2018-02-05T05:19:28.765Z,,,,,,34.3,
2018-02-05T05:19:38.766Z,29.5,,,50,,33.4,
2018-02-05T05:19:58.765Z,29.3,,,50,,34,
2018-02-05T05:20:08.765Z,,,,,,34.3,
2018-02-05T05:20:18.765Z,29.3,,,50,,34.6,
2018-02-05T05:20:28.765Z,29.3,,,50,,,
2018-02-05T05:20:38.765Z,29.3,,,50,30,34.8,
2018-02-05T05:20:48.765Z,29.3,,,50,29,35.1,
2018-02-05T05:20:58.765Z,,,,,30,35.3,
2018-02-05T05:21:08.765Z,29.3,,,50,29,35.5,
2018-02-05T05:21:18.765Z,29.3,,,50,,,
2018-02-05T05:21:28.765Z,,,,,,36,
2018-02-05T05:21:38.765Z,29.3,,,50,,36.2,
2018-02-05T05:21:48.765Z,29.3,,,50,,,
2018-02-05T05:21:58.765Z,,,,,29,36.7,
2018-02-05T05:22:08.765Z,29.3,,,50,,36.9,
2018-02-05T05:22:18.765Z,,,,,,37.2,
2018-02-05T05:22:28.765Z,29.3,,,50,30,37.4,
2018-02-05T05:22:38.766Z,29.3,,,50,29,37.6,
2018-02-05T05:22:48.765Z,29.3,,,50,,,
2018-02-05T05:22:58.766Z,29.3,,,50,,37.9,
2018-02-05T05:23:08.765Z,,,,,30,38.1,
2018-02-05T05:23:18.765Z,29.3,,,50,,38.2,
2018-02-05T05:23:28.765Z,29.3,,,50,,,
2018-02-05T05:23:38.766Z,29.3,,,50,29,38.5,
2018-02-05T05:23:48.765Z,,,,,30,38.7,
2018-02-05T05:23:58.768Z,29.3,,,50,29,38.8,
2018-02-05T05:24:08.765Z,29.3,,,50,,39.1,
2018-02-05T05:24:18.765Z,,,,,,39.2,
2018-02-05T05:24:28.766Z,29.3,,,50,30,39.4,
2018-02-05T05:24:38.765Z,29.3,,,50,29,39.5,
2018-02-05T05:24:48.765Z,29.3,,,50,,,
2018-02-05T05:24:58.765Z,,,,,30,39.8,
2018-02-05T05:25:08.765Z,29.3,,,50,29,40,
2018-02-05T05:25:18.765Z,29.3,,,50,30,40.1,
2018-02-05T05:25:28.765Z,29.3,,,50,,,
2018-02-05T05:25:38.769Z,29.5,,,50,30,40.4,
2018-02-05T05:25:48.765Z,,,,,,40.6,
2018-02-05T05:25:58.766Z,29.5,,,50,,40.8,
2018-02-05T05:26:08.767Z,29.5,,,50,,40.9,
2018-02-05T05:26:18.765Z,,,,,29,41.1,
2018-02-05T05:26:28.765Z,29.5,,,50,,41.2,
2018-02-05T05:26:38.765Z,29.5,,,50,,41.4,
2018-02-05T05:26:48.765Z,29.5,,,50,,,
2018-02-05T05:26:58.765Z,,,,,,41.7,
2018-02-05T05:27:08.765Z,29.5,,,50,,41.8,
2018-02-05T05:27:18.766Z,,,,,29,42,
2018-02-05T05:27:28.765Z,29.5,,,50,,42.1,
2018-02-05T05:27:38.765Z,29.5,,,50,,42.3,
2018-02-05T05:27:48.765Z,29.6,,,50,,,
2018-02-05T05:27:58.765Z,,,,,29,42.7,
2018-02-05T05:28:08.765Z,29.6,,,50,,42.8,
2018-02-05T05:28:18.765Z,29.6,,,50,30,43,
2018-02-05T05:28:28.765Z,,,,,,43.1,
2018-02-05T05:28:38.766Z,29.6,,,50,29,43.2,
2018-02-05T05:28:48.765Z,29.6,,,50,,,
2018-02-05T05:28:58.765Z,,,,,30,43.5,
2018-02-05T05:29:08.765Z,29.6,,,50,,43.7,
2018-02-05T05:29:18.765Z,29.6,,,50,,,
2018-02-05T05:29:28.765Z,29.7,,,50,30,43.9,
2018-02-05T05:29:38.766Z,29.7,,,50,29,44.1,
2018-02-05T05:29:48.765Z,,,,,30,44.2,
2018-02-05T05:29:58.765Z,29.7,,,50,,44.3,
2018-02-05T05:30:08.771Z,29.7,,,50,,,
2018-02-05T05:30:18.765Z,,,,,29,44.6,
2018-02-05T05:30:28.765Z,29.7,,0,50,0,44,2
2018-02-05T05:30:38.767Z,29.8,,,50,,41.4,
2018-02-05T05:30:48.765Z,,,,,,40.3,
2018-02-05T05:30:58.765Z,29.8,,,50,,39.9,
2018-02-05T05:31:08.765Z,29.8,,,50,,39.7,
2018-02-05T05:31:18.765Z,29.8,,,50,,,
2018-02-05T05:31:28.772Z,,,,,,39.7,
2018-02-05T05:31:38.828Z,29.8,,,50,,,
2018-02-05T05:31:48.765Z,29.8,,,50,,,
2018-02-05T05:31:58.766Z,,,,,,39.5,
2018-02-05T05:32:08.765Z,30,,,50,,39.4,
2018-02-05T05:32:18.765Z,30,,,50,,,
2018-02-05T05:32:28.765Z,,,,,,39.2,
2018-02-05T05:32:38.805Z,30,,,50,,,
2018-02-05T05:32:48.766Z,30,,,50,,,
2018-02-05T05:32:58.787Z,,,,,,39.1,
2018-02-05T05:33:08.765Z,30,,,50,,,
2018-02-05T05:33:18.765Z,,,,,,38.9,
2018-02-05T05:33:28.769Z,30.1,,,50,,,
2018-02-05T05:33:38.765Z,30.1,,,50,,38.8,
2018-02-05T05:33:58.773Z,30.1,,,50,,,
2018-02-05T05:34:08.765Z,30.1,,,50,,,
2018-02-05T05:34:28.764Z,30.1,,,50,,,
2018-02-05T05:34:38.765Z,30.1,,,50,,,
2018-02-05T05:34:48.765Z,30.1,,,50,,,
2018-02-05T05:34:58.797Z,,,,,,38.7,
2018-02-05T05:35:08.765Z,30.1,,,50,,,
2018-02-05T05:35:18.770Z,30.1,,,50,,,
2018-02-05T05:35:38.765Z,30.2,,,50,,38.8,
2018-02-05T05:35:48.767Z,30.2,,,50,,,
2018-02-05T05:36:08.765Z,30.2,,,50,,,
2018-02-05T05:36:18.765Z,30.2,,,50,,,
2018-02-05T05:36:38.920Z,30.2,,,50,,38.9,
2018-02-05T05:36:48.765Z,30.2,,,50,,,
2018-02-05T05:37:08.765Z,30.2,,,50,,39.1,
2018-02-05T05:37:28.765Z,30.2,,,50,,,
2018-02-05T05:37:38.770Z,30.2,,,50,,,
2018-02-05T05:37:48.765Z,30.2,,,50,,,
2018-02-05T05:37:58.765Z,,,,,,39.2,
2018-02-05T05:38:08.770Z,30.2,,,50,,,
2018-02-05T05:38:18.790Z,30.2,,,50,,,
2018-02-05T05:38:38.765Z,30.2,,,50,,,
2018-02-05T05:38:48.793Z,30.2,,,50,,,
2018-02-05T05:38:58.765Z,,,,,,39.3,
2018-02-05T05:39:08.765Z,30.3,,,50,,,
2018-02-05T05:39:18.765Z,30.3,,,50,,,
2018-02-05T05:39:38.765Z,30.2,,,50,,,
2018-02-05T05:39:48.765Z,30.3,,,50,,,
2018-02-05T05:40:08.765Z,30.3,,,50,,,
2018-02-05T05:40:18.765Z,30.3,,,50,,,
2018-02-05T05:40:28.766Z,,,,,,39.2,
2018-02-05T05:40:38.765Z,30.3,,,50,,,
2018-02-05T05:40:48.774Z,30.3,,,50,,,
2018-02-05T05:41:08.766Z,30.3,5,0,50,,,0
2018-02-05T05:41:28.794Z,30.3,,,50,,,
2018-02-05T05:41:38.765Z,30.3,,,50,,,
2018-02-05T05:41:48.765Z,30.3,,,50,,,
2018-02-05T05:42:08.764Z,30.3,,0,50,,39.1,2
2018-02-05T05:42:18.765Z,,59,,,,39.1,
2018-02-05T05:42:28.764Z,30.3,5,0,50,,,0
2018-02-05T05:42:38.765Z,30.3,,,50,,,
2018-02-05T05:42:58.764Z,30.3,,,50,,,
2018-02-05T05:43:08.765Z,30.2,,,50,,,
2018-02-05T05:43:18.765Z,30.3,,,50,,,
2018-02-05T05:43:28.765Z,30.3,,,50,,38.9,
2018-02-05T05:43:38.765Z,30.3,,,50,,,
2018-02-05T05:43:58.765Z,30.2,,,50,,,
2018-02-05T05:44:08.765Z,30.3,,,50,,,
2018-02-05T05:44:18.764Z,30.2,,,50,,,
2018-02-05T05:44:28.765Z,,59,0,,,,2
2018-02-05T05:44:38.765Z,30.3,,,50,,38.8,
2018-02-05T05:44:48.766Z,30.2,,,50,,,
2018-02-05T05:45:08.778Z,30.2,,,50,,,
2018-02-05T05:45:18.765Z,30.2,,,50,,,
2018-02-05T05:45:38.765Z,30.2,,,50,,,
2018-02-05T05:45:48.765Z,30.2,,,50,,,
2018-02-05T05:45:58.765Z,,,,,,38.7,
2018-02-05T05:46:08.765Z,30.2,,,50,,,
2018-02-05T05:46:18.765Z,30.2,,,50,,,
2018-02-05T05:46:38.765Z,30.2,,,50,,,
2018-02-05T05:46:48.764Z,30.2,,,50,,,
2018-02-05T05:46:58.765Z,,59,0,,0,38.6,2
2018-02-05T05:47:08.868Z,30.2,,,50,,,
2018-02-05T05:47:18.863Z,30.2,,,50,,,
2018-02-05T05:47:38.765Z,30.2,,,50,,,
2018-02-05T05:47:48.765Z,30.2,,,50,,,
2018-02-05T05:48:08.807Z,30.2,,,50,,38.5,
2018-02-05T05:48:18.765Z,30.2,,,50,,,
2018-02-05T05:48:28.785Z,,,,,,38.5,
2018-02-05T05:48:38.765Z,30.2,,,50,,,
2018-02-05T05:48:48.803Z,30.2,,,50,,,
2018-02-05T05:49:08.785Z,30.2,,,50,,,
2018-02-05T05:49:18.765Z,30.2,,,50,,,
2018-02-05T05:49:28.765Z,,,,,,38.4,
2018-02-05T05:49:38.766Z,30.2,,,50,,,
2018-02-05T05:49:48.764Z,30.2,,,50,,,
2018-02-05T05:50:08.765Z,30.2,,,50,,,
2018-02-05T05:50:18.765Z,30.2,,,50,,,
2018-02-05T05:50:38.778Z,30.1,,,50,,,
2018-02-05T05:50:48.765Z,30.1,,,50,,,
2018-02-05T05:50:58.765Z,,,,,,38.3,
2018-02-05T05:51:08.765Z,30.1,,,50,,,
2018-02-05T05:51:18.765Z,30.1,,,50,,,
2018-02-05T05:51:38.765Z,30.1,,,50,,,
2018-02-05T05:51:48.764Z,30.1,,,50,,,
2018-02-05T05:52:08.765Z,30.1,,,50,,38.2,
2018-02-05T05:52:18.769Z,30.1,,,50,,,
2018-02-05T05:52:28.764Z,,,,,,38.2,
2018-02-05T05:52:38.765Z,30.1,,,50,,,
2018-02-05T05:52:48.773Z,30.1,,,50,,,
2018-02-05T05:53:08.764Z,30.1,,,50,,,
2018-02-05T05:53:18.767Z,30.1,,,50,,,
2018-02-05T05:53:38.765Z,30.1,5,0,50,,,0
2018-02-05T05:53:48.765Z,30.1,59,0,50,,,2
2018-02-05T05:53:58.764Z,,,,,,38.1,
2018-02-05T05:54:08.764Z,30,,,50,,,
2018-02-05T05:54:18.765Z,30,,,50,,,
2018-02-05T05:54:38.765Z,30,,,50,,,
2018-02-05T05:54:48.765Z,30,,,50,,,
2018-02-05T05:55:08.764Z,30,,,50,,,
2018-02-05T05:55:18.792Z,30,,,50,,,
2018-02-05T05:55:38.765Z,30,,,50,,,
2018-02-05T05:55:48.765Z,30,,,50,,,
2018-02-05T05:55:58.765Z,,,,,,38,
2018-02-05T05:56:08.770Z,30,,,50,,,
2018-02-05T05:56:18.765Z,30,,,50,,,
2018-02-05T05:56:38.765Z,30,,,50,,,
2018-02-05T05:56:48.768Z,30,,,50,,,
2018-02-05T05:57:08.765Z,29.8,,,50,,,
2018-02-05T05:57:18.765Z,30,,,50,,,
2018-02-05T05:57:38.764Z,29.8,,,50,,38,
2018-02-05T05:57:48.815Z,,,,,,37.9,
2018-02-05T05:57:58.764Z,29.8,,,50,,,
2018-02-05T05:58:08.764Z,29.8,,,50,,,
2018-02-05T05:58:18.791Z,29.8,,,50,,,
2018-02-05T05:58:38.765Z,29.8,,,50,,,
2018-02-05T05:58:48.764Z,29.8,,,50,,,
2018-02-05T05:59:08.764Z,29.8,,,50,,,
2018-02-05T05:59:18.764Z,29.8,,,50,,,
2018-02-05T05:59:38.765Z,29.8,,,50,,,
2018-02-05T05:59:48.765Z,29.8,,,50,,,
2018-02-05T05:59:58.764Z,,,,,,37.8,
2018-02-05T06:00:08.764Z,29.8,,,50,,,
2018-02-05T06:00:18.764Z,29.8,,,50,,,
2018-02-05T06:00:38.765Z,29.7,,,50,,,
2018-02-05T06:00:48.765Z,29.7,,,50,,,
2018-02-05T06:00:58.764Z,29.7,,,50,,,
2018-02-05T06:01:08.765Z,29.7,,0,50,43,39.6,2
2018-02-05T06:01:18.768Z,,,,,30,43.8,
2018-02-05T06:01:28.764Z,29.7,,,50,29,39.5,
2018-02-05T06:01:38.771Z,29.7,,,50,,37.6,
2018-02-05T06:01:48.765Z,,,,,,34.8,
2018-02-05T06:01:58.764Z,29.7,,,50,,34.3,
2018-02-05T06:02:08.764Z,29.7,,,50,,,
2018-02-05T06:02:18.764Z,,,,,,34.7,
2018-02-05T06:02:28.764Z,29.7,,,50,30,35.2,
2018-02-05T06:02:38.765Z,29.7,,,50,,35.5,
2018-02-05T06:02:48.765Z,29.7,,,50,,,
2018-02-05T06:02:58.765Z,,,,,29,35.8,
2018-02-05T06:03:08.797Z,29.7,,,50,,35.9,
2018-02-05T06:03:18.765Z,,,,,,36.1,
2018-02-05T06:03:28.826Z,29.7,,,50,30,36.4,
2018-02-05T06:03:38.766Z,29.7,,,50,29,36.6,
2018-02-05T06:03:48.809Z,29.6,,,50,,,
2018-02-05T06:03:58.803Z,,,,,30,37.2,
2018-02-05T06:04:08.764Z,29.6,,,50,29,37.4,
2018-02-05T06:04:18.765Z,29.6,,,50,,,
2018-02-05T06:04:28.790Z,,,,,,37.8,
2018-02-05T06:04:38.764Z,29.6,,,50,,38,
2018-02-05T06:04:48.764Z,,,,,,38.2,
2018-02-05T06:04:58.764Z,29.7,,,50,,38.4,
2018-02-05T06:05:08.765Z,29.6,,,50,,,
2018-02-05T06:05:18.764Z,,,,,30,38.7,
2018-02-05T06:05:28.764Z,29.7,,,50,29,38.9,
2018-02-05T06:05:38.765Z,29.6,,,50,30,39.1,
2018-02-05T06:05:48.764Z,,,,,29,39.3,
2018-02-05T06:05:58.765Z,29.7,,,50,30,39.4,
2018-02-05T06:06:08.764Z,29.7,,,50,,,
2018-02-05T06:06:18.796Z,,,,,29,39.7,
2018-02-05T06:06:28.858Z,29.7,,,50,,39.8,
2018-02-05T06:06:38.765Z,29.7,,,50,,40,
2018-02-05T06:06:48.764Z,29.7,,,50,,,
2018-02-05T06:06:58.764Z,,,,,,40.3,
2018-02-05T06:07:08.764Z,29.7,,,50,30,40.4,
2018-02-05T06:07:18.779Z,29.7,,,50,,,
2018-02-05T06:07:28.764Z,,,,,29,40.7,
2018-02-05T06:07:38.764Z,29.7,,,50,,40.9,
2018-02-05T06:07:48.764Z,,,,,30,41,
2018-02-05T06:07:58.764Z,29.7,,,50,29,41.2,
2018-02-05T06:08:08.764Z,29.7,,,50,,,
2018-02-05T06:08:18.765Z,,,,,29,41.5,
2018-02-05T06:08:28.764Z,29.7,,,50,,41.6,
2018-02-05T06:08:38.764Z,29.7,,,50,,41.8,
2018-02-05T06:08:48.765Z,29.7,,,50,,,
2018-02-05T06:08:58.765Z,,,,,29,42.1,
2018-02-05T06:09:08.764Z,29.8,,,50,,42.2,
2018-02-05T06:09:18.774Z,29.8,,,50,,,
2018-02-05T06:09:28.764Z,,,,,30,42.6,
2018-02-05T06:09:38.765Z,29.8,,,50,29,42.8,
2018-02-05T06:09:48.764Z,29.8,,,50,,,
2018-02-05T06:09:58.764Z,,,,,30,43.1,
2018-02-05T06:10:08.764Z,29.8,,,50,29,43.2,
2018-02-05T06:10:18.765Z,29.8,,,50,,,
2018-02-05T06:10:28.764Z,,,,,30,43.5,
2018-02-05T06:10:38.764Z,29.8,,,50,29,43.6,
2018-02-05T06:10:48.764Z,30,,,50,,,
2018-02-05T06:10:58.765Z,,,,,,43.9,
2018-02-05T06:11:08.764Z,30,,,50,,44,
2018-02-05T06:11:18.764Z,30,,,50,,44.2,
2018-02-05T06:11:28.764Z,30,,,50,,,
2018-02-05T06:11:38.765Z,30,,,50,30,44.4,
2018-02-05T06:11:48.764Z,,,,,29,44.6,
2018-02-05T06:11:58.764Z,30,,,50,30,44.7,
2018-02-05T06:12:08.764Z,30,,,50,,,
2018-02-05T06:12:18.764Z,30,,,50,29,45,
2018-02-05T06:12:28.764Z,,,,,30,45.1,
2018-02-05T06:12:38.795Z,30.1,,,50,29,45.2,
2018-02-05T06:12:48.764Z,30.1,,,50,,,
2018-02-05T06:12:58.764Z,,,,,,45.5,
2018-02-05T06:13:08.764Z,30.1,,,50,,45.6,
2018-02-05T06:13:18.764Z,,,0,,0,43.4,2
2018-02-05T06:13:28.775Z,30.2,,,50,,41.6,
2018-02-05T06:13:38.770Z,30.2,,,50,,40.9,
2018-02-05T06:13:48.764Z,,,,,,40.7,
2018-02-05T06:13:58.765Z,30.2,,,50,,40.6,
2018-02-05T06:14:08.764Z,30.2,,,50,,,
2018-02-05T06:14:28.764Z,30.3,,,50,,,
2018-02-05T06:14:38.774Z,30.3,,,50,,40.4,
2018-02-05T06:14:48.764Z,30.3,,,50,,,
2018-02-05T06:14:58.764Z,,,,,,40.2,
2018-02-05T06:15:08.767Z,30.3,,,50,,40.1,
2018-02-05T06:15:18.764Z,30.3,,,50,,,
2018-02-05T06:15:28.764Z,,,,,,40,
2018-02-05T06:15:38.764Z,30.3,,,50,,,
2018-02-05T06:15:48.773Z,30.3,,,50,,,
2018-02-05T06:15:58.764Z,,,,,,39.9,
2018-02-05T06:16:08.764Z,30.4,,,50,,39.8,
2018-02-05T06:16:28.764Z,30.4,,,50,,,
2018-02-05T06:16:38.768Z,30.4,,,50,,39.7,
2018-02-05T06:16:48.764Z,30.4,,,50,,,
2018-02-05T06:17:08.770Z,30.4,,,50,,,
2018-02-05T06:17:18.764Z,30.4,,,50,,,
2018-02-05T06:17:38.772Z,30.4,,,50,,,
2018-02-05T06:17:48.764Z,30.6,,,50,,,
2018-02-05T06:18:08.787Z,30.6,,,50,,,
2018-02-05T06:18:18.767Z,30.6,,,50,,,
2018-02-05T06:18:38.766Z,30.6,,,50,,,
2018-02-05T06:18:48.764Z,30.6,,,50,,,
2018-02-05T06:19:08.764Z,30.6,,,50,,39.8,
2018-02-05T06:19:18.820Z,30.6,,,50,,,
2018-02-05T06:19:38.806Z,30.6,,,50,,,
2018-02-05T06:19:48.793Z,30.6,,,50,,,
2018-02-05T06:19:58.764Z,,,,,,39.9,
2018-02-05T06:20:08.764Z,30.6,,,50,,,
2018-02-05T06:20:18.764Z,,,,,,40,
2018-02-05T06:20:28.765Z,30.7,,,50,,,
2018-02-05T06:20:38.764Z,30.7,,,50,,,
2018-02-05T06:20:48.764Z,30.7,,,50,,,
2018-02-05T06:21:08.771Z,30.7,,,50,,40.1,
2018-02-05T06:21:18.764Z,30.7,,,50,,,
2018-02-05T06:21:38.787Z,30.7,,,50,,,
2018-02-05T06:21:48.764Z,30.7,,,50,,,
2018-02-05T06:21:58.813Z,30.7,5,0,50,,,0
2018-02-05T06:22:08.764Z,30.7,59,0,50,,,2
2018-02-05T06:22:28.764Z,30.7,5,0,50,,,0
2018-02-05T06:22:48.764Z,30.7,,,50,,,
2018-02-05T06:22:58.764Z,30.7,,,50,,,
2018-02-05T06:23:08.766Z,30.7,,,50,,,
2018-02-05T06:23:18.770Z,30.7,59,0,50,,,2
2018-02-05T06:23:28.782Z,,,,,,40,
2018-02-05T06:23:38.764Z,30.7,,,50,,,
2018-02-05T06:23:48.764Z,30.7,,,50,,,
2018-02-05T06:24:08.764Z,30.7,,,50,,,
2018-02-05T06:24:18.805Z,30.7,,,50,,,
2018-02-05T06:24:38.764Z,30.7,,,50,,,
2018-02-05T06:24:48.764Z,30.7,,,50,,,
2018-02-05T06:24:58.764Z,30.7,,,50,,39.9,
2018-02-05T06:25:08.764Z,,,,,,39.9,
2018-02-05T06:25:18.764Z,30.7,,,50,,,
2018-02-05T06:25:28.764Z,30.7,,,50,,,
2018-02-05T06:25:48.764Z,30.7,,,50,,,
2018-02-05T06:25:58.769Z,30.7,,,50,,,
2018-02-05T06:26:08.775Z,30.7,,,50,,,
2018-02-05T06:26:18.764Z,,,,,,39.8,
2018-02-05T06:26:28.764Z,30.7,,,50,,,
2018-02-05T06:26:38.764Z,30.7,,,50,,,
2018-02-05T06:26:48.784Z,30.7,,,50,,,
2018-02-05T06:27:08.764Z,30.7,,,50,,,
2018-02-05T06:27:18.813Z,30.7,,,50,,,
2018-02-05T06:27:28.773Z,,,,,,39.7,
2018-02-05T06:27:38.764Z,30.7,,,50,,,
2018-02-05T06:27:48.807Z,30.7,,,50,,,
2018-02-05T06:28:08.764Z,30.7,,,50,,,
2018-02-05T06:28:18.764Z,30.7,,,50,,,
2018-02-05T06:28:28.764Z,,,,,,39.6,
2018-02-05T06:28:38.772Z,30.7,,,50,,,
2018-02-05T06:28:48.793Z,30.7,,,50,,,
2018-02-05T06:29:08.768Z,30.6,,,50,,,
2018-02-05T06:29:18.764Z,30.7,,,50,,,
2018-02-05T06:29:38.774Z,30.6,,,50,,39.5,
2018-02-05T06:29:48.764Z,30.6,,,50,,,
2018-02-05T06:30:08.766Z,30.6,,,50,,,
2018-02-05T06:30:18.764Z,30.6,,,50,,,
2018-02-05T06:30:38.764Z,30.6,,,50,,,
2018-02-05T06:30:48.764Z,30.6,,,50,,,
2018-02-05T06:30:58.773Z,,,,,,39.4,
2018-02-05T06:31:08.765Z,30.6,,,50,,,
2018-02-05T06:31:18.873Z,30.6,,,50,,,
2018-02-05T06:31:42.727Z,30.6,,,50,,,
2018-02-05T06:31:48.765Z,30.6,,,50,,,
2018-02-05T06:32:08.773Z,30.6,,,50,,39.3,
2018-02-05T06:32:18.764Z,30.6,,,50,,,
2018-02-05T06:32:38.764Z,30.6,,,50,,,
2018-02-05T06:32:48.764Z,30.6,,,50,,,
2018-02-05T06:33:08.763Z,30.4,,,50,,,
2018-02-05T06:33:18.764Z,30.6,,,50,,,
2018-02-05T06:33:28.764Z,,,,,,39.2,
2018-02-05T06:33:38.764Z,30.6,,,50,,,
2018-02-05T06:33:48.764Z,30.6,,,50,,,
2018-02-05T06:34:08.764Z,30.4,,,50,,,
2018-02-05T06:34:18.764Z,30.4,,,50,,,
2018-02-05T06:34:38.764Z,30.4,,,50,,,
2018-02-05T06:34:48.766Z,30.4,,,50,,,
2018-02-05T06:34:58.767Z,,,,,,39.1,
2018-02-05T06:35:08.808Z,30.4,,,50,,,
2018-02-05T06:35:18.763Z,30.4,,,50,,,
2018-02-05T06:35:38.779Z,30.4,,,50,,,
2018-02-05T06:35:48.764Z,30.4,,,50,,,
2018-02-05T06:36:08.764Z,30.4,,,50,,,
2018-02-05T06:36:18.773Z,30.4,,,50,,,
