Time,HwTOutlet,HwTSet,ActPow,PrimTSet,ChActive,PrimT,HwActive
2017-11-19T04:29:13.376Z,29.1,52,,,,37.1,
2017-11-19T04:29:23.376Z,,,,,,36.9,
2017-11-19T04:29:33.376Z,29.1,52,,,,37.1,
2017-11-19T04:29:43.376Z,29.1,52,,,,37.1,
2017-11-19T04:29:53.381Z,,,,,,36.9,
2017-11-19T04:30:03.456Z,29.1,52,,,,,
2017-11-19T04:30:13.376Z,29.1,52,,,,,
2017-11-19T04:30:33.376Z,29.1,52,,,,,
2017-11-19T04:30:43.376Z,29.1,52,,,,,
2017-11-19T04:30:53.377Z,29.1,52,,,,,
2017-11-19T04:31:03.459Z,29.1,52,,,,,
2017-11-19T04:31:13.376Z,29.1,52,,,,,
2017-11-19T04:31:33.376Z,29.1,52,,,,,
2017-11-19T04:31:43.376Z,29.1,52,,,,36.8,
2017-11-19T04:31:53.377Z,29,52,,,,,
2017-11-19T04:32:13.438Z,29,52,,,,,
2017-11-19T04:32:33.378Z,29,52,,,,,
2017-11-19T04:32:43.382Z,29,52,,,,,
2017-11-19T04:32:53.390Z,29,52,,,,,
2017-11-19T04:33:13.376Z,29,52,,,,,
2017-11-19T04:33:33.378Z,29,52,,,,,
2017-11-19T04:33:43.376Z,29,52,,,,,
2017-11-19T04:33:53.379Z,29,52,,,,,
2017-11-19T04:34:03.460Z,29,52,,,,36.7,
2017-11-19T04:34:13.376Z,29,52,,,,,
2017-11-19T04:34:33.377Z,29,52,,,,,
2017-11-19T04:34:43.377Z,29,52,,,,,
2017-11-19T04:34:53.377Z,29,52,,,,,
2017-11-19T04:35:13.377Z,28.9,52,,,,,
2017-11-19T04:35:33.378Z,28.9,52,,,,,
2017-11-19T04:35:43.379Z,28.9,52,,,,,
2017-11-19T04:35:53.376Z,28.9,52,,,,,
2017-11-19T04:36:13.379Z,28.9,52,,,,,
2017-11-19T04:36:33.376Z,28.9,52,,,,,
2017-11-19T04:36:43.376Z,28.9,52,,,,36.6,
2017-11-19T04:36:53.378Z,28.9,52,,,,,
2017-11-19T04:37:03.456Z,28.9,52,,,,,
2017-11-19T04:37:13.381Z,28.9,52,,,,,
2017-11-19T04:37:23.378Z,28.9,52,,,,,
2017-11-19T04:37:43.376Z,28.9,52,,5,0,,0
2017-11-19T04:37:53.379Z,28.7,52,0,5,0,36.6,0
2017-11-19T04:38:03.456Z,,,,58,1,,0
2017-11-19T04:38:13.379Z,28.7,52,,,,,
2017-11-19T04:38:33.376Z,28.7,52,,,,,
2017-11-19T04:38:43.379Z,28.7,52,,,,36.5,
2017-11-19T04:38:53.376Z,28.7,52,,,,,
2017-11-19T04:39:03.456Z,28.7,52,,,,,
2017-11-19T04:39:13.378Z,28.7,52,,,,,
2017-11-19T04:39:33.376Z,28.7,52,,,,,
2017-11-19T04:39:43.376Z,28.7,52,,,,,
2017-11-19T04:39:53.378Z,28.7,52,,,,,
2017-11-19T04:40:13.378Z,28.7,52,,,,,
2017-11-19T04:40:33.379Z,28.7,52,,,,,
2017-11-19T04:40:43.376Z,28.7,52,,,,,
2017-11-19T04:40:53.377Z,28.6,52,,,,,
2017-11-19T04:41:13.381Z,28.6,52,,,,,
2017-11-19T04:41:33.380Z,28.6,52,,,,,
2017-11-19T04:41:43.376Z,28.6,52,,,,36.4,
2017-11-19T04:41:53.376Z,28.6,52,,,,,
2017-11-19T04:42:03.456Z,28.6,52,,,,,
2017-11-19T04:42:13.377Z,28.6,52,,,,,
2017-11-19T04:42:33.376Z,28.6,52,,,,,
2017-11-19T04:42:43.379Z,28.6,52,,,,,
2017-11-19T04:42:53.376Z,28.6,52,,,,,
2017-11-19T04:43:03.461Z,28.6,52,,,,,
2017-11-19T04:43:13.376Z,28.6,52,,,,,
2017-11-19T04:43:33.376Z,28.5,52,,,,,
2017-11-19T04:43:43.378Z,28.5,52,,,,36.3,
2017-11-19T04:43:53.376Z,28.5,52,,,,,
2017-11-19T04:44:03.461Z,28.5,52,,,,,
2017-11-19T04:44:13.376Z,28.5,52,,,,,
2017-11-19T04:44:33.376Z,28.5,52,,,,,
2017-11-19T04:44:43.377Z,28.5,52,,,,,
2017-11-19T04:44:53.380Z,28.5,52,,,,,
2017-11-19T04:45:03.456Z,28.5,52,,,,,
2017-11-19T04:45:13.376Z,28.5,52,,,,,
2017-11-19T04:45:33.377Z,28.5,52,,,,,
2017-11-19T04:45:43.376Z,28.5,52,,,,,
2017-11-19T04:45:53.377Z,28.5,52,,,,36.2,
2017-11-19T04:46:03.457Z,,,,,,36.2,
2017-11-19T04:46:13.382Z,28.4,52,38,,1,41.4,0
2017-11-19T04:46:23.376Z,28.5,52,30,,,41.8,
2017-11-19T04:46:33.376Z,28.4,52,30,,,39.3,
2017-11-19T04:46:43.376Z,28.4,52,29,,,35.7,
2017-11-19T04:46:53.376Z,,,29,,,33.3,
2017-11-19T04:47:03.516Z,28.4,52,,,,31.8,
2017-11-19T04:47:13.378Z,,,30,,,31.7,
2017-11-19T04:47:23.376Z,28.4,52,,,,,
2017-11-19T04:47:33.381Z,28.4,52,29,,,31.4,
2017-11-19T04:47:43.380Z,28.4,52,30,,,32.1,
2017-11-19T04:47:53.376Z,28.4,52,,,,32.5,
2017-11-19T04:48:03.456Z,28.4,52,29,,,32.8,
2017-11-19T04:48:13.376Z,,,29,,,33.1,
2017-11-19T04:48:23.400Z,28.4,52,,,,,
2017-11-19T04:48:33.388Z,28.4,52,,,,33.2,
2017-11-19T04:48:43.378Z,28.4,52,30,,,33.6,
2017-11-19T04:48:53.376Z,28.4,52,29,,,33.8,
2017-11-19T04:49:03.459Z,,,30,,,34,
2017-11-19T04:49:13.376Z,28.4,52,29,,,34.2,
2017-11-19T04:49:33.376Z,28.4,52,,,,34.5,
2017-11-19T04:49:43.376Z,28.4,52,29,,,34.8,
2017-11-19T04:49:53.376Z,,,,,,35.2,
2017-11-19T04:50:03.460Z,28.4,52,30,,,35.4,
2017-11-19T04:50:13.376Z,28.4,52,,,,,
2017-11-19T04:50:23.376Z,,,,,,35.6,
2017-11-19T04:50:33.376Z,28.4,52,29,,,35.8,
2017-11-19T04:50:43.376Z,28.4,52,,,,36.1,
2017-11-19T04:50:53.377Z,28.4,52,30,,,36.3,
2017-11-19T04:51:03.456Z,28.4,52,29,,,36.6,
2017-11-19T04:51:23.376Z,28.4,52,,,,,
2017-11-19T04:51:33.381Z,28.4,52,,,,36.8,
2017-11-19T04:51:43.376Z,28.4,52,30,,,37.2,
2017-11-19T04:51:53.376Z,28.4,52,,,,37.4,
2017-11-19T04:52:03.457Z,28.4,52,29,,,37.7,
2017-11-19T04:52:23.380Z,28.4,52,,,,,
2017-11-19T04:52:33.376Z,28.4,52,,,,37.8,
2017-11-19T04:52:43.378Z,28.4,52,30,,,38.2,
2017-11-19T04:52:53.533Z,28.4,52,,,,,
2017-11-19T04:53:03.416Z,28.4,52,29,,,38.5,
2017-11-19T04:53:13.376Z,28.4,52,30,,,38.7,
2017-11-19T04:53:33.381Z,28.4,52,29,,,38.8,
2017-11-19T04:53:43.376Z,28.5,52,30,,,39.2,
2017-11-19T04:53:53.380Z,28.5,52,29,,,39.6,
2017-11-19T04:54:03.455Z,28.5,52,,,,,
2017-11-19T04:54:13.379Z,28.5,52,,,,39.7,
2017-11-19T04:54:33.377Z,28.5,52,,,,39.9,
2017-11-19T04:54:43.397Z,28.5,52,29,,,40.2,
2017-11-19T04:54:53.375Z,28.5,52,29,,,40.5,
2017-11-19T04:55:03.476Z,28.5,52,,,,,
2017-11-19T04:55:13.376Z,28.5,52,,,,40.7,
2017-11-19T04:55:33.376Z,28.6,52,,,,40.9,
2017-11-19T04:55:43.375Z,28.6,52,,,,41.2,
2017-11-19T04:55:53.376Z,28.6,52,,,,,
2017-11-19T04:56:03.456Z,28.6,52,30,,,41.5,
2017-11-19T04:56:13.376Z,28.6,52,29,,,41.6,
2017-11-19T04:56:33.376Z,28.6,52,,,,41.8,
2017-11-19T04:56:43.376Z,28.6,52,29,,,42.1,
2017-11-19T04:56:53.376Z,28.6,52,30,,,42.2,
2017-11-19T04:57:03.457Z,28.7,52,29,,,42.6,
2017-11-19T04:57:13.376Z,28.7,52,,,,42.7,
2017-11-19T04:57:23.376Z,28.7,52,,,,42.9,
2017-11-19T04:57:33.376Z,,,0,,1,41.8,0
2017-11-19T04:57:43.376Z,28.7,52,,,,38.8,
2017-11-19T04:57:53.376Z,28.7,52,,,,,
2017-11-19T04:58:03.457Z,,,,,,38.1,
2017-11-19T04:58:13.381Z,,,,,,37.9,
2017-11-19T04:58:23.376Z,28.9,52,,,,,
2017-11-19T04:58:43.377Z,28.9,52,,,,,
2017-11-19T04:59:03.456Z,28.9,52,,,,37.8,
2017-11-19T04:59:13.376Z,28.9,52,,,,,
2017-11-19T04:59:23.375Z,,,,,,37.7,
2017-11-19T04:59:33.376Z,29,52,,,,,
2017-11-19T04:59:43.376Z,29,52,,,,37.5,
2017-11-19T04:59:53.376Z,29,52,,,,,
2017-11-19T05:00:03.455Z,29,52,,,,,
2017-11-19T05:00:13.380Z,,,,,,37.4,
2017-11-19T05:00:33.376Z,29,52,,,,37.3,
2017-11-19T05:00:43.376Z,29,52,,,,,
2017-11-19T05:00:53.377Z,29.1,52,,,,,
2017-11-19T05:01:03.455Z,29.1,52,,,,,
2017-11-19T05:01:13.376Z,,,,,,37.2,
2017-11-19T05:01:23.376Z,29.1,52,,,,,
2017-11-19T05:01:43.376Z,29.1,52,,,,,
2017-11-19T05:01:53.375Z,29.1,52,,,,,
2017-11-19T05:02:03.456Z,29.1,52,,,,,
2017-11-19T05:02:13.375Z,29.1,52,,,,,
2017-11-19T05:02:33.478Z,29.1,52,,,,,
2017-11-19T05:02:43.504Z,29.2,52,,,,,
2017-11-19T05:02:53.523Z,29.2,52,,,,,
2017-11-19T05:03:13.496Z,29.2,52,,,,,
2017-11-19T05:03:33.376Z,29.2,52,,,,,
2017-11-19T05:03:43.375Z,29.2,52,,,,37.3,
2017-11-19T05:03:53.502Z,29.2,52,,,,,
2017-11-19T05:04:03.687Z,29.2,52,,,,,
2017-11-19T05:04:13.473Z,29.2,52,,,,,
2017-11-19T05:04:23.578Z,,,,,,37.4,
2017-11-19T05:04:33.567Z,29.2,52,,,,,
2017-11-19T05:04:43.485Z,29.3,52,,,,37.5,
2017-11-19T05:04:53.517Z,29.3,52,,,,,
2017-11-19T05:05:03.833Z,29.3,52,,,,,
2017-11-19T05:05:13.609Z,29.3,52,,,,,
2017-11-19T05:05:33.375Z,29.3,52,,,,,
2017-11-19T05:05:43.375Z,29.3,52,,,,37.6,
2017-11-19T05:05:53.376Z,29.3,52,,,,,
2017-11-19T05:06:13.375Z,29.3,52,,,,,
2017-11-19T05:06:33.375Z,29.3,52,,,,,
2017-11-19T05:06:43.376Z,29.3,52,,,,,
2017-11-19T05:06:53.376Z,29.3,52,,,,,
2017-11-19T05:07:03.455Z,29.3,52,,,,,
2017-11-19T05:07:13.375Z,29.3,52,,,,,
2017-11-19T05:07:33.375Z,29.3,52,,,,,
2017-11-19T05:07:43.375Z,29.3,52,,,,,
2017-11-19T05:07:53.375Z,29.3,52,,,,,
2017-11-19T05:08:03.455Z,29.3,52,,,,,
2017-11-19T05:08:13.375Z,29.3,52,,,,,
2017-11-19T05:08:23.375Z,29.3,52,,,,,
2017-11-19T05:08:43.375Z,29.3,52,,5,1,,0
2017-11-19T05:08:53.376Z,29.3,52,,58,,,
2017-11-19T05:09:03.456Z,29.3,52,,5,0,,0
2017-11-19T05:09:13.375Z,29.3,52,,,,,
2017-11-19T05:09:33.375Z,29.3,52,,,,37.5,
2017-11-19T05:09:43.375Z,29.3,52,,58,1,,0
2017-11-19T05:09:53.375Z,,,,5,0,,0
2017-11-19T05:10:03.455Z,29.3,52,,,,,
2017-11-19T05:10:13.375Z,29.5,52,,,,,
2017-11-19T05:10:33.375Z,29.5,52,,,,,
2017-11-19T05:10:43.376Z,29.5,52,,,,37.4,
2017-11-19T05:10:53.375Z,29.5,52,,,,,
2017-11-19T05:11:03.505Z,29.5,52,,,,,
2017-11-19T05:11:13.375Z,29.3,52,,,,,
2017-11-19T05:11:33.613Z,29.3,52,,,,,
2017-11-19T05:11:43.927Z,29.5,52,,,,,
2017-11-19T05:11:53.501Z,29.5,52,,,,,
2017-11-19T05:12:03.978Z,29.5,52,,,,37.3,
2017-11-19T05:12:13.375Z,29.5,52,,,,,
2017-11-19T05:12:33.375Z,29.3,52,,,,,
2017-11-19T05:12:43.375Z,29.3,52,,,,,
2017-11-19T05:12:53.375Z,29.5,52,,,,,
2017-11-19T05:13:13.375Z,29.5,52,,,,,
2017-11-19T05:13:33.375Z,29.3,52,,,,,
2017-11-19T05:13:43.377Z,29.3,52,,,,37.2,
2017-11-19T05:13:53.375Z,29.5,52,,,,,
2017-11-19T05:14:03.455Z,29.3,52,,,,,
2017-11-19T05:14:13.375Z,29.3,52,,,,,
2017-11-19T05:14:33.375Z,29.3,52,,,,,
2017-11-19T05:14:43.375Z,29.3,52,,,,37.1,
2017-11-19T05:14:53.376Z,29.3,52,,,,,
2017-11-19T05:15:13.375Z,29.3,52,,,,,
2017-11-19T05:15:23.375Z,29.3,52,,,,,
2017-11-19T05:15:33.375Z,29.3,52,,,,,
2017-11-19T05:15:43.375Z,29.3,52,,,,37.1,
2017-11-19T05:15:53.375Z,,,,,,36.9,
2017-11-19T05:16:03.455Z,29.3,52,,,,37.1,
2017-11-19T05:16:13.375Z,29.3,52,,,,,
2017-11-19T05:16:23.375Z,,,,,,36.9,
2017-11-19T05:16:33.375Z,29.3,52,,,,,
2017-11-19T05:16:43.376Z,29.3,52,,,,,
2017-11-19T05:16:53.375Z,29.3,52,,,,,
2017-11-19T05:17:13.375Z,29.3,52,,,,,
2017-11-19T05:17:33.375Z,29.3,52,,,,,
2017-11-19T05:17:43.375Z,29.3,52,,,,36.8,
2017-11-19T05:17:53.375Z,29.3,52,,,,,
2017-11-19T05:18:03.512Z,29.3,52,,,,,
2017-11-19T05:18:13.375Z,29.3,52,,,,,
2017-11-19T05:18:33.375Z,29.3,52,,,,,
2017-11-19T05:18:43.375Z,29.3,52,,,,,
2017-11-19T05:18:53.376Z,29.3,52,,,,,
2017-11-19T05:19:03.455Z,,,,,,36.7,
2017-11-19T05:19:13.375Z,29.3,52,,,,,
2017-11-19T05:19:33.412Z,29.3,52,,,,,
2017-11-19T05:19:43.589Z,29.3,52,,,,,
2017-11-19T05:19:53.375Z,29.3,52,,,,,
2017-11-19T05:20:03.455Z,29.3,52,,,,,
2017-11-19T05:20:13.375Z,29.3,52,,,,,
2017-11-19T05:20:33.375Z,29.2,52,,,,,
2017-11-19T05:20:43.375Z,29.2,52,,,,36.6,
2017-11-19T05:20:53.375Z,29.2,52,,,,,
2017-11-19T05:21:03.455Z,29.2,52,,,,,
2017-11-19T05:21:13.376Z,29.2,52,,,,,
2017-11-19T05:21:33.375Z,29.2,52,,,,,
2017-11-19T05:21:43.376Z,29.2,52,,,,,
2017-11-19T05:21:53.375Z,29.2,52,,,,,
2017-11-19T05:22:13.376Z,29.2,52,,,,,
2017-11-19T05:22:23.375Z,,,,,,36.5,
2017-11-19T05:22:33.375Z,29.2,52,,,,,
2017-11-19T05:22:43.375Z,29.2,52,,,,,
2017-11-19T05:22:53.375Z,29.2,52,,,,,
2017-11-19T05:23:13.375Z,29.2,52,,,,,
2017-11-19T05:23:33.375Z,29.2,52,,,,,
2017-11-19T05:23:43.375Z,29.2,52,,,,,
2017-11-19T05:23:53.375Z,29.2,52,,,,,
2017-11-19T05:24:13.375Z,29.2,52,,,,,
2017-11-19T05:24:23.375Z,,,,,,36.4,
2017-11-19T05:24:33.375Z,29.2,52,,,,,
2017-11-19T05:24:43.375Z,29.1,52,,,,,
2017-11-19T05:24:53.375Z,29.1,52,,,,,
2017-11-19T05:25:03.455Z,29.1,52,,,,,
2017-11-19T05:25:13.375Z,29.1,52,,,,,
2017-11-19T05:25:33.375Z,29.1,52,,,,,
2017-11-19T05:25:43.374Z,29.1,52,,,,,
2017-11-19T05:25:53.377Z,29.1,52,,,,,
2017-11-19T05:26:13.375Z,29.1,52,,,,,
2017-11-19T05:26:33.375Z,29.1,52,,,,,
2017-11-19T05:26:43.375Z,29.1,52,,,,36.3,
2017-11-19T05:26:53.375Z,29.1,52,,58,1,,0
2017-11-19T05:27:03.455Z,29.1,52,,,,,
2017-11-19T05:27:23.375Z,,,,5,0,,0
2017-11-19T05:27:33.375Z,29.1,52,,58,1,,0
2017-11-19T05:27:43.375Z,29.1,52,,5,0,,0
2017-11-19T05:27:53.375Z,,,,58,1,,0
2017-11-19T05:28:03.458Z,29.1,52,,,,,
2017-11-19T05:28:13.375Z,29,52,,,,,
2017-11-19T05:28:33.375Z,29,52,,,,,
2017-11-19T05:28:43.375Z,29,52,,5,0,36.2,0
2017-11-19T05:28:53.375Z,29,52,,,,,
2017-11-19T05:29:13.375Z,29,52,,,,,
2017-11-19T05:29:33.375Z,29,52,,,,,
2017-11-19T05:29:43.375Z,29,52,,58,1,,0
2017-11-19T05:29:53.375Z,29,52,,,,,
2017-11-19T05:30:13.375Z,29,52,,,,,
2017-11-19T05:30:33.374Z,29,52,,,,,
2017-11-19T05:30:43.375Z,29,52,,,,,
2017-11-19T05:30:53.375Z,29,52,,,,,
2017-11-19T05:31:13.376Z,28.9,52,,,,,
2017-11-19T05:31:23.374Z,,,,,,36.1,
2017-11-19T05:31:33.375Z,29,52,,,,,
2017-11-19T05:31:43.375Z,28.9,52,,,,,
2017-11-19T05:31:53.375Z,28.9,52,,,,,
2017-11-19T05:32:13.375Z,28.9,52,,,,,
2017-11-19T05:32:33.375Z,28.9,52,,,,,
2017-11-19T05:32:43.375Z,28.9,52,,,,,
2017-11-19T05:32:53.375Z,28.9,52,,,,,
2017-11-19T05:33:13.375Z,28.9,52,,,,,
2017-11-19T05:33:33.375Z,28.9,52,,,,,
2017-11-19T05:33:43.375Z,28.9,52,,,,,
2017-11-19T05:33:53.375Z,28.9,52,,,,,
2017-11-19T05:34:03.493Z,,,,,,36,
2017-11-19T05:34:13.375Z,28.7,52,,,,,
2017-11-19T05:34:33.375Z,28.7,52,,,,,
2017-11-19T05:34:43.375Z,28.7,52,,,,,
2017-11-19T05:34:53.375Z,28.7,52,,,,,
2017-11-19T05:35:03.455Z,28.7,52,,,,,
2017-11-19T05:35:13.375Z,28.7,52,,,,,
2017-11-19T05:35:33.393Z,28.7,52,,,,,
2017-11-19T05:35:43.375Z,28.7,52,,,,,
2017-11-19T05:35:53.375Z,28.7,52,,,,,
2017-11-19T05:36:03.455Z,28.7,52,,,,,
2017-11-19T05:36:13.374Z,,,,,,36,
2017-11-19T05:36:23.374Z,28.7,52,,,,35.9,
2017-11-19T05:36:33.375Z,28.7,52,,,1,36,0
2017-11-19T05:36:43.377Z,28.7,52,37,,,41.6,
2017-11-19T05:36:53.375Z,28.7,52,29,,,39.6,
2017-11-19T05:37:03.456Z,28.7,52,,,,,
2017-11-19T05:37:13.375Z,,,,,,36.9,
2017-11-19T05:37:23.375Z,28.6,52,,,,36.6,
2017-11-19T05:37:33.375Z,,,29,,,33.8,
2017-11-19T05:37:43.374Z,28.6,52,29,,,32.7,
2017-11-19T05:37:53.375Z,28.6,52,,,,32.4,
2017-11-19T05:38:03.454Z,28.6,52,29,58,1,33.1,0
2017-11-19T05:38:13.375Z,,,,,,33.2,
2017-11-19T05:38:23.375Z,28.6,52,,,,,
2017-11-19T05:38:33.375Z,28.6,52,,,,33.6,
2017-11-19T05:38:43.510Z,28.6,52,30,,,34.1,
2017-11-19T05:38:53.374Z,28.6,52,29,,,34.2,
2017-11-19T05:39:03.455Z,28.6,52,30,,,34.3,
2017-11-19T05:39:13.375Z,,,,,,34.5,
2017-11-19T05:39:23.375Z,28.6,52,,,,,
2017-11-19T05:39:33.375Z,28.6,52,29,,,34.8,
2017-11-19T05:39:43.375Z,28.6,52,,,,35.3,
2017-11-19T05:39:53.375Z,28.6,52,,,,35.5,
2017-11-19T05:40:03.455Z,28.6,52,,,,35.7,
2017-11-19T05:40:13.375Z,28.6,52,30,,,35.9,
2017-11-19T05:40:33.374Z,28.6,52,29,,,36.1,
2017-11-19T05:40:43.374Z,28.6,52,30,,,36.7,
2017-11-19T05:40:53.374Z,28.6,52,,,,,
2017-11-19T05:41:03.454Z,,,29,,,37.1,
2017-11-19T05:41:13.374Z,,,30,,,37.2,
2017-11-19T05:41:23.374Z,28.6,52,,,,,
2017-11-19T05:41:33.375Z,28.6,52,,,,37.3,
2017-11-19T05:41:43.375Z,28.6,52,29,,,37.8,
2017-11-19T05:41:53.374Z,28.6,52,,,,,
2017-11-19T05:42:03.454Z,,,,,,38,
2017-11-19T05:42:13.375Z,,,,,,38.1,
2017-11-19T05:42:23.374Z,28.6,52,,,,,
2017-11-19T05:42:33.374Z,28.6,52,30,,,38.3,
2017-11-19T05:42:43.375Z,28.6,52,29,,,38.6,
2017-11-19T05:42:53.375Z,28.6,52,,,,38.7,
2017-11-19T05:43:03.464Z,28.7,52,,,,38.9,
2017-11-19T05:43:13.374Z,,,,,,39.2,
2017-11-19T05:43:23.375Z,28.7,52,,,,,
2017-11-19T05:43:33.375Z,28.7,52,,,,39.3,
2017-11-19T05:43:43.374Z,28.7,52,30,,,39.7,
2017-11-19T05:43:53.374Z,28.7,52,,,,39.8,
2017-11-19T05:44:03.454Z,,,29,,,40,
2017-11-19T05:44:13.374Z,28.7,52,,,,,
2017-11-19T05:44:23.374Z,,,,,,40.1,
2017-11-19T05:44:33.374Z,28.7,52,,,,40.3,
2017-11-19T05:44:43.375Z,28.7,52,,,,40.6,
2017-11-19T05:44:53.374Z,28.7,52,,,,40.8,
2017-11-19T05:45:03.454Z,28.7,52,,,,40.9,
2017-11-19T05:45:13.374Z,,,,,,41.1,
2017-11-19T05:45:23.374Z,28.9,52,,,,,
2017-11-19T05:45:33.374Z,,,,,,41.3,
2017-11-19T05:45:43.376Z,28.9,52,29,,,41.7,
2017-11-19T05:45:53.374Z,28.9,52,,,,,
2017-11-19T05:46:03.455Z,,,29,,,42,
2017-11-19T05:46:13.375Z,,,30,,,,
2017-11-19T05:46:23.374Z,28.9,52,,,,,
2017-11-19T05:46:33.374Z,,,29,,,42.2,
2017-11-19T05:46:43.375Z,29,52,30,,,42.7,
2017-11-19T05:46:53.374Z,29,52,,,,,
2017-11-19T05:47:03.454Z,,,30,,,43,
2017-11-19T05:47:23.374Z,29,52,29,,,43.1,
2017-11-19T05:47:33.375Z,29,52,,,,43.3,
2017-11-19T05:47:43.374Z,29,52,0,,1,40.7,0
2017-11-19T05:47:53.374Z,,,,,,39.3,
2017-11-19T05:48:03.454Z,29.1,52,,,,38.6,
2017-11-19T05:48:23.374Z,29.1,52,,,,,
2017-11-19T05:48:33.375Z,,,,,,38.4,
2017-11-19T05:48:43.374Z,29.1,52,,,,,
2017-11-19T05:48:53.375Z,29.1,52,,,,,
2017-11-19T05:49:03.478Z,29.1,52,,,,38.3,
2017-11-19T05:49:13.374Z,29.2,52,,,,,
2017-11-19T05:49:23.374Z,,,,,,38.2,
2017-11-19T05:49:33.374Z,29.2,52,,,,38.1,
2017-11-19T05:49:43.374Z,29.2,52,,,,37.9,
2017-11-19T05:49:53.374Z,29.2,52,,,,,
2017-11-19T05:50:03.454Z,29.2,52,,,,,
2017-11-19T05:50:13.374Z,29.2,52,,,,,
2017-11-19T05:50:33.374Z,29.2,52,,,,37.8,
2017-11-19T05:50:43.374Z,29.3,52,,,,37.7,
2017-11-19T05:51:03.505Z,29.3,52,,,,,
2017-11-19T05:51:13.393Z,29.3,52,,,,,
2017-11-19T05:51:33.380Z,29.3,52,,,,,
2017-11-19T05:51:43.374Z,29.3,52,,,,37.6,
2017-11-19T05:51:53.374Z,29.3,52,,,,,
2017-11-19T05:52:03.455Z,29.3,52,,,,,
2017-11-19T05:52:13.374Z,29.5,52,,,,,
2017-11-19T05:52:33.382Z,29.5,52,,,,,
2017-11-19T05:52:43.374Z,29.5,52,,,,,
2017-11-19T05:52:53.374Z,29.5,52,,,,,
2017-11-19T05:53:13.374Z,29.5,52,,,,,
2017-11-19T05:53:33.374Z,29.5,52,,,,,
2017-11-19T05:53:43.374Z,29.5,52,,,,37.7,
2017-11-19T05:53:53.374Z,29.5,52,,,,,
2017-11-19T05:54:03.454Z,29.5,52,,,,37.8,
2017-11-19T05:54:13.374Z,29.5,52,,,,,
2017-11-19T05:54:33.374Z,29.5,52,,,,,
2017-11-19T05:54:43.374Z,29.5,52,,,,37.9,
2017-11-19T05:54:53.379Z,29.6,52,,,,,
2017-11-19T05:55:03.454Z,29.6,52,,,,,
2017-11-19T05:55:13.374Z,,,,,,38,
2017-11-19T05:55:23.375Z,,,,,,37.9,
2017-11-19T05:55:33.374Z,,,,,,38,
2017-11-19T05:55:43.374Z,29.6,52,,,,,
2017-11-19T05:55:53.374Z,29.6,52,,,,,
2017-11-19T05:56:03.454Z,29.6,52,,,,,
2017-11-19T05:56:13.374Z,29.6,52,,,,,
2017-11-19T05:56:33.374Z,29.6,52,,,,,
2017-11-19T05:56:43.374Z,29.6,52,,,,38.1,
2017-11-19T05:56:53.374Z,29.6,52,,,,,
2017-11-19T05:57:03.454Z,29.6,52,,5,0,,0
2017-11-19T05:57:13.374Z,29.6,52,,,,,
2017-11-19T05:57:33.374Z,29.6,52,,,,,
2017-11-19T05:57:43.374Z,29.6,52,,5,0,38,0
2017-11-19T05:57:53.374Z,29.6,52,,,,38.1,
2017-11-19T05:58:03.454Z,29.6,52,,,,38,
2017-11-19T05:58:13.374Z,29.6,52,,,,,
2017-11-19T05:58:33.374Z,29.6,52,,,,,
2017-11-19T05:58:43.374Z,29.6,52,,,,,
2017-11-19T05:58:53.375Z,29.6,52,,,,,
2017-11-19T05:59:13.375Z,29.6,52,,,,,
2017-11-19T05:59:23.374Z,29.6,52,,,,,
2017-11-19T05:59:33.374Z,29.6,52,,,,37.9,
2017-11-19T05:59:43.374Z,29.6,52,,,,37.9,
2017-11-19T06:00:03.453Z,29.6,52,,,,,
2017-11-19T06:00:13.375Z,29.6,52,,,,,
2017-11-19T06:00:33.373Z,29.7,52,,,,,
2017-11-19T06:00:43.374Z,29.6,52,,,,,
2017-11-19T06:00:53.374Z,29.6,52,,,,,
2017-11-19T06:01:13.374Z,29.7,52,,,,,
2017-11-19T06:01:33.374Z,29.6,52,,,,,
2017-11-19T06:01:43.374Z,29.6,52,,,,37.8,
2017-11-19T06:01:53.374Z,29.6,52,,,,,
2017-11-19T06:02:13.374Z,29.7,52,,,,,
2017-11-19T06:02:33.504Z,29.6,52,,,,,
2017-11-19T06:02:43.378Z,29.7,52,,,,37.7,
2017-11-19T06:02:53.374Z,29.6,52,,,,,
2017-11-19T06:03:13.373Z,29.6,52,,,,,
2017-11-19T06:03:33.374Z,29.6,52,,,,,
2017-11-19T06:03:43.374Z,29.6,52,,,,37.6,
2017-11-19T06:03:53.374Z,29.6,52,,,,,
2017-11-19T06:04:13.374Z,29.6,52,,,,,
2017-11-19T06:04:33.374Z,29.6,52,,,,,
2017-11-19T06:04:43.374Z,29.6,52,,,,,
2017-11-19T06:04:53.374Z,29.6,52,,,,,
2017-11-19T06:05:03.454Z,,,,,,37.5,
2017-11-19T06:05:13.374Z,29.6,52,,,,,
2017-11-19T06:05:33.374Z,29.6,52,,,,,
2017-11-19T06:05:43.380Z,29.6,52,,,,,
2017-11-19T06:05:53.374Z,29.6,52,,,,,
2017-11-19T06:06:13.375Z,29.6,52,,,,,
2017-11-19T06:06:33.414Z,29.6,52,,,,,
2017-11-19T06:06:43.374Z,29.6,52,,,,37.4,
2017-11-19T06:06:53.374Z,29.6,52,,,,,
