Time,HwActive,PrimTSet,HwTSet,HwTOutlet,ActPow,ChActive,PrimT
2017-11-18T05:09:03.492Z,,,52,29.1,,,
2017-11-18T05:09:13.411Z,,,52,29.1,,,
2017-11-18T05:09:23.412Z,,,52,29.1,,,36.4
2017-11-18T05:09:33.417Z,,,52,29.1,,,
2017-11-18T05:09:53.413Z,,,52,29.1,,,
2017-11-18T05:10:03.492Z,,,52,29.1,,,
2017-11-18T05:10:13.412Z,,,52,29.1,,,
2017-11-18T05:10:23.412Z,,,52,29.1,,,
2017-11-18T05:10:33.412Z,,,52,29.1,,,
2017-11-18T05:10:53.412Z,,,52,29.1,,,
2017-11-18T05:11:03.492Z,,,52,29,,,
2017-11-18T05:11:13.416Z,,,52,29,,,
2017-11-18T05:11:33.412Z,,,52,29,,,
2017-11-18T05:11:53.412Z,,,52,29,,,
2017-11-18T05:12:03.492Z,,,52,29,,,36.3
2017-11-18T05:12:13.412Z,,,52,29,,,
2017-11-18T05:12:33.412Z,,,52,29,,,
2017-11-18T05:12:53.412Z,,,52,29,,,
2017-11-18T05:13:03.492Z,,,52,29,,,
2017-11-18T05:13:13.416Z,,,52,29,,,
2017-11-18T05:13:23.412Z,,,52,29,,,
2017-11-18T05:13:33.411Z,,,52,29,,,
2017-11-18T05:13:53.411Z,,,52,29,,,
2017-11-18T05:14:03.542Z,,,52,28.9,,,36.2
2017-11-18T05:14:13.412Z,,,52,28.9,,,
2017-11-18T05:14:23.412Z,,,52,28.9,,,36.3
2017-11-18T05:14:33.470Z,,,52,28.9,,,36.2
2017-11-18T05:14:43.422Z,0,58,52,28.9,,2,36.3
2017-11-18T05:14:53.426Z,,,52,28.9,35,,42
2017-11-18T05:15:03.546Z,0,5,52,28.9,0,0,36.6
2017-11-18T05:15:13.412Z,0,58,,,,2,32.7
2017-11-18T05:15:23.412Z,,,52,28.9,,,32.4
2017-11-18T05:15:33.412Z,0,,,,,0,29.8
2017-11-18T05:15:43.412Z,,,52,28.9,,,28.8
2017-11-18T05:15:53.422Z,,,,,,,27.2
2017-11-18T05:16:03.492Z,,,52,28.9,,,26.6
2017-11-18T05:16:13.411Z,0,58,,,,2,27.2
2017-11-18T05:16:23.412Z,,,52,28.9,,,
2017-11-18T05:16:33.413Z,,,52,28.9,,,27.7
2017-11-18T05:16:53.411Z,,,52,28.7,,,28
2017-11-18T05:17:03.493Z,,,52,28.9,,,27.8
2017-11-18T05:17:13.429Z,,,52,28.7,,,27.7
2017-11-18T05:17:23.412Z,,,52,28.7,,,27.6
2017-11-18T05:17:33.411Z,,,52,28.7,,,
2017-11-18T05:17:43.417Z,,,,,,,27.5
2017-11-18T05:17:53.411Z,,,52,28.7,,,
2017-11-18T05:18:03.493Z,,,52,28.7,,,27.6
2017-11-18T05:18:13.412Z,,,52,28.7,,,
2017-11-18T05:18:23.411Z,,,52,28.7,,,27.7
2017-11-18T05:18:33.412Z,,,,,,,27.6
2017-11-18T05:18:43.411Z,,,52,28.7,,,
2017-11-18T05:18:53.427Z,,,,,,,27.7
2017-11-18T05:19:03.507Z,,,52,28.6,,,
2017-11-18T05:19:13.412Z,,,52,28.6,,,
2017-11-18T05:19:23.411Z,,,52,28.6,,,
2017-11-18T05:19:33.412Z,,,52,28.6,,,
2017-11-18T05:19:43.415Z,0,,52,28.6,,2,27.8
2017-11-18T05:19:53.411Z,,,52,28.6,43,,29.5
2017-11-18T05:20:03.492Z,,,,,35,,34
2017-11-18T05:20:13.413Z,,,52,28.6,29,,35.2
2017-11-18T05:20:23.412Z,,,52,28.6,30,,34.8
2017-11-18T05:20:33.412Z,,,,,29,,34.1
2017-11-18T05:20:43.413Z,,,52,28.6,,,
2017-11-18T05:20:53.412Z,,,,,30,,33.7
2017-11-18T05:21:03.492Z,,,52,28.6,29,,33.3
2017-11-18T05:21:13.412Z,,,52,28.5,,,
2017-11-18T05:21:23.412Z,,,,,29,,34
2017-11-18T05:21:33.412Z,,,,,,,34.1
2017-11-18T05:21:43.415Z,,,52,28.5,,,
2017-11-18T05:21:53.412Z,,,52,28.5,,,34.4
2017-11-18T05:22:03.492Z,,,52,28.5,29,,34.9
2017-11-18T05:22:13.411Z,,,52,28.5,,,35.1
2017-11-18T05:22:23.412Z,,,52,28.5,30,,35.2
2017-11-18T05:22:33.412Z,,,52,28.5,,,
2017-11-18T05:22:43.414Z,,,,,,,35.4
2017-11-18T05:22:53.412Z,,,52,28.5,,,35.5
2017-11-18T05:23:03.492Z,,,52,28.5,30,,35.8
2017-11-18T05:23:13.412Z,,,52,28.5,29,,35.9
2017-11-18T05:23:23.412Z,,,,,30,,36
2017-11-18T05:23:33.412Z,,,52,28.5,,,
2017-11-18T05:23:43.411Z,,,,,29,,36.2
2017-11-18T05:23:53.411Z,,,52,28.5,,,36.3
2017-11-18T05:24:03.492Z,,,52,28.5,30,,36.7
2017-11-18T05:24:13.411Z,,,52,28.5,29,,36.8
2017-11-18T05:24:23.411Z,,,,,,,37.1
2017-11-18T05:24:33.411Z,,,52,28.5,,,
2017-11-18T05:24:43.411Z,,,,,,,37.3
2017-11-18T05:24:53.411Z,,,52,28.5,,,37.4
2017-11-18T05:25:03.508Z,,,52,28.5,29,,37.8
2017-11-18T05:25:13.411Z,,,52,28.5,30,,37.9
2017-11-18T05:25:23.411Z,,,,,29,,38.1
2017-11-18T05:25:33.411Z,,,52,28.5,,,
2017-11-18T05:25:43.412Z,,,,,,,38.3
2017-11-18T05:25:53.412Z,,,52,28.5,,,38.5
2017-11-18T05:26:03.492Z,,,52,28.5,29,,39.1
2017-11-18T05:26:13.411Z,,,52,28.5,,,
2017-11-18T05:26:23.413Z,,,52,28.5,30,,39.3
2017-11-18T05:26:33.412Z,,,52,28.5,,,
2017-11-18T05:26:43.412Z,,,,,29,,39.5
2017-11-18T05:26:53.412Z,,,52,28.5,30,,39.7
2017-11-18T05:27:03.494Z,,,52,28.5,30,,40
2017-11-18T05:27:13.412Z,,,52,28.5,,,40.2
2017-11-18T05:27:23.412Z,,,52,28.5,29,,40.3
2017-11-18T05:27:33.411Z,,,,,,,40.5
2017-11-18T05:27:43.412Z,,,52,28.6,,,
2017-11-18T05:27:53.412Z,,,52,28.6,,,40.6
2017-11-18T05:28:03.491Z,,,52,28.6,,,40.9
2017-11-18T05:28:13.411Z,,,,,,,41.1
2017-11-18T05:28:23.416Z,,,52,28.6,,,41.3
2017-11-18T05:28:33.416Z,,,52,28.6,,,
2017-11-18T05:28:43.411Z,,,,,30,,41.4
2017-11-18T05:28:53.411Z,,,52,28.6,29,,41.6
2017-11-18T05:29:03.495Z,,,52,28.6,30,,42
2017-11-18T05:29:13.411Z,,,52,28.6,,,
2017-11-18T05:29:23.417Z,,,52,28.7,29,,42.2
2017-11-18T05:29:33.413Z,,,52,28.7,,,
2017-11-18T05:29:43.412Z,,,,,,,42.3
2017-11-18T05:29:53.411Z,,,52,28.7,30,,42.6
2017-11-18T05:30:03.492Z,,,52,28.7,30,,42.9
2017-11-18T05:30:13.412Z,,,52,28.7,29,,43.2
2017-11-18T05:30:23.414Z,,,52,28.9,30,,43.3
2017-11-18T05:30:33.456Z,0,,,,0,2,43
2017-11-18T05:30:43.450Z,,,52,28.9,,,41.7
2017-11-18T05:30:53.412Z,,,,,,,40.3
2017-11-18T05:31:03.491Z,,,52,28.9,,,38.8
2017-11-18T05:31:13.412Z,,,,,,,38.4
2017-11-18T05:31:23.419Z,,,52,28.9,,,38.3
2017-11-18T05:31:33.412Z,,,52,28.9,,,
2017-11-18T05:31:53.412Z,,,52,28.9,,,
2017-11-18T05:32:03.498Z,,,52,29,,,
2017-11-18T05:32:13.411Z,,,52,29,,,38.2
2017-11-18T05:32:23.416Z,,,52,29,,,38.1
2017-11-18T05:32:33.411Z,,,52,29,,,38
2017-11-18T05:32:53.411Z,,,,,,,37.9
2017-11-18T05:33:03.492Z,,,52,29,,,
2017-11-18T05:33:13.411Z,,,52,29.1,,,37.8
2017-11-18T05:33:33.411Z,,,52,29.1,,,37.7
2017-11-18T05:33:53.411Z,,,52,29.1,,,
2017-11-18T05:34:03.491Z,,,52,29.1,,,
2017-11-18T05:34:13.411Z,,,52,29.1,,,37.6
2017-11-18T05:34:23.411Z,,,52,29.1,,,
2017-11-18T05:34:33.411Z,,,52,29.2,,,
2017-11-18T05:34:53.411Z,,,52,29.1,,,
2017-11-18T05:35:03.491Z,,,52,29.2,,,
2017-11-18T05:35:13.416Z,,,52,29.2,,,
2017-11-18T05:35:23.411Z,,,52,29.2,,,
2017-11-18T05:35:33.411Z,,,52,29.2,,,
2017-11-18T05:35:53.420Z,,,52,29.2,,,
2017-11-18T05:36:03.491Z,0,58,52,29.2,0,2,37.6
2017-11-18T05:36:13.411Z,,,52,29.2,,,
2017-11-18T05:36:23.411Z,,,52,29.2,,,
2017-11-18T05:36:33.412Z,,,52,29.2,,,
2017-11-18T05:36:43.411Z,,,,,,,37.7
2017-11-18T05:36:53.411Z,,,52,29.3,,,
2017-11-18T05:37:03.491Z,,,52,29.3,,,37.8
2017-11-18T05:37:13.411Z,,,52,29.3,,,
2017-11-18T05:37:33.411Z,,,52,29.3,,,
2017-11-18T05:37:53.411Z,,,52,29.3,,,37.9
2017-11-18T05:38:03.491Z,,,52,29.3,,,
2017-11-18T05:38:13.411Z,,,,,,,38
2017-11-18T05:38:23.411Z,,,52,29.3,,,38
2017-11-18T05:38:43.411Z,,,52,29.3,,,
2017-11-18T05:39:03.491Z,,,52,29.3,,,
2017-11-18T05:39:13.411Z,,,52,29.3,,,
2017-11-18T05:39:33.411Z,,,52,29.3,,,
2017-11-18T05:39:53.411Z,0,5,,,,0,
2017-11-18T05:40:03.491Z,,,52,29.3,,,
2017-11-18T05:40:23.411Z,,,52,29.5,,,
2017-11-18T05:40:33.411Z,,,52,29.5,,,
2017-11-18T05:40:53.411Z,,,52,29.5,,,
2017-11-18T05:41:03.491Z,,,52,29.5,,,
2017-11-18T05:41:13.412Z,,,52,29.5,,,
2017-11-18T05:41:23.411Z,,,52,29.5,,,
2017-11-18T05:41:33.411Z,,,52,29.5,,,
2017-11-18T05:41:43.412Z,,,52,29.5,,,
2017-11-18T05:41:53.411Z,,,52,29.5,,,
2017-11-18T05:42:03.491Z,,,,,,,38
2017-11-18T05:42:13.411Z,,,52,29.5,,,
2017-11-18T05:42:23.411Z,,,,,,,37.9
2017-11-18T05:42:33.411Z,,,52,29.5,,,
2017-11-18T05:42:53.412Z,,,52,29.5,,,
2017-11-18T05:43:03.491Z,,,52,29.5,,,
2017-11-18T05:43:13.411Z,,,52,29.5,,,
2017-11-18T05:43:33.411Z,,,52,29.5,,,
2017-11-18T05:43:53.411Z,,,52,29.5,,,
2017-11-18T05:44:03.526Z,,,52,29.5,,,37.8
2017-11-18T05:44:13.415Z,,,52,29.5,,,
2017-11-18T05:44:33.411Z,,,52,29.5,,,
2017-11-18T05:44:53.413Z,,,52,29.5,,,
2017-11-18T05:45:03.491Z,,,52,29.5,,,37.7
2017-11-18T05:45:13.411Z,,,52,29.5,,,
2017-11-18T05:45:23.411Z,0,58,,,,2,
2017-11-18T05:45:33.411Z,,,52,29.5,,,
2017-11-18T05:45:53.472Z,,,52,29.5,,,
2017-11-18T05:46:03.491Z,,,52,29.5,,,37.6
2017-11-18T05:46:13.457Z,,,52,29.5,,,
2017-11-18T05:46:23.411Z,0,5,52,29.5,,0,
2017-11-18T05:46:43.411Z,0,58,52,29.5,,2,
2017-11-18T05:46:53.413Z,0,5,52,29.5,,0,
2017-11-18T05:47:03.501Z,,,52,29.5,,,
2017-11-18T05:47:13.411Z,0,58,,,,2,37.5
2017-11-18T05:47:23.411Z,,,52,29.5,,,
2017-11-18T05:47:43.411Z,0,,,,,0,
2017-11-18T05:47:53.411Z,,5,52,29.5,,,
2017-11-18T05:48:03.492Z,0,58,52,29.5,,2,
2017-11-18T05:48:13.413Z,,,52,29.5,,,
2017-11-18T05:48:23.411Z,,,52,29.5,,,37.4
2017-11-18T05:48:43.411Z,0,5,52,29.5,,0,
2017-11-18T05:48:53.411Z,,,52,29.5,,,
2017-11-18T05:49:03.496Z,0,58,52,29.5,,2,
2017-11-18T05:49:13.412Z,0,,52,29.5,,0,
2017-11-18T05:49:23.411Z,,5,52,29.5,,,
2017-11-18T05:49:53.522Z,0,58,52,29.3,,2,37.3
2017-11-18T05:50:03.450Z,0,5,52,29.5,,0,
2017-11-18T05:50:13.412Z,,,52,29.3,,,
2017-11-18T05:50:23.411Z,,,52,29.3,,,
2017-11-18T05:50:33.410Z,0,,,,,2,
2017-11-18T05:50:43.412Z,,,52,29.3,,,
2017-11-18T05:50:53.411Z,,,52,29.3,,,
2017-11-18T05:51:03.492Z,,,52,29.3,,,37.2
2017-11-18T05:51:13.411Z,,,52,29.3,,,
2017-11-18T05:51:23.411Z,0,5,,,,0,
2017-11-18T05:51:33.410Z,,,52,29.3,,,
2017-11-18T05:51:43.412Z,0,58,,,,2,
2017-11-18T05:51:53.412Z,0,5,52,29.3,,0,
2017-11-18T05:52:03.492Z,0,58,52,29.3,,2,
2017-11-18T05:52:13.411Z,,,52,29.3,,,
2017-11-18T05:52:23.411Z,,,52,29.3,,,
2017-11-18T05:52:43.410Z,,,52,29.3,,,
2017-11-18T05:52:53.413Z,,,,,,,37.1
2017-11-18T05:53:03.491Z,,,52,29.3,,,
2017-11-18T05:53:23.412Z,,,52,29.3,,,
2017-11-18T05:53:33.410Z,,,52,29.3,,,
2017-11-18T05:53:43.414Z,,,52,29.3,,,
2017-11-18T05:53:53.411Z,,,52,29.2,,,37.1
2017-11-18T05:54:03.491Z,0,5,52,29.2,,0,36.9
2017-11-18T05:54:13.410Z,,,,,,,37.1
2017-11-18T05:54:23.410Z,,,52,29.2,,,36.9
2017-11-18T05:54:43.411Z,,,52,29.2,,,
2017-11-18T05:55:03.491Z,,,52,29.2,,,
2017-11-18T05:55:23.410Z,,,52,29.2,,,
2017-11-18T05:55:33.414Z,,,52,29.2,,,
2017-11-18T05:55:53.411Z,,,52,29.2,,,
2017-11-18T05:56:03.490Z,,,52,29.2,,,36.8
2017-11-18T05:56:13.410Z,,,52,29.2,,,
2017-11-18T05:56:33.411Z,,,52,29.2,,,
2017-11-18T05:56:53.410Z,,,52,29.2,,,
2017-11-18T05:57:03.490Z,,,52,29.2,,,
2017-11-18T05:57:13.411Z,,,52,29.2,,,
2017-11-18T05:57:23.415Z,,,52,29.2,,,
2017-11-18T05:57:33.420Z,,,52,29.2,,,
2017-11-18T05:57:53.411Z,,,52,29.2,,,
2017-11-18T05:58:03.493Z,,,52,29.1,,,36.7
2017-11-18T05:58:13.414Z,,,52,29.1,,,
2017-11-18T05:58:33.414Z,,,52,29.1,,,
2017-11-18T05:58:53.411Z,,,52,29.1,,,
2017-11-18T05:59:03.491Z,,,52,29.1,,,
2017-11-18T05:59:13.414Z,,,52,29.1,,,
2017-11-18T05:59:33.410Z,,,52,29.1,,,
2017-11-18T05:59:53.413Z,,,52,29.1,,,
2017-11-18T06:00:03.493Z,,,52,29.1,,,
2017-11-18T06:00:13.414Z,,,52,29.1,,,36.6
2017-11-18T06:00:23.410Z,,,52,29.1,,,
2017-11-18T06:00:33.410Z,,,52,29.1,,,
2017-11-18T06:00:53.410Z,,,52,29.1,,,
2017-11-18T06:01:03.490Z,,,52,29.1,,,
2017-11-18T06:01:13.410Z,,,52,29.1,,,
2017-11-18T06:01:33.478Z,,,52,29,,,
2017-11-18T06:01:53.411Z,,,52,29,,,
2017-11-18T06:02:03.540Z,,,52,29,,,
2017-11-18T06:02:13.411Z,,,52,29,,,
2017-11-18T06:02:23.425Z,,,,,,,36.5
2017-11-18T06:02:33.416Z,,,52,29,,,
2017-11-18T06:02:53.414Z,,,52,29,,,
2017-11-18T06:03:03.490Z,,,52,29,,,
2017-11-18T06:03:13.411Z,,,52,29,,,
2017-11-18T06:03:33.546Z,,,52,29,,,
2017-11-18T06:03:53.552Z,,,52,29,,,
2017-11-18T06:04:03.491Z,,,52,29,,,
2017-11-18T06:04:13.558Z,,,52,29,,,
2017-11-18T06:04:23.410Z,,,52,29,,,
2017-11-18T06:04:33.410Z,,,52,28.9,,,
2017-11-18T06:04:53.410Z,,,52,28.9,,,
2017-11-18T06:05:03.490Z,,,52,28.9,,,36.4
2017-11-18T06:05:13.411Z,,,52,28.9,,,
2017-11-18T06:05:33.410Z,,,52,28.9,,,
2017-11-18T06:05:53.410Z,,,52,28.9,,,
2017-11-18T06:06:03.491Z,,,52,28.9,,,
2017-11-18T06:06:13.411Z,,,52,28.9,,,
2017-11-18T06:06:23.410Z,,,52,28.9,,,
2017-11-18T06:06:33.410Z,,,52,28.9,,,
2017-11-18T06:06:53.410Z,,,52,28.9,,,
2017-11-18T06:07:03.495Z,,,52,28.9,,,36.3
2017-11-18T06:07:13.410Z,,,52,28.7,,,
2017-11-18T06:07:23.411Z,,,52,28.9,,,
2017-11-18T06:07:33.415Z,,,52,28.7,,,
2017-11-18T06:07:53.411Z,,,52,28.7,,,
2017-11-18T06:08:03.490Z,,,52,28.7,,,
2017-11-18T06:08:13.410Z,,,52,28.7,,,
2017-11-18T06:08:23.410Z,,,52,28.7,,,
2017-11-18T06:08:33.411Z,,,52,28.7,,,
2017-11-18T06:08:53.410Z,,,52,28.7,,,
2017-11-18T06:09:03.490Z,,,52,28.7,,,
2017-11-18T06:09:13.410Z,,,52,28.7,,,
2017-11-18T06:09:23.414Z,,,,,,,36.2
2017-11-18T06:09:33.410Z,,,52,28.7,,,
2017-11-18T06:09:43.415Z,,,,,,,36.3
2017-11-18T06:09:53.410Z,,,52,28.7,,,
2017-11-18T06:10:03.491Z,,,52,28.7,,,36.2
2017-11-18T06:10:13.410Z,,,52,28.6,,,
2017-11-18T06:10:23.415Z,,,52,28.6,,,
2017-11-18T06:10:33.410Z,,,52,28.6,,,
2017-11-18T06:10:53.410Z,,,52,28.6,,,
2017-11-18T06:11:03.490Z,,,52,28.6,,,
2017-11-18T06:11:13.410Z,,,52,28.6,,,
2017-11-18T06:11:33.410Z,,,52,28.6,,,
2017-11-18T06:11:53.410Z,,,52,28.6,,,
2017-11-18T06:12:03.490Z,,,52,28.6,,,36.1
2017-11-18T06:12:13.410Z,,,52,28.6,,,
2017-11-18T06:12:23.410Z,,,52,28.6,,,
2017-11-18T06:12:33.410Z,,,52,28.5,,,
2017-11-18T06:12:53.410Z,,,52,28.5,,,
2017-11-18T06:13:03.490Z,,,52,28.5,,,
2017-11-18T06:13:13.410Z,,,52,28.5,,,
2017-11-18T06:13:33.410Z,,,52,28.5,,,
2017-11-18T06:13:53.410Z,,,52,28.5,,,
2017-11-18T06:14:03.491Z,,,52,28.5,,,
2017-11-18T06:14:13.410Z,,,52,28.5,,,
2017-11-18T06:14:33.410Z,,,52,28.5,,,
2017-11-18T06:14:43.410Z,,,,,,,36
2017-11-18T06:14:53.412Z,,,52,28.5,,,
2017-11-18T06:15:03.490Z,,,52,28.5,,,
2017-11-18T06:15:13.410Z,,,52,28.5,,,
2017-11-18T06:15:33.410Z,,,52,28.4,,,
2017-11-18T06:15:53.414Z,,,52,28.4,,,
2017-11-18T06:16:03.549Z,,,52,28.4,,,
2017-11-18T06:16:13.410Z,,,52,28.4,,,
2017-11-18T06:16:23.411Z,,,52,28.4,,,36
2017-11-18T06:16:33.411Z,,,52,28.4,,,
2017-11-18T06:16:43.410Z,,,,,,,35.9
2017-11-18T06:16:53.410Z,,,,,,,35.9
2017-11-18T06:17:03.490Z,,,52,28.4,,,35.9
2017-11-18T06:17:13.413Z,,,52,28.4,,,
2017-11-18T06:17:23.414Z,,,52,28.4,,,
2017-11-18T06:17:43.410Z,,,52,28.4,,,
2017-11-18T06:18:03.520Z,,,52,28.4,,,
2017-11-18T06:18:23.415Z,,,52,28.3,,,
2017-11-18T06:18:33.410Z,,,52,28.3,,,
2017-11-18T06:18:53.411Z,,,52,28.3,,,
2017-11-18T06:19:03.490Z,,,52,28.3,,,
2017-11-18T06:19:13.410Z,,,52,28.3,,,
2017-11-18T06:19:33.420Z,,,52,28.3,,,
2017-11-18T06:19:43.410Z,,,,,,,35.8
2017-11-18T06:19:53.413Z,,,52,28.3,,,
2017-11-18T06:20:03.491Z,,,52,28.3,,,
2017-11-18T06:20:13.410Z,,,52,28.3,,,
2017-11-18T06:20:33.410Z,,,52,28.3,,,
2017-11-18T06:20:53.410Z,,,52,28.1,,,
2017-11-18T06:21:03.490Z,,,52,28.1,,,
2017-11-18T06:21:13.409Z,,,52,28.1,,,
2017-11-18T06:21:23.411Z,,,52,28.1,,,
2017-11-18T06:21:33.412Z,,,52,28.1,,,
2017-11-18T06:21:53.410Z,,,52,28.1,,,
2017-11-18T06:22:03.594Z,,,52,28.1,,,
2017-11-18T06:22:13.410Z,,,52,28.1,,,
2017-11-18T06:22:23.410Z,,,52,28.1,,,35.7
2017-11-18T06:22:33.410Z,,,52,28.1,,,
2017-11-18T06:22:53.410Z,,,52,28.1,,,
2017-11-18T06:23:03.490Z,,,52,28.1,,,
2017-11-18T06:23:13.410Z,,,52,28.1,,,
2017-11-18T06:23:23.411Z,,,52,28.1,,,
2017-11-18T06:23:33.410Z,,,52,28,,,
2017-11-18T06:23:53.410Z,,,52,28,,,
2017-11-18T06:24:03.490Z,,,52,28,,,
2017-11-18T06:24:13.410Z,,,52,28,,,
2017-11-18T06:24:23.410Z,,,,,,,35.6
2017-11-18T06:24:33.410Z,,,52,28,,,
2017-11-18T06:24:43.410Z,,,,,,,35.7
2017-11-18T06:24:53.410Z,,,52,28,,,
2017-11-18T06:25:03.489Z,,,52,28,,,35.6
2017-11-18T06:25:13.410Z,,,52,28,,,
2017-11-18T06:25:33.410Z,,,52,28,,,
2017-11-18T06:25:53.410Z,,,52,28,,,
2017-11-18T06:26:03.490Z,,,52,27.9,,,
2017-11-18T06:26:13.410Z,,,52,27.9,,,
2017-11-18T06:26:33.411Z,,,52,27.9,,,
2017-11-18T06:26:53.411Z,,,52,27.9,,,
2017-11-18T06:27:03.490Z,,,52,27.9,,,
2017-11-18T06:27:13.414Z,,,52,27.9,,,
2017-11-18T06:27:23.410Z,,,,,,,35.5
2017-11-18T06:27:33.410Z,,,52,27.9,,,
2017-11-18T06:27:53.412Z,,,52,27.9,,,
2017-11-18T06:28:03.489Z,,,52,27.9,,,
2017-11-18T06:28:13.410Z,,,52,27.9,,,
2017-11-18T06:28:33.411Z,,,52,27.9,,,
2017-11-18T06:28:53.412Z,,,52,27.9,,,
2017-11-18T06:29:03.490Z,,,52,27.8,,,
2017-11-18T06:29:13.412Z,,,52,27.8,,,
2017-11-18T06:29:23.414Z,,,52,27.8,,,
2017-11-18T06:29:33.410Z,,,52,27.8,,,
2017-11-18T06:29:53.410Z,,,52,27.8,,,
2017-11-18T06:30:03.493Z,,,52,27.8,,,35.5
2017-11-18T06:30:13.413Z,,,52,27.8,,,
2017-11-18T06:30:23.410Z,,,,,,,35.4
2017-11-18T06:30:33.415Z,,,52,27.8,,,
2017-11-18T06:30:53.410Z,,,52,27.8,,,
2017-11-18T06:31:03.490Z,,,52,27.8,,,
2017-11-18T06:31:13.410Z,,,52,27.8,,,
2017-11-18T06:31:23.414Z,,,52,27.8,,,
2017-11-18T06:31:33.414Z,,,52,27.8,,,
2017-11-18T06:31:53.409Z,,,52,27.8,,,
2017-11-18T06:32:03.536Z,,,52,27.7,,,
2017-11-18T06:32:13.415Z,,,52,27.7,,,
2017-11-18T06:32:23.410Z,,,52,27.7,,,
2017-11-18T06:32:33.409Z,,,52,27.7,,,
2017-11-18T06:32:53.540Z,,,52,27.7,,,
2017-11-18T06:33:03.510Z,,,52,27.7,,,35.3
2017-11-18T06:33:13.461Z,,,52,27.7,,,
2017-11-18T06:33:33.439Z,,,52,27.7,,,
2017-11-18T06:33:53.415Z,,,52,27.7,,,
2017-11-18T06:34:03.500Z,,,52,27.7,,,
2017-11-18T06:34:13.415Z,,,52,27.7,,,
2017-11-18T06:34:23.410Z,,,52,27.7,,,
2017-11-18T06:34:33.410Z,,,52,27.5,,,
2017-11-18T06:34:53.410Z,,,52,27.7,,,
2017-11-18T06:35:03.494Z,,,52,27.5,,,
2017-11-18T06:35:13.411Z,,,52,27.5,,,
2017-11-18T06:35:23.410Z,,,,,,,35.2
2017-11-18T06:35:33.412Z,,,52,27.5,,,
2017-11-18T06:35:53.410Z,,,52,27.5,,,
2017-11-18T06:36:03.490Z,,,52,27.5,,,
2017-11-18T06:36:13.409Z,0,5,52,27.5,0,0,35.2
2017-11-18T06:36:33.410Z,,,52,27.5,,,
2017-11-18T06:36:53.409Z,,,52,27.5,,,
2017-11-18T06:37:03.490Z,,,52,27.5,,,
2017-11-18T06:37:13.411Z,,,52,27.4,,,
2017-11-18T06:37:33.409Z,,,52,27.4,,,
2017-11-18T06:37:53.414Z,,,52,27.5,,,
2017-11-18T06:38:03.489Z,,,52,27.4,,,
2017-11-18T06:38:13.410Z,,,52,27.4,,,35.1
2017-11-18T06:38:23.410Z,,,52,27.4,,,
2017-11-18T06:38:33.409Z,,,52,27.4,,,
2017-11-18T06:38:53.409Z,,,52,27.4,,,
2017-11-18T06:39:03.490Z,0,58,52,27.4,,2,
2017-11-18T06:39:13.415Z,,,52,27.4,,,
2017-11-18T06:39:33.410Z,,,52,27.4,,,
2017-11-18T06:39:53.410Z,,,52,27.4,,,
2017-11-18T06:40:03.489Z,,,52,27.4,,,
2017-11-18T06:40:13.410Z,,,52,27.4,,,
2017-11-18T06:40:33.410Z,0,0,,,,0,35.5
2017-11-18T06:40:43.413Z,0,,,,,0,34.5
2017-11-18T06:40:53.409Z,,,52,32.9,,,34.6
2017-11-18T06:41:03.491Z,,,52,32.9,,,
2017-11-18T06:41:13.410Z,,,52,32.8,,,
2017-11-18T06:41:23.413Z,0,58,52,32.7,,2,34.6
2017-11-18T06:41:33.411Z,0,5,52,32.7,0,0,35.6
2017-11-18T06:41:43.410Z,0,,52,32.6,,2,33.4
2017-11-18T06:41:53.410Z,,,52,32.6,,,29.6
2017-11-18T06:42:03.491Z,,,52,32.5,,,26.4
2017-11-18T06:42:13.409Z,,,,,,,24.6
2017-11-18T06:42:23.409Z,,,52,32.5,,,23.9
2017-11-18T06:42:33.409Z,,,,,,,23.1
2017-11-18T06:42:43.423Z,,,52,32.4,,,22.9
2017-11-18T06:42:53.410Z,,,52,32.4,,,22.7
2017-11-18T06:43:03.490Z,,,52,32.3,,,23.4
2017-11-18T06:43:13.410Z,,,52,32.2,,,23.7
2017-11-18T06:43:23.409Z,,,52,32.2,,,
2017-11-18T06:43:33.414Z,,,,,,,23.9
2017-11-18T06:43:43.409Z,,,52,32.1,,,
2017-11-18T06:43:53.409Z,,,,,,,23.7
2017-11-18T06:44:03.492Z,,,52,32,,,
2017-11-18T06:44:13.415Z,,,,,,,23.7
2017-11-18T06:44:23.409Z,,,52,31.9,,,
2017-11-18T06:44:33.410Z,,,52,31.8,,,
2017-11-18T06:44:53.410Z,,,52,31.8,,,
2017-11-18T06:45:03.489Z,,,52,31.5,,,23.6
2017-11-18T06:45:13.409Z,,,52,31.5,,,
2017-11-18T06:45:23.410Z,,,52,31.3,,,
2017-11-18T06:45:33.409Z,,,52,31.3,,,
2017-11-18T06:45:53.409Z,,,52,31.3,,,
2017-11-18T06:46:03.489Z,,,52,31,,,
2017-11-18T06:46:13.414Z,,,52,30.9,,,23.7
2017-11-18T06:46:23.409Z,,,52,30.8,,,
2017-11-18T06:46:33.414Z,0,,52,30.7,,2,
2017-11-18T06:46:43.409Z,,,,,40,,27.7
2017-11-18T06:46:53.409Z,,,,,35,,29.2
2017-11-18T06:47:03.493Z,,,52,30.6,30,,30.1
2017-11-18T06:47:13.409Z,,,,,29,,29.9
2017-11-18T06:47:23.410Z,,,52,30.4,,,29.8
