Time,PrimTSet,ActPow,ChActive,HwTSet,PrimT,HwTOutlet,HwActive
2017-12-07T00:00:02.588Z,,,,50,33.4,29.2,
2017-12-07T00:00:12.588Z,,,,50,,29.2,
2017-12-07T00:00:22.589Z,,,,50,,29.2,
2017-12-07T00:00:32.673Z,,,,50,,29.2,
2017-12-07T00:00:42.588Z,,,,50,33.3,29.2,
2017-12-07T00:00:52.593Z,,,,50,,29.2,
2017-12-07T00:01:02.589Z,,,,50,,29.2,
2017-12-07T00:01:12.589Z,,,,50,,29.1,
2017-12-07T00:01:22.588Z,,,,50,,29.1,
2017-12-07T00:01:32.669Z,,,,50,33.2,29.1,
2017-12-07T00:01:42.594Z,,,,50,,29.1,
2017-12-07T00:01:52.589Z,,,,50,,29.1,
2017-12-07T00:02:02.589Z,,,,50,,29.1,
2017-12-07T00:02:12.588Z,,,,50,33.1,29.1,
2017-12-07T00:02:22.594Z,,,,50,,29,
2017-12-07T00:02:32.668Z,,,,50,,29,
2017-12-07T00:02:42.588Z,,,,50,,29,
2017-12-07T00:02:52.645Z,,,,50,32.9,29,
2017-12-07T00:03:02.633Z,,,,50,,29,
2017-12-07T00:03:12.622Z,,,,50,,29,
2017-12-07T00:03:22.617Z,,,,50,,29,
2017-12-07T00:03:32.669Z,,,,50,,29,
2017-12-07T00:03:42.588Z,,,,50,,28.9,
2017-12-07T00:03:52.588Z,,,,50,32.8,28.9,
2017-12-07T00:04:02.589Z,,,,50,,28.9,
2017-12-07T00:04:12.589Z,,,,50,,28.9,
2017-12-07T00:04:22.589Z,,,,50,,28.9,
2017-12-07T00:04:32.669Z,,,,50,,28.9,
2017-12-07T00:04:42.588Z,,,,50,32.7,28.9,
2017-12-07T00:04:52.589Z,,,,50,,28.9,
2017-12-07T00:05:02.589Z,,,,50,,28.7,
2017-12-07T00:05:12.589Z,,,,50,,28.7,
2017-12-07T00:05:22.589Z,,,,50,,28.7,
2017-12-07T00:05:32.674Z,,,,50,,28.7,
2017-12-07T00:05:42.588Z,,,,50,32.6,28.7,
2017-12-07T00:05:52.589Z,,,,50,,28.7,
2017-12-07T00:06:02.589Z,,,,50,,28.7,
2017-12-07T00:06:12.589Z,,,,50,,28.7,
2017-12-07T00:06:22.588Z,,,,50,,28.7,
2017-12-07T00:06:32.668Z,,,,50,32.5,28.6,
2017-12-07T00:06:42.589Z,,,,50,,28.6,
2017-12-07T00:06:52.589Z,,,,50,,28.6,
2017-12-07T00:07:02.589Z,,,,50,,28.6,
2017-12-07T00:07:12.590Z,,,,50,,28.6,
2017-12-07T00:07:22.590Z,,,,50,,28.6,
2017-12-07T00:07:32.669Z,,,,50,32.4,28.6,
2017-12-07T00:07:42.593Z,,,,50,,28.6,
2017-12-07T00:07:52.595Z,,,,50,,28.5,
2017-12-07T00:08:02.589Z,,,,50,,28.5,
2017-12-07T00:08:12.589Z,,,,50,,28.5,
2017-12-07T00:08:22.590Z,,,,50,,28.5,
2017-12-07T00:08:32.668Z,,,,50,32.3,28.5,
2017-12-07T00:08:42.588Z,,,,50,,28.5,
2017-12-07T00:08:52.592Z,,,,50,,28.5,
2017-12-07T00:09:02.592Z,,,,50,,28.5,
2017-12-07T00:09:12.589Z,59,,1,50,,28.5,0
2017-12-07T00:09:22.589Z,5,,0,50,,28.5,0
2017-12-07T00:09:32.672Z,59,,1,50,,28.4,0
2017-12-07T00:09:42.598Z,,,,50,32.2,28.4,
2017-12-07T00:09:52.589Z,,,,50,,28.4,
2017-12-07T00:10:02.593Z,,,,50,,28.4,
2017-12-07T00:10:12.589Z,,,,50,,28.4,
2017-12-07T00:10:22.589Z,,,,50,,28.4,
2017-12-07T00:10:32.671Z,,,,50,,28.4,
2017-12-07T00:10:42.593Z,,,,50,,28.4,
2017-12-07T00:10:52.589Z,,,,50,,28.4,
2017-12-07T00:11:02.590Z,,,,50,32.1,28.4,
2017-12-07T00:11:12.588Z,,,,50,,28.3,
2017-12-07T00:11:22.592Z,,,,50,,28.3,
2017-12-07T00:11:32.629Z,,,,50,,28.3,
2017-12-07T00:11:42.588Z,,,,50,,28.3,
2017-12-07T00:11:52.594Z,,,,50,,28.3,
2017-12-07T00:12:02.594Z,,,,50,,28.3,
2017-12-07T00:12:12.588Z,,,,50,,28.3,
2017-12-07T00:12:22.589Z,,,,50,32,28.3,
2017-12-07T00:12:32.673Z,,,,50,,28.3,
2017-12-07T00:12:42.588Z,,,,50,,28.1,
2017-12-07T00:12:52.593Z,,,,50,,28.1,
2017-12-07T00:13:02.591Z,,,,50,,28.1,
2017-12-07T00:13:12.588Z,,,,50,,28.1,
2017-12-07T00:13:22.593Z,,,,50,,28.1,
2017-12-07T00:13:32.669Z,,,,50,31.9,28.1,
2017-12-07T00:13:42.596Z,,,,50,32,28.1,
2017-12-07T00:13:52.589Z,,,,50,31.9,28.1,
2017-12-07T00:14:02.589Z,,,,50,,28.1,
2017-12-07T00:14:12.589Z,,,,50,,28.1,
2017-12-07T00:14:22.588Z,,,,50,,28,
2017-12-07T00:14:32.668Z,,,,50,,28,
2017-12-07T00:14:42.588Z,,,,50,,28,
2017-12-07T00:14:52.589Z,,,,50,,28,
2017-12-07T00:15:02.588Z,,,,50,31.8,28,
2017-12-07T00:15:12.588Z,,,,50,,28,
2017-12-07T00:15:22.593Z,,,,50,,28,
2017-12-07T00:15:32.668Z,,,,50,,28,
2017-12-07T00:15:42.588Z,,,,50,,28,
2017-12-07T00:15:52.589Z,,,,50,,27.9,
2017-12-07T00:16:02.589Z,,,,50,,27.9,
2017-12-07T00:16:12.600Z,,40,1,50,35.2,27.9,0
2017-12-07T00:16:22.591Z,,29,,50,37.8,27.9,
2017-12-07T00:16:32.669Z,,29,,50,34.8,27.9,
2017-12-07T00:16:42.592Z,,29,,50,32.8,27.9,
2017-12-07T00:16:52.589Z,,29,,50,31.4,27.9,
2017-12-07T00:17:02.600Z,,30,,50,30.9,27.9,
2017-12-07T00:17:12.593Z,,29,,50,31.1,27.9,
2017-12-07T00:17:22.589Z,,,,50,31.6,27.9,
2017-12-07T00:17:32.716Z,,30,,50,32,27.9,
2017-12-07T00:17:42.588Z,,29,,50,32.3,27.9,
2017-12-07T00:17:52.588Z,,30,,50,32.6,27.8,
2017-12-07T00:18:02.588Z,,,,50,32.7,27.8,
2017-12-07T00:18:12.589Z,,29,,50,32.8,27.8,
2017-12-07T00:18:22.588Z,,29,,50,33.1,27.8,
2017-12-07T00:18:32.668Z,,,,50,33.3,27.8,
2017-12-07T00:18:42.593Z,,,,50,33.5,27.8,
2017-12-07T00:18:52.588Z,,29,,50,33.7,27.8,
2017-12-07T00:19:02.634Z,,,,50,34,27.8,
2017-12-07T00:19:12.589Z,,,,50,34.1,27.8,
2017-12-07T00:19:22.592Z,,,,50,34.3,27.8,
2017-12-07T00:19:32.668Z,,,,50,34.5,27.8,
2017-12-07T00:19:42.588Z,,,,50,34.7,27.8,
2017-12-07T00:19:52.593Z,,,,50,34.8,27.8,
2017-12-07T00:20:02.588Z,,30,,50,35.1,27.8,
2017-12-07T00:20:12.588Z,,29,,50,35.3,27.8,
2017-12-07T00:20:22.588Z,,30,,50,35.5,27.8,
2017-12-07T00:20:32.669Z,,29,,50,35.7,27.8,
2017-12-07T00:20:42.589Z,,,,50,35.8,27.8,
2017-12-07T00:20:52.589Z,,,,50,36,27.8,
2017-12-07T00:21:02.589Z,,,,50,36.1,27.8,
2017-12-07T00:21:12.589Z,,,,50,36.4,27.8,
2017-12-07T00:21:22.588Z,,,,50,36.6,27.8,
2017-12-07T00:21:32.669Z,,0,1,50,34.7,27.8,0
2017-12-07T00:21:42.588Z,,,,50,32.8,27.8,
2017-12-07T00:21:52.589Z,,,,50,32.2,27.8,
2017-12-07T00:22:02.589Z,,,,50,31.9,27.8,
2017-12-07T00:22:12.589Z,,,,50,31.8,27.8,
2017-12-07T00:22:22.588Z,,,,50,,27.8,
2017-12-07T00:22:32.668Z,,,,50,,27.8,
2017-12-07T00:22:42.588Z,,,,50,,27.8,
2017-12-07T00:22:52.589Z,,,,50,31.7,27.8,
2017-12-07T00:23:02.591Z,,,,50,31.6,27.8,
2017-12-07T00:23:12.588Z,,,,50,,27.8,
2017-12-07T00:23:22.591Z,,,,50,31.5,27.8,
2017-12-07T00:23:32.688Z,,,,50,,27.8,
2017-12-07T00:23:42.589Z,,,,50,,27.8,
2017-12-07T00:23:52.591Z,,,,50,,27.8,
2017-12-07T00:24:02.589Z,,,,50,,27.8,
2017-12-07T00:24:12.591Z,,,,50,,27.8,
2017-12-07T00:24:22.588Z,,,,50,,27.8,
2017-12-07T00:24:32.671Z,,,,50,,27.8,
2017-12-07T00:24:42.592Z,5,,0,50,,27.8,0
2017-12-07T00:24:52.589Z,,,,50,,27.8,
2017-12-07T00:25:02.593Z,,,,50,,27.8,
2017-12-07T00:25:12.592Z,,,,50,,27.8,
2017-12-07T00:25:22.588Z,59,,1,50,,27.8,0
2017-12-07T00:25:32.668Z,5,,0,50,,27.8,0
2017-12-07T00:25:42.593Z,,,,50,,27.8,
2017-12-07T00:25:52.588Z,,,,50,,27.8,
2017-12-07T00:26:02.588Z,,,,50,,27.8,
2017-12-07T00:26:12.592Z,,,,50,,27.8,
2017-12-07T00:26:22.594Z,,,,50,,27.8,
2017-12-07T00:26:32.668Z,,,,50,,27.8,
2017-12-07T00:26:42.587Z,,,,50,,27.8,
2017-12-07T00:26:52.588Z,59,,1,50,,27.8,0
2017-12-07T00:27:02.588Z,,,,50,,27.8,
2017-12-07T00:27:12.588Z,,,,50,,27.8,
2017-12-07T00:27:22.591Z,,,,50,,27.8,
2017-12-07T00:27:32.668Z,,,,50,,27.8,
2017-12-07T00:27:42.589Z,,,,50,,27.8,
2017-12-07T00:27:52.589Z,,,,50,31.6,27.8,
2017-12-07T00:28:02.590Z,,,,50,,27.8,
2017-12-07T00:28:12.588Z,,,,50,,27.8,
2017-12-07T00:28:22.588Z,,,,50,,27.8,
2017-12-07T00:28:32.673Z,,,,50,,27.8,
2017-12-07T00:28:42.588Z,,,,50,31.7,27.8,
2017-12-07T00:28:52.589Z,,,,50,,27.8,
2017-12-07T00:29:02.589Z,,,,50,,27.8,
2017-12-07T00:29:12.588Z,,,,50,,27.8,
2017-12-07T00:29:22.588Z,,,,50,,27.8,
2017-12-07T00:29:32.680Z,5,,0,50,,27.8,0
2017-12-07T00:29:42.590Z,,,,50,31.8,27.8,
2017-12-07T00:29:52.589Z,,,,50,,27.8,
2017-12-07T00:30:02.588Z,,,,50,,27.8,
2017-12-07T00:30:12.590Z,,,,50,,27.8,
2017-12-07T00:30:22.588Z,,,,50,,27.8,
2017-12-07T00:30:32.677Z,,,,50,,27.8,
2017-12-07T00:30:42.590Z,,,,50,,27.8,
2017-12-07T00:30:52.588Z,,,,50,,27.8,
2017-12-07T00:31:02.590Z,,,,50,,27.8,
2017-12-07T00:31:12.588Z,,,,50,,27.8,
2017-12-07T00:31:22.590Z,,,,50,31.9,27.8,
2017-12-07T00:31:32.668Z,,,,50,31.8,27.8,
2017-12-07T00:31:42.591Z,,,,50,31.9,27.8,
2017-12-07T00:31:52.589Z,,,,50,,27.8,
2017-12-07T00:32:02.588Z,,,,50,,27.8,
2017-12-07T00:32:12.596Z,,,,50,,27.8,
2017-12-07T00:32:22.594Z,,,,50,,27.8,
2017-12-07T00:32:32.688Z,,,,50,,27.8,
2017-12-07T00:32:42.589Z,,,,50,,27.8,
2017-12-07T00:32:52.598Z,,,,50,,27.8,
2017-12-07T00:33:02.588Z,,,,50,,27.8,
2017-12-07T00:33:12.593Z,,,,50,,27.8,
2017-12-07T00:33:22.588Z,,,,50,,27.8,
2017-12-07T00:33:32.718Z,,,,50,,27.8,
2017-12-07T00:33:42.588Z,,,,50,,27.8,
2017-12-07T00:33:52.594Z,,,,50,,27.8,
2017-12-07T00:34:02.591Z,,,,50,31.8,27.8,
2017-12-07T00:34:12.588Z,,,,50,,27.8,
2017-12-07T00:34:22.588Z,,,,50,,27.8,
2017-12-07T00:34:32.727Z,,,,50,,27.7,
2017-12-07T00:34:42.591Z,,,,50,,27.7,
2017-12-07T00:34:52.607Z,,,,50,,27.7,
2017-12-07T00:35:02.595Z,,,,50,,27.7,
2017-12-07T00:35:12.588Z,,,,50,,27.7,
2017-12-07T00:35:22.588Z,,,,50,,27.7,
2017-12-07T00:35:32.681Z,,,,50,,27.7,
2017-12-07T00:35:42.587Z,,,,50,,27.7,
2017-12-07T00:35:52.647Z,,,,50,,27.7,
2017-12-07T00:36:02.588Z,,,,50,,27.7,
2017-12-07T00:36:12.588Z,,,,50,,27.7,
2017-12-07T00:36:22.588Z,,,,50,31.7,27.7,
2017-12-07T00:36:32.679Z,,,,50,,27.7,
2017-12-07T00:36:42.588Z,,,,50,,27.7,
2017-12-07T00:36:52.590Z,,,,50,,27.7,
2017-12-07T00:37:02.588Z,,,,50,,27.7,
2017-12-07T00:37:12.588Z,,,,50,,27.7,
2017-12-07T00:37:22.588Z,,,,50,,27.7,
2017-12-07T00:37:32.683Z,,,,50,,27.7,
2017-12-07T00:37:42.591Z,,,,50,,27.7,
2017-12-07T00:37:52.589Z,,,,50,,27.7,
2017-12-07T00:38:02.588Z,,,,50,,27.7,
2017-12-07T00:38:12.592Z,,,,50,,27.7,
2017-12-07T00:38:22.588Z,,,,50,,27.7,
2017-12-07T00:38:32.680Z,,,,50,31.6,27.7,
2017-12-07T00:38:42.591Z,,,,50,,27.7,
2017-12-07T00:38:52.588Z,,,,50,,27.7,
2017-12-07T00:39:02.592Z,,,,50,,27.7,
2017-12-07T00:39:12.591Z,,,,50,,27.7,
2017-12-07T00:39:22.592Z,,,,50,,27.7,
2017-12-07T00:39:32.674Z,,,,50,,27.7,
2017-12-07T00:39:42.588Z,,,,50,,27.5,
2017-12-07T00:39:52.594Z,,,,50,,27.7,
2017-12-07T00:40:02.588Z,,,,50,,27.7,
2017-12-07T00:40:12.588Z,,,,50,,27.5,
2017-12-07T00:40:22.588Z,,,,50,,27.7,
2017-12-07T00:40:32.673Z,,,,50,,27.5,
2017-12-07T00:40:42.587Z,,,,50,31.5,27.5,
2017-12-07T00:40:52.588Z,,,,50,,27.5,
2017-12-07T00:41:02.593Z,,,,50,,27.5,
2017-12-07T00:41:12.588Z,,,,50,,27.5,
2017-12-07T00:41:22.589Z,,,,50,,27.5,
2017-12-07T00:41:32.674Z,,,,50,,27.5,
2017-12-07T00:41:42.593Z,,,,50,,27.5,
2017-12-07T00:41:52.588Z,,,,50,,27.5,
2017-12-07T00:42:02.588Z,,,,50,,27.5,
2017-12-07T00:42:12.587Z,5,0,0,50,31.5,27.5,0
2017-12-07T00:42:22.588Z,,,,50,,27.5,
2017-12-07T00:42:32.672Z,,,,50,,27.5,
2017-12-07T00:42:42.587Z,,,,50,,27.5,
2017-12-07T00:42:52.588Z,,,,50,31.4,27.5,
2017-12-07T00:43:02.588Z,,,,50,,27.5,
2017-12-07T00:43:12.591Z,,,,50,,27.5,
2017-12-07T00:43:22.588Z,,,,50,,27.5,
2017-12-07T00:43:32.671Z,,,,50,,27.5,
2017-12-07T00:43:42.588Z,,,,50,,27.5,
2017-12-07T00:43:52.588Z,,,,50,,27.5,
2017-12-07T00:44:02.587Z,,,,50,,27.5,
2017-12-07T00:44:12.587Z,,,,50,,27.5,
2017-12-07T00:44:22.588Z,,,,50,,27.4,
2017-12-07T00:44:32.671Z,,,,50,,27.4,
2017-12-07T00:44:42.587Z,,,,50,,27.4,
2017-12-07T00:44:52.593Z,,,,50,,27.4,
2017-12-07T00:45:02.588Z,,,,50,,27.4,
2017-12-07T00:45:12.591Z,,,,50,,27.4,
2017-12-07T00:45:22.587Z,,,,50,31.3,27.4,
2017-12-07T00:45:32.672Z,,,,50,,27.4,
2017-12-07T00:45:42.588Z,,,,50,,27.4,
2017-12-07T00:45:52.588Z,,,,50,,27.4,
2017-12-07T00:46:02.588Z,,,,50,,27.4,
2017-12-07T00:46:12.587Z,,,,50,,27.4,
2017-12-07T00:46:22.587Z,,,,50,,27.4,
2017-12-07T00:46:32.673Z,,,,50,,27.4,
2017-12-07T00:46:42.588Z,,,,50,,27.4,
2017-12-07T00:46:52.588Z,,,,50,,27.4,
2017-12-07T00:47:02.587Z,,,,50,,27.4,
2017-12-07T00:47:12.587Z,,,,50,,27.4,
2017-12-07T00:47:22.588Z,,,,50,,27.4,
2017-12-07T00:47:32.675Z,,,,50,,27.4,
2017-12-07T00:47:42.588Z,,,,50,,27.4,
2017-12-07T00:47:52.587Z,,,,50,,27.4,
2017-12-07T00:48:02.587Z,,,,50,31.2,27.4,
2017-12-07T00:48:12.588Z,,,,50,,27.4,
2017-12-07T00:48:22.590Z,,,,50,,27.4,
2017-12-07T00:48:32.670Z,,,,50,,27.3,
2017-12-07T00:48:42.591Z,,,,50,,27.3,
2017-12-07T00:48:52.588Z,,,,50,,27.3,
2017-12-07T00:49:02.590Z,,,,50,,27.3,
2017-12-07T00:49:12.587Z,,,,50,,27.3,
2017-12-07T00:49:22.588Z,,,,50,,27.3,
2017-12-07T00:49:32.674Z,,,,50,,27.3,
2017-12-07T00:49:42.588Z,,,,50,,27.3,
2017-12-07T00:49:52.594Z,,,,50,,27.3,
2017-12-07T00:50:02.587Z,,,,50,,27.3,
2017-12-07T00:50:12.628Z,,,,50,,27.3,
2017-12-07T00:50:22.588Z,,,,50,,27.3,
2017-12-07T00:50:32.707Z,,,,50,,27.3,
2017-12-07T00:50:42.587Z,,,,50,,27.3,
2017-12-07T00:50:52.588Z,,,,50,,27.3,
2017-12-07T00:51:02.588Z,,,,50,31.1,27.3,
2017-12-07T00:51:12.588Z,,,,50,31.2,27.3,
2017-12-07T00:51:22.588Z,,,,50,31.1,27.3,
2017-12-07T00:51:32.668Z,,,,50,,27.3,
2017-12-07T00:51:42.587Z,,,,50,,27.3,
2017-12-07T00:51:52.588Z,,,,50,,27.3,
2017-12-07T00:52:02.592Z,,,,50,,27.3,
2017-12-07T00:52:12.592Z,,,,50,,27.2,
2017-12-07T00:52:22.588Z,,,,50,,27.2,
2017-12-07T00:52:32.671Z,,,,50,,27.2,
2017-12-07T00:52:42.590Z,,,,50,,27.2,
2017-12-07T00:52:52.587Z,,,,50,,27.2,
2017-12-07T00:53:02.590Z,,,,50,,27.2,
2017-12-07T00:53:12.591Z,,,,50,,27.2,
2017-12-07T00:53:22.588Z,,,,50,,27.2,
2017-12-07T00:53:32.667Z,,,,50,,27.2,
2017-12-07T00:53:42.587Z,,,,50,,27.2,
2017-12-07T00:53:52.588Z,,,,50,,27.2,
2017-12-07T00:54:02.592Z,,,,50,,27.2,
2017-12-07T00:54:12.592Z,,,,50,,27.2,
2017-12-07T00:54:22.592Z,,,,50,30.9,27.2,
2017-12-07T00:54:32.671Z,,,,50,31.1,27.2,
2017-12-07T00:54:42.592Z,,,,50,30.9,27.2,
2017-12-07T00:54:52.588Z,,,,50,31.1,27.2,
2017-12-07T00:55:02.592Z,,,,50,30.9,27.2,
2017-12-07T00:55:12.588Z,,,,50,,27.2,
2017-12-07T00:55:22.587Z,,,,50,,27.1,
2017-12-07T00:55:32.666Z,,,,50,,27.1,
2017-12-07T00:55:42.587Z,,,,50,,27.1,
2017-12-07T00:55:52.588Z,,,,50,,27.1,
2017-12-07T00:56:02.587Z,,,,50,,27.1,
2017-12-07T00:56:12.592Z,,,,50,,27.1,
2017-12-07T00:56:22.588Z,,,,50,,27.1,
2017-12-07T00:56:32.667Z,,,,50,,27.1,
2017-12-07T00:56:42.590Z,,,,50,,27.1,
2017-12-07T00:56:52.588Z,,,,50,,27.1,
2017-12-07T00:57:02.587Z,,,,50,,27.1,
2017-12-07T00:57:12.588Z,,,,50,,27.1,
2017-12-07T00:57:22.588Z,,,,50,,27.1,
2017-12-07T00:57:32.674Z,,,,50,,27.1,
2017-12-07T00:57:42.592Z,,,,50,,27.1,
2017-12-07T00:57:52.587Z,,,,50,,27.1,
2017-12-07T00:58:02.588Z,,,,50,,27.1,
2017-12-07T00:58:12.587Z,,,,50,,27.1,
2017-12-07T00:58:22.587Z,,,,50,30.8,27.1,
2017-12-07T00:58:32.667Z,,,,50,,27.1,
2017-12-07T00:58:42.587Z,,,,50,,27.1,
2017-12-07T00:58:52.587Z,,,,50,,27.1,
2017-12-07T00:59:02.588Z,,,,50,,27.1,
2017-12-07T00:59:12.587Z,59,,1,50,,27.1,0
2017-12-07T00:59:22.587Z,5,,0,50,,26.9,0
2017-12-07T00:59:32.667Z,,,,50,,26.9,
2017-12-07T00:59:42.587Z,59,,1,50,,26.9,0
2017-12-07T00:59:52.588Z,,,,50,,26.9,
2017-12-07T01:00:02.587Z,5,,0,50,,26.9,0
2017-12-07T01:00:12.587Z,59,,1,50,,26.9,0
2017-12-07T01:00:22.587Z,,,,50,,26.9,
2017-12-07T01:00:32.667Z,,,,50,,26.9,
2017-12-07T01:00:42.591Z,,,,50,,26.9,
2017-12-07T01:00:52.587Z,,,,50,,26.9,
2017-12-07T01:01:02.587Z,,,,50,,26.9,
2017-12-07T01:01:12.587Z,,,,50,,26.9,
2017-12-07T01:01:22.587Z,,,,50,,26.9,
2017-12-07T01:01:32.667Z,,,,50,,26.9,
2017-12-07T01:01:42.586Z,,,,50,,26.9,
2017-12-07T01:01:52.587Z,,,,50,,26.9,
2017-12-07T01:02:02.587Z,,,,50,30.7,26.9,
2017-12-07T01:02:12.587Z,,,,50,,26.9,
2017-12-07T01:02:22.587Z,,,,50,,26.9,
2017-12-07T01:02:32.667Z,,,,50,,26.8,
2017-12-07T01:02:42.587Z,,,,50,,26.9,
2017-12-07T01:02:52.588Z,5,,0,50,,26.9,0
2017-12-07T01:03:02.589Z,,,,50,,26.8,
2017-12-07T01:03:12.587Z,,,,50,,26.8,
2017-12-07T01:03:22.587Z,,,,50,,26.8,
2017-12-07T01:03:32.672Z,,,,50,,26.8,
2017-12-07T01:03:42.587Z,,,,50,,26.8,
2017-12-07T01:03:52.587Z,,,,50,,26.8,
2017-12-07T01:04:02.588Z,,,,50,,26.8,
2017-12-07T01:04:12.588Z,,,,50,,26.8,
2017-12-07T01:04:22.587Z,,,,50,,26.8,
2017-12-07T01:04:32.667Z,,,,50,,26.8,
2017-12-07T01:04:42.587Z,,,,50,,26.8,
2017-12-07T01:04:52.587Z,,,,50,,26.8,
2017-12-07T01:05:02.590Z,,,,50,,26.8,
2017-12-07T01:05:12.587Z,,,,50,,26.8,
2017-12-07T01:05:22.587Z,59,,1,50,,26.8,0
2017-12-07T01:05:32.667Z,5,0,0,50,34.5,26.8,0
2017-12-07T01:05:42.643Z,,,,50,30.7,26.8,
2017-12-07T01:05:52.587Z,,,,50,27.6,26.8,
2017-12-07T01:06:02.588Z,,,,50,25.5,26.8,
2017-12-07T01:06:12.587Z,59,,1,50,24.1,26.8,0
2017-12-07T01:06:22.589Z,5,,0,50,23.7,26.8,0
2017-12-07T01:06:32.668Z,,,,50,23.6,26.8,
2017-12-07T01:06:42.587Z,59,,1,50,24,26.8,0
2017-12-07T01:06:52.588Z,,,,50,24.3,26.8,
2017-12-07T01:07:02.592Z,,,,50,24.6,26.8,
2017-12-07T01:07:12.589Z,,,,50,24.7,26.7,
2017-12-07T01:07:22.590Z,,,,50,,26.7,
2017-12-07T01:07:32.667Z,,,,50,24.6,26.7,
2017-12-07T01:07:42.589Z,,,,50,,26.7,
2017-12-07T01:07:52.590Z,,,,50,,26.7,
2017-12-07T01:08:02.587Z,,,,50,,26.7,
2017-12-07T01:08:12.587Z,,,,50,,26.7,
2017-12-07T01:08:22.589Z,,,,50,24.7,26.7,
2017-12-07T01:08:32.669Z,,,,50,,26.7,
2017-12-07T01:08:42.590Z,,,,50,,26.7,
2017-12-07T01:08:52.591Z,,,,50,24.6,26.7,
2017-12-07T01:09:02.587Z,,,,50,,26.7,
2017-12-07T01:09:12.587Z,,,,50,,26.7,
2017-12-07T01:09:22.587Z,,,,50,,26.7,
2017-12-07T01:09:32.667Z,,,,50,,26.7,
2017-12-07T01:09:42.588Z,,,,50,,26.7,
2017-12-07T01:09:52.587Z,,,,50,,26.6,
2017-12-07T01:10:02.587Z,,,,50,,26.7,
2017-12-07T01:10:12.587Z,,,,50,,26.6,
2017-12-07T01:10:22.587Z,,,,50,,26.6,
2017-12-07T01:10:32.671Z,,39,1,50,29,26.6,0
2017-12-07T01:10:42.587Z,,29,,50,30.5,26.6,
2017-12-07T01:10:52.587Z,,30,,50,31.1,26.6,
2017-12-07T01:11:02.587Z,,29,,50,31.3,26.6,
2017-12-07T01:11:12.588Z,,0,1,50,30.6,26.6,0
2017-12-07T01:11:22.587Z,,,,50,27.7,26.6,
2017-12-07T01:11:32.667Z,,,,50,25.9,26.6,
2017-12-07T01:11:42.588Z,,,,50,25.5,26.6,
2017-12-07T01:11:52.589Z,,,,50,,26.6,
2017-12-07T01:12:02.587Z,,,,50,,26.6,
2017-12-07T01:12:12.588Z,,,,50,25.7,26.6,
2017-12-07T01:12:22.587Z,,,,50,,26.6,
2017-12-07T01:12:32.667Z,,,,50,,26.6,
2017-12-07T01:12:42.587Z,,,,50,25.5,26.5,
2017-12-07T01:12:52.588Z,,,,50,,26.5,
2017-12-07T01:13:02.587Z,,,,50,25.4,26.5,
2017-12-07T01:13:12.587Z,,,,50,,26.5,
2017-12-07T01:13:22.587Z,,,,50,,26.5,
2017-12-07T01:13:32.673Z,,,,50,,26.5,
2017-12-07T01:13:42.587Z,,,,50,,26.5,
2017-12-07T01:13:52.587Z,,,,50,,26.5,
2017-12-07T01:14:02.587Z,,,,50,,26.5,
2017-12-07T01:14:12.587Z,,,,50,,26.5,
2017-12-07T01:14:22.587Z,,,,50,,26.5,
2017-12-07T01:14:32.667Z,,,,50,,26.5,
2017-12-07T01:14:42.587Z,,,,50,,26.5,
2017-12-07T01:14:52.587Z,,,,50,,26.5,
2017-12-07T01:15:02.587Z,,,,50,,26.5,
2017-12-07T01:15:12.587Z,,,,50,,26.3,
2017-12-07T01:15:22.587Z,,,,50,,26.5,
2017-12-07T01:15:32.666Z,,,,50,,26.3,
2017-12-07T01:15:42.589Z,,,,50,,26.5,
2017-12-07T01:15:52.592Z,,,,50,,26.3,
2017-12-07T01:16:02.587Z,,,,50,,26.3,
2017-12-07T01:16:12.587Z,,,,50,,26.3,
2017-12-07T01:16:22.594Z,,,,50,,26.3,
2017-12-07T01:16:32.667Z,,,,50,,26.3,
2017-12-07T01:16:42.586Z,,,,50,,26.3,
2017-12-07T01:16:52.587Z,,,,50,,26.3,
2017-12-07T01:17:02.587Z,,,,50,,26.3,
2017-12-07T01:17:12.587Z,,,,50,,26.3,
2017-12-07T01:17:22.587Z,,,,50,,26.3,
2017-12-07T01:17:32.669Z,,,,50,25.5,26.3,
2017-12-07T01:17:42.587Z,,,,50,25.4,26.2,
2017-12-07T01:17:52.590Z,,,,50,25.5,26.3,
2017-12-07T01:18:02.586Z,,,,50,,26.2,
2017-12-07T01:18:12.587Z,,,,50,,26.2,
2017-12-07T01:18:22.587Z,,,,50,,26.2,
2017-12-07T01:18:32.669Z,,,,50,,26.2,
2017-12-07T01:18:42.587Z,,,,50,,26.2,
2017-12-07T01:18:52.587Z,,,,50,,26.2,
2017-12-07T01:19:02.587Z,,,,50,,26.2,
2017-12-07T01:19:12.587Z,,,,50,,26.2,
2017-12-07T01:19:22.590Z,,,,50,,26.2,
2017-12-07T01:19:32.670Z,,,,50,,26.2,
2017-12-07T01:19:42.590Z,,,,50,,26.2,
2017-12-07T01:19:52.587Z,,,,50,,26.2,
2017-12-07T01:20:02.587Z,,,,50,,26.2,
2017-12-07T01:20:12.589Z,,,,50,,26.2,
2017-12-07T01:20:22.587Z,,,,50,,26.2,
2017-12-07T01:20:32.667Z,,,,50,,26.2,
