Time,HwTOutlet,HwActive,PrimTSet,ActPow,ChActive,HwTSet,PrimT
2017-11-28T03:50:31.072Z,28.9,,,,,52,
2017-11-28T03:50:41.071Z,28.9,,,,,52,
2017-11-28T03:50:51.072Z,28.9,,,,,52,
2017-11-28T03:51:01.072Z,28.9,,,,,52,
2017-11-28T03:51:11.075Z,29,,,,,52,
2017-11-28T03:51:21.071Z,29,,,,,52,36.3
2017-11-28T03:51:31.072Z,29,,,,,52,
2017-11-28T03:51:41.071Z,29,,,,,52,
2017-11-28T03:51:51.071Z,29,,,,,52,
2017-11-28T03:52:01.073Z,29,,,,,52,36.4
2017-11-28T03:52:11.071Z,29,,,,,52,
2017-11-28T03:52:21.071Z,29,,,,,52,
2017-11-28T03:52:31.072Z,29,,,,,52,
2017-11-28T03:52:41.077Z,29,,,,,52,36.5
2017-11-28T03:52:51.072Z,29,,,,,52,
2017-11-28T03:53:01.071Z,29,,,,,52,
2017-11-28T03:53:11.071Z,29,,,,,52,
2017-11-28T03:53:21.072Z,29,,,,,52,
2017-11-28T03:53:31.071Z,29,,,,,52,36.6
2017-11-28T03:53:41.071Z,29,,,,,52,
2017-11-28T03:53:51.072Z,29,,,,,52,
2017-11-28T03:54:01.071Z,29,,,,,52,
2017-11-28T03:54:11.071Z,29,,,,,52,
2017-11-28T03:54:21.071Z,29,,,,,52,
2017-11-28T03:54:31.072Z,29,,,,,52,
2017-11-28T03:54:41.071Z,29,,,,,52,
2017-11-28T03:54:51.072Z,29,0,58,0,2,52,36.6
2017-11-28T03:55:01.077Z,29,,,,,52,
2017-11-28T03:55:11.071Z,29,,,,,52,
2017-11-28T03:55:21.072Z,29,,,,,52,
2017-11-28T03:55:31.076Z,29,,,,,52,
2017-11-28T03:55:41.074Z,29.1,,,,,52,
2017-11-28T03:55:51.072Z,29,,,,,52,
2017-11-28T03:56:01.071Z,29.1,,,,,52,
2017-11-28T03:56:11.077Z,29.1,,,,,52,
2017-11-28T03:56:21.072Z,29.1,,,,,52,36.5
2017-11-28T03:56:31.071Z,29.1,,,,,52,
2017-11-28T03:56:41.071Z,29,,,,,52,
2017-11-28T03:56:51.071Z,29.1,,,,,52,
2017-11-28T03:57:01.071Z,29.1,,,,,52,
2017-11-28T03:57:11.071Z,29.1,0,5,,0,52,
2017-11-28T03:57:21.072Z,29.1,0,58,,2,52,
2017-11-28T03:57:31.071Z,29.1,,,,,52,
2017-11-28T03:57:41.071Z,29.1,,,,,52,
2017-11-28T03:57:51.072Z,29.1,0,5,,0,52,
2017-11-28T03:58:01.071Z,29.1,0,58,,2,52,36.4
2017-11-28T03:58:11.071Z,29,0,5,,0,52,
2017-11-28T03:58:21.072Z,29.1,,,,,52,
2017-11-28T03:58:31.071Z,29.1,,,,,52,
2017-11-28T03:58:41.073Z,29.1,,,,,52,
2017-11-28T03:58:51.071Z,29.1,,,,,52,
2017-11-28T03:59:01.074Z,29,,,,,52,
2017-11-28T03:59:11.074Z,29.1,,,,,52,
2017-11-28T03:59:21.071Z,29.1,,,,,52,
2017-11-28T03:59:31.071Z,29.1,,,,,52,36.3
2017-11-28T03:59:41.073Z,29.1,,,,,52,
2017-11-28T03:59:51.073Z,29.1,,,,,52,
2017-11-28T04:00:01.074Z,29.1,,,,,52,
2017-11-28T04:00:11.072Z,29.1,,,,,52,
2017-11-28T04:00:21.071Z,29,,,,,52,
2017-11-28T04:00:31.071Z,29,,,,,52,
2017-11-28T04:00:41.071Z,29.1,,,,,52,
2017-11-28T04:00:51.071Z,29.1,,,,,52,36.2
2017-11-28T04:01:01.073Z,29.1,,,,,52,
2017-11-28T04:01:11.071Z,29,,,,,52,
2017-11-28T04:01:21.075Z,29,,,,,52,
2017-11-28T04:01:31.091Z,29,,,,,52,
2017-11-28T04:01:41.097Z,29,,,,,52,
2017-11-28T04:01:51.096Z,29,,,,,52,
2017-11-28T04:02:01.077Z,29,,,,,52,
2017-11-28T04:02:11.110Z,29,,,,,52,36.1
2017-11-28T04:02:21.162Z,29,,,,,52,
2017-11-28T04:02:31.130Z,29,,,,,52,
2017-11-28T04:02:41.072Z,29,,,,,52,
2017-11-28T04:02:51.071Z,29,,,,,52,
2017-11-28T04:03:01.071Z,29,,,,,52,
2017-11-28T04:03:11.076Z,29,,,,,52,
2017-11-28T04:03:21.114Z,29,,,,,52,
2017-11-28T04:03:31.071Z,29,,,,,52,
2017-11-28T04:03:41.077Z,29,,,,,52,
2017-11-28T04:03:51.083Z,29,,,,,52,36
2017-11-28T04:04:01.073Z,29,,,,,52,
2017-11-28T04:04:11.072Z,29,,,,,52,
2017-11-28T04:04:21.076Z,29,,,,,52,
2017-11-28T04:04:31.076Z,29,,,,,52,
2017-11-28T04:04:41.072Z,29,,,,,52,
2017-11-28T04:04:51.071Z,29,,,,,52,
2017-11-28T04:05:01.071Z,29,,,,,52,36
2017-11-28T04:05:11.072Z,29,,,,,52,
2017-11-28T04:05:21.071Z,29,,,,,52,35.9
2017-11-28T04:05:31.074Z,29,,,,,52,
2017-11-28T04:05:41.071Z,29,,,,,52,
2017-11-28T04:05:51.075Z,29,,,,,52,
2017-11-28T04:06:01.071Z,29,,,,,52,
2017-11-28T04:06:11.071Z,29,,,,,52,
2017-11-28T04:06:21.071Z,29,,,,,52,
2017-11-28T04:06:31.072Z,29,,,,,52,
2017-11-28T04:06:41.071Z,29,,,,,52,35.8
2017-11-28T04:06:51.071Z,29,,,,,52,
2017-11-28T04:07:01.071Z,28.9,,,,,52,
2017-11-28T04:07:11.072Z,29,,,,,52,
2017-11-28T04:07:21.071Z,29,,,,,52,
2017-11-28T04:07:31.071Z,29,,,,,52,
2017-11-28T04:07:41.071Z,29,,,,,52,
2017-11-28T04:07:51.073Z,28.9,,,,,52,
2017-11-28T04:08:01.072Z,28.9,,,,,52,
2017-11-28T04:08:11.071Z,28.9,,,,,52,
2017-11-28T04:08:21.074Z,28.9,,,,,52,35.7
2017-11-28T04:08:31.071Z,28.9,,,,,52,
2017-11-28T04:08:41.076Z,28.9,,,,,52,
2017-11-28T04:08:51.071Z,28.9,,,,,52,
2017-11-28T04:09:01.076Z,28.9,,,,,52,
2017-11-28T04:09:11.085Z,28.9,,,,,52,
2017-11-28T04:09:21.087Z,28.9,,,,,52,
2017-11-28T04:09:31.071Z,28.9,,,,,52,
2017-11-28T04:09:41.088Z,28.9,,,,,52,
2017-11-28T04:09:51.082Z,28.9,,,,,52,
2017-11-28T04:10:01.081Z,28.9,,,,,52,
2017-11-28T04:10:11.083Z,28.9,,,,,52,
2017-11-28T04:10:21.081Z,28.9,,,,,52,35.6
2017-11-28T04:10:31.082Z,28.9,,,,,52,
2017-11-28T04:10:41.081Z,28.9,,,,,52,
2017-11-28T04:10:51.080Z,28.9,,,,,52,
2017-11-28T04:11:01.083Z,28.9,,,,,52,
2017-11-28T04:11:11.086Z,28.9,,,,,52,
2017-11-28T04:11:21.083Z,28.9,,,,,52,
2017-11-28T04:11:31.082Z,28.9,,,,,52,
2017-11-28T04:11:41.080Z,28.7,,,,,52,
2017-11-28T04:11:51.088Z,28.9,,,,,52,
2017-11-28T04:12:01.084Z,28.7,,,,,52,
2017-11-28T04:12:11.110Z,28.7,,,,,52,
2017-11-28T04:12:21.080Z,28.7,,,,,52,
2017-11-28T04:12:31.082Z,28.7,,,,,52,35.5
2017-11-28T04:12:41.086Z,28.7,,,,,52,
2017-11-28T04:12:51.085Z,28.7,,,,,52,
2017-11-28T04:13:01.085Z,28.7,,,,,52,
2017-11-28T04:13:11.081Z,28.7,,,,,52,
2017-11-28T04:13:21.080Z,28.7,,,,,52,
2017-11-28T04:13:31.081Z,28.7,,,,,52,
2017-11-28T04:13:41.079Z,28.7,,,,,52,
2017-11-28T04:13:51.081Z,28.7,,,,,52,
2017-11-28T04:14:01.071Z,28.7,,,,,52,
2017-11-28T04:14:11.085Z,28.7,,,,,52,
2017-11-28T04:14:21.078Z,28.7,,,,,52,
2017-11-28T04:14:31.083Z,28.7,,,,,52,
2017-11-28T04:14:41.080Z,28.7,,,,,52,
2017-11-28T04:14:51.087Z,28.7,,,,,52,35.4
2017-11-28T04:15:01.072Z,28.7,,,,,52,
2017-11-28T04:15:11.077Z,28.7,,,,,52,
2017-11-28T04:15:21.084Z,28.6,,,,,52,
2017-11-28T04:15:31.083Z,28.6,,,,,52,
2017-11-28T04:15:41.086Z,28.6,,,,,52,
2017-11-28T04:15:51.079Z,28.6,,,,,52,
2017-11-28T04:16:01.079Z,28.6,,,,,52,
2017-11-28T04:16:11.080Z,28.6,,,,,52,
2017-11-28T04:16:21.077Z,28.6,,,,,52,
2017-11-28T04:16:31.078Z,28.6,,,,,52,
2017-11-28T04:16:41.076Z,28.6,,,,,52,
2017-11-28T04:16:51.076Z,28.6,,,,,52,
2017-11-28T04:17:01.098Z,28.6,,,,,52,
2017-11-28T04:17:11.075Z,28.6,0,58,,2,52,35.4
2017-11-28T04:17:21.075Z,28.6,0,5,0,0,52,39.1
2017-11-28T04:17:31.081Z,28.6,,,,,52,33.9
2017-11-28T04:17:41.075Z,28.6,0,58,,2,52,30.9
2017-11-28T04:17:51.082Z,28.6,0,5,,0,52,28.9
2017-11-28T04:18:01.080Z,28.6,0,58,,2,52,27.2
2017-11-28T04:18:11.074Z,28.6,,,,,52,26.7
2017-11-28T04:18:21.074Z,28.6,,,,,52,26.5
2017-11-28T04:18:31.080Z,28.6,,,,,52,27
2017-11-28T04:18:41.074Z,28.5,,,,,52,27.2
2017-11-28T04:18:51.076Z,28.5,,,,,52,27.6
2017-11-28T04:19:01.077Z,28.5,,,,,52,27.7
2017-11-28T04:19:11.077Z,28.5,,,,,52,
2017-11-28T04:19:21.075Z,28.5,,,,,52,27.6
2017-11-28T04:19:31.076Z,28.5,,,,,52,27.5
2017-11-28T04:19:41.074Z,28.5,,,,,52,27.3
2017-11-28T04:19:51.073Z,28.5,,,,,52,27.2
2017-11-28T04:20:01.076Z,28.5,,,,,52,
2017-11-28T04:20:11.075Z,28.5,,,,,52,27.3
2017-11-28T04:20:21.072Z,28.5,,,,,52,
2017-11-28T04:20:31.077Z,28.5,,,,,52,
2017-11-28T04:20:41.072Z,28.5,,,,,52,
2017-11-28T04:20:51.083Z,28.5,,,,,52,
2017-11-28T04:21:01.078Z,28.5,,,,,52,
2017-11-28T04:21:11.079Z,28.5,,,,,52,
2017-11-28T04:21:21.071Z,28.4,,,,,52,
2017-11-28T04:21:31.078Z,28.4,,,,,52,
2017-11-28T04:21:41.072Z,28.4,,,,,52,
2017-11-28T04:21:51.076Z,28.4,,,,,52,
2017-11-28T04:22:01.083Z,28.4,,,,,52,
2017-11-28T04:22:11.077Z,28.4,,,,,52,
2017-11-28T04:22:21.077Z,28.4,,,,,52,
2017-11-28T04:22:31.075Z,28.4,,,,,52,
2017-11-28T04:22:41.074Z,28.4,,,,,52,27.5
2017-11-28T04:22:51.072Z,28.4,,,,,52,
2017-11-28T04:23:01.076Z,28.4,,,,,52,27.6
2017-11-28T04:23:11.071Z,28.3,0,,40,2,52,31.3
2017-11-28T04:23:21.079Z,28.3,,,30,,52,35.2
2017-11-28T04:23:31.091Z,28.3,,,30,,52,33.9
2017-11-28T04:23:41.070Z,28.3,,,29,,52,33.5
2017-11-28T04:23:51.073Z,28.3,,,29,,52,32.8
2017-11-28T04:24:01.072Z,28.3,,,30,,52,32.6
2017-11-28T04:24:11.077Z,28.3,,,29,,52,
2017-11-28T04:24:21.079Z,28.3,,,29,,52,33.1
2017-11-28T04:24:31.072Z,28.3,,,,,52,33.2
2017-11-28T04:24:41.070Z,28.3,,,30,,52,33.5
2017-11-28T04:24:51.070Z,28.3,,,29,,52,33.7
2017-11-28T04:25:01.071Z,28.3,,,29,,52,34
2017-11-28T04:25:11.070Z,28.1,,,,,52,34.1
2017-11-28T04:25:21.072Z,28.1,,,,,52,34.3
2017-11-28T04:25:31.072Z,28.1,,,,,52,34.5
2017-11-28T04:25:41.075Z,28.1,,,,,52,34.6
2017-11-28T04:25:51.070Z,28.1,,,,,52,34.8
2017-11-28T04:26:01.127Z,28.1,,,,,52,35.1
2017-11-28T04:26:11.071Z,28.1,,,,,52,
2017-11-28T04:26:21.135Z,28.1,,,,,52,35.3
2017-11-28T04:26:31.070Z,28.1,,,,,52,35.4
2017-11-28T04:26:41.099Z,28.1,,,30,,52,35.6
2017-11-28T04:26:51.072Z,28.1,,,,,52,35.7
2017-11-28T04:27:01.079Z,28.1,,,29,,52,36
2017-11-28T04:27:11.070Z,28.1,,,,,52,
2017-11-28T04:27:21.079Z,28.1,,,,,52,36.2
2017-11-28T04:27:31.071Z,28.1,,,,,52,36.4
2017-11-28T04:27:41.074Z,28.1,,,,,52,36.6
2017-11-28T04:27:51.070Z,28.1,,,,,52,36.7
2017-11-28T04:28:01.071Z,28.1,,,29,,52,37.1
2017-11-28T04:28:11.073Z,28.1,,,,,52,37.2
2017-11-28T04:28:21.071Z,28.1,,,,,52,37.3
2017-11-28T04:28:31.070Z,28.1,,,30,,52,37.5
2017-11-28T04:28:41.070Z,28.1,,,29,,52,37.7
2017-11-28T04:28:51.072Z,28.1,,,30,,52,38
2017-11-28T04:29:01.098Z,28.1,,,29,,52,
2017-11-28T04:29:11.071Z,28.1,,,30,,52,38.2
2017-11-28T04:29:21.071Z,28.1,,,29,,52,38.4
2017-11-28T04:29:31.071Z,28.1,,,,,52,38.6
2017-11-28T04:29:41.071Z,28.1,,,,,52,38.7
2017-11-28T04:29:51.070Z,28.3,,,,,52,39.1
2017-11-28T04:30:01.070Z,28.1,,,30,,52,
2017-11-28T04:30:11.070Z,28.3,,,29,,52,39.3
2017-11-28T04:30:21.071Z,28.3,,,,,52,39.5
2017-11-28T04:30:31.076Z,28.3,,,,,52,39.6
2017-11-28T04:30:41.070Z,28.3,,,,,52,39.8
2017-11-28T04:30:51.075Z,28.3,,,,,52,40
2017-11-28T04:31:01.071Z,28.3,,,,,52,40.1
2017-11-28T04:31:11.070Z,28.3,,,,,52,40.3
2017-11-28T04:31:21.071Z,28.3,,,,,52,40.4
2017-11-28T04:31:31.070Z,28.3,,,30,,52,40.5
2017-11-28T04:31:41.070Z,28.3,,,29,,52,40.7
2017-11-28T04:31:51.071Z,28.3,,,,,52,40.8
2017-11-28T04:32:01.070Z,28.4,,,,,52,41
2017-11-28T04:32:11.070Z,28.4,,,30,,52,41.2
2017-11-28T04:32:21.070Z,28.4,,,,,52,41.3
2017-11-28T04:32:31.070Z,28.4,,,29,,52,41.4
2017-11-28T04:32:41.071Z,28.4,,,30,,52,41.6
2017-11-28T04:32:51.071Z,28.4,,,29,,52,41.7
2017-11-28T04:33:01.070Z,28.4,,,,,52,41.9
2017-11-28T04:33:11.070Z,28.4,,,,,52,42
2017-11-28T04:33:21.073Z,28.5,,,30,,52,42.2
2017-11-28T04:33:31.070Z,28.5,,,29,,52,42.3
2017-11-28T04:33:41.070Z,28.5,,,30,,52,42.6
2017-11-28T04:33:51.072Z,28.5,0,,0,2,52,41.9
2017-11-28T04:34:01.075Z,28.5,,,,,52,38.9
2017-11-28T04:34:11.075Z,28.5,,,,,52,38.5
2017-11-28T04:34:21.070Z,28.5,,,,,52,37.9
2017-11-28T04:34:31.070Z,28.6,,,,,52,37.8
2017-11-28T04:34:41.070Z,28.6,,,,,52,37.7
2017-11-28T04:34:51.070Z,28.6,,,,,52,
2017-11-28T04:35:01.070Z,28.6,,,,,52,
2017-11-28T04:35:11.075Z,28.6,,,,,52,
2017-11-28T04:35:21.074Z,28.6,,,,,52,37.6
2017-11-28T04:35:31.073Z,28.6,,,,,52,37.4
2017-11-28T04:35:41.074Z,28.6,,,,,52,37.3
2017-11-28T04:35:51.076Z,28.7,,,,,52,
2017-11-28T04:36:01.075Z,28.7,,,,,52,
2017-11-28T04:36:11.070Z,28.7,,,,,52,37.2
2017-11-28T04:36:21.074Z,28.7,,,,,52,
2017-11-28T04:36:31.084Z,28.7,,,,,52,
2017-11-28T04:36:41.087Z,28.7,,,,,52,37.1
2017-11-28T04:36:51.070Z,28.7,,,,,52,36.9
2017-11-28T04:37:01.074Z,28.7,,,,,52,37.1
2017-11-28T04:37:11.073Z,28.9,,,,,52,37.1
2017-11-28T04:37:21.075Z,28.9,,,,,52,36.9
2017-11-28T04:37:31.070Z,28.9,,,,,52,
2017-11-28T04:37:41.076Z,28.9,,,,,52,
2017-11-28T04:37:51.075Z,28.9,,,,,52,
2017-11-28T04:38:01.070Z,28.9,,,,,52,
2017-11-28T04:38:11.070Z,28.9,,,,,52,
2017-11-28T04:38:21.075Z,28.9,,,,,52,
2017-11-28T04:38:31.075Z,28.9,,,,,52,
2017-11-28T04:38:41.075Z,28.9,,,,,52,
2017-11-28T04:38:51.070Z,29,,,,,52,
2017-11-28T04:39:01.070Z,28.9,,,,,52,
2017-11-28T04:39:11.070Z,29,,,,,52,
2017-11-28T04:39:21.070Z,29,,,,,52,
2017-11-28T04:39:31.073Z,29,,,,,52,
2017-11-28T04:39:41.071Z,29,,,,,52,
2017-11-28T04:39:51.071Z,29,,,,,52,37.1
2017-11-28T04:40:01.075Z,29,,,,,52,
2017-11-28T04:40:11.071Z,29,,,,,52,
2017-11-28T04:40:21.070Z,29,,,,,52,
2017-11-28T04:40:31.070Z,29,,,,,52,
2017-11-28T04:40:41.071Z,29,,,,,52,37.2
2017-11-28T04:40:51.075Z,29,,,,,52,
2017-11-28T04:41:01.071Z,29,,,,,52,
2017-11-28T04:41:11.070Z,29,,,,,52,37.3
2017-11-28T04:41:21.070Z,29.1,,,,,52,
2017-11-28T04:41:31.070Z,29.1,,,,,52,
2017-11-28T04:41:41.134Z,29.1,,,,,52,
2017-11-28T04:41:51.070Z,29.1,,,,,52,
2017-11-28T04:42:01.070Z,29.1,,,,,52,37.4
2017-11-28T04:42:11.071Z,29.1,,,,,52,
2017-11-28T04:42:21.096Z,29.1,,,,,52,
2017-11-28T04:42:31.070Z,29.1,,,,,52,
2017-11-28T04:42:41.074Z,29.1,,,,,52,
2017-11-28T04:42:51.070Z,29.1,0,5,,0,52,
2017-11-28T04:43:01.073Z,29.1,,,,,52,
2017-11-28T04:43:11.071Z,29.1,,,,,52,
2017-11-28T04:43:21.070Z,29.1,,,,,52,
2017-11-28T04:43:31.075Z,29.1,,,,,52,
2017-11-28T04:43:41.070Z,29.1,,,,,52,
2017-11-28T04:43:51.070Z,29.1,,,,,52,
2017-11-28T04:44:01.070Z,29.1,,,,,52,
2017-11-28T04:44:11.072Z,29.1,,,,,52,
2017-11-28T04:44:21.073Z,29.1,,,,,52,
2017-11-28T04:44:31.070Z,29.1,,,,,52,
2017-11-28T04:44:41.070Z,29.1,,,,,52,
2017-11-28T04:44:51.070Z,29.1,,,,,52,
2017-11-28T04:45:01.070Z,29.1,,,,,52,37.3
2017-11-28T04:45:11.070Z,29.1,,,,,52,
2017-11-28T04:45:21.071Z,29.1,,,,,52,
2017-11-28T04:45:31.070Z,29.1,,,,,52,
2017-11-28T04:45:41.071Z,29.1,,,,,52,
2017-11-28T04:45:51.070Z,29.1,,,,,52,
2017-11-28T04:46:01.070Z,29.1,,,,,52,
2017-11-28T04:46:11.070Z,29.1,,,,,52,
2017-11-28T04:46:21.076Z,29.1,,,,,52,37.2
2017-11-28T04:46:31.070Z,29.1,,,,,52,
2017-11-28T04:46:41.077Z,29.1,,,,,52,
2017-11-28T04:46:51.070Z,29.2,,,,,52,
2017-11-28T04:47:01.073Z,29.1,,,,,52,
2017-11-28T04:47:11.071Z,29.1,,,,,52,
2017-11-28T04:47:21.072Z,29.2,,,,,52,
2017-11-28T04:47:31.070Z,29.2,,,,,52,
2017-11-28T04:47:41.071Z,29.2,,,,,52,
2017-11-28T04:47:51.070Z,29.2,,,,,52,37.1
2017-11-28T04:48:01.070Z,29.1,,,,,52,
2017-11-28T04:48:11.071Z,29.2,,,,,52,
2017-11-28T04:48:21.076Z,29.2,,,,,52,
2017-11-28T04:48:31.075Z,29.1,,,,,52,
2017-11-28T04:48:41.071Z,29.2,,,,,52,
2017-11-28T04:48:51.070Z,29.2,,,,,52,
2017-11-28T04:49:01.070Z,29.2,,,,,52,36.9
2017-11-28T04:49:11.071Z,29.2,,,,,52,
2017-11-28T04:49:21.071Z,29.2,,,,,52,
2017-11-28T04:49:31.071Z,29.2,,,,,52,
2017-11-28T04:49:41.070Z,29.2,,,,,52,
2017-11-28T04:49:51.073Z,29.1,,,,,52,
2017-11-28T04:50:01.076Z,29.2,,,,,52,
2017-11-28T04:50:11.071Z,29.2,,,,,52,
2017-11-28T04:50:21.070Z,29.2,,,,,52,36.8
2017-11-28T04:50:31.070Z,29.2,,,,,52,
2017-11-28T04:50:41.071Z,29.2,,,,,52,
2017-11-28T04:50:51.075Z,29.2,0,58,,2,52,
2017-11-28T04:51:01.076Z,29.2,0,5,,0,52,
2017-11-28T04:51:11.070Z,29.2,,,,,52,
2017-11-28T04:51:21.070Z,29.2,0,58,,2,52,
2017-11-28T04:51:31.072Z,29.1,,,,,52,36.7
2017-11-28T04:51:41.070Z,29.1,0,5,,0,52,
2017-11-28T04:51:51.070Z,29.1,,,,,52,
2017-11-28T04:52:01.072Z,29.1,,,,,52,
2017-11-28T04:52:11.070Z,29.1,,,,,52,
2017-11-28T04:52:21.072Z,29.1,,,,,52,
2017-11-28T04:52:31.071Z,29.1,,,,,52,
2017-11-28T04:52:41.075Z,29.1,,,,,52,
2017-11-28T04:52:51.070Z,29.1,,,,,52,36.6
2017-11-28T04:53:01.074Z,29.1,,,,,52,
2017-11-28T04:53:11.070Z,29.1,,,,,52,
2017-11-28T04:53:21.073Z,29.1,,,,,52,
2017-11-28T04:53:31.070Z,29.1,,,,,52,
2017-11-28T04:53:41.074Z,29.1,,,,,52,
2017-11-28T04:53:51.071Z,29.1,,,,,52,
2017-11-28T04:54:01.071Z,29.1,,,,,52,
2017-11-28T04:54:11.074Z,29.1,,,,,52,
2017-11-28T04:54:21.074Z,29.1,,,,,52,
2017-11-28T04:54:31.074Z,29.1,,,,,52,36.5
2017-11-28T04:54:41.094Z,29.1,,,,,52,
2017-11-28T04:54:51.074Z,29.1,0,5,0,0,52,36.5
2017-11-28T04:55:01.075Z,29.1,,,,,52,
2017-11-28T04:55:11.075Z,29.1,,,,,52,
2017-11-28T04:55:21.073Z,29.1,,,,,52,
2017-11-28T04:55:31.078Z,29.1,,,,,52,
2017-11-28T04:55:41.070Z,29.1,,,,,52,
2017-11-28T04:55:51.071Z,29.1,,,,,52,
2017-11-28T04:56:01.071Z,29.1,,,,,52,36.4
2017-11-28T04:56:11.070Z,29.1,,,,,52,
2017-11-28T04:56:21.071Z,29.1,0,58,,2,52,
2017-11-28T04:56:31.071Z,29.1,,,,,52,
2017-11-28T04:56:41.070Z,29.1,0,5,,0,52,
2017-11-28T04:56:51.074Z,29.1,,,,,52,
2017-11-28T04:57:01.070Z,29.1,,,,,52,
2017-11-28T04:57:11.070Z,29.1,,,,,52,
2017-11-28T04:57:21.078Z,29.1,,,,,52,
2017-11-28T04:57:31.131Z,29.1,,,,,52,
2017-11-28T04:57:41.118Z,29,,,,,52,
2017-11-28T04:57:51.111Z,29,,,,,52,
2017-11-28T04:58:01.071Z,29,,,,,52,36.3
2017-11-28T04:58:11.070Z,29,,,,,52,
2017-11-28T04:58:21.075Z,29,,,,,52,
2017-11-28T04:58:31.071Z,29,,,,,52,
2017-11-28T04:58:41.070Z,29,,,,,52,
2017-11-28T04:58:51.074Z,29,,,,,52,
2017-11-28T04:59:01.075Z,29,,,,,52,
2017-11-28T04:59:11.070Z,29,,,,,52,
2017-11-28T04:59:21.070Z,29,,,,,52,
2017-11-28T04:59:31.070Z,29,,,,,52,
2017-11-28T04:59:41.070Z,29,,,,,52,36.2
2017-11-28T04:59:51.072Z,29,,,,,52,
2017-11-28T05:00:01.070Z,29,,,,,52,
2017-11-28T05:00:11.070Z,29,0,58,,2,52,
2017-11-28T05:00:21.070Z,29,0,5,,0,52,
2017-11-28T05:00:31.071Z,29,,,,,52,
2017-11-28T05:00:41.075Z,29,0,58,,2,52,
2017-11-28T05:00:51.075Z,29,,,,,52,
2017-11-28T05:01:01.071Z,29,,,,,52,
2017-11-28T05:01:11.070Z,29,,,,,52,
2017-11-28T05:01:21.069Z,29,,,,,52,
2017-11-28T05:01:31.070Z,29,,,,,52,
2017-11-28T05:01:41.070Z,29,,,,,52,
2017-11-28T05:01:51.070Z,29,,,,,52,36.1
2017-11-28T05:02:01.070Z,29,,,,,52,
2017-11-28T05:02:11.070Z,28.9,,,,,52,
2017-11-28T05:02:21.070Z,28.9,,,,,52,
2017-11-28T05:02:31.071Z,28.9,,,,,52,
2017-11-28T05:02:41.070Z,28.9,0,5,,0,52,
2017-11-28T05:02:51.071Z,28.9,,,,,52,
2017-11-28T05:03:01.070Z,28.9,,,,,52,
2017-11-28T05:03:11.070Z,28.9,,,,,52,
2017-11-28T05:03:21.070Z,28.9,,,,,52,
2017-11-28T05:03:31.070Z,28.9,,,,,52,
2017-11-28T05:03:41.070Z,28.9,,,,,52,
2017-11-28T05:03:51.070Z,28.9,,,,,52,
2017-11-28T05:04:01.070Z,28.9,,,,,52,
2017-11-28T05:04:11.070Z,28.9,,,,,52,36
2017-11-28T05:04:21.070Z,28.9,,,,,52,
2017-11-28T05:04:31.073Z,28.9,,,,,52,
2017-11-28T05:04:41.070Z,28.9,,,,,52,
2017-11-28T05:04:51.070Z,28.9,,,,,52,
2017-11-28T05:05:01.070Z,28.9,,,,,52,
2017-11-28T05:05:11.074Z,28.9,,,,,52,
2017-11-28T05:05:21.071Z,28.7,,,,,52,
2017-11-28T05:05:31.070Z,28.9,,,,,52,
2017-11-28T05:05:41.071Z,28.7,,,,,52,
2017-11-28T05:05:51.077Z,28.7,,,,,52,
2017-11-28T05:06:01.070Z,28.7,,,,,52,
2017-11-28T05:06:11.070Z,28.7,,,,,52,35.9
2017-11-28T05:06:21.070Z,28.7,,,,,52,36
2017-11-28T05:06:31.070Z,28.7,,,,,52,35.9
2017-11-28T05:06:41.070Z,28.7,,,,,52,
2017-11-28T05:06:51.070Z,28.7,,,,,52,
2017-11-28T05:07:01.069Z,28.7,,,,,52,
2017-11-28T05:07:11.079Z,28.7,,,,,52,
2017-11-28T05:07:21.081Z,28.7,,,,,52,
2017-11-28T05:07:31.071Z,28.7,,,,,52,
2017-11-28T05:07:41.091Z,28.7,,,,,52,
2017-11-28T05:07:51.094Z,28.7,,,,,52,
2017-11-28T05:08:01.070Z,28.7,,,,,52,
2017-11-28T05:08:11.071Z,28.7,,,,,52,
2017-11-28T05:08:21.079Z,28.7,,,,,52,
2017-11-28T05:08:31.075Z,28.7,,,,,52,
2017-11-28T05:08:41.099Z,28.6,,,,,52,
2017-11-28T05:08:51.120Z,28.6,,,,,52,
2017-11-28T05:09:01.070Z,28.6,,,,,52,35.8
2017-11-28T05:09:11.070Z,28.6,,,,,52,
2017-11-28T05:09:21.071Z,28.6,,,,,52,
2017-11-28T05:09:31.070Z,28.6,,,,,52,
2017-11-28T05:09:41.070Z,28.6,0,58,,2,52,
2017-11-28T05:09:51.077Z,28.6,,,,,52,
2017-11-28T05:10:01.102Z,28.6,,,,,52,
2017-11-28T05:10:11.082Z,28.6,,,,,52,
2017-11-28T05:10:21.072Z,28.6,,,,,52,
2017-11-28T05:10:31.070Z,28.6,,,,,52,
2017-11-28T05:10:41.082Z,28.6,,,,,52,
2017-11-28T05:10:51.070Z,28.6,,,,,52,
2017-11-28T05:11:01.069Z,28.6,,,,,52,
2017-11-28T05:11:11.071Z,28.6,,,,,52,
2017-11-28T05:11:21.070Z,28.6,,,,,52,
2017-11-28T05:11:31.070Z,28.6,,,,,52,
2017-11-28T05:11:41.070Z,28.6,,,,,52,35.7
