Time,ActPow,HwTSet,ChActive,PrimT,HwTOutlet,PrimTSet,HwActive
2017-12-12T06:07:30.406Z,29,50,,46,36.6,,
2017-12-12T06:07:40.422Z,,50,,,36.5,,
2017-12-12T06:07:50.406Z,30,50,,46.2,36.5,,
2017-12-12T06:08:00.432Z,29,50,,,36.5,,
2017-12-12T06:08:10.414Z,,50,,46.4,36.4,,
2017-12-12T06:08:20.406Z,,50,,46.5,36.4,,
2017-12-12T06:08:30.420Z,,50,,46.6,36.3,,
2017-12-12T06:08:40.405Z,,50,,46.7,36.3,,
2017-12-12T06:08:50.405Z,30,50,,46.8,36.3,,
2017-12-12T06:09:00.405Z,29,50,,47,36.3,,
2017-12-12T06:09:10.405Z,,50,,,36.2,,
2017-12-12T06:09:20.405Z,30,50,,47.2,36.2,,
2017-12-12T06:09:30.406Z,0,50,1,46.9,36.2,,0
2017-12-12T06:09:40.405Z,,50,,44.8,36.2,,
2017-12-12T06:09:50.426Z,,50,,43.7,36.1,,
2017-12-12T06:10:00.406Z,,50,,42.7,36.1,,
2017-12-12T06:10:10.406Z,,50,,42.6,36.1,,
2017-12-12T06:10:20.405Z,,50,,42.4,36,,
2017-12-12T06:10:30.405Z,,50,,,36,,
2017-12-12T06:10:40.405Z,,50,,,36,,
2017-12-12T06:10:50.405Z,,50,,42.3,35.9,,
2017-12-12T06:11:00.405Z,,50,,42.2,35.9,,
2017-12-12T06:11:10.405Z,,50,,41.9,35.9,,
2017-12-12T06:11:20.417Z,,50,,,35.9,,
2017-12-12T06:11:30.405Z,,50,,41.8,35.8,,
2017-12-12T06:11:40.406Z,,50,,,35.8,,
2017-12-12T06:11:50.405Z,,50,,41.7,35.8,,
2017-12-12T06:12:00.429Z,,50,,,35.8,,
2017-12-12T06:12:10.406Z,,50,,41.6,35.7,,
2017-12-12T06:12:20.405Z,,50,,,35.7,,
2017-12-12T06:12:30.405Z,,50,,41.5,35.7,,
2017-12-12T06:12:40.405Z,,50,,41.4,35.7,,
2017-12-12T06:12:50.405Z,,50,,,35.7,,
2017-12-12T06:13:00.405Z,,50,,,35.6,,
2017-12-12T06:13:10.465Z,,50,,,35.6,,
2017-12-12T06:13:20.477Z,,50,,,35.6,,
2017-12-12T06:13:30.538Z,,50,,,35.5,,
2017-12-12T06:13:40.405Z,,50,,41.3,35.5,,
2017-12-12T06:13:50.412Z,,50,,,35.5,,
2017-12-12T06:14:00.490Z,,50,,,35.5,,
2017-12-12T06:14:10.509Z,,50,,,35.5,,
2017-12-12T06:14:20.468Z,,50,,,35.4,,
2017-12-12T06:14:30.453Z,,50,,,35.4,,
2017-12-12T06:14:40.445Z,,50,,,35.4,,
2017-12-12T06:14:53.866Z,,50,,,35.4,,
2017-12-12T06:15:00.422Z,,50,,41.4,35.3,,
2017-12-12T06:15:10.407Z,,50,,,35.3,,
2017-12-12T06:15:20.420Z,,50,,,35.3,,
2017-12-12T06:15:30.446Z,,50,,,35.3,,
2017-12-12T06:15:40.410Z,,50,,,35.2,,
2017-12-12T06:15:50.425Z,,50,,,35.2,,
2017-12-12T06:16:00.438Z,,50,,41.5,35.2,,
2017-12-12T06:16:10.405Z,,50,,,35.2,,
2017-12-12T06:16:20.405Z,,50,,,35.1,,
2017-12-12T06:16:30.405Z,,50,,,35.1,,
2017-12-12T06:16:40.411Z,,50,,,35.1,,
2017-12-12T06:16:50.405Z,,50,,,35.1,,
2017-12-12T06:17:00.412Z,,50,,,34.9,,
2017-12-12T06:17:10.405Z,,50,,41.6,34.9,,
2017-12-12T06:17:20.405Z,,50,,,34.9,,
2017-12-12T06:17:30.407Z,,50,,,34.9,,
2017-12-12T06:17:40.405Z,,50,,,34.8,,
2017-12-12T06:17:50.410Z,,50,,,34.8,,
2017-12-12T06:18:00.416Z,,50,,,34.8,,
2017-12-12T06:18:10.405Z,,50,,,34.8,,
2017-12-12T06:18:20.409Z,,50,,,34.7,,
2017-12-12T06:18:30.419Z,,50,,,34.7,,
2017-12-12T06:18:40.452Z,,50,,,34.7,,
2017-12-12T06:18:50.405Z,,50,,,34.7,,
2017-12-12T06:19:00.405Z,,50,,,34.6,,
2017-12-12T06:19:10.405Z,,50,,,34.6,,
2017-12-12T06:19:20.432Z,42,50,1,44.1,34.6,,0
2017-12-12T06:19:30.405Z,35,50,,47,34.6,,
2017-12-12T06:19:40.415Z,29,50,,45.8,34.6,,
2017-12-12T06:19:50.408Z,29,50,,43.9,34.5,,
2017-12-12T06:20:00.410Z,,50,,42.9,34.5,,
2017-12-12T06:20:10.437Z,30,50,,42.3,34.5,,
2017-12-12T06:20:20.405Z,,50,,42.2,34.5,,
2017-12-12T06:20:30.405Z,29,50,,42.4,34.4,,
2017-12-12T06:20:40.405Z,,50,,43,34.4,,
2017-12-12T06:20:50.405Z,,50,,43.3,34.4,,
2017-12-12T06:21:00.407Z,30,50,,43.5,34.4,,
2017-12-12T06:21:10.439Z,29,50,,43.6,34.4,,
2017-12-12T06:21:20.407Z,30,50,,43.7,34.3,,
2017-12-12T06:21:30.405Z,29,50,,44,34.3,,
2017-12-12T06:21:40.405Z,30,50,,,34.3,,
2017-12-12T06:21:50.420Z,29,50,,44.2,34.3,,
2017-12-12T06:22:00.405Z,,50,,44.4,34.3,,
2017-12-12T06:22:10.406Z,,50,,44.5,34.3,,
2017-12-12T06:22:20.405Z,,50,,44.7,34.3,,
2017-12-12T06:22:30.407Z,,50,,44.8,34.2,,
2017-12-12T06:22:40.405Z,,50,,45,34.2,,
2017-12-12T06:22:50.405Z,,50,,45.1,34.2,,
2017-12-12T06:23:00.405Z,,50,,45.2,34.2,,
2017-12-12T06:23:10.405Z,,50,,45.3,34.2,,
2017-12-12T06:23:20.405Z,,50,,45.4,34.2,,
2017-12-12T06:23:30.407Z,,50,,45.5,34.1,,
2017-12-12T06:23:40.405Z,,50,,45.6,34.1,,
2017-12-12T06:23:50.405Z,,50,,45.7,34.1,,
2017-12-12T06:24:00.405Z,30,50,,45.8,34.1,,
2017-12-12T06:24:10.405Z,29,50,,46,34.1,,
2017-12-12T06:24:20.406Z,,50,,,34.1,,
2017-12-12T06:24:30.411Z,30,50,,46.1,34.1,,
2017-12-12T06:24:40.405Z,,50,,46.3,34.1,,
2017-12-12T06:24:50.405Z,29,50,,46.4,34.1,,
2017-12-12T06:25:00.405Z,,50,,46.5,34.1,,
2017-12-12T06:25:10.408Z,30,50,,46.6,34,,
2017-12-12T06:25:20.405Z,,50,,46.7,34,,
2017-12-12T06:25:30.405Z,,50,,46.8,34,,
2017-12-12T06:25:40.405Z,29,50,,47,34,,
2017-12-12T06:25:50.405Z,,50,,,34,,
2017-12-12T06:26:00.405Z,30,50,,47.2,34,,
2017-12-12T06:26:10.408Z,0,50,1,46.7,34,,0
2017-12-12T06:26:20.407Z,,50,,44.9,34,,
2017-12-12T06:26:30.405Z,,50,,43.8,34,,
2017-12-12T06:26:40.405Z,,50,,42.8,34,,
2017-12-12T06:26:50.405Z,,50,,42.6,34,,
2017-12-12T06:27:00.405Z,,50,,42.4,34,,
2017-12-12T06:27:10.405Z,,50,,,34,,
2017-12-12T06:27:20.405Z,,50,,,34,,
2017-12-12T06:27:30.413Z,,50,,42.3,33.9,,
2017-12-12T06:27:40.405Z,,50,,42.2,33.9,,
2017-12-12T06:27:50.406Z,,50,,42.1,33.9,,
2017-12-12T06:28:00.405Z,,50,,41.9,33.9,,
2017-12-12T06:28:10.405Z,,50,,41.8,33.9,,
2017-12-12T06:28:20.407Z,,50,,,33.9,,
2017-12-12T06:28:30.405Z,,50,,,33.9,,
2017-12-12T06:28:40.413Z,,50,,41.7,33.9,,
2017-12-12T06:28:50.405Z,,50,,,33.9,,
2017-12-12T06:29:00.414Z,,50,,41.6,33.9,,
2017-12-12T06:29:10.405Z,,50,,41.4,33.9,,
2017-12-12T06:29:20.404Z,,50,,,33.9,,
2017-12-12T06:29:30.437Z,,50,,,33.9,,
2017-12-12T06:29:40.405Z,,50,,,33.9,,
2017-12-12T06:29:50.416Z,,50,,,33.9,,
2017-12-12T06:30:00.407Z,,50,,,33.8,,
2017-12-12T06:30:10.405Z,,50,,,33.8,,
2017-12-12T06:30:20.405Z,,50,,,33.8,,
2017-12-12T06:30:30.414Z,,50,,,33.8,,
2017-12-12T06:30:40.405Z,,50,,41.3,33.8,,
2017-12-12T06:30:50.405Z,,50,,,33.8,,
2017-12-12T06:31:00.407Z,,50,,,33.8,,
2017-12-12T06:31:10.416Z,,50,,,33.8,,
2017-12-12T06:31:20.405Z,,50,,,33.8,,
2017-12-12T06:31:30.405Z,,50,,,33.8,,
2017-12-12T06:31:40.406Z,,50,,41.4,33.7,,
2017-12-12T06:31:50.404Z,,50,,,33.7,,
2017-12-12T06:32:00.405Z,,50,,,33.7,,
2017-12-12T06:32:10.405Z,,50,,,33.7,,
2017-12-12T06:32:20.405Z,,50,,,33.7,,
2017-12-12T06:32:30.413Z,,50,,41.5,33.7,,
2017-12-12T06:32:40.462Z,,50,,,33.7,,
2017-12-12T06:32:50.405Z,,50,,,33.7,,
2017-12-12T06:33:00.422Z,,50,,41.6,33.6,,
2017-12-12T06:33:10.405Z,,50,,,33.7,,
2017-12-12T06:33:20.405Z,,50,,,33.6,,
2017-12-12T06:33:30.405Z,,50,,,33.6,,
2017-12-12T06:33:40.405Z,,50,,,33.6,,
2017-12-12T06:33:50.424Z,,50,,,33.6,,
2017-12-12T06:34:00.406Z,,50,,41.7,33.6,,
2017-12-12T06:34:10.421Z,,50,,,33.6,,
2017-12-12T06:34:20.426Z,,50,,,33.6,,
2017-12-12T06:34:30.405Z,,50,,,33.6,,
2017-12-12T06:34:40.405Z,,50,,,33.5,,
2017-12-12T06:34:50.405Z,,50,,,33.5,,
2017-12-12T06:35:00.415Z,,50,,,33.5,,
2017-12-12T06:35:10.417Z,,50,,,33.5,,
2017-12-12T06:35:20.441Z,39,50,1,45.2,33.5,,0
2017-12-12T06:35:30.405Z,34,50,,47.1,33.5,,
2017-12-12T06:35:40.412Z,29,50,,45.8,33.5,,
2017-12-12T06:35:50.442Z,,50,,43.9,33.5,,
2017-12-12T06:36:00.436Z,,50,,42.9,33.5,,
2017-12-12T06:36:10.452Z,,50,,42.7,33.5,,
2017-12-12T06:36:20.405Z,30,50,,42.6,33.4,,
2017-12-12T06:36:30.406Z,29,50,,43,33.4,,
2017-12-12T06:36:40.407Z,,50,,43.3,33.4,,
2017-12-12T06:36:50.405Z,,50,,43.6,33.4,,
2017-12-12T06:37:00.405Z,,50,,43.8,33.4,,
2017-12-12T06:37:10.405Z,29,50,,43.9,33.4,,
2017-12-12T06:37:20.446Z,30,50,,44,33.4,,
2017-12-12T06:37:30.429Z,29,50,,44.2,33.4,,
2017-12-12T06:37:40.418Z,,50,,44.3,33.4,,
2017-12-12T06:37:50.434Z,,50,,44.5,33.4,,
2017-12-12T06:38:00.424Z,,50,,44.7,33.4,,
2017-12-12T06:38:10.431Z,30,50,,44.8,33.4,,
2017-12-12T06:38:20.414Z,29,50,,45,33.3,,
2017-12-12T06:38:30.442Z,,50,,45.1,33.4,,
2017-12-12T06:38:40.412Z,,50,,45.2,33.3,,
2017-12-12T06:38:50.465Z,,50,,45.4,33.3,,
2017-12-12T06:39:00.405Z,,50,,45.5,33.3,,
2017-12-12T06:39:10.418Z,30,50,,45.6,33.3,,
2017-12-12T06:39:20.421Z,29,50,,45.7,33.3,,
2017-12-12T06:39:30.414Z,,50,,45.8,33.3,,
2017-12-12T06:39:40.419Z,,50,,45.9,33.3,,
2017-12-12T06:39:50.419Z,29,50,,46,33.3,,
2017-12-12T06:40:00.425Z,,50,,,33.3,,
2017-12-12T06:40:10.427Z,,50,,46.2,33.3,,
2017-12-12T06:40:20.405Z,30,50,,46.3,33.3,,
2017-12-12T06:40:30.457Z,,50,,46.4,33.3,,
2017-12-12T06:40:40.422Z,29,50,,46.5,33.3,,
2017-12-12T06:40:50.494Z,30,50,,46.6,33.3,,
2017-12-12T06:41:00.439Z,,50,,46.7,33.3,,
2017-12-12T06:41:10.428Z,29,50,,46.8,33.3,,
2017-12-12T06:41:20.405Z,,50,,47,33.3,,
2017-12-12T06:41:30.428Z,30,50,,47.1,33.3,,
2017-12-12T06:41:40.406Z,,50,,47.2,33.3,,
2017-12-12T06:41:50.405Z,0,50,1,47.3,33.3,,0
2017-12-12T06:42:00.405Z,,50,,44.7,33.3,,
2017-12-12T06:42:10.416Z,,50,,43.8,33.3,,
2017-12-12T06:42:20.406Z,,50,,42.8,33.3,,
2017-12-12T06:42:30.405Z,,50,,42.7,33.3,,
2017-12-12T06:42:40.424Z,,50,,42.4,33.3,,
2017-12-12T06:42:50.405Z,,50,,,33.3,,
2017-12-12T06:43:00.432Z,,50,,,33.3,,
2017-12-12T06:43:10.468Z,,50,,,33.3,,
2017-12-12T06:43:20.405Z,,50,,42.3,33.3,,
2017-12-12T06:43:30.429Z,,50,,42.1,33.3,,
2017-12-12T06:43:40.405Z,,50,,41.9,33.3,,
2017-12-12T06:43:50.404Z,,50,,,33.3,,
2017-12-12T06:44:00.407Z,,50,,41.8,33.3,,
2017-12-12T06:44:10.404Z,,50,,,33.3,,
2017-12-12T06:44:20.405Z,,50,,41.7,33.3,,
2017-12-12T06:44:30.407Z,,50,,,33.3,,
2017-12-12T06:44:40.464Z,,50,,41.6,33.3,,
2017-12-12T06:44:50.405Z,,50,,41.5,33.3,,
2017-12-12T06:45:00.405Z,,50,,,33.3,,
2017-12-12T06:45:10.405Z,,50,,,33.3,,
2017-12-12T06:45:20.405Z,,50,,41.4,33.3,,
2017-12-12T06:45:30.528Z,,50,,,33.3,,
2017-12-12T06:45:40.527Z,,50,,,33.3,,
2017-12-12T06:45:50.532Z,,50,,,33.3,,
2017-12-12T06:46:01.202Z,,50,,,33.3,,
2017-12-12T06:46:11.072Z,,50,,,33.3,,
2017-12-12T06:46:20.531Z,,50,,,33.3,,
2017-12-12T06:46:30.542Z,,50,,,33.3,,
2017-12-12T06:46:40.527Z,,50,,,33.3,,
2017-12-12T06:46:50.520Z,,50,,,33.3,,
2017-12-12T06:47:00.528Z,,50,,,33.3,,
2017-12-12T06:47:11.201Z,,50,,,33.3,,
2017-12-12T06:47:20.528Z,,50,,,33.3,,
2017-12-12T06:47:30.528Z,,50,,,33.3,,
2017-12-12T06:47:40.525Z,,50,,,33.3,,
2017-12-12T06:47:50.519Z,,50,,,33.3,,
2017-12-12T06:48:00.515Z,,50,,41.5,33.3,,
2017-12-12T06:48:10.482Z,,50,,,33.3,,
2017-12-12T06:48:20.503Z,,50,,,33.3,,
2017-12-12T06:48:30.491Z,,50,,,33.2,,
2017-12-12T06:48:40.480Z,,50,,41.6,33.2,,
2017-12-12T06:48:50.478Z,,50,,,33.2,,
2017-12-12T06:49:00.455Z,,50,,,33.2,,
2017-12-12T06:49:10.411Z,,50,,41.7,33.2,,
2017-12-12T06:49:20.428Z,42,50,1,44.1,33.2,,0
2017-12-12T06:49:30.405Z,31,50,,48,33.2,,
2017-12-12T06:49:40.404Z,29,50,,45.9,33.2,,
2017-12-12T06:49:50.405Z,,50,,44.9,33.2,,
2017-12-12T06:50:00.433Z,29,50,,43.9,33.2,,
2017-12-12T06:50:10.423Z,0,50,1,43.5,33.2,,0
2017-12-12T06:50:20.406Z,,50,,40.8,33.2,,
2017-12-12T06:50:30.405Z,,50,,39.9,33.2,,
2017-12-12T06:50:40.415Z,,50,,39.2,33.2,,
2017-12-12T06:50:50.405Z,,50,,,33.2,,
2017-12-12T06:51:00.436Z,,50,,39.3,33.1,,
2017-12-12T06:51:10.405Z,,50,,,33.1,,
2017-12-12T06:51:20.404Z,,50,,,33.1,,
2017-12-12T06:51:30.407Z,,50,,39.2,33.1,,
2017-12-12T06:51:40.420Z,,50,,38.9,33.1,,
2017-12-12T06:51:50.430Z,,50,,,33.1,,
2017-12-12T06:52:00.405Z,,50,,38.8,33.1,,
2017-12-12T06:52:10.444Z,,50,,38.7,33.1,,
2017-12-12T06:52:20.417Z,,50,,38.6,33.1,,
2017-12-12T06:52:30.405Z,,50,,,33.1,,
2017-12-12T06:52:40.405Z,,50,,,33.1,,
2017-12-12T06:52:50.407Z,,50,,38.5,33.1,,
2017-12-12T06:53:00.431Z,,50,,,33.1,,
2017-12-12T06:53:10.405Z,0,50,1,38.3,33.1,59,0
2017-12-12T06:53:20.405Z,,50,,38.4,33.1,,
2017-12-12T06:53:30.406Z,,50,,38.3,33.1,,
2017-12-12T06:53:40.413Z,,50,,,33.1,,
2017-12-12T06:53:50.405Z,,50,,,32.9,,
2017-12-12T06:54:00.408Z,,50,,38.1,32.9,,
2017-12-12T06:54:10.405Z,,50,,37.9,32.9,,
2017-12-12T06:54:20.415Z,40,50,1,41.1,32.9,,0
2017-12-12T06:54:30.409Z,31,50,,43,32.9,,
2017-12-12T06:54:40.439Z,30,50,,,32.9,,
2017-12-12T06:54:50.404Z,29,50,,43.1,32.9,,
2017-12-12T06:55:00.445Z,,50,,43,32.9,,
2017-12-12T06:55:10.406Z,30,50,,,32.9,,
2017-12-12T06:55:20.418Z,29,50,,43.2,32.9,,
2017-12-12T06:55:30.404Z,,50,,43.4,32.9,,
2017-12-12T06:55:40.404Z,,50,,43.6,32.9,,
2017-12-12T06:55:50.421Z,30,50,,43.7,32.9,,
2017-12-12T06:56:00.405Z,29,50,,44,32.8,,
2017-12-12T06:56:10.416Z,,50,,,32.8,,
2017-12-12T06:56:20.480Z,,50,,44.2,32.8,,
2017-12-12T06:56:30.662Z,,50,,44.3,32.8,,
2017-12-12T06:56:40.524Z,,50,,44.4,32.8,,
2017-12-12T06:56:50.404Z,,50,,44.5,32.8,,
2017-12-12T06:57:00.453Z,,50,,44.6,32.8,,
2017-12-12T06:57:10.414Z,30,50,,,32.8,,
2017-12-12T06:57:20.406Z,29,50,,44.7,32.8,,
2017-12-12T06:57:30.411Z,,50,,,32.8,,
2017-12-12T06:57:40.405Z,,50,,44.8,32.8,,
2017-12-12T06:57:50.441Z,,50,,45,32.8,,
2017-12-12T06:58:00.414Z,,50,,,32.8,,
2017-12-12T06:58:10.405Z,,50,,45.1,32.8,,
2017-12-12T06:58:20.406Z,30,50,,45.2,32.8,,
2017-12-12T06:58:30.404Z,,50,,45.3,32.8,,
2017-12-12T06:58:40.404Z,,50,,45.4,32.8,,
2017-12-12T06:58:50.405Z,29,50,,45.5,32.8,,
2017-12-12T06:59:00.404Z,,50,,45.7,32.8,,
2017-12-12T06:59:10.405Z,,50,,45.8,32.8,,
2017-12-12T06:59:20.405Z,,50,,46,32.8,,
2017-12-12T06:59:30.424Z,,50,,46.1,32.8,,
2017-12-12T06:59:40.405Z,30,50,,46.2,32.8,,
2017-12-12T06:59:50.404Z,29,50,,46.3,32.8,,
2017-12-12T07:00:00.404Z,0,50,1,46.5,32.8,,0
2017-12-12T07:00:10.404Z,,50,,43.8,32.8,,
2017-12-12T07:00:20.439Z,,50,,42.9,32.8,,
2017-12-12T07:00:30.408Z,,50,,41.9,32.8,,
2017-12-12T07:00:40.482Z,,50,,41.7,32.8,,
2017-12-12T07:00:50.444Z,,50,,41.6,32.8,,
2017-12-12T07:01:00.404Z,,50,,,32.8,,
2017-12-12T07:01:10.404Z,,50,,,32.8,,
2017-12-12T07:01:20.405Z,,50,,,32.8,,
2017-12-12T07:01:30.415Z,,50,,41.5,32.8,,
2017-12-12T07:01:40.404Z,,50,,41.4,32.8,,
2017-12-12T07:01:50.404Z,,50,,41.2,32.8,,
2017-12-12T07:02:00.407Z,,50,,41.1,32.8,,
2017-12-12T07:02:10.490Z,,50,,41,32.8,,
2017-12-12T07:02:20.433Z,,50,,,32.8,,
2017-12-12T07:02:30.501Z,,50,,,32.8,,
2017-12-12T07:02:40.508Z,,50,,40.9,32.8,,
2017-12-12T07:02:50.518Z,,50,,,32.8,,
2017-12-12T07:03:00.511Z,,50,,40.7,32.8,,
2017-12-12T07:03:10.487Z,,50,,,32.8,,
2017-12-12T07:03:20.448Z,,50,,,32.9,,
2017-12-12T07:03:30.440Z,,50,,,32.8,,
2017-12-12T07:03:40.443Z,,50,,,32.8,,
2017-12-12T07:03:50.475Z,,50,,,32.8,,
2017-12-12T07:04:00.442Z,,50,,,32.8,,
2017-12-12T07:04:10.527Z,,50,,,32.8,,
2017-12-12T07:04:20.493Z,,50,,,32.8,,
2017-12-12T07:04:30.442Z,,50,,40.6,32.8,,
2017-12-12T07:04:40.472Z,,50,,,32.8,,
2017-12-12T07:04:50.428Z,,50,,,32.8,,
2017-12-12T07:05:00.486Z,,50,,,32.8,,
2017-12-12T07:05:10.489Z,,50,,,32.8,,
2017-12-12T07:05:20.481Z,,50,,,32.8,,
2017-12-12T07:05:30.443Z,,50,,40.7,32.8,,
2017-12-12T07:05:40.498Z,,50,,,32.8,,
2017-12-12T07:05:50.408Z,,50,,,32.8,,
2017-12-12T07:06:00.501Z,,50,,,32.8,,
2017-12-12T07:06:10.404Z,,50,,,32.8,,
2017-12-12T07:06:20.459Z,,50,,40.8,32.8,,
2017-12-12T07:06:30.404Z,,50,,,32.8,,
2017-12-12T07:06:40.411Z,,50,,,32.8,,
2017-12-12T07:06:50.404Z,,50,,40.9,32.8,,
2017-12-12T07:07:00.405Z,,50,,,32.8,,
2017-12-12T07:07:10.410Z,,50,,,32.8,,
2017-12-12T07:07:20.404Z,,50,,,32.7,,
2017-12-12T07:07:30.404Z,,50,,41,32.7,,
2017-12-12T07:07:40.403Z,,50,,41,32.7,,
2017-12-12T07:07:50.404Z,,50,,,32.7,,
2017-12-12T07:08:00.410Z,,50,,,32.7,,
2017-12-12T07:08:10.409Z,,50,,,32.7,,
2017-12-12T07:08:20.404Z,,50,,,32.7,,
2017-12-12T07:08:30.404Z,,50,,,32.7,,
2017-12-12T07:08:40.411Z,,50,,,32.7,,
2017-12-12T07:08:50.415Z,,50,,,32.7,,
2017-12-12T07:09:00.404Z,,50,,,32.7,,
2017-12-12T07:09:10.403Z,,50,,,32.7,,
2017-12-12T07:09:20.404Z,,50,,,32.7,,
2017-12-12T07:09:30.405Z,,50,,,32.7,,
2017-12-12T07:09:40.404Z,,50,,,32.7,,
2017-12-12T07:09:50.407Z,,50,,,32.7,,
2017-12-12T07:10:00.444Z,,50,,,32.6,,
2017-12-12T07:10:10.428Z,,50,,,32.6,,
2017-12-12T07:10:20.430Z,,50,,,32.6,,
2017-12-12T07:10:30.479Z,,50,,,32.6,,
2017-12-12T07:10:40.403Z,,50,,,32.6,,
2017-12-12T07:10:50.407Z,45,50,1,40.9,32.6,,0
2017-12-12T07:11:00.410Z,35,50,,46,32.6,,
2017-12-12T07:11:10.451Z,30,50,,45.8,32.6,,
2017-12-12T07:11:20.404Z,29,50,,44.6,32.6,,
2017-12-12T07:11:30.419Z,29,50,,41.9,32.6,,
2017-12-12T07:11:40.419Z,,50,,41.7,32.6,,
2017-12-12T07:11:50.410Z,,50,,41.1,32.6,,
2017-12-12T07:12:00.404Z,,50,,41.2,32.6,,
2017-12-12T07:12:10.404Z,,50,,41.7,32.6,,
2017-12-12T07:12:20.404Z,,50,,42,32.6,,
2017-12-12T07:12:30.405Z,,50,,42.4,32.5,,
2017-12-12T07:12:40.427Z,30,50,,42.6,32.5,,
2017-12-12T07:12:50.424Z,29,50,,42.7,32.5,,
2017-12-12T07:13:00.404Z,,50,,42.8,32.5,,
2017-12-12T07:13:10.446Z,,50,,43,32.5,,
2017-12-12T07:13:20.403Z,,50,,43.2,32.5,,
2017-12-12T07:13:30.404Z,30,50,,43.4,32.5,,
2017-12-12T07:13:40.426Z,,50,,43.5,32.5,,
2017-12-12T07:13:50.403Z,29,50,,43.7,32.5,,
2017-12-12T07:14:00.404Z,30,50,,43.8,32.5,,
2017-12-12T07:14:10.403Z,29,50,,44,32.5,,
2017-12-12T07:14:20.404Z,,50,,44.1,32.5,,
2017-12-12T07:14:30.404Z,,50,,44.2,32.5,,
2017-12-12T07:14:40.404Z,,50,,44.3,32.5,,
2017-12-12T07:14:50.430Z,30,50,,44.4,32.5,,
2017-12-12T07:15:00.404Z,29,50,,44.5,32.5,,
2017-12-12T07:15:10.403Z,,50,,44.7,32.5,,
2017-12-12T07:15:20.421Z,,50,,44.8,32.5,,
2017-12-12T07:15:30.403Z,30,50,,44.9,32.5,,
2017-12-12T07:15:40.403Z,29,50,,45,32.5,,
2017-12-12T07:15:50.416Z,,50,,45.1,32.5,,
2017-12-12T07:16:00.406Z,,50,,45.2,32.5,,
2017-12-12T07:16:10.455Z,30,50,,45.3,32.5,,
2017-12-12T07:16:20.415Z,29,50,,45.4,32.5,,
2017-12-12T07:16:30.487Z,,50,,45.6,32.5,,
2017-12-12T07:16:40.430Z,30,50,,45.7,32.5,,
2017-12-12T07:16:50.420Z,,50,,45.8,32.5,,
2017-12-12T07:17:00.403Z,29,50,,46,32.5,,
2017-12-12T07:17:10.411Z,,50,,46.1,32.5,,
2017-12-12T07:17:20.403Z,,50,,46.2,32.5,,
2017-12-12T07:17:30.428Z,30,50,,46.3,32.5,,
2017-12-12T07:17:40.447Z,29,50,,46.4,32.5,,
2017-12-12T07:17:50.411Z,,50,,46.5,32.5,,
2017-12-12T07:18:00.475Z,,50,,46.7,32.6,,
2017-12-12T07:18:10.403Z,0,50,1,46.7,32.6,,0
2017-12-12T07:18:20.404Z,,50,,44.8,32.6,,
2017-12-12T07:18:30.408Z,,50,,42.9,32.6,,
2017-12-12T07:18:40.465Z,,50,,42.2,32.6,,
2017-12-12T07:18:50.481Z,,50,,41.9,32.6,,
2017-12-12T07:19:00.482Z,,50,,,32.6,,
2017-12-12T07:19:10.435Z,,50,,,32.6,,
2017-12-12T07:19:20.424Z,,50,,,32.6,,
2017-12-12T07:19:30.412Z,,50,,,32.6,,
2017-12-12T07:19:40.425Z,,50,,41.7,32.6,,
2017-12-12T07:19:50.464Z,,50,,41.6,32.6,,
2017-12-12T07:20:00.428Z,,50,,41.4,32.6,,
2017-12-12T07:20:10.411Z,,50,,41.3,32.6,,
2017-12-12T07:20:20.413Z,,50,,,32.6,,
2017-12-12T07:20:30.406Z,,50,,41.2,32.6,,
2017-12-12T07:20:40.474Z,,50,,,32.6,,
2017-12-12T07:20:50.451Z,,50,,,32.6,,
2017-12-12T07:21:00.430Z,,50,,41.1,32.6,,
2017-12-12T07:21:10.403Z,,50,,41,32.6,,
2017-12-12T07:21:20.410Z,,50,,40.9,32.6,,
2017-12-12T07:21:30.417Z,,50,,,32.6,,
2017-12-12T07:21:40.478Z,,50,,,32.6,,
2017-12-12T07:21:50.418Z,,50,,,32.6,,
2017-12-12T07:22:00.444Z,,50,,,32.6,,
2017-12-12T07:22:10.403Z,,50,,,32.6,,
2017-12-12T07:22:20.403Z,,50,,,32.6,,
2017-12-12T07:22:30.403Z,,50,,,32.6,,
2017-12-12T07:22:40.443Z,,50,,,32.6,,
2017-12-12T07:22:50.416Z,,50,,,32.6,,
2017-12-12T07:23:00.426Z,,50,,,32.6,,
2017-12-12T07:23:10.450Z,,50,,,32.6,,
2017-12-12T07:23:20.404Z,,50,,,32.6,,
2017-12-12T07:23:30.417Z,,50,,,32.6,,
2017-12-12T07:23:40.413Z,,50,,,32.6,,
2017-12-12T07:23:50.420Z,,50,,,32.6,,
2017-12-12T07:24:00.413Z,,50,,,32.6,,
2017-12-12T07:24:10.451Z,,50,,41,32.6,,
2017-12-12T07:24:20.751Z,,50,,,32.6,,
2017-12-12T07:24:30.403Z,,50,,,32.6,,
2017-12-12T07:24:40.459Z,,50,,,32.6,,
2017-12-12T07:24:50.402Z,,50,,41.1,32.6,,
2017-12-12T07:25:00.403Z,,50,,,32.6,,
2017-12-12T07:25:10.409Z,,50,,,32.6,,
2017-12-12T07:25:20.403Z,,50,,,32.6,,
2017-12-12T07:25:30.402Z,,50,,41.2,32.6,,
