Time,HwTSet,PrimTSet,ChActive,PrimT,ActPow,HwTOutlet,HwActive
2017-11-23T00:00:01.249Z,52,,,,,37.2,
2017-11-23T00:00:11.249Z,52,,,,,36.9,
2017-11-23T00:00:21.249Z,52,,,,,36.9,
2017-11-23T00:00:31.249Z,,,,41.8,,,
2017-11-23T00:00:41.340Z,52,,,,,36.7,
2017-11-23T00:00:51.253Z,52,,,,,36.6,
2017-11-23T00:01:11.249Z,52,,,41.7,,36.5,
2017-11-23T00:01:21.249Z,52,,,,,36.4,
2017-11-23T00:01:31.249Z,52,,,,,36.3,
2017-11-23T00:01:41.339Z,52,,,,,36.2,
2017-11-23T00:01:51.250Z,52,,,,,36.2,
2017-11-23T00:02:01.249Z,,,,41.6,,,
2017-11-23T00:02:11.250Z,52,,,,,36.1,
2017-11-23T00:02:21.249Z,52,,,,,35.9,
2017-11-23T00:02:31.249Z,52,,,,,35.9,
2017-11-23T00:02:41.339Z,,,,41.5,,,
2017-11-23T00:02:51.250Z,52,,,,,35.7,
2017-11-23T00:03:11.250Z,52,,,,,35.6,
2017-11-23T00:03:21.249Z,52,,,41.4,,35.5,
2017-11-23T00:03:31.249Z,52,,,,,35.4,
2017-11-23T00:03:41.339Z,52,,,,,35.4,
2017-11-23T00:03:51.249Z,52,,,,,35.3,
2017-11-23T00:04:11.266Z,52,,,,,35.2,
2017-11-23T00:04:21.255Z,52,,,41.3,,35.1,
2017-11-23T00:04:31.249Z,52,,,,,34.9,
2017-11-23T00:04:51.249Z,52,,,,,34.8,
2017-11-23T00:05:11.250Z,52,,,,,34.8,
2017-11-23T00:05:21.249Z,52,,,41.2,,34.6,
2017-11-23T00:05:31.250Z,52,,,,,34.6,
2017-11-23T00:05:51.365Z,52,,,,,34.4,
2017-11-23T00:06:11.250Z,52,,,,,34.3,
2017-11-23T00:06:21.249Z,52,,,41.1,,34.3,
2017-11-23T00:06:31.250Z,52,,,,,34.2,
2017-11-23T00:06:41.340Z,52,,,,,34.1,
2017-11-23T00:06:51.249Z,52,,,,,34.1,
2017-11-23T00:07:11.250Z,52,,,,,34,
2017-11-23T00:07:21.419Z,52,,,41,,33.9,
2017-11-23T00:07:31.249Z,52,,,,,33.7,
2017-11-23T00:08:01.249Z,52,,,,,33.7,
2017-11-23T00:08:11.249Z,52,,,41,,33.6,
2017-11-23T00:08:21.250Z,,,,40.9,,,
2017-11-23T00:08:31.249Z,52,,,,,33.5,
2017-11-23T00:08:41.339Z,52,,,,,33.5,
2017-11-23T00:09:11.250Z,52,,,,,33.4,
2017-11-23T00:09:21.249Z,,,,40.8,,,
2017-11-23T00:09:31.249Z,52,,,,,33.3,
2017-11-23T00:09:41.339Z,52,,,,,33.2,
2017-11-23T00:10:01.250Z,52,,,,,33.2,
2017-11-23T00:10:11.255Z,52,,,,,33.1,
2017-11-23T00:10:21.249Z,52,,,,,32.9,
2017-11-23T00:10:41.344Z,52,,,40.7,,32.9,
2017-11-23T00:10:56.269Z,52,,,,,32.8,
2017-11-23T00:11:01.253Z,52,,,,,32.8,
2017-11-23T00:11:11.249Z,52,,,,,32.7,
2017-11-23T00:11:21.266Z,52,,,,,32.7,
2017-11-23T00:11:31.249Z,52,,,,,32.6,
2017-11-23T00:11:41.341Z,52,,,,,32.6,
2017-11-23T00:11:51.250Z,52,,,40.6,,32.5,
2017-11-23T00:12:01.249Z,52,,,,,32.5,
2017-11-23T00:12:11.249Z,52,,,,,32.5,
2017-11-23T00:12:21.249Z,52,,,,,32.4,
2017-11-23T00:12:31.249Z,52,,,,,32.4,
2017-11-23T00:12:41.339Z,52,,,,,32.3,
2017-11-23T00:12:51.249Z,52,,,,,32.3,
2017-11-23T00:13:01.249Z,52,,,40.5,,32.2,
2017-11-23T00:13:11.249Z,52,,,,,32.2,
2017-11-23T00:13:21.249Z,52,,,,,32.1,
2017-11-23T00:13:41.342Z,52,,,,,32.1,
2017-11-23T00:13:51.252Z,52,,,,,32,
2017-11-23T00:14:01.249Z,52,,,,,32,
2017-11-23T00:14:11.254Z,52,,,,,32,
2017-11-23T00:14:21.252Z,52,,,,,31.9,
2017-11-23T00:14:31.249Z,52,,,40.4,,31.9,
2017-11-23T00:14:41.343Z,52,,,,,31.9,
2017-11-23T00:14:51.252Z,52,,,,,31.8,
2017-11-23T00:15:01.255Z,52,,,,,31.8,
2017-11-23T00:15:11.254Z,52,,,,,31.6,
2017-11-23T00:15:21.249Z,52,,,,,31.6,
2017-11-23T00:15:31.249Z,52,,,40.3,,31.5,
2017-11-23T00:15:41.342Z,52,58,1,,,31.5,0
2017-11-23T00:16:01.250Z,52,,,,,31.5,
2017-11-23T00:16:11.249Z,52,5,0,,,31.4,0
2017-11-23T00:16:21.249Z,52,,,,,31.4,
2017-11-23T00:16:31.249Z,,58,1,,,,0
2017-11-23T00:16:41.339Z,52,5,0,,,31.3,0
2017-11-23T00:16:51.249Z,52,,,,,31.3,
2017-11-23T00:17:11.251Z,52,58,1,40.2,,31.2,0
2017-11-23T00:17:21.250Z,,5,0,,,,0
2017-11-23T00:17:31.249Z,52,58,1,,,31,0
2017-11-23T00:17:41.339Z,52,,,,,31,
2017-11-23T00:17:51.249Z,,5,0,,,,0
2017-11-23T00:18:11.254Z,52,58,1,,,30.9,0
2017-11-23T00:18:31.249Z,52,,,40.1,,30.9,
2017-11-23T00:18:41.343Z,52,,,,,30.8,
2017-11-23T00:19:01.251Z,52,,,,,30.8,
2017-11-23T00:19:11.249Z,52,,,,,30.8,
2017-11-23T00:19:21.249Z,52,,,,,30.7,
2017-11-23T00:19:31.251Z,,5,0,,,,0
2017-11-23T00:19:41.338Z,52,,,,,30.7,
2017-11-23T00:19:51.248Z,52,,,40,,30.6,
2017-11-23T00:20:01.249Z,52,,,,,30.6,
2017-11-23T00:20:11.251Z,52,,,,,30.4,
2017-11-23T00:20:21.252Z,52,,,,,30.4,
2017-11-23T00:20:31.251Z,52,,,39.9,,30.4,
2017-11-23T00:20:41.339Z,,,,40,,,
2017-11-23T00:20:51.251Z,52,,,,,30.3,
2017-11-23T00:21:01.253Z,,,,40,,,
2017-11-23T00:21:11.251Z,52,,,39.9,,30.3,
2017-11-23T00:21:21.249Z,52,,,,,30.3,
2017-11-23T00:21:31.252Z,52,,,,,30.3,
2017-11-23T00:21:41.339Z,52,,,,,30.2,
2017-11-23T00:21:51.249Z,52,,,,,30.2,
2017-11-23T00:22:01.251Z,52,,,,,30.2,
2017-11-23T00:22:11.252Z,52,,,,,30.1,
2017-11-23T00:22:21.249Z,52,,,,,30.1,
2017-11-23T00:22:31.249Z,52,,,,,30.1,
2017-11-23T00:22:41.535Z,52,,,39.8,,30.1,
2017-11-23T00:22:51.249Z,52,,,,,30.1,
2017-11-23T00:23:01.252Z,52,,,,,30,
2017-11-23T00:23:11.249Z,52,,,,,30,
2017-11-23T00:23:21.252Z,52,,,,,30,
2017-11-23T00:23:41.338Z,52,,,,,29.8,
2017-11-23T00:23:51.249Z,52,,,,,29.8,
2017-11-23T00:24:01.251Z,52,,,,,29.8,
2017-11-23T00:24:11.252Z,52,,,,,29.8,
2017-11-23T00:24:21.252Z,52,,,39.7,,29.8,
2017-11-23T00:24:31.249Z,52,,,,,29.7,
2017-11-23T00:24:41.339Z,52,,,,,29.7,
2017-11-23T00:24:51.249Z,52,,,,,29.7,
2017-11-23T00:25:01.249Z,52,,,,,29.6,
2017-11-23T00:25:11.248Z,52,,,,,29.6,
2017-11-23T00:25:21.515Z,52,,,,,29.6,
2017-11-23T00:25:41.411Z,52,,,39.6,,29.5,
2017-11-23T00:25:51.260Z,52,,,,,29.5,
2017-11-23T00:26:01.249Z,52,,,,,29.5,
2017-11-23T00:26:11.251Z,52,,,,,29.5,
2017-11-23T00:26:21.249Z,52,,,,,29.5,
2017-11-23T00:26:31.253Z,52,,,,,29.5,
2017-11-23T00:26:41.339Z,52,,,,,29.3,
2017-11-23T00:26:51.278Z,52,,,,,29.3,
2017-11-23T00:27:01.249Z,52,,,,,29.3,
2017-11-23T00:27:11.255Z,52,,,,,29.3,
2017-11-23T00:27:21.254Z,52,,,,,29.3,
2017-11-23T00:27:31.249Z,52,,,39.5,,29.2,
2017-11-23T00:27:41.339Z,52,,,,,29.2,
2017-11-23T00:27:51.253Z,52,,,,,29.2,
2017-11-23T00:28:01.248Z,52,,,,,29.2,
2017-11-23T00:28:11.253Z,52,,,,,29.2,
2017-11-23T00:28:21.249Z,52,,,,,29.1,
2017-11-23T00:28:31.251Z,52,,,,,29.1,
2017-11-23T00:28:41.338Z,52,,,,,29.1,
2017-11-23T00:28:51.254Z,52,,,,,29.1,
2017-11-23T00:29:01.249Z,52,,,39.4,,29,
2017-11-23T00:29:11.249Z,52,,,,,29,
2017-11-23T00:29:21.249Z,52,,,,,29,
2017-11-23T00:29:31.249Z,52,,,,,29,
2017-11-23T00:29:41.339Z,52,,,,,29,
2017-11-23T00:29:51.248Z,52,,,,,29,
2017-11-23T00:30:01.325Z,52,,,,,28.9,
2017-11-23T00:30:11.248Z,52,,,,,28.9,
2017-11-23T00:30:21.249Z,52,,,,,28.9,
2017-11-23T00:30:31.249Z,,,,39.3,,,
2017-11-23T00:30:41.338Z,52,,,,,28.9,
2017-11-23T00:30:51.249Z,52,,,,,28.7,
2017-11-23T00:31:01.249Z,52,,,,,28.7,
2017-11-23T00:31:11.251Z,52,,,,,28.7,
2017-11-23T00:31:21.249Z,52,,,,,28.7,
2017-11-23T00:31:31.250Z,52,,,,,28.7,
2017-11-23T00:31:41.338Z,52,,,,,28.7,
2017-11-23T00:31:51.248Z,52,,,,,28.6,
2017-11-23T00:32:01.249Z,52,,,39.2,,28.6,
2017-11-23T00:32:11.251Z,52,,,39.3,,28.6,
2017-11-23T00:32:21.248Z,52,,,39.2,,28.6,
2017-11-23T00:32:31.248Z,52,,,,,28.6,
2017-11-23T00:32:41.395Z,52,,,,,28.6,
2017-11-23T00:32:51.251Z,52,,,,,28.5,
2017-11-23T00:33:01.258Z,52,,,,,28.5,
2017-11-23T00:33:11.249Z,52,,,,,28.5,
2017-11-23T00:33:21.252Z,52,,,,,28.5,
2017-11-23T00:33:31.249Z,52,,,,,28.5,
2017-11-23T00:33:41.339Z,52,,,,,28.5,
2017-11-23T00:33:51.259Z,52,,,39.1,,28.5,
2017-11-23T00:34:01.249Z,52,,,,,28.4,
2017-11-23T00:34:11.248Z,52,,,,,28.4,
2017-11-23T00:34:21.251Z,52,,,,,28.4,
2017-11-23T00:34:31.249Z,52,,,,,28.4,
2017-11-23T00:34:41.338Z,52,,,,,28.3,
2017-11-23T00:35:01.254Z,52,,,,,28.3,
2017-11-23T00:35:11.249Z,52,,,38.9,,28.3,
2017-11-23T00:35:21.248Z,,,,38.9,,,
2017-11-23T00:35:31.249Z,52,,,,,28.3,
2017-11-23T00:35:51.248Z,52,,,,,28.3,
2017-11-23T00:36:11.249Z,52,,,,,28.1,
2017-11-23T00:36:21.248Z,52,,,,,28.1,
2017-11-23T00:36:31.248Z,52,,,,,28.1,
2017-11-23T00:36:41.338Z,52,58,1,38.8,,28,0
2017-11-23T00:36:51.260Z,52,,1,44.2,38,28,0
2017-11-23T00:37:01.249Z,52,,0,39.8,0,28,0
2017-11-23T00:37:11.248Z,52,,,31.6,,28,
2017-11-23T00:37:21.248Z,,,,27.8,,,
2017-11-23T00:37:31.248Z,52,,,25.7,,28,
2017-11-23T00:37:41.338Z,,,,24.1,,,
2017-11-23T00:37:51.248Z,52,,,23.7,,28,
2017-11-23T00:38:01.248Z,,58,1,22.5,,,0
2017-11-23T00:38:11.358Z,52,5,0,21.7,,27.9,0
2017-11-23T00:38:21.248Z,52,,,,,27.9,
2017-11-23T00:38:31.435Z,,58,1,22,,,0
2017-11-23T00:38:41.338Z,52,5,0,22.2,,27.9,0
2017-11-23T00:39:01.248Z,52,,,,,27.9,
2017-11-23T00:39:11.248Z,52,58,1,,,27.9,0
2017-11-23T00:39:21.248Z,,,,21.9,,,
2017-11-23T00:39:31.248Z,52,,,,,27.9,
2017-11-23T00:39:41.338Z,52,,,21.8,,27.8,
2017-11-23T00:39:51.251Z,52,,,21.6,,27.8,
2017-11-23T00:40:11.248Z,52,,,21.7,,27.8,
2017-11-23T00:40:31.253Z,52,,,22,,27.8,
2017-11-23T00:40:41.338Z,52,,,,,27.7,
2017-11-23T00:40:51.248Z,52,,,,,27.7,
2017-11-23T00:41:01.248Z,,,,22.2,,,
2017-11-23T00:41:11.249Z,52,,,22,,27.7,
2017-11-23T00:41:21.250Z,52,,,,,27.7,
2017-11-23T00:41:31.253Z,52,,,22.2,,27.5,
2017-11-23T00:41:41.358Z,52,,,,,27.5,
2017-11-23T00:41:51.248Z,52,,,,,27.5,
2017-11-23T00:42:01.482Z,,,1,,,,0
2017-11-23T00:42:11.252Z,52,,,26.5,39,27.5,
2017-11-23T00:42:21.248Z,52,,,27,36,27.5,
2017-11-23T00:42:31.248Z,,,,28.2,30,,
2017-11-23T00:42:41.368Z,52,,,,29,27.4,
2017-11-23T00:42:51.259Z,52,,,28,,27.4,
2017-11-23T00:43:01.248Z,52,,,27.7,,27.4,
2017-11-23T00:43:11.248Z,52,,,28.6,,27.4,
2017-11-23T00:43:21.248Z,,,1,28.1,0,,0
2017-11-23T00:43:31.249Z,52,,,25.4,,27.3,
2017-11-23T00:43:41.338Z,52,,,24.3,,27.3,
2017-11-23T00:43:51.248Z,52,,,,,27.3,
2017-11-23T00:44:01.248Z,,,,24,,,
2017-11-23T00:44:11.248Z,52,,,23.9,,27.3,
2017-11-23T00:44:21.249Z,,,,23.9,,,
2017-11-23T00:44:31.248Z,52,,,,,27.2,
2017-11-23T00:44:41.342Z,52,,,,,27.2,
2017-11-23T00:44:51.248Z,52,,,,,27.2,
2017-11-23T00:45:11.251Z,52,58,1,23.7,0,27.2,0
2017-11-23T00:45:21.248Z,52,,,,,27.2,
2017-11-23T00:45:31.248Z,,,,23.6,,,
2017-11-23T00:45:41.338Z,52,,,,,27.1,
2017-11-23T00:45:51.248Z,,5,0,,,,0
2017-11-23T00:46:01.277Z,52,,,,,27.1,
2017-11-23T00:46:11.248Z,52,58,1,,,27.1,0
2017-11-23T00:46:31.248Z,52,,,,,26.9,
2017-11-23T00:46:51.248Z,52,5,0,,,26.9,0
2017-11-23T00:47:01.248Z,52,,,,,26.9,
2017-11-23T00:47:11.248Z,52,,,23.7,,26.9,
2017-11-23T00:47:21.249Z,52,,,,,26.8,
2017-11-23T00:47:41.338Z,52,58,1,,,26.8,0
2017-11-23T00:47:51.248Z,52,5,0,,,26.8,0
2017-11-23T00:48:11.248Z,52,,,,,26.8,
2017-11-23T00:48:21.248Z,52,,,,,26.8,
2017-11-23T00:48:31.253Z,,,,23.9,,,
2017-11-23T00:48:41.337Z,52,,,,,26.7,
2017-11-23T00:48:51.247Z,,,,24,,,
2017-11-23T00:49:11.248Z,52,,,24.3,,26.7,
2017-11-23T00:49:21.248Z,52,,,,,26.7,
2017-11-23T00:49:31.248Z,,,,24.7,,,
2017-11-23T00:49:41.338Z,52,,,24.8,,26.6,
2017-11-23T00:50:01.247Z,52,,,25.1,,26.6,
2017-11-23T00:50:11.248Z,52,,,25.3,,26.6,
2017-11-23T00:50:21.248Z,52,,,,,26.6,
2017-11-23T00:50:31.248Z,,,,25.7,,,
2017-11-23T00:50:41.338Z,52,,,25.9,,26.6,
2017-11-23T00:50:51.248Z,,,,26,,,
2017-11-23T00:51:11.248Z,52,,,26.4,,26.5,
2017-11-23T00:51:21.248Z,52,,,,,26.5,
2017-11-23T00:51:31.248Z,,,,26.7,,,
2017-11-23T00:51:41.338Z,52,,,26.9,,26.5,
2017-11-23T00:51:51.248Z,,,,27.1,,,
2017-11-23T00:52:11.253Z,52,,,27.2,,26.3,
2017-11-23T00:52:21.247Z,,,,27.5,,,
2017-11-23T00:52:31.248Z,52,,,27.8,,26.3,
2017-11-23T00:52:41.342Z,52,,,28,,26.3,
2017-11-23T00:52:51.248Z,52,,,,,26.3,
2017-11-23T00:53:01.248Z,52,,,28.1,,26.3,
2017-11-23T00:53:11.249Z,52,,,28.2,,26.3,
2017-11-23T00:53:21.248Z,52,,,28.4,,26.2,
2017-11-23T00:53:31.248Z,52,,,28.6,,26.2,
2017-11-23T00:53:41.341Z,52,,,28.7,,26.2,
2017-11-23T00:53:51.253Z,52,,,,,26.2,
2017-11-23T00:54:01.248Z,52,,,28.8,,26.2,
2017-11-23T00:54:11.248Z,52,,,28.9,,26.2,
2017-11-23T00:54:21.252Z,52,,,,,26.2,
2017-11-23T00:54:41.339Z,52,,,,,26.1,
2017-11-23T00:54:51.248Z,52,,,,,26.1,
2017-11-23T00:55:01.248Z,52,,,,,26.1,
2017-11-23T00:55:11.248Z,52,,,,,26.1,
2017-11-23T00:55:21.248Z,52,,,,,26.1,
2017-11-23T00:55:31.250Z,52,,,,,26.1,
2017-11-23T00:55:41.341Z,52,,,,,26.1,
2017-11-23T00:55:51.248Z,52,,,,,26.1,
2017-11-23T00:56:01.248Z,52,,,28.8,,26.1,
2017-11-23T00:56:11.248Z,52,,,,,26,
2017-11-23T00:56:21.248Z,52,,,,,26,
2017-11-23T00:56:31.247Z,52,,,28.7,,26,
2017-11-23T00:56:41.338Z,52,,,,,26,
2017-11-23T00:56:51.247Z,52,,,,,26,
2017-11-23T00:57:01.248Z,52,,,,,26,
2017-11-23T00:57:11.248Z,52,,,28.6,,26,
2017-11-23T00:57:21.247Z,52,,,,,26,
2017-11-23T00:57:31.248Z,52,,,28.4,,26,
2017-11-23T00:57:41.342Z,52,,,,,26,
2017-11-23T00:57:56.293Z,52,,,,,25.9,
2017-11-23T00:58:06.295Z,52,,,28.3,,25.9,
2017-11-23T00:58:11.248Z,52,,,28.2,,25.9,
2017-11-23T00:58:21.266Z,52,,,,,25.9,
2017-11-23T00:58:41.348Z,52,,,28.1,,25.9,
2017-11-23T00:58:51.248Z,52,,,,,25.9,
2017-11-23T00:59:11.247Z,52,,,28,,25.9,
2017-11-23T00:59:21.250Z,52,,,,,25.7,
2017-11-23T00:59:31.248Z,,,,27.8,,,
2017-11-23T00:59:41.342Z,52,,,,,25.7,
2017-11-23T01:00:01.248Z,52,,,,,25.7,
2017-11-23T01:00:11.248Z,52,,,27.7,,25.7,
2017-11-23T01:00:21.249Z,52,,,,,25.7,
2017-11-23T01:00:31.247Z,52,,,,,25.7,
2017-11-23T01:00:41.343Z,52,,,27.6,,25.7,
2017-11-23T01:00:51.249Z,52,,,,,25.7,
2017-11-23T01:01:01.247Z,52,,,,,25.7,
2017-11-23T01:01:11.248Z,52,,,27.5,,25.7,
2017-11-23T01:01:21.250Z,52,,,,,25.7,
2017-11-23T01:01:31.338Z,52,,,,,25.6,
2017-11-23T01:01:41.303Z,52,,,27.3,,25.6,
2017-11-23T01:01:51.250Z,52,,,,,25.6,
2017-11-23T01:02:01.248Z,52,,,,,25.6,
2017-11-23T01:02:11.250Z,52,,,27.2,,25.6,
2017-11-23T01:02:21.250Z,52,,,,,25.6,
2017-11-23T01:02:41.342Z,52,,,27.1,,25.6,
2017-11-23T01:02:51.247Z,52,,,,,25.6,
2017-11-23T01:03:01.250Z,52,,,,,25.6,
2017-11-23T01:03:11.251Z,52,,,27,,25.5,
2017-11-23T01:03:21.250Z,52,,,,,25.5,
2017-11-23T01:03:41.337Z,52,,,,,25.5,
2017-11-23T01:03:51.249Z,52,,,26.9,,25.5,
2017-11-23T01:04:11.251Z,52,,,,,25.5,
2017-11-23T01:04:21.247Z,52,,,,,25.5,
2017-11-23T01:04:31.248Z,52,,,,,25.5,
2017-11-23T01:04:41.338Z,52,,,26.7,,25.5,
2017-11-23T01:04:51.247Z,52,,,,,25.5,
2017-11-23T01:05:01.251Z,52,,,,,25.5,
2017-11-23T01:05:11.248Z,52,,,,,25.5,
2017-11-23T01:05:21.247Z,52,,,26.6,,25.5,
2017-11-23T01:05:31.247Z,52,,,,,25.4,
2017-11-23T01:05:41.342Z,52,,,,,25.4,
2017-11-23T01:05:51.247Z,52,,,,,25.4,
2017-11-23T01:06:01.425Z,52,,,,,25.4,
2017-11-23T01:06:11.247Z,52,,,,,25.4,
2017-11-23T01:06:21.247Z,52,,,26.5,,25.4,
2017-11-23T01:06:31.248Z,52,,,,,25.4,
2017-11-23T01:06:41.338Z,52,,,,,25.4,
2017-11-23T01:06:51.251Z,52,,,,,25.4,
2017-11-23T01:07:01.247Z,52,,,26.4,,25.4,
2017-11-23T01:07:11.248Z,52,,,,,25.4,
2017-11-23T01:07:21.251Z,52,,,,,25.4,
2017-11-23T01:07:41.337Z,52,,,,,25.4,
2017-11-23T01:07:51.252Z,52,,,,,25.3,
2017-11-23T01:08:01.247Z,52,,,26.3,,25.3,
2017-11-23T01:08:11.248Z,52,,,,,25.4,
2017-11-23T01:08:21.247Z,52,,,,,25.3,
2017-11-23T01:08:31.247Z,52,,,,,25.3,
2017-11-23T01:08:41.340Z,52,,,,,25.3,
2017-11-23T01:08:51.254Z,52,,,26.1,,25.3,
2017-11-23T01:09:01.252Z,52,,,,,25.3,
2017-11-23T01:09:11.248Z,52,,,,,25.3,
2017-11-23T01:09:21.253Z,52,,,,,25.3,
2017-11-23T01:09:31.384Z,52,,,,,25.3,
2017-11-23T01:09:41.342Z,52,,,,,25.3,
2017-11-23T01:09:51.247Z,52,,,,,25.3,
2017-11-23T01:10:01.252Z,52,,,26,,25.3,
2017-11-23T01:10:11.247Z,52,,,,,25.3,
2017-11-23T01:10:21.247Z,52,,,,,25.1,
2017-11-23T01:10:31.247Z,52,,,,,25.3,
2017-11-23T01:10:51.247Z,52,,,,,25.1,
2017-11-23T01:11:11.247Z,52,,,26,,25.1,
2017-11-23T01:11:21.247Z,52,,,25.9,,25.1,
2017-11-23T01:11:31.247Z,52,,,,,25.1,
2017-11-23T01:11:41.338Z,52,,,,,25.1,
2017-11-23T01:11:51.250Z,52,,,,,25.1,
2017-11-23T01:12:01.252Z,52,,,,,25.1,
2017-11-23T01:12:11.250Z,52,,,,,25.1,
2017-11-23T01:12:21.247Z,52,,,,,25.1,
2017-11-23T01:12:31.247Z,52,,,,,25.1,
2017-11-23T01:12:41.337Z,52,,,25.8,,25.1,
2017-11-23T01:12:51.247Z,52,,,,,25.1,
2017-11-23T01:13:01.247Z,52,,,,,25.1,
2017-11-23T01:13:11.252Z,52,,,,,25.1,
2017-11-23T01:13:21.251Z,52,,,,,25.1,
2017-11-23T01:13:41.397Z,52,,,,,25.1,
2017-11-23T01:13:51.255Z,52,,,,,25,
2017-11-23T01:14:01.249Z,52,,,,,25,
2017-11-23T01:14:11.247Z,52,,,,,25.1,
2017-11-23T01:14:21.247Z,52,,,25.7,,25,
2017-11-23T01:14:31.251Z,52,,,,,25,
2017-11-23T01:14:41.669Z,52,,,,,25,
2017-11-23T01:14:51.251Z,52,,,,,25,
2017-11-23T01:15:01.247Z,52,,,,,25,
2017-11-23T01:15:11.250Z,52,,,,,25,
2017-11-23T01:15:21.247Z,52,,,,,25,
2017-11-23T01:15:31.251Z,52,,,,,25,
2017-11-23T01:15:41.344Z,52,,,25.5,,25,
2017-11-23T01:15:51.248Z,52,58,1,,,25,0
2017-11-23T01:16:01.249Z,,,1,27.2,41,,0
2017-11-23T01:16:11.257Z,52,,,30.8,30,25,
2017-11-23T01:16:21.248Z,52,5,0,28.9,0,25,0
2017-11-23T01:16:31.247Z,,,0,27.2,,,0
2017-11-23T01:16:41.337Z,52,,,27,,25,
2017-11-23T01:16:51.248Z,,,,25.9,,,
2017-11-23T01:17:01.247Z,,58,1,23.7,,,0
2017-11-23T01:17:11.247Z,52,5,0,22,,25,0
2017-11-23T01:17:21.247Z,52,58,1,,,24.9,0
2017-11-23T01:17:31.248Z,52,,,22.2,,25,
2017-11-23T01:17:41.337Z,52,,,22.4,,24.9,
2017-11-23T01:17:51.247Z,52,,,22.5,,24.9,
2017-11-23T01:18:01.247Z,,5,0,22.7,,,0
2017-11-23T01:18:11.249Z,52,58,1,,,24.9,0
2017-11-23T01:18:21.248Z,52,,,,,24.9,
2017-11-23T01:18:31.247Z,,5,0,22.5,,,0
2017-11-23T01:18:41.337Z,52,58,1,22.4,,24.9,0
2017-11-23T01:18:51.247Z,52,,,,,24.9,
2017-11-23T01:19:01.247Z,52,,,,,24.9,
2017-11-23T01:19:11.247Z,52,,,,,24.9,
2017-11-23T01:19:21.247Z,52,,,,,24.9,
2017-11-23T01:19:31.248Z,52,,,22.5,,24.9,
2017-11-23T01:19:41.341Z,52,,,,,24.9,
2017-11-23T01:19:51.253Z,52,,,,,24.9,
2017-11-23T01:20:11.247Z,52,,,,,24.9,
2017-11-23T01:20:21.247Z,52,,,22.4,,24.9,
2017-11-23T01:20:31.247Z,,5,0,,,,0
2017-11-23T01:20:41.337Z,52,58,1,,,24.9,0
2017-11-23T01:20:51.247Z,52,,,,,24.9,
2017-11-23T01:21:11.247Z,52,,,22.5,,24.9,
2017-11-23T01:21:21.247Z,52,,,,,24.9,
2017-11-23T01:21:31.247Z,52,,,,,24.9,
2017-11-23T01:21:41.337Z,52,,,,,24.8,
2017-11-23T01:21:51.247Z,52,,,,,24.8,
2017-11-23T01:22:01.247Z,52,,,,,24.9,
2017-11-23T01:22:11.365Z,52,,,,,24.8,
2017-11-23T01:22:21.247Z,52,,,,,24.8,
2017-11-23T01:22:31.247Z,52,,,,,24.8,
2017-11-23T01:22:41.337Z,52,,,,,24.8,
2017-11-23T01:22:51.248Z,52,,,,,24.8,
2017-11-23T01:23:01.247Z,52,,,,,24.8,
2017-11-23T01:23:11.250Z,52,,,,,24.8,
2017-11-23T01:23:21.248Z,52,,,,,24.8,
2017-11-23T01:23:41.339Z,52,,,,,24.8,
2017-11-23T01:23:51.248Z,52,,,,,24.8,
2017-11-23T01:24:01.247Z,52,,,22.7,,24.8,
2017-11-23T01:24:11.247Z,52,,,,,24.8,
2017-11-23T01:24:21.247Z,52,,,,,24.8,
2017-11-23T01:24:31.252Z,52,,,,,24.8,
2017-11-23T01:24:41.341Z,52,,,,,24.8,
2017-11-23T01:24:51.382Z,52,,,,,24.8,
2017-11-23T01:25:01.247Z,52,,,,,24.8,
2017-11-23T01:25:11.358Z,52,,,,,24.8,
2017-11-23T01:25:21.247Z,52,,,,,24.8,
2017-11-23T01:25:31.247Z,52,,,,,24.8,
2017-11-23T01:25:41.337Z,52,,,,,24.8,
2017-11-23T01:25:51.247Z,52,,,,,24.7,
2017-11-23T01:26:01.247Z,52,,,,,24.7,
2017-11-23T01:26:11.252Z,52,,,,,24.7,
2017-11-23T01:26:21.252Z,52,,,,,24.7,
2017-11-23T01:26:41.337Z,52,,,,,24.7,
2017-11-23T01:26:51.248Z,52,,,,,24.7,
2017-11-23T01:27:11.247Z,52,,,,,24.7,
2017-11-23T01:27:21.248Z,52,,,22.8,,24.7,
2017-11-23T01:27:31.247Z,52,,,,,24.7,
2017-11-23T01:27:41.432Z,52,,,22.7,,24.7,
2017-11-23T01:27:51.253Z,52,,,22.8,,24.7,
2017-11-23T01:28:01.252Z,52,,,,,24.7,
2017-11-23T01:28:11.248Z,52,,,,,24.7,
2017-11-23T01:28:21.248Z,52,,,,,24.7,
2017-11-23T01:28:41.372Z,52,,,,,24.7,
2017-11-23T01:28:51.248Z,52,,,,,24.7,
2017-11-23T01:29:01.266Z,52,,,,,24.7,
2017-11-23T01:29:16.267Z,52,,,,,24.7,
2017-11-23T01:29:21.247Z,52,,,,,24.5,
2017-11-23T01:29:31.247Z,52,,,,,24.5,
2017-11-23T01:29:41.369Z,52,,,,,24.5,
2017-11-23T01:29:51.259Z,52,,,,,24.5,
2017-11-23T01:30:01.251Z,52,,,,,24.5,
2017-11-23T01:30:11.247Z,52,,,,,24.5,
2017-11-23T01:30:21.248Z,52,,,,,24.5,
