Time,PrimT,ChActive,PrimTSet,HwActive,HwTSet,ActPow,HwTOutlet
2017-11-12T00:00:03.648Z,40.6,,,,52,,28.9
2017-11-12T00:00:13.647Z,,,,,52,,28.9
2017-11-12T00:00:23.647Z,,,,,52,,28.7
2017-11-12T00:00:33.647Z,,,,,52,,28.7
2017-11-12T00:00:53.648Z,,,,,52,,28.7
2017-11-12T00:01:03.649Z,,,,,52,,28.7
2017-11-12T00:01:13.647Z,,,,,52,,28.7
2017-11-12T00:01:23.647Z,,,,,52,,28.7
2017-11-12T00:01:33.647Z,,,,,52,,28.7
2017-11-12T00:01:53.652Z,,,,,52,,28.7
2017-11-12T00:02:03.647Z,40.5,,,,52,,28.6
2017-11-12T00:02:13.647Z,,,,,52,,28.6
2017-11-12T00:02:23.648Z,,,,,52,,28.6
2017-11-12T00:02:33.647Z,,,,,52,,28.6
2017-11-12T00:02:53.648Z,,,,,52,,28.6
2017-11-12T00:03:03.647Z,,,,,52,,28.6
2017-11-12T00:03:13.647Z,,,,,52,,28.6
2017-11-12T00:03:23.647Z,,,,,52,,28.5
2017-11-12T00:03:33.647Z,,,,,52,,28.5
2017-11-12T00:03:53.647Z,40.4,,,,52,,28.5
2017-11-12T00:04:03.647Z,,,,,52,,28.5
2017-11-12T00:04:13.647Z,,,,,52,,28.5
2017-11-12T00:04:23.647Z,,,,,52,,28.5
2017-11-12T00:04:33.659Z,,,,,52,,28.5
2017-11-12T00:04:53.653Z,,,,,52,,28.5
2017-11-12T00:05:03.647Z,,,,,52,,28.4
2017-11-12T00:05:13.753Z,,,,,52,,28.4
2017-11-12T00:05:23.647Z,,,,,52,,28.4
2017-11-12T00:05:33.670Z,,,,,52,,28.4
2017-11-12T00:05:53.650Z,40.3,,,,52,,28.4
2017-11-12T00:06:03.648Z,,,,,52,,28.4
2017-11-12T00:06:13.647Z,,,,,52,,28.4
2017-11-12T00:06:23.647Z,,,,,52,,28.3
2017-11-12T00:06:33.647Z,,,,,52,,28.3
2017-11-12T00:06:53.647Z,,,,,52,,28.3
2017-11-12T00:07:03.647Z,,,,,52,,28.3
2017-11-12T00:07:13.647Z,,,,,52,,28.3
2017-11-12T00:07:23.647Z,,,,,52,,28.3
2017-11-12T00:07:33.652Z,40.2,,,,52,,28.3
2017-11-12T00:07:53.647Z,,,,,52,,28.3
2017-11-12T00:08:03.651Z,,,,,52,,28.1
2017-11-12T00:08:13.649Z,,,,,52,,28.1
2017-11-12T00:08:23.647Z,,,,,52,,28.1
2017-11-12T00:08:33.647Z,,,,,52,,28.1
2017-11-12T00:08:53.831Z,,,,,52,,28.1
2017-11-12T00:09:03.647Z,,,,,52,,28.1
2017-11-12T00:09:13.649Z,40.1,,,,52,,28.1
2017-11-12T00:09:23.647Z,,,,,52,,28.1
2017-11-12T00:09:33.647Z,,,,,52,,28.1
2017-11-12T00:09:53.652Z,,,,,52,,28
2017-11-12T00:10:03.647Z,,,,,52,,28
2017-11-12T00:10:13.647Z,,,,,52,,28
2017-11-12T00:10:23.648Z,,,,,52,,28
2017-11-12T00:10:33.647Z,,,,,52,,28
2017-11-12T00:10:53.647Z,,,,,52,,28
2017-11-12T00:11:03.647Z,,,,,52,,28
2017-11-12T00:11:13.647Z,40,,,,52,,28
2017-11-12T00:11:23.647Z,,,,,52,,28
2017-11-12T00:11:33.647Z,,,,,52,,28
2017-11-12T00:11:53.647Z,,,,,52,,28
2017-11-12T00:12:03.647Z,,,,,52,,27.9
2017-11-12T00:12:13.647Z,,,,,52,,27.9
2017-11-12T00:12:23.647Z,,,,,52,,27.9
2017-11-12T00:12:33.648Z,,,,,52,,27.9
2017-11-12T00:12:43.647Z,39.9,,,,52,,27.9
2017-11-12T00:12:53.647Z,40,,,,,,
2017-11-12T00:13:03.647Z,39.9,,,,52,,27.9
2017-11-12T00:13:13.651Z,,,,,52,,27.9
2017-11-12T00:13:23.646Z,,0,,2,,,
2017-11-12T00:13:33.648Z,40.8,0,0,0,,,
2017-11-12T00:13:43.647Z,40,0,,0,52,44,36.9
2017-11-12T00:13:53.647Z,39.3,0,,0,,0,
2017-11-12T00:14:03.646Z,,,,,52,,38
2017-11-12T00:14:13.650Z,39.2,,,,,,
2017-11-12T00:14:23.649Z,,,,,52,,37.9
2017-11-12T00:14:33.648Z,,,,,52,,37.8
2017-11-12T00:14:53.648Z,,,5,,52,,37.7
2017-11-12T00:15:03.647Z,39.1,,,,52,,37.4
2017-11-12T00:15:13.651Z,,,,,52,,37.3
2017-11-12T00:15:23.647Z,,,,,52,,37.1
2017-11-12T00:15:33.647Z,,,,,52,,36.9
2017-11-12T00:15:43.648Z,39.1,,,,,,
2017-11-12T00:15:53.647Z,38.9,,,,,,
2017-11-12T00:16:03.647Z,,,,,52,,36.7
2017-11-12T00:16:13.647Z,,,,,52,,36.6
2017-11-12T00:16:23.647Z,,,,,52,,36.4
2017-11-12T00:16:33.647Z,,,,,52,,36.4
2017-11-12T00:16:53.647Z,,,,,52,,36.3
2017-11-12T00:17:03.647Z,38.8,,,,52,,36.1
2017-11-12T00:17:13.647Z,,,,,52,,36.1
2017-11-12T00:17:23.651Z,,,,,52,,36
2017-11-12T00:17:33.650Z,,,,,52,,35.9
2017-11-12T00:17:53.647Z,,,,,52,,35.8
2017-11-12T00:18:03.650Z,,,,,52,,35.6
2017-11-12T00:18:13.650Z,,,,,52,,35.6
2017-11-12T00:18:23.647Z,,,,,52,,35.5
2017-11-12T00:18:33.647Z,38.7,,,,52,,35.4
2017-11-12T00:18:53.687Z,,,,,52,,35.3
2017-11-12T00:19:03.651Z,,,,,52,,35.2
2017-11-12T00:19:13.646Z,,,,,52,,35.1
2017-11-12T00:19:23.651Z,,,,,52,,34.9
2017-11-12T00:19:33.647Z,,,,,52,,34.8
2017-11-12T00:19:53.647Z,,,,,52,,34.8
2017-11-12T00:20:03.654Z,,,,,52,,34.6
2017-11-12T00:20:13.647Z,38.6,,,,52,,34.6
2017-11-12T00:20:23.649Z,,,,,52,,34.4
2017-11-12T00:20:33.710Z,,,,,52,,34.4
2017-11-12T00:20:53.651Z,,,,,52,,34.4
2017-11-12T00:21:03.647Z,,,,,52,,34.3
2017-11-12T00:21:13.646Z,,,,,52,,34.2
2017-11-12T00:21:23.663Z,,,,,52,,34.1
2017-11-12T00:21:33.647Z,,,,,52,,34.1
2017-11-12T00:21:53.646Z,,,,,52,,34
2017-11-12T00:22:03.646Z,,,,,52,,33.9
2017-11-12T00:22:13.647Z,38.5,,,,52,,33.8
2017-11-12T00:22:23.647Z,,,,,52,,33.8
2017-11-12T00:22:33.646Z,,,,,52,,33.7
2017-11-12T00:22:53.647Z,,,,,52,,33.6
2017-11-12T00:23:03.647Z,,,,,52,,33.5
2017-11-12T00:23:13.646Z,,,,,52,,33.5
2017-11-12T00:23:23.652Z,,,,,52,,33.4
2017-11-12T00:23:33.651Z,38.4,,,,52,,33.4
2017-11-12T00:23:53.647Z,,,,,52,,33.3
2017-11-12T00:24:03.647Z,38.4,0,5,0,52,0,33.2
2017-11-12T00:24:13.647Z,,,,,52,,33.2
2017-11-12T00:24:23.647Z,,,,,52,,33.1
2017-11-12T00:24:33.647Z,,,,,52,,33.1
2017-11-12T00:24:53.647Z,,,,,52,,32.9
2017-11-12T00:25:03.647Z,,,,,52,,32.8
2017-11-12T00:25:13.647Z,,,,,52,,32.8
2017-11-12T00:25:23.650Z,,,,,52,,32.7
2017-11-12T00:25:33.652Z,38.3,,,,52,,32.7
2017-11-12T00:25:53.646Z,,,,,52,,32.6
2017-11-12T00:26:03.646Z,,,,,52,,32.5
2017-11-12T00:26:13.646Z,,,,,52,,32.5
2017-11-12T00:26:23.647Z,,,,,52,,32.4
2017-11-12T00:26:33.647Z,,,,,52,,32.4
2017-11-12T00:26:53.646Z,,,,,52,,32.3
2017-11-12T00:27:03.647Z,38.2,,,,52,,32.3
2017-11-12T00:27:13.647Z,,,,,52,,32.2
2017-11-12T00:27:23.646Z,,,,,52,,32.2
2017-11-12T00:27:33.647Z,,,,,52,,32.1
2017-11-12T00:27:53.647Z,,,,,52,,32.1
2017-11-12T00:28:03.648Z,,,,,52,,32
2017-11-12T00:28:13.646Z,,,,,52,,31.9
2017-11-12T00:28:23.646Z,,,,,52,,31.9
2017-11-12T00:28:33.647Z,38.1,,,,52,,31.9
2017-11-12T00:28:53.646Z,,,,,52,,31.8
2017-11-12T00:29:03.647Z,,,,,52,,31.8
2017-11-12T00:29:13.646Z,,,,,52,,31.6
2017-11-12T00:29:23.647Z,,,,,52,,31.6
2017-11-12T00:29:33.646Z,,,,,52,,31.6
2017-11-12T00:29:53.647Z,,,,,52,,31.5
2017-11-12T00:30:03.649Z,,,,,52,,31.4
2017-11-12T00:30:13.646Z,,,,,52,,31.4
2017-11-12T00:30:23.648Z,38,,,,52,,31.4
2017-11-12T00:30:33.646Z,,,,,52,,31.3
2017-11-12T00:30:53.650Z,,,,,52,,31.3
2017-11-12T00:31:03.651Z,,,,,52,,31.2
2017-11-12T00:31:13.646Z,,,,,52,,31.2
2017-11-12T00:31:23.647Z,,,,,52,,31
2017-11-12T00:31:33.646Z,38,,,,52,,31
2017-11-12T00:31:43.646Z,37.9,,,,,,
2017-11-12T00:31:53.646Z,38,,,,,,
2017-11-12T00:32:03.646Z,37.9,,,,52,,30.9
2017-11-12T00:32:13.655Z,,,,,52,,30.8
2017-11-12T00:32:33.646Z,,,,,52,,30.8
2017-11-12T00:32:53.647Z,,,,,52,,30.8
2017-11-12T00:33:03.646Z,,,,,52,,30.7
2017-11-12T00:33:13.647Z,,,,,52,,30.7
2017-11-12T00:33:23.646Z,,,,,52,,30.6
2017-11-12T00:33:33.647Z,,,,,52,,30.6
2017-11-12T00:33:53.646Z,,,,,52,,30.6
2017-11-12T00:34:03.646Z,37.8,,,,52,,30.6
2017-11-12T00:34:13.648Z,,,,,52,,30.4
2017-11-12T00:34:23.648Z,,,,,52,,30.4
2017-11-12T00:34:33.648Z,,,,,52,,30.4
2017-11-12T00:34:53.649Z,,,,,52,,30.3
2017-11-12T00:35:03.651Z,,,,,52,,30.3
2017-11-12T00:35:13.649Z,,,,,52,,30.2
2017-11-12T00:35:23.648Z,,,,,52,,30.2
2017-11-12T00:35:33.651Z,37.7,,,,52,,30.2
2017-11-12T00:35:53.650Z,37.8,,,,52,,30.2
2017-11-12T00:36:03.650Z,37.7,,,,52,,30.1
2017-11-12T00:36:13.651Z,,,,,52,,30.1
2017-11-12T00:36:23.705Z,,,,,52,,30
2017-11-12T00:36:33.693Z,,,,,52,,30
2017-11-12T00:36:53.650Z,,,,,52,,30
2017-11-12T00:37:03.650Z,,,,,52,,30
2017-11-12T00:37:13.647Z,,,,,52,,29.8
2017-11-12T00:37:23.652Z,,,,,52,,29.8
2017-11-12T00:37:33.651Z,,,,,52,,29.8
2017-11-12T00:37:53.651Z,,,,,52,,29.7
2017-11-12T00:38:03.650Z,37.6,,,,52,,29.7
2017-11-12T00:38:13.651Z,,,,,52,,29.7
2017-11-12T00:38:23.651Z,,,,,52,,29.7
2017-11-12T00:38:33.651Z,,,,,52,,29.6
2017-11-12T00:38:53.646Z,,,,,52,,29.6
2017-11-12T00:39:03.651Z,,,,,52,,29.6
2017-11-12T00:39:13.646Z,,,,,52,,29.5
2017-11-12T00:39:23.646Z,,,,,52,,29.5
2017-11-12T00:39:33.646Z,,,,,52,,29.5
2017-11-12T00:39:53.779Z,37.5,,,,52,,29.5
2017-11-12T00:40:03.651Z,,,,,52,,29.3
2017-11-12T00:40:13.646Z,,,,,52,,29.3
2017-11-12T00:40:23.646Z,,,,,52,,29.3
2017-11-12T00:40:33.646Z,,,,,52,,29.3
2017-11-12T00:40:53.646Z,,,,,52,,29.2
2017-11-12T00:41:03.646Z,,,,,52,,29.2
2017-11-12T00:41:13.649Z,,,,,52,,29.2
2017-11-12T00:41:23.646Z,,,,,52,,29.1
2017-11-12T00:41:33.646Z,,,,,52,,29.1
2017-11-12T00:41:53.646Z,,,,,52,,29.1
2017-11-12T00:42:03.813Z,37.4,,,,52,,29.1
2017-11-12T00:42:13.646Z,,,,,52,,29
2017-11-12T00:42:23.647Z,,,,,52,,29
2017-11-12T00:42:33.646Z,,,,,52,,29
2017-11-12T00:42:53.646Z,,,,,52,,29
2017-11-12T00:43:03.646Z,,,,,52,,29
2017-11-12T00:43:13.651Z,,,,,52,,28.9
2017-11-12T00:43:23.651Z,,,,,52,,28.9
2017-11-12T00:43:33.646Z,,,,,52,,28.9
2017-11-12T00:43:53.646Z,,,,,52,,28.9
2017-11-12T00:44:03.646Z,37.3,,,,52,,28.7
2017-11-12T00:44:13.646Z,,,,,52,,28.7
2017-11-12T00:44:23.651Z,,,,,52,,28.7
2017-11-12T00:44:33.650Z,,,,,52,,28.7
2017-11-12T00:44:53.646Z,,,,,52,,28.7
2017-11-12T00:45:03.651Z,,,,,52,,28.6
2017-11-12T00:45:13.646Z,,,,,52,,28.6
2017-11-12T00:45:23.646Z,,,,,52,,28.6
2017-11-12T00:45:33.646Z,,,,,52,,28.6
2017-11-12T00:45:53.646Z,,,,,52,,28.6
2017-11-12T00:46:03.646Z,37.2,,,,52,,28.5
2017-11-12T00:46:13.646Z,37.3,,,,52,,28.5
2017-11-12T00:46:23.646Z,37.2,,,,52,,28.5
2017-11-12T00:46:33.646Z,,,,,52,,28.5
2017-11-12T00:46:53.646Z,,,,,52,,28.5
2017-11-12T00:47:03.646Z,,,,,52,,28.4
2017-11-12T00:47:13.648Z,,,,,52,,28.4
2017-11-12T00:47:23.646Z,,,,,52,,28.4
2017-11-12T00:47:33.647Z,,,,,52,,28.4
2017-11-12T00:47:53.646Z,,,,,52,,28.4
2017-11-12T00:48:03.650Z,,,,,52,,28.3
2017-11-12T00:48:13.646Z,37.2,,,,52,,28.3
2017-11-12T00:48:23.649Z,,,,,52,,28.3
2017-11-12T00:48:33.646Z,37.1,,,,52,,28.3
2017-11-12T00:48:53.646Z,,,,,52,,28.3
2017-11-12T00:49:03.646Z,,,,,52,,28.3
2017-11-12T00:49:13.646Z,,,,,52,,28.1
2017-11-12T00:49:23.651Z,,,,,52,,28.1
2017-11-12T00:49:33.646Z,,,,,52,,28.1
2017-11-12T00:49:53.646Z,,,,,52,,28.1
2017-11-12T00:50:03.650Z,,,,,52,,28
2017-11-12T00:50:13.646Z,37.1,,,,52,,28
2017-11-12T00:50:33.646Z,,,,,52,,28
2017-11-12T00:50:43.647Z,37.1,,,,,,
2017-11-12T00:50:53.645Z,36.9,,,,52,,28
2017-11-12T00:51:03.648Z,,,,,52,,28
2017-11-12T00:51:13.646Z,,,,,52,,28
2017-11-12T00:51:23.646Z,,,,,52,,27.9
2017-11-12T00:51:33.646Z,,,,,52,,27.9
2017-11-12T00:51:53.652Z,,,,,52,,27.9
2017-11-12T00:52:03.646Z,,,,,52,,27.9
2017-11-12T00:52:13.645Z,,,,,52,,27.9
2017-11-12T00:52:23.647Z,,,,,52,,27.9
2017-11-12T00:52:33.646Z,,,,,52,,27.8
2017-11-12T00:52:53.655Z,,,,,52,,27.8
2017-11-12T00:53:03.647Z,,,,,52,,27.8
2017-11-12T00:53:13.648Z,36.8,,,,52,,27.8
2017-11-12T00:53:23.646Z,,,,,52,,27.8
2017-11-12T00:53:33.646Z,,,,,52,,27.8
2017-11-12T00:53:53.648Z,,,,,52,,27.8
2017-11-12T00:54:03.650Z,,,,,52,,27.8
2017-11-12T00:54:13.649Z,,,,,52,,27.7
2017-11-12T00:54:23.646Z,,,,,52,,27.7
2017-11-12T00:54:33.651Z,,,,,52,,27.7
2017-11-12T00:54:53.646Z,,,,,52,,27.7
2017-11-12T00:55:03.646Z,,,,,52,,27.7
2017-11-12T00:55:13.646Z,,,,,52,,27.7
2017-11-12T00:55:23.646Z,36.7,,,,52,,27.5
2017-11-12T00:55:33.651Z,,,,,52,,27.5
2017-11-12T00:55:53.646Z,,,,,52,,27.5
2017-11-12T00:56:03.646Z,,,,,52,,27.5
2017-11-12T00:56:13.649Z,,,,,52,,27.5
2017-11-12T00:56:23.646Z,,,,,52,,27.5
2017-11-12T00:56:33.666Z,,,,,52,,27.5
2017-11-12T00:56:53.646Z,,,,,52,,27.5
2017-11-12T00:57:03.646Z,,,,,52,,27.4
2017-11-12T00:57:13.651Z,,,,,52,,27.4
2017-11-12T00:57:23.651Z,,,,,52,,27.4
2017-11-12T00:57:33.645Z,36.6,,,,52,,27.4
2017-11-12T00:57:53.646Z,,,,,52,,27.4
2017-11-12T00:58:03.645Z,,,,,52,,27.4
2017-11-12T00:58:13.645Z,,,,,52,,27.4
2017-11-12T00:58:23.646Z,,,,,52,,27.3
2017-11-12T00:58:33.646Z,,,,,52,,27.3
2017-11-12T00:58:53.647Z,,,,,52,,27.3
2017-11-12T00:59:03.646Z,,,,,52,,27.3
2017-11-12T00:59:13.646Z,,,,,52,,27.3
2017-11-12T00:59:23.646Z,,,,,52,,27.3
2017-11-12T00:59:33.645Z,,,,,52,,27.3
2017-11-12T00:59:53.646Z,,,,,52,,27.3
2017-11-12T01:00:03.646Z,36.5,,,,52,,27.2
2017-11-12T01:00:13.650Z,,,,,52,,27.2
2017-11-12T01:00:23.647Z,,,,,52,,27.2
2017-11-12T01:00:33.648Z,,,,,52,,27.2
2017-11-12T01:00:53.646Z,,,,,52,,27.2
2017-11-12T01:01:03.646Z,,,,,52,,27.2
2017-11-12T01:01:13.645Z,,,,,52,,27.2
2017-11-12T01:01:23.645Z,,,,,52,,27.2
2017-11-12T01:01:33.646Z,,,,,52,,27.2
2017-11-12T01:01:53.646Z,,,,,52,,27.1
2017-11-12T01:02:03.646Z,,,,,52,,27.1
2017-11-12T01:02:13.646Z,,,,,52,,27.1
2017-11-12T01:02:23.645Z,,,,,52,,27.1
2017-11-12T01:02:33.647Z,36.4,,,,52,,27.1
2017-11-12T01:02:53.645Z,,,,,52,,27.1
2017-11-12T01:03:03.774Z,,,,,52,,27.1
2017-11-12T01:03:13.645Z,,,,,52,,27.1
2017-11-12T01:03:23.651Z,,,,,52,,26.9
2017-11-12T01:03:33.645Z,,,,,52,,26.9
2017-11-12T01:03:53.646Z,,,,,52,,26.9
2017-11-12T01:04:03.646Z,,,,,52,,26.9
2017-11-12T01:04:13.645Z,,,,,52,,26.9
2017-11-12T01:04:23.645Z,,,,,52,,26.9
2017-11-12T01:04:33.645Z,,,,,52,,26.9
2017-11-12T01:04:53.645Z,,,,,52,,26.9
2017-11-12T01:05:03.646Z,36.3,,,,52,,26.9
2017-11-12T01:05:13.645Z,,,,,52,,26.9
2017-11-12T01:05:23.645Z,,,,,52,,26.8
2017-11-12T01:05:33.648Z,,,,,52,,26.8
2017-11-12T01:05:53.653Z,,,,,52,,26.8
2017-11-12T01:06:03.646Z,,,,,52,,26.8
2017-11-12T01:06:13.645Z,,,,,52,,26.8
2017-11-12T01:06:23.645Z,,,,,52,,26.8
2017-11-12T01:06:33.645Z,,,,,52,,26.8
2017-11-12T01:06:53.646Z,,,,,52,,26.8
2017-11-12T01:07:03.645Z,,,,,52,,26.8
2017-11-12T01:07:13.646Z,36.2,,,,52,,26.8
2017-11-12T01:07:23.645Z,,,,,52,,26.7
2017-11-12T01:07:33.645Z,,,,,52,,26.7
2017-11-12T01:07:53.689Z,,,,,52,,26.7
2017-11-12T01:08:03.650Z,,,,,52,,26.7
2017-11-12T01:08:13.645Z,,,,,52,,26.7
2017-11-12T01:08:23.646Z,,,,,52,,26.7
2017-11-12T01:08:33.645Z,,,,,52,,26.7
2017-11-12T01:08:53.645Z,,,,,52,,26.7
2017-11-12T01:09:03.646Z,,,,,52,,26.7
2017-11-12T01:09:13.646Z,,,,,52,,26.7
2017-11-12T01:09:23.647Z,,,,,52,,26.7
2017-11-12T01:09:33.657Z,36.1,,,,52,,26.7
2017-11-12T01:09:53.646Z,36.2,,,,52,,26.6
2017-11-12T01:10:03.646Z,36.1,,,,52,,26.6
2017-11-12T01:10:13.645Z,,,,,52,,26.6
2017-11-12T01:10:23.646Z,,,,,52,,26.6
2017-11-12T01:10:33.645Z,,,,,52,,26.6
2017-11-12T01:10:53.647Z,,,,,52,,26.6
2017-11-12T01:11:03.645Z,,,,,52,,26.6
2017-11-12T01:11:13.645Z,,,,,52,,26.6
2017-11-12T01:11:23.646Z,,,,,52,,26.6
2017-11-12T01:11:33.645Z,,,,,52,,26.6
2017-11-12T01:11:53.649Z,,,,,52,,26.6
2017-11-12T01:12:03.649Z,,,,,52,,26.5
2017-11-12T01:12:13.646Z,36,,,,52,,26.5
2017-11-12T01:12:23.649Z,,,,,52,,26.5
2017-11-12T01:12:33.648Z,,,,,52,,26.5
2017-11-12T01:12:53.649Z,,,,,52,,26.5
2017-11-12T01:13:03.649Z,,,,,52,,26.5
2017-11-12T01:13:13.650Z,,,,,52,,26.5
2017-11-12T01:13:23.645Z,,,,,52,,26.5
2017-11-12T01:13:33.649Z,,,,,52,,26.5
2017-11-12T01:13:53.651Z,,,,,52,,26.5
2017-11-12T01:14:03.645Z,,,,,52,,26.5
2017-11-12T01:14:13.646Z,36,,,,,,
2017-11-12T01:14:23.645Z,,,,,52,,26.5
2017-11-12T01:14:43.650Z,,,,,52,,26.5
2017-11-12T01:14:53.650Z,35.9,,,,52,,26.3
2017-11-12T01:15:03.646Z,,,,,52,,26.3
2017-11-12T01:15:13.645Z,,,,,52,,26.3
2017-11-12T01:15:23.645Z,,,,,52,,26.3
2017-11-12T01:15:33.646Z,,,,,52,,26.3
2017-11-12T01:15:53.645Z,,,,,52,,26.3
2017-11-12T01:16:03.650Z,,,,,52,,26.3
2017-11-12T01:16:13.645Z,,,,,52,,26.3
2017-11-12T01:16:23.645Z,,,,,52,,26.3
2017-11-12T01:16:33.645Z,,,,,52,,26.3
2017-11-12T01:16:53.649Z,,,,,52,,26.3
2017-11-12T01:17:03.645Z,35.8,,,,52,,26.3
2017-11-12T01:17:13.645Z,,,,,52,,26.2
2017-11-12T01:17:23.645Z,,,,,52,,26.2
2017-11-12T01:17:33.645Z,,,,,52,,26.2
2017-11-12T01:17:53.645Z,,,,,52,,26.2
2017-11-12T01:18:03.645Z,,,,,52,,26.2
2017-11-12T01:18:13.645Z,,,,,52,,26.2
2017-11-12T01:18:23.646Z,,,,,52,,26.2
2017-11-12T01:18:33.646Z,,,,,52,,26.2
2017-11-12T01:18:53.645Z,,,,,52,,26.2
2017-11-12T01:19:03.645Z,,,,,52,,26.2
2017-11-12T01:19:13.667Z,,,,,52,,26.2
2017-11-12T01:19:23.645Z,35.7,,,,52,,26.2
2017-11-12T01:19:33.649Z,35.8,,,,52,,26.2
2017-11-12T01:19:53.645Z,35.7,,,,52,,26.1
2017-11-12T01:20:03.645Z,,,,,52,,26.1
2017-11-12T01:20:13.649Z,,,,,52,,26.1
2017-11-12T01:20:23.645Z,,,,,52,,26.1
2017-11-12T01:20:33.646Z,,,,,52,,26.1
2017-11-12T01:20:53.645Z,,,,,52,,26.1
2017-11-12T01:21:03.645Z,,,,,52,,26.1
2017-11-12T01:21:13.647Z,,,,,52,,26.1
2017-11-12T01:21:23.648Z,,,,,52,,26.1
2017-11-12T01:21:33.644Z,,,,,52,,26.1
2017-11-12T01:21:53.645Z,,,,,52,,26.1
2017-11-12T01:22:03.645Z,35.6,,,,52,,26.1
2017-11-12T01:22:13.645Z,,,,,52,,26.1
2017-11-12T01:22:23.644Z,,,,,52,,26.1
2017-11-12T01:22:33.646Z,,,,,52,,26.1
2017-11-12T01:22:53.645Z,,,,,52,,26.1
2017-11-12T01:23:03.645Z,,,,,52,,26
2017-11-12T01:23:13.645Z,,,,,52,,26
2017-11-12T01:23:23.646Z,,,,,52,,26
2017-11-12T01:23:33.644Z,,,,,52,,26
2017-11-12T01:23:53.645Z,,,,,52,,26
2017-11-12T01:24:03.645Z,,,,,52,,26
2017-11-12T01:24:13.644Z,35.6,0,5,0,52,0,26
2017-11-12T01:24:23.648Z,,,,,52,,26
2017-11-12T01:24:33.650Z,,,,,52,,26
2017-11-12T01:24:53.644Z,35.5,,,,52,,26
2017-11-12T01:25:03.647Z,,,,,52,,26
2017-11-12T01:25:13.650Z,,,,,52,,26
2017-11-12T01:25:23.645Z,,,,,52,,26
2017-11-12T01:25:33.645Z,,,,,52,,26
2017-11-12T01:25:53.645Z,,,,,52,,26
2017-11-12T01:26:03.645Z,,,,,52,,26
2017-11-12T01:26:13.645Z,,,,,52,,26
2017-11-12T01:26:23.644Z,,,,,52,,25.9
2017-11-12T01:26:33.648Z,,,,,52,,25.9
2017-11-12T01:26:53.645Z,,,,,52,,25.9
2017-11-12T01:27:03.644Z,,,,,52,,25.9
2017-11-12T01:27:13.645Z,35.4,,,,52,,25.9
2017-11-12T01:27:23.650Z,35.5,,,,52,,25.9
2017-11-12T01:27:33.644Z,35.4,,,,52,,25.9
2017-11-12T01:27:53.644Z,,,,,52,,25.9
2017-11-12T01:28:03.644Z,,,,,52,,25.9
2017-11-12T01:28:13.644Z,,,,,52,,25.9
2017-11-12T01:28:23.645Z,,,,,52,,25.9
2017-11-12T01:28:33.646Z,,,,,52,,25.9
2017-11-12T01:28:53.644Z,,,,,52,,25.9
2017-11-12T01:29:03.644Z,,,,,52,,25.9
2017-11-12T01:29:13.644Z,,,,,52,,25.9
2017-11-12T01:29:23.647Z,,,,,52,,25.9
2017-11-12T01:29:33.644Z,35.3,,,,52,,25.9
2017-11-12T01:29:43.645Z,35.3,,,,52,,25.9
2017-11-12T01:29:53.645Z,,0,0,2,52,,25.7
2017-11-12T01:30:03.660Z,37.8,0,,2,52,30,34.1
2017-11-12T01:30:13.644Z,40.2,0,,0,52,59,37.1
2017-11-12T01:30:23.650Z,41.4,,,,,0,
2017-11-12T01:30:33.646Z,,0,,0,52,,39.5
2017-11-12T01:30:43.647Z,40.7,,,,,,
2017-11-12T01:30:53.648Z,40.6,,,,52,,39.5
2017-11-12T01:31:03.645Z,40.5,,,,52,,39.3
2017-11-12T01:31:13.645Z,,,,,52,,39.2
2017-11-12T01:31:23.644Z,,,,,52,,39.1
2017-11-12T01:31:33.644Z,,,,,52,,38.9
2017-11-12T01:31:43.645Z,40.4,,5,,,,
2017-11-12T01:31:53.647Z,,,,,52,,38.8
2017-11-12T01:32:03.648Z,,,,,52,,38.5
2017-11-12T01:32:13.644Z,,,,,52,,38.4
2017-11-12T01:32:23.644Z,40.3,,,,52,,38.3
2017-11-12T01:32:33.644Z,,,,,52,,38.2
2017-11-12T01:32:53.644Z,,,,,52,,37.8
2017-11-12T01:33:03.646Z,40.6,0,0,2,52,36,37.8
2017-11-12T01:33:13.644Z,41.1,0,,0,52,,40.2
2017-11-12T01:33:23.646Z,42.8,0,,0,,0,
2017-11-12T01:33:33.645Z,41.9,,,,52,,42.2
2017-11-12T01:33:43.649Z,41.7,,,,52,,42.1
2017-11-12T01:33:53.649Z,41.8,0,,2,52,,41.5
2017-11-12T01:34:03.658Z,44.4,0,,2,52,34,42
2017-11-12T01:34:13.646Z,45.1,0,,0,52,30,43.9
2017-11-12T01:34:23.648Z,44.5,0,,0,,0,
2017-11-12T01:34:33.646Z,44.2,,,,52,,44.4
2017-11-12T01:34:43.650Z,44.1,0,,2,52,,44.3
2017-11-12T01:34:53.644Z,43.9,0,,2,,34,
2017-11-12T01:35:03.650Z,43.9,0,,0,52,0,43.9
2017-11-12T01:35:13.644Z,43.8,,,,52,,44.2
2017-11-12T01:35:23.650Z,43.7,,,,52,,43.9
2017-11-12T01:35:33.644Z,,0,,2,52,,43.8
2017-11-12T01:35:43.644Z,43.7,0,,0,,,
2017-11-12T01:35:53.646Z,43.5,0,,0,52,,43.5
2017-11-12T01:36:03.645Z,43.3,,,,52,,43.1
2017-11-12T01:36:13.644Z,43.2,,,,,,
2017-11-12T01:36:23.645Z,,,,,52,,42.9
