Time,PrimTSet,ActPow,HwActive,HwTSet,HwTOutlet,ChActive,PrimT
2018-02-07T05:36:08.737Z,,,,50,32,,
2018-02-07T05:36:18.713Z,,,,,,,40
2018-02-07T05:36:28.712Z,,,,50,32,,
2018-02-07T05:36:38.713Z,,,,50,32,,
2018-02-07T05:36:58.713Z,,,,50,32,,
2018-02-07T05:37:08.716Z,,,,50,32,,
2018-02-07T05:37:18.803Z,,,,50,32,,40
2018-02-07T05:37:28.713Z,,,,,,,39.9
2018-02-07T05:37:38.713Z,,,,50,31.9,,
2018-02-07T05:37:48.725Z,,,,50,32,,
2018-02-07T05:37:58.713Z,,,,50,32,,
2018-02-07T05:38:18.713Z,,,,50,31.9,,39.8
2018-02-07T05:38:28.712Z,,,,50,31.9,,
2018-02-07T05:38:48.713Z,,,,50,31.9,,
2018-02-07T05:38:58.713Z,,,,50,31.9,,
2018-02-07T05:39:08.715Z,,,,50,31.9,,
2018-02-07T05:39:28.723Z,,,,50,31.9,,
2018-02-07T05:39:38.713Z,,,,50,31.9,,
2018-02-07T05:39:48.713Z,,,,,,,39.7
2018-02-07T05:39:58.713Z,,,,50,31.9,,
2018-02-07T05:40:08.713Z,,,,50,31.9,,
2018-02-07T05:40:28.713Z,,,,50,31.9,,
2018-02-07T05:40:38.713Z,,,,50,31.9,,
2018-02-07T05:40:48.713Z,,,,50,31.9,,39.6
2018-02-07T05:40:58.723Z,,44,0,50,31.9,2,40.4
2018-02-07T05:41:08.713Z,,35,,50,31.9,,45.3
2018-02-07T05:41:18.713Z,,29,,50,31.9,,43.1
2018-02-07T05:41:28.713Z,,,,50,31.8,,41.5
2018-02-07T05:41:38.713Z,,,,50,31.9,,38.7
2018-02-07T05:41:48.714Z,,29,,,,,38
2018-02-07T05:41:58.734Z,,30,,50,31.8,,37.8
2018-02-07T05:42:08.713Z,,29,,,,,38.2
2018-02-07T05:42:18.713Z,,,,50,31.8,,38.7
2018-02-07T05:42:28.715Z,,,,,,,39.1
2018-02-07T05:42:38.713Z,,30,,50,31.8,,39.3
2018-02-07T05:42:48.713Z,,,,50,31.8,,
2018-02-07T05:42:58.713Z,,29,,50,31.8,,39.6
2018-02-07T05:43:08.712Z,,,,,,,39.8
2018-02-07T05:43:18.713Z,,,,50,31.8,,40
2018-02-07T05:43:28.714Z,,,,50,31.8,,40.3
2018-02-07T05:43:38.713Z,,,,50,31.8,,
2018-02-07T05:43:48.733Z,,,,,,,40.7
2018-02-07T05:43:58.715Z,,,,50,31.8,,40.9
2018-02-07T05:44:08.716Z,,,,,,,41.1
2018-02-07T05:44:18.713Z,,,,50,31.8,,41.2
2018-02-07T05:44:28.713Z,,,,50,31.8,,
2018-02-07T05:44:38.743Z,,29,,,,,41.6
2018-02-07T05:44:48.716Z,,30,,50,31.8,,41.7
2018-02-07T05:44:58.713Z,,29,,50,31.8,,41.9
2018-02-07T05:45:08.713Z,,29,,,,,42
2018-02-07T05:45:18.713Z,,,,50,31.8,,42.1
2018-02-07T05:45:28.713Z,,,,50,31.8,,
2018-02-07T05:45:38.713Z,,30,,,,,42.4
2018-02-07T05:45:48.712Z,,29,,50,31.8,,42.6
2018-02-07T05:45:58.714Z,,,,50,31.8,,42.7
2018-02-07T05:46:08.714Z,,,,50,31.9,,
2018-02-07T05:46:18.713Z,,29,,50,31.8,,43
2018-02-07T05:46:28.713Z,,,,,,,43.1
2018-02-07T05:46:38.714Z,,30,,50,31.8,,43.2
2018-02-07T05:46:48.713Z,,,,50,31.9,,
2018-02-07T05:46:58.730Z,,0,,50,31.9,,43.5
2018-02-07T05:47:08.713Z,,,0,50,31.9,2,41.5
2018-02-07T05:47:18.713Z,,,,,,,39.7
2018-02-07T05:47:28.712Z,,,,50,31.9,,38.8
2018-02-07T05:47:38.712Z,,,,,,,38.5
2018-02-07T05:47:48.819Z,,,,50,31.9,,
2018-02-07T05:47:58.723Z,,,,50,31.9,,
2018-02-07T05:48:08.712Z,,,,50,31.9,,
2018-02-07T05:48:28.713Z,,,,50,31.9,,38.4
2018-02-07T05:48:38.713Z,,,,50,31.9,,
2018-02-07T05:48:48.717Z,,,,,,,38.1
2018-02-07T05:48:58.714Z,,,,50,31.9,,38
2018-02-07T05:49:08.713Z,,,,50,31.9,,
2018-02-07T05:49:28.753Z,,,,50,31.9,,
2018-02-07T05:49:38.736Z,,,,,,,37.9
2018-02-07T05:49:48.713Z,,,,50,31.9,,
2018-02-07T05:49:58.714Z,,,,50,31.9,,37.8
2018-02-07T05:50:18.712Z,,,,50,31.9,,
2018-02-07T05:50:28.713Z,,,,50,31.9,,37.7
2018-02-07T05:50:38.713Z,,40,0,50,31.9,2,41.2
2018-02-07T05:50:48.712Z,,30,,,,,45.2
2018-02-07T05:50:58.713Z,,30,,50,31.9,,44.1
2018-02-07T05:51:08.713Z,59,29,0,50,31.9,2,44
2018-02-07T05:51:18.712Z,,30,,,,,43.2
2018-02-07T05:51:28.713Z,,29,,50,31.9,,43
2018-02-07T05:51:38.713Z,,,,50,31.9,,
2018-02-07T05:51:48.712Z,,,,50,31.9,,43.3
2018-02-07T05:51:58.723Z,,0,0,50,31.9,2,41.3
2018-02-07T05:52:08.745Z,,,,,,,39.7
2018-02-07T05:52:18.712Z,,,,50,32,,38.7
2018-02-07T05:52:28.712Z,,,,,,,38.4
2018-02-07T05:52:38.869Z,,,,50,32,,38.3
2018-02-07T05:52:48.780Z,,,,50,32,,
2018-02-07T05:52:58.712Z,,,,50,32,,
2018-02-07T05:53:08.728Z,,,,,,,38.2
2018-02-07T05:53:18.723Z,,,,50,32,,
2018-02-07T05:53:28.712Z,,,,50,32,,
2018-02-07T05:53:38.712Z,,,,50,32,,38
2018-02-07T05:53:48.712Z,,,,,,,37.9
2018-02-07T05:53:58.750Z,,,,50,32,,37.8
2018-02-07T05:54:08.713Z,,,,50,32,,
2018-02-07T05:54:18.712Z,,,,,,,37.7
2018-02-07T05:54:28.712Z,,,,50,32,,
2018-02-07T05:54:38.712Z,,,,50,32,,
2018-02-07T05:54:48.713Z,,,,50,32,,37.6
2018-02-07T05:54:58.713Z,,,,50,32,,37.5
2018-02-07T05:55:18.740Z,,,,50,32,,
2018-02-07T05:55:28.712Z,,,,50,32,,
2018-02-07T05:55:48.712Z,,,,50,32,,
2018-02-07T05:55:58.712Z,,,,50,32,,37.4
2018-02-07T05:56:08.713Z,,,,50,32,,
2018-02-07T05:56:28.713Z,,,,50,32,,
2018-02-07T05:56:38.712Z,,,,50,32,,
2018-02-07T05:56:58.712Z,,,,50,32,,
2018-02-07T05:57:08.713Z,,,,50,32,,
2018-02-07T05:57:28.712Z,,,,50,32,,
2018-02-07T05:57:38.712Z,,,,50,32,,
2018-02-07T05:57:58.712Z,,,,50,32,,37.5
2018-02-07T05:58:08.712Z,,,,50,32,,
2018-02-07T05:58:28.721Z,,,,50,32,,
2018-02-07T05:58:38.712Z,,,,50,32,,
2018-02-07T05:58:58.712Z,,,,50,32,,
2018-02-07T05:59:08.712Z,,,,50,32,,
2018-02-07T05:59:18.712Z,,,,,,,37.6
2018-02-07T05:59:28.712Z,,,,50,32,,
2018-02-07T05:59:38.712Z,,,,50,31.9,,
2018-02-07T05:59:58.712Z,,,,50,31.9,,
2018-02-07T06:00:08.712Z,,,,50,31.9,,
2018-02-07T06:00:28.712Z,,,,50,31.9,,
2018-02-07T06:00:38.712Z,,,,50,31.9,,
2018-02-07T06:00:48.712Z,,,,,,,37.7
2018-02-07T06:00:58.714Z,,,,50,31.9,,
2018-02-07T06:01:08.712Z,,,,50,31.9,,
2018-02-07T06:01:18.712Z,,,,,,,37.6
2018-02-07T06:01:28.713Z,,,,50,31.9,,
2018-02-07T06:01:38.712Z,,,,50,31.9,,
2018-02-07T06:01:58.712Z,,,,50,31.9,,
2018-02-07T06:02:08.712Z,,,,50,31.9,,
2018-02-07T06:02:28.712Z,,,,50,31.9,,
2018-02-07T06:02:38.728Z,,,,50,31.9,,
2018-02-07T06:02:58.713Z,,,,50,31.8,,
2018-02-07T06:03:08.766Z,,,,50,31.8,,
2018-02-07T06:03:28.714Z,,,,50,31.8,,
2018-02-07T06:03:38.712Z,,,,50,31.8,,
2018-02-07T06:03:58.712Z,,,,50,31.8,,
2018-02-07T06:04:08.716Z,,,,50,31.8,,
2018-02-07T06:04:28.714Z,,,,50,31.8,,
2018-02-07T06:04:38.714Z,,,,50,31.8,,
2018-02-07T06:04:48.712Z,,,,,,,37.5
2018-02-07T06:04:58.712Z,,,,50,31.8,,
2018-02-07T06:05:08.723Z,,,,50,31.8,,
2018-02-07T06:05:18.713Z,,,,50,31.6,,
2018-02-07T06:05:28.712Z,,39,0,50,31.8,2,41.3
2018-02-07T06:05:38.712Z,,30,,50,31.6,,43.8
2018-02-07T06:05:48.712Z,,29,,50,31.6,,41
2018-02-07T06:05:58.712Z,,,,50,31.6,,39.7
2018-02-07T06:06:08.712Z,,30,,,,,38.5
2018-02-07T06:06:18.713Z,,,,50,31.6,,38.1
2018-02-07T06:06:28.726Z,,,,50,31.6,,
2018-02-07T06:06:38.712Z,,29,,,,,38.7
2018-02-07T06:06:48.712Z,,30,,50,31.6,,39.2
2018-02-07T06:06:58.712Z,,,,50,31.6,,39.4
2018-02-07T06:07:08.712Z,,,,50,31.6,,
2018-02-07T06:07:18.712Z,,29,,,,,39.6
2018-02-07T06:07:28.712Z,,30,,50,31.6,,39.7
2018-02-07T06:07:38.763Z,,29,,50,31.6,,39.9
2018-02-07T06:07:48.748Z,,,,,,,40.1
2018-02-07T06:07:58.712Z,,,,50,31.6,,40.3
2018-02-07T06:08:08.719Z,,,,50,31.6,,
2018-02-07T06:08:18.718Z,,,,,,,40.7
2018-02-07T06:08:28.712Z,,,,50,31.6,,40.8
2018-02-07T06:08:38.717Z,,30,,,,,41
2018-02-07T06:08:48.712Z,,,,50,31.6,,41.1
2018-02-07T06:08:58.723Z,,29,,50,31.6,,41.3
2018-02-07T06:09:08.712Z,,,,50,31.5,,
2018-02-07T06:09:18.712Z,,,,,,,41.6
2018-02-07T06:09:28.715Z,,30,,50,31.6,,41.7
2018-02-07T06:09:38.712Z,,,,50,31.6,,
2018-02-07T06:09:48.713Z,,29,,,,,42
2018-02-07T06:09:58.732Z,,,,50,31.6,,42.2
2018-02-07T06:10:08.712Z,,,,50,31.6,,
2018-02-07T06:10:18.712Z,,30,,,,,42.4
2018-02-07T06:10:28.712Z,,29,,50,31.6,,42.7
2018-02-07T06:10:38.714Z,,,,50,31.6,,
2018-02-07T06:10:48.712Z,,30,,50,31.6,,42.9
2018-02-07T06:10:58.713Z,,30,,50,31.6,,43.1
2018-02-07T06:11:08.839Z,,,,,,,43.2
2018-02-07T06:11:18.883Z,,,,50,31.6,,43.3
2018-02-07T06:11:28.829Z,,,,50,31.6,,
2018-02-07T06:11:38.712Z,,29,,,,,43.6
2018-02-07T06:11:48.712Z,,,,50,31.6,,43.8
2018-02-07T06:11:58.712Z,,30,,50,31.6,,43.9
2018-02-07T06:12:08.724Z,,29,,,,,44
2018-02-07T06:12:18.712Z,,,,50,31.6,,44.2
2018-02-07T06:12:28.751Z,,,,50,31.6,,
2018-02-07T06:12:38.712Z,,,,,,,44.4
2018-02-07T06:12:48.712Z,,,,50,31.6,,44.6
2018-02-07T06:12:58.712Z,,,,50,31.6,,44.7
2018-02-07T06:13:08.712Z,,,,50,31.6,,
2018-02-07T06:13:18.713Z,,30,,,,,45
2018-02-07T06:13:28.722Z,,29,,50,31.8,,45.1
2018-02-07T06:13:38.712Z,,,,50,31.8,,
2018-02-07T06:13:48.712Z,,30,,,,,45.4
2018-02-07T06:13:58.712Z,,29,,50,31.8,,45.5
2018-02-07T06:14:08.727Z,,,,50,31.8,,
2018-02-07T06:14:18.711Z,,,,,,,45.8
2018-02-07T06:14:28.711Z,,,,50,31.8,,45.9
2018-02-07T06:14:38.712Z,,,,,,,46
2018-02-07T06:14:48.713Z,,,,50,31.8,,
2018-02-07T06:14:58.712Z,,,,50,31.9,,46.1
2018-02-07T06:15:08.713Z,,,,50,31.9,,
2018-02-07T06:15:18.712Z,,29,,,,,46.4
2018-02-07T06:15:28.712Z,,,,50,31.9,,46.5
2018-02-07T06:15:38.713Z,,,,50,31.9,,
2018-02-07T06:15:48.712Z,,29,,,,,46.8
2018-02-07T06:15:58.715Z,,,,50,31.9,,46.9
2018-02-07T06:16:08.712Z,,,,50,31.9,,47
2018-02-07T06:16:18.712Z,,0,0,50,32,2,45.4
2018-02-07T06:16:28.712Z,,,,,,,43.5
2018-02-07T06:16:38.712Z,,,,50,32,,42.6
2018-02-07T06:16:48.711Z,,,,,,,42.2
2018-02-07T06:16:58.713Z,,,,50,32,,42.1
2018-02-07T06:17:08.712Z,,,,50,32,,
2018-02-07T06:17:28.730Z,,,,50,32,,42
2018-02-07T06:17:38.712Z,,,,,,,41.9
2018-02-07T06:17:48.713Z,,,,50,32.1,,41.8
2018-02-07T06:17:58.712Z,,,,50,32.1,,41.6
2018-02-07T06:18:08.712Z,,,,50,32.1,,
2018-02-07T06:18:18.714Z,,,,,,,41.5
2018-02-07T06:18:28.711Z,,,,50,32.1,,41.4
2018-02-07T06:18:38.712Z,,,,50,32.1,,
2018-02-07T06:18:58.712Z,,,,50,32.1,,41.3
2018-02-07T06:19:08.712Z,,,,50,32.2,,41.2
2018-02-07T06:19:18.774Z,,,,,,,41.1
2018-02-07T06:19:28.712Z,,,,50,32.2,,
2018-02-07T06:19:38.712Z,,,,50,32.2,,
2018-02-07T06:19:58.713Z,,,,50,32.2,,
2018-02-07T06:20:08.720Z,,,,50,32.2,,
2018-02-07T06:20:18.711Z,,,,,,,41
2018-02-07T06:20:28.712Z,,,,50,32.2,,
2018-02-07T06:20:38.711Z,,,,50,32.2,,
2018-02-07T06:20:58.712Z,,,,50,32.2,,
2018-02-07T06:21:08.711Z,,,,50,32.2,,
2018-02-07T06:21:28.712Z,,,,50,32.3,,
2018-02-07T06:21:38.711Z,,,,50,32.3,,
2018-02-07T06:21:58.712Z,,,,50,32.3,,41.1
2018-02-07T06:22:08.712Z,,,,50,32.3,,
2018-02-07T06:22:28.714Z,,,,50,32.3,,41.2
2018-02-07T06:22:38.712Z,,,,50,32.3,,
2018-02-07T06:22:58.712Z,,,,50,32.3,,
2018-02-07T06:23:08.712Z,,,,50,32.3,,
2018-02-07T06:23:18.711Z,,,,,,,41.3
2018-02-07T06:23:28.711Z,,,,50,32.3,,
2018-02-07T06:23:38.711Z,,,,50,32.3,,
2018-02-07T06:23:58.712Z,,,,50,32.3,,41.4
2018-02-07T06:24:08.718Z,,,,50,32.3,,
2018-02-07T06:24:28.727Z,,,,50,32.3,,
2018-02-07T06:24:38.712Z,,,,50,32.3,,
2018-02-07T06:24:58.712Z,,,,50,32.3,,
2018-02-07T06:25:08.712Z,,,,50,32.3,,
2018-02-07T06:25:28.712Z,,,,50,32.3,,
2018-02-07T06:25:38.711Z,,,,50,32.3,,
2018-02-07T06:25:58.712Z,,,,50,32.3,,
2018-02-07T06:26:08.711Z,,,,50,32.3,,
2018-02-07T06:26:28.711Z,,,,50,32.3,,41.3
2018-02-07T06:26:38.711Z,,,,50,32.3,,
2018-02-07T06:26:58.711Z,,,,50,32.3,,
2018-02-07T06:27:08.712Z,,,,50,32.3,,
2018-02-07T06:27:28.711Z,,,,50,32.3,,
2018-02-07T06:27:38.711Z,,,,50,32.3,,
2018-02-07T06:27:58.712Z,,,,50,32.3,,41.2
2018-02-07T06:28:08.713Z,,,,50,32.3,,
2018-02-07T06:28:28.712Z,,,,50,32.3,,
2018-02-07T06:28:38.711Z,,,,50,32.3,,
2018-02-07T06:28:58.711Z,,,,50,32.3,,
2018-02-07T06:29:08.711Z,,,,50,32.3,,
2018-02-07T06:29:18.712Z,,,,,,,41.1
2018-02-07T06:29:28.712Z,,,,50,32.3,,
2018-02-07T06:29:38.711Z,,,,50,32.3,,
2018-02-07T06:29:58.712Z,,,,50,32.3,,
2018-02-07T06:30:08.711Z,,,,50,32.3,,
2018-02-07T06:30:18.711Z,,,,,,,41
2018-02-07T06:30:28.711Z,,,,50,32.3,,
2018-02-07T06:30:38.712Z,,42,0,50,32.3,2,43.1
2018-02-07T06:30:48.718Z,,30,,50,32.3,,47.1
2018-02-07T06:30:58.714Z,,29,,50,32.3,,44.1
2018-02-07T06:31:08.726Z,,30,,50,32.3,,42.6
2018-02-07T06:31:18.711Z,,29,,,,,40.8
2018-02-07T06:31:28.711Z,,,,50,32.3,,40.1
2018-02-07T06:31:38.712Z,,,,50,32.3,,
2018-02-07T06:31:48.711Z,,29,,,,,40.7
2018-02-07T06:31:58.718Z,,,,50,32.3,,41.1
2018-02-07T06:32:08.731Z,,,,,,,41.4
2018-02-07T06:32:18.717Z,,,,50,32.3,,41.6
2018-02-07T06:32:28.711Z,,,,50,32.3,,
2018-02-07T06:32:38.711Z,,,,,,,41.7
2018-02-07T06:32:48.719Z,,30,,50,32.3,,41.9
2018-02-07T06:32:58.712Z,,29,,50,32.3,,42.1
2018-02-07T06:33:08.711Z,,30,,,,,42.3
2018-02-07T06:33:18.712Z,,29,,50,32.3,,42.7
2018-02-07T06:33:28.712Z,,,,50,32.3,,
2018-02-07T06:33:38.711Z,,29,,,,,43
2018-02-07T06:33:48.711Z,,,,50,32.3,,43.2
2018-02-07T06:33:58.711Z,,30,,50,32.3,,43.4
2018-02-07T06:34:08.711Z,,,,50,32.3,,
2018-02-07T06:34:18.711Z,,29,,,,,43.7
2018-02-07T06:34:28.723Z,,30,,50,32.3,,43.8
2018-02-07T06:34:38.716Z,,,,50,32.3,,43.9
2018-02-07T06:34:48.711Z,,29,,,,,44
2018-02-07T06:34:58.711Z,,30,,50,32.3,,44.2
2018-02-07T06:35:08.711Z,,,,50,32.3,,
2018-02-07T06:35:18.711Z,,30,,,,,44.4
2018-02-07T06:35:28.750Z,,,,50,32.3,,44.5
2018-02-07T06:35:38.731Z,,,,50,32.3,,
2018-02-07T06:35:48.748Z,,29,,,,,44.7
2018-02-07T06:35:58.787Z,,,,50,32.3,,44.9
2018-02-07T06:36:08.711Z,,29,,,,,45
2018-02-07T06:36:18.733Z,,,,50,32.3,,45.1
2018-02-07T06:36:28.739Z,,0,0,50,32.4,2,45.1
2018-02-07T06:36:38.719Z,,,,50,32.4,,42.7
2018-02-07T06:36:48.711Z,,,,50,32.3,,41
2018-02-07T06:36:58.723Z,,,,50,32.4,,40.5
2018-02-07T06:37:08.726Z,,,,,,,40.3
2018-02-07T06:37:18.716Z,,,,50,32.4,,
2018-02-07T06:37:28.722Z,,,,50,32.4,,
2018-02-07T06:37:48.714Z,,,,50,32.4,,40.2
2018-02-07T06:37:58.712Z,,,,50,32.4,,40.1
2018-02-07T06:38:08.711Z,,,,,,,39.9
2018-02-07T06:38:18.711Z,,,,50,32.4,,39.8
2018-02-07T06:38:28.713Z,,,,50,32.4,,
2018-02-07T06:38:38.716Z,,,,,,,39.7
2018-02-07T06:38:48.711Z,,,,50,32.4,,
2018-02-07T06:38:58.711Z,,,,50,32.4,,39.6
2018-02-07T06:39:08.711Z,,,,50,32.4,,
2018-02-07T06:39:18.711Z,,,,,,,39.5
2018-02-07T06:39:28.712Z,,,,50,32.4,,
2018-02-07T06:39:38.711Z,,,,50,32.4,,39.4
2018-02-07T06:39:48.711Z,,,,50,32.4,,
2018-02-07T06:39:58.711Z,,,,50,32.4,,
2018-02-07T06:40:08.711Z,,,,50,32.4,,
2018-02-07T06:40:28.711Z,,,,50,32.4,,
2018-02-07T06:40:38.711Z,,,,50,32.4,,
2018-02-07T06:40:48.712Z,,,,,,,39.3
2018-02-07T06:40:58.711Z,,,,50,32.5,,
2018-02-07T06:41:08.731Z,,,,50,32.4,,
2018-02-07T06:41:28.711Z,,,,50,32.5,,
2018-02-07T06:41:38.711Z,,,,50,32.5,,
2018-02-07T06:41:58.711Z,,,,50,32.5,,
2018-02-07T06:42:08.711Z,,,,50,32.5,,
2018-02-07T06:42:18.711Z,,,,,,,39.4
2018-02-07T06:42:28.711Z,,,,50,32.5,,
2018-02-07T06:42:38.711Z,,,,50,32.5,,
2018-02-07T06:42:58.714Z,,,,50,32.5,,39.5
2018-02-07T06:43:08.711Z,,,,50,32.5,,
2018-02-07T06:43:28.711Z,,,,50,32.5,,39.6
2018-02-07T06:43:38.711Z,,,,50,32.5,,
2018-02-07T06:43:58.711Z,,,,50,32.5,,
2018-02-07T06:44:08.711Z,,,,50,32.5,,
2018-02-07T06:44:28.711Z,,,,50,32.4,,39.7
2018-02-07T06:44:38.711Z,,,,50,32.4,,
2018-02-07T06:44:58.714Z,,,,50,32.4,,
2018-02-07T06:45:08.711Z,,,,50,32.4,,
2018-02-07T06:45:28.711Z,,,,50,32.4,,
2018-02-07T06:45:38.711Z,,,,50,32.4,,
2018-02-07T06:45:48.712Z,,,,50,32.4,,
2018-02-07T06:45:58.721Z,,40,0,50,32.4,2,42.4
2018-02-07T06:46:08.711Z,,30,,,,,46.1
2018-02-07T06:46:18.807Z,,29,,50,32.4,,43.9
2018-02-07T06:46:28.813Z,,,,50,32.4,,43.2
2018-02-07T06:46:38.773Z,,0,0,50,32.4,2,40.2
2018-02-07T06:46:48.711Z,,,,50,32.4,,37.1
2018-02-07T06:46:58.710Z,,,,50,32.4,,35.9
2018-02-07T06:47:08.784Z,,,,,,,35.7
2018-02-07T06:47:18.711Z,,,,50,32.4,,36
2018-02-07T06:47:28.710Z,,,,,,,36.3
2018-02-07T06:47:38.711Z,,,,50,32.4,,36.4
2018-02-07T06:47:48.710Z,,,,50,32.4,,
2018-02-07T06:47:58.721Z,,,,50,32.4,,
2018-02-07T06:48:08.713Z,,,,,,,36.2
2018-02-07T06:48:18.710Z,,,,50,32.4,,36
2018-02-07T06:48:28.722Z,,,,,,,35.9
2018-02-07T06:48:38.711Z,,,,50,32.4,,
2018-02-07T06:48:48.711Z,,,,50,32.4,,
2018-02-07T06:48:58.716Z,,,,50,32.4,,35.8
2018-02-07T06:49:18.711Z,,,,50,32.3,,
2018-02-07T06:49:28.716Z,,,,50,32.3,,
2018-02-07T06:49:39.542Z,,,,,,,35.8
2018-02-07T06:49:48.711Z,,,,50,32.3,,35.7
2018-02-07T06:49:58.713Z,,,,50,32.3,,35.8
2018-02-07T06:50:08.718Z,,,,50,32.3,,
2018-02-07T06:50:18.727Z,,,,,,,35.7
2018-02-07T06:50:28.710Z,,,,50,32.3,,
2018-02-07T06:50:38.775Z,,,,,,,35.8
2018-02-07T06:50:48.764Z,,,,50,32.3,,35.6
2018-02-07T06:50:58.728Z,,39,0,50,32.3,2,39.2
2018-02-07T06:51:08.710Z,59,29,0,,,2,41.2
2018-02-07T06:51:18.712Z,,30,,50,32.3,,40.9
2018-02-07T06:51:28.711Z,,29,,50,32.3,,40.7
2018-02-07T06:51:38.711Z,,,,50,32.3,,
2018-02-07T06:51:48.713Z,,,,,,,40.8
2018-02-07T06:51:58.716Z,,,,50,32.3,,40.9
2018-02-07T06:52:08.710Z,,,,,,,41.2
2018-02-07T06:52:18.727Z,,,,50,32.2,,41.3
2018-02-07T06:52:28.711Z,,,,50,32.2,,
2018-02-07T06:52:38.710Z,,,,,,,41.5
2018-02-07T06:52:48.711Z,,,,50,32.2,,41.7
2018-02-07T06:52:58.717Z,,30,,50,32.2,,41.8
2018-02-07T06:53:08.710Z,,29,,,,,42
2018-02-07T06:53:18.711Z,,,,50,32.2,,42.1
2018-02-07T06:53:28.735Z,,,,50,32.2,,
2018-02-07T06:53:38.764Z,,,,,,,42.3
2018-02-07T06:53:48.771Z,,,,50,32.2,,42.4
2018-02-07T06:53:58.753Z,,,,50,32.2,,42.6
2018-02-07T06:54:08.710Z,,,,50,32.2,,
2018-02-07T06:54:18.730Z,,30,,,,,42.8
2018-02-07T06:54:28.715Z,,29,,50,32.2,,43
2018-02-07T06:54:38.710Z,,30,,,,,43.1
2018-02-07T06:54:48.710Z,,29,,50,32.2,,43.2
2018-02-07T06:54:58.711Z,,,,50,32.2,,43.3
2018-02-07T06:55:08.710Z,,,,50,32.2,,
2018-02-07T06:55:18.711Z,,,,,,,43.6
2018-02-07T06:55:28.711Z,,,,50,32.2,,43.8
2018-02-07T06:55:38.710Z,,0,0,,,2,42.6
2018-02-07T06:55:48.743Z,,,,50,32.2,,40.3
2018-02-07T06:55:58.712Z,,,,50,32.2,,39.3
2018-02-07T06:56:08.710Z,,,,,,,38.9
2018-02-07T06:56:18.710Z,,,,50,32.2,,38.8
2018-02-07T06:56:28.793Z,,,,50,32.2,,
2018-02-07T06:56:48.770Z,,,,50,32.2,,
2018-02-07T06:56:58.710Z,,,,50,32.2,,
2018-02-07T06:57:08.711Z,,,,50,32.2,,
2018-02-07T06:57:18.710Z,,,,,,,38.5
2018-02-07T06:57:28.711Z,,,,50,32.2,,38.4
2018-02-07T06:57:38.747Z,,,,50,32.2,,
2018-02-07T06:57:58.717Z,,,,50,32.2,,38.3
2018-02-07T06:58:08.719Z,,,,50,32.2,,
2018-02-07T06:58:28.715Z,,,,50,32.2,,38.2
2018-02-07T06:58:38.719Z,,,,,,,38.1
2018-02-07T06:58:48.722Z,,,,50,32.2,,
2018-02-07T06:58:58.710Z,,,,50,32.2,,
2018-02-07T06:59:08.756Z,,,,50,32.2,,
2018-02-07T06:59:28.710Z,,,,50,32.2,,
2018-02-07T06:59:38.776Z,,,,50,32.2,,
2018-02-07T06:59:58.797Z,,,,50,32.2,,
2018-02-07T07:00:08.786Z,,,,50,32.2,,
2018-02-07T07:00:28.894Z,,,,50,32.2,,
2018-02-07T07:00:38.742Z,,,,50,32.2,,
2018-02-07T07:00:58.710Z,,,,50,32.2,,
2018-02-07T07:01:08.711Z,,,,50,32.2,,
2018-02-07T07:01:28.757Z,,,,50,32.2,,
2018-02-07T07:01:38.710Z,,,,50,32.2,,
2018-02-07T07:01:58.727Z,,,,50,32.2,,38.2
2018-02-07T07:02:08.718Z,,,,50,32.2,,
2018-02-07T07:02:28.734Z,,,,50,32.2,,38.3
2018-02-07T07:02:38.711Z,,,,50,32.1,,
2018-02-07T07:02:58.710Z,,,,50,32.1,,
2018-02-07T07:03:08.768Z,,,,50,32.1,,
2018-02-07T07:03:28.710Z,,,,50,32.1,,
2018-02-07T07:03:38.718Z,,,,50,32.1,,
2018-02-07T07:03:48.775Z,,,,,,,38.4
2018-02-07T07:03:58.710Z,,,,50,32.1,,
2018-02-07T07:04:08.720Z,,,,50,32.1,,
2018-02-07T07:04:28.717Z,,,,50,32.1,,
2018-02-07T07:04:38.716Z,,,,50,32.1,,
2018-02-07T07:04:58.712Z,,,,50,32.1,,
2018-02-07T07:05:08.715Z,,,,50,32.1,,
2018-02-07T07:05:28.710Z,,,,50,32,,
2018-02-07T07:05:38.712Z,,,,50,32,,
2018-02-07T07:05:58.710Z,,,,50,32,,
2018-02-07T07:06:08.710Z,,,,50,32,,
2018-02-07T07:06:28.779Z,,,,50,32,,
2018-02-07T07:06:38.753Z,,,,50,32,,
2018-02-07T07:06:58.739Z,,,,50,32,,
2018-02-07T07:07:08.758Z,,,,50,32,,
2018-02-07T07:07:18.710Z,,,,,,,38.3
2018-02-07T07:07:28.710Z,,,,50,32,,
2018-02-07T07:07:38.710Z,,,,50,32,,
2018-02-07T07:07:58.710Z,,,,50,32,,
2018-02-07T07:08:08.718Z,,,,50,32,,
2018-02-07T07:08:28.714Z,,,,50,31.9,,
2018-02-07T07:08:38.711Z,,,,50,31.9,,
2018-02-07T07:08:58.719Z,,,,50,31.9,,38.2
2018-02-07T07:09:08.712Z,,,,50,31.9,,
2018-02-07T07:09:28.726Z,,,,50,31.9,,
2018-02-07T07:09:38.725Z,,,,50,31.9,,
2018-02-07T07:09:58.776Z,,,,50,31.9,,
2018-02-07T07:10:08.718Z,,,,50,31.9,,
