Time,HwTSet,ChActive,HwTOutlet,HwActive,ActPow,PrimTSet,PrimT
2018-01-19T00:15:41.217Z,50,,31.3,,,,
2018-01-19T00:15:51.217Z,50,,31.3,,,,
2018-01-19T00:16:01.220Z,50,,31.3,,,,
2018-01-19T00:16:11.217Z,50,,31.3,,,,
2018-01-19T00:16:21.336Z,50,,31.3,,,,
2018-01-19T00:16:31.250Z,50,,31.3,,,,
2018-01-19T00:16:41.216Z,50,,31.3,,,,
2018-01-19T00:16:51.262Z,50,,31.3,,,,
2018-01-19T00:17:01.255Z,50,,31.3,,,,40.4
2018-01-19T00:17:11.249Z,50,,31.2,,,,
2018-01-19T00:17:21.360Z,50,,31.2,,,,
2018-01-19T00:17:31.234Z,50,,31.2,,,,
2018-01-19T00:17:41.217Z,50,,31.2,,,,
2018-01-19T00:17:51.217Z,50,,31.2,,,,
2018-01-19T00:18:01.216Z,50,,31.2,,,,
2018-01-19T00:18:11.217Z,50,,31.2,,,,
2018-01-19T00:18:21.308Z,50,,31.2,,,,
2018-01-19T00:18:31.218Z,50,,31.2,,,,
2018-01-19T00:18:41.217Z,50,,31.2,,,,
2018-01-19T00:18:51.217Z,50,,31.2,,,,40.3
2018-01-19T00:19:01.216Z,50,,31,,,,
2018-01-19T00:19:11.216Z,50,,31,,,,
2018-01-19T00:19:21.302Z,50,,31,,,,
2018-01-19T00:19:31.229Z,50,1,31,0,38,,45.3
2018-01-19T00:19:41.217Z,50,,31,,29,,43.6
2018-01-19T00:19:51.381Z,50,,31,,29,,40.3
2018-01-19T00:20:01.217Z,50,,31,,30,,36.7
2018-01-19T00:20:11.218Z,50,,31,,29,,35.4
2018-01-19T00:20:21.303Z,50,,31,,29,,34.9
2018-01-19T00:20:31.217Z,50,,31,,,,35.1
2018-01-19T00:20:41.217Z,50,,30.9,,,,35.5
2018-01-19T00:20:51.217Z,50,,30.9,,30,,36
2018-01-19T00:21:01.216Z,50,,30.9,,29,,36.2
2018-01-19T00:21:11.217Z,50,,30.9,,,,36.4
2018-01-19T00:21:21.302Z,50,,30.9,,,,36.6
2018-01-19T00:21:31.217Z,50,,30.9,,,,36.7
2018-01-19T00:21:41.216Z,50,,30.9,,,,37.1
2018-01-19T00:21:51.216Z,50,,30.9,,,,37.3
2018-01-19T00:22:01.216Z,50,,30.9,,,,37.6
2018-01-19T00:22:11.216Z,50,,30.9,,,,37.8
2018-01-19T00:22:21.303Z,50,,30.9,,30,,38
2018-01-19T00:22:31.217Z,50,,30.9,,29,,38.3
2018-01-19T00:22:41.216Z,50,,30.9,,30,,38.5
2018-01-19T00:22:51.216Z,50,,30.9,,,,38.7
2018-01-19T00:23:01.217Z,50,,30.8,,,,38.9
2018-01-19T00:23:11.217Z,50,,30.8,,29,,39.2
2018-01-19T00:23:21.302Z,50,,30.8,,30,,39.4
2018-01-19T00:23:31.218Z,50,,30.8,,29,,39.6
2018-01-19T00:23:41.217Z,50,,30.8,,30,,39.7
2018-01-19T00:23:51.216Z,50,,30.8,,,,39.8
2018-01-19T00:24:01.218Z,50,,30.8,,30,,40
2018-01-19T00:24:11.216Z,50,,30.8,,29,,40.1
2018-01-19T00:24:21.302Z,50,,30.8,,,,40.3
2018-01-19T00:24:31.217Z,50,,30.8,,,,40.4
2018-01-19T00:24:41.216Z,50,,30.8,,,,40.5
2018-01-19T00:24:51.220Z,50,,30.8,,,,40.6
2018-01-19T00:25:01.216Z,50,,30.8,,,,40.7
2018-01-19T00:25:11.217Z,50,,30.8,,30,,40.9
2018-01-19T00:25:21.303Z,50,,30.8,,,,41
2018-01-19T00:25:31.217Z,50,,30.8,,29,,41.2
2018-01-19T00:25:41.217Z,50,,30.8,,,,41.3
2018-01-19T00:25:51.216Z,50,,30.8,,,,41.4
2018-01-19T00:26:01.216Z,50,,30.8,,,,41.6
2018-01-19T00:26:11.216Z,50,,30.8,,,,41.7
2018-01-19T00:26:21.302Z,50,,30.8,,,,41.8
2018-01-19T00:26:31.220Z,50,,30.8,,,,42
2018-01-19T00:26:41.216Z,50,,30.8,,30,,42.1
2018-01-19T00:26:51.217Z,50,,30.8,,29,,42.3
2018-01-19T00:27:01.216Z,50,,30.8,,,,42.4
2018-01-19T00:27:11.217Z,50,,30.8,,,,42.7
2018-01-19T00:27:21.306Z,50,,30.8,,,,42.8
2018-01-19T00:27:31.217Z,50,,30.8,,30,,43
2018-01-19T00:27:41.216Z,50,,30.8,,29,,43.1
2018-01-19T00:27:51.216Z,50,,30.8,,30,,43.2
2018-01-19T00:28:01.216Z,50,,30.8,,29,,43.4
2018-01-19T00:28:11.258Z,50,,30.8,,,,43.5
2018-01-19T00:28:21.306Z,50,,30.8,,,,43.6
2018-01-19T00:28:31.216Z,50,,30.8,,,,43.8
2018-01-19T00:28:41.216Z,50,1,30.9,0,0,,43.7
2018-01-19T00:28:51.218Z,50,,30.9,,,,40.8
2018-01-19T00:29:01.216Z,50,,30.9,,,,39.7
2018-01-19T00:29:11.217Z,50,,30.9,,,,39.2
2018-01-19T00:29:21.303Z,50,,30.9,,,,39.1
2018-01-19T00:29:31.217Z,50,,30.9,,,,38.9
2018-01-19T00:29:41.216Z,50,,30.9,,,,
2018-01-19T00:29:51.216Z,50,,30.9,,,,
2018-01-19T00:30:01.219Z,50,,30.9,,,,38.8
2018-01-19T00:30:11.217Z,50,,30.9,,,,38.7
2018-01-19T00:30:21.346Z,50,,30.9,,,,38.6
2018-01-19T00:30:31.219Z,50,,30.9,,,,38.5
2018-01-19T00:30:41.216Z,50,,30.9,,,,38.4
2018-01-19T00:30:51.216Z,50,,30.9,,,,
2018-01-19T00:31:01.216Z,50,,30.9,,,,
2018-01-19T00:31:11.216Z,50,,30.9,,,,38.3
2018-01-19T00:31:21.302Z,50,,30.9,,,,
2018-01-19T00:31:31.216Z,50,,30.9,,,,38.2
2018-01-19T00:31:41.216Z,50,,30.9,,,,
2018-01-19T00:31:51.216Z,50,,30.9,,,,
2018-01-19T00:32:01.216Z,50,,30.9,,,,38.1
2018-01-19T00:32:11.240Z,50,,30.9,,,,
2018-01-19T00:32:21.326Z,50,,31,,,,
2018-01-19T00:32:31.264Z,50,,31,,,,
2018-01-19T00:32:41.216Z,50,,31,,,,
2018-01-19T00:32:51.233Z,50,,31,,,,
2018-01-19T00:33:01.236Z,50,,31,,,,
2018-01-19T00:33:11.233Z,50,,31,,,,
2018-01-19T00:33:21.340Z,50,,31,,,,
2018-01-19T00:33:31.217Z,50,,31,,,,
2018-01-19T00:33:41.217Z,50,,31,,,,
2018-01-19T00:33:51.216Z,50,,31,,,,
2018-01-19T00:34:01.216Z,50,,31,,,,
2018-01-19T00:34:11.216Z,50,,31,,,,
2018-01-19T00:34:21.302Z,50,,31,,,,
2018-01-19T00:34:31.216Z,50,,31,,,,
2018-01-19T00:34:41.216Z,50,,31,,,,38.2
2018-01-19T00:34:51.216Z,50,,31,,,,
2018-01-19T00:35:01.216Z,50,,31,,,,
2018-01-19T00:35:11.216Z,50,,31,,,,
2018-01-19T00:35:21.305Z,50,,31,,,,38.3
2018-01-19T00:35:31.217Z,50,,31,,,,
2018-01-19T00:35:41.217Z,50,,31,,,,
2018-01-19T00:35:51.216Z,50,,31,,,,
2018-01-19T00:36:01.216Z,50,,31,,,,38.4
2018-01-19T00:36:11.216Z,50,,31,,,,
2018-01-19T00:36:21.316Z,50,,30.9,,,,
2018-01-19T00:36:31.217Z,50,,31,,,,
2018-01-19T00:36:41.216Z,50,,31,,,,
2018-01-19T00:36:51.216Z,50,,30.9,,,,
2018-01-19T00:37:01.225Z,50,,31,,,,
2018-01-19T00:37:11.225Z,50,,30.9,,,,
2018-01-19T00:37:21.303Z,50,,30.9,,,,
2018-01-19T00:37:31.217Z,50,,30.9,,,,38.5
2018-01-19T00:37:41.216Z,50,,30.9,,,,
2018-01-19T00:37:51.216Z,50,,30.9,,,,
2018-01-19T00:38:01.216Z,50,,30.9,,,,
2018-01-19T00:38:11.216Z,50,,30.9,,,,
2018-01-19T00:38:21.303Z,50,,30.9,,,,
2018-01-19T00:38:31.216Z,50,,30.9,,,,
2018-01-19T00:38:41.216Z,50,,30.9,,,,
2018-01-19T00:38:51.220Z,50,,30.9,,,,
2018-01-19T00:39:01.216Z,50,,30.9,,,,
2018-01-19T00:39:11.218Z,50,,30.9,,,,38.4
2018-01-19T00:39:21.306Z,50,,30.9,,,,
2018-01-19T00:39:31.216Z,50,,30.9,,,,
2018-01-19T00:39:41.216Z,50,,30.9,,,,
2018-01-19T00:39:51.219Z,50,,30.9,,,,
2018-01-19T00:40:01.216Z,50,,30.9,,,,
2018-01-19T00:40:11.216Z,50,,30.9,,,,
2018-01-19T00:40:21.303Z,50,,30.9,,,,
2018-01-19T00:40:31.216Z,50,,30.9,,,,
2018-01-19T00:40:41.216Z,50,,30.9,,,,
2018-01-19T00:40:51.216Z,50,,30.8,,,,
2018-01-19T00:41:01.216Z,50,,30.9,,,,38.3
2018-01-19T00:41:11.216Z,50,,30.9,,,,
2018-01-19T00:41:21.303Z,50,,30.8,,,,
2018-01-19T00:41:31.216Z,50,,30.8,,,,
2018-01-19T00:41:41.217Z,50,,30.8,,,,
2018-01-19T00:41:51.216Z,50,,30.8,,,,
2018-01-19T00:42:01.218Z,50,,30.8,,,,
2018-01-19T00:42:11.216Z,50,,30.8,,,,
2018-01-19T00:42:21.303Z,50,,30.8,,,,
2018-01-19T00:42:31.220Z,50,,30.8,,,,38.2
2018-01-19T00:42:41.224Z,50,,30.8,,,,
2018-01-19T00:42:51.217Z,50,,30.8,,,,
2018-01-19T00:43:01.216Z,50,,30.8,,,,
2018-01-19T00:43:11.218Z,50,,30.8,,,,
2018-01-19T00:43:21.316Z,50,,30.8,,,,
2018-01-19T00:43:31.217Z,50,,30.8,,,,
2018-01-19T00:43:41.216Z,50,,30.8,,,,
2018-01-19T00:43:51.216Z,50,,30.8,,,,
2018-01-19T00:44:01.215Z,50,,30.8,,,,
2018-01-19T00:44:11.216Z,50,,30.8,,,,38.1
2018-01-19T00:44:21.304Z,50,,30.8,,,,
2018-01-19T00:44:31.216Z,50,,30.8,,,,
2018-01-19T00:44:41.216Z,50,,30.7,,,,
2018-01-19T00:44:51.219Z,50,,30.7,,,,
2018-01-19T00:45:01.216Z,50,,30.7,,,,
2018-01-19T00:45:11.216Z,50,,30.7,,,,
2018-01-19T00:45:21.321Z,50,,30.7,,,,38
2018-01-19T00:45:31.218Z,50,,30.7,,,,
2018-01-19T00:45:41.216Z,50,,30.7,,,,
2018-01-19T00:45:51.216Z,50,,30.7,,,,
2018-01-19T00:46:01.216Z,50,,30.7,,,,
2018-01-19T00:46:11.218Z,50,,30.7,,,,
2018-01-19T00:46:21.351Z,50,,30.7,,,,
2018-01-19T00:46:31.216Z,50,,30.7,,,,
2018-01-19T00:46:41.220Z,50,,30.7,,,,
2018-01-19T00:46:51.216Z,50,,30.7,,,,37.9
2018-01-19T00:47:01.216Z,50,,30.7,,,,
2018-01-19T00:47:11.216Z,50,,30.7,,,,
2018-01-19T00:47:21.304Z,50,,30.6,,,,
2018-01-19T00:47:31.216Z,50,,30.6,,,,
2018-01-19T00:47:41.216Z,50,,30.6,,,,
2018-01-19T00:47:51.216Z,50,,30.6,,,,
2018-01-19T00:48:01.216Z,50,,30.6,,,,
2018-01-19T00:48:11.277Z,50,,30.6,,,,
2018-01-19T00:48:21.296Z,50,,30.6,,,,37.8
2018-01-19T00:48:31.263Z,50,,30.6,,,,
2018-01-19T00:48:41.216Z,50,,30.6,,,,
2018-01-19T00:48:51.216Z,50,,30.6,,,,
2018-01-19T00:49:01.216Z,50,,30.6,,,,
2018-01-19T00:49:11.216Z,50,,30.6,,,,
2018-01-19T00:49:21.304Z,50,,30.6,,,,
2018-01-19T00:49:31.216Z,50,,30.4,,,,
2018-01-19T00:49:41.216Z,50,,30.4,,,,
2018-01-19T00:49:51.216Z,50,,30.4,,,,
2018-01-19T00:50:01.217Z,50,,30.4,,,,37.7
2018-01-19T00:50:11.216Z,50,,30.4,,,,
2018-01-19T00:50:21.304Z,50,,30.4,,,,
2018-01-19T00:50:31.216Z,50,,30.4,,,,
2018-01-19T00:50:41.216Z,50,,30.4,,,,
2018-01-19T00:50:51.216Z,50,,30.4,,,,
2018-01-19T00:51:01.216Z,50,,30.4,,,,
2018-01-19T00:51:11.216Z,50,,30.4,,,,
2018-01-19T00:51:21.304Z,50,,30.4,,,,
2018-01-19T00:51:31.216Z,50,,30.4,,,,
2018-01-19T00:51:41.224Z,50,,30.4,,,,37.6
2018-01-19T00:51:51.216Z,50,,30.4,,,,
2018-01-19T00:52:01.219Z,50,,30.4,,,,
2018-01-19T00:52:11.216Z,50,,30.4,,,,
2018-01-19T00:52:21.304Z,50,,30.3,,,,
2018-01-19T00:52:31.216Z,50,,30.3,,,,
2018-01-19T00:52:41.216Z,50,,30.3,,,,
2018-01-19T00:52:51.216Z,50,,30.3,,,,
2018-01-19T00:53:01.216Z,50,,30.3,,,,
2018-01-19T00:53:11.217Z,50,1,30.3,0,44,,37.7
2018-01-19T00:53:21.327Z,50,,30.3,,35,,43.3
2018-01-19T00:53:31.216Z,50,,30.3,,30,,40.5
2018-01-19T00:53:41.216Z,50,,30.3,,29,,38.6
2018-01-19T00:53:51.217Z,50,,30.3,,,,36.2
2018-01-19T00:54:01.216Z,50,,30.3,,30,,34.9
2018-01-19T00:54:11.216Z,50,,30.3,,29,,
2018-01-19T00:54:21.304Z,50,,30.3,,30,,35.4
2018-01-19T00:54:31.216Z,50,,30.3,,29,,35.8
2018-01-19T00:54:41.218Z,50,,30.2,,,,36.2
2018-01-19T00:54:51.218Z,50,,30.2,,,,36.4
2018-01-19T00:55:01.217Z,50,,30.2,,,,36.6
2018-01-19T00:55:11.216Z,50,,30.2,,,,36.7
2018-01-19T00:55:21.305Z,50,,30.2,,30,,36.9
2018-01-19T00:55:31.216Z,50,,30.2,,30,,37.2
2018-01-19T00:55:41.216Z,50,,30.2,,,,37.5
2018-01-19T00:55:51.215Z,50,,30.2,,29,,37.7
2018-01-19T00:56:01.216Z,50,,30.2,,,,37.9
2018-01-19T00:56:11.216Z,50,,30.2,,,,38.1
2018-01-19T00:56:21.304Z,50,,30.2,,,,38.3
2018-01-19T00:56:31.216Z,50,,30.2,,,,38.5
2018-01-19T00:56:41.217Z,50,,30.2,,,,38.7
2018-01-19T00:56:51.216Z,50,,30.2,,,,38.8
2018-01-19T00:57:01.216Z,50,,30.2,,29,,39.1
2018-01-19T00:57:11.217Z,50,,30.2,,30,,39.2
2018-01-19T00:57:21.304Z,50,,30.2,,29,,39.4
2018-01-19T00:57:31.217Z,50,,30.2,,30,,39.6
2018-01-19T00:57:41.217Z,50,,30.2,,29,,39.7
2018-01-19T00:57:51.216Z,50,,30.2,,,,39.8
2018-01-19T00:58:01.216Z,50,,30.2,,29,,40
2018-01-19T00:58:11.217Z,50,,30.2,,,,40.1
2018-01-19T00:58:21.306Z,50,,30.2,,30,,40.2
2018-01-19T00:58:31.217Z,50,,30.2,,29,,40.4
2018-01-19T00:58:41.217Z,50,,30.2,,,,40.5
2018-01-19T00:58:51.217Z,50,,30.2,,,,40.6
2018-01-19T00:59:01.218Z,50,,30.2,,30,,40.8
2018-01-19T00:59:11.216Z,50,,30.2,,29,,40.9
2018-01-19T00:59:21.304Z,50,,30.2,,29,,41.1
2018-01-19T00:59:31.216Z,50,,30.2,,,,41.2
2018-01-19T00:59:41.215Z,50,,30.2,,30,,41.4
2018-01-19T00:59:51.216Z,50,,30.2,,,,41.5
2018-01-19T01:00:01.216Z,50,,30.2,,29,,41.7
2018-01-19T01:00:11.215Z,50,,30.2,,,,41.8
2018-01-19T01:00:21.749Z,50,,30.2,,,,42
2018-01-19T01:00:31.215Z,50,,30.2,,30,,42.1
2018-01-19T01:00:41.215Z,50,,30.2,,,,42.2
2018-01-19T01:00:51.216Z,50,,30.2,,29,,42.4
2018-01-19T01:01:01.218Z,50,,30.2,,,,42.7
2018-01-19T01:01:11.216Z,50,,30.2,,30,,42.8
2018-01-19T01:01:21.304Z,50,,30.3,,,,42.9
2018-01-19T01:01:31.221Z,50,,30.3,,29,,43.1
2018-01-19T01:01:41.216Z,50,,30.3,,,,43.2
2018-01-19T01:01:51.220Z,50,,30.3,,,,43.3
2018-01-19T01:02:01.215Z,50,,30.3,,,,43.5
2018-01-19T01:02:11.228Z,50,,30.3,,,,43.6
2018-01-19T01:02:21.371Z,50,,30.3,,,,43.7
2018-01-19T01:02:31.236Z,50,,30.3,,30,,43.9
2018-01-19T01:02:41.215Z,50,,30.3,,29,,44
2018-01-19T01:02:51.215Z,50,,30.3,,,,44.1
2018-01-19T01:03:01.219Z,50,,30.4,,,,44.2
2018-01-19T01:03:11.215Z,50,,30.4,,,,44.4
2018-01-19T01:03:21.337Z,50,,30.4,,,,44.5
2018-01-19T01:03:31.219Z,50,,30.4,,30,,44.6
2018-01-19T01:03:41.215Z,50,,30.4,,29,,44.8
2018-01-19T01:03:51.215Z,50,,30.4,,,,44.9
2018-01-19T01:04:01.233Z,50,,30.4,,30,,45
2018-01-19T01:04:11.261Z,50,,30.4,,29,,45.1
2018-01-19T01:04:21.268Z,50,,30.4,,30,,45.2
2018-01-19T01:04:31.242Z,50,,30.4,,,,45.4
2018-01-19T01:04:41.220Z,50,,30.6,,,,45.5
2018-01-19T01:04:51.215Z,50,,30.6,,,,45.6
2018-01-19T01:05:01.215Z,50,,30.6,,,,45.7
2018-01-19T01:05:11.216Z,50,,30.6,,,,45.8
2018-01-19T01:05:21.305Z,50,,30.6,,29,,46
2018-01-19T01:05:31.216Z,50,,30.6,,30,,46.1
2018-01-19T01:05:41.219Z,50,,30.6,,,,46.2
2018-01-19T01:05:51.216Z,50,,30.7,,29,,46.3
2018-01-19T01:06:01.215Z,50,,30.7,,30,,46.4
2018-01-19T01:06:11.216Z,50,,30.7,,,,46.6
2018-01-19T01:06:21.314Z,50,,30.7,,29,,46.7
2018-01-19T01:06:31.216Z,50,,30.7,,,,46.8
2018-01-19T01:06:41.225Z,50,,30.7,,,,46.9
2018-01-19T01:06:51.215Z,50,,30.7,,,,47
2018-01-19T01:07:01.221Z,50,,30.7,,30,,47.1
2018-01-19T01:07:11.244Z,50,,30.8,,29,,47.2
2018-01-19T01:07:21.315Z,50,,30.8,,,,47.3
2018-01-19T01:07:31.216Z,50,,30.8,,30,,47.4
2018-01-19T01:07:41.215Z,50,1,30.8,0,0,,46.9
2018-01-19T01:07:51.221Z,50,,30.8,,,,44.6
2018-01-19T01:08:01.215Z,50,,30.8,,,,43.3
2018-01-19T01:08:11.215Z,50,,30.9,,,,42.9
2018-01-19T01:08:21.327Z,50,,30.9,,,,42.7
2018-01-19T01:08:31.215Z,50,,30.9,,,,
2018-01-19T01:08:41.215Z,50,,30.9,,,,
2018-01-19T01:08:51.220Z,50,,30.9,,,,
2018-01-19T01:09:01.215Z,50,,30.9,,,,42.6
2018-01-19T01:09:11.216Z,50,,31,,,,42.4
2018-01-19T01:09:21.304Z,50,,31,,,,42.2
2018-01-19T01:09:31.216Z,50,,31,,,,42.1
2018-01-19T01:09:41.215Z,50,,31,,,,42
2018-01-19T01:09:51.221Z,50,,31,,,,
2018-01-19T01:10:01.215Z,50,,31,,,,41.9
2018-01-19T01:10:11.218Z,50,,31,,,,
2018-01-19T01:10:21.306Z,50,,31.2,,,,41.8
2018-01-19T01:10:31.217Z,50,,31.2,,,,41.7
2018-01-19T01:10:41.215Z,50,,31.2,,,,41.6
2018-01-19T01:10:51.220Z,50,,31.2,,,,
2018-01-19T01:11:01.215Z,50,,31.2,,,,
2018-01-19T01:11:11.220Z,50,1,31.2,0,0,59,41.6
2018-01-19T01:11:21.305Z,50,,31.2,,,,
2018-01-19T01:11:31.215Z,50,,31.2,,,,
2018-01-19T01:11:41.215Z,50,,31.3,,,,41.5
2018-01-19T01:11:51.215Z,50,,31.3,,,,
2018-01-19T01:12:01.217Z,50,,31.3,,,,
2018-01-19T01:12:11.215Z,50,,31.3,,,,
2018-01-19T01:12:21.304Z,50,,31.3,,,,
2018-01-19T01:12:31.217Z,50,,31.3,,,,
2018-01-19T01:12:41.220Z,50,,31.3,,,,
2018-01-19T01:12:51.215Z,50,,31.3,,,,
2018-01-19T01:13:01.215Z,50,,31.3,,,,
2018-01-19T01:13:11.220Z,50,,31.3,,,,
2018-01-19T01:13:21.305Z,50,,31.3,,,,41.6
2018-01-19T01:13:31.215Z,50,,31.3,,,,
2018-01-19T01:13:41.215Z,50,,31.3,,,,
2018-01-19T01:13:51.216Z,50,,31.3,,,,
2018-01-19T01:14:01.215Z,50,,31.4,,,,41.7
2018-01-19T01:14:11.217Z,50,,31.3,,,,
2018-01-19T01:14:21.354Z,50,,31.4,,,,
2018-01-19T01:14:31.215Z,50,,31.4,,,,
2018-01-19T01:14:41.215Z,50,,31.4,,,,41.8
2018-01-19T01:14:51.215Z,50,,31.4,,,,
2018-01-19T01:15:01.215Z,50,,31.4,,,,
2018-01-19T01:15:11.221Z,50,,31.4,,,,
2018-01-19T01:15:21.338Z,50,,31.4,,,,
2018-01-19T01:15:31.235Z,50,,31.4,,,,
2018-01-19T01:15:41.215Z,50,,31.4,,,,
2018-01-19T01:15:51.246Z,50,,31.4,,,,41.9
2018-01-19T01:16:01.215Z,50,,31.4,,,,
2018-01-19T01:16:11.215Z,50,,31.4,,,,41.8
2018-01-19T01:16:21.315Z,50,,31.4,,,,41.9
2018-01-19T01:16:31.215Z,50,,31.4,,,,
2018-01-19T01:16:41.215Z,50,,31.4,,,,41.8
2018-01-19T01:16:51.228Z,50,,31.4,,,,41.9
2018-01-19T01:17:01.234Z,50,,31.4,,,,41.8
2018-01-19T01:17:11.219Z,50,,31.4,,,,
2018-01-19T01:17:21.305Z,50,,31.4,,,,
2018-01-19T01:17:31.215Z,50,,31.4,,,,
2018-01-19T01:17:41.215Z,50,,31.4,,,,
2018-01-19T01:17:51.216Z,50,,31.4,,,,
2018-01-19T01:18:01.215Z,50,,31.4,,,,
2018-01-19T01:18:11.215Z,50,,31.4,,,,
2018-01-19T01:18:21.355Z,50,,31.4,,,,41.7
2018-01-19T01:18:31.215Z,50,,31.4,,,,
2018-01-19T01:18:41.215Z,50,,31.4,,,,
2018-01-19T01:18:51.215Z,50,,31.4,,,,
2018-01-19T01:19:01.215Z,50,,31.4,,,,
