Time,HwActive,HwTOutlet,PrimTSet,ChActive,HwTSet,ActPow,PrimT
2018-01-30T06:08:48.978Z,,30.6,,,50,,42
2018-01-30T06:08:58.966Z,,30.6,,,50,,
2018-01-30T06:09:08.955Z,,,,,,30,42.2
2018-01-30T06:09:18.951Z,,30.6,,,50,29,42.4
2018-01-30T06:09:28.935Z,,30.6,,,50,,
2018-01-30T06:09:38.921Z,,,,,,29,42.8
2018-01-30T06:09:48.921Z,,30.6,,,50,,42.9
2018-01-30T06:09:58.921Z,,,,,,,43.1
2018-01-30T06:10:08.922Z,,30.6,,,50,,43.2
2018-01-30T06:10:18.921Z,,30.6,,,50,,
2018-01-30T06:10:28.921Z,,,,,,,43.5
2018-01-30T06:10:38.921Z,,30.6,,,50,30,43.6
2018-01-30T06:10:48.943Z,0,30.7,,2,50,0,43.2
2018-01-30T06:10:58.922Z,,30.7,,,50,,40.6
2018-01-30T06:11:08.922Z,,,,,,,39.3
2018-01-30T06:11:18.921Z,,30.7,,,50,,38.8
2018-01-30T06:11:28.923Z,,30.7,,,50,,38.6
2018-01-30T06:11:38.921Z,,30.7,,,50,,
2018-01-30T06:11:48.921Z,,30.7,,,50,,
2018-01-30T06:12:08.922Z,,30.7,,,50,,38.5
2018-01-30T06:12:18.921Z,,30.7,,,50,,
2018-01-30T06:12:28.921Z,,,,,,,38.3
2018-01-30T06:12:38.921Z,,30.7,,,50,,38.2
2018-01-30T06:12:48.975Z,,30.7,,,50,,38.1
2018-01-30T06:12:58.921Z,,30.7,,,50,,
2018-01-30T06:13:18.955Z,,30.8,,,50,,
2018-01-30T06:13:28.921Z,,30.8,,,50,,
2018-01-30T06:13:38.921Z,,30.8,,,50,,37.9
2018-01-30T06:13:48.922Z,,30.8,,,50,,
2018-01-30T06:14:08.921Z,,30.8,,,50,,
2018-01-30T06:14:18.921Z,,30.8,,,50,,
2018-01-30T06:14:28.921Z,,,,,,,37.8
2018-01-30T06:14:38.921Z,,30.8,,,50,,
2018-01-30T06:14:48.921Z,,30.8,,,50,,
2018-01-30T06:14:58.923Z,,30.8,,,50,,
2018-01-30T06:15:18.921Z,,30.8,,,50,,
2018-01-30T06:15:28.921Z,,30.8,,,50,,
2018-01-30T06:15:48.922Z,,30.8,,,50,,
2018-01-30T06:15:58.921Z,,30.8,,,50,,
2018-01-30T06:16:18.922Z,,30.8,,,50,,
2018-01-30T06:16:28.921Z,,30.8,,,50,,
2018-01-30T06:16:49.025Z,,30.8,,,50,,37.9
2018-01-30T06:16:58.930Z,,30.8,,,50,,
2018-01-30T06:17:18.921Z,,30.8,,,50,,
2018-01-30T06:17:28.969Z,,,,,,,38
2018-01-30T06:17:38.921Z,,30.8,,,50,,
2018-01-30T06:17:48.922Z,,30.8,,,50,,
2018-01-30T06:17:58.961Z,,30.8,,,50,,
2018-01-30T06:18:08.921Z,,,,,,,38.1
2018-01-30T06:18:18.921Z,,30.8,,,50,,
2018-01-30T06:18:28.922Z,,30.8,,,50,,
2018-01-30T06:18:48.921Z,,30.8,,,50,,
2018-01-30T06:18:58.924Z,,30.8,,,50,,
2018-01-30T06:19:08.921Z,,,,,,,38.2
2018-01-30T06:19:18.929Z,,30.8,,,50,,
2018-01-30T06:19:28.921Z,,30.8,,,50,,
2018-01-30T06:19:48.921Z,,30.8,,,50,,
2018-01-30T06:19:58.922Z,,30.8,,,50,,
2018-01-30T06:20:18.957Z,,30.8,,,50,,
2018-01-30T06:20:28.921Z,,30.8,,,50,,
2018-01-30T06:20:48.949Z,,30.8,,,50,,
2018-01-30T06:20:58.925Z,,30.8,,,50,,
2018-01-30T06:21:18.922Z,,30.8,,,50,,
2018-01-30T06:21:28.921Z,,30.8,,,50,,
2018-01-30T06:21:48.921Z,,30.7,,,50,,
2018-01-30T06:21:58.921Z,,30.8,,,50,,
2018-01-30T06:22:08.922Z,,,,,,,38.1
2018-01-30T06:22:18.921Z,,30.8,,,50,,
2018-01-30T06:22:28.921Z,,30.8,,,50,,
2018-01-30T06:22:48.921Z,,30.7,,,50,,
2018-01-30T06:22:58.921Z,,30.7,,,50,,
2018-01-30T06:23:18.921Z,,30.7,,,50,,
2018-01-30T06:23:28.921Z,,30.7,,,50,,
2018-01-30T06:23:48.921Z,,30.7,,,50,,
2018-01-30T06:23:58.921Z,,30.7,,,50,,
2018-01-30T06:24:08.925Z,,,,,,,38
2018-01-30T06:24:18.923Z,,30.7,,,50,,
2018-01-30T06:24:28.940Z,,30.7,,,50,,
2018-01-30T06:24:48.991Z,,30.7,,,50,,
2018-01-30T06:24:58.954Z,,,,,,,38
2018-01-30T06:25:08.931Z,,30.7,,,50,,38
2018-01-30T06:25:18.932Z,,30.7,,,50,,37.9
2018-01-30T06:25:28.921Z,,30.7,,,50,,
2018-01-30T06:25:48.925Z,,30.7,,,50,,
2018-01-30T06:25:58.921Z,,30.7,,,50,,
2018-01-30T06:26:18.921Z,,30.7,,,50,,
2018-01-30T06:26:28.928Z,,30.6,,,50,,37.8
2018-01-30T06:26:38.922Z,0,30.6,,2,50,41,40.3
2018-01-30T06:26:48.932Z,,30.6,,,50,31,44.2
2018-01-30T06:26:59.001Z,,30.6,,,50,29,41.5
2018-01-30T06:27:08.921Z,,30.6,,,50,29,40.1
2018-01-30T06:27:18.976Z,,,,,,29,38.4
2018-01-30T06:27:28.989Z,,30.6,,,50,30,37.6
2018-01-30T06:27:39.022Z,,30.6,,,50,29,37.7
2018-01-30T06:27:48.979Z,,30.6,,,50,29,38.1
2018-01-30T06:27:58.921Z,,,,,,30,38.4
2018-01-30T06:28:08.930Z,,30.6,,,50,,38.8
2018-01-30T06:28:18.921Z,1,36.8,0,0,50,29,39.1
2018-01-30T06:28:28.961Z,0,33.2,,0,50,0,39.7
2018-01-30T06:28:38.965Z,,,,,,,40.1
2018-01-30T06:28:48.926Z,,33.7,,,50,,
2018-01-30T06:29:08.921Z,,33.7,,,50,,
2018-01-30T06:29:18.921Z,,33.6,,,50,,
2018-01-30T06:29:28.923Z,0,,59,2,,,40
2018-01-30T06:29:38.921Z,,33.5,,,50,,
2018-01-30T06:29:48.922Z,,33.5,,,50,,
2018-01-30T06:29:58.923Z,0,33.5,,2,50,,40.5
2018-01-30T06:30:08.924Z,,33.4,,,50,37,44.6
2018-01-30T06:30:18.928Z,,33.4,,,50,29,42.6
2018-01-30T06:30:28.937Z,,33.3,,,50,30,41
2018-01-30T06:30:38.924Z,1,38.9,0,0,50,29,39.7
2018-01-30T06:30:48.942Z,,35.5,,,50,49,39.6
2018-01-30T06:30:58.921Z,,40,,,50,50,41.5
2018-01-30T06:31:08.962Z,0,41.5,,0,50,0,43.9
2018-01-30T06:31:18.921Z,0,,,0,,,43.3
2018-01-30T06:31:28.921Z,,41.3,,,50,,43.2
2018-01-30T06:31:38.921Z,,,,,,,43.1
2018-01-30T06:31:48.934Z,,41.1,,,50,,
2018-01-30T06:31:58.921Z,,40.9,,,50,,
2018-01-30T06:32:08.929Z,0,40.8,59,2,50,,43.1
2018-01-30T06:32:18.921Z,0,40.7,,2,50,40,46.3
2018-01-30T06:32:28.921Z,,40.6,,,50,29,45.5
2018-01-30T06:32:38.924Z,,,,,,29,41.6
2018-01-30T06:32:48.962Z,,40.4,,,50,,40.3
2018-01-30T06:32:58.921Z,,,,,,30,39.5
2018-01-30T06:33:08.947Z,,40.2,,,50,29,
2018-01-30T06:33:18.921Z,,40.1,,,50,,
2018-01-30T06:33:28.921Z,,,,,,,40
2018-01-30T06:33:38.921Z,,39.9,,,50,30,40.3
2018-01-30T06:33:48.930Z,,39.8,,,50,29,40.6
2018-01-30T06:33:58.921Z,,39.7,,,50,,
2018-01-30T06:34:08.935Z,,,,,,29,40.8
2018-01-30T06:34:18.921Z,,39.6,,,50,30,40.9
2018-01-30T06:34:28.920Z,,,,,,30,41.1
2018-01-30T06:34:38.922Z,0,39.4,59,2,50,29,41.3
2018-01-30T06:34:48.925Z,,39.3,,,50,,41.6
2018-01-30T06:34:58.921Z,,39.2,,,50,,
2018-01-30T06:35:08.956Z,,39.1,,,50,,41.9
2018-01-30T06:35:18.921Z,,,,,,30,42.1
2018-01-30T06:35:28.974Z,,38.9,,,50,29,42.2
2018-01-30T06:35:38.927Z,,38.8,,,50,,
2018-01-30T06:35:48.929Z,,38.7,,,50,,42.7
2018-01-30T06:35:58.921Z,,,,,,,42.8
2018-01-30T06:36:08.921Z,,38.6,,,50,,43
2018-01-30T06:36:18.925Z,,,,,,,43.1
2018-01-30T06:36:28.920Z,,38.4,,,50,,43.2
2018-01-30T06:36:38.929Z,0,38.3,,2,50,0,42.6
2018-01-30T06:36:48.937Z,,38.3,,,50,,39.9
2018-01-30T06:36:58.921Z,,,,,,,38.7
2018-01-30T06:37:08.988Z,,38.2,,,50,,38.3
2018-01-30T06:37:18.921Z,,38.1,,,50,,38.2
2018-01-30T06:37:28.921Z,,38,,,50,,
2018-01-30T06:37:38.921Z,,,,,,,38.1
2018-01-30T06:37:48.924Z,,37.9,,,50,,
2018-01-30T06:37:58.921Z,,37.8,,,50,,
2018-01-30T06:38:08.953Z,,37.7,,,50,,37.9
2018-01-30T06:38:18.927Z,,,,,,,37.8
2018-01-30T06:38:28.921Z,,37.6,,,50,,37.7
2018-01-30T06:38:38.920Z,,37.5,,,50,,
2018-01-30T06:38:48.925Z,,37.5,,,50,,37.6
2018-01-30T06:39:08.921Z,,37.3,,,50,,
2018-01-30T06:39:18.921Z,,37.3,,,50,,
2018-01-30T06:39:28.921Z,,,,,,,37.5
2018-01-30T06:39:38.923Z,,37.2,,,50,,37.4
2018-01-30T06:39:48.921Z,,37.1,,,50,,
2018-01-30T06:40:08.977Z,,36.9,,,50,,
2018-01-30T06:40:18.921Z,,36.9,,,50,,
2018-01-30T06:40:38.976Z,,36.7,,,50,,37.3
2018-01-30T06:40:48.921Z,,36.7,,,50,,
2018-01-30T06:40:58.921Z,,36.6,,,50,,
2018-01-30T06:41:18.950Z,,36.5,,,50,,
2018-01-30T06:41:28.920Z,,36.4,,,50,,
2018-01-30T06:41:48.921Z,,36.3,,,50,,
2018-01-30T06:41:58.920Z,,36.3,,,50,,
2018-01-30T06:42:18.921Z,,36.2,,,50,,
2018-01-30T06:42:28.921Z,,36.1,,,50,,
2018-01-30T06:42:48.921Z,,36,,,50,,
2018-01-30T06:42:58.921Z,,36,,,50,,
2018-01-30T06:43:08.921Z,,,,,,,37.4
2018-01-30T06:43:18.921Z,,35.9,,,50,,
2018-01-30T06:43:28.920Z,,35.8,,,50,,
2018-01-30T06:43:38.921Z,,,,,,,37.5
2018-01-30T06:43:48.921Z,,35.7,,,50,,
2018-01-30T06:43:58.921Z,,35.7,,,50,,
2018-01-30T06:44:08.920Z,,,,,,,37.6
2018-01-30T06:44:18.921Z,,35.6,,,50,,
2018-01-30T06:44:28.921Z,,35.5,,,50,,
2018-01-30T06:44:38.928Z,,,,,,,37.7
2018-01-30T06:44:48.921Z,,35.4,,,50,,37.8
2018-01-30T06:44:58.922Z,,35.4,,,50,,
2018-01-30T06:45:18.920Z,,35.3,,,50,,37.9
2018-01-30T06:45:28.944Z,,35.2,,,50,,38
2018-01-30T06:45:48.948Z,,35.1,,,50,,
2018-01-30T06:45:58.920Z,,35.1,,,50,,
2018-01-30T06:46:08.921Z,,,,,,,38.1
2018-01-30T06:46:18.920Z,,34.9,,,50,,38.2
2018-01-30T06:46:28.920Z,,34.9,,,50,,
2018-01-30T06:46:38.920Z,,,,,,,38.3
2018-01-30T06:46:48.949Z,,34.8,,,50,,
2018-01-30T06:46:58.929Z,,34.7,,,50,,
2018-01-30T06:47:08.921Z,,,,,,,38.4
2018-01-30T06:47:18.921Z,,34.6,,,50,,
2018-01-30T06:47:28.929Z,,34.6,,,50,,
2018-01-30T06:47:38.921Z,,,,,,,38.5
2018-01-30T06:47:48.948Z,,34.5,,,50,,38.6
2018-01-30T06:47:58.922Z,,34.5,,,50,,
2018-01-30T06:48:08.922Z,,,,,,,38.7
2018-01-30T06:48:18.939Z,,34.4,,,50,,
2018-01-30T06:48:28.935Z,,34.4,,,50,,
2018-01-30T06:48:38.927Z,,,,,,,38.8
2018-01-30T06:48:48.929Z,,34.3,,,50,,
2018-01-30T06:48:58.920Z,,34.2,,,50,,
2018-01-30T06:49:08.920Z,,,,,,,38.9
2018-01-30T06:49:18.926Z,,34.2,,,50,,
2018-01-30T06:49:28.922Z,,34.1,,,50,,38.9
2018-01-30T06:49:38.923Z,,,,,,,39.1
2018-01-30T06:49:48.929Z,,34,,,50,,
2018-01-30T06:49:58.920Z,,34,,,50,,
2018-01-30T06:50:19.009Z,,33.9,,,50,,
2018-01-30T06:50:28.921Z,,33.9,,,50,,
2018-01-30T06:50:38.921Z,,,,,,,39.2
2018-01-30T06:50:48.936Z,,33.8,,,50,,
2018-01-30T06:50:58.921Z,0,33.8,,2,50,40,41.3
2018-01-30T06:51:08.920Z,,33.7,,,50,29,43.6
2018-01-30T06:51:18.921Z,,33.7,,,50,,40.9
2018-01-30T06:51:28.920Z,,33.7,,,50,29,39.5
2018-01-30T06:51:38.999Z,,33.6,,,50,,38.1
2018-01-30T06:51:48.920Z,,33.6,,,50,,37.8
2018-01-30T06:51:58.921Z,,33.6,,,50,30,38
2018-01-30T06:52:08.922Z,,,,,,29,38.4
2018-01-30T06:52:18.938Z,,33.5,,,50,30,38.8
2018-01-30T06:52:28.942Z,,,,,,29,39.1
2018-01-30T06:52:38.925Z,,33.5,,,50,,39.2
2018-01-30T06:52:48.932Z,,33.4,,,50,,39.3
2018-01-30T06:52:58.921Z,,33.4,,,50,,
2018-01-30T06:53:08.927Z,,,,,,,39.6
2018-01-30T06:53:18.923Z,,33.3,,,50,,39.8
2018-01-30T06:53:28.924Z,,,,,,,40
2018-01-30T06:53:38.920Z,,33.3,,,50,,40.2
2018-01-30T06:53:48.921Z,,33.3,,,50,,40.4
2018-01-30T06:53:58.942Z,,33.2,,,50,,
2018-01-30T06:54:08.920Z,,,,,,,40.7
2018-01-30T06:54:18.920Z,,33.2,,,50,,40.9
2018-01-30T06:54:28.951Z,,,,,,,41
2018-01-30T06:54:38.920Z,,33.1,,,50,,41.2
2018-01-30T06:54:48.923Z,,33.1,,,50,30,41.4
2018-01-30T06:54:58.921Z,,33.1,,,50,,
2018-01-30T06:55:08.947Z,,,,,,29,41.6
2018-01-30T06:55:18.935Z,,32.9,,,50,30,41.7
2018-01-30T06:55:28.932Z,,32.9,,,50,,
2018-01-30T06:55:38.936Z,,,,,,29,42
2018-01-30T06:55:49.017Z,,32.9,,,50,,42.1
2018-01-30T06:55:58.920Z,,32.9,,,50,,
2018-01-30T06:56:08.949Z,,,,,,,42.4
2018-01-30T06:56:18.947Z,,32.8,,,50,,42.7
2018-01-30T06:56:28.986Z,,32.8,,,50,,
2018-01-30T06:56:38.925Z,,32.8,,,50,,43
2018-01-30T06:56:48.923Z,,32.8,,,50,,43.1
2018-01-30T06:56:58.933Z,,,,,,,43.2
2018-01-30T06:57:09.003Z,0,32.7,,2,50,0,42
2018-01-30T06:57:18.923Z,,,,,,,39.7
2018-01-30T06:57:28.943Z,,32.7,,,50,,38.6
2018-01-30T06:57:38.952Z,,32.7,,,50,,38.3
2018-01-30T06:57:48.920Z,,32.7,,,50,,38.2
2018-01-30T06:57:58.920Z,,32.7,,,50,,
2018-01-30T06:58:18.920Z,,32.7,,,50,,
2018-01-30T06:58:28.955Z,,32.6,,,50,,
2018-01-30T06:58:38.920Z,,,,,,,38
2018-01-30T06:58:49.001Z,,32.6,,,50,,37.9
2018-01-30T06:58:58.920Z,,,,,,,37.8
2018-01-30T06:59:08.931Z,,32.6,,,50,,37.7
2018-01-30T06:59:18.925Z,,32.6,,,50,,
2018-01-30T06:59:38.922Z,,32.5,,,50,,
2018-01-30T06:59:48.920Z,,32.5,,,50,,37.6
2018-01-30T06:59:58.920Z,,32.5,,,50,,
2018-01-30T07:00:08.920Z,,,,,,,37.5
2018-01-30T07:00:19.035Z,,32.5,,,50,,
2018-01-30T07:00:28.922Z,,32.5,,,50,,
2018-01-30T07:00:48.920Z,,32.4,,,50,,
2018-01-30T07:00:58.920Z,,32.4,,,50,,
2018-01-30T07:01:08.926Z,,,,,,,37.4
2018-01-30T07:01:18.922Z,,32.4,,,50,,
2018-01-30T07:01:28.920Z,,32.4,,,50,,
2018-01-30T07:01:48.944Z,,32.4,,,50,,
2018-01-30T07:01:58.925Z,,32.3,,,50,,
2018-01-30T07:02:18.925Z,,32.3,,,50,,
2018-01-30T07:02:28.934Z,,32.3,,,50,,
2018-01-30T07:02:49.011Z,,32.3,,,50,,37.5
2018-01-30T07:02:59.034Z,,32.3,,,50,,
2018-01-30T07:03:18.954Z,,32.2,,,50,,
2018-01-30T07:03:28.927Z,,32.2,,,50,,
2018-01-30T07:03:39.017Z,,,,,,,37.6
2018-01-30T07:03:48.998Z,,32.2,,,50,,
2018-01-30T07:03:58.938Z,,32.2,,,50,,
2018-01-30T07:04:18.920Z,,32.1,,,50,,
2018-01-30T07:04:28.920Z,,32.1,,,50,,
2018-01-30T07:04:38.921Z,,,,,,,37.7
2018-01-30T07:04:48.943Z,,32.1,,,50,,
2018-01-30T07:04:58.926Z,,32.1,,,50,,
2018-01-30T07:05:18.920Z,,32.1,,,50,,
2018-01-30T07:05:28.925Z,,32,,,50,,
2018-01-30T07:05:38.920Z,,,,,,,37.7
2018-01-30T07:05:48.920Z,,32,,,50,,37.8
2018-01-30T07:05:58.921Z,,32,,,50,,
2018-01-30T07:06:18.925Z,,32,,,50,,
2018-01-30T07:06:28.925Z,,31.9,,,50,,
2018-01-30T07:06:48.921Z,,31.9,,,50,,
2018-01-30T07:06:58.920Z,,31.9,,,50,,
2018-01-30T07:07:18.944Z,,31.9,,,50,,
2018-01-30T07:07:28.920Z,,31.9,,,50,,
2018-01-30T07:07:38.920Z,,,,,,,37.7
2018-01-30T07:07:48.922Z,,31.8,,,50,,
2018-01-30T07:07:58.920Z,,31.8,,,50,,
2018-01-30T07:08:18.990Z,,31.8,,,50,,
2018-01-30T07:08:28.925Z,,31.8,,,50,,
2018-01-30T07:08:48.920Z,,31.8,,,50,,
2018-01-30T07:08:58.922Z,,31.6,,,50,,
2018-01-30T07:09:18.936Z,,31.6,,,50,,
2018-01-30T07:09:28.954Z,,31.6,,,50,,
2018-01-30T07:09:48.968Z,,31.6,,,50,,
2018-01-30T07:09:58.920Z,,31.6,,,50,,
2018-01-30T07:10:08.920Z,,,,,,,37.6
2018-01-30T07:10:18.936Z,,31.5,,,50,,
2018-01-30T07:10:28.922Z,,31.5,,,50,,
2018-01-30T07:10:48.951Z,,31.5,,,50,,
2018-01-30T07:10:58.921Z,,31.5,,,50,,
2018-01-30T07:11:18.949Z,,31.5,,,50,,
2018-01-30T07:11:28.991Z,,31.4,,,50,,
2018-01-30T07:11:38.955Z,,,,,,,37.5
2018-01-30T07:11:48.921Z,,31.4,,,50,,
2018-01-30T07:11:58.948Z,0,31.4,,2,50,42,39.4
2018-01-30T07:12:08.927Z,,31.4,,,50,29,43.9
2018-01-30T07:12:18.935Z,,31.4,,,50,,41.2
2018-01-30T07:12:28.949Z,,31.4,,,50,30,40.2
2018-01-30T07:12:38.949Z,,,,,,30,38.1
2018-01-30T07:12:48.922Z,,31.3,,,50,29,37.6
2018-01-30T07:12:58.921Z,,,,,,,37.7
2018-01-30T07:13:08.920Z,,31.3,,,50,,38
2018-01-30T07:13:18.920Z,,31.3,,,50,,38.5
2018-01-30T07:13:28.923Z,,31.3,,,50,,
2018-01-30T07:13:38.922Z,,,,,,29,38.9
2018-01-30T07:13:48.921Z,,31.3,,,50,30,39.1
2018-01-30T07:13:58.970Z,,,,,,29,39.3
2018-01-30T07:14:08.920Z,,31.3,,,50,,39.5
2018-01-30T07:14:18.940Z,,31.3,,,50,,
2018-01-30T07:14:28.990Z,,,,,,,39.9
2018-01-30T07:14:38.922Z,,31.3,,,50,29,40
2018-01-30T07:14:48.986Z,,31.2,,,50,,40.2
2018-01-30T07:14:58.919Z,,31.2,,,50,,
2018-01-30T07:15:08.920Z,,,,,,30,40.6
2018-01-30T07:15:18.966Z,,31.2,,,50,29,40.8
2018-01-30T07:15:28.929Z,,31.2,,,50,,
2018-01-30T07:15:38.926Z,,,,,,,41
2018-01-30T07:15:48.925Z,,31.2,,,50,,41.2
2018-01-30T07:15:58.929Z,,31.2,,,50,,
2018-01-30T07:16:08.924Z,,,,,,30,41.4
2018-01-30T07:16:18.928Z,,31.2,,,50,,41.6
2018-01-30T07:16:28.941Z,,31.2,,,50,,
2018-01-30T07:16:38.988Z,,,,,,30,41.9
2018-01-30T07:16:48.920Z,,31.2,,,50,29,42
2018-01-30T07:16:58.920Z,,,,,,,42.2
2018-01-30T07:17:08.920Z,,31.2,,,50,,42.3
2018-01-30T07:17:18.920Z,,31.2,,,50,,
2018-01-30T07:17:28.919Z,,,,,,,42.7
2018-01-30T07:17:38.943Z,,31.2,,,50,,42.8
2018-01-30T07:17:48.927Z,,31.2,,,50,,43
2018-01-30T07:17:58.921Z,,31.2,,,50,,
2018-01-30T07:18:08.956Z,,,,,,,43.3
2018-01-30T07:18:18.927Z,,31.2,,,50,30,43.4
2018-01-30T07:18:28.924Z,,31.2,,,50,,
2018-01-30T07:18:38.920Z,,,,,,29,43.7
2018-01-30T07:18:48.923Z,,31.2,,,50,,43.8
2018-01-30T07:19:01.304Z,,31.2,,,50,,44
2018-01-30T07:19:08.924Z,,,,,,,44.1
2018-01-30T07:19:18.920Z,,31.2,,,50,,44.2
2018-01-30T07:19:28.941Z,,31.2,,,50,,
2018-01-30T07:19:38.926Z,,,,,,30,44.5
2018-01-30T07:19:48.921Z,,31.2,,,50,29,44.6
2018-01-30T07:19:58.921Z,,31.2,,,50,,
2018-01-30T07:20:08.960Z,,,,,,,44.9
2018-01-30T07:20:18.919Z,,31.2,,,50,,45
2018-01-30T07:20:28.920Z,,31.2,,,50,,45.2
2018-01-30T07:20:38.919Z,,31.2,,,50,,
2018-01-30T07:20:48.947Z,,31.2,,,50,,45.4
2018-01-30T07:20:58.922Z,,,,,,30,45.5
2018-01-30T07:21:08.922Z,,31.2,,,50,29,45.7
2018-01-30T07:21:18.920Z,,31.3,,,50,,
2018-01-30T07:21:28.919Z,,31.3,,,50,,45.9
2018-01-30T07:21:38.920Z,,,,,,30,46.1
2018-01-30T07:21:48.969Z,,31.3,,,50,,46.2
2018-01-30T07:21:58.948Z,,31.3,,,50,,
2018-01-30T07:22:09.020Z,,,,,,29,46.4
2018-01-30T07:22:18.924Z,,31.3,,,50,,46.5
2018-01-30T07:22:28.919Z,,31.3,,,50,,
2018-01-30T07:22:38.920Z,,,,,,,46.8
2018-01-30T07:22:48.920Z,0,31.3,,2,50,0,45.8
2018-01-30T07:22:58.919Z,,,,,,,43.6
2018-01-30T07:23:08.959Z,,31.3,,,50,,42.3
2018-01-30T07:23:18.933Z,,31.3,,,50,,41.9
2018-01-30T07:23:28.972Z,,31.4,,,50,,41.7
2018-01-30T07:23:38.924Z,,31.4,,,50,,
2018-01-30T07:23:49.023Z,,31.4,,,50,,
2018-01-30T07:24:08.967Z,,31.4,,,50,,41.6
2018-01-30T07:24:18.973Z,,31.4,,,50,,
2018-01-30T07:24:29.034Z,,,,,,,41.3
2018-01-30T07:24:38.928Z,,31.4,,,50,,41.2
2018-01-30T07:24:48.981Z,,31.4,,,50,,
2018-01-30T07:24:58.922Z,,31.4,,,50,,
2018-01-30T07:25:08.930Z,,,,,,,41.1
2018-01-30T07:25:18.936Z,,31.5,,,50,,
2018-01-30T07:25:28.946Z,,31.5,,,50,,
2018-01-30T07:25:38.936Z,,,,,,,40.9
2018-01-30T07:25:48.938Z,,31.5,,,50,,40.8
2018-01-30T07:26:08.964Z,,31.5,,,50,,
2018-01-30T07:26:18.919Z,,31.5,,,50,,
2018-01-30T07:26:38.920Z,,31.5,,,50,,40.7
2018-01-30T07:26:48.941Z,,31.5,,,50,,
2018-01-30T07:26:58.923Z,,31.5,,,50,,
2018-01-30T07:27:18.919Z,,31.5,,,50,,
2018-01-30T07:27:28.919Z,,31.5,,,50,,
2018-01-30T07:27:48.927Z,,31.5,,,50,,
2018-01-30T07:27:58.929Z,,31.5,,,50,,
2018-01-30T07:28:18.920Z,,31.5,,,50,,
2018-01-30T07:28:28.919Z,,31.5,,,50,,
2018-01-30T07:28:38.923Z,,,,,,,40.8
2018-01-30T07:28:48.925Z,,31.6,,,50,,
2018-01-30T07:28:58.939Z,,31.5,,,50,,
2018-01-30T07:29:08.920Z,,,,,,,40.9
2018-01-30T07:29:20.512Z,,31.6,,,50,,
2018-01-30T07:29:28.929Z,,31.5,,,50,,
2018-01-30T07:29:38.920Z,,31.6,,,50,,41
2018-01-30T07:29:49.004Z,,31.6,,,50,,
2018-01-30T07:30:09.007Z,,31.6,,,50,,
2018-01-30T07:30:18.919Z,,31.6,,,50,,
2018-01-30T07:30:28.928Z,,,,,,,41.1
2018-01-30T07:30:38.920Z,,31.6,,,50,,
2018-01-30T07:30:48.920Z,,31.6,,,50,,
2018-01-30T07:30:58.927Z,,31.6,,,50,,
2018-01-30T07:31:18.919Z,,31.6,,,50,,
2018-01-30T07:31:28.919Z,,31.6,,,50,,
2018-01-30T07:31:48.920Z,,31.6,,,50,,
2018-01-30T07:31:59.015Z,,31.6,,,50,,
2018-01-30T07:32:18.919Z,,31.6,,,50,,
2018-01-30T07:32:28.920Z,,31.6,,,50,,
2018-01-30T07:32:48.973Z,,31.5,,,50,,41
2018-01-30T07:32:58.919Z,,31.5,,,50,,
2018-01-30T07:33:08.944Z,,,,,,,41
2018-01-30T07:33:18.936Z,,31.5,,,50,,
2018-01-30T07:33:28.920Z,,31.5,,,50,,
2018-01-30T07:33:48.952Z,,31.5,,,50,,
2018-01-30T07:33:58.920Z,,31.5,,,50,,
2018-01-30T07:34:18.933Z,,31.5,,,50,,
2018-01-30T07:34:28.988Z,,,,,,,41
2018-01-30T07:34:38.924Z,,31.5,,,50,,40.9
2018-01-30T07:34:49.002Z,0,31.5,59,2,50,0,40.9
2018-01-30T07:34:58.920Z,,31.5,,,50,,
2018-01-30T07:35:18.930Z,,31.5,,,50,,
2018-01-30T07:35:28.919Z,,31.5,,,50,,
2018-01-30T07:35:38.918Z,,,,,,,40.8
2018-01-30T07:35:48.920Z,,31.5,,,50,,
2018-01-30T07:35:58.918Z,,31.5,,,50,,
2018-01-30T07:36:18.970Z,,31.5,,,50,,
2018-01-30T07:36:28.919Z,,31.5,,,50,,
2018-01-30T07:36:48.919Z,,31.5,,,50,,40.7
2018-01-30T07:36:58.921Z,,31.5,,,50,,
2018-01-30T07:37:18.921Z,,31.5,,,50,,
2018-01-30T07:37:28.919Z,,31.4,,,50,,
2018-01-30T07:37:48.919Z,,31.4,,,50,,40.6
2018-01-30T07:37:59.000Z,,31.4,,,50,,
2018-01-30T07:38:18.925Z,,31.4,,,50,,
2018-01-30T07:38:28.921Z,,31.4,,,50,,
2018-01-30T07:38:48.970Z,,31.4,,,50,,
2018-01-30T07:38:58.955Z,,31.4,,,50,,
2018-01-30T07:39:08.918Z,,,,,,,40.5
2018-01-30T07:39:18.922Z,,31.4,,,50,,
2018-01-30T07:39:28.918Z,,31.4,,,50,,
2018-01-30T07:39:48.922Z,,31.4,,,50,,
2018-01-30T07:39:58.918Z,,31.4,,,50,,
2018-01-30T07:40:08.939Z,,,,,,,40.4
2018-01-30T07:40:18.972Z,,31.4,,,50,,
2018-01-30T07:40:28.919Z,,31.4,,,50,,
2018-01-30T07:40:48.944Z,,31.3,,,50,,
2018-01-30T07:40:58.926Z,0,31.4,,2,50,,40.6
2018-01-30T07:41:08.919Z,,31.3,,,50,34,45.9
2018-01-30T07:41:18.923Z,,31.3,,,50,29,44.2
