Time,HwTSet,ChActive,PrimTSet,HwActive,ActPow,HwTOutlet,PrimT
2018-01-23T00:00:09.108Z,50,,,,,29.7,
2018-01-23T00:00:19.125Z,50,,,,,29.7,
2018-01-23T00:00:29.111Z,50,,,,,29.7,
2018-01-23T00:00:39.107Z,50,,,,,29.7,
2018-01-23T00:00:49.108Z,50,,,,,29.7,
2018-01-23T00:00:59.108Z,50,,,,,29.7,
2018-01-23T00:01:09.107Z,50,,,,,29.8,
2018-01-23T00:01:19.108Z,50,,,,,29.8,
2018-01-23T00:01:29.127Z,50,,,,,29.8,
2018-01-23T00:01:39.108Z,50,,,,,29.8,
2018-01-23T00:01:49.108Z,50,,,,,29.8,
2018-01-23T00:01:59.107Z,50,,,,,29.8,
2018-01-23T00:02:09.108Z,50,,,,,29.8,37.3
2018-01-23T00:02:19.108Z,50,,,,,29.8,
2018-01-23T00:02:29.108Z,50,,,,,29.8,
2018-01-23T00:02:39.107Z,50,,,,,29.8,
2018-01-23T00:02:49.107Z,50,,,,,29.8,37.4
2018-01-23T00:02:59.107Z,50,,,,,29.8,
2018-01-23T00:03:09.108Z,50,,,,,29.8,
2018-01-23T00:03:19.108Z,50,,,,,29.8,
2018-01-23T00:03:29.108Z,50,,,,,29.8,37.5
2018-01-23T00:03:39.108Z,50,,,,,29.8,
2018-01-23T00:03:49.107Z,50,,,,,29.8,
2018-01-23T00:03:59.107Z,50,,,,,29.8,
2018-01-23T00:04:09.108Z,50,,,,,29.8,37.6
2018-01-23T00:04:19.108Z,50,,,,,29.8,
2018-01-23T00:04:29.107Z,50,,,,,29.8,
2018-01-23T00:04:39.107Z,50,,,,,29.8,
2018-01-23T00:04:49.107Z,50,,,,,29.8,
2018-01-23T00:04:59.107Z,50,,,,,29.8,
2018-01-23T00:05:09.108Z,50,,,,,29.8,
2018-01-23T00:05:19.107Z,50,,,,,29.8,
2018-01-23T00:05:29.108Z,50,,,,,29.8,
2018-01-23T00:05:39.107Z,50,,,,,29.8,
2018-01-23T00:05:49.109Z,50,,,,,29.8,
2018-01-23T00:05:59.108Z,50,,,,,29.8,
2018-01-23T00:06:09.108Z,50,,,,,29.8,
2018-01-23T00:06:19.107Z,50,,,,,29.8,
2018-01-23T00:06:29.110Z,50,,,,,29.8,
2018-01-23T00:06:39.107Z,50,,,,,29.8,
2018-01-23T00:06:49.107Z,50,,,,,29.8,
2018-01-23T00:06:59.108Z,50,,,,,29.8,
2018-01-23T00:07:09.108Z,50,,,,,29.8,
2018-01-23T00:07:19.108Z,50,,,,,29.8,
2018-01-23T00:07:29.107Z,50,,,,,29.8,
2018-01-23T00:07:39.107Z,50,,,,,29.8,
2018-01-23T00:07:49.108Z,50,,,,,29.8,
2018-01-23T00:07:59.107Z,50,,,,,29.8,
2018-01-23T00:08:09.111Z,50,,,,,29.8,37.5
2018-01-23T00:08:19.113Z,50,,,,,29.8,
2018-01-23T00:08:29.108Z,50,,,,,29.8,
2018-01-23T00:08:39.107Z,50,,,,,29.8,
2018-01-23T00:08:49.120Z,50,,,,,29.8,
2018-01-23T00:08:59.108Z,50,,,,,29.8,
2018-01-23T00:09:09.135Z,50,,,,,29.8,
2018-01-23T00:09:19.108Z,50,,,,,29.8,
2018-01-23T00:09:29.108Z,50,,,,,29.8,
2018-01-23T00:09:39.107Z,50,,,,,29.8,37.4
2018-01-23T00:09:49.111Z,50,,,,,29.8,
2018-01-23T00:09:59.108Z,50,,,,,29.8,
2018-01-23T00:10:09.109Z,50,,,,,29.8,
2018-01-23T00:10:19.108Z,50,,,,,29.7,
2018-01-23T00:10:29.109Z,50,,,,,29.7,
2018-01-23T00:10:39.108Z,50,,,,,29.7,
2018-01-23T00:10:49.107Z,50,,,,,29.7,
2018-01-23T00:10:59.107Z,50,,,,,29.7,
2018-01-23T00:11:09.108Z,50,,,,,29.7,37.3
2018-01-23T00:11:19.138Z,50,,,,,29.7,
2018-01-23T00:11:29.176Z,50,,,,,29.7,
2018-01-23T00:11:39.108Z,50,,,,,29.7,
2018-01-23T00:11:49.161Z,50,,,,,29.7,
2018-01-23T00:11:59.144Z,50,,,,,29.7,
2018-01-23T00:12:09.142Z,50,,,,,29.7,
2018-01-23T00:12:19.107Z,50,,,,,29.7,37.2
2018-01-23T00:12:29.107Z,50,,,,,29.7,37.3
2018-01-23T00:12:39.107Z,50,,,,,29.7,37.2
2018-01-23T00:12:49.108Z,50,,,,,29.7,
2018-01-23T00:12:59.108Z,50,,,,,29.7,
2018-01-23T00:13:09.109Z,50,1,,0,,29.7,
2018-01-23T00:13:19.131Z,50,,,,37,29.7,42
2018-01-23T00:13:29.114Z,50,,,,29,29.7,42.8
2018-01-23T00:13:39.108Z,50,,,,,29.7,40.6
2018-01-23T00:13:49.107Z,50,,,,29,29.7,38.7
2018-01-23T00:13:59.107Z,50,,,,30,29.6,37.4
2018-01-23T00:14:09.108Z,50,,,,30,29.6,36.8
2018-01-23T00:14:19.119Z,50,,,,29,29.6,37.1
2018-01-23T00:14:29.107Z,50,,,,,29.6,37.5
2018-01-23T00:14:39.108Z,50,,,,30,29.6,38
2018-01-23T00:14:49.108Z,50,,,,,29.6,38.2
2018-01-23T00:14:59.108Z,50,,,,,29.6,38.3
2018-01-23T00:15:09.111Z,50,,,,29,29.6,38.5
2018-01-23T00:15:19.107Z,50,,,,30,29.6,38.6
2018-01-23T00:15:29.110Z,50,,,,29,29.6,38.8
2018-01-23T00:15:39.107Z,50,,,,30,29.6,39.1
2018-01-23T00:15:49.108Z,50,,,,29,29.6,39.3
2018-01-23T00:15:59.108Z,50,,,,,29.6,39.5
2018-01-23T00:16:09.109Z,50,,,,,29.6,39.7
2018-01-23T00:16:19.107Z,50,,,,,29.6,39.8
2018-01-23T00:16:29.133Z,50,,,,,29.6,40
2018-01-23T00:16:39.107Z,50,,,,30,29.7,40.2
2018-01-23T00:16:49.108Z,50,,,,29,29.7,40.3
2018-01-23T00:16:59.136Z,50,,,,30,29.7,40.5
2018-01-23T00:17:09.108Z,50,,,,,29.7,40.6
2018-01-23T00:17:19.107Z,50,,,,29,29.7,40.8
2018-01-23T00:17:29.108Z,50,,,,29,29.7,41
2018-01-23T00:17:39.120Z,50,1,,0,0,29.7,40.8
2018-01-23T00:17:49.107Z,50,,,,,29.7,37.9
2018-01-23T00:17:59.108Z,50,,,,,29.7,36.9
2018-01-23T00:18:09.107Z,50,,,,,29.7,36.3
2018-01-23T00:18:19.108Z,50,,,,,29.7,36.2
2018-01-23T00:18:29.107Z,50,,,,,29.7,36.1
2018-01-23T00:18:39.112Z,50,,,,,29.7,
2018-01-23T00:18:49.108Z,50,,,,,29.7,
2018-01-23T00:18:59.107Z,50,,,,,29.7,
2018-01-23T00:19:09.111Z,50,,,,,29.7,35.9
2018-01-23T00:19:19.107Z,50,,,,,29.7,
2018-01-23T00:19:29.108Z,50,1,59,0,0,29.7,35.7
2018-01-23T00:19:39.109Z,50,,,,,29.7,
2018-01-23T00:19:49.107Z,50,,,,,29.7,
2018-01-23T00:19:59.107Z,50,,,,,29.7,
2018-01-23T00:20:09.110Z,50,,,,,29.7,
2018-01-23T00:20:19.107Z,50,,,,,29.7,35.6
2018-01-23T00:20:29.107Z,50,,,,,29.8,
2018-01-23T00:20:39.107Z,50,,,,,29.8,35.5
2018-01-23T00:20:49.108Z,50,,,,,29.8,
2018-01-23T00:20:59.107Z,50,,,,,29.8,
2018-01-23T00:21:09.111Z,50,,,,,29.7,
2018-01-23T00:21:19.120Z,50,,,,,29.8,
2018-01-23T00:21:29.114Z,50,,,,,29.7,
2018-01-23T00:21:39.108Z,50,,,,,29.8,
2018-01-23T00:21:49.107Z,50,,,,,29.8,
2018-01-23T00:21:59.107Z,50,,,,,29.7,
2018-01-23T00:22:09.107Z,50,,,,,29.8,
2018-01-23T00:22:19.107Z,50,,,,,29.8,35.4
2018-01-23T00:22:29.107Z,50,,,,,29.8,
2018-01-23T00:22:39.107Z,50,,,,,29.8,35.5
2018-01-23T00:22:49.107Z,50,,,,,29.8,
2018-01-23T00:22:59.108Z,50,,,,,29.8,
2018-01-23T00:23:09.108Z,50,,,,,29.8,
2018-01-23T00:23:19.116Z,50,,,,,29.8,
2018-01-23T00:23:29.107Z,50,,,,,29.8,
2018-01-23T00:23:39.107Z,50,,,,,29.8,
2018-01-23T00:23:49.107Z,50,,,,,29.8,
2018-01-23T00:23:59.107Z,50,,,,,29.7,
2018-01-23T00:24:09.108Z,50,,,,,29.7,35.6
2018-01-23T00:24:19.107Z,50,,,,,29.8,
2018-01-23T00:24:29.107Z,50,,,,,29.7,
2018-01-23T00:24:39.107Z,50,,,,,29.8,
2018-01-23T00:24:49.107Z,50,,,,,29.8,35.7
2018-01-23T00:24:59.108Z,50,,,,,29.7,
2018-01-23T00:25:09.108Z,50,,,,,29.7,
2018-01-23T00:25:19.108Z,50,,,,,29.8,
2018-01-23T00:25:29.107Z,50,,,,,29.8,
2018-01-23T00:25:39.131Z,50,,,,,29.7,35.8
2018-01-23T00:25:49.107Z,50,,,,,29.7,
2018-01-23T00:25:59.107Z,50,,,,,29.7,
2018-01-23T00:26:09.108Z,50,,,,,29.7,
2018-01-23T00:26:19.113Z,50,,,,,29.7,
2018-01-23T00:26:29.217Z,50,,,,,29.7,
2018-01-23T00:26:39.152Z,50,,,,,29.7,
2018-01-23T00:26:49.114Z,50,,,,,29.7,
2018-01-23T00:26:59.118Z,50,,,,,29.7,
2018-01-23T00:27:09.184Z,50,0,0,2,,35.7,35.8
2018-01-23T00:27:19.233Z,50,0,,2,43,34.3,36.1
2018-01-23T00:27:29.135Z,50,,,,54,36.5,38.1
2018-01-23T00:27:39.217Z,50,,,,46,38.8,41.1
2018-01-23T00:27:49.107Z,50,,,,41,41.4,43
2018-01-23T00:27:59.108Z,50,,,,40,43.2,44
2018-01-23T00:28:09.127Z,50,,,,37,44.8,45.1
2018-01-23T00:28:19.107Z,50,,,,33,45.8,46
2018-01-23T00:28:29.108Z,50,,,,29,46.7,47
2018-01-23T00:28:39.107Z,50,,,,,47.3,47.3
2018-01-23T00:28:49.107Z,50,0,,0,0,48,46.7
2018-01-23T00:28:59.108Z,50,,,,,46.8,45.4
2018-01-23T00:29:09.108Z,50,,,,,40.5,45.2
2018-01-23T00:29:19.107Z,50,,,,,28.9,
2018-01-23T00:29:29.108Z,50,,,,,20.8,
2018-01-23T00:29:39.107Z,50,,,,,16.8,45.1
2018-01-23T00:29:49.107Z,50,1,59,0,,16.5,
2018-01-23T00:29:59.108Z,50,,,,,16.5,
2018-01-23T00:30:09.108Z,50,,,,,16.7,45
2018-01-23T00:30:19.107Z,50,,,,,16.8,
2018-01-23T00:30:29.107Z,50,,,,,16.8,
2018-01-23T00:30:39.107Z,50,,,,,17,
2018-01-23T00:30:49.107Z,50,,,,,17.1,
2018-01-23T00:30:59.107Z,50,,,,,17.3,45.1
2018-01-23T00:31:09.107Z,50,,,,,17.3,
2018-01-23T00:31:19.108Z,50,,,,,17.4,
2018-01-23T00:31:29.107Z,50,,,,,17.5,
2018-01-23T00:31:39.107Z,50,,,,,17.7,
2018-01-23T00:31:49.107Z,50,,,,,17.7,
2018-01-23T00:31:59.109Z,50,,,,,17.8,
2018-01-23T00:32:09.107Z,50,,,,,17.9,45.2
2018-01-23T00:32:19.107Z,50,,,,,18.1,
2018-01-23T00:32:29.107Z,50,,,,,18.1,
2018-01-23T00:32:39.156Z,50,,,,,18.2,
2018-01-23T00:32:49.136Z,50,,,,,18.4,
2018-01-23T00:32:59.107Z,50,,,,,18.4,
2018-01-23T00:33:09.108Z,50,,,,,18.5,
2018-01-23T00:33:19.108Z,50,,,,,18.5,
2018-01-23T00:33:29.107Z,50,,,,,18.6,
2018-01-23T00:33:39.107Z,50,,,,,18.6,
2018-01-23T00:33:49.107Z,50,,,,,18.8,
2018-01-23T00:33:59.107Z,50,,,,,18.8,
2018-01-23T00:34:09.107Z,50,,,,,18.9,
2018-01-23T00:34:19.108Z,50,,,,,18.9,
2018-01-23T00:34:29.107Z,50,,,,,19,
2018-01-23T00:34:39.107Z,50,,,,,19,
2018-01-23T00:34:49.107Z,50,,,,,19.2,
2018-01-23T00:34:59.113Z,50,,,,,19.2,
2018-01-23T00:35:09.107Z,50,,,,,19.2,45.1
2018-01-23T00:35:19.107Z,50,,,,,19.3,
2018-01-23T00:35:29.107Z,50,,,,,19.3,
2018-01-23T00:35:39.108Z,50,1,,0,,19.3,
2018-01-23T00:35:49.118Z,50,,,,36,19.4,49
2018-01-23T00:35:59.107Z,50,,,,30,19.4,44.3
2018-01-23T00:36:09.118Z,50,,,,29,19.6,40.7
2018-01-23T00:36:19.108Z,50,,,,30,19.6,37.8
2018-01-23T00:36:29.107Z,50,,,,30,19.6,36.8
2018-01-23T00:36:39.107Z,50,,,,29,19.6,36.2
2018-01-23T00:36:49.108Z,50,,,,,19.7,36.3
2018-01-23T00:36:59.107Z,50,,,,,19.7,36.7
2018-01-23T00:37:09.107Z,50,,,,,19.7,37.1
2018-01-23T00:37:19.107Z,50,,,,,19.8,37.3
2018-01-23T00:37:29.107Z,50,,,,,19.8,37.4
2018-01-23T00:37:39.134Z,50,,,,30,19.8,37.5
2018-01-23T00:37:49.110Z,50,1,,0,0,20,36.8
2018-01-23T00:37:59.108Z,50,,,,,20,34.7
2018-01-23T00:38:09.107Z,50,,,,,20.1,33.5
2018-01-23T00:38:19.107Z,50,,,,,20.1,32.9
2018-01-23T00:38:29.107Z,50,,,,,20.2,
2018-01-23T00:38:39.107Z,50,,,,,20.2,
2018-01-23T00:38:49.108Z,50,,,,,20.2,
2018-01-23T00:38:59.107Z,50,,,,,20.4,32.9
2018-01-23T00:39:09.107Z,50,,,,,20.4,
2018-01-23T00:39:19.108Z,50,,,,,20.5,32.8
2018-01-23T00:39:29.107Z,50,,,,,20.5,
2018-01-23T00:39:39.109Z,50,,,,,20.5,32.7
2018-01-23T00:39:49.107Z,50,,,,,20.6,
2018-01-23T00:39:59.107Z,50,,,,,20.6,
2018-01-23T00:40:09.107Z,50,,,,,20.8,
2018-01-23T00:40:19.107Z,50,,,,,20.8,
2018-01-23T00:40:29.114Z,50,,,,,20.9,32.6
2018-01-23T00:40:39.123Z,50,,,,,20.9,
2018-01-23T00:40:49.107Z,50,,,,,20.9,32.5
2018-01-23T00:40:59.107Z,50,,,,,21.1,32.6
2018-01-23T00:41:09.120Z,50,,,,,21.1,
2018-01-23T00:41:19.118Z,50,,,,,21.2,
2018-01-23T00:41:29.109Z,50,,,,,21.2,
2018-01-23T00:41:39.108Z,50,,,,,21.2,
2018-01-23T00:41:49.107Z,50,,,,,21.3,
2018-01-23T00:41:59.110Z,50,,,,,21.3,
2018-01-23T00:42:09.116Z,50,,,,,21.5,
2018-01-23T00:42:19.111Z,50,,,,,21.5,
2018-01-23T00:42:29.107Z,50,,,,,21.6,
2018-01-23T00:42:39.108Z,50,,,,,21.6,
2018-01-23T00:42:49.107Z,50,,,,,21.6,
2018-01-23T00:42:59.107Z,50,,,,,21.7,
2018-01-23T00:43:09.165Z,50,,,,,21.7,
2018-01-23T00:43:19.150Z,50,,,,,21.7,
2018-01-23T00:43:29.107Z,50,,,,,21.9,
2018-01-23T00:43:39.130Z,50,,,,,21.9,
2018-01-23T00:43:49.107Z,50,,,,,21.9,32.7
2018-01-23T00:43:59.107Z,50,,,,,22,
2018-01-23T00:44:09.107Z,50,,,,,22,
2018-01-23T00:44:19.107Z,50,,,,,22,
2018-01-23T00:44:29.107Z,50,,,,,22.1,32.8
2018-01-23T00:44:39.107Z,50,,,,,22.1,
2018-01-23T00:44:49.107Z,50,,,,,22.2,
2018-01-23T00:44:59.111Z,50,,,,,22.2,32.9
2018-01-23T00:45:09.107Z,50,,,,,22.2,
2018-01-23T00:45:19.125Z,50,,,,,22.2,
2018-01-23T00:45:29.134Z,50,,,,,22.4,33.1
2018-01-23T00:45:39.107Z,50,,,,,22.4,
2018-01-23T00:45:49.107Z,50,,,,,22.4,
2018-01-23T00:45:59.122Z,50,,,,,22.5,
2018-01-23T00:46:09.108Z,50,,,,,22.5,33.2
2018-01-23T00:46:19.107Z,50,,,,,22.5,
2018-01-23T00:46:29.107Z,50,,,,,22.6,
2018-01-23T00:46:39.107Z,50,,,,,22.6,
2018-01-23T00:46:49.108Z,50,,,,,22.6,
2018-01-23T00:46:59.107Z,50,,,,,22.6,
2018-01-23T00:47:09.107Z,50,,,,,22.7,
2018-01-23T00:47:19.107Z,50,,,,,22.7,
2018-01-23T00:47:29.107Z,50,,,,,22.7,
2018-01-23T00:47:39.115Z,50,,,,,22.7,
2018-01-23T00:47:49.126Z,50,,,,,22.8,33.3
2018-01-23T00:47:59.117Z,50,,,,,22.8,
2018-01-23T00:48:09.112Z,50,,,,,22.8,33.2
2018-01-23T00:48:19.107Z,50,,,,,23,33.3
2018-01-23T00:48:29.137Z,50,,,,,23,
2018-01-23T00:48:39.107Z,50,,,,,23,
2018-01-23T00:48:49.116Z,50,,,,,23,
2018-01-23T00:48:59.119Z,50,,,,,23,
2018-01-23T00:49:09.117Z,50,,,,,23.1,
2018-01-23T00:49:19.107Z,50,,,,,23.1,33.2
2018-01-23T00:49:29.122Z,50,,,,,23.1,33.3
2018-01-23T00:49:39.129Z,50,,,,,23.1,33.2
2018-01-23T00:49:49.153Z,50,,,,,23.2,
2018-01-23T00:49:59.107Z,50,,,,,23.2,
2018-01-23T00:50:09.107Z,50,,,,,23.2,
2018-01-23T00:50:19.108Z,50,,,,,23.2,
2018-01-23T00:50:29.107Z,50,,,,,23.3,
2018-01-23T00:50:39.111Z,50,,,,,23.3,
2018-01-23T00:50:49.107Z,50,,,,,23.3,
2018-01-23T00:50:59.107Z,50,,,,,23.3,
2018-01-23T00:51:09.111Z,50,,,,,23.3,
2018-01-23T00:51:19.107Z,50,,,,,23.4,
2018-01-23T00:51:29.109Z,50,,,,,23.4,
2018-01-23T00:51:39.133Z,50,,,,,23.4,
2018-01-23T00:51:49.108Z,50,,,,,23.4,
2018-01-23T00:51:59.131Z,50,,,,,23.6,33.1
2018-01-23T00:52:09.121Z,50,,,,,23.6,
2018-01-23T00:52:19.107Z,50,,,,,23.6,
2018-01-23T00:52:29.113Z,50,,,,,23.6,
2018-01-23T00:52:39.126Z,50,,,,,23.6,
2018-01-23T00:52:49.107Z,50,,,,,23.6,
2018-01-23T00:52:59.107Z,50,,,,,23.6,
2018-01-23T00:53:09.107Z,50,,,,,23.7,
2018-01-23T00:53:19.107Z,50,,,,,23.7,
2018-01-23T00:53:29.107Z,50,,,,,23.7,
2018-01-23T00:53:39.116Z,50,,,,,23.7,32.9
2018-01-23T00:53:49.106Z,50,,,,,23.7,32.9
2018-01-23T00:53:59.126Z,50,,,,,23.7,32.9
2018-01-23T00:54:09.107Z,50,,,,,23.8,
2018-01-23T00:54:19.110Z,50,,,,,23.8,
2018-01-23T00:54:29.107Z,50,,,,,23.8,
2018-01-23T00:54:39.111Z,50,,,,,23.8,
2018-01-23T00:54:49.112Z,50,,,,,23.8,
2018-01-23T00:54:59.130Z,50,,,,,23.9,
2018-01-23T00:55:09.140Z,50,,,,,23.9,
2018-01-23T00:55:19.110Z,50,,,,,23.9,
2018-01-23T00:55:29.110Z,50,,,,,23.9,
2018-01-23T00:55:39.108Z,50,,,,,23.9,
2018-01-23T00:55:49.107Z,50,,,,,23.9,
2018-01-23T00:55:59.107Z,50,,,,,23.9,
2018-01-23T00:56:09.107Z,50,1,,0,45,24,33.1
2018-01-23T00:56:19.108Z,50,,,,35,24,38.2
2018-01-23T00:56:29.241Z,50,,,,29,24,37.7
2018-01-23T00:56:39.109Z,50,,,,,24,35.9
2018-01-23T00:56:49.112Z,50,,,,30,24,34.8
2018-01-23T00:56:59.107Z,50,,,,29,24,34.1
2018-01-23T00:57:09.108Z,50,,,,30,24,33.8
2018-01-23T00:57:19.108Z,50,,,,29,24,34.1
2018-01-23T00:57:29.108Z,50,,,,30,24.2,34.5
2018-01-23T00:57:39.107Z,50,,,,29,24.2,35.1
2018-01-23T00:57:49.108Z,50,,,,,24.2,
2018-01-23T00:57:59.123Z,50,,,,30,24.2,35.3
2018-01-23T00:58:09.134Z,50,,,,29,24.2,35.4
2018-01-23T00:58:19.111Z,50,,,,,24.3,35.6
2018-01-23T00:58:29.117Z,50,,,,,24.3,35.7
2018-01-23T00:58:39.107Z,50,,,,29,24.3,36
2018-01-23T00:58:49.107Z,50,,,,,24.3,36.1
2018-01-23T00:58:59.111Z,50,,,,,24.3,36.3
2018-01-23T00:59:09.140Z,50,,,,,24.3,36.5
2018-01-23T00:59:19.122Z,50,,,,,24.3,36.7
2018-01-23T00:59:29.119Z,50,,,,,24.4,36.8
2018-01-23T00:59:39.108Z,50,,,,,24.4,37.1
2018-01-23T00:59:49.135Z,50,,,,,24.4,37.3
2018-01-23T00:59:59.108Z,50,,,,,24.5,37.4
2018-01-23T01:00:09.107Z,50,,,,,24.5,37.6
2018-01-23T01:00:19.107Z,50,,,,,24.5,37.7
2018-01-23T01:00:29.107Z,50,,,,30,24.5,37.9
2018-01-23T01:00:39.107Z,50,,,,29,24.5,38
2018-01-23T01:00:49.107Z,50,,,,,24.7,38.2
2018-01-23T01:00:59.107Z,50,,,,30,24.7,38.4
2018-01-23T01:01:09.133Z,50,,,,29,24.7,38.5
2018-01-23T01:01:19.107Z,50,,,,,24.7,38.7
2018-01-23T01:01:29.107Z,50,,,,,24.8,38.9
2018-01-23T01:01:39.107Z,50,,,,,24.8,39.1
2018-01-23T01:01:49.111Z,50,,,,,24.8,39.3
2018-01-23T01:01:59.108Z,50,,,,,24.8,39.5
2018-01-23T01:02:09.107Z,50,,,,30,24.9,39.6
2018-01-23T01:02:19.107Z,50,,,,29,24.9,39.8
2018-01-23T01:02:29.113Z,50,,,,30,24.9,40
2018-01-23T01:02:39.136Z,50,,,,,24.9,40.1
2018-01-23T01:02:49.107Z,50,,,,29,25,40.3
2018-01-23T01:02:59.107Z,50,,,,30,25,40.4
2018-01-23T01:03:09.112Z,50,,,,,25,40.6
2018-01-23T01:03:19.108Z,50,,,,,25,40.7
2018-01-23T01:03:29.158Z,50,,,,29,25.1,40.9
2018-01-23T01:03:39.134Z,50,,,,29,25.1,41
2018-01-23T01:03:49.108Z,50,,,,,25.1,41.2
2018-01-23T01:03:59.130Z,50,,,,,25.1,41.3
2018-01-23T01:04:09.107Z,50,,,,,25.3,41.5
2018-01-23T01:04:19.107Z,50,,,,,25.3,41.6
2018-01-23T01:04:29.125Z,50,,,,30,25.3,41.8
2018-01-23T01:04:39.112Z,50,,,,30,25.4,42
2018-01-23T01:04:49.111Z,50,,,,29,25.4,42.1
2018-01-23T01:04:59.112Z,50,1,,0,0,25.4,41.9
2018-01-23T01:05:09.107Z,50,,,,,25.5,38.9
2018-01-23T01:05:19.107Z,50,,,,,25.5,37.9
2018-01-23T01:05:29.109Z,50,,,,,25.5,37.5
2018-01-23T01:05:39.107Z,50,,,,,25.6,37.3
2018-01-23T01:05:49.128Z,50,,,,,25.6,37.2
2018-01-23T01:05:59.112Z,50,,,,,25.6,
2018-01-23T01:06:09.112Z,50,,,,,25.6,37.3
2018-01-23T01:06:19.107Z,50,,,,,25.7,37.2
2018-01-23T01:06:29.123Z,50,,,,,25.7,37.1
2018-01-23T01:06:39.109Z,50,,,,,25.7,36.9
2018-01-23T01:06:49.112Z,50,,,,,25.7,36.8
2018-01-23T01:06:59.108Z,50,,,,,25.9,36.7
2018-01-23T01:07:09.107Z,50,,,,,25.9,
2018-01-23T01:07:19.107Z,50,,,,,25.9,
2018-01-23T01:07:29.106Z,50,,,,,26,
2018-01-23T01:07:39.107Z,50,,,,,26,36.6
2018-01-23T01:07:49.107Z,50,,,,,26,
2018-01-23T01:07:59.112Z,50,,,,,26,36.5
2018-01-23T01:08:09.107Z,50,,,,,26,
2018-01-23T01:08:19.108Z,50,,,,,26.1,
2018-01-23T01:08:29.106Z,50,,,,,26.1,
2018-01-23T01:08:39.108Z,50,,,,,26.1,
2018-01-23T01:08:49.107Z,50,,,,,26.1,
2018-01-23T01:08:59.107Z,50,,,,,26.2,
2018-01-23T01:09:09.124Z,50,,,,,26.2,
2018-01-23T01:09:19.113Z,50,,,,,26.2,36.4
2018-01-23T01:09:29.107Z,50,,,,,26.2,36.5
2018-01-23T01:09:39.107Z,50,,,,,26.2,36.4
2018-01-23T01:09:49.107Z,50,,,,,26.3,36.5
2018-01-23T01:09:59.107Z,50,,,,,26.3,
2018-01-23T01:10:09.107Z,50,,,,,26.3,
2018-01-23T01:10:19.107Z,50,,,,,26.3,
2018-01-23T01:10:29.106Z,50,,,,,26.3,
2018-01-23T01:10:39.112Z,50,,,,,26.5,
2018-01-23T01:10:49.106Z,50,,,,,26.5,
2018-01-23T01:10:59.114Z,50,,,,,26.5,36.6
2018-01-23T01:11:09.122Z,50,,,,,26.5,
2018-01-23T01:11:19.106Z,50,,,,,26.6,
2018-01-23T01:11:29.107Z,50,,,,,26.6,36.7
2018-01-23T01:11:39.112Z,50,,,,,26.6,
2018-01-23T01:11:49.112Z,50,,,,,26.6,
2018-01-23T01:11:59.107Z,50,,,,,26.6,
2018-01-23T01:12:09.107Z,50,,,,,26.6,36.8
2018-01-23T01:12:19.108Z,50,0,5,0,,26.6,
2018-01-23T01:12:29.107Z,50,1,59,0,,26.7,
2018-01-23T01:12:39.107Z,50,,,,,26.7,
2018-01-23T01:12:49.112Z,50,,,,,26.7,
2018-01-23T01:12:59.107Z,50,,,,,26.7,36.9
2018-01-23T01:13:09.112Z,50,,,,,26.7,
2018-01-23T01:13:19.107Z,50,,,,,26.7,
2018-01-23T01:13:29.107Z,50,,,,,26.8,
2018-01-23T01:13:39.107Z,50,,,,,26.8,
2018-01-23T01:13:49.106Z,50,,,,,26.8,
2018-01-23T01:13:59.107Z,50,,,,,26.8,
2018-01-23T01:14:09.118Z,50,,,,,26.8,
2018-01-23T01:14:19.106Z,50,,,,,26.8,
2018-01-23T01:14:29.166Z,50,,,,,26.8,
2018-01-23T01:14:39.107Z,50,,,,,26.8,
2018-01-23T01:14:49.116Z,50,,,,,26.8,
2018-01-23T01:14:59.107Z,50,,,,,26.9,
2018-01-23T01:15:09.107Z,50,,,,,26.9,
2018-01-23T01:15:19.116Z,50,,,,,26.9,
2018-01-23T01:15:29.106Z,50,,,,,26.9,
2018-01-23T01:15:39.107Z,50,,,,,26.9,
2018-01-23T01:15:49.107Z,50,,,,,26.9,
2018-01-23T01:15:59.107Z,50,,,,,26.9,
2018-01-23T01:16:09.112Z,50,,,,,26.9,
2018-01-23T01:16:19.141Z,50,,,,,27.1,
2018-01-23T01:16:29.107Z,50,,,,,27.1,36.8
2018-01-23T01:16:39.107Z,50,,,,,27.1,
2018-01-23T01:16:49.106Z,50,,,,,27.1,
2018-01-23T01:16:59.107Z,50,,,,,27.1,
2018-01-23T01:17:09.107Z,50,,,,,27.1,
2018-01-23T01:17:19.106Z,50,,,,,27.1,
2018-01-23T01:17:29.107Z,50,,,,,27.1,
2018-01-23T01:17:39.107Z,50,,,,,27.1,
2018-01-23T01:17:49.106Z,50,,,,,27.2,36.7
2018-01-23T01:17:59.106Z,50,,,,,27.2,
2018-01-23T01:18:09.107Z,50,,,,,27.2,
2018-01-23T01:18:19.107Z,50,,,,,27.2,
2018-01-23T01:18:29.107Z,50,,,,,27.2,
2018-01-23T01:18:39.106Z,50,,,,,27.2,
2018-01-23T01:18:49.107Z,50,,,,,27.2,
2018-01-23T01:18:59.107Z,50,,,,,27.2,36.6
2018-01-23T01:19:09.107Z,50,,,,,27.2,
2018-01-23T01:19:19.106Z,50,,,,,27.2,
2018-01-23T01:19:29.107Z,50,,,,,27.2,
2018-01-23T01:19:39.107Z,50,1,59,0,0,27.2,36.6
