Time,ActPow,PrimT,ChActive,HwActive,PrimTSet,HwTSet,HwTOutlet
2018-02-06T05:46:18.739Z,29,42,,,,50,33.4
2018-02-06T05:46:28.740Z,,42.2,,,,,
2018-02-06T05:46:38.739Z,,42.3,,,,50,33.4
2018-02-06T05:46:48.771Z,,,,,,50,33.4
2018-02-06T05:46:58.824Z,,42.6,,,,,
2018-02-06T05:47:08.739Z,,42.8,,,,50,33.4
2018-02-06T05:47:18.739Z,,42.9,,,,50,33.4
2018-02-06T05:47:28.740Z,30,43,,,,,
2018-02-06T05:47:38.739Z,0,41.8,1,0,,50,33.4
2018-02-06T05:47:48.739Z,,39.6,,,,,
2018-02-06T05:47:58.739Z,,38.4,,,,50,33.4
2018-02-06T05:48:08.794Z,,38.1,,,,50,33.4
2018-02-06T05:48:18.739Z,,38,,,,50,33.4
2018-02-06T05:48:28.767Z,,,,,,50,33.4
2018-02-06T05:48:48.739Z,,,,,,50,33.4
2018-02-06T05:48:58.739Z,,37.9,,,,50,33.4
2018-02-06T05:49:08.738Z,0,37.8,1,0,59,,
2018-02-06T05:49:18.738Z,,37.7,,,,50,33.4
2018-02-06T05:49:28.739Z,,,,,,50,33.4
2018-02-06T05:49:38.739Z,,37.6,,,,,
2018-02-06T05:49:48.739Z,,,,,,50,33.4
2018-02-06T05:49:58.740Z,,,,,,50,33.4
2018-02-06T05:50:08.739Z,,37.5,,,,,
2018-02-06T05:50:18.739Z,,,,,,50,33.4
2018-02-06T05:50:28.739Z,,,,,,50,33.4
2018-02-06T05:50:38.739Z,,37.4,,,,,
2018-02-06T05:50:48.742Z,,,,,,50,33.5
2018-02-06T05:50:58.738Z,,,,,,50,33.5
2018-02-06T05:51:18.738Z,,,,,,50,33.4
2018-02-06T05:51:28.739Z,,,,,,50,33.5
2018-02-06T05:51:48.739Z,,37.3,,,,50,33.5
2018-02-06T05:51:58.740Z,,,,,,50,33.5
2018-02-06T05:52:18.739Z,,,,,,50,33.5
2018-02-06T05:52:28.739Z,,,,,,50,33.5
2018-02-06T05:52:48.747Z,,,,,,50,33.5
2018-02-06T05:52:58.738Z,,,,,,50,33.5
2018-02-06T05:53:08.739Z,,37.4,,,,,
2018-02-06T05:53:18.739Z,,,,,,50,33.5
2018-02-06T05:53:28.738Z,,,,,,50,33.5
2018-02-06T05:53:48.739Z,,,,,,50,33.5
2018-02-06T05:53:58.745Z,,,,,,50,33.5
2018-02-06T05:54:08.738Z,,37.5,,,,,
2018-02-06T05:54:18.739Z,,,,,,50,33.5
2018-02-06T05:54:28.739Z,,,,,,50,33.5
2018-02-06T05:54:38.738Z,,37.6,,,,,
2018-02-06T05:54:48.738Z,,,,,,50,33.4
2018-02-06T05:54:58.739Z,,,,,,50,33.4
2018-02-06T05:55:18.762Z,,,,,,50,33.4
2018-02-06T05:55:28.740Z,,,,,,50,33.4
2018-02-06T05:55:38.738Z,,37.7,,,,,
2018-02-06T05:55:48.739Z,,,,,,50,33.4
2018-02-06T05:55:58.739Z,,,,,,50,33.4
2018-02-06T05:56:18.739Z,,,,,,50,33.4
2018-02-06T05:56:28.739Z,,,,,,50,33.4
2018-02-06T05:56:48.739Z,,,,,,50,33.4
2018-02-06T05:56:58.746Z,,,,,,50,33.4
2018-02-06T05:57:18.739Z,,,,,,50,33.4
2018-02-06T05:57:28.739Z,,,,,,50,33.4
2018-02-06T05:57:48.739Z,,,,,,50,33.4
2018-02-06T05:57:58.738Z,,,,,,50,33.4
2018-02-06T05:58:18.739Z,,,,,,50,33.3
2018-02-06T05:58:28.738Z,,,,,,50,33.3
2018-02-06T05:58:48.738Z,,,,,,50,33.3
2018-02-06T05:58:58.739Z,,,,,,50,33.3
2018-02-06T05:59:18.739Z,,,,,,50,33.3
2018-02-06T05:59:28.742Z,,,,,,50,33.3
2018-02-06T05:59:48.739Z,,,,,,50,33.3
2018-02-06T05:59:58.738Z,,,,,,50,33.3
2018-02-06T06:00:18.768Z,,,,,,50,33.3
2018-02-06T06:00:28.738Z,,,,,,50,33.2
2018-02-06T06:00:38.806Z,,37.6,,,,,
2018-02-06T06:00:48.840Z,,,,,,50,33.2
2018-02-06T06:00:58.823Z,,,,,,50,33.2
2018-02-06T06:01:18.808Z,,,,,,50,33.2
2018-02-06T06:01:28.805Z,,,,,,50,33.2
2018-02-06T06:01:48.827Z,,,,,,50,33.2
2018-02-06T06:01:58.825Z,,,,,,50,33.2
2018-02-06T06:02:08.787Z,,37.5,,,,,
2018-02-06T06:02:18.757Z,,,,,,50,33.2
2018-02-06T06:02:28.738Z,,,,,,50,33.2
2018-02-06T06:02:48.828Z,,,,,,50,33.1
2018-02-06T06:02:58.739Z,,,,,,50,33.1
2018-02-06T06:03:18.738Z,,,,,,50,33.1
2018-02-06T06:03:28.738Z,,,,,,50,33.1
2018-02-06T06:03:38.739Z,,37.4,,,,,
2018-02-06T06:03:48.740Z,,,,,,50,33.1
2018-02-06T06:03:58.761Z,,,,,,50,33.1
2018-02-06T06:04:18.739Z,,,,,,50,33.1
2018-02-06T06:04:28.738Z,,,,,,50,32.9
2018-02-06T06:04:38.738Z,41,39.9,1,0,,50,32.9
2018-02-06T06:04:48.738Z,30,43.7,,,,,
2018-02-06T06:04:58.738Z,29,40.7,,,,50,32.9
2018-02-06T06:05:08.738Z,29,39.2,,,,50,32.9
2018-02-06T06:05:18.739Z,,37.6,,,,50,32.9
2018-02-06T06:05:28.739Z,30,36.9,,,,,
2018-02-06T06:05:38.739Z,30,37.2,,,,50,32.9
2018-02-06T06:05:48.738Z,29,37.7,,,,50,32.9
2018-02-06T06:05:58.738Z,,38.1,,,,,
2018-02-06T06:06:08.738Z,,38.4,,,,50,32.9
2018-02-06T06:06:18.742Z,30,38.6,,,,50,32.8
2018-02-06T06:06:28.753Z,,,,,,50,32.8
2018-02-06T06:06:38.738Z,29,38.8,,,,,
2018-02-06T06:06:48.738Z,30,39.1,,,,50,32.8
2018-02-06T06:06:58.738Z,29,39.3,,,,,
2018-02-06T06:07:08.778Z,,39.5,,,,50,32.8
2018-02-06T06:07:18.741Z,,39.8,,,,50,32.8
2018-02-06T06:07:28.739Z,30,40,,,,50,32.8
2018-02-06T06:07:38.755Z,29,40.1,,,,,
2018-02-06T06:07:48.766Z,,40.3,,,,50,32.8
2018-02-06T06:07:58.738Z,,,,,,50,32.8
2018-02-06T06:08:08.738Z,29,40.6,,,,,
2018-02-06T06:08:18.740Z,,40.8,,,,50,32.8
2018-02-06T06:08:28.738Z,,,,,,50,32.8
2018-02-06T06:08:38.739Z,30,41.1,,,,,
2018-02-06T06:08:48.855Z,29,41.2,,,,50,32.8
2018-02-06T06:08:58.789Z,,,,,,50,32.8
2018-02-06T06:09:08.757Z,29,41.5,,,,,
2018-02-06T06:09:18.752Z,,41.6,,,,50,32.8
2018-02-06T06:09:28.740Z,,,,,,50,32.8
2018-02-06T06:09:38.777Z,,41.9,,,,,
2018-02-06T06:09:48.738Z,30,42,,,,50,32.8
2018-02-06T06:09:58.739Z,,42.1,,,,50,32.8
2018-02-06T06:10:08.842Z,,,,,,50,32.8
2018-02-06T06:10:18.738Z,29,42.4,,,,50,32.8
2018-02-06T06:10:28.739Z,30,42.7,,,,,
2018-02-06T06:10:38.738Z,,42.8,,,,50,32.8
2018-02-06T06:10:48.738Z,33,43,,,,,
2018-02-06T06:10:58.815Z,29,43.2,,,,50,32.8
2018-02-06T06:11:08.752Z,,,,,,50,32.8
2018-02-06T06:11:18.883Z,30,43.4,,,,50,32.8
2018-02-06T06:11:28.756Z,29,43.6,,,,,
2018-02-06T06:11:38.739Z,,43.7,,,,50,32.8
2018-02-06T06:11:48.747Z,,,,,,50,32.9
2018-02-06T06:11:58.739Z,29,44,,,,,
2018-02-06T06:12:08.738Z,,44.1,,,,50,32.9
2018-02-06T06:12:18.738Z,,44.3,,,,50,32.9
2018-02-06T06:12:28.738Z,,,,,,50,32.9
2018-02-06T06:12:38.738Z,30,44.6,,,,,
2018-02-06T06:12:48.739Z,29,44.7,,,,50,32.9
2018-02-06T06:12:58.738Z,,,,,,50,32.9
2018-02-06T06:13:08.738Z,,45,,,,,
2018-02-06T06:13:18.738Z,30,45.1,,,,50,32.9
2018-02-06T06:13:28.738Z,,,,,,50,33.1
2018-02-06T06:13:38.739Z,29,45.3,,,,,
2018-02-06T06:13:48.780Z,30,45.5,,,,50,33.1
2018-02-06T06:13:58.769Z,,,,,,50,33.1
2018-02-06T06:14:08.738Z,29,45.7,,,,,
2018-02-06T06:14:18.738Z,,45.9,,,,50,33.1
2018-02-06T06:14:28.770Z,30,46,,,,,
2018-02-06T06:14:38.768Z,29,46.1,,,,50,33.1
2018-02-06T06:14:48.738Z,0,46.1,1,0,,50,33.2
2018-02-06T06:14:58.738Z,,43.6,,,,,
2018-02-06T06:15:08.738Z,,42,,,,50,33.2
2018-02-06T06:15:18.738Z,,41.5,,,,50,33.2
2018-02-06T06:15:28.740Z,,41.3,,,,,
2018-02-06T06:15:38.738Z,,,,,,50,33.2
2018-02-06T06:15:48.738Z,,,,,,50,33.2
2018-02-06T06:16:08.739Z,,41.2,,,,50,33.3
2018-02-06T06:16:18.747Z,,41,,,,50,33.3
2018-02-06T06:16:28.738Z,,40.9,,,,,
2018-02-06T06:16:38.743Z,,40.8,,,,50,33.3
2018-02-06T06:16:48.738Z,,,,,,50,33.3
2018-02-06T06:16:58.739Z,,40.7,,,,,
2018-02-06T06:17:08.738Z,,,,,,50,33.4
2018-02-06T06:17:18.738Z,,40.6,,,,50,33.4
2018-02-06T06:17:28.738Z,,,,,,50,33.4
2018-02-06T06:17:38.738Z,,40.5,,,,,
2018-02-06T06:17:48.738Z,,40.4,,,,50,33.4
2018-02-06T06:17:58.739Z,,,,,,50,33.4
2018-02-06T06:18:08.769Z,,,,,,50,33.5
2018-02-06T06:18:18.784Z,,,,,,50,33.4
2018-02-06T06:18:28.738Z,,,,,,50,33.5
2018-02-06T06:18:38.739Z,,40.3,,,,,
2018-02-06T06:18:48.738Z,,,,,,50,33.5
2018-02-06T06:18:58.738Z,,,,,,50,33.5
2018-02-06T06:19:18.738Z,,,,,,50,33.5
2018-02-06T06:19:28.740Z,,,,,,50,33.5
2018-02-06T06:19:48.738Z,,,,,,50,33.6
2018-02-06T06:19:58.739Z,,,,,,50,33.6
2018-02-06T06:20:18.738Z,,,,,,50,33.6
2018-02-06T06:20:28.738Z,,,,,,50,33.6
2018-02-06T06:20:38.738Z,,40.4,,,,,
2018-02-06T06:20:48.738Z,,,,,,50,33.6
2018-02-06T06:20:58.738Z,,,,,,50,33.6
2018-02-06T06:21:18.743Z,,40.5,,,,50,33.6
2018-02-06T06:21:28.762Z,,,,,,50,33.6
2018-02-06T06:21:48.738Z,,40.6,,,,50,33.7
2018-02-06T06:21:58.739Z,,,,,,50,33.7
2018-02-06T06:22:18.750Z,,,,,,50,33.7
2018-02-06T06:22:28.739Z,,,,,,50,33.7
2018-02-06T06:22:38.761Z,,40.7,,,,,
2018-02-06T06:22:48.752Z,,,,,,50,33.7
2018-02-06T06:22:58.751Z,,,,,,50,33.7
2018-02-06T06:23:18.756Z,,,,,,50,33.7
2018-02-06T06:23:28.790Z,,,,,,50,33.7
2018-02-06T06:23:48.743Z,,,,,,50,33.7
2018-02-06T06:23:58.738Z,,,,,,50,33.7
2018-02-06T06:24:18.738Z,,,,,,50,33.7
2018-02-06T06:24:28.738Z,,,,,,50,33.7
2018-02-06T06:24:48.738Z,,,,,,50,33.7
2018-02-06T06:24:58.771Z,,,,,,50,33.7
2018-02-06T06:25:18.738Z,,,,,,50,33.7
2018-02-06T06:25:28.741Z,,,,,,50,33.7
2018-02-06T06:25:38.738Z,,40.6,,,,,
2018-02-06T06:25:48.738Z,,,,,,50,33.7
2018-02-06T06:25:58.738Z,,,,,,50,33.7
2018-02-06T06:26:18.740Z,,,,,,50,33.7
2018-02-06T06:26:28.817Z,,,,,,50,33.7
2018-02-06T06:26:48.780Z,,,,,,50,33.7
2018-02-06T06:26:58.738Z,,,,,,50,33.7
2018-02-06T06:27:08.738Z,,40.5,,,,,
2018-02-06T06:27:18.755Z,,,,,,50,33.7
2018-02-06T06:27:28.739Z,,,,,,50,33.7
2018-02-06T06:27:48.738Z,,,,,,50,33.7
2018-02-06T06:27:58.738Z,,,,,,50,33.7
2018-02-06T06:28:08.738Z,,40.4,,,,,
2018-02-06T06:28:18.746Z,,,,,,50,33.7
2018-02-06T06:28:28.863Z,,,,,,50,33.7
2018-02-06T06:28:48.766Z,,,,,,50,33.7
2018-02-06T06:28:58.740Z,,,,,,50,33.7
2018-02-06T06:29:08.738Z,,40.3,,,,,
2018-02-06T06:29:18.738Z,,,,,,50,33.7
2018-02-06T06:29:28.738Z,,,,,,50,33.7
2018-02-06T06:29:48.763Z,,,,,,50,33.7
2018-02-06T06:29:58.768Z,,,,,,50,33.7
2018-02-06T06:30:18.758Z,,40.2,,,,50,33.7
2018-02-06T06:30:28.738Z,,,,,,50,33.7
2018-02-06T06:30:48.737Z,,,,,,50,33.6
2018-02-06T06:31:00.262Z,,,,,,50,33.6
2018-02-06T06:31:18.787Z,,,,,,50,33.6
2018-02-06T06:31:28.738Z,,,,,,50,33.6
2018-02-06T06:31:38.739Z,,40.1,,,,,
2018-02-06T06:31:48.738Z,,,,,,50,33.6
2018-02-06T06:31:58.738Z,,,,,,50,33.6
2018-02-06T06:32:18.738Z,,,,,,50,33.6
2018-02-06T06:32:28.738Z,,,,,,50,33.6
2018-02-06T06:32:38.738Z,,40,,,,,
2018-02-06T06:32:48.738Z,,,,,,50,33.6
2018-02-06T06:32:58.738Z,,,,,,50,33.6
2018-02-06T06:33:08.738Z,42,42.2,1,0,,50,33.6
2018-02-06T06:33:18.748Z,29,45.9,,,,50,33.6
2018-02-06T06:33:28.738Z,,42.6,,,,,
2018-02-06T06:33:38.738Z,,41.1,,,,50,33.6
2018-02-06T06:33:48.784Z,,38.8,,,,,
2018-02-06T06:33:58.739Z,,38.2,,,,50,33.5
2018-02-06T06:34:08.790Z,,,,,,50,33.5
2018-02-06T06:34:18.741Z,29,38.9,,,,50,33.5
2018-02-06T06:34:28.760Z,,39.4,,,,,
2018-02-06T06:34:38.780Z,,39.7,,,,50,33.5
2018-02-06T06:34:48.738Z,,,,,,50,33.5
2018-02-06T06:34:58.754Z,,40,,,,,
2018-02-06T06:35:08.737Z,30,40.2,,,,50,33.5
2018-02-06T06:35:18.738Z,29,40.4,,,,50,33.5
2018-02-06T06:35:28.751Z,,,,,,50,33.5
2018-02-06T06:35:38.764Z,,40.9,,,,,
2018-02-06T06:35:48.748Z,,41.1,,,,50,33.5
2018-02-06T06:35:58.753Z,,41.3,,,,50,33.5
2018-02-06T06:36:08.738Z,,,,,,50,33.5
2018-02-06T06:36:18.737Z,,41.6,,,,50,33.5
2018-02-06T06:36:28.779Z,,41.8,,,,,
2018-02-06T06:36:38.786Z,,42,,,,50,33.5
2018-02-06T06:36:48.737Z,,42.1,,,,50,33.5
2018-02-06T06:36:58.740Z,,,,,,50,33.5
2018-02-06T06:37:08.743Z,30,42.4,,,,,
2018-02-06T06:37:18.737Z,,42.7,,,,50,33.5
2018-02-06T06:37:28.737Z,,,,,,50,33.5
2018-02-06T06:37:38.743Z,29,42.9,,,,,
2018-02-06T06:37:48.737Z,29,43,,,,50,33.5
2018-02-06T06:37:58.737Z,30,43.1,,,,50,33.5
2018-02-06T06:38:08.737Z,,,,,,50,33.5
2018-02-06T06:38:18.741Z,30,43.4,,,,50,33.5
2018-02-06T06:38:28.737Z,29,43.5,,,,,
2018-02-06T06:38:38.743Z,,43.7,,,,50,33.5
2018-02-06T06:38:48.738Z,,,,,,50,33.5
2018-02-06T06:38:58.750Z,29,43.9,,,,,
2018-02-06T06:39:08.737Z,29,44.1,,,,50,33.5
2018-02-06T06:39:18.737Z,0,42.9,1,0,,50,33.5
2018-02-06T06:39:28.742Z,,40.6,,,,,
2018-02-06T06:39:38.739Z,,39.6,,,,50,33.5
2018-02-06T06:39:48.738Z,,39.3,,,,50,33.5
2018-02-06T06:39:58.736Z,,39.2,,,,50,33.5
2018-02-06T06:40:08.748Z,,,,,,50,33.5
2018-02-06T06:40:18.776Z,,,,,,50,33.5
2018-02-06T06:40:38.744Z,,39.1,,,,50,33.5
2018-02-06T06:40:48.737Z,,38.9,,,,,
2018-02-06T06:40:58.737Z,,38.7,,,,50,33.6
2018-02-06T06:41:08.736Z,,,,,,50,33.6
2018-02-06T06:41:18.754Z,,38.6,,,,50,33.6
2018-02-06T06:41:38.737Z,,,,,,50,33.6
2018-02-06T06:41:48.736Z,,,,,,50,33.6
2018-02-06T06:41:58.735Z,,38.5,,,,,
2018-02-06T06:42:08.736Z,,38.4,,,,50,33.6
2018-02-06T06:42:18.736Z,,,,,,50,33.6
2018-02-06T06:42:38.746Z,,,,,,50,33.6
2018-02-06T06:42:48.747Z,,,,,,50,33.6
2018-02-06T06:42:58.736Z,,38.3,,,,,
2018-02-06T06:43:08.736Z,,,,,,50,33.6
2018-02-06T06:43:18.789Z,,,,,,50,33.6
2018-02-06T06:43:28.790Z,,,,,,50,33.6
2018-02-06T06:43:48.736Z,,,,,,50,33.6
2018-02-06T06:43:58.736Z,,,,,,50,33.6
2018-02-06T06:44:18.736Z,,,,,,50,33.6
2018-02-06T06:44:28.735Z,,,,,,50,33.6
2018-02-06T06:44:48.737Z,,,,,,50,33.6
2018-02-06T06:44:58.735Z,,,,,,50,33.6
2018-02-06T06:45:08.735Z,,38.4,,,,,
2018-02-06T06:45:18.736Z,,,,,,50,33.6
2018-02-06T06:45:28.736Z,,,,,,50,33.6
2018-02-06T06:45:48.736Z,,38.5,,,,50,33.6
2018-02-06T06:45:58.748Z,,,,,,50,33.6
2018-02-06T06:46:18.735Z,,,,,,50,33.6
2018-02-06T06:46:33.452Z,,,,,,50,33.6
2018-02-06T06:46:38.735Z,,38.6,,,,,
2018-02-06T06:46:48.735Z,,,,,,50,33.6
2018-02-06T06:46:58.780Z,,,,,,50,33.6
2018-02-06T06:47:18.735Z,,38.7,,,,50,33.6
2018-02-06T06:47:28.744Z,,,,,,50,33.6
2018-02-06T06:47:48.735Z,,,,,,50,33.6
2018-02-06T06:47:58.735Z,,,,,,50,33.6
2018-02-06T06:48:18.755Z,,,,,,50,33.6
2018-02-06T06:48:28.735Z,,,,,,50,33.6
2018-02-06T06:48:48.735Z,,,,,,50,33.6
2018-02-06T06:48:58.752Z,,,,,,50,33.6
2018-02-06T06:49:08.753Z,0,38.7,1,0,59,,
2018-02-06T06:49:18.738Z,,,,,,50,33.6
2018-02-06T06:49:28.738Z,,,,,,50,33.6
2018-02-06T06:49:48.740Z,,,,,,50,33.6
2018-02-06T06:49:58.735Z,,,,,,50,33.5
2018-02-06T06:50:18.794Z,,,,,,50,33.5
2018-02-06T06:50:28.742Z,,,,,,50,33.5
2018-02-06T06:50:48.734Z,,,,,,50,33.5
2018-02-06T06:50:58.735Z,,,,,,50,33.5
2018-02-06T06:51:08.736Z,,38.6,,,,,
2018-02-06T06:51:18.734Z,,,,,,50,33.5
2018-02-06T06:51:28.735Z,,,,,,50,33.5
2018-02-06T06:51:48.734Z,,,,,,50,33.5
2018-02-06T06:51:58.734Z,,,,,,50,33.5
2018-02-06T06:52:18.735Z,,,,,,50,33.5
2018-02-06T06:52:28.734Z,,,,,,50,33.5
2018-02-06T06:52:48.738Z,,38.5,,,,50,33.4
2018-02-06T06:52:58.735Z,,,,,,50,33.4
2018-02-06T06:53:18.806Z,,,,,,50,33.4
2018-02-06T06:53:28.780Z,,,,,,50,33.4
2018-02-06T06:53:48.734Z,,,,,,50,33.4
2018-02-06T06:53:58.734Z,,38.4,,,,50,33.4
2018-02-06T06:54:08.736Z,43,39.7,1,0,,50,33.4
2018-02-06T06:54:18.745Z,29,44.8,,,,,
2018-02-06T06:54:28.737Z,30,42,,,,50,33.4
2018-02-06T06:54:38.734Z,29,40.9,,,,50,33.4
2018-02-06T06:54:48.734Z,29,38.7,,,,,
2018-02-06T06:54:58.740Z,,38.2,,,,50,33.3
2018-02-06T06:55:08.734Z,,,,,,50,33.3
2018-02-06T06:55:18.766Z,,38.9,,,,,
2018-02-06T06:55:28.734Z,,39.5,,,,50,33.3
2018-02-06T06:55:38.734Z,,39.7,,,,50,33.3
2018-02-06T06:55:48.735Z,,,,,,50,33.3
2018-02-06T06:55:58.736Z,,40,,,,,
2018-02-06T06:56:08.734Z,,40.1,,,,50,33.3
2018-02-06T06:56:18.735Z,30,40.3,,,,50,33.3
2018-02-06T06:56:28.734Z,,,,,,50,33.3
2018-02-06T06:56:38.734Z,29,40.7,,,,,
2018-02-06T06:56:48.734Z,,40.9,,,,50,33.3
2018-02-06T06:56:58.786Z,30,41.1,,,,,
2018-02-06T06:57:08.734Z,,41.3,,,,50,33.3
2018-02-06T06:57:18.736Z,29,41.5,,,,50,33.3
2018-02-06T06:57:28.747Z,,,,,,50,33.3
2018-02-06T06:57:38.734Z,,41.8,,,,,
2018-02-06T06:57:48.797Z,30,41.9,,,,50,33.3
2018-02-06T06:57:58.734Z,29,42,,,,,
2018-02-06T06:58:08.785Z,30,42.2,,,,50,33.3
2018-02-06T06:58:18.734Z,29,42.3,,,,50,33.3
2018-02-06T06:58:28.734Z,,,,,,50,33.3
2018-02-06T06:58:38.747Z,30,42.6,,,,,
2018-02-06T06:58:48.734Z,,42.8,,,,50,33.3
2018-02-06T06:58:58.763Z,,,,,,50,33.3
2018-02-06T06:59:08.734Z,30,43,,,,,
2018-02-06T06:59:18.738Z,0,42.9,1,0,,50,33.3
2018-02-06T06:59:28.763Z,,40.2,,,,50,33.3
2018-02-06T06:59:38.734Z,,38.8,,,,50,33.3
2018-02-06T06:59:48.734Z,,38.3,,,,50,33.3
2018-02-06T06:59:58.734Z,,38.1,,,,50,33.3
2018-02-06T07:00:08.734Z,,,,,,50,33.3
2018-02-06T07:00:28.735Z,,38.2,,,,50,33.3
2018-02-06T07:00:38.734Z,,38.1,,,,50,33.3
2018-02-06T07:00:48.735Z,,,,,,50,33.3
2018-02-06T07:00:58.734Z,,37.8,,,,,
2018-02-06T07:01:08.734Z,,37.7,,,,50,33.3
2018-02-06T07:01:18.734Z,,,,,,50,33.3
2018-02-06T07:01:28.739Z,,,,,,50,33.3
2018-02-06T07:01:48.775Z,,,,,,50,33.3
2018-02-06T07:01:58.754Z,,,,,,50,33.3
2018-02-06T07:02:08.735Z,,37.6,,,,,
2018-02-06T07:02:18.735Z,,37.5,,,,50,33.3
2018-02-06T07:02:38.736Z,,,,,,50,33.3
2018-02-06T07:02:48.738Z,,,,,,50,33.3
2018-02-06T07:02:58.734Z,,37.4,,,,,
2018-02-06T07:03:08.817Z,,,,,,50,33.3
2018-02-06T07:03:18.737Z,,,,,,50,33.4
2018-02-06T07:03:28.756Z,,,,,,50,33.4
2018-02-06T07:03:48.735Z,,,,,,50,33.4
2018-02-06T07:03:58.745Z,,,,,,50,33.4
2018-02-06T07:04:18.747Z,,,,,,50,33.4
2018-02-06T07:04:28.735Z,,,,,,50,33.4
2018-02-06T07:04:48.735Z,,,,,,50,33.4
2018-02-06T07:04:58.734Z,,,,,,50,33.3
2018-02-06T07:05:08.734Z,,37.5,,,,,
2018-02-06T07:05:18.744Z,,,,,,50,33.3
2018-02-06T07:05:28.742Z,,,,,,50,33.3
2018-02-06T07:05:48.768Z,,,,,,50,33.3
2018-02-06T07:05:58.742Z,,,,,,50,33.3
2018-02-06T07:06:08.747Z,,37.6,,,,,
2018-02-06T07:06:18.734Z,,,,,,50,33.3
2018-02-06T07:06:28.735Z,,,,,,50,33.3
2018-02-06T07:06:38.735Z,,37.7,,,,,
2018-02-06T07:06:48.736Z,,,,,,50,33.3
2018-02-06T07:06:58.737Z,,,,,,50,33.3
2018-02-06T07:07:18.741Z,,,,,,50,33.3
2018-02-06T07:07:28.741Z,,,,,,50,33.3
2018-02-06T07:07:38.741Z,,37.8,,,,,
2018-02-06T07:07:48.745Z,,,,,,50,33.3
2018-02-06T07:07:58.744Z,,,,,,50,33.3
2018-02-06T07:08:18.735Z,,,,,,50,33.3
2018-02-06T07:08:28.735Z,,,,,,50,33.3
2018-02-06T07:08:48.734Z,,,,,,50,33.3
2018-02-06T07:08:58.737Z,,,,,,50,33.2
2018-02-06T07:09:18.735Z,,,,,,50,33.2
2018-02-06T07:09:28.741Z,,,,,,50,33.2
2018-02-06T07:09:48.735Z,,,,,,50,33.2
2018-02-06T07:09:58.770Z,,,,,,50,33.2
2018-02-06T07:10:18.737Z,,,,,,50,33.2
2018-02-06T07:10:28.748Z,,,,,,50,33.2
2018-02-06T07:10:48.735Z,,,,,,50,33.2
2018-02-06T07:10:58.748Z,,,,,,50,33.2
2018-02-06T07:11:18.735Z,,37.7,,,,50,33.1
2018-02-06T07:11:28.735Z,,,,,,50,33.2
2018-02-06T07:11:48.746Z,,,,,,50,33.1
2018-02-06T07:11:58.736Z,,,,,,50,33.1
2018-02-06T07:12:18.737Z,,,,,,50,33.1
2018-02-06T07:12:28.857Z,,,,,,50,33.1
2018-02-06T07:12:48.746Z,,,,,,50,33.1
2018-02-06T07:12:58.753Z,,,,,,50,33.1
2018-02-06T07:13:08.837Z,,37.6,,,,,
2018-02-06T07:13:18.851Z,,,,,,50,33.1
2018-02-06T07:13:28.798Z,,,,,,50,32.9
2018-02-06T07:13:48.747Z,,,,,,50,32.9
2018-02-06T07:13:58.786Z,,,,,,50,32.9
2018-02-06T07:14:18.799Z,,,,,,50,32.9
2018-02-06T07:14:28.736Z,,,,,,50,32.9
2018-02-06T07:14:48.735Z,,37.5,,,,50,32.9
2018-02-06T07:14:58.735Z,,,,,,50,32.9
2018-02-06T07:15:18.837Z,,,,,,50,32.9
2018-02-06T07:15:28.828Z,,,,,,50,32.8
2018-02-06T07:15:48.844Z,,,,,,50,32.8
2018-02-06T07:15:58.799Z,,,,,,50,32.8
2018-02-06T07:16:18.778Z,,37.4,1,0,,50,32.8
2018-02-06T07:16:28.750Z,34,43.1,,,,50,32.8
2018-02-06T07:16:38.762Z,29,41.7,,,,50,32.8
2018-02-06T07:16:48.735Z,29,40.1,,,,50,32.8
2018-02-06T07:16:58.735Z,29,37.7,,,,50,32.8
2018-02-06T07:17:08.748Z,30,36.9,,,,50,32.8
2018-02-06T07:17:18.741Z,29,,,,,,
2018-02-06T07:17:28.735Z,29,37.4,,,,50,32.7
2018-02-06T07:17:38.740Z,30,37.9,,,,50,32.7
2018-02-06T07:17:48.737Z,30,38.3,,,,,
2018-02-06T07:17:58.738Z,29,38.5,,,,50,32.7
2018-02-06T07:18:08.740Z,,,,,,50,32.7
2018-02-06T07:18:18.735Z,,38.8,,,,,
2018-02-06T07:18:28.742Z,,39.1,,,,50,32.7
2018-02-06T07:18:38.735Z,,39.3,,,,50,32.7
2018-02-06T07:18:48.745Z,,39.5,,,,50,32.7
2018-02-06T07:18:58.735Z,,,,,,50,32.7
2018-02-06T07:19:08.787Z,29,39.9,,,,,
2018-02-06T07:19:18.744Z,,40.1,,,,50,32.7
2018-02-06T07:19:28.735Z,,40.3,,,,50,32.7
2018-02-06T07:19:38.735Z,30,40.4,,,,50,32.7
2018-02-06T07:19:48.735Z,,,,,,50,32.7
2018-02-06T07:19:58.735Z,,40.7,,,,,
2018-02-06T07:20:08.735Z,,40.8,,,,50,32.7
2018-02-06T07:20:18.738Z,29,41,,,,,
2018-02-06T07:20:28.735Z,,41.1,,,,50,32.7
2018-02-06T07:20:38.737Z,,41.2,,,,50,32.7
2018-02-06T07:20:48.736Z,,,,,,50,32.7
2018-02-06T07:20:58.735Z,30,41.5,,,,,
2018-02-06T07:21:08.735Z,29,41.6,,,,50,32.7
2018-02-06T07:21:18.748Z,,,,,,50,32.7
