Time,ActPow,PrimT,ChActive,HwActive,PrimTSet,HwTSet,HwTOutlet
2018-02-06T11:48:08.725Z,,,,,,50,33.7
2018-02-06T11:48:28.725Z,,,,,,50,33.7
2018-02-06T11:48:38.724Z,,,,,,50,33.7
2018-02-06T11:48:48.725Z,,43.6,0,0,,50,33.6
2018-02-06T11:48:58.725Z,,,,,5,,
2018-02-06T11:49:08.724Z,,43.7,,,,50,33.6
2018-02-06T11:49:18.739Z,,,1,0,59,50,33.6
2018-02-06T11:49:28.726Z,,43.8,,,,50,33.6
2018-02-06T11:49:38.725Z,0,43.8,1,0,59,,
2018-02-06T11:49:48.725Z,,,,,,50,33.6
2018-02-06T11:49:58.725Z,,,,,,50,33.6
2018-02-06T11:50:18.728Z,,,,,,50,33.5
2018-02-06T11:50:28.745Z,,,,,,50,33.5
2018-02-06T11:50:38.726Z,,,,,,50,33.5
2018-02-06T11:50:48.725Z,,43.9,,,,,
2018-02-06T11:50:58.742Z,,,,,,50,33.5
2018-02-06T11:51:08.725Z,,,0,0,5,50,33.5
2018-02-06T11:51:28.725Z,,,,,,50,33.5
2018-02-06T11:51:38.725Z,,,,,,50,33.5
2018-02-06T11:51:48.725Z,,43.8,,,,,
2018-02-06T11:51:58.725Z,,,,,,50,33.4
2018-02-06T11:52:08.724Z,,,,,,50,33.4
2018-02-06T11:52:28.725Z,,,,,,50,33.4
2018-02-06T11:52:38.725Z,,,,,,50,33.4
2018-02-06T11:52:58.726Z,,,,,,50,33.4
2018-02-06T11:53:08.727Z,,,,,,50,33.4
2018-02-06T11:53:18.725Z,,43.7,,,,,
2018-02-06T11:53:28.727Z,,,,,,50,33.4
2018-02-06T11:53:38.725Z,,,,,,50,33.3
2018-02-06T11:53:58.731Z,,,,,,50,33.3
2018-02-06T11:54:08.725Z,,,,,,50,33.3
2018-02-06T11:54:28.725Z,,43.6,,,,50,33.3
2018-02-06T11:54:38.727Z,,,,,,50,33.3
2018-02-06T11:54:58.725Z,,,,,,50,33.2
2018-02-06T11:55:08.725Z,,,,,,50,33.2
2018-02-06T11:55:18.727Z,,43.5,,,,,
2018-02-06T11:55:28.725Z,,,,,,50,33.2
2018-02-06T11:55:38.726Z,,,,,,50,33.2
2018-02-06T11:55:58.725Z,,,,,,50,33.2
2018-02-06T11:56:08.725Z,,,,,,50,33.2
2018-02-06T11:56:18.725Z,,43.4,,,,,
2018-02-06T11:56:28.725Z,,,,,,50,33.1
2018-02-06T11:56:38.726Z,,,,,,50,33.1
2018-02-06T11:56:58.731Z,,,,,,50,33.1
2018-02-06T11:57:08.771Z,,,,,,50,33.1
2018-02-06T11:57:18.726Z,,43.3,,,,,
2018-02-06T11:57:28.725Z,,,,,,50,33.1
2018-02-06T11:57:38.735Z,,,,,,50,33.1
2018-02-06T11:57:58.725Z,,,,,,50,33.1
2018-02-06T11:58:08.725Z,,,,,,50,32.9
2018-02-06T11:58:18.726Z,,43.2,,,,,
2018-02-06T11:58:28.725Z,,,,,,50,32.9
2018-02-06T11:58:38.725Z,,,,,,50,32.9
2018-02-06T11:58:58.725Z,,,,,,50,32.9
2018-02-06T11:59:08.725Z,,,,,,50,32.9
2018-02-06T11:59:18.728Z,,43.1,,,,,
2018-02-06T11:59:28.726Z,,,,,,50,32.8
2018-02-06T11:59:38.725Z,,,,,,50,32.8
2018-02-06T11:59:58.725Z,,,,,,50,32.8
2018-02-06T12:00:08.728Z,,,,,,50,32.8
2018-02-06T12:00:18.728Z,,43,,,,,
2018-02-06T12:00:28.727Z,,,,,,50,32.8
2018-02-06T12:00:38.727Z,,,,,,50,32.8
2018-02-06T12:00:58.725Z,,,,,,50,32.7
2018-02-06T12:01:08.726Z,,43,,,,50,32.7
2018-02-06T12:01:18.726Z,,42.9,,,,,
2018-02-06T12:01:28.725Z,,,,,,50,32.7
2018-02-06T12:01:38.725Z,,,,,,50,32.7
2018-02-06T12:01:58.725Z,,,,,,50,32.6
2018-02-06T12:02:08.727Z,,,,,,50,32.6
2018-02-06T12:02:18.725Z,,42.8,,,,,
2018-02-06T12:02:28.731Z,,,,,,50,32.6
2018-02-06T12:02:38.727Z,,,,,,50,32.6
2018-02-06T12:02:58.728Z,,,,,,50,41.1
2018-02-06T12:03:08.729Z,,,,,,50,40.9
2018-02-06T12:03:18.735Z,,42.7,,,,,
2018-02-06T12:03:28.726Z,,,,,,50,40.7
2018-02-06T12:03:38.726Z,,,,,,50,40.6
2018-02-06T12:03:58.755Z,,,,,,50,40.4
2018-02-06T12:04:08.727Z,,,,,,50,40.2
2018-02-06T12:04:18.729Z,,42.6,,,,,
2018-02-06T12:04:28.727Z,,,,,,50,40
2018-02-06T12:04:38.779Z,,,,,,50,39.9
2018-02-06T12:04:58.796Z,,,,,,50,39.7
2018-02-06T12:05:08.736Z,,,,,,50,39.6
2018-02-06T12:05:28.726Z,,42.4,,,,50,39.4
2018-02-06T12:05:38.784Z,,,,,,50,39.3
2018-02-06T12:05:58.808Z,,,,,,50,39.1
2018-02-06T12:06:08.754Z,,,,,,50,38.9
2018-02-06T12:06:28.726Z,,,,,,50,38.7
2018-02-06T12:06:38.728Z,,,,,,50,38.6
2018-02-06T12:06:58.751Z,,42.3,,,,50,38.5
2018-02-06T12:07:08.725Z,,,,,,50,38.4
2018-02-06T12:07:28.726Z,,,,,,50,38.2
2018-02-06T12:07:38.727Z,,,,,,50,38.1
2018-02-06T12:07:58.800Z,,,,,,50,38
2018-02-06T12:08:08.785Z,,,,,,50,37.9
2018-02-06T12:08:28.727Z,,,,,,50,37.7
2018-02-06T12:08:38.727Z,,,,,,50,37.7
2018-02-06T12:08:48.726Z,,42.2,,,,,
2018-02-06T12:08:58.737Z,,,,,,50,37.5
2018-02-06T12:09:08.726Z,,,,,,50,37.4
2018-02-06T12:09:28.732Z,,,,,,50,37.3
2018-02-06T12:09:38.729Z,,,,,,50,37.2
2018-02-06T12:09:58.766Z,,,,,,50,37.1
2018-02-06T12:10:08.751Z,,,,,,50,36.9
2018-02-06T12:10:28.728Z,,42.1,,,,50,36.8
2018-02-06T12:10:38.727Z,,,,,,50,36.7
2018-02-06T12:10:58.726Z,,42.2,0,2,0,50,38.2
2018-02-06T12:11:08.726Z,,41.7,0,0,,,
2018-02-06T12:11:18.728Z,,41.5,,,,50,38.5
2018-02-06T12:11:28.727Z,,41.4,,,,50,38.3
2018-02-06T12:11:48.727Z,,,,,,50,38.2
2018-02-06T12:11:58.735Z,,,,,,50,38.1
2018-02-06T12:12:08.729Z,,,,,5,,
2018-02-06T12:12:18.728Z,,41.3,,,,50,37.9
2018-02-06T12:12:28.770Z,,,,,,50,37.9
2018-02-06T12:12:38.728Z,,,,,,50,37.8
2018-02-06T12:12:58.743Z,,,,,,50,37.7
2018-02-06T12:13:08.757Z,,,,,,50,37.6
2018-02-06T12:13:18.732Z,,41.2,,,,,
2018-02-06T12:13:28.736Z,,,,,,50,37.5
2018-02-06T12:13:38.727Z,,,,,,50,37.4
2018-02-06T12:13:58.727Z,,,,,,50,37.3
2018-02-06T12:14:08.731Z,,,,,,50,37.2
2018-02-06T12:14:18.733Z,,41.1,,,,,
2018-02-06T12:14:28.943Z,,,,,,50,37.1
2018-02-06T12:14:38.729Z,,,,,,50,36.9
2018-02-06T12:14:48.778Z,,,1,0,59,50,36.8
2018-02-06T12:14:58.727Z,42,43.7,0,0,5,50,36.8
2018-02-06T12:15:08.728Z,0,41.6,0,0,,50,36.7
2018-02-06T12:15:18.794Z,,36.3,,,,50,36.7
2018-02-06T12:15:28.727Z,,33.2,,,,50,36.6
2018-02-06T12:15:38.728Z,,31.1,,,,50,36.5
2018-02-06T12:15:48.727Z,,29.9,,,,50,36.5
2018-02-06T12:15:58.739Z,,29.8,,,,,
2018-02-06T12:16:08.773Z,,30.1,,,,50,36.4
2018-02-06T12:16:18.727Z,,30.6,,,,50,36.3
2018-02-06T12:16:28.728Z,,30.9,,,,50,36.2
2018-02-06T12:16:38.728Z,,31.1,,,,,
2018-02-06T12:16:48.746Z,,30.9,,,,50,36.2
2018-02-06T12:16:58.747Z,,30.7,1,0,59,50,36.1
2018-02-06T12:17:08.768Z,,30.5,0,0,5,50,36
2018-02-06T12:17:18.726Z,,30.4,,,,,
2018-02-06T12:17:28.757Z,,30.3,1,0,59,50,35.9
2018-02-06T12:17:48.731Z,,30.4,,,,50,35.8
2018-02-06T12:17:58.728Z,,,,,,50,35.7
2018-02-06T12:18:18.726Z,,30.5,,,,50,35.6
2018-02-06T12:18:28.726Z,,,,,,50,35.6
2018-02-06T12:18:38.727Z,,,,,,50,35.5
2018-02-06T12:18:58.773Z,,,,,,50,35.4
2018-02-06T12:19:08.741Z,,,,,,50,35.3
2018-02-06T12:19:28.740Z,,,,,,50,35.2
2018-02-06T12:19:38.727Z,,,,,,50,35.2
2018-02-06T12:19:48.726Z,,31.1,,,,,
2018-02-06T12:19:58.726Z,,31.4,,,,50,35.1
2018-02-06T12:20:08.768Z,,,,,,50,34.9
2018-02-06T12:20:18.743Z,,32.2,,,,,
2018-02-06T12:20:28.733Z,,32.6,,,,50,34.8
2018-02-06T12:20:38.727Z,,33.1,,,,,
2018-02-06T12:20:48.741Z,,33.6,,,,50,34.7
2018-02-06T12:20:58.865Z,,34.1,,,,,
2018-02-06T12:21:08.733Z,,34.5,,,,50,34.6
2018-02-06T12:21:18.726Z,,34.9,,,,50,34.5
2018-02-06T12:21:28.729Z,,35.3,,,,50,34.5
2018-02-06T12:21:38.726Z,,35.6,,,,50,34.4
2018-02-06T12:21:48.774Z,42,33.6,1,0,,50,34.4
2018-02-06T12:21:58.727Z,30,38.1,,,,,
2018-02-06T12:22:08.728Z,29,36.6,,,,50,34.3
2018-02-06T12:22:18.727Z,,36,,,,50,34.2
2018-02-06T12:22:28.733Z,,35.4,,,,50,34.2
2018-02-06T12:22:38.734Z,30,35.1,,,,,
2018-02-06T12:22:48.728Z,29,35.1,,,,50,34.1
2018-02-06T12:22:58.739Z,,35.6,,,,50,35.4
2018-02-06T12:23:08.728Z,,36.1,,,,,
2018-02-06T12:23:18.727Z,30,36.4,,,,50,35.3
2018-02-06T12:23:28.727Z,29,36.7,,,,50,35.3
2018-02-06T12:23:38.727Z,,,,,,50,35.2
2018-02-06T12:23:48.734Z,30,37.1,,,,,
2018-02-06T12:23:58.726Z,,37.3,,,,50,35.1
2018-02-06T12:24:08.727Z,,,,,,50,34.9
2018-02-06T12:24:18.727Z,29,37.7,,,,,
2018-02-06T12:24:28.726Z,,37.9,,,,50,34.8
2018-02-06T12:24:38.728Z,,38,,,,,
2018-02-06T12:24:48.766Z,,38.2,,,,50,34.7
2018-02-06T12:24:58.728Z,,,,,,50,34.7
2018-02-06T12:25:08.732Z,30,38.4,,,,,
2018-02-06T12:25:18.743Z,,38.6,,,,50,34.6
2018-02-06T12:25:28.727Z,29,38.7,,,,50,34.5
2018-02-06T12:25:38.726Z,,,,,,50,34.5
2018-02-06T12:25:48.729Z,,39.1,,,,,
2018-02-06T12:25:58.728Z,,39.2,,,,50,34.3
2018-02-06T12:26:08.744Z,,,,,,50,34.3
2018-02-06T12:26:18.730Z,,39.5,,,,,
2018-02-06T12:26:28.727Z,,39.7,,,,50,34.2
2018-02-06T12:26:38.726Z,,,,,,50,34.2
2018-02-06T12:26:48.726Z,30,40,,,,50,34.1
2018-02-06T12:26:58.726Z,30,40.1,,,,,
2018-02-06T12:27:08.728Z,29,40.3,,,,50,34
2018-02-06T12:27:18.730Z,,,,,,50,34
2018-02-06T12:27:28.731Z,,40.6,,,,50,34
2018-02-06T12:27:38.727Z,30,40.8,,,,,
2018-02-06T12:27:48.726Z,29,41,,,,50,33.9
2018-02-06T12:27:58.791Z,30,41.1,,,,50,33.8
2018-02-06T12:28:08.728Z,,,,,,50,33.8
2018-02-06T12:28:18.731Z,29,41.5,,,,,
2018-02-06T12:28:28.730Z,,41.6,,,,50,33.7
2018-02-06T12:28:38.772Z,,,,,,50,33.7
2018-02-06T12:28:48.726Z,29,41.9,,,,50,33.7
2018-02-06T12:28:58.726Z,30,42.1,,,,,
2018-02-06T12:29:08.738Z,29,42.2,,,,50,33.6
2018-02-06T12:29:18.749Z,,,,,,50,33.6
2018-02-06T12:29:28.727Z,,42.6,,,,50,33.5
2018-02-06T12:29:38.730Z,,42.8,,,,,
2018-02-06T12:29:48.727Z,,42.9,,,,50,33.5
2018-02-06T12:29:58.726Z,,43.1,,,,,
2018-02-06T12:30:08.732Z,30,43.2,,,,50,33.4
2018-02-06T12:30:18.727Z,,,,,,50,33.4
2018-02-06T12:30:28.828Z,29,43.5,,,,50,33.4
2018-02-06T12:30:38.730Z,,43.6,,,,,
2018-02-06T12:30:48.812Z,,43.8,,,,50,33.3
2018-02-06T12:30:58.733Z,,,,,,50,33.3
2018-02-06T12:31:08.730Z,30,44,,,,,
2018-02-06T12:31:18.726Z,29,44.2,,,,50,33.3
2018-02-06T12:31:28.811Z,,44.3,,,,50,33.2
2018-02-06T12:31:38.726Z,,,,,,50,33.2
2018-02-06T12:31:48.730Z,30,44.6,,,,,
2018-02-06T12:31:58.760Z,,44.7,,,,50,33.2
2018-02-06T12:32:08.727Z,,,,,,50,33.2
2018-02-06T12:32:18.727Z,29,45,,,,,
2018-02-06T12:32:28.840Z,,45.1,,,,50,33.1
2018-02-06T12:32:38.739Z,,,,,,50,33.1
2018-02-06T12:32:48.727Z,30,45.4,,,,,
2018-02-06T12:32:58.729Z,,45.5,,,,50,33.1
2018-02-06T12:33:08.726Z,,,,,,50,33.1
2018-02-06T12:33:18.727Z,29,45.8,,,,,
2018-02-06T12:33:28.729Z,,45.9,,,,50,32.9
2018-02-06T12:33:38.728Z,,46,1,0,,50,32.9
2018-02-06T12:33:48.726Z,,43.8,,,,50,32.9
2018-02-06T12:33:58.728Z,,42,,,,50,32.9
2018-02-06T12:34:08.731Z,,41.3,,,,50,32.9
2018-02-06T12:34:18.803Z,,41.1,,,,,
2018-02-06T12:34:28.729Z,,,,,,50,32.9
2018-02-06T12:34:38.734Z,,,,,,50,32.9
2018-02-06T12:34:58.730Z,,,,,,50,32.8
2018-02-06T12:35:08.741Z,,41,,,,50,32.8
2018-02-06T12:35:18.734Z,,40.8,,,,,
2018-02-06T12:35:28.729Z,,40.7,,,,50,32.8
2018-02-06T12:35:38.729Z,,,,,,50,32.8
2018-02-06T12:35:48.727Z,0,40.6,0,0,0,50,38.8
2018-02-06T12:35:58.730Z,35,38.7,0,2,,50,40
2018-02-06T12:36:08.727Z,0,39.5,0,0,,,
2018-02-06T12:36:18.727Z,,39.5,0,0,,50,40
2018-02-06T12:36:28.739Z,47,36.9,0,2,,50,37.1
2018-02-06T12:36:38.727Z,48,38.9,,,,50,38
2018-02-06T12:36:48.742Z,44,41.4,,,,,
2018-02-06T12:36:58.740Z,0,41.5,0,0,,50,40.4
2018-02-06T12:37:08.761Z,,41.3,,,,50,41.5
2018-02-06T12:37:18.771Z,,,,,,50,41.3
2018-02-06T12:37:28.727Z,,,,,,50,41.2
2018-02-06T12:37:48.727Z,,,,,,50,40.9
2018-02-06T12:37:58.729Z,,,1,0,59,,
2018-02-06T12:38:08.770Z,,,,,,50,40.7
2018-02-06T12:38:18.727Z,,,,,,50,40.6
2018-02-06T12:38:28.732Z,,41.3,,,,50,40.5
2018-02-06T12:38:48.735Z,,,,,,50,40.3
2018-02-06T12:38:58.728Z,,,,,,50,40.2
2018-02-06T12:39:08.803Z,,41.3,,,,,
2018-02-06T12:39:18.729Z,,,,,,50,40.1
2018-02-06T12:39:28.727Z,,,,,,50,40
2018-02-06T12:39:38.728Z,,,,,,50,39.9
2018-02-06T12:39:58.727Z,,,,,,50,39.7
2018-02-06T12:40:08.727Z,,,,,,50,39.6
2018-02-06T12:40:18.727Z,,41.4,,,,,
2018-02-06T12:40:28.733Z,,,,,,50,39.4
2018-02-06T12:40:38.726Z,,,,,,50,39.4
2018-02-06T12:40:58.759Z,,,,,,50,39.2
2018-02-06T12:41:08.736Z,,,,,,50,39.1
2018-02-06T12:41:18.727Z,,41.5,,,,,
2018-02-06T12:41:28.773Z,,,,,,50,38.9
2018-02-06T12:41:38.727Z,,41.5,0,2,0,50,40.5
2018-02-06T12:41:48.738Z,62,41,0,2,,50,38.4
2018-02-06T12:41:58.734Z,98,43.7,,,,50,39.8
2018-02-06T12:42:08.727Z,121,47.7,,,,50,42.9
2018-02-06T12:42:18.761Z,122,51.8,,,,50,46
2018-02-06T12:42:28.730Z,118,54.9,,,,50,49.1
2018-02-06T12:42:38.727Z,114,56.6,,,,,
2018-02-06T12:42:48.739Z,0,55.9,0,0,,50,50.8
2018-02-06T12:42:58.743Z,,55.3,,,,,
2018-02-06T12:43:08.736Z,,55.2,,,,50,50.4
2018-02-06T12:43:28.782Z,,,,,,50,50.1
2018-02-06T12:43:38.760Z,,,,,,50,49.9
2018-02-06T12:43:48.727Z,,55.1,0,0,,,
2018-02-06T12:43:58.790Z,,,,,,50,49.4
2018-02-06T12:44:08.787Z,,55,0,0,0,50,52.6
2018-02-06T12:44:18.877Z,,51.5,,,,50,51.9
2018-02-06T12:44:28.727Z,,51.2,,,,50,51.6
2018-02-06T12:44:38.753Z,,51.1,,,,50,51.6
2018-02-06T12:44:58.833Z,,,,,,50,51.1
2018-02-06T12:45:08.727Z,,,1,0,59,50,50.9
2018-02-06T12:45:18.809Z,,51,,,,,
2018-02-06T12:45:28.754Z,,,,,,50,50.6
2018-02-06T12:45:38.772Z,,,,,,50,50.4
2018-02-06T12:45:48.727Z,,,,,,50,50.3
2018-02-06T12:45:58.752Z,0,46.8,0,0,0,,
2018-02-06T12:46:08.728Z,,47.2,,,,50,45.2
2018-02-06T12:46:18.727Z,,,,,,50,44.9
2018-02-06T12:46:28.727Z,,47.1,,,,50,44.8
2018-02-06T12:46:48.736Z,,,,,,50,44.4
2018-02-06T12:46:58.794Z,,47.2,0,0,0,50,47.1
2018-02-06T12:47:08.727Z,,46.6,0,0,,,
2018-02-06T12:47:18.735Z,,46.5,,,,50,46.7
2018-02-06T12:47:28.749Z,,46.4,,,,50,46.5
2018-02-06T12:47:48.738Z,,,,,,50,46.3
2018-02-06T12:47:58.732Z,,46.3,1,0,59,,
2018-02-06T12:48:08.727Z,,,,,,50,46
2018-02-06T12:48:18.747Z,,,,,,50,45.8
2018-02-06T12:48:28.738Z,,,,,,50,45.7
2018-02-06T12:48:38.736Z,,46.2,,,,,
2018-02-06T12:48:48.734Z,,,,,,50,45.4
2018-02-06T12:48:58.728Z,,,,,,50,45.3
2018-02-06T12:49:18.732Z,,,,,,50,45
2018-02-06T12:49:28.925Z,,,,,,50,44.9
2018-02-06T12:49:38.738Z,0,46.2,1,0,59,50,44.8
2018-02-06T12:49:48.761Z,,46.1,,,,,
2018-02-06T12:49:58.737Z,,,,,,50,44.4
2018-02-06T12:50:08.750Z,,,,,,50,44.3
2018-02-06T12:50:18.781Z,,45.5,0,0,0,,
2018-02-06T12:50:28.739Z,,45.4,,,,50,45.3
2018-02-06T12:50:48.740Z,,45.3,,,,50,45.2
2018-02-06T12:50:58.789Z,,,,,,50,44.9
2018-02-06T12:51:08.744Z,,,,,,50,44.8
2018-02-06T12:51:18.757Z,,,1,0,59,,
2018-02-06T12:51:28.729Z,,45.2,,,,50,44.6
2018-02-06T12:51:38.727Z,,,,,,50,44.3
2018-02-06T12:51:58.727Z,,,,,,50,44.1
2018-02-06T12:52:08.731Z,,,,,,50,44
2018-02-06T12:52:18.731Z,,45.1,,,,,
2018-02-06T12:52:28.727Z,,,,,,50,43.8
2018-02-06T12:52:38.732Z,,,,,,50,43.7
2018-02-06T12:52:58.758Z,,,,,,50,43.4
2018-02-06T12:53:08.730Z,,,,,,50,43.3
2018-02-06T12:53:28.738Z,,45,,,,50,43.1
2018-02-06T12:53:38.727Z,42,47.7,1,0,,50,43
2018-02-06T12:53:48.743Z,29,48.9,,,,50,42.9
2018-02-06T12:53:58.754Z,30,43.9,,,,50,42.8
2018-02-06T12:54:08.744Z,29,41.4,,,,,
2018-02-06T12:54:18.841Z,29,38.8,,,,50,42.7
2018-02-06T12:54:28.786Z,30,38,,,,50,42.5
2018-02-06T12:54:38.771Z,29,38.2,,,,,
2018-02-06T12:54:48.727Z,30,38.8,,,,50,42.3
2018-02-06T12:54:58.781Z,29,39.3,,,,,
2018-02-06T12:55:08.732Z,,39.5,,,,50,42.1
2018-02-06T12:55:18.759Z,,,,,,50,41.9
2018-02-06T12:55:28.740Z,0,40,0,0,0,50,34.4
2018-02-06T12:55:38.732Z,,41.7,,,,50,33.6
2018-02-06T12:55:48.741Z,,40.6,,,,,
2018-02-06T12:55:58.729Z,,40.5,0,2,,50,39.6
2018-02-06T12:56:08.749Z,,37.3,0,2,,50,38.8
2018-02-06T12:56:18.749Z,0,37.1,0,0,,,
2018-02-06T12:56:28.747Z,,37.1,,,,50,37.6
2018-02-06T12:56:48.762Z,,,,,,50,37.5
2018-02-06T12:56:58.731Z,,,,,,50,37.4
2018-02-06T12:57:08.756Z,,,,,,50,37.3
2018-02-06T12:57:18.739Z,,,1,0,59,50,37.3
2018-02-06T12:57:28.738Z,37,42.3,,,,50,37.2
2018-02-06T12:57:38.727Z,30,42.4,,,,,
2018-02-06T12:57:48.727Z,30,41.1,,,,50,37.1
2018-02-06T12:57:58.732Z,29,40,,,,50,36.9
2018-02-06T12:58:08.728Z,30,39.8,,,,,
2018-02-06T12:58:18.727Z,,39.9,,,,50,36.8
2018-02-06T12:58:28.727Z,29,40.1,,,,50,36.8
2018-02-06T12:58:38.727Z,,40.6,,,,,
2018-02-06T12:58:48.727Z,,41,,,,50,36.7
2018-02-06T12:58:58.727Z,0,41.3,,,,50,36.6
2018-02-06T12:59:08.727Z,,38.7,1,0,,,
2018-02-06T12:59:18.730Z,,37.2,,,,50,36.6
2018-02-06T12:59:28.738Z,,36.5,,,,50,36.5
2018-02-06T12:59:38.727Z,,36.3,,,,,
2018-02-06T12:59:48.727Z,,,,,,50,36.4
2018-02-06T12:59:58.773Z,,,,,,50,36.4
2018-02-06T13:00:08.751Z,,36.3,,,,,
2018-02-06T13:00:18.752Z,,,,,,50,36.3
2018-02-06T13:00:28.732Z,,,,,,50,36.2
2018-02-06T13:00:38.733Z,,,,,,50,36.1
2018-02-06T13:00:48.727Z,,36,,,,,
2018-02-06T13:00:58.729Z,,35.9,,,,50,36.1
2018-02-06T13:01:08.728Z,,,,,,50,36
2018-02-06T13:01:18.739Z,,,,,,50,36
2018-02-06T13:01:28.728Z,,35.9,,,,50,35.9
2018-02-06T13:01:38.732Z,,35.8,,,,,
2018-02-06T13:01:48.737Z,,,,,,50,35.8
2018-02-06T13:01:58.759Z,,35.7,,,,,
2018-02-06T13:02:08.728Z,,,,,,50,35.8
2018-02-06T13:02:18.728Z,,,,,,50,35.7
2018-02-06T13:02:28.727Z,,,,,,50,35.6
2018-02-06T13:02:38.728Z,,,,,,50,35.6
2018-02-06T13:02:58.728Z,,,,,,50,35.5
2018-02-06T13:03:08.727Z,,,,,,50,35.4
2018-02-06T13:03:28.734Z,,,,,,50,35.4
2018-02-06T13:03:38.727Z,,,,,,50,35.3
2018-02-06T13:03:58.737Z,,,,,,50,35.2
2018-02-06T13:04:08.728Z,,,,,,50,35.2
2018-02-06T13:04:28.816Z,,,,,,50,35.1
2018-02-06T13:04:38.818Z,,,,,,50,34.9
2018-02-06T13:04:48.813Z,,35.8,,,,,
2018-02-06T13:04:58.865Z,,,,,,50,34.9
2018-02-06T13:05:08.775Z,,,,,,50,34.8
2018-02-06T13:05:28.750Z,,,0,0,5,50,34.7
2018-02-06T13:05:48.729Z,,35.9,,,,50,34.7
2018-02-06T13:05:58.731Z,,,,,,50,34.6
2018-02-06T13:06:18.730Z,,,1,0,59,50,34.6
2018-02-06T13:06:28.761Z,,36,,,,50,34.5
2018-02-06T13:06:38.775Z,,36,,,,,
2018-02-06T13:06:48.729Z,,,,,,50,34.4
2018-02-06T13:06:58.730Z,,,,,,50,34.4
2018-02-06T13:07:18.730Z,,36.1,,,,50,34.3
2018-02-06T13:07:28.735Z,,,,,,50,34.3
2018-02-06T13:07:38.815Z,,,,,,50,34.2
2018-02-06T13:07:58.772Z,,,,,,50,34.1
2018-02-06T13:08:08.803Z,,,,,,50,34.1
2018-02-06T13:08:28.735Z,,,,,,50,34
2018-02-06T13:08:38.740Z,,,,,,50,34
2018-02-06T13:08:58.734Z,,,,,,50,33.9
2018-02-06T13:09:08.889Z,,,,,,50,33.9
2018-02-06T13:09:18.727Z,,36.2,,,,,
2018-02-06T13:09:28.730Z,,,,,,50,33.8
2018-02-06T13:09:38.732Z,,,,,,50,33.7
2018-02-06T13:09:58.728Z,,,,,,50,33.7
2018-02-06T13:10:08.731Z,,,0,0,5,,
2018-02-06T13:10:18.730Z,,,,,,50,33.6
2018-02-06T13:10:28.728Z,,36.1,1,0,59,,
2018-02-06T13:10:38.735Z,,36.2,0,0,5,50,33.6
2018-02-06T13:10:48.733Z,,36.2,1,0,59,50,33.6
2018-02-06T13:10:58.735Z,,36.1,0,0,5,50,33.5
2018-02-06T13:11:08.729Z,,,,,,50,33.4
2018-02-06T13:11:18.729Z,,,,,,50,33.4
2018-02-06T13:11:28.732Z,,,,,,50,33.4
2018-02-06T13:11:48.731Z,,,,,,50,33.3
2018-02-06T13:11:58.740Z,,,,,,50,33.3
2018-02-06T13:12:18.728Z,,,,,,50,33.2
2018-02-06T13:12:28.732Z,,,,,,50,33.2
2018-02-06T13:12:38.847Z,,,1,0,59,,
2018-02-06T13:12:48.849Z,,,0,0,5,50,33.1
2018-02-06T13:12:58.730Z,,,,,,50,33.1
2018-02-06T13:13:08.789Z,,,,,,50,33.1
2018-02-06T13:13:18.759Z,,36.1,,,,,
2018-02-06T13:13:28.728Z,,36,,,,50,32.9
2018-02-06T13:13:38.729Z,,,,,,50,32.9
2018-02-06T13:13:58.766Z,,,,,,50,32.8
2018-02-06T13:14:08.728Z,,,,,,50,32.8
2018-02-06T13:14:28.729Z,,,,,,50,32.7
2018-02-06T13:14:38.728Z,,,,,,50,32.7
2018-02-06T13:14:58.731Z,,36,,,,50,32.6
2018-02-06T13:15:08.740Z,,35.9,,,,,
2018-02-06T13:15:18.806Z,,,,,,50,32.6
2018-02-06T13:15:28.811Z,,,,,,50,32.5
2018-02-06T13:15:38.779Z,,,,,,50,32.5
2018-02-06T13:15:58.769Z,,,,,,50,32.5
2018-02-06T13:16:08.812Z,,,,,,50,32.4
2018-02-06T13:16:28.737Z,,,,,,50,32.4
2018-02-06T13:16:38.834Z,,,,,,50,32.3
2018-02-06T13:16:48.767Z,,35.8,,,,,
2018-02-06T13:16:58.755Z,,,,,,50,32.3
2018-02-06T13:17:08.728Z,,,,,,50,32.3
2018-02-06T13:17:28.775Z,,,,,,50,32.2
2018-02-06T13:17:38.728Z,,,,,,50,32.2
2018-02-06T13:17:58.729Z,,,,,,50,32.2
2018-02-06T13:18:08.735Z,,,,,,50,32.1
2018-02-06T13:18:28.731Z,,,,,,50,32.1
2018-02-06T13:18:38.762Z,,,,,,50,32
2018-02-06T13:18:48.729Z,,35.8,,,,,
2018-02-06T13:18:58.777Z,,35.7,,,,50,32
2018-02-06T13:19:08.761Z,,,,,,50,32
2018-02-06T13:19:28.754Z,,,,,,50,31.9
2018-02-06T13:19:38.758Z,,,,,,50,31.9
2018-02-06T13:19:58.728Z,,,,,,50,31.9
2018-02-06T13:20:08.730Z,,,,,,50,31.8
2018-02-06T13:20:28.730Z,,,,,,50,31.8
2018-02-06T13:20:38.728Z,,,1,0,59,,
2018-02-06T13:20:48.728Z,,,,,,50,31.6
2018-02-06T13:20:58.735Z,,,,,,50,31.6
2018-02-06T13:21:08.746Z,,35.6,,,,,
2018-02-06T13:21:18.767Z,,,,,,50,31.6
