Time,ChActive,PrimTSet,HwActive,HwTSet,HwTOutlet,PrimT,ActPow
2017-12-01T05:01:40.964Z,,,,52,31,,
2017-12-01T05:01:50.963Z,,,,52,31,,
2017-12-01T05:02:00.962Z,,,,,,34.2,
2017-12-01T05:02:10.964Z,,,,52,31,,
2017-12-01T05:02:20.963Z,,,,52,31,,
2017-12-01T05:02:30.962Z,,,,52,31,,
2017-12-01T05:02:40.963Z,,,,52,31,34.3,
2017-12-01T05:02:50.962Z,,,,52,31,,
2017-12-01T05:03:10.968Z,,,,52,30.9,34.4,
2017-12-01T05:03:20.965Z,,,,52,30.9,,
2017-12-01T05:03:40.965Z,,,,52,30.9,34.5,
2017-12-01T05:03:50.963Z,,,,52,30.9,,
2017-12-01T05:04:10.964Z,,,,52,30.9,,
2017-12-01T05:04:20.962Z,,,,52,30.9,34.6,
2017-12-01T05:04:30.973Z,1,,0,52,30.9,39.3,38
2017-12-01T05:04:40.964Z,,,,52,30.9,40.8,29
2017-12-01T05:04:50.964Z,,,,52,30.9,38.8,29
2017-12-01T05:05:00.964Z,,,,52,30.9,37.8,
2017-12-01T05:05:10.963Z,,,,52,30.8,,
2017-12-01T05:05:20.963Z,,,,,,36.8,29
2017-12-01T05:05:30.964Z,,,,52,30.8,37.1,30
2017-12-01T05:05:40.965Z,,,,52,30.8,,
2017-12-01T05:05:50.966Z,,,,,,37.6,29
2017-12-01T05:06:00.963Z,,,,52,30.8,38.2,29
2017-12-01T05:06:10.967Z,,,,52,30.8,,
2017-12-01T05:06:20.965Z,,,,52,30.8,38.3,30
2017-12-01T05:06:30.962Z,,,,52,30.8,38.5,29
2017-12-01T05:06:40.962Z,,,,52,30.8,38.6,30
2017-12-01T05:06:50.962Z,,,,52,30.8,39.1,29
2017-12-01T05:07:00.966Z,,,,52,30.8,,
2017-12-01T05:07:10.965Z,,,,,,39.3,
2017-12-01T05:07:20.967Z,,,,52,30.8,39.6,
2017-12-01T05:07:30.963Z,,,,52,30.8,,
2017-12-01T05:07:40.962Z,,,,52,30.8,39.7,
2017-12-01T05:07:50.966Z,,,,52,30.8,39.8,30
2017-12-01T05:08:00.967Z,,,,52,30.8,40,
2017-12-01T05:08:10.966Z,,,,52,30.8,40.1,
2017-12-01T05:08:20.966Z,,,,52,30.8,40.2,29
2017-12-01T05:08:30.962Z,,,,52,30.8,40.3,
2017-12-01T05:08:40.962Z,,,,52,30.8,,
2017-12-01T05:08:50.962Z,,,,,,40.6,29
2017-12-01T05:09:00.962Z,,,,52,30.8,40.8,
2017-12-01T05:09:10.991Z,,,,52,30.8,40.9,
2017-12-01T05:09:20.966Z,,,,,,41.1,29
2017-12-01T05:09:30.963Z,,,,52,30.8,41.2,
2017-12-01T05:09:40.966Z,,,,52,30.8,,
2017-12-01T05:09:50.969Z,,,,,,41.5,30
2017-12-01T05:10:00.967Z,,,,52,30.8,41.7,29
2017-12-01T05:10:10.962Z,,,,52,30.8,41.9,
2017-12-01T05:10:20.964Z,,,,,,42,30
2017-12-01T05:10:30.963Z,,,,52,30.8,42.1,29
2017-12-01T05:10:40.962Z,,,,52,30.8,,
2017-12-01T05:10:50.966Z,,,,,,42.4,
2017-12-01T05:11:00.962Z,,,,52,30.8,42.7,30
2017-12-01T05:11:10.966Z,,,,52,30.8,42.9,
2017-12-01T05:11:20.965Z,,,,,,43,29
2017-12-01T05:11:30.963Z,,,,52,30.8,43.2,30
2017-12-01T05:11:40.965Z,,,,52,30.8,,
2017-12-01T05:11:50.962Z,,,,,,43.4,29
2017-12-01T05:12:00.962Z,,,,52,30.8,43.6,
2017-12-01T05:12:10.965Z,,,,52,30.9,,
2017-12-01T05:12:20.967Z,,,,52,30.9,43.8,30
2017-12-01T05:12:30.964Z,,,,52,30.9,44,30
2017-12-01T05:12:40.976Z,,,,,,44.1,29
2017-12-01T05:12:50.962Z,,,,52,30.9,44.2,
2017-12-01T05:13:00.967Z,,,,52,30.9,,
2017-12-01T05:13:10.962Z,,,,,,44.5,
2017-12-01T05:13:20.966Z,,,,52,30.9,44.6,
2017-12-01T05:13:30.973Z,,,,52,30.9,44.8,
2017-12-01T05:13:40.962Z,,,,52,30.9,44.9,
2017-12-01T05:13:50.962Z,,,,,,45,
2017-12-01T05:14:00.977Z,,,,52,31,45.2,
2017-12-01T05:14:10.961Z,,,,52,31,,
2017-12-01T05:14:20.961Z,,,,,,45.4,29
2017-12-01T05:14:30.962Z,,,,52,31,45.6,30
2017-12-01T05:14:40.962Z,1,,0,52,31,45.6,0
2017-12-01T05:14:50.962Z,,,,52,31,43.9,
2017-12-01T05:15:00.963Z,,,,52,31,42.1,
2017-12-01T05:15:10.973Z,,,,52,31.2,41,
2017-12-01T05:15:20.961Z,,,,,,40.8,
2017-12-01T05:15:30.969Z,,,,52,31.2,40.7,
2017-12-01T05:15:40.967Z,,,,52,31.2,,
2017-12-01T05:16:00.964Z,,,,52,31.2,,
2017-12-01T05:16:10.965Z,,,,52,31.2,,
2017-12-01T05:16:20.966Z,,,,,,40.5,
2017-12-01T05:16:30.962Z,,,,52,31.2,40.3,
2017-12-01T05:16:40.961Z,,,,52,31.3,,
2017-12-01T05:16:50.961Z,,,,,,40.2,
2017-12-01T05:17:00.962Z,,,,52,31.3,,
2017-12-01T05:17:10.962Z,,,,52,31.3,,
2017-12-01T05:17:20.962Z,,,,,,40.1,
2017-12-01T05:17:30.967Z,,,,52,31.3,40,
2017-12-01T05:17:40.962Z,,,,52,31.3,39.9,
2017-12-01T05:18:00.962Z,,,,52,31.3,,
2017-12-01T05:18:10.963Z,,,,52,31.3,,
2017-12-01T05:18:30.962Z,,,,52,31.3,39.8,
2017-12-01T05:18:40.966Z,,,,52,31.3,,
2017-12-01T05:19:00.961Z,,,,52,31.4,,
2017-12-01T05:19:10.962Z,,,,52,31.4,,
2017-12-01T05:19:30.962Z,,,,52,31.4,,
2017-12-01T05:19:40.961Z,,,,52,31.4,,
2017-12-01T05:20:00.966Z,,,,52,31.4,,
2017-12-01T05:20:10.963Z,,,,52,31.4,,
2017-12-01T05:20:30.962Z,,,,52,31.4,39.9,
2017-12-01T05:20:40.963Z,,,,52,31.4,,
2017-12-01T05:20:50.991Z,,,,52,31.4,,
2017-12-01T05:21:00.962Z,,,,,,40,
2017-12-01T05:21:10.965Z,,,,52,31.4,,
2017-12-01T05:21:20.965Z,,,,52,31.4,,
2017-12-01T05:21:30.964Z,,,,52,31.5,,
2017-12-01T05:21:40.961Z,,,,,,40.1,
2017-12-01T05:21:50.971Z,,,,52,31.4,,
2017-12-01T05:22:00.965Z,,,,52,31.5,,
2017-12-01T05:22:20.961Z,,,,52,31.5,,
2017-12-01T05:22:30.961Z,,,,52,31.5,40.2,
2017-12-01T05:22:40.966Z,,,,52,31.5,,
2017-12-01T05:23:00.961Z,,,,52,31.5,,
2017-12-01T05:23:10.961Z,,,,52,31.5,,
2017-12-01T05:23:30.965Z,,,,52,31.5,,
2017-12-01T05:23:40.961Z,,,,52,31.5,,
2017-12-01T05:24:00.966Z,,,,52,31.5,,
2017-12-01T05:24:10.961Z,,,,52,31.5,,
2017-12-01T05:24:30.971Z,,,,52,31.5,,
2017-12-01T05:24:41.002Z,,,,52,31.5,,
2017-12-01T05:25:01.001Z,,,,52,31.5,,
2017-12-01T05:25:10.969Z,,,,52,31.5,,
2017-12-01T05:25:30.962Z,,,,52,31.5,,
2017-12-01T05:25:40.974Z,,,,52,31.5,,
2017-12-01T05:25:50.967Z,,,,,,40.1,
2017-12-01T05:26:00.961Z,,,,52,31.5,,
2017-12-01T05:26:10.983Z,,,,52,31.5,,
2017-12-01T05:26:30.961Z,,,,52,31.5,,
2017-12-01T05:26:40.961Z,,,,52,31.5,,
2017-12-01T05:27:00.961Z,,,,52,31.5,40,
2017-12-01T05:27:10.961Z,,,,52,31.5,,
2017-12-01T05:27:30.961Z,,,,52,31.5,,
2017-12-01T05:27:40.961Z,,,,52,31.5,,
2017-12-01T05:28:00.961Z,,,,52,31.5,39.9,
2017-12-01T05:28:10.961Z,,,,52,31.5,39.9,
2017-12-01T05:28:30.970Z,,,,52,31.5,,
2017-12-01T05:28:40.964Z,,,,52,31.5,,
2017-12-01T05:29:00.963Z,,,,52,31.5,,
2017-12-01T05:29:10.983Z,,,,52,31.5,,
2017-12-01T05:29:20.961Z,,,,,,39.8,
2017-12-01T05:29:30.961Z,,,,52,31.5,,
2017-12-01T05:29:40.962Z,,,,52,31.5,,
2017-12-01T05:30:00.961Z,,,,52,31.5,,
2017-12-01T05:30:10.969Z,,,,52,31.5,,
2017-12-01T05:30:30.998Z,,,,52,31.5,39.7,
2017-12-01T05:30:40.961Z,,,,52,31.4,,
2017-12-01T05:31:00.961Z,,,,52,31.4,,
2017-12-01T05:31:10.973Z,,,,52,31.4,,
2017-12-01T05:31:30.961Z,,,,52,31.4,39.6,
2017-12-01T05:31:40.961Z,,,,52,31.4,,
2017-12-01T05:32:00.961Z,,,,52,31.4,,
2017-12-01T05:32:10.962Z,,,,52,31.4,,
2017-12-01T05:32:30.961Z,,,,52,31.4,39.5,
2017-12-01T05:32:40.961Z,,,,52,31.4,,
2017-12-01T05:33:00.961Z,,,,52,31.4,,
2017-12-01T05:33:10.961Z,,,,52,31.4,,
2017-12-01T05:33:30.961Z,,,,52,31.4,,
2017-12-01T05:33:41.007Z,,,,52,31.4,,
2017-12-01T05:33:50.961Z,,,,,,39.5,
2017-12-01T05:34:00.960Z,,,,52,31.4,39.4,
2017-12-01T05:34:10.961Z,,,,52,31.4,,
2017-12-01T05:34:20.961Z,1,,0,52,31.3,43.6,39
2017-12-01T05:34:30.961Z,,,,52,31.3,45.3,33
2017-12-01T05:34:40.961Z,,,,52,31.3,42.6,29
2017-12-01T05:34:50.961Z,,,,52,31.3,39.9,30
2017-12-01T05:35:00.962Z,,,,52,31.3,38.4,30
2017-12-01T05:35:10.960Z,,,,,,37.6,29
2017-12-01T05:35:20.960Z,,,,52,31.3,37.2,30
2017-12-01T05:35:30.971Z,1,,0,52,31.3,38,0
2017-12-01T05:35:40.961Z,,,,52,31.3,35.9,
2017-12-01T05:35:50.965Z,,,,52,31.3,34.7,
2017-12-01T05:36:00.960Z,,,,52,31.3,33.9,
2017-12-01T05:36:10.961Z,,,,,,33.6,
2017-12-01T05:36:20.960Z,,,,52,31.3,,
2017-12-01T05:36:30.961Z,,,,52,31.3,33.5,
2017-12-01T05:36:40.961Z,,,,52,31.3,,
2017-12-01T05:37:00.960Z,,,,52,31.3,,
2017-12-01T05:37:10.961Z,,,,52,31.3,,
2017-12-01T05:37:20.978Z,,,,,,33.4,
2017-12-01T05:37:30.971Z,,,,52,31.3,,
2017-12-01T05:37:40.961Z,,,,52,31.3,,
2017-12-01T05:38:00.973Z,,,,52,31.3,33.3,
2017-12-01T05:38:10.962Z,,,,52,31.2,,
2017-12-01T05:38:30.960Z,,,,52,31.3,33.2,
2017-12-01T05:38:40.961Z,,,,52,31.2,,
2017-12-01T05:39:00.961Z,,,,52,31.2,,
2017-12-01T05:39:10.961Z,,,,52,31.2,,
2017-12-01T05:39:30.961Z,,,,52,31.2,,
2017-12-01T05:39:40.960Z,,,,52,31.2,,
2017-12-01T05:40:00.960Z,,,,52,31.2,,
2017-12-01T05:40:11.013Z,,,,52,31.2,,
2017-12-01T05:40:30.994Z,,,,52,31.2,,
2017-12-01T05:40:40.981Z,,,,52,31.2,,
2017-12-01T05:41:00.972Z,,,,52,31,,
2017-12-01T05:41:10.980Z,,,,52,31,,
2017-12-01T05:41:30.960Z,,,,52,31,,
2017-12-01T05:41:40.960Z,,,,52,31,,
2017-12-01T05:41:50.960Z,,,,,,33.3,
2017-12-01T05:42:00.960Z,,,,52,31,33.4,
2017-12-01T05:42:10.960Z,,,,52,31,,
2017-12-01T05:42:30.960Z,,,,52,31,33.5,
2017-12-01T05:42:40.974Z,,,,52,31,,
2017-12-01T05:42:50.960Z,,,,,,33.6,
2017-12-01T05:43:01.010Z,,,,52,30.9,33.7,
2017-12-01T05:43:10.961Z,,,,52,30.9,,
2017-12-01T05:43:20.960Z,,,,,,33.8,
2017-12-01T05:43:30.961Z,,,,52,30.9,,
2017-12-01T05:43:40.960Z,,,,52,30.9,,
2017-12-01T05:43:50.960Z,,,,52,30.9,33.9,
2017-12-01T05:44:00.960Z,,,,,,34,
2017-12-01T05:44:10.960Z,,,,52,30.9,,
2017-12-01T05:44:20.960Z,,,,52,30.8,,
2017-12-01T05:44:30.960Z,,,,52,30.8,34.1,
2017-12-01T05:44:40.960Z,,,,,,34.2,
2017-12-01T05:44:50.960Z,,,,52,30.8,34.3,
2017-12-01T05:45:00.960Z,,,,52,30.8,,
2017-12-01T05:45:10.960Z,,,,,,34.4,
2017-12-01T05:45:20.961Z,,,,52,30.8,34.5,
2017-12-01T05:45:30.973Z,1,,0,52,30.7,37.7,39
2017-12-01T05:45:40.960Z,,,,52,30.7,39.8,34
2017-12-01T05:45:50.961Z,,,,52,30.7,39.4,30
2017-12-01T05:46:00.961Z,,,,52,30.7,37.9,29
2017-12-01T05:46:10.960Z,,,,,,36.7,
2017-12-01T05:46:20.962Z,,,,52,30.7,36.5,30
2017-12-01T05:46:30.960Z,,,,52,30.7,36.1,29
2017-12-01T05:46:40.960Z,,,,52,30.7,,
2017-12-01T05:46:50.960Z,,,,52,30.7,37.1,30
2017-12-01T05:47:00.960Z,,,,,,37.4,29
2017-12-01T05:47:10.960Z,,,,52,30.7,37.6,30
2017-12-01T05:47:20.960Z,,,,52,30.6,,
2017-12-01T05:47:30.961Z,,,,52,30.6,37.9,29
2017-12-01T05:47:40.960Z,,,,,,38.1,
2017-12-01T05:47:50.960Z,,,,52,30.6,38.2,30
2017-12-01T05:48:00.960Z,,,,52,30.6,,
2017-12-01T05:48:10.960Z,,,,,,38.6,29
2017-12-01T05:48:20.960Z,,,,52,30.6,38.8,
2017-12-01T05:48:30.965Z,,,,52,30.6,38.9,
2017-12-01T05:48:40.960Z,,,,,,39.1,
2017-12-01T05:48:50.960Z,,,,52,30.6,39.2,
2017-12-01T05:49:00.960Z,,,,52,30.6,,
2017-12-01T05:49:10.960Z,,,,,,39.5,30
2017-12-01T05:49:20.960Z,,,,52,30.6,39.7,
2017-12-01T05:49:30.971Z,0,0,0,52,30.6,39.9,29
2017-12-01T05:49:40.965Z,0,,0,52,36.4,41.1,0
2017-12-01T05:49:50.961Z,,,,,,40.8,
2017-12-01T05:50:00.960Z,,,,52,36.5,40.5,
2017-12-01T05:50:10.959Z,,,,,,40.4,
2017-12-01T05:50:20.959Z,,,,52,36.4,,
2017-12-01T05:50:30.961Z,,,,52,36.3,40.3,
2017-12-01T05:50:41.011Z,1,58,0,,,,
2017-12-01T05:50:50.989Z,,,,52,36.1,,
2017-12-01T05:51:00.960Z,,,,52,36.1,,
2017-12-01T05:51:20.960Z,,,,52,35.9,,
2017-12-01T05:51:30.960Z,,,,52,35.8,40.2,
2017-12-01T05:51:40.960Z,0,0,0,52,38.6,37.9,
2017-12-01T05:51:50.960Z,0,,0,52,37.7,37.3,
2017-12-01T05:52:00.960Z,,,,,,37.2,
2017-12-01T05:52:10.962Z,,,,52,37.5,,
2017-12-01T05:52:20.990Z,,,,,,37.2,
2017-12-01T05:52:30.960Z,,,,52,37.4,37.1,
2017-12-01T05:52:40.959Z,1,58,0,52,37.3,,
2017-12-01T05:53:00.960Z,,,,52,37.2,,
2017-12-01T05:53:10.959Z,,,,52,37.2,,
2017-12-01T05:53:30.961Z,,,,52,36.9,,
2017-12-01T05:53:40.959Z,,,,52,36.9,,
2017-12-01T05:53:50.960Z,,,,52,36.8,,
2017-12-01T05:54:00.962Z,1,,0,52,36.8,40.5,39
2017-12-01T05:54:10.960Z,,,,52,36.7,43,32
2017-12-01T05:54:20.959Z,,,,52,36.6,41.9,29
2017-12-01T05:54:30.960Z,,,,52,36.6,40.6,29
2017-12-01T05:54:40.960Z,,,,52,36.5,39.5,30
2017-12-01T05:54:50.959Z,,,,,,38.8,29
2017-12-01T05:55:00.960Z,,,,52,36.4,38.9,
2017-12-01T05:55:10.959Z,,,,,,39.3,
2017-12-01T05:55:20.961Z,,,,52,36.3,39.8,30
2017-12-01T05:55:30.962Z,,,,52,36.3,40,30
2017-12-01T05:55:40.959Z,,,,,,40.2,
2017-12-01T05:55:50.959Z,,,,52,36.2,40.3,
2017-12-01T05:56:00.997Z,,,,52,36.1,,
2017-12-01T05:56:10.959Z,,,,,,40.6,
2017-12-01T05:56:20.982Z,,,,52,36,40.7,29
2017-12-01T05:56:30.960Z,,,,52,36,40.9,
2017-12-01T05:56:40.960Z,,,,,,41,
2017-12-01T05:56:50.959Z,1,,0,52,35.9,40.8,0
2017-12-01T05:57:00.960Z,,,,52,35.8,38.6,
2017-12-01T05:57:10.959Z,,,,52,35.8,36.9,
2017-12-01T05:57:20.962Z,,,,,,36.4,
2017-12-01T05:57:30.960Z,,,,52,35.7,36.2,
2017-12-01T05:57:40.959Z,,,,52,35.6,,
2017-12-01T05:58:00.997Z,,,,52,35.5,,
2017-12-01T05:58:10.959Z,,,,52,35.5,,
2017-12-01T05:58:20.960Z,,,,52,35.4,36,
2017-12-01T05:58:30.959Z,,,,52,35.4,35.9,
2017-12-01T05:58:40.959Z,,,,,,35.8,
2017-12-01T05:58:50.962Z,,,,52,35.3,35.7,
2017-12-01T05:59:00.959Z,,,,52,35.3,,
2017-12-01T05:59:20.960Z,0,0,0,52,35.2,,
2017-12-01T05:59:30.969Z,0,,0,52,37.6,36.2,0
2017-12-01T05:59:40.959Z,,,,,,37.3,
2017-12-01T05:59:50.959Z,,,,52,37.4,37.2,
2017-12-01T06:00:00.959Z,,,,,,37.1,
2017-12-01T06:00:10.962Z,,,,52,37.3,,
2017-12-01T06:00:20.964Z,,,,52,37.2,,
2017-12-01T06:00:30.959Z,1,58,0,52,37.1,,
2017-12-01T06:00:40.959Z,1,58,0,52,37.1,37.1,0
2017-12-01T06:00:50.959Z,,,,,,36.9,
2017-12-01T06:01:00.959Z,,,,52,36.8,,
2017-12-01T06:01:10.959Z,,,,52,36.8,,
2017-12-01T06:01:30.959Z,,,,52,36.6,36.8,
2017-12-01T06:01:40.959Z,,,,52,36.6,,
2017-12-01T06:02:00.959Z,,,,52,36.5,,
2017-12-01T06:02:10.959Z,,,,52,36.4,,
2017-12-01T06:02:20.959Z,,,,,,36.7,
2017-12-01T06:02:30.959Z,,,,52,36.3,,
2017-12-01T06:02:40.959Z,,,,52,36.2,,
2017-12-01T06:03:00.959Z,,,,52,36.1,36.6,
2017-12-01T06:03:10.959Z,,,,52,36,,
2017-12-01T06:03:30.959Z,,,,52,35.9,,
2017-12-01T06:03:40.959Z,,,,52,35.9,,
2017-12-01T06:03:50.964Z,,,,52,35.8,,
2017-12-01T06:04:00.961Z,0,5,0,,,36.5,
2017-12-01T06:04:10.959Z,,,,52,35.7,,
2017-12-01T06:04:20.959Z,,,,52,35.6,,
2017-12-01T06:04:30.959Z,,,,52,35.6,,
2017-12-01T06:04:40.959Z,,,,52,35.5,,
2017-12-01T06:04:51.032Z,1,58,0,,,,
2017-12-01T06:05:00.959Z,,,,52,35.4,36.4,
2017-12-01T06:05:10.959Z,0,5,0,,,,
2017-12-01T06:05:20.959Z,,,,52,35.3,,
2017-12-01T06:05:31.137Z,,,,52,35.3,,
2017-12-01T06:05:40.959Z,,,,52,35.2,,
2017-12-01T06:06:00.959Z,,,,52,35.1,,
2017-12-01T06:06:10.962Z,,,,52,35.1,,
2017-12-01T06:06:20.959Z,,,,,,36.3,
2017-12-01T06:06:30.959Z,,,,52,34.9,,
2017-12-01T06:06:40.959Z,,,,52,34.8,,
2017-12-01T06:06:50.958Z,,,,52,34.8,,
2017-12-01T06:07:00.962Z,1,58,0,,,36.2,
2017-12-01T06:07:10.959Z,,,,52,34.7,,
2017-12-01T06:07:20.959Z,0,5,0,,,,
2017-12-01T06:07:31.139Z,,,,52,34.6,,
2017-12-01T06:07:40.958Z,,,,52,34.6,,
2017-12-01T06:07:50.959Z,,,,,,36.1,
2017-12-01T06:08:00.959Z,,,,52,34.4,,
2017-12-01T06:08:10.989Z,,,,52,34.4,,
2017-12-01T06:08:30.959Z,,,,52,34.3,,
2017-12-01T06:08:40.959Z,,,,52,34.3,,
2017-12-01T06:08:50.958Z,,,,,,36,
2017-12-01T06:09:00.959Z,,,,52,34.2,,
2017-12-01T06:09:11.061Z,,,,52,34.2,,
2017-12-01T06:09:20.959Z,,,,52,34.1,35.9,
2017-12-01T06:09:30.959Z,,,,52,34.1,35.9,
2017-12-01T06:09:40.959Z,,,,52,34,,
2017-12-01T06:09:50.959Z,1,58,0,,,,
2017-12-01T06:10:00.959Z,,,,52,34,,
2017-12-01T06:10:10.959Z,,,,52,33.9,,
2017-12-01T06:10:20.959Z,,,,,,35.8,
2017-12-01T06:10:30.959Z,,,,52,33.8,,
2017-12-01T06:10:40.959Z,,,,52,33.8,,
2017-12-01T06:11:25.884Z,0,5,0,52,33.7,,
2017-12-01T06:11:25.885Z,,,,52,33.7,35.7,
2017-12-01T06:11:31.016Z,,,,52,33.6,,
2017-12-01T06:11:41.004Z,,,,52,33.6,,
2017-12-01T06:12:00.960Z,,,,52,33.5,,
2017-12-01T06:12:10.959Z,,,,52,33.5,,
2017-12-01T06:12:20.959Z,,,,,,35.6,
2017-12-01T06:12:30.959Z,,,,52,33.4,,
2017-12-01T06:12:40.970Z,,,,52,33.4,,
2017-12-01T06:13:00.988Z,,,,52,33.3,,
2017-12-01T06:13:10.959Z,,,,52,33.2,,
2017-12-01T06:13:30.958Z,,,,52,33.2,,
2017-12-01T06:13:40.959Z,,,,52,33.2,,
2017-12-01T06:13:50.960Z,,,,,,35.5,
2017-12-01T06:14:00.958Z,,,,52,33.1,,
2017-12-01T06:14:10.959Z,,,,52,33.1,,
2017-12-01T06:14:30.959Z,,,,52,32.9,,
2017-12-01T06:14:40.969Z,,,,52,32.9,,
2017-12-01T06:15:00.959Z,,,,52,32.8,,
2017-12-01T06:15:10.959Z,,,,52,32.8,,
2017-12-01T06:15:20.959Z,,,,,,35.4,
2017-12-01T06:15:30.965Z,,,,52,32.7,,
2017-12-01T06:15:40.960Z,,,,52,32.7,,
2017-12-01T06:16:00.958Z,,,,52,32.6,,
2017-12-01T06:16:10.959Z,,,,52,32.6,,
2017-12-01T06:16:20.959Z,1,58,0,52,32.6,,
2017-12-01T06:16:30.970Z,0,5,0,52,32.5,,
2017-12-01T06:16:51.001Z,,,,52,32.5,,
2017-12-01T06:17:00.958Z,1,58,0,52,32.4,,
2017-12-01T06:17:10.959Z,0,5,0,,,35.3,
2017-12-01T06:17:20.958Z,,,,52,32.4,,
2017-12-01T06:17:30.959Z,1,58,0,52,32.3,,
2017-12-01T06:17:50.987Z,,,,52,32.3,,
2017-12-01T06:18:00.971Z,,,,52,32.3,,
2017-12-01T06:18:20.958Z,,,,52,32.2,,
2017-12-01T06:18:30.959Z,,,,52,32.2,,
2017-12-01T06:18:40.959Z,,,,52,32.2,,
2017-12-01T06:19:00.959Z,,,,52,32.1,,
2017-12-01T06:19:10.959Z,,,,52,32.1,,
2017-12-01T06:19:20.977Z,,,,,,35.2,
2017-12-01T06:19:31.015Z,,,,52,32,,
2017-12-01T06:19:40.967Z,,,,52,32,,
2017-12-01T06:20:00.959Z,,,,52,32,,
2017-12-01T06:20:10.975Z,,,,52,31.9,,
2017-12-01T06:20:30.958Z,,,,52,31.9,,
2017-12-01T06:20:40.959Z,,,,52,31.9,,
2017-12-01T06:21:00.958Z,,,,52,31.8,35.1,
2017-12-01T06:21:10.960Z,,,,52,31.8,,
2017-12-01T06:21:20.958Z,,,,,,35.1,
2017-12-01T06:21:30.959Z,,,,52,31.6,,
2017-12-01T06:21:40.959Z,,,,52,31.6,,
2017-12-01T06:22:00.958Z,,,,52,31.6,,
2017-12-01T06:22:10.959Z,,,,52,31.6,,
2017-12-01T06:22:30.958Z,,,,52,31.5,,
2017-12-01T06:22:40.962Z,,,,52,31.5,,
2017-12-01T06:23:00.990Z,,,,52,31.4,34.9,
2017-12-01T06:23:10.977Z,,,,52,31.4,34.9,
2017-12-01T06:23:20.982Z,1,,0,52,31.4,39.6,39
2017-12-01T06:23:30.961Z,,,,52,31.4,41.3,32
2017-12-01T06:23:41.381Z,,,,52,31.4,38.3,29
2017-12-01T06:23:50.958Z,,,,52,31.3,35.8,29
2017-12-01T06:24:00.959Z,,,,52,31.3,34.3,30
2017-12-01T06:24:10.961Z,,,,,,33.5,29
2017-12-01T06:24:20.965Z,,,,52,31.3,,
2017-12-01T06:24:30.963Z,,,,52,31.3,34,29
2017-12-01T06:24:40.959Z,,,,,,34.5,
2017-12-01T06:24:50.958Z,,,,52,31.2,34.9,
2017-12-01T06:25:00.960Z,,,,,,35.2,
2017-12-01T06:25:10.964Z,,,,52,31.2,35.3,
2017-12-01T06:25:20.958Z,,,,52,31,,
2017-12-01T06:25:30.973Z,,,,52,31,35.6,
2017-12-01T06:25:40.961Z,,,,52,31,35.8,
2017-12-01T06:25:50.958Z,,,,,,36,
2017-12-01T06:26:00.959Z,,,,52,31,36.2,
2017-12-01T06:26:10.958Z,,,,52,31,,
2017-12-01T06:26:20.958Z,,,,,,36.6,
2017-12-01T06:26:30.960Z,,,,52,30.9,36.8,
2017-12-01T06:26:40.958Z,,,,,,37.1,
2017-12-01T06:26:50.958Z,,,,52,30.9,37.3,
2017-12-01T06:27:00.976Z,,,,52,30.9,,
2017-12-01T06:27:10.958Z,,,,,,37.6,29
2017-12-01T06:27:20.958Z,,,,52,30.9,37.8,
2017-12-01T06:27:30.996Z,,,,52,30.9,38,30
2017-12-01T06:27:40.995Z,,,,52,30.9,,
2017-12-01T06:27:50.972Z,,,,,,38.3,29
2017-12-01T06:28:00.958Z,,,,52,30.8,38.4,
2017-12-01T06:28:10.958Z,,,,52,30.8,,
2017-12-01T06:28:20.958Z,,,,,,38.7,
2017-12-01T06:28:30.959Z,,,,52,30.8,38.9,30
2017-12-01T06:28:40.958Z,,,,,,39.1,30
2017-12-01T06:28:50.958Z,,,,52,30.8,39.3,29
2017-12-01T06:29:00.958Z,,,,52,30.8,,
2017-12-01T06:29:10.958Z,,,,,,39.6,30
2017-12-01T06:29:20.961Z,,,,52,30.8,39.7,29
2017-12-01T06:29:30.959Z,,,,52,30.7,39.9,
2017-12-01T06:29:40.958Z,,,,,,40.1,
2017-12-01T06:29:50.977Z,,,,52,30.7,40.2,
2017-12-01T06:30:00.974Z,,,,52,30.7,,
2017-12-01T06:30:10.959Z,,,,,,40.5,
2017-12-01T06:30:20.958Z,,,,52,30.7,40.7,
2017-12-01T06:30:30.987Z,,,,52,30.7,40.9,
2017-12-01T06:30:40.958Z,,,,,,41,
2017-12-01T06:30:50.977Z,,,,52,30.7,41.2,
2017-12-01T06:31:00.968Z,,,,52,30.7,,
2017-12-01T06:31:10.958Z,,,,,,41.5,29
2017-12-01T06:31:20.958Z,,,,52,30.7,41.7,30
2017-12-01T06:31:30.959Z,,,,52,30.7,41.8,29
2017-12-01T06:31:40.958Z,,,,52,30.7,42,
2017-12-01T06:31:50.958Z,,,,,,42.1,30
2017-12-01T06:32:00.958Z,,,,52,30.7,42.2,
2017-12-01T06:32:10.958Z,,,,52,30.7,,
2017-12-01T06:32:20.958Z,0,,2,52,30.7,42.7,29
2017-12-01T06:32:30.970Z,,0,,52,29.3,47,55
2017-12-01T06:32:40.968Z,0,,0,52,42.2,45,0
2017-12-01T06:32:50.958Z,0,,0,52,43.2,44.1,
2017-12-01T06:33:00.957Z,,,,52,43.1,44,
2017-12-01T06:33:10.958Z,,,,52,43,43.9,
2017-12-01T06:33:20.959Z,0,,2,52,42.9,44,
2017-12-01T06:33:30.968Z,,,,52,40.4,43.1,68
