Time,HwActive,HwTSet,ActPow,ChActive,PrimTSet,PrimT,HwTOutlet
2018-01-31T05:49:08.896Z,,50,,,,,28.9
2018-01-31T05:49:18.896Z,,,,,,33.7,
2018-01-31T05:49:28.896Z,,50,,,,,28.9
2018-01-31T05:49:38.896Z,,50,,,,,28.9
2018-01-31T05:49:58.900Z,,50,,,,,28.9
2018-01-31T05:50:08.896Z,,50,,,,,28.9
2018-01-31T05:50:28.896Z,,50,,,,,28.9
2018-01-31T05:50:38.896Z,,50,,,,,28.9
2018-01-31T05:50:58.896Z,,50,,,,,28.9
2018-01-31T05:51:08.896Z,,50,,,,,28.9
2018-01-31T05:51:18.898Z,,,,,,33.6,
2018-01-31T05:51:28.896Z,,50,,,,,28.7
2018-01-31T05:51:38.896Z,,50,,,,,28.7
2018-01-31T05:51:58.896Z,,50,,,,,28.7
2018-01-31T05:52:08.896Z,,50,,,,,28.7
2018-01-31T05:52:28.896Z,,50,,,,,28.7
2018-01-31T05:52:38.997Z,,50,,,,,28.7
2018-01-31T05:52:58.896Z,,50,,,,,28.7
2018-01-31T05:53:08.896Z,,50,,,,,28.7
2018-01-31T05:53:18.896Z,,,,,,33.5,
2018-01-31T05:53:28.896Z,,50,,,,,28.7
2018-01-31T05:53:38.896Z,,50,,,,,28.7
2018-01-31T05:53:58.896Z,,50,,,,,28.6
2018-01-31T05:54:08.907Z,0,50,45,2,,,28.6
2018-01-31T05:54:18.896Z,,50,37,,,38.5,28.6
2018-01-31T05:54:28.918Z,,50,29,,,38.8,28.6
2018-01-31T05:54:38.896Z,,,,,,36.8,
2018-01-31T05:54:48.896Z,,50,29,,,35.4,28.6
2018-01-31T05:54:58.896Z,,50,29,,,34,28.6
2018-01-31T05:55:08.896Z,,,30,,,33.6,
2018-01-31T05:55:18.895Z,,50,,,,33.8,28.6
2018-01-31T05:55:28.973Z,,50,29,,,34.2,28.6
2018-01-31T05:55:38.914Z,,,,,,34.6,
2018-01-31T05:55:48.904Z,,50,,,,34.9,28.6
2018-01-31T05:55:58.978Z,,,30,,,35.1,
2018-01-31T05:56:08.895Z,,50,,,,35.2,28.6
2018-01-31T05:56:18.974Z,,50,,,,,28.6
2018-01-31T05:56:28.896Z,,50,29,,,35.5,28.6
2018-01-31T05:56:38.895Z,,,,,,35.7,
2018-01-31T05:56:48.896Z,,50,30,,,35.9,28.6
2018-01-31T05:56:58.897Z,,,29,,,36.1,
2018-01-31T05:57:08.896Z,,50,,,,36.3,28.6
2018-01-31T05:57:18.898Z,,50,,,,,28.6
2018-01-31T05:57:28.896Z,,50,29,,,36.7,28.6
2018-01-31T05:57:38.947Z,,,30,,,36.8,
2018-01-31T05:57:48.895Z,,50,29,,,37.1,28.6
2018-01-31T05:57:58.896Z,,50,30,,,37.3,28.6
2018-01-31T05:58:08.895Z,,50,,,,,28.6
2018-01-31T05:58:18.939Z,,,29,,,37.6,
2018-01-31T05:58:28.896Z,,50,,,,37.8,28.6
2018-01-31T05:58:38.896Z,,50,,,,37.9,28.6
2018-01-31T05:58:48.907Z,,,,,,38.1,
2018-01-31T05:58:58.896Z,,50,,,,38.2,28.6
2018-01-31T05:59:08.896Z,,50,,,,,28.6
2018-01-31T05:59:18.896Z,,,,,,38.5,
2018-01-31T05:59:28.896Z,,50,,,,38.7,28.6
2018-01-31T05:59:38.920Z,,50,,,,,28.6
2018-01-31T05:59:48.896Z,,,,,,39.1,
2018-01-31T05:59:58.895Z,,50,,,,39.3,28.6
2018-01-31T06:00:08.896Z,,50,,,,,28.7
2018-01-31T06:00:18.896Z,,,,,,39.6,
2018-01-31T06:00:28.896Z,,50,,,,39.8,28.7
2018-01-31T06:00:38.902Z,,50,30,,,39.9,28.7
2018-01-31T06:00:48.895Z,,,29,,,40.1,
2018-01-31T06:00:58.896Z,,50,,,,40.2,28.7
2018-01-31T06:01:08.896Z,,50,,,,,28.7
2018-01-31T06:01:18.896Z,,,29,,,40.5,
2018-01-31T06:01:28.896Z,,50,,,,40.7,28.7
2018-01-31T06:01:38.911Z,,50,,,,,28.7
2018-01-31T06:01:48.895Z,,,29,,,41,
2018-01-31T06:01:58.896Z,,50,0,,,41.3,28.7
2018-01-31T06:02:08.896Z,0,50,,2,,39.9,28.9
2018-01-31T06:02:18.899Z,,50,,,,37.8,28.9
2018-01-31T06:02:28.896Z,,50,,,,36.7,28.9
2018-01-31T06:02:38.897Z,,,,,,36.4,
2018-01-31T06:02:48.896Z,,50,,,,36.3,28.9
2018-01-31T06:02:58.986Z,,50,,,,,28.9
2018-01-31T06:03:18.896Z,,50,,,,,28.9
2018-01-31T06:03:28.896Z,,50,,,,36.2,28.9
2018-01-31T06:03:38.898Z,,50,,,,,28.9
2018-01-31T06:03:48.965Z,,,,,,36,
2018-01-31T06:03:58.896Z,,50,,,,35.9,28.9
2018-01-31T06:04:08.896Z,,50,,,,,29
2018-01-31T06:04:18.896Z,,50,,,,,29
2018-01-31T06:04:28.896Z,,50,,,,,29
2018-01-31T06:04:48.920Z,,50,,,,35.8,29
2018-01-31T06:04:58.896Z,,50,,,,,29
2018-01-31T06:05:08.897Z,,50,,,,35.7,29
2018-01-31T06:05:28.896Z,,50,,,,,29
2018-01-31T06:05:38.899Z,,50,,,,,29
2018-01-31T06:05:58.895Z,,50,,,,,29
2018-01-31T06:06:08.900Z,,50,,,,,29
2018-01-31T06:06:28.937Z,,50,,,,35.6,29
2018-01-31T06:06:38.904Z,,50,,,,,29.1
2018-01-31T06:06:48.896Z,,,,,,35.6,
2018-01-31T06:06:58.919Z,,50,,,,,29.1
2018-01-31T06:07:09.022Z,,50,,,,,29.1
2018-01-31T06:07:28.896Z,,50,,,,35.7,29.1
2018-01-31T06:07:38.920Z,,50,,,,,29.1
2018-01-31T06:07:58.917Z,,50,,,,,29.1
2018-01-31T06:08:08.920Z,,50,,,,,29.1
2018-01-31T06:08:28.895Z,,50,,,,35.8,29.1
2018-01-31T06:08:38.895Z,,50,,,,,29.1
2018-01-31T06:08:58.896Z,,50,,,,,29.1
2018-01-31T06:09:08.898Z,,50,,,,,29.1
2018-01-31T06:09:18.895Z,,,,,,35.9,
2018-01-31T06:09:28.896Z,,50,,,,,29.1
2018-01-31T06:09:38.896Z,,50,,,,,29.1
2018-01-31T06:09:58.896Z,,50,,,,35.9,29.1
2018-01-31T06:10:08.974Z,,,,,,36,
2018-01-31T06:10:18.912Z,,50,,,,,29.1
2018-01-31T06:10:28.977Z,,50,,,,,29.1
2018-01-31T06:10:38.928Z,,50,,,,,29.1
2018-01-31T06:10:58.923Z,,50,,,,,29.1
2018-01-31T06:11:08.921Z,,50,,,,,29.1
2018-01-31T06:11:28.909Z,,50,,,,,29.1
2018-01-31T06:11:38.920Z,,50,,,,,29.1
2018-01-31T06:11:58.929Z,,50,,,,,29.1
2018-01-31T06:12:08.960Z,,50,,,,,29.1
2018-01-31T06:12:28.978Z,,50,,,,,29.1
2018-01-31T06:12:38.895Z,,50,,,,,29.1
2018-01-31T06:12:58.897Z,,50,,,,,29.1
2018-01-31T06:13:08.895Z,,50,,,,,29.1
2018-01-31T06:13:28.897Z,,50,,,,,29.1
2018-01-31T06:13:38.956Z,,,,,,36,
2018-01-31T06:13:48.895Z,,50,,,,,29.1
2018-01-31T06:13:58.904Z,,50,,,,36,29.1
2018-01-31T06:14:08.899Z,,,,,,35.9,
2018-01-31T06:14:18.897Z,,50,,,,,29.1
2018-01-31T06:14:28.898Z,,50,,,,,29.1
2018-01-31T06:14:38.897Z,,50,,,,,29.1
2018-01-31T06:14:58.900Z,,50,,,,,29.1
2018-01-31T06:15:08.900Z,,50,,,,,29.1
2018-01-31T06:15:28.914Z,,50,,,,,29.1
2018-01-31T06:15:38.896Z,,50,,,,,29.1
2018-01-31T06:15:48.897Z,,,,,,35.8,
2018-01-31T06:15:58.895Z,,50,,,,,29.1
2018-01-31T06:16:08.912Z,,50,,,,,29.1
2018-01-31T06:16:28.922Z,,50,,,,,29.1
2018-01-31T06:16:38.895Z,,50,,,,,29.1
2018-01-31T06:16:58.895Z,,50,,,,,29.1
2018-01-31T06:17:08.896Z,,50,,,,,29.1
2018-01-31T06:17:18.902Z,,,,,,35.7,
2018-01-31T06:17:28.895Z,,50,,,,,29.1
2018-01-31T06:17:38.899Z,,50,,,,,29.1
2018-01-31T06:17:58.895Z,,50,,,,,29.1
2018-01-31T06:18:08.895Z,,50,,,,,29.1
2018-01-31T06:18:28.895Z,,50,,,,,29.1
2018-01-31T06:18:38.904Z,,50,,,,,29.1
2018-01-31T06:18:48.895Z,,,,,,35.6,
2018-01-31T06:18:58.895Z,,50,,,,,29.1
2018-01-31T06:19:08.902Z,,50,,,,,29.1
2018-01-31T06:19:28.899Z,,50,,,,,29.1
2018-01-31T06:19:38.895Z,,50,,,,,29.1
2018-01-31T06:19:58.906Z,,50,,,,35.5,29.1
2018-01-31T06:20:08.895Z,,50,,,,,29.1
2018-01-31T06:20:28.895Z,,50,,,,,29.1
2018-01-31T06:20:38.922Z,,50,,,,,29.1
2018-01-31T06:20:58.895Z,,50,,,,,29.1
2018-01-31T06:21:08.896Z,,50,,,,,29.1
2018-01-31T06:21:28.904Z,,50,,,,35.4,29
2018-01-31T06:21:38.895Z,,50,,,,,29
2018-01-31T06:21:59.073Z,,50,,,,,29
2018-01-31T06:22:08.896Z,,50,,,,,29
2018-01-31T06:22:28.937Z,,50,,,,,29
2018-01-31T06:22:38.895Z,,50,,,,,29
2018-01-31T06:22:58.895Z,,50,,,,35.3,29
2018-01-31T06:23:08.903Z,,50,,,,,29
2018-01-31T06:23:28.895Z,,50,,,,,29
2018-01-31T06:23:38.899Z,,50,,,,,29
2018-01-31T06:23:58.895Z,,50,,,,,29
2018-01-31T06:24:08.899Z,,50,,,,,29
2018-01-31T06:24:28.963Z,,50,,,,,29
2018-01-31T06:24:38.901Z,,50,,,,,29
2018-01-31T06:24:58.895Z,,50,,,,35.2,29
2018-01-31T06:25:08.907Z,,50,,,,,29
2018-01-31T06:25:28.895Z,,50,,,,,29
2018-01-31T06:25:38.896Z,,50,,,,,28.9
2018-01-31T06:25:58.895Z,,50,,,,,28.9
2018-01-31T06:26:08.895Z,0,50,44,2,,35.3,28.9
2018-01-31T06:26:18.976Z,,50,35,,,40.6,28.9
2018-01-31T06:26:29.041Z,,50,29,,,39.6,28.9
2018-01-31T06:26:38.905Z,,,29,,,37.8,
2018-01-31T06:26:48.916Z,,50,29,,,35.4,28.9
2018-01-31T06:26:58.897Z,,,29,,,34.3,
2018-01-31T06:27:08.895Z,,50,,,,34,28.9
2018-01-31T06:27:18.895Z,,50,,,,,28.9
2018-01-31T06:27:28.905Z,,50,29,,,34.8,28.9
2018-01-31T06:27:38.895Z,,,,,,35.2,
2018-01-31T06:27:48.895Z,,50,,,,35.5,28.9
2018-01-31T06:27:58.895Z,,50,,,,,28.9
2018-01-31T06:28:08.895Z,,,,,,35.7,
2018-01-31T06:28:18.905Z,,50,,,,35.9,28.9
2018-01-31T06:28:28.895Z,,50,30,,,36.1,28.9
2018-01-31T06:28:38.895Z,,,29,,,36.3,
2018-01-31T06:28:48.895Z,,50,,,,36.5,28.9
2018-01-31T06:28:58.895Z,,50,,,,,28.9
2018-01-31T06:29:08.895Z,,50,,,,36.9,28.9
2018-01-31T06:29:18.899Z,,,,,,37.2,
2018-01-31T06:29:28.899Z,,50,,,,37.4,28.9
2018-01-31T06:29:38.895Z,,50,,,,,28.9
2018-01-31T06:29:48.936Z,,,,,,37.7,
2018-01-31T06:29:58.919Z,,50,30,,,37.9,28.9
2018-01-31T06:30:08.908Z,,,29,,,38,
2018-01-31T06:30:18.897Z,,50,30,,,38.2,28.9
2018-01-31T06:30:28.895Z,,50,29,,,38.3,28.9
2018-01-31T06:30:38.895Z,,50,,,,,28.9
2018-01-31T06:30:48.895Z,,,,,,38.6,
2018-01-31T06:30:58.895Z,,50,,,,38.8,28.9
2018-01-31T06:31:08.922Z,,50,,,,38.9,28.9
2018-01-31T06:31:18.895Z,,,30,,,39.2,
2018-01-31T06:31:28.895Z,,50,29,,,39.4,29
2018-01-31T06:31:38.895Z,,50,,,,,29
2018-01-31T06:31:48.895Z,,,29,,,39.7,
2018-01-31T06:31:58.905Z,,50,30,,,39.8,29
2018-01-31T06:32:08.899Z,,,30,,,40,
2018-01-31T06:32:18.914Z,,50,29,,,40.2,29
2018-01-31T06:32:28.895Z,,50,,,,40.3,29
2018-01-31T06:32:38.895Z,,50,,,,,29
2018-01-31T06:32:48.895Z,,,,,,40.6,
2018-01-31T06:32:58.895Z,,50,,,,40.7,29
2018-01-31T06:33:08.896Z,,50,,,,40.9,29
2018-01-31T06:33:18.895Z,,,,,,41.1,
2018-01-31T06:33:29.004Z,,50,,,,41.2,29
2018-01-31T06:33:38.895Z,,50,,,,,29
2018-01-31T06:33:48.895Z,,,30,,,41.5,
2018-01-31T06:33:58.895Z,,50,29,,,41.6,29
2018-01-31T06:34:08.897Z,,50,,,,,29.1
2018-01-31T06:34:18.895Z,,50,,,,41.9,29.1
2018-01-31T06:34:28.895Z,,50,30,,,42.1,29.1
2018-01-31T06:34:38.895Z,,,29,,,42.2,
2018-01-31T06:34:48.895Z,,50,0,,,42.4,29.1
2018-01-31T06:34:58.913Z,0,50,,2,,40.8,29.1
2018-01-31T06:35:08.905Z,,50,,,,38.9,29.2
2018-01-31T06:35:18.896Z,,50,,,,37.9,29.2
2018-01-31T06:35:28.895Z,,50,,,,37.6,29.2
2018-01-31T06:35:48.907Z,,50,,,,,29.2
2018-01-31T06:35:58.898Z,,50,,,,,29.2
2018-01-31T06:36:08.908Z,,,,,,37.5,
2018-01-31T06:36:18.895Z,,50,,,,,29.2
2018-01-31T06:36:28.895Z,,50,,,,37.4,29.2
2018-01-31T06:36:38.900Z,,50,,,,,29.2
2018-01-31T06:36:48.902Z,0,,0,2,59,37.2,
2018-01-31T06:36:58.936Z,,50,,,,37.1,29.3
2018-01-31T06:37:08.956Z,,50,,,,,29.3
2018-01-31T06:37:28.895Z,,50,,,,,29.3
2018-01-31T06:37:38.895Z,,,,,,36.9,
2018-01-31T06:37:48.921Z,,50,,,,,29.3
2018-01-31T06:37:58.897Z,,,,,,36.8,
2018-01-31T06:38:08.903Z,,50,,,,,29.3
2018-01-31T06:38:18.910Z,,50,,,,,29.3
2018-01-31T06:38:28.895Z,,50,,,,,29.3
2018-01-31T06:38:48.895Z,,50,,,,,29.3
2018-01-31T06:38:58.942Z,,50,,,,,29.5
2018-01-31T06:39:18.895Z,,50,,,,,29.5
2018-01-31T06:39:28.956Z,,50,,,,,29.5
2018-01-31T06:39:38.895Z,,50,,,,,29.5
2018-01-31T06:39:48.895Z,,,,,,36.7,
2018-01-31T06:39:58.895Z,,50,,,,36.8,29.5
2018-01-31T06:40:08.895Z,,50,,,,,29.5
2018-01-31T06:40:28.895Z,,50,,,,,29.5
2018-01-31T06:40:38.894Z,,50,,,,,29.5
2018-01-31T06:40:58.906Z,,50,,,,,29.5
2018-01-31T06:41:08.895Z,,50,,,,,29.5
2018-01-31T06:41:18.898Z,,,,,,36.9,
2018-01-31T06:41:28.895Z,,50,,,,,29.5
2018-01-31T06:41:38.897Z,,50,,,,,29.5
2018-01-31T06:41:48.895Z,,,,,,37.1,
2018-01-31T06:41:58.895Z,,50,,,,,29.5
2018-01-31T06:42:08.895Z,,50,,,,,29.5
2018-01-31T06:42:28.913Z,,50,,,,,29.5
2018-01-31T06:42:38.943Z,,50,,,,,29.5
2018-01-31T06:42:48.895Z,,,,,,37.2,
2018-01-31T06:42:58.894Z,,50,,,,,29.6
2018-01-31T06:43:08.896Z,,50,,,,,29.6
2018-01-31T06:43:28.898Z,,50,,,,,29.6
2018-01-31T06:43:38.895Z,,50,,,,,29.6
2018-01-31T06:43:58.896Z,,50,,,,,29.6
2018-01-31T06:44:08.894Z,,50,,,,,29.6
2018-01-31T06:44:28.895Z,,50,,,,,29.6
2018-01-31T06:44:38.903Z,,50,,,,,29.6
2018-01-31T06:44:58.928Z,,50,,,,,29.6
2018-01-31T06:45:08.977Z,,50,,,,,29.6
2018-01-31T06:45:28.898Z,,50,,,,,29.6
2018-01-31T06:45:39.002Z,,50,,,,,29.6
2018-01-31T06:45:58.907Z,,50,,,,,29.6
2018-01-31T06:46:08.924Z,,50,,,,,29.6
2018-01-31T06:46:28.895Z,,50,,,,37.1,29.6
2018-01-31T06:46:38.900Z,,50,,,,,29.6
2018-01-31T06:46:58.984Z,,50,,,,,29.6
2018-01-31T06:47:08.970Z,,50,,,,,29.6
2018-01-31T06:47:28.921Z,,50,,,,,29.6
2018-01-31T06:47:38.927Z,,50,,,,,29.6
2018-01-31T06:47:58.922Z,,50,,,,,29.6
2018-01-31T06:48:08.900Z,,,,,,36.9,
2018-01-31T06:48:18.905Z,,50,,,,,29.6
2018-01-31T06:48:28.909Z,,50,,,,,29.6
2018-01-31T06:48:38.927Z,,50,,,,,29.6
2018-01-31T06:48:58.910Z,,50,,,,,29.5
2018-01-31T06:49:08.902Z,,50,,,,,29.6
2018-01-31T06:49:28.999Z,,50,,,,36.8,29.5
2018-01-31T06:49:38.994Z,,50,,,,,29.5
2018-01-31T06:49:58.903Z,,50,,,,,29.5
2018-01-31T06:50:08.900Z,,50,,,,,29.5
2018-01-31T06:50:28.907Z,,50,,,,,29.5
2018-01-31T06:50:38.908Z,,50,,,,,29.5
2018-01-31T06:50:48.898Z,,,,,,36.7,
2018-01-31T06:50:58.895Z,,50,,,,,29.5
2018-01-31T06:51:08.914Z,,50,,,,,29.5
2018-01-31T06:51:28.895Z,,50,,,,,29.5
2018-01-31T06:51:38.895Z,,50,,,,,29.5
2018-01-31T06:51:58.895Z,,50,,,,36.6,29.5
2018-01-31T06:52:08.895Z,,50,,,,,29.5
2018-01-31T06:52:28.904Z,,50,,,,,29.5
2018-01-31T06:52:38.944Z,,50,,,,,29.5
2018-01-31T06:52:58.912Z,,50,,,,,29.5
2018-01-31T06:53:08.894Z,,50,,,,,29.5
2018-01-31T06:53:18.894Z,,,,,,36.5,
2018-01-31T06:53:28.912Z,,50,,,,,29.5
2018-01-31T06:53:38.907Z,0,50,,2,,,29.5
2018-01-31T06:53:48.896Z,,50,37,,,41.8,29.5
2018-01-31T06:53:58.895Z,,50,29,,,41.5,29.5
2018-01-31T06:54:08.897Z,,50,,,,39.6,29.5
2018-01-31T06:54:18.928Z,,50,30,,,37.2,29.5
2018-01-31T06:54:28.896Z,,50,29,,,36.2,29.5
2018-01-31T06:54:38.910Z,,,,,,36,
2018-01-31T06:54:48.894Z,,50,,,,36.2,29.5
2018-01-31T06:54:58.895Z,,50,,,,,29.5
2018-01-31T06:55:08.895Z,,,,,,37.2,
2018-01-31T06:55:18.897Z,,50,30,,,37.4,29.5
2018-01-31T06:55:28.895Z,,50,,,,37.5,29.5
2018-01-31T06:55:38.903Z,,50,,,,,29.5
2018-01-31T06:55:48.894Z,,,29,,,37.8,
2018-01-31T06:55:58.895Z,,50,,,,38,29.5
2018-01-31T06:56:08.895Z,,50,,,,38.2,29.5
2018-01-31T06:56:18.900Z,,50,,,,,29.5
2018-01-31T06:56:28.898Z,,50,,,,38.7,29.5
2018-01-31T06:56:38.897Z,,,,,,38.8,
2018-01-31T06:56:48.894Z,,50,30,,,39.1,29.5
2018-01-31T06:56:58.895Z,,50,29,,,39.3,29.5
2018-01-31T06:57:08.924Z,,50,,,,,29.5
2018-01-31T06:57:18.894Z,,,,,,39.6,
2018-01-31T06:57:28.895Z,,50,30,,,39.7,29.5
2018-01-31T06:57:38.904Z,,50,,,,,29.5
2018-01-31T06:57:48.894Z,,,30,,,40,
2018-01-31T06:57:58.895Z,,50,,,,40.2,29.5
2018-01-31T06:58:08.915Z,,50,,,,,29.5
2018-01-31T06:58:18.894Z,,,30,,,40.6,
2018-01-31T06:58:28.939Z,0,50,0,2,,40.1,29.5
2018-01-31T06:58:38.911Z,,50,,,,37.8,29.5
2018-01-31T06:58:48.905Z,,,,,,36.3,
2018-01-31T06:58:58.895Z,,50,,,,35.8,29.5
2018-01-31T06:59:08.895Z,,50,,,,35.7,29.5
2018-01-31T06:59:18.909Z,,50,,,,,29.5
2018-01-31T06:59:28.912Z,,50,,,,35.6,29.6
2018-01-31T06:59:48.894Z,,50,,,,,29.6
2018-01-31T06:59:58.987Z,,50,,,,,29.6
2018-01-31T07:00:08.954Z,,,,,,35.4,
2018-01-31T07:00:19.084Z,,50,,,,35.3,29.6
2018-01-31T07:00:28.956Z,,50,,,,,29.6
2018-01-31T07:00:38.903Z,,50,,,,,29.6
2018-01-31T07:00:58.903Z,,50,,,,,29.6
2018-01-31T07:01:09.029Z,,50,,,,,29.6
2018-01-31T07:01:18.933Z,,,,,,35.2,
2018-01-31T07:01:28.943Z,,50,,,,35.1,29.6
2018-01-31T07:01:48.949Z,,50,,,,,29.6
2018-01-31T07:01:58.937Z,,50,,,,,29.6
2018-01-31T07:02:18.894Z,,50,,,,,29.6
2018-01-31T07:02:28.894Z,,50,,,,,29.6
2018-01-31T07:02:38.894Z,,50,,,,,29.6
2018-01-31T07:02:58.894Z,,50,,,,,29.6
2018-01-31T07:03:08.895Z,,50,,,,,29.6
2018-01-31T07:03:28.895Z,,50,,,,,29.6
2018-01-31T07:03:38.943Z,,50,,,,,29.6
2018-01-31T07:03:58.974Z,,50,,,,,29.6
2018-01-31T07:04:08.974Z,,50,,,,,29.6
2018-01-31T07:04:28.985Z,,50,,,,,29.6
2018-01-31T07:04:38.979Z,,50,,,,,29.6
2018-01-31T07:04:48.985Z,,,,,,35.2,
2018-01-31T07:04:58.957Z,,50,,,,,29.6
2018-01-31T07:05:08.975Z,,50,,,,,29.6
2018-01-31T07:05:29.004Z,,50,,,,35.3,29.6
2018-01-31T07:05:38.967Z,,50,,,,,29.6
2018-01-31T07:05:58.960Z,,50,,,,,29.6
2018-01-31T07:06:08.975Z,,50,,,,,29.6
2018-01-31T07:06:18.988Z,,,,,,35.4,
2018-01-31T07:06:28.907Z,,50,,,,,29.6
2018-01-31T07:06:38.894Z,,50,,,,,29.6
2018-01-31T07:06:58.904Z,,50,,,,,29.6
2018-01-31T07:07:08.893Z,,50,,,,,29.6
2018-01-31T07:07:28.960Z,,50,,,,35.5,29.6
2018-01-31T07:07:38.896Z,,50,,,,,29.6
2018-01-31T07:07:48.904Z,,,,,,35.4,
2018-01-31T07:07:58.900Z,,50,,,,35.5,29.6
2018-01-31T07:08:08.894Z,,50,,,,,29.6
2018-01-31T07:08:18.917Z,,,,,,35.4,
2018-01-31T07:08:28.918Z,,50,,,,35.5,29.6
2018-01-31T07:08:38.894Z,,50,,,,,29.6
2018-01-31T07:08:58.975Z,,50,,,,,29.6
2018-01-31T07:09:08.930Z,,50,,,,,29.6
2018-01-31T07:09:28.936Z,,50,,,,,29.6
2018-01-31T07:09:38.903Z,,50,,,,,29.6
2018-01-31T07:09:48.902Z,,,,,,35.4,
2018-01-31T07:09:58.899Z,,50,,,,,29.6
2018-01-31T07:10:08.893Z,,50,,,,,29.6
2018-01-31T07:10:28.927Z,,50,,,,,29.6
2018-01-31T07:10:38.925Z,,50,,,,,29.6
2018-01-31T07:10:58.893Z,,50,,,,,29.6
2018-01-31T07:11:08.914Z,,50,,,,,29.6
2018-01-31T07:11:28.902Z,,50,,,,,29.6
2018-01-31T07:11:38.942Z,,50,,,,,29.5
2018-01-31T07:11:58.910Z,,50,,,,,29.5
2018-01-31T07:12:08.913Z,,50,,,,,29.5
2018-01-31T07:12:18.975Z,,,,,,35.3,
2018-01-31T07:12:28.901Z,,50,,,,,29.5
2018-01-31T07:12:38.926Z,,50,,,,,29.5
2018-01-31T07:12:58.942Z,,50,,,,,29.5
2018-01-31T07:13:08.941Z,,50,,,,,29.5
2018-01-31T07:13:28.971Z,,50,,,,,29.5
2018-01-31T07:13:38.993Z,,50,,,,,29.5
2018-01-31T07:13:59.003Z,,50,,,,35.2,29.5
2018-01-31T07:14:08.938Z,,50,,,,,29.5
2018-01-31T07:14:29.005Z,,50,,,,,29.5
2018-01-31T07:14:38.970Z,,50,,,,,29.5
2018-01-31T07:14:58.978Z,,50,,,,,29.5
2018-01-31T07:15:08.943Z,,50,,,,,29.5
2018-01-31T07:15:28.941Z,,50,,,,,29.5
2018-01-31T07:15:38.943Z,,50,,,,,29.5
2018-01-31T07:15:48.944Z,,50,,,,35.1,29.3
2018-01-31T07:15:58.923Z,0,50,45,2,,,29.3
2018-01-31T07:16:08.942Z,,50,35,,,40.5,29.3
2018-01-31T07:16:18.982Z,,50,30,,,39.7,29.3
2018-01-31T07:16:28.933Z,,50,29,,,38.1,29.3
2018-01-31T07:16:38.933Z,,,,,,36.4,
2018-01-31T07:16:48.969Z,,50,29,,,35.5,29.3
2018-01-31T07:16:58.929Z,,50,,,,35.4,29.3
2018-01-31T07:17:08.971Z,,50,,,,,29.3
2018-01-31T07:17:19.007Z,,,30,,,36.1,
2018-01-31T07:17:28.905Z,,50,29,,,36.4,29.3
2018-01-31T07:17:38.943Z,,50,,,,,29.3
2018-01-31T07:17:48.892Z,,,,,,36.8,
2018-01-31T07:17:58.892Z,,50,,,,36.9,29.3
2018-01-31T07:18:08.951Z,,,,,,37.2,
2018-01-31T07:18:18.897Z,,50,,,,37.4,29.3
2018-01-31T07:18:28.893Z,,50,30,,,37.6,29.3
2018-01-31T07:18:38.893Z,,50,,,,,29.3
2018-01-31T07:18:48.909Z,,50,29,,,37.9,29.3
2018-01-31T07:18:58.903Z,,,29,,,38.1,
2018-01-31T07:19:08.954Z,,50,,,,38.3,29.3
2018-01-31T07:19:18.903Z,,50,,,,,29.3
2018-01-31T07:19:28.976Z,,50,,,,38.6,29.3
2018-01-31T07:19:38.952Z,,,30,,,38.8,
2018-01-31T07:19:48.935Z,,50,29,,,38.9,29.3
2018-01-31T07:19:58.892Z,,,,,,39.2,
2018-01-31T07:20:08.961Z,,50,30,,,39.3,29.3
2018-01-31T07:20:18.891Z,,50,,,,,29.3
2018-01-31T07:20:28.895Z,,50,29,,,39.6,29.3
2018-01-31T07:20:39.005Z,,,,,,39.7,
2018-01-31T07:20:48.920Z,,50,,,,39.9,29.3
2018-01-31T07:20:58.962Z,,,29,,,40,
2018-01-31T07:21:08.895Z,,50,30,,,40.2,29.3
2018-01-31T07:21:18.962Z,0,50,0,2,,39.5,29.5
2018-01-31T07:21:28.913Z,,50,,,,36.9,29.3
2018-01-31T07:21:38.915Z,,,,,,35.9,
2018-01-31T07:21:48.891Z,,50,,,,35.5,29.5
2018-01-31T07:21:58.915Z,,50,,,,35.4,29.5
2018-01-31T07:22:08.891Z,,50,,,,,29.5
2018-01-31T07:22:28.913Z,,50,,,,,29.5
2018-01-31T07:22:38.895Z,,50,,,,,29.5
2018-01-31T07:22:48.891Z,,,,,,35.3,
2018-01-31T07:22:58.891Z,,50,,,,35.1,29.5
2018-01-31T07:23:08.919Z,,50,,,,,29.5
2018-01-31T07:23:18.892Z,,,,,,34.9,
2018-01-31T07:23:28.892Z,,50,,,,,29.5
2018-01-31T07:23:38.891Z,,50,,,,,29.5
2018-01-31T07:23:58.892Z,,50,,,,,29.5
2018-01-31T07:24:08.899Z,,50,,,,,29.5
2018-01-31T07:24:18.891Z,,50,,,,34.8,29.5
2018-01-31T07:24:28.891Z,,50,,,,,29.5
2018-01-31T07:24:48.891Z,,50,,,,,29.5
2018-01-31T07:24:58.924Z,,50,,,,,29.5
2018-01-31T07:25:18.891Z,,50,,,,34.7,29.5
2018-01-31T07:25:28.896Z,,50,,,,34.8,29.5
2018-01-31T07:25:38.891Z,,50,,,,,29.5
2018-01-31T07:25:48.896Z,,,,,,34.7,
2018-01-31T07:25:58.948Z,,50,,,,,29.5
2018-01-31T07:26:08.945Z,,50,,,,,29.5
