Time,HwActive,HwTSet,ActPow,ChActive,PrimTSet,PrimT,HwTOutlet
2018-01-31T11:21:18.947Z,,50,,,,,32.5
2018-01-31T11:21:28.943Z,,,29,,,37.7,
2018-01-31T11:21:38.927Z,,50,,,,37.9,32.4
2018-01-31T11:21:48.944Z,,,29,,,38,
2018-01-31T11:21:59.006Z,,50,,,,38.2,32.4
2018-01-31T11:22:08.954Z,,50,,,,,32.3
2018-01-31T11:22:19.082Z,,,30,,,38.5,
2018-01-31T11:22:28.954Z,,50,,,,38.6,32.3
2018-01-31T11:22:38.963Z,,50,29,,,38.8,32.3
2018-01-31T11:22:48.954Z,,,,,,39.1,
2018-01-31T11:22:58.942Z,,50,,,,39.2,32.2
2018-01-31T11:23:08.940Z,,50,,,,,32.2
2018-01-31T11:23:18.944Z,,,,,,39.6,
2018-01-31T11:23:28.932Z,,50,30,,,39.7,32.1
2018-01-31T11:23:39.026Z,,50,29,,,39.9,32.1
2018-01-31T11:23:49.005Z,,,,,,40.1,
2018-01-31T11:23:58.943Z,,50,,,,40.2,32.1
2018-01-31T11:24:08.940Z,,50,,,,,32.1
2018-01-31T11:24:18.932Z,,,29,,,40.5,
2018-01-31T11:24:28.939Z,,50,,,,40.7,32
2018-01-31T11:24:38.973Z,,50,,,,40.8,32
2018-01-31T11:24:48.953Z,,50,,,,41,32
2018-01-31T11:24:58.987Z,,,30,,,41.1,
2018-01-31T11:25:08.966Z,,50,,,,41.3,32
2018-01-31T11:25:18.985Z,,50,,,,,31.9
2018-01-31T11:25:28.925Z,,,,,,41.6,
2018-01-31T11:25:38.906Z,,50,29,,,41.8,31.9
2018-01-31T11:25:48.937Z,,50,,,,41.9,31.9
2018-01-31T11:25:58.936Z,,,30,,,42,
2018-01-31T11:26:09.056Z,,50,29,,,42.2,31.9
2018-01-31T11:26:19.139Z,0,50,0,2,,41.9,31.9
2018-01-31T11:26:29.010Z,,50,,,,39.8,31.8
2018-01-31T11:26:38.976Z,,50,,,,38.3,31.8
2018-01-31T11:26:48.928Z,,50,,,,37.7,31.8
2018-01-31T11:26:58.936Z,,,,,,37.5,
2018-01-31T11:27:08.961Z,,50,,,,,31.8
2018-01-31T11:27:19.020Z,,50,,,,,31.8
2018-01-31T11:27:38.934Z,,50,,,,37.4,31.8
2018-01-31T11:27:48.926Z,,50,,,,,31.8
2018-01-31T11:27:58.943Z,,,,,,37.2,
2018-01-31T11:28:08.905Z,,50,,,,37.1,31.6
2018-01-31T11:28:18.923Z,,50,,,,36.9,31.6
2018-01-31T11:28:28.915Z,,,,,,37.1,
2018-01-31T11:28:38.911Z,,50,,,,36.9,31.6
2018-01-31T11:28:48.909Z,,50,,,,,31.6
2018-01-31T11:29:08.911Z,,50,,,,,31.6
2018-01-31T11:29:18.911Z,,50,,,,36.8,31.5
2018-01-31T11:29:38.921Z,,50,,,,36.7,31.5
2018-01-31T11:29:48.901Z,,50,,,,,31.5
2018-01-31T11:30:08.904Z,,50,,,,,31.5
2018-01-31T11:30:18.910Z,,50,,,,,31.5
2018-01-31T11:30:38.948Z,,50,,,,,31.5
2018-01-31T11:30:48.919Z,,50,,,,,31.5
2018-01-31T11:31:08.888Z,,50,,,,,31.4
2018-01-31T11:31:18.891Z,,50,,,,,31.4
2018-01-31T11:31:38.896Z,,50,,,,,31.4
2018-01-31T11:31:48.900Z,,50,,,,,31.4
2018-01-31T11:32:08.905Z,,50,,,,,31.4
2018-01-31T11:32:18.899Z,,50,,,,,31.3
2018-01-31T11:32:28.942Z,,,,,,36.8,
2018-01-31T11:32:39.080Z,,50,,,,,31.3
2018-01-31T11:32:48.908Z,,50,,,,,31.3
2018-01-31T11:33:08.907Z,,50,,,,36.9,31.3
2018-01-31T11:33:18.901Z,,50,,,,,31.3
2018-01-31T11:33:38.911Z,,50,,,,,31.3
2018-01-31T11:33:48.890Z,,50,,,,37.1,31.2
2018-01-31T11:34:08.897Z,,50,,,,,31.2
2018-01-31T11:34:18.925Z,,50,,,,,31.2
2018-01-31T11:34:38.956Z,,50,,,,,31.2
2018-01-31T11:34:48.909Z,,50,,,,,31.2
2018-01-31T11:35:08.924Z,,50,,,,,31.2
2018-01-31T11:35:18.894Z,,50,,,,,31
2018-01-31T11:35:28.896Z,,,,,,37.2,
2018-01-31T11:35:38.993Z,,50,,,,37.1,31
2018-01-31T11:35:48.969Z,,50,,,,,31
2018-01-31T11:36:08.893Z,,50,,,,,31
2018-01-31T11:36:18.897Z,,50,,,,,31
2018-01-31T11:36:38.895Z,,50,,,,,31
2018-01-31T11:36:48.891Z,,50,,,,,30.9
2018-01-31T11:37:08.993Z,0,50,0,2,59,37.1,30.9
2018-01-31T11:37:18.895Z,,50,,,,,30.9
2018-01-31T11:37:38.892Z,,50,,,,,30.9
2018-01-31T11:37:48.897Z,,50,,,,,30.9
2018-01-31T11:37:58.911Z,,50,,,,,30.9
2018-01-31T11:38:08.903Z,,50,,,,37.1,30.9
2018-01-31T11:38:18.899Z,,,,,,37.1,
2018-01-31T11:38:28.906Z,,50,,,,36.9,30.8
2018-01-31T11:38:38.903Z,,50,,,,,30.8
2018-01-31T11:38:48.897Z,,50,,,,,30.8
2018-01-31T11:39:08.899Z,,50,,,,,30.8
2018-01-31T11:39:18.938Z,,50,,,,,30.8
2018-01-31T11:39:38.900Z,,50,,,,36.8,30.8
2018-01-31T11:39:48.902Z,,50,,,,,30.8
2018-01-31T11:40:08.892Z,,50,,,,,30.7
2018-01-31T11:40:18.916Z,,50,,,,,30.7
2018-01-31T11:40:38.890Z,,50,,,,,30.7
2018-01-31T11:40:48.950Z,,50,,,,,30.7
2018-01-31T11:40:58.924Z,,,,,,36.7,
2018-01-31T11:41:08.909Z,,50,,,,,30.7
2018-01-31T11:41:18.942Z,,50,,,,,30.7
2018-01-31T11:41:38.933Z,,50,,,,,30.6
2018-01-31T11:41:48.909Z,,50,,,,,30.6
2018-01-31T11:42:09.043Z,,50,,,,36.6,30.6
2018-01-31T11:42:18.929Z,,50,,,,,30.6
2018-01-31T11:42:38.897Z,,50,,,,,30.6
2018-01-31T11:42:48.900Z,,50,,,,,30.6
2018-01-31T11:43:08.901Z,,50,,,,,30.6
2018-01-31T11:43:18.965Z,,50,,,,,30.6
2018-01-31T11:43:28.898Z,,,,,,36.5,
2018-01-31T11:43:39.007Z,,50,,,,,30.4
2018-01-31T11:43:48.953Z,,50,,,,,30.4
2018-01-31T11:44:08.891Z,,50,,,,,30.4
2018-01-31T11:44:19.041Z,,50,,,,,30.4
2018-01-31T11:44:38.993Z,,50,,,,36.4,30.4
2018-01-31T11:44:48.924Z,,50,,,,,30.4
2018-01-31T11:45:09.086Z,,50,,,,,30.3
2018-01-31T11:45:18.908Z,,50,,,,,30.3
2018-01-31T11:45:38.894Z,,50,,,,,30.3
2018-01-31T11:45:49.062Z,,50,,,,,30.3
2018-01-31T11:45:59.045Z,,,,,,36.3,
2018-01-31T11:46:09.098Z,,50,,,,,30.3
2018-01-31T11:46:19.154Z,,50,,,,,30.3
2018-01-31T11:46:39.133Z,,50,,,,,30.2
2018-01-31T11:46:48.996Z,,50,,,,,30.2
2018-01-31T11:47:09.040Z,,50,,,,,30.2
2018-01-31T11:47:19.022Z,,50,,,,,30.2
2018-01-31T11:47:38.963Z,,50,,,,36.2,30.2
2018-01-31T11:47:49.050Z,,50,,,,,30.2
2018-01-31T11:48:09.068Z,,50,,,,,30.1
2018-01-31T11:48:18.952Z,,50,,,,,30.1
2018-01-31T11:48:38.976Z,,50,,,,,30.1
2018-01-31T11:48:49.926Z,,50,,,,,30.1
2018-01-31T11:49:09.466Z,,50,,,,36.1,30.1
2018-01-31T11:49:19.061Z,,50,,,,,30.1
2018-01-31T11:49:39.062Z,,50,,,,,30
2018-01-31T11:49:49.030Z,,50,,,,,30.1
2018-01-31T11:50:09.022Z,,50,,,,,30
2018-01-31T11:50:18.992Z,,50,,,,,30
2018-01-31T11:50:39.008Z,,50,,,,,30
2018-01-31T11:50:50.231Z,,50,,,,,30
2018-01-31T11:50:59.073Z,,,,,,36,
2018-01-31T11:51:09.070Z,,50,,,,,30
2018-01-31T11:51:19.114Z,,50,,,,,30
2018-01-31T11:51:38.985Z,0,50,,2,,,29.8
2018-01-31T11:51:48.956Z,,50,37,,,41.1,29.8
2018-01-31T11:51:58.966Z,,50,29,,,40.9,29.8
2018-01-31T11:52:09.327Z,,50,30,,,38.5,29.8
2018-01-31T11:52:21.983Z,,50,30,,,36.6,29.8
2018-01-31T11:52:30.564Z,,50,29,,,35.2,29.8
2018-01-31T11:52:41.058Z,,50,,,,34.6,29.8
2018-01-31T11:52:50.156Z,,50,,,,34.8,29.8
2018-01-31T11:53:00.181Z,,,,,,35.2,
2018-01-31T11:53:09.043Z,,50,,,,35.7,29.8
2018-01-31T11:53:19.078Z,,50,,,,35.9,29.8
2018-01-31T11:53:29.019Z,,,,,,36,
2018-01-31T11:53:39.004Z,,50,30,,,36.1,29.7
2018-01-31T11:53:48.964Z,,50,,,,,29.7
2018-01-31T11:53:59.075Z,,,29,,,36.5,
2018-01-31T11:54:09.091Z,,50,30,,,36.7,29.7
2018-01-31T11:54:19.164Z,,50,29,,,36.9,29.7
2018-01-31T11:54:31.846Z,,,29,,,37.3,
2018-01-31T11:54:43.237Z,,50,,,,37.5,29.7
2018-01-31T11:54:50.355Z,,50,,,,,29.7
2018-01-31T11:54:58.982Z,,50,30,,,37.9,29.7
2018-01-31T11:55:09.024Z,,,,,,38,
2018-01-31T11:55:19.058Z,,50,29,,,38.2,29.7
2018-01-31T11:55:28.958Z,,50,,,,,29.7
2018-01-31T11:55:39.054Z,,50,29,,,38.6,29.7
2018-01-31T11:55:49.027Z,,,,,,38.7,
2018-01-31T11:55:58.946Z,,50,,,,38.9,29.7
2018-01-31T11:56:09.040Z,,,,,,39.1,
2018-01-31T11:56:19.032Z,,50,30,,,39.2,29.7
2018-01-31T11:56:28.958Z,,50,,,,,29.7
2018-01-31T11:56:38.991Z,,50,29,,,39.5,29.7
2018-01-31T11:56:49.102Z,,,,,,39.7,
2018-01-31T11:56:58.948Z,,50,30,,,39.8,29.7
2018-01-31T11:57:08.975Z,,,30,,,40,
2018-01-31T11:57:19.100Z,,50,,,,40.1,29.7
2018-01-31T11:57:29.943Z,,50,,,,,29.7
2018-01-31T11:57:39.289Z,,50,30,,,40.4,29.7
2018-01-31T11:57:49.124Z,,,29,,,40.6,
2018-01-31T11:57:58.934Z,,50,,,,40.7,29.7
2018-01-31T11:58:09.034Z,,50,,,,40.9,29.7
2018-01-31T11:58:19.098Z,,,,,,41,
2018-01-31T11:58:29.007Z,,50,,,,41.2,29.7
2018-01-31T11:58:39.040Z,,50,,,,41.4,29.7
2018-01-31T11:58:48.960Z,,50,,,,,29.7
2018-01-31T11:58:58.999Z,,,30,,,41.6,
2018-01-31T11:59:09.020Z,,50,29,,,41.8,29.8
2018-01-31T11:59:19.045Z,,50,,,,42,29.8
2018-01-31T11:59:29.084Z,,,,,,42.1,
2018-01-31T11:59:39.225Z,,50,,,,42.3,29.8
2018-01-31T11:59:49.355Z,,50,,,,,29.8
2018-01-31T11:59:59.094Z,,,,,,42.7,
2018-01-31T12:00:09.068Z,,50,30,,,42.8,29.8
2018-01-31T12:00:20.345Z,,50,30,,,43,29.8
2018-01-31T12:00:29.716Z,0,50,0,2,,41.9,29.8
2018-01-31T12:00:39.054Z,,50,,,,39.5,29.8
2018-01-31T12:00:48.955Z,,50,,,,38.6,29.8
2018-01-31T12:00:58.966Z,,,,,,38.2,
2018-01-31T12:01:08.984Z,,50,,,,38.1,30
2018-01-31T12:01:19.721Z,,50,,,,,29.8
2018-01-31T12:01:42.467Z,,50,,,,38,30
2018-01-31T12:01:51.606Z,,50,,,,,30
2018-01-31T12:01:59.638Z,,,,,,37.9,
2018-01-31T12:02:09.073Z,,50,,,,37.8,30
2018-01-31T12:02:19.046Z,,50,,,,,30
2018-01-31T12:02:29.113Z,,,,,,37.6,
2018-01-31T12:02:38.963Z,,50,,,,,30
2018-01-31T12:02:49.058Z,,50,,,,,30
2018-01-31T12:03:09.011Z,,50,,,,37.5,30
2018-01-31T12:03:18.985Z,,50,,,,,30
2018-01-31T12:03:29.088Z,,50,,,,37.4,30
2018-01-31T12:03:39.033Z,,50,,,,,30.1
2018-01-31T12:03:59.012Z,,50,,,,,30.1
2018-01-31T12:04:09.092Z,,50,,,,,30.1
2018-01-31T12:04:29.029Z,,50,,,,,30.1
2018-01-31T12:04:39.077Z,,50,,,,37.3,30.1
2018-01-31T12:04:49.109Z,,50,,,,,30.1
2018-01-31T12:05:09.026Z,,50,,,,,30.1
2018-01-31T12:05:19.084Z,,50,,,,,30.1
2018-01-31T12:05:39.071Z,,50,,,,,30.1
2018-01-31T12:05:49.058Z,,50,,,,,30.1
2018-01-31T12:05:58.913Z,,,,,,37.4,
2018-01-31T12:06:08.922Z,,50,,,,,30.1
2018-01-31T12:06:19.071Z,,50,,,,,30.1
2018-01-31T12:06:39.031Z,,50,,,,,30.1
2018-01-31T12:06:49.506Z,,50,,,,,30.1
2018-01-31T12:07:00.851Z,,,,,,37.5,
2018-01-31T12:07:11.948Z,,50,,,,,30.1
2018-01-31T12:07:22.241Z,,50,,,,,30.1
2018-01-31T12:07:30.227Z,,,,,,37.6,
2018-01-31T12:07:40.270Z,,50,,,,,30.1
2018-01-31T12:07:50.180Z,,50,,,,,30.1
2018-01-31T12:08:11.433Z,,50,,,,37.7,30.1
2018-01-31T12:08:20.538Z,,50,,,,,30.1
2018-01-31T12:08:39.200Z,,50,,,,,30.1
2018-01-31T12:08:49.371Z,,50,,,,,30.1
2018-01-31T12:09:09.199Z,,50,,,,,30.1
2018-01-31T12:09:19.013Z,,50,,,,,30.1
2018-01-31T12:09:39.628Z,,50,,,,,30.1
2018-01-31T12:09:48.979Z,,50,,,,,30.1
2018-01-31T12:10:08.993Z,,50,,,,,30.1
2018-01-31T12:10:19.014Z,,50,,,,,30.1
2018-01-31T12:10:38.974Z,,50,,,,,30.1
2018-01-31T12:10:48.997Z,,50,,,,,30.1
2018-01-31T12:11:08.995Z,,50,,,,,30.1
2018-01-31T12:11:18.999Z,,50,,,,,30.1
2018-01-31T12:11:39.008Z,,50,,,,,30.1
2018-01-31T12:11:48.983Z,,50,,,,,30.1
2018-01-31T12:12:08.952Z,,50,,,,37.6,30.1
2018-01-31T12:12:19.009Z,,50,,,,,30.1
2018-01-31T12:12:38.972Z,,50,,,,,30.1
2018-01-31T12:12:48.949Z,,50,,,,,30.1
2018-01-31T12:13:08.935Z,,50,,,,,30.1
2018-01-31T12:13:19.057Z,,50,,,,,30.1
2018-01-31T12:13:38.916Z,,50,,,,37.5,30.1
2018-01-31T12:13:48.934Z,,50,,,,,30.1
2018-01-31T12:14:08.981Z,1,50,,0,0,,30.1
2018-01-31T12:14:18.902Z,0,50,,0,,37.2,36.2
2018-01-31T12:14:29.073Z,,,,,,36.8,
2018-01-31T12:14:39.032Z,,50,,,,,36.2
2018-01-31T12:14:59.019Z,,50,,,,36.7,37.4
2018-01-31T12:15:08.954Z,,50,,,,,37.4
2018-01-31T12:15:18.962Z,0,,,2,59,,
2018-01-31T12:15:28.994Z,,50,,,,,37.2
2018-01-31T12:15:38.977Z,,50,,,,,37.2
2018-01-31T12:15:49.044Z,,50,,,,,37.1
2018-01-31T12:16:08.963Z,,50,,,,36.6,36.8
2018-01-31T12:16:18.957Z,1,50,,0,0,36.5,36.9
2018-01-31T12:16:28.907Z,,50,60,,,37.7,35.8
2018-01-31T12:16:38.927Z,,50,90,,,41.4,37.7
2018-01-31T12:16:48.899Z,,50,89,,,45.2,41.5
2018-01-31T12:16:59.013Z,0,50,0,0,,48.4,45.1
2018-01-31T12:17:08.949Z,,50,,,,47.3,45.1
2018-01-31T12:17:18.898Z,,,,,,46.9,
2018-01-31T12:17:28.931Z,,50,,,,,44.8
2018-01-31T12:17:38.896Z,,50,,,,46.8,44.6
2018-01-31T12:17:58.901Z,0,50,,2,59,,44.3
2018-01-31T12:18:18.914Z,,50,,,,,44
2018-01-31T12:18:28.910Z,,50,,,,,43.8
2018-01-31T12:18:38.910Z,,50,,,,46.7,43.7
2018-01-31T12:18:58.956Z,,50,,,,,43.4
2018-01-31T12:19:09.033Z,,50,,,,,43.3
2018-01-31T12:19:18.993Z,,,,,,46.6,
2018-01-31T12:19:29.117Z,,50,,,,,43
2018-01-31T12:19:39.032Z,,50,,,,,42.9
2018-01-31T12:19:48.974Z,,50,,,,,42.8
2018-01-31T12:19:58.964Z,,,,,,46.5,
2018-01-31T12:20:08.962Z,,50,,,,,42.5
2018-01-31T12:20:18.941Z,,50,,,,,42.4
2018-01-31T12:20:39.076Z,,50,,,,46.4,42.2
2018-01-31T12:20:48.927Z,,50,,,,,42
2018-01-31T12:21:08.988Z,,50,,,,,41.8
2018-01-31T12:21:19.020Z,,50,,,,,41.7
2018-01-31T12:21:29.193Z,,,,,,46.3,
2018-01-31T12:22:00.531Z,0,50,45,2,,46.5,41.5
2018-01-31T12:22:24.675Z,,50,36,,,50.6,41.3
2018-01-31T12:22:33.159Z,,50,29,,,43.7,41.2
2018-01-31T12:22:39.284Z,,50,29,,,40.9,41.1
2018-01-31T12:22:43.964Z,,50,,,,38.6,40.9
2018-01-31T12:22:46.106Z,,,29,,,36.8,
2018-01-31T12:22:48.534Z,,50,,,,36.3,40.7
2018-01-31T12:22:51.577Z,,50,,,,,40.6
2018-01-31T12:22:59.324Z,,,,,,37.1,
2018-01-31T12:23:09.079Z,,50,,,,37.4,40.4
2018-01-31T12:23:19.083Z,,50,,,,,40.3
2018-01-31T12:23:29.109Z,,,,,,37.6,
2018-01-31T12:23:39.036Z,,50,30,,,37.7,40.1
2018-01-31T12:23:49.081Z,,50,,,,,40
2018-01-31T12:23:58.980Z,,,29,,,38.1,
2018-01-31T12:24:08.976Z,,50,,,,38.4,39.8
2018-01-31T12:24:18.973Z,,50,,,,,39.7
2018-01-31T12:24:29.059Z,,50,30,,,38.9,39.6
2018-01-31T12:24:38.972Z,,50,29,,,39.2,39.5
2018-01-31T12:24:49.140Z,,,,,,39.4,
2018-01-31T12:24:58.922Z,,50,,,,39.6,39.3
2018-01-31T12:25:08.952Z,,50,,,,,39.2
2018-01-31T12:25:18.967Z,,,,,,40,
2018-01-31T12:25:29.188Z,,50,30,,,40.3,39.1
2018-01-31T12:25:38.917Z,,50,,,,40.5,38.9
2018-01-31T12:25:49.038Z,,50,,,,,38.8
2018-01-31T12:25:58.895Z,,,,,,40.8,
2018-01-31T12:26:12.759Z,,50,,,,40.9,38.7
2018-01-31T12:26:29.904Z,,,29,,,41.1,
2018-01-31T12:26:39.841Z,,50,30,,,41.2,38.5
2018-01-31T12:26:43.327Z,,50,29,,,41.4,38.4
2018-01-31T12:26:49.050Z,,50,,,,,38.4
2018-01-31T12:26:58.951Z,,,30,,,41.6,
2018-01-31T12:27:08.905Z,,50,29,,,41.8,38.2
2018-01-31T12:27:18.945Z,,50,,,,41.9,38.1
2018-01-31T12:27:28.895Z,,,,,,42,
2018-01-31T12:27:39.075Z,,50,,,,42.1,38
2018-01-31T12:27:48.931Z,,50,,,,,37.9
2018-01-31T12:27:58.952Z,,,29,,,42.4,
2018-01-31T12:28:08.894Z,,50,,,,42.6,37.8
2018-01-31T12:28:19.081Z,,50,,,,,37.7
2018-01-31T12:28:29.083Z,,50,30,,,42.9,37.7
2018-01-31T12:28:39.043Z,,50,29,,,43.1,37.6
2018-01-31T12:28:49.038Z,,,,,,43.2,
2018-01-31T12:28:58.976Z,,50,30,,,43.3,37.5
2018-01-31T12:29:08.931Z,,50,,,,,37.4
2018-01-31T12:29:18.891Z,,,29,,,43.6,
2018-01-31T12:29:29.044Z,,50,,,,43.8,37.3
2018-01-31T12:29:54.399Z,,50,,,,43.9,37.2
2018-01-31T12:30:04.154Z,,,,,,44,
2018-01-31T12:30:06.590Z,,50,30,,,44.2,37.1
2018-01-31T12:30:11.835Z,,50,,,,,37.1
2018-01-31T12:30:22.503Z,,,29,,,44.4,
2018-01-31T12:30:35.031Z,,50,,,,44.6,36.9
2018-01-31T12:30:45.168Z,,50,,,,44.7,36.8
2018-01-31T12:30:54.353Z,,50,,,,,36.8
2018-01-31T12:31:02.184Z,0,50,0,2,,44.8,36.7
2018-01-31T12:31:10.401Z,,50,,,,42.4,36.7
2018-01-31T12:31:20.025Z,,,,,,40.8,
2018-01-31T12:31:29.064Z,,50,,,,40.3,36.6
2018-01-31T12:31:38.956Z,,50,,,,40.1,36.5
2018-01-31T12:31:49.088Z,,50,,,,,36.5
2018-01-31T12:31:58.963Z,,,,,,40,
2018-01-31T12:32:08.953Z,,50,,,,,36.4
2018-01-31T12:32:18.999Z,,50,,,,,36.4
2018-01-31T12:32:28.959Z,,,,,,39.9,
2018-01-31T12:32:38.951Z,,50,,,,39.7,36.2
2018-01-31T12:32:48.966Z,,50,,,,,36.2
2018-01-31T12:32:58.975Z,,,,,,39.5,
2018-01-31T12:33:08.931Z,,50,,,,,36.1
2018-01-31T12:33:19.088Z,,50,,,,,36.1
2018-01-31T12:33:39.099Z,,50,,,,39.4,36
2018-01-31T12:33:48.906Z,,50,,,,,35.9
2018-01-31T12:33:59.000Z,,50,,,,39.3,35.9
2018-01-31T12:34:19.003Z,,50,,,,,35.8
2018-01-31T12:34:28.924Z,,50,,,,,35.8
2018-01-31T12:34:39.091Z,,50,,,,39.2,35.7
2018-01-31T12:34:58.990Z,,50,,,,,35.7
2018-01-31T12:35:09.125Z,,50,,,,,35.6
2018-01-31T12:35:29.043Z,,50,,,,,35.5
2018-01-31T12:35:38.945Z,,50,,,,,35.5
2018-01-31T12:35:49.068Z,,50,,,,,35.5
2018-01-31T12:36:08.957Z,,50,,,,,35.4
2018-01-31T12:36:18.949Z,,50,,,,,35.4
2018-01-31T12:36:38.897Z,,50,,,,,35.3
2018-01-31T12:36:48.959Z,,50,,,,,35.2
2018-01-31T12:37:09.008Z,,50,,,,,35.2
2018-01-31T12:37:18.963Z,0,50,0,2,59,39.2,35.1
2018-01-31T12:37:29.086Z,,,,,,39.3,
2018-01-31T12:37:38.943Z,,50,,,,,35.1
2018-01-31T12:37:48.956Z,,50,,,,,34.9
2018-01-31T12:38:10.304Z,,50,,,,,34.9
2018-01-31T12:38:18.958Z,,50,,,,,34.8
2018-01-31T12:38:39.096Z,,50,,,,,34.8
2018-01-31T12:38:48.951Z,,50,,,,,34.7
2018-01-31T12:39:08.967Z,,50,,,,,34.6
2018-01-31T12:39:19.068Z,,50,,,,,34.6
2018-01-31T12:39:39.011Z,0,50,,0,5,39.3,34.5
2018-01-31T12:39:49.046Z,0,,,2,59,,
2018-01-31T12:39:58.909Z,0,50,,0,5,39.3,34.5
2018-01-31T12:40:09.031Z,,50,,,,,34.4
2018-01-31T12:40:19.053Z,,50,,,,,34.4
2018-01-31T12:40:38.965Z,,50,,,,,34.3
2018-01-31T12:40:48.984Z,,50,,,,,34.3
2018-01-31T12:41:08.960Z,,50,,,,,34.2
2018-01-31T12:41:19.014Z,,50,,,,,34.2
2018-01-31T12:41:39.033Z,,50,,,,,34.1
2018-01-31T12:41:48.956Z,,50,,,,,34.1
2018-01-31T12:42:08.912Z,,50,,,,,34
2018-01-31T12:42:19.094Z,,50,,,,,34
2018-01-31T12:42:28.984Z,,,,,,39.2,
2018-01-31T12:42:38.946Z,,50,,,,39.3,34
2018-01-31T12:42:49.004Z,,50,,,,,33.9
2018-01-31T12:42:58.999Z,,,,,,39.2,
2018-01-31T12:43:08.988Z,,50,,,,,33.9
2018-01-31T12:43:19.057Z,,50,,,,,33.8
2018-01-31T12:43:38.974Z,,50,,,,,33.8
2018-01-31T12:43:48.947Z,,50,,,,,33.7
2018-01-31T12:44:09.014Z,,50,,,,,33.7
2018-01-31T12:44:19.068Z,,50,,,,,33.6
2018-01-31T12:44:29.051Z,,,,,,39.1,
2018-01-31T12:44:39.093Z,,50,,,,,33.6
2018-01-31T12:44:49.016Z,,50,,,,,33.6
2018-01-31T12:45:09.031Z,,50,,,,,33.5
2018-01-31T12:45:18.928Z,,50,,,,,33.5
2018-01-31T12:45:39.047Z,,50,,,,38.9,33.4
2018-01-31T12:45:48.941Z,,50,,,,39.1,33.4
2018-01-31T12:46:00.477Z,,,,,,38.9,
2018-01-31T12:46:08.919Z,,50,,,,,33.3
2018-01-31T12:46:18.958Z,,50,,,,,33.3
2018-01-31T12:46:39.039Z,,50,,,,,33.3
2018-01-31T12:46:49.302Z,,50,,,,,33.2
2018-01-31T12:47:09.341Z,,50,,,,,33.2
2018-01-31T12:47:19.011Z,,50,,,,,33.2
2018-01-31T12:47:29.033Z,,,,,,38.8,
2018-01-31T12:47:38.992Z,,50,,,,,33.1
2018-01-31T12:47:50.109Z,,50,,,,,33.1
2018-01-31T12:48:08.923Z,,50,,,,,33.1
2018-01-31T12:48:18.981Z,,50,,,,,32.9
2018-01-31T12:48:39.020Z,,50,,,,,32.9
2018-01-31T12:48:48.958Z,,50,,,,,32.8
2018-01-31T12:48:58.980Z,,,,,,38.7,
2018-01-31T12:49:09.040Z,,50,,,,,32.8
2018-01-31T12:49:18.953Z,,50,,,,,32.8
2018-01-31T12:49:39.025Z,,50,,,,,32.7
2018-01-31T12:49:48.929Z,,50,,,,,32.7
2018-01-31T12:50:08.920Z,,50,,,,,32.7
2018-01-31T12:50:18.940Z,,50,,,,,32.6
2018-01-31T12:50:28.936Z,,,,,,38.6,
2018-01-31T12:50:40.978Z,,50,,,,,32.6
2018-01-31T12:50:48.971Z,,50,,,,,32.6
2018-01-31T12:51:09.035Z,,50,,,,,32.5
2018-01-31T12:51:18.923Z,,50,,,,,32.5
2018-01-31T12:51:39.041Z,,50,,,,,32.4
2018-01-31T12:51:48.948Z,,50,,,,,32.4
2018-01-31T12:52:00.580Z,,,,,,38.5,
2018-01-31T12:52:09.093Z,,50,,,,,32.4
2018-01-31T12:52:18.913Z,,50,,,,,32.3
2018-01-31T12:52:38.890Z,,50,,,,,32.3
2018-01-31T12:52:48.913Z,,50,,,,,32.3
2018-01-31T12:53:08.912Z,,50,,,,,32.2
2018-01-31T12:53:18.970Z,,50,,,,,32.2
2018-01-31T12:53:28.938Z,,,,,,38.5,
2018-01-31T12:53:38.975Z,,50,,,,38.4,32.2
2018-01-31T12:53:49.018Z,,50,,,,,32.2
2018-01-31T12:54:09.002Z,,50,,,,,32.1
2018-01-31T12:54:19.004Z,,50,,,,,32.1
2018-01-31T12:54:38.906Z,,50,,,,,32.1
2018-01-31T12:54:48.975Z,,50,,,,,32.1
2018-01-31T12:55:09.018Z,,50,,,,38.3,32
2018-01-31T12:55:18.949Z,,50,,,,,32
2018-01-31T12:55:38.896Z,,50,,,,,32
2018-01-31T12:55:48.895Z,,50,,,,,31.9
2018-01-31T12:56:08.907Z,,50,,,,,31.9
2018-01-31T12:56:19.033Z,,50,,,,,31.9
2018-01-31T12:56:41.081Z,,50,,,,,31.8
2018-01-31T12:56:48.959Z,,50,,,,,31.8
2018-01-31T12:56:58.933Z,,,,,,38.2,
2018-01-31T12:57:08.979Z,,50,,,,,31.8
2018-01-31T12:57:18.974Z,,50,,,,,31.6
2018-01-31T12:57:39.000Z,,50,,,,,31.6
2018-01-31T12:57:48.930Z,,50,,,,,31.6
2018-01-31T12:58:08.893Z,,50,,,,,31.6
2018-01-31T12:58:18.988Z,,50,,,,,31.5
2018-01-31T12:58:28.948Z,,,,,,38.1,
2018-01-31T12:58:42.400Z,,50,,,,,31.5
2018-01-31T12:58:49.006Z,,50,,,,,31.5
2018-01-31T12:59:08.968Z,,50,,,,,31.5
2018-01-31T12:59:18.912Z,,50,,,,,31.5
2018-01-31T12:59:38.887Z,,50,,,,,31.4
