Time,ChActive,PrimT,HwTOutlet,ActPow,PrimTSet,HwTSet,HwActive
2018-01-22T00:13:09.134Z,,35.2,28.5,,,50,
2018-01-22T00:13:19.134Z,,35.1,28.5,,,50,
2018-01-22T00:13:29.134Z,,,28.5,,,50,
2018-01-22T00:13:39.134Z,,,28.5,,,50,
2018-01-22T00:13:49.134Z,,,28.5,,,50,
2018-01-22T00:13:59.134Z,,,28.5,,,50,
2018-01-22T00:14:09.134Z,,,28.5,,,50,
2018-01-22T00:14:19.134Z,,,28.5,,,50,
2018-01-22T00:14:29.134Z,,,28.5,,,50,
2018-01-22T00:14:39.135Z,,,28.5,,,50,
2018-01-22T00:14:49.134Z,,,28.5,,,50,
2018-01-22T00:14:59.282Z,,,28.5,,,50,
2018-01-22T00:15:09.135Z,,,28.5,,,50,
2018-01-22T00:15:19.134Z,,,28.4,,,50,
2018-01-22T00:15:29.134Z,,,28.5,,,50,
2018-01-22T00:15:39.133Z,,,28.5,,,50,
2018-01-22T00:15:49.145Z,,34.9,28.4,,,50,
2018-01-22T00:15:59.134Z,,35.1,28.4,,,50,
2018-01-22T00:16:09.134Z,,34.9,28.5,,,50,
2018-01-22T00:16:19.134Z,,,28.4,,,50,
2018-01-22T00:16:29.134Z,,,28.4,,,50,
2018-01-22T00:16:39.134Z,,,28.4,,,50,
2018-01-22T00:16:49.134Z,,,28.4,,,50,
2018-01-22T00:16:59.133Z,,,28.4,,,50,
2018-01-22T00:17:09.134Z,,,28.4,,,50,
2018-01-22T00:17:19.134Z,,,28.4,,,50,
2018-01-22T00:17:29.134Z,1,34.9,28.4,0,59,50,0
2018-01-22T00:17:39.133Z,,,28.4,,,50,
2018-01-22T00:17:49.134Z,,,28.4,,,50,
2018-01-22T00:17:59.134Z,,,28.4,,,50,
2018-01-22T00:18:09.134Z,,34.9,28.4,,,50,
2018-01-22T00:18:19.134Z,1,39.6,28.4,38,,50,0
2018-01-22T00:18:29.134Z,,39.6,28.4,29,,50,
2018-01-22T00:18:39.134Z,,35.9,28.4,29,,50,
2018-01-22T00:18:49.134Z,,33.9,28.4,30,,50,
2018-01-22T00:18:59.134Z,,32.5,28.4,29,,50,
2018-01-22T00:19:09.134Z,,31.8,28.4,,,50,
2018-01-22T00:19:19.134Z,,32,28.4,,,50,
2018-01-22T00:19:29.134Z,,32.6,28.3,,,50,
2018-01-22T00:19:39.134Z,,33.1,28.3,,,50,
2018-01-22T00:19:49.133Z,,33.3,28.3,,,50,
2018-01-22T00:19:59.134Z,,33.4,28.3,30,,50,
2018-01-22T00:20:09.134Z,,33.6,28.3,29,,50,
2018-01-22T00:20:19.149Z,,33.7,28.3,,,50,
2018-01-22T00:20:29.134Z,,34,28.3,30,,50,
2018-01-22T00:20:39.134Z,,34.2,28.3,29,,50,
2018-01-22T00:20:49.134Z,,34.4,28.3,,,50,
2018-01-22T00:20:59.134Z,,34.6,28.3,,,50,
2018-01-22T00:21:09.134Z,,34.9,28.3,30,,50,
2018-01-22T00:21:19.134Z,,35.2,28.3,30,,50,
2018-01-22T00:21:29.134Z,,35.4,28.3,29,,50,
2018-01-22T00:21:39.135Z,,35.6,28.3,30,,50,
2018-01-22T00:21:49.134Z,,35.8,28.3,29,,50,
2018-01-22T00:21:59.136Z,,36,28.3,30,,50,
2018-01-22T00:22:09.134Z,,36.1,28.3,29,,50,
2018-01-22T00:22:19.135Z,,36.3,28.3,,,50,
2018-01-22T00:22:29.178Z,,36.5,28.3,,,50,
2018-01-22T00:22:39.134Z,,36.6,28.3,30,,50,
2018-01-22T00:22:49.134Z,,36.8,28.3,29,,50,
2018-01-22T00:22:59.134Z,,37.1,28.3,30,,50,
2018-01-22T00:23:09.134Z,,37.2,28.3,,,50,
2018-01-22T00:23:19.134Z,,37.3,28.3,29,,50,
2018-01-22T00:23:29.134Z,,37.5,28.3,,,50,
2018-01-22T00:23:39.134Z,,37.7,28.4,,,50,
2018-01-22T00:23:49.134Z,,37.8,28.3,,,50,
2018-01-22T00:23:59.134Z,,38,28.4,,,50,
2018-01-22T00:24:09.134Z,,38.1,28.4,,,50,
2018-01-22T00:24:19.133Z,,38.3,28.4,,,50,
2018-01-22T00:24:29.134Z,,38.5,28.4,30,,50,
2018-01-22T00:24:39.134Z,,38.6,28.4,,,50,
2018-01-22T00:24:49.133Z,,38.8,28.4,29,,50,
2018-01-22T00:24:59.133Z,,39.1,28.4,,,50,
2018-01-22T00:25:09.133Z,,39.2,28.4,,,50,
2018-01-22T00:25:19.133Z,,39.4,28.4,,,50,
2018-01-22T00:25:29.133Z,,39.6,28.4,,,50,
2018-01-22T00:25:39.133Z,,39.7,28.4,,,50,
2018-01-22T00:25:49.133Z,,39.9,28.4,,,50,
2018-01-22T00:25:59.134Z,,40,28.4,30,,50,
2018-01-22T00:26:09.134Z,,40.2,28.4,,,50,
2018-01-22T00:26:19.133Z,,40.4,28.5,29,,50,
2018-01-22T00:26:29.133Z,,40.5,28.5,,,50,
2018-01-22T00:26:39.134Z,,40.7,28.5,,,50,
2018-01-22T00:26:49.134Z,,40.8,28.5,,,50,
2018-01-22T00:26:59.135Z,,41,28.5,29,,50,
2018-01-22T00:27:09.136Z,,41.1,28.5,,,50,
2018-01-22T00:27:19.133Z,,41.3,28.5,,,50,
2018-01-22T00:27:29.134Z,,41.4,28.5,30,,50,
2018-01-22T00:27:39.133Z,,41.6,28.5,,,50,
2018-01-22T00:27:49.133Z,,41.7,28.6,,,50,
2018-01-22T00:27:59.135Z,,41.9,28.6,,,50,
2018-01-22T00:28:09.134Z,,42,28.6,29,,50,
2018-01-22T00:28:19.134Z,,42.1,28.6,,,50,
2018-01-22T00:28:29.134Z,1,41.9,28.6,0,,50,0
2018-01-22T00:28:39.134Z,,39.6,28.6,,,50,
2018-01-22T00:28:49.133Z,,37.9,28.6,,,50,
2018-01-22T00:28:59.134Z,,37.6,28.6,,,50,
2018-01-22T00:29:09.134Z,,37.4,28.7,,,50,
2018-01-22T00:29:19.133Z,,,28.7,,,50,
2018-01-22T00:29:29.134Z,,,28.7,,,50,
2018-01-22T00:29:39.133Z,,,28.7,,,50,
2018-01-22T00:29:49.134Z,,,28.7,,,50,
2018-01-22T00:29:59.134Z,,37.3,28.7,,,50,
2018-01-22T00:30:09.133Z,,37.1,28.7,,,50,
2018-01-22T00:30:19.133Z,,37.1,28.7,,,50,
2018-01-22T00:30:29.134Z,,36.9,28.9,,,50,
2018-01-22T00:30:39.133Z,,,28.7,,,50,
2018-01-22T00:30:49.133Z,,,28.9,,,50,
2018-01-22T00:30:59.133Z,,,28.9,,,50,
2018-01-22T00:31:09.134Z,,36.8,28.9,,,50,
2018-01-22T00:31:19.134Z,,,28.9,,,50,
2018-01-22T00:31:29.133Z,,36.7,28.9,,,50,
2018-01-22T00:31:39.133Z,,,28.9,,,50,
2018-01-22T00:31:49.133Z,,,28.9,,,50,
2018-01-22T00:31:59.133Z,,,28.9,,,50,
2018-01-22T00:32:09.134Z,,36.6,29,,,50,
2018-01-22T00:32:19.134Z,,,29,,,50,
2018-01-22T00:32:29.134Z,,,29,,,50,
2018-01-22T00:32:39.133Z,,,29,,,50,
2018-01-22T00:32:49.133Z,,,29,,,50,
2018-01-22T00:32:59.134Z,,,29,,,50,
2018-01-22T00:33:09.133Z,,,29,,,50,
2018-01-22T00:33:19.133Z,,,29,,,50,
2018-01-22T00:33:29.133Z,,,29,,,50,
2018-01-22T00:33:39.133Z,,,29,,,50,
2018-01-22T00:33:49.134Z,,,29,,,50,
2018-01-22T00:33:59.138Z,,,29.1,,,50,
2018-01-22T00:34:09.136Z,,,29,,,50,
2018-01-22T00:34:19.133Z,,,29,,,50,
2018-01-22T00:34:29.134Z,,36.7,29.1,,,50,
2018-01-22T00:34:39.133Z,,,29.1,,,50,
2018-01-22T00:34:49.133Z,,,29.1,,,50,
2018-01-22T00:34:59.133Z,,36.8,29.1,,,50,
2018-01-22T00:35:09.133Z,,,29.1,,,50,
2018-01-22T00:35:19.133Z,,,29.1,,,50,
2018-01-22T00:35:29.133Z,,36.9,29.1,,,50,
2018-01-22T00:35:39.133Z,,,29.1,,,50,
2018-01-22T00:35:49.133Z,,,29.1,,,50,
2018-01-22T00:35:59.133Z,,,29.1,,,50,
2018-01-22T00:36:09.134Z,,37.1,29.1,,,50,
2018-01-22T00:36:19.136Z,,,29.1,,,50,
2018-01-22T00:36:29.133Z,,,29.1,,,50,
2018-01-22T00:36:39.133Z,,,29.1,,,50,
2018-01-22T00:36:49.133Z,,,29.1,,,50,
2018-01-22T00:36:59.133Z,,,29.1,,,50,
2018-01-22T00:37:09.133Z,0,,29.1,,5,50,0
2018-01-22T00:37:19.133Z,,,29.1,,,50,
2018-01-22T00:37:29.133Z,,,29.1,,,50,
2018-01-22T00:37:39.133Z,,,29.1,,,50,
2018-01-22T00:37:49.188Z,,37.2,29.1,,,50,
2018-01-22T00:37:59.181Z,,37.1,29.1,,,50,
2018-01-22T00:38:09.133Z,,,29.2,,,50,
2018-01-22T00:38:19.133Z,,,29.2,,,50,
2018-01-22T00:38:29.145Z,,37.2,29.2,,,50,
2018-01-22T00:38:39.133Z,,,29.1,,,50,
2018-01-22T00:38:49.133Z,,37.1,29.2,,,50,
2018-01-22T00:38:59.134Z,,,29.2,,,50,
2018-01-22T00:39:09.133Z,,,29.2,,,50,
2018-01-22T00:39:19.133Z,,,29.2,,,50,
2018-01-22T00:39:29.133Z,,,29.2,,,50,
2018-01-22T00:39:39.133Z,,,29.2,,,50,
2018-01-22T00:39:49.134Z,,,29.2,,,50,
2018-01-22T00:39:59.133Z,,,29.2,,,50,
2018-01-22T00:40:09.133Z,,,29.2,,,50,
2018-01-22T00:40:19.133Z,,,29.2,,,50,
2018-01-22T00:40:29.133Z,,,29.2,,,50,
2018-01-22T00:40:39.133Z,,37.1,29.2,,,50,
2018-01-22T00:40:49.133Z,,36.9,29.2,,,50,
2018-01-22T00:40:59.133Z,,,29.2,,,50,
2018-01-22T00:41:09.133Z,,,29.2,,,50,
2018-01-22T00:41:19.133Z,,,29.2,,,50,
2018-01-22T00:41:29.133Z,,,29.2,,,50,
2018-01-22T00:41:39.133Z,,,29.2,,,50,
2018-01-22T00:41:49.133Z,,,29.2,,,50,
2018-01-22T00:41:59.134Z,,,29.2,,,50,
2018-01-22T00:42:09.133Z,,,29.2,,,50,
2018-01-22T00:42:19.134Z,,,29.2,,,50,
2018-01-22T00:42:29.133Z,,36.8,29.2,,,50,
2018-01-22T00:42:39.133Z,,,29.1,,,50,
2018-01-22T00:42:49.134Z,,,29.2,,,50,
2018-01-22T00:42:59.133Z,,,29.2,,,50,
2018-01-22T00:43:09.133Z,,,29.1,,,50,
2018-01-22T00:43:19.133Z,,,29.2,,,50,
2018-01-22T00:43:29.133Z,,36.7,29.2,,,50,
2018-01-22T00:43:39.133Z,,,29.2,,,50,
2018-01-22T00:43:49.133Z,,,29.2,,,50,
2018-01-22T00:43:59.133Z,,,29.2,,,50,
2018-01-22T00:44:09.133Z,,,29.2,,,50,
2018-01-22T00:44:19.133Z,,,29.2,,,50,
2018-01-22T00:44:29.133Z,,,29.2,,,50,
2018-01-22T00:44:39.133Z,,36.6,29.1,,,50,
2018-01-22T00:44:49.133Z,,36.7,29.2,,,50,
2018-01-22T00:44:59.133Z,,36.6,29.1,,,50,
2018-01-22T00:45:09.133Z,,,29.2,,,50,
2018-01-22T00:45:19.133Z,,,29.2,,,50,
2018-01-22T00:45:29.133Z,,,29.2,,,50,
2018-01-22T00:45:39.133Z,,,29.2,,,50,
2018-01-22T00:45:49.133Z,1,,29.1,,59,50,0
2018-01-22T00:45:59.133Z,0,,29.1,,5,50,0
2018-01-22T00:46:09.133Z,1,,29.1,,59,50,0
2018-01-22T00:46:19.133Z,0,36.5,29.1,,5,50,0
2018-01-22T00:46:29.133Z,,,29.1,,,50,
2018-01-22T00:46:39.134Z,,,29.1,,,50,
2018-01-22T00:46:49.133Z,,,29.1,,,50,
2018-01-22T00:46:59.133Z,1,,29.1,,59,50,0
2018-01-22T00:47:09.133Z,0,,29.1,,5,50,0
2018-01-22T00:47:19.135Z,1,,29.1,,59,50,0
2018-01-22T00:47:29.137Z,0,,29.1,,5,50,0
2018-01-22T00:47:39.135Z,,,29.1,,,50,
2018-01-22T00:47:49.133Z,,36.4,29.1,,,50,
2018-01-22T00:47:59.143Z,,,29.1,,,50,
2018-01-22T00:48:09.133Z,,,29.1,,,50,
2018-01-22T00:48:19.135Z,,,29.1,,,50,
2018-01-22T00:48:29.133Z,,,29.1,,,50,
2018-01-22T00:48:39.133Z,,,29.1,,,50,
2018-01-22T00:48:49.134Z,,,29.1,,,50,
2018-01-22T00:48:59.133Z,,,29.1,,,50,
2018-01-22T00:49:09.133Z,,,29.1,,,50,
2018-01-22T00:49:19.133Z,,36.3,29.1,,,50,
2018-01-22T00:49:29.133Z,,,29.1,,,50,
2018-01-22T00:49:39.133Z,1,,29.1,,59,50,0
2018-01-22T00:49:49.133Z,,,29.1,,,50,
2018-01-22T00:49:59.133Z,0,,29.1,,5,50,0
2018-01-22T00:50:09.133Z,,,29.1,,,50,
2018-01-22T00:50:19.135Z,1,,29.1,,59,50,0
2018-01-22T00:50:29.133Z,0,,29.1,,5,50,0
2018-01-22T00:50:39.137Z,,,29.1,,,50,
2018-01-22T00:50:49.133Z,,,29.1,,,50,
2018-01-22T00:50:59.132Z,,36.2,29.1,,,50,
2018-01-22T00:51:09.133Z,,,29.1,,,50,
2018-01-22T00:51:19.133Z,,,29.1,,,50,
2018-01-22T00:51:29.133Z,,,29.1,,,50,
2018-01-22T00:51:39.133Z,1,,29,,59,50,0
2018-01-22T00:51:49.133Z,,,29,,,50,
2018-01-22T00:51:59.133Z,,,29,,,50,
2018-01-22T00:52:09.133Z,,,29,,,50,
2018-01-22T00:52:19.133Z,,,29,,,50,
2018-01-22T00:52:29.133Z,0,,29,,5,50,0
2018-01-22T00:52:39.133Z,,,29,,,50,
2018-01-22T00:52:49.133Z,,36.1,29,,,50,
2018-01-22T00:52:59.133Z,,,29,,,50,
2018-01-22T00:53:09.133Z,,,29,,,50,
2018-01-22T00:53:19.133Z,,,29,,,50,
2018-01-22T00:53:29.189Z,,,29,,,50,
2018-01-22T00:53:39.133Z,,,29,,,50,
2018-01-22T00:53:49.133Z,,,29,,,50,
2018-01-22T00:53:59.133Z,,,29,,,50,
2018-01-22T00:54:09.133Z,,,29,,,50,
2018-01-22T00:54:19.133Z,,,29,,,50,
2018-01-22T00:54:29.133Z,,,29,,,50,
2018-01-22T00:54:39.133Z,,,29,,,50,
2018-01-22T00:54:49.133Z,,,29,,,50,
2018-01-22T00:54:59.134Z,,,29,,,50,
2018-01-22T00:55:09.133Z,,36,29,,,50,
2018-01-22T00:55:19.133Z,,,29,,,50,
2018-01-22T00:55:29.133Z,,,29,,,50,
2018-01-22T00:55:39.133Z,,,29,,,50,
2018-01-22T00:55:49.133Z,,,29,,,50,
2018-01-22T00:55:59.133Z,,,29,,,50,
2018-01-22T00:56:09.133Z,,,29,,,50,
2018-01-22T00:56:19.133Z,,,29,,,50,
2018-01-22T00:56:29.133Z,,,29,,,50,
2018-01-22T00:56:39.133Z,,,28.9,,,50,
2018-01-22T00:56:49.133Z,,,28.9,,,50,
2018-01-22T00:56:59.133Z,,35.9,28.9,,,50,
2018-01-22T00:57:09.133Z,,35.9,28.9,,,50,
2018-01-22T00:57:19.133Z,,,28.9,,,50,
2018-01-22T00:57:29.133Z,,,28.9,,,50,
2018-01-22T00:57:39.133Z,,,28.9,,,50,
2018-01-22T00:57:49.133Z,,,28.9,,,50,
2018-01-22T00:57:59.133Z,,,28.9,,,50,
2018-01-22T00:58:09.133Z,,,28.9,,,50,
2018-01-22T00:58:19.133Z,,,28.9,,,50,
2018-01-22T00:58:29.133Z,,,28.9,,,50,
2018-01-22T00:58:39.133Z,,,28.9,,,50,
2018-01-22T00:58:49.133Z,,,28.9,,,50,
2018-01-22T00:58:59.133Z,,,28.9,,,50,
2018-01-22T00:59:09.133Z,,,28.9,,,50,
2018-01-22T00:59:19.133Z,,,28.9,,,50,
2018-01-22T00:59:29.133Z,,35.8,28.9,,,50,
2018-01-22T00:59:39.133Z,,,28.9,,,50,
2018-01-22T00:59:49.133Z,,,28.9,,,50,
2018-01-22T00:59:59.133Z,,,28.9,,,50,
2018-01-22T01:00:09.133Z,,,28.7,,,50,
2018-01-22T01:00:19.133Z,,,28.7,,,50,
2018-01-22T01:00:29.133Z,,,28.7,,,50,
2018-01-22T01:00:39.136Z,,,28.7,,,50,
2018-01-22T01:00:49.134Z,,,28.7,,,50,
2018-01-22T01:00:59.133Z,,,28.7,,,50,
2018-01-22T01:01:09.133Z,,,28.7,,,50,
2018-01-22T01:01:19.138Z,,,28.7,,,50,
2018-01-22T01:01:29.133Z,,,28.7,,,50,
2018-01-22T01:01:39.132Z,,,28.7,,,50,
2018-01-22T01:01:49.133Z,,,28.7,,,50,
2018-01-22T01:01:59.137Z,,,28.7,,,50,
2018-01-22T01:02:09.133Z,,35.7,28.7,,,50,
2018-01-22T01:02:19.133Z,,,28.7,,,50,
2018-01-22T01:02:29.133Z,,,28.7,,,50,
2018-01-22T01:02:39.137Z,,,28.7,,,50,
2018-01-22T01:02:49.133Z,,,28.7,,,50,
2018-01-22T01:02:59.133Z,1,,28.7,,59,50,0
2018-01-22T01:03:09.133Z,,,28.7,,,50,
2018-01-22T01:03:19.133Z,,,28.7,,,50,
2018-01-22T01:03:29.133Z,,,28.7,,,50,
2018-01-22T01:03:39.133Z,,,28.6,,,50,
2018-01-22T01:03:49.133Z,,,28.6,,,50,
2018-01-22T01:03:59.143Z,,,28.6,,,50,
2018-01-22T01:04:09.133Z,,,28.6,,,50,
2018-01-22T01:04:19.136Z,,,28.6,,,50,
2018-01-22T01:04:29.139Z,,,28.6,,,50,
2018-01-22T01:04:39.133Z,,35.6,28.6,,,50,
2018-01-22T01:04:49.132Z,,,28.6,,,50,
2018-01-22T01:04:59.132Z,,,28.6,,,50,
2018-01-22T01:05:09.138Z,,,28.6,,,50,
2018-01-22T01:05:19.133Z,,,28.6,,,50,
2018-01-22T01:05:29.137Z,,,28.6,,,50,
2018-01-22T01:05:39.138Z,,,28.6,,,50,
2018-01-22T01:05:49.134Z,,,28.6,,,50,
2018-01-22T01:05:59.139Z,,,28.6,,,50,
2018-01-22T01:06:09.138Z,,,28.6,,,50,
2018-01-22T01:06:19.132Z,,,28.6,,,50,
2018-01-22T01:06:29.133Z,,,28.6,,,50,
2018-01-22T01:06:39.132Z,,,28.6,,,50,
2018-01-22T01:06:49.133Z,,,28.6,,,50,
2018-01-22T01:06:59.133Z,,,28.5,,,50,
2018-01-22T01:07:09.137Z,,,28.5,,,50,
2018-01-22T01:07:19.132Z,,,28.5,,,50,
2018-01-22T01:07:29.133Z,,,28.5,,,50,
2018-01-22T01:07:39.133Z,,35.5,28.5,,,50,
2018-01-22T01:07:49.132Z,,,28.5,,,50,
2018-01-22T01:07:59.133Z,,,28.5,,,50,
2018-01-22T01:08:09.133Z,,,28.5,,,50,
2018-01-22T01:08:19.133Z,,,28.5,,,50,
2018-01-22T01:08:29.132Z,,,28.5,,,50,
2018-01-22T01:08:39.133Z,,,28.5,,,50,
2018-01-22T01:08:49.148Z,1,40.4,28.5,38,,50,0
2018-01-22T01:08:59.133Z,,39.9,28.5,30,,50,
2018-01-22T01:09:09.196Z,,36.5,28.5,29,,50,
2018-01-22T01:09:19.133Z,,33.6,28.5,30,,50,
2018-01-22T01:09:29.133Z,,32.3,28.5,29,,50,
2018-01-22T01:09:39.165Z,,31.9,28.5,30,,50,
2018-01-22T01:09:49.134Z,,32,28.5,29,,50,
2018-01-22T01:09:59.133Z,,32.4,28.5,,,50,
2018-01-22T01:10:09.132Z,,32.8,28.5,30,,50,
2018-01-22T01:10:19.136Z,,33.2,28.5,29,,50,
2018-01-22T01:10:29.134Z,,33.3,28.4,,,50,
2018-01-22T01:10:39.135Z,,33.5,28.4,,,50,
2018-01-22T01:10:49.132Z,,33.6,28.4,,,50,
2018-01-22T01:10:59.134Z,,33.9,28.4,30,,50,
2018-01-22T01:11:09.137Z,,34.1,28.4,30,,50,
2018-01-22T01:11:19.137Z,,34.3,28.4,29,,50,
2018-01-22T01:11:29.135Z,,34.6,28.4,,,50,
2018-01-22T01:11:39.137Z,,34.8,28.4,30,,50,
2018-01-22T01:11:49.132Z,,35.1,28.4,29,,50,
2018-01-22T01:11:59.133Z,,35.3,28.4,,,50,
2018-01-22T01:12:09.132Z,,35.5,28.4,,,50,
2018-01-22T01:12:19.138Z,,35.7,28.4,,,50,
2018-01-22T01:12:29.133Z,,35.9,28.4,,,50,
2018-01-22T01:12:39.136Z,,36.1,28.4,,,50,
2018-01-22T01:12:49.133Z,,36.3,28.4,,,50,
2018-01-22T01:12:59.133Z,,36.4,28.4,,,50,
2018-01-22T01:13:09.133Z,,36.6,28.4,,,50,
2018-01-22T01:13:19.135Z,,36.7,28.4,30,,50,
2018-01-22T01:13:29.136Z,,36.9,28.4,29,,50,
2018-01-22T01:13:39.138Z,,37.1,28.4,,,50,
2018-01-22T01:13:49.133Z,,37.3,28.4,,,50,
2018-01-22T01:13:59.132Z,,37.4,28.4,,,50,
2018-01-22T01:14:09.133Z,,37.6,28.4,,,50,
2018-01-22T01:14:19.133Z,,37.7,28.4,30,,50,
2018-01-22T01:14:29.133Z,,37.9,28.4,29,,50,
2018-01-22T01:14:39.133Z,1,38,28.5,0,,50,0
2018-01-22T01:14:49.132Z,,35.6,28.5,,,50,
2018-01-22T01:14:59.133Z,,33.9,28.5,,,50,
2018-01-22T01:15:09.133Z,,33.4,28.5,,,50,
2018-01-22T01:15:19.143Z,,33.3,28.5,,,50,
2018-01-22T01:15:29.138Z,,,28.5,,,50,
2018-01-22T01:15:39.132Z,,33.2,28.5,,,50,
2018-01-22T01:15:49.132Z,,33.3,28.5,,,50,
2018-01-22T01:15:59.134Z,,33.2,28.5,,,50,
2018-01-22T01:16:09.133Z,,33.1,28.5,,,50,
2018-01-22T01:16:19.133Z,,32.9,28.5,,,50,
2018-01-22T01:16:29.132Z,,,28.5,,,50,
2018-01-22T01:16:39.132Z,,32.8,28.5,,,50,
2018-01-22T01:16:49.133Z,,,28.5,,,50,
2018-01-22T01:16:59.133Z,,32.9,28.5,,,50,
2018-01-22T01:17:09.133Z,,32.8,28.5,,,50,
2018-01-22T01:17:19.133Z,,,28.5,,,50,
2018-01-22T01:17:29.133Z,1,32.8,28.5,0,59,50,0
2018-01-22T01:17:39.132Z,,,28.5,,,50,
2018-01-22T01:17:49.132Z,,32.8,28.5,,,50,
2018-01-22T01:17:59.132Z,,32.7,28.5,,,50,
2018-01-22T01:18:09.132Z,,,28.5,,,50,
2018-01-22T01:18:19.133Z,,,28.5,,,50,
2018-01-22T01:18:29.133Z,,,28.5,,,50,
2018-01-22T01:18:39.132Z,,,28.5,,,50,
2018-01-22T01:18:49.132Z,,,28.5,,,50,
2018-01-22T01:18:59.132Z,,,28.5,,,50,
2018-01-22T01:19:09.133Z,,,28.5,,,50,
2018-01-22T01:19:19.132Z,,,28.5,,,50,
2018-01-22T01:19:29.132Z,,,28.5,,,50,
2018-01-22T01:19:39.132Z,,,28.5,,,50,
