Time,PrimT,HwTSet,ActPow,HwTOutlet,HwActive,ChActive,PrimTSet
2018-02-02T06:05:08.843Z,36.1,,,,,,
2018-02-02T06:05:18.843Z,,50,,30,,,
2018-02-02T06:05:28.844Z,,50,,30,,,
2018-02-02T06:05:38.843Z,36,50,,30,,,
2018-02-02T06:05:48.843Z,35.9,50,,30,,,
2018-02-02T06:05:58.844Z,35.8,,,,,,
2018-02-02T06:06:08.845Z,,50,,30,,,
2018-02-02T06:06:18.844Z,,50,,30,,,
2018-02-02T06:06:28.843Z,35.7,,,,,,
2018-02-02T06:06:38.844Z,,50,,30,,,
2018-02-02T06:06:48.844Z,,50,,30,,,
2018-02-02T06:06:58.851Z,35.6,50,,30.1,,,
2018-02-02T06:07:18.864Z,,50,,30,,,
2018-02-02T06:07:28.843Z,,50,,30.1,,,
2018-02-02T06:07:48.843Z,,50,,30.1,,,
2018-02-02T06:07:58.844Z,,50,,30,,,
2018-02-02T06:08:08.844Z,35.5,,,,,,
2018-02-02T06:08:18.843Z,,50,,30.1,,,
2018-02-02T06:08:28.844Z,,50,,30.1,,,
2018-02-02T06:08:48.863Z,,50,,30.1,,,
2018-02-02T06:08:58.844Z,,50,,30.1,,,
2018-02-02T06:09:18.843Z,35.6,50,,30.1,,,
2018-02-02T06:09:28.846Z,,50,,30.1,,,
2018-02-02T06:09:48.850Z,,50,,30.1,,,
2018-02-02T06:09:58.843Z,,50,,30.1,,,
2018-02-02T06:10:18.843Z,,50,,30.1,,,
2018-02-02T06:10:28.844Z,,50,,30.1,,,
2018-02-02T06:10:38.843Z,35.7,,,,,,
2018-02-02T06:10:48.843Z,,50,,30.1,,,
2018-02-02T06:10:58.843Z,,50,,30.1,,,
2018-02-02T06:11:18.843Z,35.8,50,,30.1,,,
2018-02-02T06:11:28.843Z,,50,,30.1,,,
2018-02-02T06:11:48.856Z,,50,,30.1,,,
2018-02-02T06:11:58.844Z,,50,,30.1,,,
2018-02-02T06:12:08.844Z,35.9,,,,,,
2018-02-02T06:12:18.863Z,,50,,30.1,,,
2018-02-02T06:12:28.843Z,,50,,30.1,,,
2018-02-02T06:12:48.843Z,,50,,30,,,
2018-02-02T06:12:58.843Z,,50,,30.1,,,
2018-02-02T06:13:18.853Z,,50,,30,,,
2018-02-02T06:13:28.843Z,,50,,30,,,
2018-02-02T06:13:48.845Z,36,50,,30,,,
2018-02-02T06:13:58.843Z,35.9,50,,30,,,
2018-02-02T06:14:08.866Z,,50,,30,,,
2018-02-02T06:14:28.950Z,,50,,30,,,
2018-02-02T06:14:38.899Z,,50,,30,,,
2018-02-02T06:14:48.861Z,,50,,30,,,
2018-02-02T06:15:08.867Z,,50,,30,,,
2018-02-02T06:15:18.845Z,,50,,30,,,
2018-02-02T06:15:38.843Z,,50,,30,,,
2018-02-02T06:15:48.868Z,,50,,30,,,
2018-02-02T06:15:58.843Z,,50,,30,,,
2018-02-02T06:16:18.843Z,,50,,30,,,
2018-02-02T06:16:28.843Z,,50,,30,,,
2018-02-02T06:16:48.843Z,,50,,30,,,
2018-02-02T06:16:58.843Z,,50,,30,,,
2018-02-02T06:17:08.874Z,35.8,,,,,,
2018-02-02T06:17:18.844Z,,50,,30,,,
2018-02-02T06:17:28.843Z,,50,,30,,,
2018-02-02T06:17:48.843Z,,50,,29.8,,,
2018-02-02T06:17:58.843Z,,50,,29.8,,,
2018-02-02T06:18:18.843Z,,50,,29.8,,,
2018-02-02T06:18:28.936Z,,50,,29.8,,,
2018-02-02T06:18:48.843Z,,50,,29.8,,,
2018-02-02T06:18:58.843Z,,50,,29.8,,,
2018-02-02T06:19:08.843Z,35.7,,,,,,
2018-02-02T06:19:18.843Z,,50,,29.8,,,
2018-02-02T06:19:29.025Z,,50,,29.8,,,
2018-02-02T06:19:48.867Z,,50,,29.8,,,
2018-02-02T06:19:58.945Z,,50,,29.8,,,
2018-02-02T06:20:18.844Z,,50,,29.8,,,
2018-02-02T06:20:28.843Z,,50,,29.8,,,
2018-02-02T06:20:38.843Z,35.6,,,,,,
2018-02-02T06:20:48.849Z,,50,,29.8,,,
2018-02-02T06:20:58.843Z,,50,,29.8,0,2,
2018-02-02T06:21:08.846Z,40.1,50,38,29.8,,,
2018-02-02T06:21:18.917Z,40.7,50,29,29.8,,,
2018-02-02T06:21:28.843Z,39.2,50,,29.8,,,
2018-02-02T06:21:41.687Z,37.9,50,30,29.8,,,
2018-02-02T06:21:48.844Z,36.2,50,30,29.8,,,
2018-02-02T06:21:58.843Z,35.7,,,,,,
2018-02-02T06:22:08.843Z,35.8,50,,29.7,,,
2018-02-02T06:22:18.843Z,36.1,,29,,,,
2018-02-02T06:22:28.843Z,36.5,50,,29.7,,,
2018-02-02T06:22:38.843Z,,50,,29.7,,,
2018-02-02T06:22:48.843Z,36.9,50,,29.7,,,
2018-02-02T06:22:58.870Z,37.1,,30,,,,
2018-02-02T06:23:08.843Z,37.3,50,29,29.7,,,
2018-02-02T06:23:18.843Z,,50,,29.7,,,
2018-02-02T06:23:28.843Z,37.6,,,,,,
2018-02-02T06:23:38.843Z,37.8,50,,29.7,,,
2018-02-02T06:23:48.843Z,38,50,30,29.7,,,
2018-02-02T06:23:58.887Z,38.1,,29,,,,
2018-02-02T06:24:08.843Z,38.3,50,,29.7,,,
2018-02-02T06:24:18.872Z,,50,,29.7,,,
2018-02-02T06:24:28.843Z,38.6,,,,,,
2018-02-02T06:24:38.843Z,38.8,50,,29.7,,,
2018-02-02T06:24:48.844Z,39.1,50,30,29.7,,,
2018-02-02T06:24:58.844Z,39.2,,30,,,,
2018-02-02T06:25:08.843Z,39.3,50,29,29.7,,,
2018-02-02T06:25:18.843Z,,50,,29.7,,,
2018-02-02T06:25:28.931Z,39.6,,29,,,,
2018-02-02T06:25:38.843Z,39.8,50,30,29.7,,,
2018-02-02T06:25:48.843Z,40,50,30,29.8,,,
2018-02-02T06:25:58.845Z,,50,,29.7,,,
2018-02-02T06:26:08.854Z,40.2,,29,,,,
2018-02-02T06:26:18.843Z,40.4,50,30,29.8,,,
2018-02-02T06:26:28.843Z,,50,,29.8,,,
2018-02-02T06:26:38.843Z,39.7,50,0,29.8,0,2,
2018-02-02T06:26:48.843Z,37.5,50,,29.8,,,
2018-02-02T06:26:58.853Z,36.4,,,,,,
2018-02-02T06:27:08.843Z,35.9,50,,29.8,,,
2018-02-02T06:27:18.843Z,35.8,50,,29.8,,,
2018-02-02T06:27:28.847Z,,50,,29.8,,,
2018-02-02T06:27:38.843Z,35.7,,,,,,
2018-02-02T06:27:48.843Z,,50,,29.8,,,
2018-02-02T06:27:58.843Z,,50,,29.8,,,
2018-02-02T06:28:08.843Z,35.6,,,,,,
2018-02-02T06:28:18.843Z,35.5,50,,29.8,,,
2018-02-02T06:28:28.852Z,,50,,29.8,,,
2018-02-02T06:28:38.843Z,35.4,,,,,,
2018-02-02T06:28:48.843Z,,50,,29.8,,,
2018-02-02T06:28:58.843Z,,50,,29.8,,,
2018-02-02T06:29:18.844Z,35.3,50,,29.8,,,
2018-02-02T06:29:28.843Z,,50,,29.8,,,
2018-02-02T06:29:38.844Z,35.2,50,,29.8,,,
2018-02-02T06:29:48.843Z,,50,,29.8,,,
2018-02-02T06:29:58.844Z,,50,,29.8,,,
2018-02-02T06:30:08.843Z,35.4,50,44,29.8,0,2,
2018-02-02T06:30:18.843Z,41.5,50,34,29.8,,,
2018-02-02T06:30:28.843Z,42.8,50,29,29.8,,,
2018-02-02T06:30:38.844Z,41.3,,29,,,,
2018-02-02T06:30:48.873Z,41,50,,30,,,
2018-02-02T06:30:58.843Z,40.7,,,,,,
2018-02-02T06:31:08.843Z,40.6,50,,30,,,
2018-02-02T06:31:18.843Z,40.5,50,,30,,,
2018-02-02T06:31:28.843Z,39.8,50,0,30,0,2,
2018-02-02T06:31:38.845Z,37.5,50,,30,,,
2018-02-02T06:31:48.843Z,36.4,50,,30,,,
2018-02-02T06:31:58.843Z,36,50,,30,,,
2018-02-02T06:32:08.842Z,35.9,,,,,,
2018-02-02T06:32:18.843Z,,50,,30,,,
2018-02-02T06:32:28.843Z,,50,,30,,,
2018-02-02T06:32:38.843Z,35.8,,,,,,
2018-02-02T06:32:48.843Z,,50,,30,,,
2018-02-02T06:32:58.847Z,,50,,30,,,
2018-02-02T06:33:08.843Z,35.6,,,,,,
2018-02-02T06:33:18.843Z,35.5,50,,30,,,
2018-02-02T06:33:28.861Z,,50,,30,,,
2018-02-02T06:33:38.873Z,35.4,,,,,,
2018-02-02T06:33:48.934Z,35.3,50,,30,,,
2018-02-02T06:33:58.843Z,,50,,30,,,
2018-02-02T06:34:18.843Z,35.2,50,,30,,,
2018-02-02T06:34:28.843Z,,50,,30,,,
2018-02-02T06:34:48.896Z,,50,,30,,,
2018-02-02T06:34:58.843Z,,50,,30,,,
2018-02-02T06:35:18.865Z,,50,,30,,,
2018-02-02T06:35:28.850Z,,50,,30,,,
2018-02-02T06:35:38.843Z,35.1,,,,,,
2018-02-02T06:35:48.843Z,,50,,30.1,,,
2018-02-02T06:35:58.881Z,,50,,30.1,,,
2018-02-02T06:36:18.843Z,,50,,30.1,,,
2018-02-02T06:36:28.843Z,,50,,30.1,,,
2018-02-02T06:36:48.843Z,,50,,30.1,,,
2018-02-02T06:36:58.873Z,,50,,30.1,,,
2018-02-02T06:37:18.845Z,,50,,30.1,,,
2018-02-02T06:37:28.846Z,,50,,30.1,,,
2018-02-02T06:37:38.843Z,35.2,,,,,,
2018-02-02T06:37:48.843Z,,50,,30,,,
2018-02-02T06:37:58.875Z,,50,,30.1,,,
2018-02-02T06:38:18.854Z,,50,,30.1,,,
2018-02-02T06:38:28.846Z,,50,,30,,,
2018-02-02T06:38:48.845Z,35.3,50,,30,,,
2018-02-02T06:38:58.843Z,,50,,30,,,
2018-02-02T06:39:18.842Z,,50,,30,,,
2018-02-02T06:39:28.843Z,,50,,30,,,
2018-02-02T06:39:48.843Z,,50,,30,,,
2018-02-02T06:39:58.843Z,,50,,30,,,
2018-02-02T06:40:08.842Z,35.4,,,,,,
2018-02-02T06:40:18.852Z,,50,,30,,,
2018-02-02T06:40:28.852Z,,50,,30,,,
2018-02-02T06:40:48.843Z,,50,,30,,,
2018-02-02T06:40:58.843Z,35.4,50,0,30,0,2,59
2018-02-02T06:41:18.843Z,,50,,30,,,
2018-02-02T06:41:28.843Z,,50,,30,,,
2018-02-02T06:41:48.843Z,,50,,30,,,
2018-02-02T06:41:58.843Z,,50,,30,,,
2018-02-02T06:42:18.843Z,,50,,30,,,
2018-02-02T06:42:28.872Z,,50,,30,,,
2018-02-02T06:42:48.845Z,,50,,30,,,
2018-02-02T06:42:58.843Z,,50,,30,,,
2018-02-02T06:43:18.843Z,,50,,30,,,
2018-02-02T06:43:34.215Z,,50,,30,,,
2018-02-02T06:43:38.842Z,35.3,,,,,,
2018-02-02T06:43:52.362Z,,50,,30,,,
2018-02-02T06:43:58.843Z,,50,,30,,,
2018-02-02T06:44:18.843Z,,50,,30,,,
2018-02-02T06:44:28.843Z,,50,,30,,,
2018-02-02T06:44:48.843Z,,50,,29.8,,,
2018-02-02T06:44:58.843Z,,50,,29.8,,,
2018-02-02T06:45:18.851Z,,50,,29.8,,,
2018-02-02T06:45:28.856Z,,50,,29.8,,,
2018-02-02T06:45:48.848Z,35.2,50,,29.8,,,
2018-02-02T06:45:58.844Z,,50,,29.8,,,
2018-02-02T06:46:18.843Z,,50,,29.8,,,
2018-02-02T06:46:28.843Z,,50,,29.8,,,
2018-02-02T06:46:48.849Z,,50,,29.8,,,
2018-02-02T06:46:58.843Z,38.3,50,40,29.8,0,2,
2018-02-02T06:47:08.843Z,41.1,50,34,29.8,,,
2018-02-02T06:47:18.843Z,39.7,50,29,29.8,,,
2018-02-02T06:47:28.873Z,38.6,50,30,29.8,,,
2018-02-02T06:47:38.868Z,36.5,,,,,,
2018-02-02T06:47:48.894Z,36,50,,29.8,,,
2018-02-02T06:47:58.843Z,,50,,29.8,,,
2018-02-02T06:48:08.843Z,36.4,,29,,,,
2018-02-02T06:48:18.843Z,36.5,50,30,29.8,,,
2018-02-02T06:48:28.849Z,,50,,29.8,,,
2018-02-02T06:48:38.843Z,36.8,,29,,,,
2018-02-02T06:48:48.843Z,37.1,50,,29.7,,,
2018-02-02T06:48:58.850Z,37.2,,,,,,
2018-02-02T06:49:08.866Z,37.4,50,,29.7,,,
2018-02-02T06:49:18.843Z,,50,,29.7,,,
2018-02-02T06:49:28.868Z,37.8,,,,,,
2018-02-02T06:49:38.851Z,37.9,50,30,29.7,,,
2018-02-02T06:49:48.843Z,38.1,50,29,29.7,,,
2018-02-02T06:49:58.842Z,38.3,,30,,,,
2018-02-02T06:50:08.990Z,38.5,50,29,29.7,,,
2018-02-02T06:50:18.849Z,,50,,29.7,,,
2018-02-02T06:50:28.843Z,38.8,,30,,,,
2018-02-02T06:50:38.843Z,38.9,50,29,29.7,,,
2018-02-02T06:50:48.845Z,39.2,50,,29.8,,,
2018-02-02T06:50:58.843Z,39.3,,,,,,
2018-02-02T06:51:08.844Z,39.5,50,,29.8,,,
2018-02-02T06:51:18.852Z,,50,,29.8,,,
2018-02-02T06:51:28.879Z,39.8,,,,,,
2018-02-02T06:51:38.843Z,39.9,50,30,29.8,,,
2018-02-02T06:51:48.845Z,40.1,50,29,29.8,,,
2018-02-02T06:51:58.843Z,40.2,,30,,,,
2018-02-02T06:52:08.843Z,40.4,50,29,29.8,,,
2018-02-02T06:52:18.843Z,,50,,29.8,,,
2018-02-02T06:52:28.843Z,40.6,,29,,,,
2018-02-02T06:52:38.843Z,40.8,50,,29.8,,,
2018-02-02T06:52:48.843Z,41,50,,29.8,,,
2018-02-02T06:52:58.843Z,,50,,29.8,,,
2018-02-02T06:53:08.843Z,41.3,,,,,,
2018-02-02T06:53:18.858Z,41.4,50,,29.8,,,
2018-02-02T06:53:28.843Z,,50,,29.8,,,
2018-02-02T06:53:38.842Z,41.7,,30,,,,
2018-02-02T06:53:48.843Z,41.8,50,29,29.8,,,
2018-02-02T06:53:58.843Z,42,,29,,,,
2018-02-02T06:54:08.843Z,42.1,50,,30,,,
2018-02-02T06:54:18.860Z,,50,,30,,,
2018-02-02T06:54:28.843Z,42.4,,30,,,,
2018-02-02T06:54:38.844Z,42.7,50,29,30,,,
2018-02-02T06:54:48.843Z,42.8,50,,30,,,
2018-02-02T06:54:58.843Z,42.9,50,,30,,,
2018-02-02T06:55:08.843Z,43.1,,,,,,
2018-02-02T06:55:18.844Z,43.2,50,,30,,,
2018-02-02T06:55:28.887Z,,50,,30,,,
2018-02-02T06:55:38.845Z,43.5,,30,,,,
2018-02-02T06:55:48.866Z,43.6,50,29,30,,,
2018-02-02T06:55:58.844Z,,50,,30,,,
2018-02-02T06:56:08.853Z,43.8,,29,,,,
2018-02-02T06:56:18.843Z,44,50,,30.1,,,
2018-02-02T06:56:28.843Z,44.1,50,,30.1,,,
2018-02-02T06:56:38.843Z,,50,,30.1,,,
2018-02-02T06:56:48.843Z,44.4,50,30,30.1,,,
2018-02-02T06:56:58.843Z,44.5,,29,,,,
2018-02-02T06:57:08.851Z,44.5,50,0,30.1,0,2,
2018-02-02T06:57:18.843Z,42.6,50,,30.2,,,
2018-02-02T06:57:28.842Z,40.7,,,,,,
2018-02-02T06:57:38.843Z,40,50,,30.2,,,
2018-02-02T06:57:48.870Z,39.8,50,,30.2,,,
2018-02-02T06:57:58.843Z,39.7,,,,,,
2018-02-02T06:58:08.847Z,,50,,30.2,,,
2018-02-02T06:58:18.843Z,,50,,30.2,,,
2018-02-02T06:58:38.854Z,39.6,50,,30.3,,,
2018-02-02T06:58:48.844Z,39.5,50,,30.3,,,
2018-02-02T06:58:58.844Z,,50,,30.3,,,
2018-02-02T06:59:08.882Z,39.2,,,,,,
2018-02-02T06:59:18.842Z,,50,,30.3,,,
2018-02-02T06:59:28.842Z,,50,,30.3,,,
2018-02-02T06:59:48.843Z,39.1,50,,30.3,,,
2018-02-02T06:59:58.855Z,38.9,50,,30.3,,,
2018-02-02T07:00:08.843Z,,50,,30.4,,,
2018-02-02T07:00:28.842Z,38.8,50,,30.4,,,
2018-02-02T07:00:38.842Z,,50,,30.4,,,
2018-02-02T07:00:48.928Z,,50,,30.4,,,
2018-02-02T07:01:08.859Z,,50,,30.4,,,
2018-02-02T07:01:18.843Z,,50,,30.4,,,
2018-02-02T07:01:38.844Z,38.7,50,,30.4,,,
2018-02-02T07:01:48.843Z,,50,,30.4,,,
2018-02-02T07:01:58.848Z,,50,,30.4,,,
2018-02-02T07:02:18.842Z,38.8,50,,30.4,,,
2018-02-02T07:02:28.843Z,,50,,30.6,,,
2018-02-02T07:02:48.853Z,,50,,30.6,,,
2018-02-02T07:02:58.843Z,,50,,30.6,,,
2018-02-02T07:03:18.845Z,,50,,30.6,,,
2018-02-02T07:03:28.843Z,,50,,30.6,,,
2018-02-02T07:03:38.842Z,38.9,,,,,,
2018-02-02T07:03:48.843Z,,50,,30.6,,,
2018-02-02T07:03:58.850Z,39.1,,,,,,
2018-02-02T07:04:08.847Z,,50,,30.6,,,
2018-02-02T07:04:18.843Z,,50,,30.6,,,
2018-02-02T07:04:38.843Z,39.2,50,,30.6,,,
2018-02-02T07:04:48.845Z,,50,,30.6,,,
2018-02-02T07:04:58.842Z,,50,,30.6,,,
2018-02-02T07:05:18.847Z,,50,,30.6,,,
2018-02-02T07:05:28.843Z,,50,,30.6,,,
2018-02-02T07:05:48.845Z,,50,,30.6,,,
2018-02-02T07:05:58.853Z,,50,,30.6,,,
2018-02-02T07:06:08.842Z,39.3,,,,,,
2018-02-02T07:06:18.899Z,,50,,30.6,,,
2018-02-02T07:06:28.842Z,,50,,30.6,,,
2018-02-02T07:06:38.853Z,39.2,,,,,,
2018-02-02T07:06:48.843Z,,50,,30.6,,,
2018-02-02T07:06:58.851Z,,50,,30.6,,,
2018-02-02T07:07:18.843Z,,50,,30.7,,,
2018-02-02T07:07:28.848Z,,50,,30.7,,,
2018-02-02T07:07:48.842Z,,50,,30.7,,,
2018-02-02T07:07:58.842Z,,50,,30.7,,,
2018-02-02T07:08:18.848Z,,50,,30.7,,,
2018-02-02T07:08:28.843Z,,50,,30.7,,,
2018-02-02T07:08:48.855Z,,50,,30.7,,,
2018-02-02T07:08:58.880Z,,50,,30.7,,,
2018-02-02T07:09:08.877Z,39.1,,,,,,
2018-02-02T07:09:18.872Z,,50,,30.7,,,
2018-02-02T07:09:28.880Z,,50,,30.7,,,
2018-02-02T07:09:48.871Z,,50,,30.7,,,
2018-02-02T07:09:58.887Z,,50,,30.7,,,
2018-02-02T07:10:08.887Z,38.9,50,,30.7,,,
2018-02-02T07:10:28.847Z,,50,,30.7,,,
2018-02-02T07:10:38.861Z,,50,,30.7,,,
2018-02-02T07:10:48.890Z,,50,,30.7,,,
2018-02-02T07:11:08.879Z,,50,,30.6,,,
2018-02-02T07:11:18.885Z,,50,,30.7,,,
2018-02-02T07:11:28.897Z,38.8,,,,,,
2018-02-02T07:11:38.857Z,,50,,30.7,,,
2018-02-02T07:11:48.908Z,,50,,30.6,,,
2018-02-02T07:11:58.849Z,,50,,30.6,,,
2018-02-02T07:12:18.861Z,,50,,30.6,,,
2018-02-02T07:12:28.844Z,,50,,30.6,,,
2018-02-02T07:12:38.857Z,38.7,,,,,,
2018-02-02T07:12:48.861Z,,50,,30.6,,,
2018-02-02T07:12:58.861Z,,50,,30.6,,,
2018-02-02T07:13:18.842Z,,50,,30.6,,,
2018-02-02T07:13:28.849Z,,50,,30.6,,,
2018-02-02T07:13:48.845Z,38.6,50,,30.6,,,
2018-02-02T07:13:58.844Z,,50,,30.6,,,
2018-02-02T07:14:18.854Z,,50,,30.6,,,
2018-02-02T07:14:28.842Z,,50,,30.6,,,
2018-02-02T07:14:48.843Z,,50,,30.6,,,
2018-02-02T07:14:58.847Z,,50,,30.6,,,
2018-02-02T07:15:08.849Z,38.5,,,,,,
2018-02-02T07:15:18.845Z,,50,,30.6,,,
2018-02-02T07:15:28.867Z,,50,,30.6,,,
2018-02-02T07:15:48.901Z,,50,,30.6,,,
2018-02-02T07:15:58.842Z,,50,,30.6,,,
2018-02-02T07:16:08.849Z,38.4,,,,,,
2018-02-02T07:16:18.844Z,,50,,30.6,,,
2018-02-02T07:16:28.846Z,,50,,30.6,,,
2018-02-02T07:16:48.848Z,,50,,30.6,,,
2018-02-02T07:16:58.843Z,,50,,30.6,,,
2018-02-02T07:17:18.960Z,,50,,30.6,,,
2018-02-02T07:17:28.938Z,,50,,30.4,,,
2018-02-02T07:17:48.845Z,38.3,50,,30.4,,,
2018-02-02T07:17:58.951Z,,50,,30.4,,,
2018-02-02T07:18:18.843Z,,50,,30.4,,,
2018-02-02T07:18:28.862Z,,50,,30.4,,,
2018-02-02T07:18:48.843Z,,50,,30.4,,,
2018-02-02T07:18:58.842Z,,50,,30.4,,,
2018-02-02T07:19:08.842Z,38.2,,,,,,
2018-02-02T07:19:18.842Z,,50,,30.4,,,
2018-02-02T07:19:28.906Z,,50,,30.4,,,
2018-02-02T07:19:48.847Z,,50,,30.4,,,
2018-02-02T07:19:58.842Z,,50,,30.4,,,
2018-02-02T07:20:18.842Z,,50,,30.4,,,
2018-02-02T07:20:28.863Z,,50,,30.4,,,
2018-02-02T07:20:48.842Z,,50,,30.4,,,
2018-02-02T07:20:58.842Z,,50,,30.4,,,
2018-02-02T07:21:08.843Z,38.1,,,,,,
2018-02-02T07:21:18.881Z,,50,,30.4,,,
2018-02-02T07:21:28.842Z,,50,,30.3,,,
2018-02-02T07:21:48.851Z,,50,,30.3,,,
2018-02-02T07:21:58.881Z,,50,,30.3,,,
2018-02-02T07:22:08.842Z,38.3,50,45,30.3,0,2,
2018-02-02T07:22:18.863Z,43.3,50,37,30.3,,,
2018-02-02T07:22:28.844Z,41.8,50,30,30.3,,,
2018-02-02T07:22:38.853Z,39.8,50,30,30.3,,,
2018-02-02T07:22:48.842Z,36.9,50,29,30.3,,,
2018-02-02T07:22:58.846Z,35.6,,29,,,,
2018-02-02T07:23:08.843Z,35.2,50,,30.3,,,
2018-02-02T07:23:18.842Z,,50,,30.3,,,
2018-02-02T07:23:28.846Z,35.9,50,,30.3,,,
2018-02-02T07:23:38.845Z,36.2,,29,,,,
2018-02-02T07:23:48.842Z,36.4,50,30,30.3,,,
2018-02-02T07:23:58.879Z,,50,,30.3,,,
2018-02-02T07:24:08.928Z,36.7,,30,,,,
2018-02-02T07:24:18.842Z,36.9,50,,30.3,,,
2018-02-02T07:24:28.842Z,37.2,,30,,,,
2018-02-02T07:24:38.842Z,37.4,50,29,30.3,,,
2018-02-02T07:24:48.842Z,37.6,50,,30.3,,,
2018-02-02T07:24:58.846Z,37.9,50,,30.3,,,
2018-02-02T07:25:08.848Z,38.1,,,,,,
2018-02-02T07:25:18.872Z,38.2,50,,30.3,,,
2018-02-02T07:25:28.849Z,,50,,30.3,,,
2018-02-02T07:25:38.851Z,38.6,,,,,,
2018-02-02T07:25:48.853Z,38.8,50,,30.3,,,
2018-02-02T07:25:58.967Z,39.1,,29,,,,
2018-02-02T07:26:08.870Z,39.2,50,,30.3,,,
2018-02-02T07:26:18.863Z,,50,,30.3,,,
2018-02-02T07:26:28.865Z,39.6,,,,,,
2018-02-02T07:26:38.844Z,39.7,50,,30.3,,,
2018-02-02T07:26:48.847Z,39.9,50,,30.3,,,
2018-02-02T07:26:58.841Z,40,,,,,,
2018-02-02T07:27:08.848Z,40.1,50,,30.3,,,
2018-02-02T07:27:18.856Z,,50,,30.3,,,
2018-02-02T07:27:28.845Z,40.4,,30,,,,
2018-02-02T07:27:38.846Z,40.5,50,,30.3,,,
2018-02-02T07:27:48.842Z,40.6,50,29,30.3,,,
2018-02-02T07:27:58.851Z,,50,,30.3,,,
2018-02-02T07:28:08.923Z,40.9,50,,30.3,,,
2018-02-02T07:28:18.939Z,41,,30,,,,
2018-02-02T07:28:29.004Z,41.2,50,0,30.3,0,2,
2018-02-02T07:28:38.909Z,39.5,50,,30.3,,,
2018-02-02T07:28:48.918Z,37.6,50,,30.3,,,
2018-02-02T07:28:58.930Z,36.7,50,,30.3,,,
2018-02-02T07:29:08.844Z,36.4,,,,,,
2018-02-02T07:29:18.841Z,,50,,30.3,,,
2018-02-02T07:29:28.851Z,,50,,30.3,,,
2018-02-02T07:29:38.842Z,36.3,,,,,,
2018-02-02T07:29:48.842Z,,50,,30.3,,,
2018-02-02T07:29:58.841Z,,50,,30.3,,,
2018-02-02T07:30:08.842Z,36.1,,,,,,
2018-02-02T07:30:18.841Z,36,50,,30.4,,,
2018-02-02T07:30:28.843Z,35.9,,,,,,
2018-02-02T07:30:38.903Z,,50,,30.3,,,
2018-02-02T07:30:48.842Z,,50,,30.4,,,
2018-02-02T07:30:58.841Z,,50,,30.3,,,
2018-02-02T07:31:23.841Z,35.8,50,,30.4,,,
2018-02-02T07:31:28.842Z,,50,,30.4,,,
2018-02-02T07:31:38.840Z,35.7,,,,,,
2018-02-02T07:31:48.842Z,,50,,30.4,,,
2018-02-02T07:31:58.860Z,,50,,30.4,,,
2018-02-02T07:32:18.844Z,,50,,30.4,,,
2018-02-02T07:32:28.844Z,,50,,30.4,,,
2018-02-02T07:32:48.853Z,,50,,30.4,,,
2018-02-02T07:32:58.880Z,,50,,30.4,,,
2018-02-02T07:33:18.840Z,,50,,30.4,,,
2018-02-02T07:33:28.944Z,,50,,30.4,,,
2018-02-02T07:33:57.921Z,,50,,30.4,,,
2018-02-02T07:33:58.956Z,,50,,30.4,,,
2018-02-02T07:34:18.875Z,,50,,30.4,,,
2018-02-02T07:34:28.845Z,,50,,30.4,,,
2018-02-02T07:34:38.840Z,35.8,,,,,,
2018-02-02T07:34:48.921Z,,50,,30.4,,,
2018-02-02T07:34:58.841Z,,50,,30.4,,,
2018-02-02T07:35:08.881Z,35.9,,,,,,
2018-02-02T07:35:18.860Z,,50,,30.4,,,
2018-02-02T07:35:28.862Z,,50,,30.4,,,
2018-02-02T07:35:48.840Z,,50,,30.4,,,
2018-02-02T07:35:58.840Z,36,,,,,,
2018-02-02T07:36:08.936Z,,50,,30.4,,,
2018-02-02T07:36:18.840Z,,50,,30.3,,,
2018-02-02T07:36:38.840Z,,50,,30.3,,,
2018-02-02T07:36:48.840Z,,50,,30.3,,,
2018-02-02T07:36:58.845Z,,50,,30.3,,,
2018-02-02T07:37:08.850Z,36.1,,,,,,
2018-02-02T07:37:18.868Z,,50,,30.3,,,
2018-02-02T07:37:28.903Z,,50,,30.3,,,
2018-02-02T07:37:48.914Z,,50,,30.3,,,
2018-02-02T07:37:58.877Z,,50,,30.3,,,
2018-02-02T07:38:18.853Z,,50,,30.3,,,
2018-02-02T07:38:28.841Z,,50,,30.3,,,
2018-02-02T07:38:48.873Z,,50,,30.3,,,
2018-02-02T07:38:58.846Z,,50,,30.3,,,
2018-02-02T07:39:18.876Z,,50,,30.3,,,
2018-02-02T07:39:28.848Z,,50,,30.3,,,
2018-02-02T07:39:48.840Z,,50,,30.3,,,
2018-02-02T07:39:58.867Z,,50,,30.3,,,
2018-02-02T07:40:18.840Z,,50,,30.3,,,
2018-02-02T07:40:28.839Z,,50,,30.3,,,
2018-02-02T07:40:48.892Z,,50,,30.3,,,
2018-02-02T07:40:59.131Z,36.1,50,0,30.3,0,2,59
2018-02-02T07:41:08.850Z,36,,,,,,
2018-02-02T07:41:18.840Z,,50,,30.2,,,
2018-02-02T07:41:28.853Z,,50,,30.2,,,
2018-02-02T07:41:48.840Z,,50,,30.2,,,
2018-02-02T07:41:58.840Z,,50,,30.2,,,
2018-02-02T07:42:18.903Z,,50,,30.2,,,
2018-02-02T07:42:28.889Z,,50,,30.2,,,
2018-02-02T07:42:48.890Z,,50,,30.2,,,
