Time,HwActive,PrimT,HwTSet,HwTOutlet,ChActive,PrimTSet,ActPow
2017-11-09T06:34:03.758Z,,,52,21.6,,,
2017-11-09T06:34:23.759Z,,,52,21.6,,,
2017-11-09T06:34:43.758Z,,,52,21.6,,,
2017-11-09T06:35:03.758Z,,,52,21.6,,,
2017-11-09T06:35:23.759Z,,,52,21.6,,,
2017-11-09T06:35:43.758Z,,,52,21.6,,,
2017-11-09T06:36:03.758Z,,,52,21.6,,,
2017-11-09T06:36:23.758Z,,,52,21.6,,,
2017-11-09T06:36:33.758Z,,,52,21.6,,,
2017-11-09T06:36:43.759Z,,,52,21.6,,,
2017-11-09T06:37:03.758Z,,,52,21.6,,,
2017-11-09T06:37:23.758Z,,25.7,52,21.6,,,
2017-11-09T06:37:33.767Z,,25.8,52,21.6,,,
2017-11-09T06:37:43.758Z,,,52,21.6,,,
2017-11-09T06:38:03.759Z,,,52,21.6,,,
2017-11-09T06:38:23.789Z,,,52,21.6,,,
2017-11-09T06:38:33.758Z,,25.7,,,,,
2017-11-09T06:38:43.758Z,,,52,21.6,,,
2017-11-09T06:39:03.759Z,,,52,21.6,,,
2017-11-09T06:39:23.758Z,,,52,21.6,,,
2017-11-09T06:39:33.760Z,,,52,21.6,,,
2017-11-09T06:39:43.771Z,,,52,21.6,,,
2017-11-09T06:40:03.758Z,,,52,21.6,,,
2017-11-09T06:40:23.758Z,,,52,21.6,,,
2017-11-09T06:40:33.758Z,,,52,21.6,,,
2017-11-09T06:40:43.762Z,,,52,21.6,,,
2017-11-09T06:41:03.803Z,,,52,21.6,,,
2017-11-09T06:41:23.758Z,,,52,21.6,,,
2017-11-09T06:41:43.758Z,,,52,21.6,,,
2017-11-09T06:42:13.758Z,,,52,21.6,,,
2017-11-09T06:42:23.760Z,,,52,21.6,,,
2017-11-09T06:42:43.758Z,,,52,21.6,,,
2017-11-09T06:43:13.759Z,,,52,21.6,,,
2017-11-09T06:43:23.758Z,,,52,21.6,,,
2017-11-09T06:43:33.758Z,,,52,21.6,,,
2017-11-09T06:43:43.758Z,,,52,21.6,,,
2017-11-09T06:44:13.758Z,,,52,21.6,,,
2017-11-09T06:44:23.758Z,,,52,21.6,,,
2017-11-09T06:44:33.758Z,,,52,21.6,,,
2017-11-09T06:44:43.758Z,,,52,21.6,,,
2017-11-09T06:45:13.768Z,,25.5,52,21.6,,,
2017-11-09T06:45:23.758Z,,,52,21.6,,,
2017-11-09T06:45:33.772Z,,,52,21.6,,,
2017-11-09T06:45:43.758Z,,,52,21.5,,,
2017-11-09T06:46:13.782Z,,,52,21.5,,,
2017-11-09T06:46:23.761Z,,,52,21.5,,,
2017-11-09T06:46:33.759Z,,,52,21.6,,,
2017-11-09T06:46:43.774Z,,,52,21.6,,,
2017-11-09T06:47:13.824Z,,,52,21.6,,,
2017-11-09T06:47:23.789Z,,,52,21.6,,,
2017-11-09T06:47:43.790Z,,,52,21.6,,,
2017-11-09T06:48:13.769Z,,,52,21.5,,,
2017-11-09T06:48:23.758Z,,,52,21.5,,,
2017-11-09T06:48:43.758Z,,,52,21.5,,,
2017-11-09T06:49:13.768Z,,,52,21.5,,,
2017-11-09T06:49:23.758Z,,,52,21.5,,,
2017-11-09T06:49:33.758Z,,,52,21.5,,,
2017-11-09T06:49:43.758Z,,,52,21.5,,,
2017-11-09T06:50:13.758Z,,,52,21.5,,,
2017-11-09T06:50:23.782Z,,,52,21.5,,,
2017-11-09T06:50:33.758Z,,25.4,52,21.5,,,
2017-11-09T06:50:43.758Z,,,52,21.5,,,
2017-11-09T06:50:53.758Z,,25.5,,,,,
2017-11-09T06:51:13.758Z,,,52,21.5,,,
2017-11-09T06:51:23.758Z,,25.4,52,21.5,,,
2017-11-09T06:51:33.774Z,,25.5,,,,,
2017-11-09T06:51:43.758Z,,,52,21.5,,,
2017-11-09T06:51:53.764Z,,25.4,,,,,
2017-11-09T06:52:13.757Z,,,52,21.5,,,
2017-11-09T06:52:23.758Z,,,52,21.5,,,
2017-11-09T06:52:33.773Z,,,52,21.5,,,
2017-11-09T06:52:43.758Z,,,52,21.5,,,
2017-11-09T06:53:13.759Z,,,52,21.5,,,
2017-11-09T06:53:23.797Z,,,52,21.5,,,
2017-11-09T06:53:43.758Z,,,52,21.5,,,
2017-11-09T06:54:13.758Z,,,52,21.5,,,
2017-11-09T06:54:23.780Z,,,52,21.5,,,
2017-11-09T06:54:33.790Z,,,52,21.5,,,
2017-11-09T06:54:43.758Z,,,52,21.5,,,
2017-11-09T06:55:13.822Z,,,52,21.5,,,
2017-11-09T06:55:23.759Z,,,52,21.5,,,
2017-11-09T06:55:33.816Z,,,52,21.5,,,
2017-11-09T06:55:43.797Z,,,52,21.5,,,
2017-11-09T06:56:13.764Z,,,52,21.5,,,
2017-11-09T06:56:23.768Z,,,52,21.5,,,
2017-11-09T06:56:43.758Z,,,52,21.5,,,
2017-11-09T06:57:13.770Z,,,52,21.5,,,
2017-11-09T06:57:23.758Z,,,52,21.5,,,
2017-11-09T06:57:33.776Z,,25.4,,,,,
2017-11-09T06:57:43.761Z,,,52,21.5,,,
2017-11-09T06:57:53.783Z,,25.3,,,,,
2017-11-09T06:58:13.758Z,,,52,21.5,,,
2017-11-09T06:58:23.758Z,,,52,21.5,,,
2017-11-09T06:58:43.758Z,,,52,21.5,,,
2017-11-09T06:59:13.757Z,,,52,21.5,,,
2017-11-09T06:59:23.758Z,,,52,21.5,,,
2017-11-09T06:59:33.870Z,,,52,21.5,,,
2017-11-09T06:59:43.758Z,,,52,21.5,,,
2017-11-09T07:00:13.771Z,,,52,21.5,,,
2017-11-09T07:00:23.776Z,,,52,21.5,,,
2017-11-09T07:00:33.758Z,,,52,21.5,,,
2017-11-09T07:00:43.770Z,,,52,21.5,,,
2017-11-09T07:01:13.757Z,,,52,21.5,,,
2017-11-09T07:01:23.759Z,,,52,21.5,,,
2017-11-09T07:01:33.769Z,,,52,21.5,,,
2017-11-09T07:01:43.758Z,,,52,21.5,,,
2017-11-09T07:02:13.770Z,,,52,21.5,,,
2017-11-09T07:02:23.757Z,,,52,21.5,,,
2017-11-09T07:02:33.757Z,,,52,21.5,,,
2017-11-09T07:02:43.760Z,,,52,21.5,,,
2017-11-09T07:03:13.758Z,,,52,21.5,,,
2017-11-09T07:03:23.758Z,,,52,21.5,,,
2017-11-09T07:03:33.759Z,,,52,21.5,,,
2017-11-09T07:03:43.757Z,,,52,21.5,,,
2017-11-09T07:04:13.757Z,,25.2,52,21.5,,,
2017-11-09T07:04:23.758Z,,,52,21.5,,,
2017-11-09T07:04:43.759Z,,,52,21.5,,,
2017-11-09T07:05:13.800Z,,,52,21.5,,,
2017-11-09T07:05:23.758Z,,,52,21.5,,,
2017-11-09T07:05:33.757Z,,,52,21.5,,,
2017-11-09T07:05:43.766Z,,,52,21.5,,,
2017-11-09T07:06:13.766Z,,,52,21.5,,,
2017-11-09T07:06:23.762Z,,,52,21.3,,,
2017-11-09T07:06:43.758Z,,,52,21.3,,,
2017-11-09T07:07:13.763Z,,,52,21.5,,,
2017-11-09T07:07:23.757Z,,,52,21.3,,,
2017-11-09T07:07:33.757Z,,,52,21.3,,,
2017-11-09T07:07:43.871Z,,,52,21.3,,,
2017-11-09T07:08:13.758Z,,,52,21.3,,,
2017-11-09T07:08:23.763Z,,,52,21.3,,,
2017-11-09T07:08:43.758Z,,,52,21.3,,,
2017-11-09T07:09:13.762Z,,,52,21.3,,,
2017-11-09T07:09:23.759Z,,,52,21.3,,,
2017-11-09T07:09:33.762Z,,,52,21.3,,,
2017-11-09T07:09:43.758Z,,,52,21.3,,,
2017-11-09T07:10:13.763Z,,,52,21.3,,,
2017-11-09T07:10:23.775Z,,,52,21.3,,,
2017-11-09T07:10:33.757Z,,25.1,52,21.3,,,
2017-11-09T07:10:43.757Z,,,52,21.3,,,
2017-11-09T07:11:13.758Z,,,52,21.3,,,
2017-11-09T07:11:23.757Z,,,52,21.3,,,
2017-11-09T07:11:33.779Z,,,52,21.3,,,
2017-11-09T07:11:43.808Z,,,52,21.3,,,
2017-11-09T07:12:13.794Z,,,52,21.3,,,
2017-11-09T07:12:23.761Z,,,52,21.3,,,
2017-11-09T07:12:43.785Z,,,52,21.3,,,
2017-11-09T07:13:13.765Z,,,52,21.3,,,
2017-11-09T07:13:23.828Z,,,52,21.3,,,
2017-11-09T07:13:43.764Z,,,52,21.3,,,
2017-11-09T07:14:13.789Z,,,52,21.3,,,
2017-11-09T07:14:23.792Z,,,52,21.3,,,
2017-11-09T07:14:43.757Z,,,52,21.3,,,
2017-11-09T07:15:13.776Z,,,52,21.3,,,
2017-11-09T07:15:23.821Z,,,52,21.3,,,
2017-11-09T07:15:33.809Z,,,52,21.3,,,
2017-11-09T07:15:43.781Z,,,52,21.3,,,
2017-11-09T07:16:03.822Z,,,52,21.3,,,
2017-11-09T07:16:13.785Z,,,52,21.3,,,
2017-11-09T07:16:23.804Z,,25.1,52,21.3,,,
2017-11-09T07:16:33.917Z,,,52,21.3,,,
2017-11-09T07:16:43.789Z,,,52,21.3,,,
2017-11-09T07:16:53.784Z,,24.9,52,21.3,,,
2017-11-09T07:17:03.775Z,,24.9,,,,,
2017-11-09T07:17:13.759Z,,25.1,52,21.3,,,
2017-11-09T07:17:23.764Z,,24.9,52,21.3,,,
2017-11-09T07:17:33.801Z,,,52,21.3,,,
2017-11-09T07:17:43.802Z,,25.1,,,,,
2017-11-09T07:17:53.766Z,,24.9,,,,,
2017-11-09T07:18:03.773Z,,,52,21.3,,,
2017-11-09T07:18:13.891Z,,24.9,,,,,
2017-11-09T07:18:23.812Z,,,52,21.3,,,
2017-11-09T07:18:33.848Z,,,52,21.3,,,
2017-11-09T07:18:43.857Z,0,24.9,52,21.3,0,5,0
2017-11-09T07:19:13.774Z,,,52,21.3,,,
2017-11-09T07:19:23.834Z,,,52,21.3,,,
2017-11-09T07:19:33.769Z,,,52,21.3,,,
2017-11-09T07:19:43.786Z,,,52,21.3,,,
2017-11-09T07:20:13.877Z,,,52,21.3,,,
2017-11-09T07:20:23.776Z,,,52,21.3,,,
2017-11-09T07:20:43.757Z,,,52,21.3,,,
2017-11-09T07:21:13.769Z,,,52,21.3,,,
2017-11-09T07:21:23.759Z,,,52,21.3,,,
2017-11-09T07:21:33.850Z,,,52,21.3,,,
2017-11-09T07:21:43.820Z,,,52,21.3,,,
2017-11-09T07:22:13.787Z,,,52,21.3,,,
2017-11-09T07:22:23.843Z,,,52,21.3,,,
2017-11-09T07:22:33.828Z,,,52,21.3,,,
2017-11-09T07:22:43.789Z,,,52,21.3,,,
2017-11-09T07:23:13.855Z,,,52,21.3,,,
2017-11-09T07:23:23.798Z,,,52,21.3,,,
2017-11-09T07:23:33.925Z,,,52,21.3,,,
2017-11-09T07:23:43.855Z,,,52,21.3,,,
2017-11-09T07:24:13.773Z,,,52,21.3,,,
2017-11-09T07:24:23.757Z,,,52,21.3,,,
2017-11-09T07:24:33.778Z,,,52,21.3,,,
2017-11-09T07:24:43.807Z,,,52,21.3,,,
2017-11-09T07:24:53.790Z,,24.8,,,,,
2017-11-09T07:25:13.992Z,,24.9,52,21.3,,,
2017-11-09T07:25:23.794Z,,,52,21.3,,,
2017-11-09T07:25:33.807Z,,24.8,52,21.3,,,
2017-11-09T07:25:43.803Z,,,52,21.3,,,
2017-11-09T07:26:13.791Z,,,52,21.3,,,
2017-11-09T07:26:23.769Z,,,52,21.3,,,
2017-11-09T07:26:43.774Z,,,52,21.3,,,
2017-11-09T07:27:13.800Z,,,52,21.3,,,
2017-11-09T07:27:23.759Z,,,52,21.3,,,
2017-11-09T07:27:33.787Z,,,52,21.3,,,
2017-11-09T07:27:43.782Z,,,52,21.3,,,
2017-11-09T07:28:13.757Z,,,52,21.2,,,
2017-11-09T07:28:23.762Z,,,52,21.3,,,
2017-11-09T07:28:33.762Z,,,52,21.3,,,
2017-11-09T07:28:43.757Z,,,52,21.3,,,
2017-11-09T07:29:13.775Z,,,52,21.3,,,
2017-11-09T07:29:23.757Z,,,52,21.3,,,
2017-11-09T07:29:33.759Z,,,52,21.2,,,
2017-11-09T07:29:43.756Z,,,52,21.2,,,
2017-11-09T07:30:13.796Z,,,52,21.3,,,
2017-11-09T07:30:23.776Z,,,52,21.2,,,
2017-11-09T07:30:33.765Z,0,24.7,52,21.2,2,58,
2017-11-09T07:30:43.757Z,0,26.4,52,21.2,2,,44
2017-11-09T07:30:53.766Z,,31.3,,,,,34
2017-11-09T07:31:03.769Z,,29.5,52,21.2,,,30
2017-11-09T07:31:13.757Z,,26.9,,,,,30
2017-11-09T07:31:23.757Z,,24.5,52,21.3,,,29
2017-11-09T07:31:33.819Z,,23.9,52,21.3,,,
2017-11-09T07:31:43.757Z,,23.5,,,,,
2017-11-09T07:31:53.932Z,,,52,21.3,,,
2017-11-09T07:32:03.769Z,,23.4,,,,,
2017-11-09T07:32:13.768Z,,23.9,52,21.3,,,
2017-11-09T07:32:23.885Z,,24.5,52,21.3,,,29
2017-11-09T07:32:33.757Z,,24.8,52,21.3,,,33
2017-11-09T07:32:43.764Z,,,52,21.3,,,
2017-11-09T07:32:53.758Z,,25.7,,,,,39
2017-11-09T07:33:03.757Z,,26.9,52,21.3,,,45
2017-11-09T07:33:13.757Z,,28.2,52,21.3,,,51
2017-11-09T07:33:23.772Z,,30.9,52,21.3,,,63
2017-11-09T07:33:33.793Z,,32.1,52,21.3,,,69
2017-11-09T07:33:43.848Z,,32.2,,,,,
2017-11-09T07:33:53.756Z,,33.5,52,21.3,,,75
2017-11-09T07:34:03.756Z,,34.8,52,21.3,,,81
2017-11-09T07:34:13.757Z,,36.2,52,21.3,,,88
2017-11-09T07:34:23.763Z,,38.8,52,21.3,,,100
2017-11-09T07:34:33.762Z,,39.2,52,21.3,,,
2017-11-09T07:34:43.758Z,,39.9,,,,,
2017-11-09T07:34:53.756Z,,,52,21.5,,,
2017-11-09T07:35:03.757Z,,40.4,52,21.5,,,
2017-11-09T07:35:13.761Z,,40.9,52,21.5,,,
2017-11-09T07:35:23.849Z,,42,52,21.5,,,
2017-11-09T07:35:33.769Z,,42.2,52,21.5,,,
2017-11-09T07:35:43.780Z,,42.7,52,21.6,,,
2017-11-09T07:36:03.757Z,,43.2,52,21.6,,,
2017-11-09T07:36:13.757Z,,43.7,52,21.6,,,
2017-11-09T07:36:23.768Z,,44.9,52,21.6,,,
2017-11-09T07:36:33.780Z,,45.4,52,21.7,,,
2017-11-09T07:36:43.768Z,,46,,,,,
2017-11-09T07:36:53.756Z,,,52,21.7,,,
2017-11-09T07:37:03.757Z,,47,52,21.7,,,
2017-11-09T07:37:13.761Z,,48,52,21.7,,,
2017-11-09T07:37:23.757Z,,48.8,52,21.9,,,
2017-11-09T07:37:33.760Z,,49.5,52,21.9,,,100
2017-11-09T07:37:43.757Z,,50.2,,,,,
2017-11-09T07:37:53.756Z,,,52,22,,,
2017-11-09T07:38:03.756Z,,51,52,22,,,
2017-11-09T07:38:13.757Z,,51.5,52,22,,,
2017-11-09T07:38:23.757Z,,52.9,52,22.1,,,
2017-11-09T07:38:33.756Z,,53.4,52,22.2,,,
2017-11-09T07:38:43.758Z,,54,,,,,
2017-11-09T07:38:53.756Z,,54.7,52,22.2,,,
2017-11-09T07:39:03.772Z,,55.7,52,22.4,,,
2017-11-09T07:39:13.758Z,0,56.8,52,32.7,0,0,0
2017-11-09T07:39:23.756Z,,61.2,52,31.9,,,
2017-11-09T07:39:33.756Z,,57.8,,,,,
2017-11-09T07:39:43.759Z,,57.2,,,,,
2017-11-09T07:39:53.756Z,,56.9,52,31.9,,,
2017-11-09T07:40:03.756Z,,56.8,52,31.9,,,
2017-11-09T07:40:13.756Z,,57.1,52,31.8,,,
2017-11-09T07:40:23.773Z,0,53.8,52,31.8,2,58,32
2017-11-09T07:40:33.762Z,,53.5,,,,,30
2017-11-09T07:40:43.781Z,,51.7,52,31.6,,,29
2017-11-09T07:40:53.869Z,,49,,,,,30
2017-11-09T07:41:03.825Z,,48.7,52,31.6,,,29
2017-11-09T07:41:13.756Z,,47.6,52,31.6,,,
2017-11-09T07:41:23.763Z,,46.5,52,31.5,,,29
2017-11-09T07:41:33.822Z,,46.8,52,31.5,,,30
2017-11-09T07:41:43.796Z,,47.4,,,,,29
2017-11-09T07:41:53.762Z,,,52,31.4,,,
2017-11-09T07:42:03.765Z,,47.9,52,31.4,,,30
2017-11-09T07:42:13.794Z,,48.1,,,,,29
2017-11-09T07:42:23.793Z,,48.6,52,31.3,,,32
2017-11-09T07:42:33.797Z,,49.2,52,31.3,,,33
2017-11-09T07:42:43.756Z,,49.9,52,31.3,,,36
2017-11-09T07:42:53.756Z,,50,,,,,37
2017-11-09T07:43:03.779Z,,50.5,52,31.3,,,38
2017-11-09T07:43:13.853Z,,51.2,52,31.3,,,40
2017-11-09T07:43:23.759Z,,52.1,52,31.3,,,43
2017-11-09T07:43:33.756Z,,52.7,52,31.2,,,45
2017-11-09T07:43:43.793Z,,53.1,,,,,46
2017-11-09T07:43:53.756Z,,,52,31.2,,,
2017-11-09T07:44:03.762Z,,53.4,,,,,47
2017-11-09T07:44:13.757Z,,53.8,52,31.2,,,48
2017-11-09T07:44:23.756Z,,54.6,52,31.2,,,49
2017-11-09T07:44:33.783Z,,,52,31.2,,,
2017-11-09T07:44:43.759Z,,55.1,,,,,51
2017-11-09T07:45:03.759Z,,55.3,52,31.2,,,52
2017-11-09T07:45:13.796Z,,55.5,52,31.2,,,
2017-11-09T07:45:23.756Z,,56,52,31.2,,,53
2017-11-09T07:45:33.765Z,,56.2,52,31.3,,,54
2017-11-09T07:45:53.803Z,,56.3,52,31.3,,,
2017-11-09T07:46:03.784Z,,,52,31.3,,,
2017-11-09T07:46:13.774Z,,56.7,,,,,
2017-11-09T07:46:23.786Z,,57,52,31.3,,,55
2017-11-09T07:46:33.818Z,,57.2,52,31.3,,,
2017-11-09T07:46:43.778Z,,,52,31.3,,,
2017-11-09T07:46:53.887Z,,57.6,,,,,
2017-11-09T07:47:03.838Z,,,52,31.4,,,
2017-11-09T07:47:13.773Z,,58,,,,,
2017-11-09T07:47:23.757Z,,58.2,52,31.4,,,54
2017-11-09T07:47:33.758Z,,58.3,,,,,53
2017-11-09T07:47:43.756Z,,,52,31.4,,,48
2017-11-09T07:48:03.756Z,,58.2,52,31.5,,,47
2017-11-09T07:48:13.756Z,,,52,31.5,,,
2017-11-09T07:48:23.756Z,,,52,31.6,,,43
2017-11-09T07:48:33.756Z,,,52,31.6,,,42
2017-11-09T07:48:53.830Z,,,52,31.6,,,41
2017-11-09T07:49:13.764Z,,58.1,52,31.8,,,39
2017-11-09T07:49:23.757Z,,58.2,52,31.9,,,38
2017-11-09T07:49:33.756Z,,58.1,,,,,36
2017-11-09T07:49:43.782Z,,,52,31.9,,,
2017-11-09T07:49:53.864Z,,,,,,,35
2017-11-09T07:50:13.756Z,,58.1,52,31.9,,,33
2017-11-09T07:50:23.757Z,,,52,32,,,32
2017-11-09T07:50:33.756Z,,,,,,,31
2017-11-09T07:50:43.772Z,,,52,32.1,,,
2017-11-09T07:50:53.805Z,,,,,,,30
2017-11-09T07:51:13.756Z,,,52,32.1,,,
2017-11-09T07:51:23.757Z,,58.2,52,32.2,,,29
2017-11-09T07:51:33.862Z,,58.3,52,32.2,,,
2017-11-09T07:51:43.756Z,,,52,32.3,,,
2017-11-09T07:51:53.867Z,,58.4,,,,,30
2017-11-09T07:52:13.780Z,,58.5,52,32.3,,,29
2017-11-09T07:52:23.757Z,,58.6,52,32.4,,,
2017-11-09T07:52:33.810Z,,,52,32.4,,,
2017-11-09T07:52:43.788Z,,,52,32.5,,,
2017-11-09T07:52:53.774Z,,58.7,,,,,30
2017-11-09T07:53:13.776Z,,,52,32.5,,,29
2017-11-09T07:53:23.795Z,,58.8,52,32.6,,,
2017-11-09T07:53:43.756Z,,,52,32.7,,,
2017-11-09T07:53:53.757Z,,58.9,,,,,
2017-11-09T07:54:03.772Z,,,52,32.7,,,
2017-11-09T07:54:13.869Z,,,,,,,30
2017-11-09T07:54:23.886Z,,59,52,32.8,,,29
2017-11-09T07:54:33.831Z,,,52,32.9,,,30
2017-11-09T07:54:53.822Z,,,52,32.9,,,29
2017-11-09T07:55:13.837Z,,59.1,52,32.9,,,
2017-11-09T07:55:23.756Z,,,52,33.1,,,
2017-11-09T07:55:33.775Z,,59.3,52,33.1,,,30
2017-11-09T07:55:43.819Z,,,52,33.2,,,
2017-11-09T07:56:13.787Z,,59.4,52,33.2,,,29
2017-11-09T07:56:23.777Z,,,52,33.3,,,
2017-11-09T07:56:33.771Z,,59.5,52,33.3,,,
2017-11-09T07:56:43.776Z,,,52,33.4,,,
2017-11-09T07:56:53.762Z,,,,,,,30
2017-11-09T07:57:13.772Z,,59.6,52,33.4,,,29
2017-11-09T07:57:23.770Z,,,52,33.5,,,30
2017-11-09T07:57:33.772Z,,59.7,52,33.5,,,29
2017-11-09T07:57:43.757Z,,,52,33.6,,,
2017-11-09T07:58:13.831Z,,59.8,52,33.6,,,30
2017-11-09T07:58:23.792Z,,,52,33.7,,,29
2017-11-09T07:58:33.802Z,,59.9,,,,,29
2017-11-09T07:58:43.798Z,,,52,33.8,,,
2017-11-09T07:58:53.771Z,,59.9,52,33.8,,,29
2017-11-09T07:59:03.781Z,,60,52,33.9,,,
2017-11-09T07:59:13.778Z,,60,,,,,29
2017-11-09T07:59:23.763Z,,60,52,33.9,,,
2017-11-09T07:59:33.774Z,,,52,33.9,,,
2017-11-09T07:59:43.807Z,,60,,,,,
2017-11-09T08:00:03.787Z,,60.1,52,34,,,
2017-11-09T08:00:13.830Z,,,52,34,,,
2017-11-09T08:00:23.804Z,,60.2,52,34.1,,,
2017-11-09T08:00:33.795Z,,,52,34.1,,,
2017-11-09T08:00:43.810Z,,,,,,,30
2017-11-09T08:00:53.865Z,,,52,34.2,,,29
2017-11-09T08:01:13.778Z,,60.4,52,34.2,,,30
2017-11-09T08:01:23.823Z,,,52,34.3,,,29
2017-11-09T08:01:33.819Z,,60.5,52,34.3,,,30
2017-11-09T08:01:43.801Z,,,52,34.4,,,
2017-11-09T08:02:13.824Z,,60.6,52,34.4,,,29
2017-11-09T08:02:23.856Z,,,52,34.5,,,
2017-11-09T08:02:33.881Z,,,52,34.5,,,29
2017-11-09T08:02:43.843Z,,,52,34.6,,,
2017-11-09T08:02:53.819Z,,60.7,,,,,30
2017-11-09T08:03:13.785Z,,,52,34.6,,,30
2017-11-09T08:03:23.802Z,,,52,34.7,,,29
2017-11-09T08:03:33.804Z,,60.8,,,,,
2017-11-09T08:03:43.796Z,,,52,34.7,,,
2017-11-09T08:03:53.788Z,,,,,,,30
2017-11-09T08:04:13.790Z,,60.9,52,34.8,,,30
2017-11-09T08:04:23.793Z,,60.9,52,34.8,,,30
2017-11-09T08:04:33.798Z,,61.1,52,34.9,,,
2017-11-09T08:05:03.781Z,,,52,34.9,,,29
2017-11-09T08:05:13.798Z,,,52,35.1,,,
2017-11-09T08:05:23.757Z,,61.2,52,35.1,,,
2017-11-09T08:05:33.756Z,,,52,35.2,,,
2017-11-09T08:05:53.834Z,,,52,35.2,,,
2017-11-09T08:06:13.767Z,,61.3,52,35.2,,,30
2017-11-09T08:06:23.759Z,,,52,35.3,,,29
2017-11-09T08:06:33.756Z,,61.4,52,35.3,,,30
2017-11-09T08:06:43.777Z,,,52,35.4,,,
2017-11-09T08:07:13.796Z,,,52,35.4,,,29
2017-11-09T08:07:23.809Z,,61.5,52,35.4,,,30
2017-11-09T08:07:33.797Z,,,52,35.5,,,29
2017-11-09T08:07:43.762Z,,,52,35.5,,,
2017-11-09T08:08:13.781Z,,61.6,52,35.6,,,29
2017-11-09T08:08:23.791Z,,,52,35.6,,,
2017-11-09T08:08:33.757Z,,,52,35.6,,,
2017-11-09T08:08:43.757Z,,,52,35.7,,,
2017-11-09T08:09:13.761Z,,61.8,52,35.7,,,30
2017-11-09T08:09:23.757Z,,,52,35.8,,,
2017-11-09T08:09:33.757Z,,61.9,,,,,29
2017-11-09T08:09:43.759Z,,,52,35.9,,,
2017-11-09T08:10:03.756Z,,,52,35.9,,,29
2017-11-09T08:10:13.756Z,0,,52,35.9,2,,
2017-11-09T08:10:23.756Z,0,58,52,35.9,2,,0
2017-11-09T08:10:33.757Z,,57.9,52,36,,,
2017-11-09T08:10:43.758Z,,57.4,,,,,
2017-11-09T08:10:53.757Z,,,52,36,,,
2017-11-09T08:11:03.756Z,,57.2,,,,,
2017-11-09T08:11:13.756Z,,57.1,52,36,,,
2017-11-09T08:11:23.756Z,,57,52,36.1,,,
2017-11-09T08:11:33.761Z,,56.8,,,,,
2017-11-09T08:11:43.756Z,,,52,36.1,,,
2017-11-09T08:11:53.761Z,,56.6,,,,,
2017-11-09T08:12:03.756Z,,,52,36.2,,,
2017-11-09T08:12:13.755Z,,56.3,,,,,
2017-11-09T08:12:23.756Z,,56.2,52,36.2,,,
2017-11-09T08:12:33.762Z,,55.9,,,,,
2017-11-09T08:12:43.756Z,,,52,36.2,,,
2017-11-09T08:12:53.765Z,,55.6,,,,,
2017-11-09T08:13:03.755Z,,,52,36.2,,,
2017-11-09T08:13:13.770Z,,55.3,,,,,
2017-11-09T08:13:24.071Z,,55.1,52,36.3,,,
2017-11-09T08:13:33.755Z,,54.8,,,,,
2017-11-09T08:13:43.846Z,,,52,36.3,,,
2017-11-09T08:13:53.756Z,,54.7,,,,,
2017-11-09T08:14:03.813Z,,,52,36.3,,,
2017-11-09T08:14:13.863Z,,54.4,,,,,
2017-11-09T08:14:23.842Z,,54,52,36.4,,,
2017-11-09T08:14:33.756Z,,53.8,,,,,
2017-11-09T08:14:43.756Z,,,52,36.4,,,
2017-11-09T08:14:53.755Z,,53.7,,,,,
2017-11-09T08:15:13.816Z,,53.4,52,36.4,,,
2017-11-09T08:15:23.817Z,,53.2,52,36.4,,,
2017-11-09T08:15:33.824Z,,53,,,,,
2017-11-09T08:15:43.826Z,,52.8,52,36.4,,,
2017-11-09T08:16:03.931Z,,52.7,52,36.4,,,
2017-11-09T08:16:13.838Z,,52.4,52,36.4,,,
2017-11-09T08:16:23.832Z,0,51.9,52,36.5,2,,
2017-11-09T08:16:33.802Z,,52,,,,,44
2017-11-09T08:16:43.772Z,,,52,36.5,,,
2017-11-09T08:16:53.756Z,,54.6,,,,,42
2017-11-09T08:17:03.797Z,,56.3,,,,,34
2017-11-09T08:17:13.755Z,,,52,36.5,,,
2017-11-09T08:17:23.778Z,,56.4,52,36.5,,,29
2017-11-09T08:17:33.756Z,,,52,36.5,,,
2017-11-09T08:17:43.862Z,,56.3,,,,,
2017-11-09T08:17:53.755Z,,56.4,52,36.5,,,
2017-11-09T08:18:13.756Z,,56.6,52,36.5,,,30
2017-11-09T08:18:23.774Z,,56.7,52,36.5,,,29
2017-11-09T08:18:33.763Z,,,,,,,30
2017-11-09T08:18:43.761Z,,,52,36.5,,,
2017-11-09T08:18:54.016Z,0,56.8,,,2,58,29
2017-11-09T08:19:03.756Z,,,52,36.5,,,
2017-11-09T08:19:13.837Z,,56.9,,,,,
2017-11-09T08:19:23.756Z,,57,52,36.5,,,29
2017-11-09T08:19:33.755Z,,,52,36.6,,,
2017-11-09T08:19:53.761Z,,,52,36.6,,,30
2017-11-09T08:20:13.755Z,,57.1,52,36.6,,,30
2017-11-09T08:20:23.761Z,,,52,36.6,,,29
2017-11-09T08:20:33.763Z,,57.2,,,,,29
2017-11-09T08:20:43.755Z,,,52,36.6,,,
2017-11-09T08:20:53.848Z,,57.3,,,,,
2017-11-09T08:21:13.760Z,,57.4,52,36.6,,,30
2017-11-09T08:21:23.757Z,,57.6,52,36.6,,,
2017-11-09T08:21:33.763Z,,57.7,52,36.6,,,29
