Time,HwTOutlet,PrimT,ChActive,HwActive,PrimTSet,ActPow,HwTSet
2017-11-30T03:56:01.001Z,30.7,,,,,,52
2017-11-30T03:56:11.001Z,30.7,,,,,,52
2017-11-30T03:56:21.002Z,,39.4,,,,,
2017-11-30T03:56:31.002Z,30.7,39.3,,,,,52
2017-11-30T03:56:41.002Z,30.7,,,,,,52
2017-11-30T03:56:51.002Z,30.7,39.2,,,,,52
2017-11-30T03:57:01.002Z,30.7,,,,,,52
2017-11-30T03:57:11.002Z,30.7,,,,,,52
2017-11-30T03:57:21.003Z,30.7,,,,,,52
2017-11-30T03:57:31.007Z,30.8,,,,,,52
2017-11-30T03:57:41.001Z,30.8,,,,,,52
2017-11-30T03:57:51.007Z,30.8,39.1,,,,,52
2017-11-30T03:58:11.002Z,30.8,,,,,,52
2017-11-30T03:58:21.008Z,30.8,,,,,,52
2017-11-30T03:58:31.006Z,30.8,39.1,1,0,58,0,52
2017-11-30T03:58:41.002Z,30.8,,,,,,52
2017-11-30T03:58:51.003Z,30.8,,,,,,52
2017-11-30T03:59:01.005Z,30.8,,,,,,52
2017-11-30T03:59:11.004Z,30.8,,,,,,52
2017-11-30T03:59:21.004Z,30.8,39.2,,,,,52
2017-11-30T03:59:31.003Z,30.8,,,,,,52
2017-11-30T03:59:41.004Z,30.8,,,,,,52
2017-11-30T03:59:51.002Z,30.8,,,,,,52
2017-11-30T04:00:01.006Z,30.8,39.3,,,,,52
2017-11-30T04:00:11.005Z,30.8,,,,,,52
2017-11-30T04:00:21.002Z,30.8,,,,,,52
2017-11-30T04:00:31.002Z,30.8,39.4,,,,,52
2017-11-30T04:00:41.007Z,30.8,,,,,,52
2017-11-30T04:00:51.003Z,30.8,,,,,,52
2017-11-30T04:01:01.004Z,30.8,,,,,,52
2017-11-30T04:01:11.002Z,30.8,39.5,,,,,52
2017-11-30T04:01:21.002Z,30.8,,,,,,52
2017-11-30T04:01:31.005Z,30.8,,,,,,52
2017-11-30T04:01:41.003Z,30.8,,,,,,52
2017-11-30T04:01:51.005Z,30.8,,,,,,52
2017-11-30T04:02:11.007Z,30.8,,,,,,52
2017-11-30T04:02:21.006Z,30.8,39.6,,,,,52
2017-11-30T04:02:31.003Z,30.9,,,,,,52
2017-11-30T04:02:41.003Z,30.9,,,,,,52
2017-11-30T04:02:51.030Z,30.9,,,,,,52
2017-11-30T04:03:11.003Z,30.8,,,,,,52
2017-11-30T04:03:21.004Z,30.8,,,,,,52
2017-11-30T04:03:41.003Z,30.8,,,,,,52
2017-11-30T04:03:51.007Z,30.8,,,,,,52
2017-11-30T04:04:01.006Z,30.9,39.5,,,,,52
2017-11-30T04:04:11.007Z,30.9,,,,,,52
2017-11-30T04:04:21.003Z,30.8,,,,,,52
2017-11-30T04:04:41.010Z,30.8,,,,,,52
2017-11-30T04:04:51.008Z,30.8,,,,,,52
2017-11-30T04:05:11.004Z,30.8,,,,,,52
2017-11-30T04:05:21.005Z,30.9,,,,,,52
2017-11-30T04:05:41.004Z,30.8,39.4,,,,,52
2017-11-30T04:05:51.005Z,30.8,,,,,,52
2017-11-30T04:06:11.003Z,30.8,,,,,,52
2017-11-30T04:06:21.005Z,30.8,,,,,,52
2017-11-30T04:06:41.006Z,30.8,,,,,,52
2017-11-30T04:06:51.009Z,30.8,,,,,,52
2017-11-30T04:07:01.007Z,,39.3,,,,,
2017-11-30T04:07:11.004Z,30.8,,,,,,52
2017-11-30T04:07:21.003Z,30.8,,,,,,52
2017-11-30T04:07:41.004Z,30.8,,,,,,52
2017-11-30T04:07:51.004Z,30.8,,,,,,52
2017-11-30T04:08:11.006Z,30.8,39.2,,,,,52
2017-11-30T04:08:21.003Z,30.8,,,,,,52
2017-11-30T04:08:41.004Z,30.8,,,,,,52
2017-11-30T04:08:51.004Z,30.8,,,,,,52
2017-11-30T04:09:11.004Z,30.8,39.1,,,,,52
2017-11-30T04:09:21.004Z,30.8,,,,,,52
2017-11-30T04:09:41.004Z,30.8,,,,,,52
2017-11-30T04:09:51.004Z,30.8,,,,,,52
2017-11-30T04:10:11.004Z,30.7,,,,,,52
2017-11-30T04:10:21.004Z,,38.9,,,,,
2017-11-30T04:10:31.004Z,30.8,,,,,,52
2017-11-30T04:10:41.003Z,30.7,,,,,,52
2017-11-30T04:10:51.004Z,30.7,,,,,,52
2017-11-30T04:11:11.004Z,30.7,,,,,,52
2017-11-30T04:11:21.004Z,30.7,,,,,,52
2017-11-30T04:11:31.005Z,,38.8,,,,,
2017-11-30T04:11:41.003Z,30.7,,,,,,52
2017-11-30T04:11:51.004Z,30.7,,,,,,52
2017-11-30T04:12:11.007Z,30.7,40.2,1,0,,43,52
2017-11-30T04:12:21.004Z,30.7,45,,,,30,52
2017-11-30T04:12:31.012Z,30.7,41.6,,,,29,52
2017-11-30T04:12:41.004Z,30.7,39.8,,,,30,52
2017-11-30T04:12:51.014Z,30.7,37.9,,,,29,52
2017-11-30T04:13:01.003Z,30.7,37.3,,,,29,52
2017-11-30T04:13:11.004Z,30.7,,,,,,52
2017-11-30T04:13:21.004Z,30.7,37.4,,,,,52
2017-11-30T04:13:31.004Z,,38.3,,,,30,
2017-11-30T04:13:41.006Z,30.7,,,,,,52
2017-11-30T04:13:51.009Z,30.7,38.6,,,,29,52
2017-11-30T04:14:01.004Z,,38.7,,,,,
2017-11-30T04:14:11.004Z,30.7,38.8,,,,,52
2017-11-30T04:14:21.005Z,,39.1,,,,29,
2017-11-30T04:14:31.004Z,30.7,39.3,,,,30,52
2017-11-30T04:14:51.004Z,30.7,39.5,,,,29,52
2017-11-30T04:15:01.018Z,30.7,39.9,,,,,52
2017-11-30T04:15:11.062Z,30.7,40.1,,,,,52
2017-11-30T04:15:21.004Z,30.7,,,,,,52
2017-11-30T04:15:31.004Z,,40.3,,,,,
2017-11-30T04:15:41.005Z,30.7,40.6,,,,30,52
2017-11-30T04:15:51.004Z,30.7,40.8,,,,29,52
2017-11-30T04:16:01.004Z,30.7,,,,,,52
2017-11-30T04:16:11.004Z,,41,,,,29,
2017-11-30T04:16:21.004Z,30.7,,,,,,52
2017-11-30T04:16:31.003Z,,41.2,,,,,
2017-11-30T04:16:41.006Z,30.7,41.5,,,,30,52
2017-11-30T04:16:51.004Z,30.7,41.6,,,,29,52
2017-11-30T04:17:01.004Z,30.7,,,,,,52
2017-11-30T04:17:11.004Z,,41.7,,,,,
2017-11-30T04:17:21.004Z,30.7,42,,,,29,52
2017-11-30T04:17:31.007Z,30.7,,,,,,52
2017-11-30T04:17:41.004Z,,42.1,,,,30,
2017-11-30T04:17:51.065Z,30.7,42.2,,,,29,52
2017-11-30T04:18:01.005Z,30.7,42.6,,,,30,52
2017-11-30T04:18:11.004Z,30.7,,,,,,52
2017-11-30T04:18:21.004Z,,42.7,,,,29,
2017-11-30T04:18:31.004Z,30.7,43,,,,29,52
2017-11-30T04:18:41.004Z,30.7,42.3,1,0,,0,52
2017-11-30T04:18:51.004Z,30.7,39.9,,,,,52
2017-11-30T04:19:01.006Z,30.7,38.6,,,,,52
2017-11-30T04:19:11.004Z,30.8,38.2,,,,,52
2017-11-30T04:19:21.004Z,30.8,,,,,,52
2017-11-30T04:19:31.006Z,,38.1,,,,,
2017-11-30T04:19:41.008Z,30.8,,,,,,52
2017-11-30T04:19:51.004Z,30.8,,,,,,52
2017-11-30T04:20:01.004Z,30.8,,,,,,52
2017-11-30T04:20:11.009Z,,37.9,,,,,
2017-11-30T04:20:21.009Z,30.8,,,,,,52
2017-11-30T04:20:31.004Z,30.8,37.7,,,,,52
2017-11-30T04:20:41.004Z,30.8,37.6,,,,,52
2017-11-30T04:20:51.004Z,30.8,,,,,,52
2017-11-30T04:21:01.004Z,30.8,,,,,,52
2017-11-30T04:21:21.004Z,30.8,37.5,,,,,52
2017-11-30T04:21:31.005Z,30.8,,,,,,52
2017-11-30T04:21:41.010Z,,37.4,,,,,
2017-11-30T04:21:51.004Z,30.8,,,,,,52
2017-11-30T04:22:01.004Z,30.8,,,,,,52
2017-11-30T04:22:11.007Z,30.8,,,,,,52
2017-11-30T04:22:21.004Z,30.8,37.3,,,,,52
2017-11-30T04:22:31.004Z,30.8,,,,,,52
2017-11-30T04:22:51.010Z,30.8,,,,,,52
2017-11-30T04:23:01.005Z,30.8,,,,,,52
2017-11-30T04:23:11.009Z,30.8,,,,,,52
2017-11-30T04:23:31.009Z,30.8,,,,,,52
2017-11-30T04:23:41.006Z,30.8,,,,,,52
2017-11-30T04:24:01.004Z,30.8,,,,,,52
2017-11-30T04:24:11.005Z,30.9,,,,,,52
2017-11-30T04:24:31.008Z,30.9,37.4,,,,,52
2017-11-30T04:24:41.004Z,30.9,,,,,,52
2017-11-30T04:24:51.004Z,30.9,,,,,,52
2017-11-30T04:25:01.007Z,30.8,,,,,,52
2017-11-30T04:25:11.007Z,30.8,37.5,,,,,52
2017-11-30T04:25:21.004Z,30.8,,,,,,52
2017-11-30T04:25:31.004Z,30.8,,,,,,52
2017-11-30T04:25:41.007Z,30.8,,,,,,52
2017-11-30T04:25:51.007Z,30.8,37.6,,,,,52
2017-11-30T04:26:01.020Z,30.8,,,,,,52
2017-11-30T04:26:11.011Z,30.8,,,,,,52
2017-11-30T04:26:21.004Z,30.8,,,,,,52
2017-11-30T04:26:31.008Z,30.8,,,,,,52
2017-11-30T04:26:41.008Z,30.8,37.7,,,,,52
2017-11-30T04:26:51.009Z,30.8,,,,,,52
2017-11-30T04:27:01.004Z,30.8,,,,,,52
2017-11-30T04:27:11.007Z,30.8,,,,,,52
2017-11-30T04:27:21.008Z,30.8,,,,,,52
2017-11-30T04:27:31.010Z,30.8,,,,,,52
2017-11-30T04:27:41.004Z,30.8,,,,,,52
2017-11-30T04:27:51.007Z,30.8,,,,,,52
2017-11-30T04:28:01.004Z,30.8,,,,,,52
2017-11-30T04:28:11.004Z,30.8,,,,,,52
2017-11-30T04:28:21.004Z,30.8,,,,,,52
2017-11-30T04:28:31.009Z,30.8,,,,,,52
2017-11-30T04:28:41.004Z,30.8,,,,,,52
2017-11-30T04:28:51.004Z,30.8,,,,,,52
2017-11-30T04:29:01.004Z,30.8,,,,,,52
2017-11-30T04:29:11.004Z,30.8,,,,,,52
2017-11-30T04:29:21.004Z,30.8,,,,,,52
2017-11-30T04:29:31.004Z,30.8,,,,,,52
2017-11-30T04:29:41.004Z,30.8,,,,,,52
2017-11-30T04:29:51.004Z,30.8,,,,,,52
2017-11-30T04:30:01.011Z,30.7,,,,,,52
2017-11-30T04:30:11.005Z,30.7,,,,,,52
2017-11-30T04:30:21.005Z,30.7,,,,,,52
2017-11-30T04:30:31.005Z,30.7,,,,,,52
2017-11-30T04:30:41.004Z,30.7,,,,,,52
2017-11-30T04:30:51.007Z,30.7,,,,,,52
2017-11-30T04:31:01.010Z,30.7,,,,,,52
2017-11-30T04:31:11.007Z,30.7,,,,,,52
2017-11-30T04:31:21.005Z,30.7,37.6,,,,,52
2017-11-30T04:31:31.004Z,30.7,,,,,,52
2017-11-30T04:31:41.004Z,30.7,,,,,,52
2017-11-30T04:31:51.004Z,30.7,,,,,,52
2017-11-30T04:32:01.005Z,30.7,,,,,,52
2017-11-30T04:32:11.010Z,30.7,,,,,,52
2017-11-30T04:32:21.004Z,30.7,,,,,,52
2017-11-30T04:32:31.004Z,30.7,,,,,,52
2017-11-30T04:32:41.008Z,30.7,,,,,,52
2017-11-30T04:32:51.004Z,30.7,,,,,,52
2017-11-30T04:33:01.004Z,30.7,37.5,,,,,52
2017-11-30T04:33:11.007Z,30.7,,,,,,52
2017-11-30T04:33:21.005Z,30.7,,,,,,52
2017-11-30T04:33:31.005Z,30.7,,,,,,52
2017-11-30T04:33:41.057Z,30.6,,,,,,52
2017-11-30T04:33:51.009Z,30.6,,,,,,52
2017-11-30T04:34:01.005Z,30.6,39.2,1,0,,42,52
2017-11-30T04:34:11.027Z,30.6,43,,,,34,52
2017-11-30T04:34:21.004Z,30.6,40.9,,,,29,52
2017-11-30T04:34:31.005Z,30.6,39.9,,,,29,52
2017-11-30T04:34:41.004Z,30.6,37.9,,,,30,52
2017-11-30T04:34:51.008Z,30.6,37.6,,,,29,52
2017-11-30T04:35:01.004Z,30.6,37.2,,,,,52
2017-11-30T04:35:11.004Z,30.6,37.4,,,,,52
2017-11-30T04:35:21.005Z,30.6,38,,,,30,52
2017-11-30T04:35:31.004Z,30.6,38.2,,,,29,52
2017-11-30T04:35:41.006Z,30.6,38.4,,,,,52
2017-11-30T04:35:51.004Z,30.6,38.5,,,,,52
2017-11-30T04:36:01.004Z,30.6,38.6,,,,,52
2017-11-30T04:36:11.004Z,30.6,38.8,,,,,52
2017-11-30T04:36:21.004Z,30.6,39.1,,,,,52
2017-11-30T04:36:31.004Z,30.6,39.2,,,,30,52
2017-11-30T04:36:41.008Z,30.6,39.4,,,,29,52
2017-11-30T04:36:51.010Z,30.6,39.6,,,,30,52
2017-11-30T04:37:01.004Z,30.6,39.8,,,,29,52
2017-11-30T04:37:11.004Z,30.6,40,,,,29,52
2017-11-30T04:37:21.004Z,30.6,40.1,,,,,52
2017-11-30T04:37:31.009Z,30.6,40.3,,,,30,52
2017-11-30T04:37:41.007Z,30.6,40.4,,,,29,52
2017-11-30T04:37:51.008Z,30.6,40.5,,,,,52
2017-11-30T04:38:01.004Z,30.6,40.7,,,,,52
2017-11-30T04:38:11.004Z,30.6,40.8,,,,,52
2017-11-30T04:38:21.004Z,30.6,41,,,,29,52
2017-11-30T04:38:31.004Z,30.6,41.1,,,,,52
2017-11-30T04:38:41.004Z,30.6,41.2,,,,30,52
2017-11-30T04:38:51.004Z,30.6,41.4,,,,29,52
2017-11-30T04:39:01.004Z,30.6,41.5,,,,,52
2017-11-30T04:39:11.009Z,30.6,41.6,,,,,52
2017-11-30T04:39:21.005Z,30.6,41.8,,,,,52
2017-11-30T04:39:31.004Z,30.6,42,,,,,52
2017-11-30T04:39:41.004Z,30.6,41.7,1,0,,0,52
2017-11-30T04:39:51.005Z,30.6,39.9,,,,,52
2017-11-30T04:40:01.004Z,30.6,37.9,,,,,52
2017-11-30T04:40:11.004Z,30.7,37.5,,,,,52
2017-11-30T04:40:21.005Z,30.6,37.4,,,,,52
2017-11-30T04:40:31.009Z,30.6,37.3,,,,,52
2017-11-30T04:40:41.004Z,30.7,,,,,,52
2017-11-30T04:40:51.013Z,30.7,,,,,,52
2017-11-30T04:41:01.004Z,30.7,,,,,,52
2017-11-30T04:41:11.012Z,30.7,37.2,,,,,52
2017-11-30T04:41:21.005Z,30.7,36.9,,,,,52
2017-11-30T04:41:31.004Z,30.7,36.8,,,,,52
2017-11-30T04:41:41.008Z,30.7,,,,,,52
2017-11-30T04:41:51.005Z,30.7,36.7,,,,,52
2017-11-30T04:42:01.004Z,30.7,,,,,,52
2017-11-30T04:42:11.005Z,30.7,,,,,,52
2017-11-30T04:42:21.010Z,30.7,,,,,,52
2017-11-30T04:42:31.004Z,30.7,36.6,,,,,52
2017-11-30T04:42:41.004Z,30.7,36.5,,,,,52
2017-11-30T04:42:51.005Z,30.7,,,,,,52
2017-11-30T04:43:01.004Z,30.7,,,,,,52
2017-11-30T04:43:11.004Z,30.7,,,,,,52
2017-11-30T04:43:21.005Z,30.7,,,,,,52
2017-11-30T04:43:31.004Z,30.7,,,,,,52
2017-11-30T04:43:41.004Z,30.7,,,,,,52
2017-11-30T04:43:51.005Z,30.7,,,,,,52
2017-11-30T04:44:01.004Z,30.7,,,,,,52
2017-11-30T04:44:11.004Z,30.7,,,,,,52
2017-11-30T04:44:21.005Z,30.7,36.4,,,,,52
2017-11-30T04:44:31.005Z,30.7,,,,,,52
2017-11-30T04:44:41.005Z,30.7,36.5,,,,,52
2017-11-30T04:44:51.007Z,30.7,,,,,,52
2017-11-30T04:45:01.005Z,30.7,,,,,,52
2017-11-30T04:45:11.010Z,30.7,41.3,1,0,,38,52
2017-11-30T04:45:21.004Z,30.7,43.9,,,,29,52
2017-11-30T04:45:31.006Z,30.7,42.8,,,,29,52
2017-11-30T04:45:41.028Z,30.7,41.8,,,,29,52
2017-11-30T04:45:51.006Z,30.7,41.3,,,,,52
2017-11-30T04:46:01.008Z,30.7,40.9,,,,,52
2017-11-30T04:46:11.007Z,30.7,40.8,,,,30,52
2017-11-30T04:46:21.010Z,30.7,41,,,,29,52
2017-11-30T04:46:31.006Z,30.7,41.3,,,,30,52
2017-11-30T04:46:41.006Z,30.7,41.5,,,,,52
2017-11-30T04:46:51.009Z,30.7,41.7,,,,,52
2017-11-30T04:47:01.009Z,30.7,,,,,29,52
2017-11-30T04:47:11.004Z,30.7,41.8,,,,,52
2017-11-30T04:47:21.004Z,30.7,42,,,,30,52
2017-11-30T04:47:31.006Z,30.7,41.8,1,0,,0,52
2017-11-30T04:47:41.005Z,30.7,39.9,,,,,52
2017-11-30T04:47:51.007Z,30.7,37.9,,,,,52
2017-11-30T04:48:01.007Z,30.7,37.5,,,,,52
2017-11-30T04:48:11.007Z,30.7,37.4,,,,,52
2017-11-30T04:48:21.006Z,30.8,37.2,,,,,52
2017-11-30T04:48:31.008Z,30.7,37.1,,,,,52
2017-11-30T04:48:41.005Z,30.7,,,,,,52
2017-11-30T04:48:51.007Z,30.7,36.9,,,,,52
2017-11-30T04:49:01.005Z,30.7,,,,,,52
2017-11-30T04:49:11.009Z,30.7,,,,,,52
2017-11-30T04:49:21.059Z,30.8,36.7,,,,,52
2017-11-30T04:49:31.049Z,30.8,36.6,,,,,52
2017-11-30T04:49:41.011Z,30.8,,,,,,52
2017-11-30T04:49:51.008Z,30.7,36.5,,,,,52
2017-11-30T04:50:01.005Z,30.8,,,,,,52
2017-11-30T04:50:11.005Z,30.8,,,,,,52
2017-11-30T04:50:21.004Z,30.8,,,,,,52
2017-11-30T04:50:31.010Z,30.8,36.4,,,,,52
2017-11-30T04:50:41.009Z,30.8,,,,,,52
2017-11-30T04:50:51.005Z,30.8,,,,,,52
2017-11-30T04:51:01.009Z,30.8,36.3,,,,,52
2017-11-30T04:51:11.004Z,30.8,,,,,,52
2017-11-30T04:51:21.009Z,30.8,,,,,,52
2017-11-30T04:51:31.004Z,30.8,,,,,,52
2017-11-30T04:51:41.005Z,30.8,,,,,,52
2017-11-30T04:51:51.005Z,30.7,,,,,,52
2017-11-30T04:52:01.005Z,30.8,,,,,,52
2017-11-30T04:52:11.005Z,30.8,,,,,,52
2017-11-30T04:52:21.004Z,30.8,,,,,,52
2017-11-30T04:52:31.004Z,30.8,,,,,,52
2017-11-30T04:52:41.009Z,30.7,,,,,,52
2017-11-30T04:52:51.005Z,30.8,,,,,,52
2017-11-30T04:53:01.010Z,30.8,,,,,,52
2017-11-30T04:53:11.006Z,30.7,,,,,,52
2017-11-30T04:53:21.004Z,30.8,,,,,,52
2017-11-30T04:53:31.007Z,30.7,,,,,,52
2017-11-30T04:53:41.005Z,30.7,,,,,,52
2017-11-30T04:53:51.005Z,30.7,36.4,,,,,52
2017-11-30T04:54:01.008Z,30.7,,,,,,52
2017-11-30T04:54:11.004Z,30.7,,,,,,52
2017-11-30T04:54:21.004Z,30.7,,,,,,52
2017-11-30T04:54:31.005Z,30.7,,,,,,52
2017-11-30T04:54:41.005Z,30.7,,,,,,52
2017-11-30T04:54:51.005Z,30.7,36.5,,,,,52
2017-11-30T04:55:01.004Z,30.7,,,,,,52
2017-11-30T04:55:11.005Z,30.7,,,,,,52
2017-11-30T04:55:21.004Z,30.7,,,,,,52
2017-11-30T04:55:31.004Z,30.7,,,,,,52
2017-11-30T04:55:41.005Z,30.7,,,,,,52
2017-11-30T04:55:51.005Z,30.7,36.6,,,,,52
2017-11-30T04:56:01.005Z,30.7,,,,,,52
2017-11-30T04:56:11.005Z,30.7,,,,,,52
2017-11-30T04:56:21.005Z,30.7,,,,,,52
2017-11-30T04:56:31.004Z,30.7,,,,,,52
2017-11-30T04:56:41.005Z,30.7,,,,,,52
2017-11-30T04:56:51.005Z,30.7,,,,,,52
2017-11-30T04:57:01.006Z,30.7,,,,,,52
2017-11-30T04:57:11.005Z,30.7,,,,,,52
2017-11-30T04:57:21.009Z,30.7,,,,,,52
2017-11-30T04:57:31.005Z,30.7,,,,,,52
2017-11-30T04:57:41.005Z,30.6,,,,,,52
2017-11-30T04:57:51.005Z,30.7,,,,,,52
2017-11-30T04:58:01.005Z,30.6,,,,,,52
2017-11-30T04:58:11.005Z,30.6,,,,,,52
2017-11-30T04:58:21.004Z,30.6,,,,,,52
2017-11-30T04:58:31.005Z,30.6,,,,,,52
2017-11-30T04:58:41.005Z,30.6,36.6,1,0,58,0,52
2017-11-30T04:58:51.008Z,30.6,,,,,,52
2017-11-30T04:59:01.008Z,30.6,,,,,,52
2017-11-30T04:59:11.008Z,30.6,,,,,,52
2017-11-30T04:59:21.004Z,30.6,,,,,,52
2017-11-30T04:59:31.005Z,30.6,,,,,,52
2017-11-30T04:59:41.005Z,30.6,,,,,,52
2017-11-30T04:59:51.005Z,30.6,,,,,,52
2017-11-30T05:00:01.010Z,30.6,,,,,,52
2017-11-30T05:00:11.005Z,30.6,36.5,,,,,52
2017-11-30T05:00:21.004Z,30.6,,,,,,52
2017-11-30T05:00:31.004Z,30.6,,,,,,52
2017-11-30T05:00:41.004Z,30.6,,,,,,52
2017-11-30T05:00:51.007Z,30.6,,,,,,52
2017-11-30T05:01:01.012Z,30.4,,1,0,,,52
2017-11-30T05:01:11.010Z,30.4,42.1,,,,36,52
2017-11-30T05:01:21.004Z,30.4,41.6,,,,30,52
2017-11-30T05:01:31.005Z,30.4,39.9,,,,29,52
2017-11-30T05:01:41.004Z,30.4,38.9,,,,29,52
2017-11-30T05:01:51.004Z,30.4,37.7,,,,30,52
2017-11-30T05:02:01.005Z,30.4,37.4,,,,29,52
2017-11-30T05:02:11.007Z,30.4,,,,,,52
2017-11-30T05:02:21.004Z,30.4,38,,,,30,52
2017-11-30T05:02:31.005Z,30.4,38.2,,,,29,52
2017-11-30T05:02:41.004Z,30.4,38.5,,,,,52
2017-11-30T05:02:51.005Z,30.4,38.6,,,,,52
2017-11-30T05:03:01.006Z,30.4,38.7,,,,30,52
2017-11-30T05:03:11.005Z,30.4,38.8,,,,,52
2017-11-30T05:03:21.004Z,30.4,39.1,,,,29,52
2017-11-30T05:03:31.005Z,30.4,39.2,,,,,52
2017-11-30T05:03:41.005Z,30.4,39.4,,,,,52
2017-11-30T05:03:51.009Z,30.4,39.6,,,,30,52
2017-11-30T05:04:01.004Z,30.4,39.8,,,,,52
2017-11-30T05:04:11.034Z,30.4,40,,,,29,52
2017-11-30T05:04:21.011Z,30.4,,,,,30,52
2017-11-30T05:04:31.005Z,30.4,40.2,,,,29,52
2017-11-30T05:04:41.004Z,30.4,40.3,,,,,52
2017-11-30T05:04:51.006Z,30.4,40.5,,,,30,52
2017-11-30T05:05:01.004Z,30.4,40.6,,,,29,52
2017-11-30T05:05:11.004Z,30.4,40.7,,,,,52
2017-11-30T05:05:21.040Z,30.4,41,,,,30,52
2017-11-30T05:05:31.005Z,30.4,,,,,29,52
2017-11-30T05:05:41.004Z,30.4,41.2,,,,,52
2017-11-30T05:05:51.048Z,30.4,41.3,,,,,52
2017-11-30T05:06:01.005Z,30.4,41.4,,,,,52
2017-11-30T05:06:11.009Z,30.4,41.6,,,,,52
2017-11-30T05:06:21.004Z,30.4,41.7,,,,30,52
2017-11-30T05:06:31.005Z,30.4,42,,,,29,52
2017-11-30T05:06:41.006Z,30.4,,,,,30,52
2017-11-30T05:06:51.005Z,30.4,42.1,,,,,52
2017-11-30T05:07:01.016Z,30.6,42.3,,,,29,52
2017-11-30T05:07:11.004Z,30.6,42.4,,,,,52
2017-11-30T05:07:21.006Z,30.6,42.6,,,,,52
2017-11-30T05:07:31.015Z,30.6,42.8,,,,30,52
2017-11-30T05:07:41.010Z,30.6,43,,,,29,52
2017-11-30T05:07:51.009Z,30.6,43.1,,,,30,52
2017-11-30T05:08:01.006Z,30.6,43.2,,,,29,52
2017-11-30T05:08:11.004Z,30.6,43.3,,,,,52
2017-11-30T05:08:21.006Z,30.6,43.5,,,,,52
2017-11-30T05:08:31.006Z,30.6,43.6,,,,,52
2017-11-30T05:08:41.006Z,30.6,43.7,,,,,52
2017-11-30T05:08:51.004Z,30.6,43.9,,,,30,52
2017-11-30T05:09:01.004Z,30.6,44,,,,29,52
2017-11-30T05:09:11.004Z,30.6,44.1,,,,,52
2017-11-30T05:09:21.004Z,30.6,44.2,,,,30,52
2017-11-30T05:09:31.007Z,30.7,44.3,,,,29,52
2017-11-30T05:09:41.004Z,30.7,44.5,,,,,52
2017-11-30T05:09:51.004Z,30.7,44.6,,,,,52
2017-11-30T05:10:01.004Z,30.7,44.7,,,,,52
2017-11-30T05:10:11.007Z,30.7,44.8,,,,30,52
2017-11-30T05:10:21.009Z,30.7,45,,,,30,52
2017-11-30T05:10:31.007Z,30.7,45.1,,,,29,52
2017-11-30T05:10:41.008Z,30.7,45.2,,,,,52
2017-11-30T05:10:51.005Z,30.8,45.3,,,,,52
2017-11-30T05:11:01.004Z,30.7,45.4,,,,,52
2017-11-30T05:11:11.004Z,30.8,45.6,,,,,52
2017-11-30T05:11:21.010Z,30.8,45.7,,,,30,52
2017-11-30T05:11:31.007Z,30.8,45.8,,,,,52
2017-11-30T05:11:41.005Z,30.8,46,,,,30,52
2017-11-30T05:11:51.005Z,30.8,46.1,1,0,,0,52
2017-11-30T05:12:01.004Z,30.9,43.9,,,,,52
2017-11-30T05:12:11.008Z,30.9,41.9,,,,,52
2017-11-30T05:12:21.012Z,30.9,41.5,,,,,52
2017-11-30T05:12:31.015Z,30.9,41.3,,,,,52
2017-11-30T05:12:41.004Z,30.9,41.2,,,,,52
2017-11-30T05:12:51.008Z,30.9,,,,,,52
2017-11-30T05:13:01.014Z,30.9,,,,,,52
2017-11-30T05:13:11.029Z,30.9,,,,,,52
2017-11-30T05:13:21.005Z,30.9,41,,,,,52
2017-11-30T05:13:31.025Z,31,40.9,,,,,52
2017-11-30T05:13:41.004Z,31,40.8,,,,,52
2017-11-30T05:13:51.010Z,31,40.7,,,,,52
2017-11-30T05:14:01.008Z,31,40.6,,,,,52
2017-11-30T05:14:11.004Z,31,,,,,,52
2017-11-30T05:14:21.009Z,31,40.5,,,,,52
2017-11-30T05:14:31.008Z,31,,,,,,52
2017-11-30T05:14:41.009Z,31,40.4,,,,,52
2017-11-30T05:14:51.011Z,31,40.3,,,,,52
2017-11-30T05:15:01.008Z,31.2,,,,,,52
2017-11-30T05:15:11.004Z,31.2,,,,,,52
2017-11-30T05:15:21.004Z,31.2,,,,,,52
2017-11-30T05:15:31.009Z,31.2,40.2,,,,,52
2017-11-30T05:15:41.008Z,31.2,,,,,,52
2017-11-30T05:15:51.005Z,31.2,,,,,,52
2017-11-30T05:16:01.004Z,31.2,,,,,,52
2017-11-30T05:16:11.127Z,31.2,,,,,,52
2017-11-30T05:16:21.004Z,31.2,,,,,,52
2017-11-30T05:16:31.004Z,31.2,,,,,,52
2017-11-30T05:16:41.016Z,31.2,,,,,,52
2017-11-30T05:16:51.004Z,31.3,,,,,,52
2017-11-30T05:17:01.009Z,31.2,,,,,,52
2017-11-30T05:17:11.004Z,31.3,,,,,,52
2017-11-30T05:17:21.011Z,31.3,,,,,,52
2017-11-30T05:17:31.008Z,31.3,,,,,,52
2017-11-30T05:17:41.003Z,31.3,,,,,,52
2017-11-30T05:17:51.005Z,31.3,40.3,,,,,52
2017-11-30T05:18:01.004Z,31.3,,,,,,52
2017-11-30T05:18:11.004Z,31.3,,,,,,52
2017-11-30T05:18:21.004Z,31.3,,,,,,52
2017-11-30T05:18:31.004Z,31.3,40.4,,,,,52
2017-11-30T05:18:41.004Z,31.3,,,,,,52
2017-11-30T05:18:51.004Z,31.3,,,,,,52
