Time,HwTOutlet,ActPow,HwActive,HwTSet,PrimTSet,ChActive,PrimT
2017-12-09T00:00:00.526Z,28.6,,,50,,,22.9
2017-12-09T00:00:10.525Z,28.6,,,50,,,22.7
2017-12-09T00:00:20.525Z,28.6,,,50,,,23
2017-12-09T00:00:30.526Z,28.5,,,50,,,23.4
2017-12-09T00:00:40.524Z,28.5,,,50,,,23.7
2017-12-09T00:00:50.524Z,28.5,,,50,,,23.9
2017-12-09T00:01:00.524Z,28.5,,,50,,,23.7
2017-12-09T00:01:10.524Z,28.5,,,50,,,
2017-12-09T00:01:20.527Z,28.5,,,50,,,
2017-12-09T00:01:30.524Z,28.5,,,50,,,
2017-12-09T00:01:40.527Z,28.5,,,50,,,
2017-12-09T00:01:50.524Z,28.5,,,50,,,
2017-12-09T00:02:00.524Z,28.4,,,50,,,
2017-12-09T00:02:10.524Z,28.4,,,50,,,
2017-12-09T00:02:20.523Z,28.4,,,50,,,
2017-12-09T00:02:30.527Z,28.4,,,50,,,
2017-12-09T00:02:40.527Z,28.4,,,50,,,
2017-12-09T00:02:50.525Z,28.4,,,50,,,
2017-12-09T00:03:00.525Z,28.4,,,50,,,
2017-12-09T00:03:10.529Z,28.3,,,50,,,23.6
2017-12-09T00:03:20.525Z,28.3,,,50,,,23.7
2017-12-09T00:03:30.524Z,28.3,,,50,,,
2017-12-09T00:03:40.529Z,28.3,,,50,,,
2017-12-09T00:03:50.524Z,28.3,,,50,,,
2017-12-09T00:04:00.543Z,28.3,,,50,,,
2017-12-09T00:04:10.536Z,28.1,40,0,50,,2,27.8
2017-12-09T00:04:20.529Z,28.1,30,,50,,,30
2017-12-09T00:04:30.528Z,28.1,,,50,,,30.1
2017-12-09T00:04:40.524Z,28.1,29,,50,,,29.9
2017-12-09T00:04:50.524Z,28.1,30,,50,,,29.8
2017-12-09T00:05:00.529Z,28.1,29,,50,,,29.6
2017-12-09T00:05:10.529Z,28.1,,,50,,,30
2017-12-09T00:05:20.524Z,28,,,50,,,30.2
2017-12-09T00:05:30.524Z,28,,,50,,,30.5
2017-12-09T00:05:40.530Z,28,30,,50,,,30.8
2017-12-09T00:05:50.529Z,28,,,50,,,31.1
2017-12-09T00:06:00.524Z,28,29,,50,,,31.3
2017-12-09T00:06:10.524Z,28,,,50,,,31.5
2017-12-09T00:06:20.524Z,28,,,50,,,31.6
2017-12-09T00:06:30.524Z,28,,,50,,,31.7
2017-12-09T00:06:40.524Z,27.9,,,50,,,31.8
2017-12-09T00:06:50.524Z,27.9,,,50,,,32
2017-12-09T00:07:00.524Z,27.9,30,,50,,,32.1
2017-12-09T00:07:10.524Z,27.9,29,,50,,,32.2
2017-12-09T00:07:20.524Z,27.9,,,50,,,32.3
2017-12-09T00:07:30.524Z,27.9,,,50,,,32.5
2017-12-09T00:07:40.524Z,27.9,0,0,50,,2,32.6
2017-12-09T00:07:50.524Z,27.9,,,50,,,30.9
2017-12-09T00:08:00.524Z,27.9,,,50,,,28.8
2017-12-09T00:08:10.524Z,27.9,,,50,,,27.8
2017-12-09T00:08:20.524Z,27.9,,,50,,,27.7
2017-12-09T00:08:30.524Z,27.8,,,50,,,27.6
2017-12-09T00:08:40.525Z,27.8,,,50,,,
2017-12-09T00:08:50.524Z,27.8,,,50,,,
2017-12-09T00:09:00.524Z,27.8,,,50,,,
2017-12-09T00:09:10.524Z,27.8,,,50,,,
2017-12-09T00:09:20.523Z,27.8,,,50,,,27.5
2017-12-09T00:09:30.524Z,27.8,,,50,,,
2017-12-09T00:09:40.523Z,27.8,,,50,,,
2017-12-09T00:09:50.524Z,27.8,,,50,,,
2017-12-09T00:10:00.523Z,27.8,,,50,,,
2017-12-09T00:10:10.524Z,27.8,,,50,,,
2017-12-09T00:10:20.524Z,27.8,,,50,,,
2017-12-09T00:10:30.524Z,27.8,,,50,,,
2017-12-09T00:10:40.523Z,27.8,,,50,,,
2017-12-09T00:10:50.524Z,27.8,,,50,,,
2017-12-09T00:11:00.524Z,27.8,,,50,,,
2017-12-09T00:11:10.524Z,27.7,,,50,,,27.6
2017-12-09T00:11:20.524Z,27.7,,,50,,,
2017-12-09T00:11:30.523Z,27.7,,,50,,,
2017-12-09T00:11:40.523Z,27.7,,,50,,,
2017-12-09T00:11:50.523Z,27.7,,,50,,,
2017-12-09T00:12:00.523Z,27.7,,,50,,,
2017-12-09T00:12:10.524Z,27.7,,,50,,,
2017-12-09T00:12:20.526Z,27.7,,,50,,,
2017-12-09T00:12:30.524Z,27.7,,,50,,,
2017-12-09T00:12:40.524Z,27.7,,,50,,,
2017-12-09T00:12:50.524Z,27.5,,,50,,,
2017-12-09T00:13:00.523Z,27.5,,,50,,,
2017-12-09T00:13:10.524Z,27.5,,,50,,,
2017-12-09T00:13:20.525Z,27.5,,,50,,,
2017-12-09T00:13:30.575Z,27.5,,,50,,,
2017-12-09T00:13:40.565Z,27.5,45,0,50,,2,28.1
2017-12-09T00:13:50.523Z,27.5,31,,50,,,35.2
2017-12-09T00:14:00.523Z,27.5,29,,50,,,34.8
2017-12-09T00:14:10.528Z,27.5,30,,50,,,33.8
2017-12-09T00:14:20.523Z,27.5,29,,50,,,33.3
2017-12-09T00:14:30.524Z,27.5,29,,50,,,32.9
2017-12-09T00:14:40.524Z,27.5,,,50,,,32.8
2017-12-09T00:14:50.523Z,27.5,29,,50,,,33.1
2017-12-09T00:15:00.523Z,27.5,,,50,,,33.4
2017-12-09T00:15:10.524Z,27.5,,,50,,,33.8
2017-12-09T00:15:20.523Z,27.5,30,,50,,,34.1
2017-12-09T00:15:30.523Z,27.5,29,,50,,,34.3
2017-12-09T00:15:40.524Z,27.5,,,50,,,34.5
2017-12-09T00:15:50.523Z,27.4,,,50,,,34.6
2017-12-09T00:16:00.524Z,27.5,,,50,,,34.8
2017-12-09T00:16:10.523Z,27.4,,,50,,,35.1
2017-12-09T00:16:20.524Z,27.4,,,50,,,35.2
2017-12-09T00:16:30.524Z,27.4,,,50,,,35.4
2017-12-09T00:16:40.523Z,27.5,,,50,,,35.5
2017-12-09T00:16:50.523Z,27.4,,,50,,,35.6
2017-12-09T00:17:00.523Z,27.5,,,50,,,35.8
2017-12-09T00:17:10.523Z,27.5,,,50,,,36
2017-12-09T00:17:20.523Z,27.5,30,,50,,,
2017-12-09T00:17:30.523Z,27.4,29,,50,,,36.2
2017-12-09T00:17:40.524Z,27.4,,,50,,,36.4
2017-12-09T00:17:50.525Z,27.4,,,50,,,36.5
2017-12-09T00:18:00.522Z,27.5,,,50,,,36.7
2017-12-09T00:18:10.523Z,27.5,,,50,,,36.8
2017-12-09T00:18:20.523Z,27.5,,,50,,,37.1
2017-12-09T00:18:30.523Z,27.5,,,50,,,37.3
2017-12-09T00:18:40.523Z,27.5,,,50,,,37.5
2017-12-09T00:18:50.523Z,27.5,30,,50,,,37.7
2017-12-09T00:19:00.523Z,27.5,29,,50,,,38
2017-12-09T00:19:10.523Z,27.5,,,50,,,
2017-12-09T00:19:20.524Z,27.5,,,50,,,38.2
2017-12-09T00:19:30.522Z,27.5,,,50,,,38.4
2017-12-09T00:19:40.523Z,27.5,,,50,,,38.6
2017-12-09T00:19:50.523Z,27.5,30,,50,,,38.8
2017-12-09T00:20:00.523Z,27.5,29,,50,,,39.1
2017-12-09T00:20:10.523Z,27.5,,,50,,,39.2
2017-12-09T00:20:20.523Z,27.5,30,,50,,,39.4
2017-12-09T00:20:30.523Z,27.5,29,,50,,,39.5
2017-12-09T00:20:40.523Z,27.7,,,50,,,39.7
2017-12-09T00:20:50.523Z,27.7,,,50,,,40
2017-12-09T00:21:00.523Z,27.7,,,50,,,
2017-12-09T00:21:10.522Z,27.7,,,50,,,40.2
2017-12-09T00:21:20.523Z,27.7,,,50,,,40.4
2017-12-09T00:21:30.523Z,27.7,30,,50,,,40.5
2017-12-09T00:21:40.523Z,27.7,29,,50,,,40.7
2017-12-09T00:21:50.523Z,27.7,,,50,,,40.8
2017-12-09T00:22:00.522Z,27.8,,,50,,,41.1
2017-12-09T00:22:10.523Z,27.8,0,0,50,,2,38.9
2017-12-09T00:22:20.523Z,27.8,,,50,,,36.9
2017-12-09T00:22:30.523Z,27.8,,,50,,,36.2
2017-12-09T00:22:40.522Z,27.8,,,50,,,36
2017-12-09T00:22:50.523Z,27.8,,,50,,,35.9
2017-12-09T00:23:00.523Z,27.8,,,50,,,
2017-12-09T00:23:10.523Z,27.8,,,50,,,36
2017-12-09T00:23:20.523Z,27.8,,,50,,,35.9
2017-12-09T00:23:30.522Z,27.9,,,50,,,
2017-12-09T00:23:40.523Z,27.9,,,50,,,35.8
2017-12-09T00:23:50.522Z,27.9,,,50,,,35.7
2017-12-09T00:24:00.523Z,27.9,,,50,,,35.6
2017-12-09T00:24:10.522Z,27.9,,,50,,,
2017-12-09T00:24:20.523Z,27.9,,,50,,,35.5
2017-12-09T00:24:30.523Z,27.9,,,50,,,
2017-12-09T00:24:40.522Z,28,,,50,,,
2017-12-09T00:24:50.524Z,28,,,50,,,
2017-12-09T00:25:00.524Z,28,,,50,,,35.4
2017-12-09T00:25:10.522Z,28,,,50,,,
2017-12-09T00:25:20.523Z,28,,,50,,,
2017-12-09T00:25:30.523Z,28,,,50,,,
2017-12-09T00:25:40.522Z,28,,,50,,,
2017-12-09T00:25:50.523Z,28,,,50,,,
2017-12-09T00:26:00.522Z,28,,,50,,,35.3
2017-12-09T00:26:10.522Z,28,,,50,,,
2017-12-09T00:26:20.523Z,28.1,,,50,,,
2017-12-09T00:26:30.523Z,28.1,,,50,,,
2017-12-09T00:26:40.523Z,28.1,,,50,,,
2017-12-09T00:26:50.523Z,28.1,,,50,,,
2017-12-09T00:27:00.523Z,28.1,,,50,,,
2017-12-09T00:27:10.523Z,28.1,,,50,,,
2017-12-09T00:27:20.523Z,28.1,,,50,,,35.4
2017-12-09T00:27:30.522Z,28.1,,,50,,,35.3
2017-12-09T00:27:40.522Z,28.1,,,50,,,35.4
2017-12-09T00:27:50.522Z,28.1,,,50,,,
2017-12-09T00:28:00.522Z,28.1,,,50,,,
2017-12-09T00:28:10.522Z,28.3,,,50,,,
2017-12-09T00:28:20.523Z,28.3,,,50,,,
2017-12-09T00:28:30.527Z,28.3,,,50,,,35.5
2017-12-09T00:28:40.522Z,28.3,,,50,,,
2017-12-09T00:28:50.522Z,28.3,,,50,,,
2017-12-09T00:29:00.523Z,28.3,,,50,,,
2017-12-09T00:29:10.523Z,28.3,,,50,,,35.6
2017-12-09T00:29:20.567Z,28.3,,,50,,,
2017-12-09T00:29:30.522Z,28.3,,,50,,,
2017-12-09T00:29:40.554Z,28.3,,,50,,,
2017-12-09T00:29:50.522Z,28.3,,,50,,,
2017-12-09T00:30:00.522Z,28.3,,,50,,,35.7
2017-12-09T00:30:10.523Z,28.3,,,50,,,
2017-12-09T00:30:20.523Z,28.3,,,50,,,
2017-12-09T00:30:30.522Z,28.3,,,50,,,
2017-12-09T00:30:40.522Z,28.4,,,50,,,
2017-12-09T00:30:50.522Z,28.4,,,50,,,
2017-12-09T00:31:00.522Z,28.4,,,50,,,
2017-12-09T00:31:10.523Z,28.4,,,50,,,
2017-12-09T00:31:20.522Z,28.4,,,50,,,
2017-12-09T00:31:30.523Z,28.4,,,50,,,
2017-12-09T00:31:40.522Z,28.4,,,50,,,
2017-12-09T00:31:50.522Z,28.4,,,50,,,
2017-12-09T00:32:00.522Z,28.4,,,50,,,
2017-12-09T00:32:10.522Z,28.4,,,50,,,
2017-12-09T00:32:20.522Z,28.4,,,50,,,
2017-12-09T00:32:30.522Z,28.4,,,50,,,
2017-12-09T00:32:40.522Z,28.4,,,50,,,
2017-12-09T00:32:50.522Z,28.4,,,50,,,
2017-12-09T00:33:00.522Z,28.4,,,50,,,
2017-12-09T00:33:10.522Z,28.4,,,50,,,
2017-12-09T00:33:20.522Z,28.4,,,50,,,
2017-12-09T00:33:30.522Z,28.4,,,50,,,
2017-12-09T00:33:40.522Z,28.4,,,50,,,
2017-12-09T00:33:50.522Z,28.4,,,50,,,35.6
2017-12-09T00:34:00.522Z,28.4,,,50,,,35.7
2017-12-09T00:34:10.522Z,28.4,,,50,,,35.6
2017-12-09T00:34:20.522Z,28.4,,,50,,,
2017-12-09T00:34:30.522Z,28.4,,,50,,,
2017-12-09T00:34:40.522Z,28.4,,,50,,,
2017-12-09T00:34:50.522Z,28.4,,,50,,,
2017-12-09T00:35:00.522Z,28.4,,,50,,,
2017-12-09T00:35:10.522Z,28.5,,,50,,,
2017-12-09T00:35:20.525Z,28.4,,,50,,,
2017-12-09T00:35:30.522Z,28.4,,,50,,,
2017-12-09T00:35:40.522Z,28.4,,,50,,,
2017-12-09T00:35:50.522Z,28.4,,,50,,,35.5
2017-12-09T00:36:00.522Z,28.5,,,50,,,
2017-12-09T00:36:10.522Z,28.5,,,50,,,
2017-12-09T00:36:20.522Z,28.5,,,50,,,
2017-12-09T00:36:30.522Z,28.4,,,50,,,
2017-12-09T00:36:40.522Z,28.5,,,50,,,
2017-12-09T00:36:50.522Z,28.5,,,50,,,35.4
2017-12-09T00:37:00.522Z,28.5,,,50,,,35.5
2017-12-09T00:37:10.522Z,28.5,,,50,,,35.4
2017-12-09T00:37:20.521Z,28.5,,,50,,,
2017-12-09T00:37:30.521Z,28.5,,,50,,,
2017-12-09T00:37:40.522Z,28.5,,,50,,,
2017-12-09T00:37:50.522Z,28.5,,,50,,,
2017-12-09T00:38:00.521Z,28.5,,,50,,,
2017-12-09T00:38:10.521Z,28.5,,,50,,,
2017-12-09T00:38:20.522Z,28.5,,,50,,,35.3
2017-12-09T00:38:30.522Z,28.5,,,50,,,
2017-12-09T00:38:40.522Z,28.5,,,50,,,
2017-12-09T00:38:50.522Z,28.5,,,50,,,
2017-12-09T00:39:00.522Z,28.5,,,50,,,
2017-12-09T00:39:10.522Z,28.5,,,50,,,
2017-12-09T00:39:20.522Z,28.5,,,50,,,
2017-12-09T00:39:30.522Z,28.5,,,50,,,
2017-12-09T00:39:40.522Z,28.5,,,50,,,35.2
2017-12-09T00:39:50.521Z,28.5,,,50,,,
2017-12-09T00:40:00.522Z,28.5,,,50,,,
2017-12-09T00:40:10.522Z,28.5,,,50,,,
2017-12-09T00:40:20.522Z,28.5,,,50,,,
2017-12-09T00:40:30.522Z,28.5,,,50,,,
2017-12-09T00:40:40.522Z,28.5,,,50,,,
2017-12-09T00:40:50.522Z,28.5,,,50,,,
2017-12-09T00:41:00.522Z,28.5,,,50,,,35.1
2017-12-09T00:41:10.524Z,28.5,,,50,,,
2017-12-09T00:41:20.522Z,28.5,,,50,,,
2017-12-09T00:41:30.522Z,28.5,,,50,,,
2017-12-09T00:41:40.521Z,28.5,,,50,,,
2017-12-09T00:41:50.522Z,28.5,,,50,,,
2017-12-09T00:42:00.522Z,28.5,,,50,,,
2017-12-09T00:42:10.521Z,28.5,,,50,,,
2017-12-09T00:42:20.522Z,28.5,,,50,,,34.9
2017-12-09T00:42:30.521Z,28.5,,,50,,,34.9
2017-12-09T00:42:40.522Z,28.5,,,50,,,
2017-12-09T00:42:50.522Z,28.5,,,50,,,
2017-12-09T00:43:00.521Z,28.5,,,50,,,
2017-12-09T00:43:10.521Z,28.5,,,50,,,
2017-12-09T00:43:20.522Z,28.4,,,50,,,
2017-12-09T00:43:30.521Z,28.4,,,50,,,
2017-12-09T00:43:40.521Z,28.4,,,50,,,
2017-12-09T00:43:50.521Z,28.4,,,50,,,
2017-12-09T00:44:00.521Z,28.4,,,50,,,
2017-12-09T00:44:10.521Z,28.4,,,50,,,34.8
2017-12-09T00:44:20.521Z,28.4,,,50,,,
2017-12-09T00:44:30.521Z,28.4,,,50,,,
2017-12-09T00:44:40.521Z,28.4,,,50,,,
2017-12-09T00:44:50.573Z,28.4,,,50,,,
2017-12-09T00:45:00.573Z,28.4,,,50,,,
2017-12-09T00:45:10.521Z,28.4,,,50,,,
2017-12-09T00:45:20.521Z,28.4,,,50,,,
2017-12-09T00:45:30.521Z,28.4,,,50,,,
2017-12-09T00:45:40.521Z,28.4,,,50,,,
2017-12-09T00:45:50.521Z,28.4,,,50,,,
2017-12-09T00:46:00.521Z,28.4,,,50,,,
2017-12-09T00:46:10.522Z,28.4,,,50,,,34.7
2017-12-09T00:46:20.521Z,28.4,,,50,,,
2017-12-09T00:46:30.521Z,28.4,0,0,50,59,2,34.7
2017-12-09T00:46:40.521Z,28.4,,,50,,,
2017-12-09T00:46:50.524Z,28.4,,,50,,,
2017-12-09T00:47:00.521Z,28.4,,,50,,,
2017-12-09T00:47:10.521Z,28.4,,,50,,,
2017-12-09T00:47:20.521Z,28.4,,,50,,,
2017-12-09T00:47:30.521Z,28.4,,,50,,,
2017-12-09T00:47:40.521Z,28.4,,,50,,,
2017-12-09T00:47:50.522Z,28.4,,,50,,,
2017-12-09T00:48:00.521Z,28.4,,,50,,,
2017-12-09T00:48:10.521Z,28.4,,,50,,,34.6
2017-12-09T00:48:20.521Z,28.4,,,50,,,
2017-12-09T00:48:30.521Z,28.4,,,50,,,
2017-12-09T00:48:40.521Z,28.4,,,50,,,
2017-12-09T00:48:50.520Z,28.4,,,50,,,
2017-12-09T00:49:00.521Z,28.4,,,50,,,
2017-12-09T00:49:10.521Z,28.4,,,50,,,
2017-12-09T00:49:20.521Z,28.4,,,50,,,
2017-12-09T00:49:30.521Z,28.3,,,50,,,
2017-12-09T00:49:40.521Z,28.4,,,50,,,
2017-12-09T00:49:50.523Z,28.4,,,50,,,
2017-12-09T00:50:00.521Z,28.3,,,50,,,
2017-12-09T00:50:10.521Z,28.4,,,50,,,
2017-12-09T00:50:20.521Z,28.3,,,50,,,34.5
2017-12-09T00:50:30.521Z,28.4,,,50,,,
2017-12-09T00:50:40.521Z,28.3,,,50,,,
2017-12-09T00:50:50.521Z,28.3,,,50,,,
2017-12-09T00:51:00.521Z,28.3,,,50,,,
2017-12-09T00:51:10.521Z,28.3,,,50,,,
2017-12-09T00:51:20.520Z,28.3,,,50,,,
2017-12-09T00:51:30.521Z,28.3,,,50,,,
2017-12-09T00:51:40.521Z,28.3,,,50,,,
2017-12-09T00:51:50.521Z,28.3,,,50,,,
2017-12-09T00:52:00.524Z,28.3,,,50,,,
2017-12-09T00:52:10.532Z,28.3,42,0,50,,2,37.4
2017-12-09T00:52:20.521Z,28.3,34,,50,,,40.7
2017-12-09T00:52:30.521Z,28.3,29,,50,,,36.7
2017-12-09T00:52:40.521Z,28.3,29,,50,,,34.8
2017-12-09T00:52:50.521Z,28.3,30,,50,,,32.9
2017-12-09T00:53:00.521Z,28.3,29,,50,,,32.6
2017-12-09T00:53:10.522Z,28.3,,,50,,,
2017-12-09T00:53:20.521Z,28.3,,,50,,,33.2
2017-12-09T00:53:30.521Z,28.3,,,50,,,33.7
2017-12-09T00:53:40.521Z,28.3,,,50,,,34.1
2017-12-09T00:53:50.520Z,28.3,,,50,,,34.3
2017-12-09T00:54:00.520Z,28.3,,,50,,,34.4
2017-12-09T00:54:10.520Z,28.3,,,50,,,34.6
2017-12-09T00:54:20.521Z,28.3,,,50,,,34.8
2017-12-09T00:54:30.520Z,28.3,30,,50,,,35.1
2017-12-09T00:54:40.521Z,28.3,29,,50,,,35.3
2017-12-09T00:54:50.521Z,28.3,,,50,,,35.6
2017-12-09T00:55:00.520Z,28.3,,,50,,,35.8
2017-12-09T00:55:10.521Z,28.3,,,50,,,36
2017-12-09T00:55:20.521Z,28.3,,,50,,,36.2
2017-12-09T00:55:30.521Z,28.3,,,50,,,36.3
2017-12-09T00:55:40.521Z,28.3,,,50,,,36.5
2017-12-09T00:55:50.521Z,28.3,,,50,,,36.7
2017-12-09T00:56:00.520Z,28.3,30,,50,,,36.9
2017-12-09T00:56:10.627Z,28.3,29,,50,,,37.1
2017-12-09T00:56:20.521Z,28.3,30,,50,,,37.3
2017-12-09T00:56:30.521Z,28.3,29,,50,,,37.5
2017-12-09T00:56:40.520Z,28.3,,,50,,,37.7
2017-12-09T00:56:50.521Z,28.3,30,,50,,,37.8
2017-12-09T00:57:00.521Z,28.3,29,,50,,,38
2017-12-09T00:57:10.520Z,28.3,,,50,,,38.1
2017-12-09T00:57:20.520Z,28.3,,,50,,,38.3
2017-12-09T00:57:30.521Z,28.3,,,50,,,38.4
2017-12-09T00:57:40.520Z,28.3,,,50,,,38.6
2017-12-09T00:57:50.520Z,28.3,,,50,,,38.7
2017-12-09T00:58:00.520Z,28.4,,,50,,,39.1
2017-12-09T00:58:10.520Z,28.4,,,50,,,39.2
2017-12-09T00:58:20.520Z,28.4,,,50,,,39.3
2017-12-09T00:58:30.520Z,28.4,,,50,,,39.5
2017-12-09T00:58:40.520Z,28.4,,,50,,,39.7
2017-12-09T00:58:50.521Z,28.4,,,50,,,39.8
2017-12-09T00:59:00.520Z,28.4,29,,50,,,40
2017-12-09T00:59:10.521Z,28.4,,,50,,,40.2
2017-12-09T00:59:20.520Z,28.4,,,50,,,40.3
2017-12-09T00:59:30.520Z,28.4,30,,50,,,40.5
2017-12-09T00:59:40.521Z,28.5,29,,50,,,40.7
2017-12-09T00:59:50.520Z,28.5,,,50,,,40.8
2017-12-09T01:00:00.520Z,28.5,30,,50,,,41
2017-12-09T01:00:10.520Z,28.5,,,50,,,41.1
2017-12-09T01:00:20.520Z,28.5,29,,50,,,41.3
2017-12-09T01:00:30.520Z,28.5,,,50,,,41.4
2017-12-09T01:00:40.566Z,28.5,,,50,,,41.6
2017-12-09T01:00:50.557Z,28.5,30,,50,,,41.8
2017-12-09T01:01:00.547Z,28.6,29,,50,,,42
2017-12-09T01:01:10.520Z,28.6,,,50,,,42.1
2017-12-09T01:01:20.520Z,28.6,,,50,,,42.2
2017-12-09T01:01:30.520Z,28.6,,,50,,,42.4
2017-12-09T01:01:40.520Z,28.6,,,50,,,42.6
2017-12-09T01:01:50.520Z,28.6,,,50,,,42.7
2017-12-09T01:02:00.527Z,28.6,,,50,,,42.9
2017-12-09T01:02:10.520Z,28.7,29,,50,,,43
2017-12-09T01:02:20.520Z,28.7,,,50,,,43.2
2017-12-09T01:02:30.520Z,28.7,,,50,,,43.3
2017-12-09T01:02:40.519Z,28.7,,,50,,,43.5
2017-12-09T01:02:50.552Z,28.7,,,50,,,43.6
2017-12-09T01:03:00.520Z,28.7,,,50,,,43.8
2017-12-09T01:03:10.520Z,28.9,30,,50,,,43.9
2017-12-09T01:03:20.521Z,28.9,30,,50,,,44
2017-12-09T01:03:30.520Z,28.9,29,,50,,,44.2
2017-12-09T01:03:40.524Z,28.9,30,,50,,,44.3
2017-12-09T01:03:50.521Z,28.9,29,,50,,,44.5
2017-12-09T01:04:00.520Z,28.9,0,0,50,,2,42.7
2017-12-09T01:04:10.520Z,29,,,50,,,40.7
2017-12-09T01:04:20.536Z,29,,,50,,,39.7
2017-12-09T01:04:30.520Z,29,,,50,,,39.5
2017-12-09T01:04:40.520Z,29,,,50,,,
2017-12-09T01:04:50.520Z,29,,,50,,,39.4
2017-12-09T01:05:00.519Z,29,,,50,,,39.5
2017-12-09T01:05:10.520Z,29.1,,,50,,,39.4
2017-12-09T01:05:20.520Z,29.1,,,50,,,39.3
2017-12-09T01:05:30.521Z,29.1,,,50,,,39.2
2017-12-09T01:05:40.520Z,29.1,,,50,,,38.9
2017-12-09T01:05:50.520Z,29.1,,,50,,,
2017-12-09T01:06:00.519Z,29.1,,,50,,,38.8
2017-12-09T01:06:10.520Z,29.2,,,50,,,
2017-12-09T01:06:20.520Z,29.2,,,50,,,
2017-12-09T01:06:30.524Z,29.2,,,50,,,38.7
2017-12-09T01:06:40.519Z,29.2,,,50,,,
2017-12-09T01:06:50.529Z,29.2,,,50,,,38.6
2017-12-09T01:07:00.520Z,29.2,,,50,,,
2017-12-09T01:07:10.521Z,29.2,,,50,,,38.5
2017-12-09T01:07:20.520Z,29.3,,,50,,,
2017-12-09T01:07:30.519Z,29.3,,,50,,,
2017-12-09T01:07:40.520Z,29.3,,,50,,,
2017-12-09T01:07:50.521Z,29.3,,,50,,,
2017-12-09T01:08:00.519Z,29.3,,,50,,,
2017-12-09T01:08:10.521Z,29.3,,,50,,,38.4
2017-12-09T01:08:20.520Z,29.3,,,50,,,
2017-12-09T01:08:30.520Z,29.3,,,50,,,
2017-12-09T01:08:40.520Z,29.5,,,50,,,
2017-12-09T01:08:50.521Z,29.5,,,50,,,
2017-12-09T01:09:00.524Z,29.5,,,50,,,
2017-12-09T01:09:10.521Z,29.5,,,50,,,38.5
2017-12-09T01:09:20.520Z,29.5,,,50,,,38.4
2017-12-09T01:09:30.520Z,29.5,,,50,,,38.5
2017-12-09T01:09:40.520Z,29.5,,,50,,,
2017-12-09T01:09:50.525Z,29.5,,,50,,,
2017-12-09T01:10:00.519Z,29.5,,,50,,,
2017-12-09T01:10:10.520Z,29.5,,,50,,,38.6
2017-12-09T01:10:20.520Z,29.6,,,50,,,
2017-12-09T01:10:30.519Z,29.6,,,50,,,
2017-12-09T01:10:40.520Z,29.6,,,50,,,38.7
2017-12-09T01:10:50.519Z,29.6,,,50,,,
2017-12-09T01:11:00.520Z,29.6,,,50,,,
2017-12-09T01:11:10.520Z,29.6,,,50,,,
2017-12-09T01:11:20.520Z,29.6,,,50,,,
2017-12-09T01:11:30.519Z,29.6,,,50,,,38.8
2017-12-09T01:11:40.521Z,29.6,,,50,,,
2017-12-09T01:11:50.519Z,29.6,,,50,,,
2017-12-09T01:12:00.519Z,29.6,,0,50,,0,
2017-12-09T01:12:10.521Z,29.6,,,50,5,,
2017-12-09T01:12:20.522Z,29.6,,,50,,,
2017-12-09T01:12:30.520Z,29.6,,,50,,,
2017-12-09T01:12:40.523Z,29.6,,,50,,,
2017-12-09T01:12:50.520Z,29.6,,,50,,,
2017-12-09T01:13:00.524Z,29.6,,,50,,,
2017-12-09T01:13:10.519Z,29.7,,,50,,,
2017-12-09T01:13:20.519Z,29.7,,,50,,,
2017-12-09T01:13:30.520Z,29.7,,,50,,,
2017-12-09T01:13:40.520Z,29.7,,,50,,,
2017-12-09T01:13:50.520Z,29.7,,,50,,,
2017-12-09T01:14:00.523Z,29.7,,,50,,,
2017-12-09T01:14:10.519Z,29.7,,,50,,,
2017-12-09T01:14:20.520Z,29.7,,,50,,,
2017-12-09T01:14:30.519Z,29.7,,,50,,,
2017-12-09T01:14:40.520Z,29.7,,,50,,,
2017-12-09T01:14:50.519Z,29.7,,0,50,,2,
2017-12-09T01:15:00.519Z,29.7,,,50,59,,
2017-12-09T01:15:10.523Z,29.7,,,50,,,38.7
2017-12-09T01:15:20.519Z,29.7,,,50,,,
2017-12-09T01:15:30.519Z,29.7,,,50,,,
2017-12-09T01:15:40.519Z,29.7,,,50,,,
2017-12-09T01:15:50.529Z,29.7,,,50,,,
2017-12-09T01:16:00.519Z,29.7,,,50,,,
2017-12-09T01:16:10.582Z,29.7,,,50,,,
2017-12-09T01:16:20.519Z,29.7,,0,50,5,0,
2017-12-09T01:16:30.557Z,29.7,,,50,,,38.6
2017-12-09T01:16:40.546Z,29.7,,,50,,,
2017-12-09T01:16:50.520Z,29.7,,,50,,,
2017-12-09T01:17:00.524Z,29.7,,0,50,59,2,
2017-12-09T01:17:10.567Z,29.7,,0,50,5,0,
2017-12-09T01:17:20.521Z,29.7,,,50,,,
2017-12-09T01:17:30.519Z,29.7,,,50,,,
2017-12-09T01:17:40.520Z,29.7,,,50,,,38.5
2017-12-09T01:17:50.519Z,29.7,,,50,,,
2017-12-09T01:18:00.519Z,29.7,,,50,,,
2017-12-09T01:18:10.519Z,29.7,,,50,,,
2017-12-09T01:18:20.523Z,29.7,,,50,,,
2017-12-09T01:18:30.519Z,29.7,,,50,,,
2017-12-09T01:18:40.519Z,29.7,,,50,,,38.4
2017-12-09T01:18:50.519Z,29.7,,,50,,,
