Time,ChActive,HwTSet,PrimTSet,HwTOutlet,ActPow,PrimT,HwActive
2017-12-29T01:19:02.837Z,,50,,23.7,,,
2017-12-29T01:19:12.837Z,,50,,23.7,,,
2017-12-29T01:19:22.840Z,,50,,23.7,,,
2017-12-29T01:19:32.840Z,,50,,23.7,,,
2017-12-29T01:19:42.837Z,,50,,23.7,,,
2017-12-29T01:19:52.840Z,,50,,23.7,,,
2017-12-29T01:20:02.837Z,,50,,23.7,,38.2,
2017-12-29T01:20:12.837Z,,50,,23.7,,,
2017-12-29T01:20:22.841Z,,50,,23.7,,,
2017-12-29T01:20:32.838Z,,50,,23.7,,,
2017-12-29T01:20:42.837Z,,50,,23.7,,,
2017-12-29T01:20:52.837Z,,50,,23.7,,,
2017-12-29T01:21:02.837Z,,50,,23.7,,,
