Time,ActPow,HwTOutlet,HwTSet,HwActive,ChActive,PrimTSet,PrimT
2017-11-24T06:32:41.314Z,,30,52,,,,
2017-11-24T06:32:51.207Z,,30,52,,,,
2017-11-24T06:33:01.207Z,,30,52,,,,
2017-11-24T06:33:11.216Z,,30,52,,,,
2017-11-24T06:33:31.208Z,,30,52,,,,
2017-11-24T06:33:41.297Z,,30,52,,,,
2017-11-24T06:33:51.212Z,,30,52,,,,
2017-11-24T06:34:01.207Z,,30,52,,,,
2017-11-24T06:34:11.207Z,,30.1,52,,,,38.3
2017-11-24T06:34:21.230Z,,30.1,52,,,,
2017-11-24T06:34:31.212Z,,30.1,52,,,,
2017-11-24T06:34:41.297Z,,30.1,52,,,,38.4
2017-11-24T06:34:51.207Z,,30.1,52,,,,
2017-11-24T06:35:01.207Z,,30.1,52,,,,
2017-11-24T06:35:11.209Z,,30.1,52,,,,
2017-11-24T06:35:21.207Z,,30.1,52,,,,38.5
2017-11-24T06:35:31.288Z,,30.1,52,,,,
2017-11-24T06:35:41.301Z,,30.1,52,,,,
2017-11-24T06:35:51.207Z,,30.1,52,,,,
2017-11-24T06:36:01.208Z,,30.1,52,,,,38.6
2017-11-24T06:36:11.207Z,,30.1,52,,,,
2017-11-24T06:36:21.208Z,,30.1,52,,,,
2017-11-24T06:36:31.207Z,,30.1,52,,,,
2017-11-24T06:36:41.297Z,,30.1,52,,,,
2017-11-24T06:36:51.208Z,,30.2,52,,,,
2017-11-24T06:37:01.207Z,,30.2,52,,,,
2017-11-24T06:37:11.206Z,,30.1,52,,,,
2017-11-24T06:37:21.207Z,,30.2,52,,,,
2017-11-24T06:37:31.208Z,,30.2,52,,,,
2017-11-24T06:37:41.297Z,,30.2,52,,,,
2017-11-24T06:37:51.228Z,,30.2,52,,,,
2017-11-24T06:38:01.207Z,,30.2,52,,,,
2017-11-24T06:38:11.207Z,,30.2,52,,,,
2017-11-24T06:38:31.209Z,,30.2,52,,,,
2017-11-24T06:38:41.304Z,,30.2,52,,,,
2017-11-24T06:38:51.207Z,,30.2,52,,,,
2017-11-24T06:39:01.207Z,,30.2,52,,,,
2017-11-24T06:39:11.210Z,,30.2,52,,,,
2017-11-24T06:39:21.207Z,,30.2,52,,,,38.5
2017-11-24T06:39:31.215Z,,30.2,52,,,,
2017-11-24T06:39:41.297Z,,30.2,52,,,,
2017-11-24T06:39:51.208Z,,30.2,52,,,,
2017-11-24T06:40:01.211Z,,30.2,52,,,,
2017-11-24T06:40:11.210Z,,30.2,52,,,,
2017-11-24T06:40:21.211Z,,30.2,52,,,,
2017-11-24T06:40:31.207Z,,30.2,52,,,,
2017-11-24T06:40:41.296Z,,30.2,52,,,,
2017-11-24T06:40:51.210Z,,30.2,52,,,,38.4
2017-11-24T06:41:01.264Z,,30.2,52,,,,
2017-11-24T06:41:11.216Z,,30.2,52,,,,
2017-11-24T06:41:21.229Z,,30.2,52,,,,
2017-11-24T06:41:31.211Z,,30.2,52,,,,
2017-11-24T06:41:41.402Z,,30.2,52,,,,
2017-11-24T06:41:51.207Z,,30.2,52,,,,38.3
2017-11-24T06:42:01.225Z,,30.2,52,,,,
2017-11-24T06:42:11.216Z,,30.2,52,,,,
2017-11-24T06:42:21.236Z,,30.2,52,,,,
2017-11-24T06:42:31.207Z,,30.2,52,,,,
2017-11-24T06:42:41.335Z,,30.2,52,,,,
2017-11-24T06:42:51.230Z,,30.2,52,,,,
2017-11-24T06:43:01.215Z,,30.2,52,,,,
2017-11-24T06:43:11.212Z,,30.2,52,,,,38.2
2017-11-24T06:43:21.207Z,,30.2,52,,,,
2017-11-24T06:43:31.207Z,,30.2,52,,,,
2017-11-24T06:43:41.297Z,,30.2,52,,,,
2017-11-24T06:43:51.209Z,,30.2,52,,,,
2017-11-24T06:44:01.214Z,,30.2,52,,,,
2017-11-24T06:44:11.233Z,,30.2,52,,,,
2017-11-24T06:44:31.207Z,,30.2,52,,,,38.1
2017-11-24T06:44:41.297Z,,30.2,52,,,,
2017-11-24T06:44:51.208Z,,30.2,52,,,,
2017-11-24T06:45:01.216Z,,30.2,52,,,,
2017-11-24T06:45:11.212Z,,30.2,52,,,,
2017-11-24T06:45:21.206Z,,30.2,52,,,,
2017-11-24T06:45:31.217Z,,30.2,52,,,,38
2017-11-24T06:45:41.297Z,,30.2,52,,,,
2017-11-24T06:45:51.228Z,,30.2,52,,,,
2017-11-24T06:46:01.232Z,,30.2,52,,,,
2017-11-24T06:46:11.215Z,,30.2,52,,,,
2017-11-24T06:46:21.208Z,,30.2,52,,,,37.9
2017-11-24T06:46:31.206Z,,,,,,,37.9
2017-11-24T06:46:41.297Z,,,,,,,37.9
2017-11-24T06:47:01.207Z,,30.2,52,,,,
2017-11-24T06:47:11.210Z,,30.2,52,,,,
2017-11-24T06:47:21.261Z,,30.2,52,,,,
2017-11-24T06:47:31.207Z,0,30.2,52,0,2,58,37.9
2017-11-24T06:47:41.311Z,,30.1,52,,,,
2017-11-24T06:47:51.207Z,,30.1,52,,,,
2017-11-24T06:48:01.207Z,,30.1,52,,,,37.8
2017-11-24T06:48:11.207Z,,30.1,52,,,,
2017-11-24T06:48:21.208Z,,30.1,52,,,,
2017-11-24T06:48:31.207Z,,30.1,52,,,,
2017-11-24T06:48:41.296Z,,30.1,52,,,,
2017-11-24T06:48:51.213Z,,30.1,52,,,,
2017-11-24T06:49:01.207Z,,30.1,52,,,,
2017-11-24T06:49:11.207Z,,30.1,52,,,,
2017-11-24T06:49:21.207Z,,30.1,52,,,,
2017-11-24T06:49:31.208Z,,30.1,52,,,,37.7
2017-11-24T06:49:41.296Z,,30.1,52,,,,
2017-11-24T06:49:51.207Z,,30.1,52,,,,
2017-11-24T06:50:01.207Z,39,,,0,2,,41.9
2017-11-24T06:50:11.357Z,30,30.1,52,,,,43.1
2017-11-24T06:50:21.218Z,29,30.1,52,,,,41.5
2017-11-24T06:50:31.209Z,,,,,,,39.9
2017-11-24T06:50:41.298Z,,30.1,52,,,,
2017-11-24T06:50:51.207Z,29,,,,,,38.2
2017-11-24T06:51:01.207Z,29,30.1,52,,,,36.2
2017-11-24T06:51:11.207Z,,,,,,,35.9
2017-11-24T06:51:21.218Z,,30.1,52,,,,36.2
2017-11-24T06:51:31.207Z,,30.1,52,,,,
2017-11-24T06:51:41.297Z,29,,,,,,37.1
2017-11-24T06:51:51.212Z,,,,,,,37.2
2017-11-24T06:52:01.207Z,30,30.1,52,,,,37.3
2017-11-24T06:52:11.206Z,,,,,,,37.4
2017-11-24T06:52:21.206Z,29,30.1,52,,,,37.6
2017-11-24T06:52:31.206Z,,30.1,52,,,,
2017-11-24T06:52:41.297Z,,,,,,,38
2017-11-24T06:53:01.209Z,30,30.1,52,,,,38.4
2017-11-24T06:53:11.208Z,,30.1,52,,,,
2017-11-24T06:53:21.211Z,29,,,,,,38.8
2017-11-24T06:53:31.209Z,30,30.1,52,,,,39.1
2017-11-24T06:53:41.302Z,,30.1,52,,,,
2017-11-24T06:53:51.218Z,29,,,,,,39.3
2017-11-24T06:54:01.207Z,,30.1,52,,,,39.6
2017-11-24T06:54:11.207Z,,30.1,52,,,,
2017-11-24T06:54:21.209Z,,,,,,,39.8
2017-11-24T06:54:31.212Z,30,30.1,52,,,,40.1
2017-11-24T06:54:41.299Z,29,30.1,52,,,,40.3
2017-11-24T06:54:51.206Z,,30.1,52,,,,40.4
2017-11-24T06:55:01.207Z,0,30.1,52,,,,40.7
2017-11-24T06:55:11.207Z,,,,0,2,,39.4
2017-11-24T06:55:21.211Z,,30.1,52,,,,37.9
2017-11-24T06:55:31.577Z,,30.1,52,,,,37.2
2017-11-24T06:55:41.296Z,,,,,,,36.3
2017-11-24T06:55:51.206Z,,30.1,52,,,,
2017-11-24T06:56:01.214Z,,30.1,52,,,,35.9
2017-11-24T06:56:11.215Z,,30.1,52,,,,
2017-11-24T06:56:21.213Z,,30.1,52,,,,35.8
2017-11-24T06:56:31.212Z,,30.2,52,,,,35.9
2017-11-24T06:56:41.300Z,,30.1,52,,,,35.8
2017-11-24T06:56:51.206Z,,30.2,52,,,,35.7
2017-11-24T06:57:01.234Z,,30.2,52,,,,35.6
2017-11-24T06:57:11.212Z,,30.2,52,,,,35.5
2017-11-24T06:57:21.207Z,,30.1,52,,,,35.4
2017-11-24T06:57:31.226Z,,30.2,52,,,,
2017-11-24T06:57:41.375Z,,30.2,52,,,,
2017-11-24T06:57:51.207Z,,30.2,52,,,,35.3
2017-11-24T06:58:01.207Z,41,30.2,52,0,2,,38.2
2017-11-24T06:58:11.212Z,37,,,,,,40.5
2017-11-24T06:58:21.207Z,29,30.2,52,,,,43.1
2017-11-24T06:58:31.213Z,30,30.2,52,,,,
2017-11-24T06:58:41.297Z,29,,,,,,41.6
2017-11-24T06:58:51.207Z,,30.2,52,,,,41.3
2017-11-24T06:59:01.207Z,,30.2,52,,,,40.9
2017-11-24T06:59:11.206Z,29,,,,,,41.2
2017-11-24T06:59:21.209Z,0,30.2,52,0,2,,40.7
2017-11-24T06:59:31.209Z,,,,,,,40.6
2017-11-24T06:59:41.296Z,,30.2,52,,,,
2017-11-24T06:59:51.211Z,,,,,,,38.8
2017-11-24T07:00:01.213Z,,30.2,52,,,,36.9
2017-11-24T07:00:11.210Z,,30.2,52,,,,36.6
2017-11-24T07:00:21.206Z,,30.2,52,,,,36.5
2017-11-24T07:00:31.206Z,,30.2,52,,,,36.4
2017-11-24T07:00:41.296Z,,30.2,52,,,,
2017-11-24T07:01:01.220Z,,30.2,52,,,,
2017-11-24T07:01:11.212Z,,,,,,,36.3
2017-11-24T07:01:21.214Z,,30.2,52,,,,36.1
2017-11-24T07:01:31.206Z,,30.3,52,,,,
2017-11-24T07:01:41.329Z,,,,,,,36
2017-11-24T07:01:51.206Z,,30.3,52,,,,35.9
2017-11-24T07:02:01.207Z,,30.3,52,,,,
2017-11-24T07:02:11.207Z,,30.3,52,,,,35.8
2017-11-24T07:02:21.208Z,,30.3,52,,,,
2017-11-24T07:02:31.206Z,,,,,,,35.7
2017-11-24T07:02:41.297Z,,30.3,52,,,,
2017-11-24T07:03:01.245Z,,30.3,52,,,,
2017-11-24T07:03:11.207Z,,30.3,52,,,,
2017-11-24T07:03:21.207Z,,30.3,52,,,,
2017-11-24T07:03:31.249Z,,30.3,52,,,,
2017-11-24T07:03:41.296Z,,30.3,52,,,,35.6
2017-11-24T07:03:51.206Z,,30.3,52,,,,
2017-11-24T07:04:01.206Z,,30.3,52,,,,
2017-11-24T07:04:11.216Z,,30.3,52,,,,
2017-11-24T07:04:21.206Z,,30.3,52,,,,
2017-11-24T07:04:31.207Z,,30.3,52,,,,
2017-11-24T07:04:41.340Z,,30.3,52,,,,
2017-11-24T07:04:51.264Z,,30.3,52,,,,
2017-11-24T07:05:01.235Z,,30.3,52,,,,
2017-11-24T07:05:11.230Z,,30.3,52,,,,
2017-11-24T07:05:31.216Z,,30.3,52,,,,
2017-11-24T07:05:41.305Z,,30.3,52,,,,
2017-11-24T07:05:51.230Z,,30.3,52,,,,35.7
2017-11-24T07:06:01.223Z,,30.3,52,,,,
2017-11-24T07:06:11.212Z,,30.3,52,,,,
2017-11-24T07:06:21.213Z,,30.3,52,,,,
2017-11-24T07:06:31.206Z,,30.3,52,,,,
2017-11-24T07:06:41.297Z,,30.3,52,,,,
2017-11-24T07:06:51.206Z,,30.3,52,,,,
2017-11-24T07:07:01.209Z,,30.3,52,,,,35.8
2017-11-24T07:07:11.206Z,,30.3,52,,,,
2017-11-24T07:07:21.209Z,,30.3,52,,,,
2017-11-24T07:07:31.234Z,,30.3,52,,,,
2017-11-24T07:07:41.299Z,,30.3,52,,,,
2017-11-24T07:07:51.223Z,,30.3,52,,,,35.9
2017-11-24T07:08:01.212Z,,30.3,52,,,,
2017-11-24T07:08:11.206Z,,30.3,52,,,,
2017-11-24T07:08:21.206Z,,30.3,52,,,,
2017-11-24T07:08:31.210Z,,30.3,52,,,,
2017-11-24T07:08:41.296Z,,30.3,52,,,,
2017-11-24T07:08:51.229Z,,30.3,52,,,,
2017-11-24T07:09:01.209Z,,30.3,52,,,,
2017-11-24T07:09:11.206Z,,30.2,52,,,,
2017-11-24T07:09:21.207Z,,30.2,52,,,,
2017-11-24T07:09:31.224Z,,30.2,52,,,,
2017-11-24T07:09:41.321Z,,30.2,52,,,,
2017-11-24T07:09:51.214Z,,30.2,52,,,,
2017-11-24T07:10:01.213Z,,30.2,52,,,,
2017-11-24T07:10:11.213Z,,30.2,52,,,,
2017-11-24T07:10:21.212Z,,30.2,52,,,,
2017-11-24T07:10:31.206Z,,30.2,52,,,,
2017-11-24T07:10:41.298Z,,30.2,52,,,,
2017-11-24T07:10:51.206Z,,30.2,52,,,,
2017-11-24T07:11:01.206Z,,30.2,52,,,,
2017-11-24T07:11:11.211Z,,30.2,52,,,,
2017-11-24T07:11:31.210Z,,30.2,52,,,,
2017-11-24T07:11:41.301Z,,30.2,52,,,,
2017-11-24T07:11:51.206Z,,30.2,52,,,,
2017-11-24T07:12:01.218Z,,30.2,52,,,,
2017-11-24T07:12:11.206Z,,30.2,52,,,,
2017-11-24T07:12:31.206Z,,30.2,52,,,,
2017-11-24T07:12:41.319Z,,30.1,52,,,,
2017-11-24T07:12:51.243Z,,30.1,52,,,,
2017-11-24T07:13:01.240Z,,30.2,52,,,,35.8
2017-11-24T07:13:11.206Z,,30.2,52,,,,
2017-11-24T07:13:21.213Z,,30.2,52,,,,
2017-11-24T07:13:31.206Z,,30.1,52,,,,
2017-11-24T07:13:41.301Z,,30.1,52,,,,
2017-11-24T07:13:51.306Z,,30.1,52,,,,
2017-11-24T07:14:01.208Z,,30.1,52,,,,
2017-11-24T07:14:11.206Z,,30.1,52,,,,
2017-11-24T07:14:21.207Z,,30.1,52,,,,
2017-11-24T07:14:31.208Z,,30.1,52,,,,35.7
2017-11-24T07:14:41.296Z,,30.1,52,,,,
2017-11-24T07:14:51.218Z,42,,,0,2,,37.8
2017-11-24T07:15:01.301Z,30,30.1,52,,,,41.9
2017-11-24T07:15:11.208Z,,30.1,52,,,,41.6
2017-11-24T07:15:21.205Z,30,,,,,,39.3
2017-11-24T07:15:31.233Z,29,30.1,52,,,,38.8
2017-11-24T07:15:41.300Z,29,,,,,,37.5
2017-11-24T07:15:51.300Z,,30.1,52,,,,36.7
2017-11-24T07:16:01.209Z,29,30.1,52,,,,37.2
2017-11-24T07:16:11.208Z,0,30.1,52,0,2,,37.1
2017-11-24T07:16:21.206Z,,30.1,52,,,,36.7
2017-11-24T07:16:31.240Z,,,,,,,34.4
2017-11-24T07:16:51.206Z,,30.1,52,,,,
2017-11-24T07:17:01.208Z,,30.1,52,,,,32.8
2017-11-24T07:17:11.245Z,,30.1,52,,,,32.7
2017-11-24T07:17:21.232Z,,30.1,52,,,,32.5
2017-11-24T07:17:31.225Z,,30,52,,,,
2017-11-24T07:17:41.346Z,,30.1,52,,,,
2017-11-24T07:17:51.205Z,,30,52,,,,
2017-11-24T07:18:01.206Z,,30,52,,,,
2017-11-24T07:18:11.211Z,,30,52,,,,32.4
2017-11-24T07:18:21.206Z,,30,52,,,,
2017-11-24T07:18:31.219Z,,30,52,,,,32.3
2017-11-24T07:18:41.296Z,,30,52,,,,
2017-11-24T07:18:51.243Z,,,,,,,32.2
2017-11-24T07:19:01.209Z,,30,52,,,,
2017-11-24T07:19:11.230Z,,30,52,,,,
2017-11-24T07:19:21.209Z,,30,52,,,,
2017-11-24T07:19:31.206Z,,,,,,,32.1
2017-11-24T07:19:41.302Z,,30,52,,,,
2017-11-24T07:20:01.206Z,,30,52,,,,
2017-11-24T07:20:21.205Z,,30,52,,,,
2017-11-24T07:20:31.220Z,,30,52,,,,
2017-11-24T07:20:51.248Z,,30,52,,,,
2017-11-24T07:21:01.234Z,,30,52,,,,
2017-11-24T07:21:11.271Z,,30,52,,,,
2017-11-24T07:21:21.227Z,,29.8,52,,,,
2017-11-24T07:21:31.213Z,,30,52,,,,
2017-11-24T07:21:41.339Z,,29.8,52,,,,
2017-11-24T07:21:51.262Z,,29.8,52,,,,
2017-11-24T07:22:01.252Z,,29.8,52,,,,
2017-11-24T07:22:11.219Z,,29.8,52,,,,
2017-11-24T07:22:31.208Z,,29.8,52,,,,
2017-11-24T07:22:41.309Z,,29.8,52,,,,
2017-11-24T07:22:51.247Z,,29.8,52,,,,
2017-11-24T07:23:01.206Z,,29.8,52,,,,32.2
2017-11-24T07:23:11.214Z,,29.8,52,,,,
2017-11-24T07:23:31.210Z,,29.8,52,,,,
2017-11-24T07:23:41.301Z,,29.8,52,,,,
2017-11-24T07:23:51.207Z,,29.8,52,,,,
2017-11-24T07:24:01.206Z,,29.8,52,,,,
2017-11-24T07:24:11.206Z,,29.7,52,,,,
2017-11-24T07:24:21.282Z,,29.7,52,,,,
2017-11-24T07:24:31.208Z,,29.7,52,,,,
2017-11-24T07:24:41.301Z,,29.7,52,,,,
2017-11-24T07:24:51.212Z,,29.7,52,,,,
2017-11-24T07:25:01.213Z,,29.7,52,,,,32.3
2017-11-24T07:25:11.222Z,,29.7,52,,,,
2017-11-24T07:25:31.207Z,,29.7,52,,,,
2017-11-24T07:25:41.296Z,,29.7,52,,,,
2017-11-24T07:25:51.216Z,,29.7,52,,,,
2017-11-24T07:26:01.208Z,,29.7,52,,,,
2017-11-24T07:26:11.205Z,,29.7,52,,,,
2017-11-24T07:26:21.326Z,,29.6,52,,,,32.4
2017-11-24T07:26:31.205Z,,29.6,52,,,,
2017-11-24T07:26:41.298Z,,29.6,52,,,,
2017-11-24T07:26:51.205Z,,29.6,52,,,,
2017-11-24T07:27:01.215Z,,29.6,52,,,,
2017-11-24T07:27:11.220Z,,29.6,52,,,,
2017-11-24T07:27:21.221Z,,29.6,52,,,,32.5
2017-11-24T07:27:41.298Z,,29.6,52,0,2,,32.4
2017-11-24T07:27:51.255Z,39,,,,,,36.5
2017-11-24T07:28:01.208Z,30,29.6,52,,,,39.3
2017-11-24T07:28:11.211Z,30,29.6,52,,,,37.8
2017-11-24T07:28:21.237Z,,29.5,52,,,,37.1
2017-11-24T07:28:31.212Z,30,29.5,52,,,,36.1
2017-11-24T07:28:41.296Z,29,,,,,,35.4
2017-11-24T07:29:01.206Z,,29.5,52,,,,35.3
2017-11-24T07:29:11.211Z,30,,,,,,35.4
2017-11-24T07:29:21.208Z,29,29.5,52,,,,36
2017-11-24T07:29:31.205Z,,29.5,52,,,,36.2
2017-11-24T07:29:41.295Z,,,,,,,36.4
2017-11-24T07:29:51.208Z,30,29.5,52,,,,36.5
2017-11-24T07:30:01.206Z,29,29.5,52,,,,36.7
2017-11-24T07:30:11.211Z,,29.5,52,,,,
2017-11-24T07:30:21.211Z,29,,,,,,37.1
2017-11-24T07:30:31.226Z,30,29.5,52,,,,
2017-11-24T07:30:41.296Z,29,,,,,,37.3
2017-11-24T07:30:51.212Z,,29.5,52,,,,37.5
2017-11-24T07:31:01.205Z,,29.5,52,,,,37.8
2017-11-24T07:31:11.211Z,,29.5,52,,,,
2017-11-24T07:31:21.215Z,29,,,,,,38
2017-11-24T07:31:31.206Z,,29.5,52,,,,
2017-11-24T07:31:41.295Z,30,29.5,52,,,,38.2
2017-11-24T07:31:51.210Z,29,29.5,52,,,,38.3
2017-11-24T07:32:01.210Z,29,29.5,52,,,,38.7
2017-11-24T07:32:11.209Z,,29.5,52,,,,38.8
2017-11-24T07:32:21.224Z,,29.5,52,,,,
2017-11-24T07:32:31.205Z,,,,,,,39.2
2017-11-24T07:32:41.300Z,,29.5,52,,,,
2017-11-24T07:32:51.205Z,,,,,,,39.4
2017-11-24T07:33:01.207Z,,29.5,52,,,,39.7
2017-11-24T07:33:11.207Z,,29.5,52,,,,
2017-11-24T07:33:21.209Z,,,,,,,40
2017-11-24T07:33:31.205Z,30,29.5,52,,,,
2017-11-24T07:33:41.295Z,,29.5,52,,,,40.2
2017-11-24T07:33:51.205Z,,29.5,52,,,,40.3
2017-11-24T07:34:01.206Z,29,29.5,52,,,,40.6
2017-11-24T07:34:11.212Z,,29.5,52,,,,40.8
2017-11-24T07:34:21.206Z,,29.5,52,,,,
2017-11-24T07:34:31.218Z,,,,,,,41.1
2017-11-24T07:34:41.302Z,,29.5,52,,,,
2017-11-24T07:34:51.266Z,,29.5,52,,,,41.2
2017-11-24T07:35:01.211Z,30,29.6,52,,,,41.5
2017-11-24T07:35:11.210Z,,29.6,52,,,,
2017-11-24T07:35:21.212Z,29,,,,,,41.7
2017-11-24T07:35:31.226Z,,29.6,52,,,,42
2017-11-24T07:35:41.307Z,30,29.6,52,,,,
2017-11-24T07:35:51.204Z,29,29.6,52,,,,42.1
2017-11-24T07:36:01.207Z,30,29.6,52,,,,42.4
2017-11-24T07:36:11.211Z,,29.6,52,,,,
2017-11-24T07:36:21.217Z,29,,,,,,42.6
2017-11-24T07:36:31.204Z,,29.6,52,,,,42.9
2017-11-24T07:36:41.305Z,,29.7,52,,,,43
2017-11-24T07:36:51.205Z,,,,,,,43.1
2017-11-24T07:37:01.205Z,,29.7,52,,,,43.2
2017-11-24T07:37:11.219Z,,29.7,52,,,,43.3
2017-11-24T07:37:21.204Z,29,29.7,52,,,,43.6
2017-11-24T07:37:31.207Z,,29.7,52,,,,43.7
2017-11-24T07:37:41.294Z,,,,,,,44
2017-11-24T07:37:51.204Z,29,29.8,52,,,,44.1
2017-11-24T07:38:01.204Z,0,,,0,2,,43.6
2017-11-24T07:38:11.229Z,,29.8,52,,,,41.7
2017-11-24T07:38:21.204Z,,29.8,52,,,,41.1
2017-11-24T07:38:31.216Z,,,,,,,39.9
2017-11-24T07:38:41.319Z,,29.8,52,,,,39.6
2017-11-24T07:38:51.204Z,,,,,,,39.5
2017-11-24T07:39:01.223Z,,29.8,52,,,,39.4
2017-11-24T07:39:11.223Z,,29.8,52,,,,
2017-11-24T07:39:21.206Z,,29.8,52,,,,39.3
2017-11-24T07:39:31.216Z,,30,52,,,,
2017-11-24T07:39:51.208Z,,30,52,,,,39.2
2017-11-24T07:40:01.204Z,,30,52,,,,38.8
2017-11-24T07:40:11.204Z,,30,52,,,,
2017-11-24T07:40:21.204Z,,30,52,,,,
2017-11-24T07:40:31.204Z,,30,52,,,,38.7
2017-11-24T07:40:41.294Z,,30,52,,,,
2017-11-24T07:41:01.204Z,,30.1,52,,,,38.6
2017-11-24T07:41:11.204Z,,,,,,,38.5
2017-11-24T07:41:21.205Z,,30.1,52,,,,
2017-11-24T07:41:31.205Z,,30.1,52,,,,
2017-11-24T07:41:51.204Z,,30.1,52,,,,
2017-11-24T07:42:01.204Z,,30.1,52,,,,
2017-11-24T07:42:11.204Z,,30.1,52,,,,
2017-11-24T07:42:21.204Z,,,,,,,38.4
2017-11-24T07:42:31.204Z,,30.2,52,,,,38.5
2017-11-24T07:42:41.307Z,,30.2,52,,,,
2017-11-24T07:42:51.204Z,,30.2,52,,,,38.4
2017-11-24T07:43:01.204Z,,30.2,52,,,,
2017-11-24T07:43:11.206Z,,30.2,52,,,,
2017-11-24T07:43:21.212Z,,30.2,52,,,,
2017-11-24T07:43:31.203Z,,30.2,52,,,,
2017-11-24T07:43:41.294Z,,30.2,52,,,,38.5
2017-11-24T07:43:51.205Z,,30.2,52,,,,
2017-11-24T07:44:01.204Z,,30.2,52,,,,
2017-11-24T07:44:11.209Z,,30.2,52,,,,
2017-11-24T07:44:21.204Z,,30.2,52,,,,
2017-11-24T07:44:31.209Z,,30.2,52,,,,38.6
2017-11-24T07:44:41.294Z,,30.2,52,,,,
2017-11-24T07:44:51.204Z,,30.2,52,,,,
2017-11-24T07:45:01.205Z,,30.3,52,,,,38.7
2017-11-24T07:45:11.295Z,,30.3,52,,,,
2017-11-24T07:45:31.204Z,,30.3,52,,,,38.8
2017-11-24T07:45:41.294Z,,30.3,52,,,,
2017-11-24T07:45:51.212Z,,30.3,52,,,,
2017-11-24T07:46:01.203Z,,30.3,52,,,,
2017-11-24T07:46:11.205Z,,30.3,52,,,,
2017-11-24T07:46:21.203Z,,30.3,52,,,,
2017-11-24T07:46:31.208Z,,30.3,52,,,,
2017-11-24T07:46:41.312Z,,30.3,52,,,,
2017-11-24T07:46:51.203Z,,30.3,52,,,,38.9
2017-11-24T07:47:01.204Z,,30.3,52,,,,
2017-11-24T07:47:11.203Z,,30.3,52,,,,
2017-11-24T07:47:21.211Z,,30.3,52,,,,
2017-11-24T07:47:31.209Z,0,30.3,52,0,2,58,38.9
2017-11-24T07:47:41.293Z,,30.3,52,,,,
2017-11-24T07:47:51.208Z,,30.3,52,,,,
2017-11-24T07:48:01.203Z,,30.3,52,,,,
2017-11-24T07:48:11.208Z,,30.3,52,,,,
2017-11-24T07:48:21.204Z,,30.3,52,,,,
2017-11-24T07:48:31.203Z,,30.3,52,,,,
2017-11-24T07:48:41.303Z,,30.3,52,,,,
2017-11-24T07:48:51.207Z,,30.3,52,,,,38.8
2017-11-24T07:49:01.207Z,,30.3,52,,,,
2017-11-24T07:49:11.217Z,,30.3,52,,,,
2017-11-24T07:49:21.208Z,,30.3,52,,,,
2017-11-24T07:49:31.203Z,,30.3,52,,,,
2017-11-24T07:49:41.303Z,,30.3,52,,,,
2017-11-24T07:49:51.258Z,,30.3,52,,,,
2017-11-24T07:50:01.252Z,,30.4,52,,,,
2017-11-24T07:50:11.203Z,,30.3,52,,,,
2017-11-24T07:50:21.203Z,,30.3,52,,,,38.7
2017-11-24T07:50:31.233Z,,30.3,52,,,,
2017-11-24T07:50:41.305Z,,30.3,52,,,,
2017-11-24T07:50:51.212Z,,30.3,52,,,,
2017-11-24T07:51:01.213Z,,30.3,52,,,,
2017-11-24T07:51:11.203Z,,30.3,52,,,,
2017-11-24T07:51:21.212Z,,30.3,52,,,,
2017-11-24T07:51:31.203Z,,30.3,52,,,,
2017-11-24T07:51:41.315Z,,30.3,52,,,,38.6
2017-11-24T07:51:51.203Z,,30.3,52,,,,
2017-11-24T07:52:01.207Z,,30.4,52,,,,
2017-11-24T07:52:11.216Z,,30.3,52,,,,
2017-11-24T07:52:31.206Z,,30.3,52,,,,
2017-11-24T07:52:41.293Z,,30.3,52,,,,
2017-11-24T07:52:51.203Z,,30.3,52,,,,38.5
2017-11-24T07:53:01.203Z,,30.3,52,,,,
2017-11-24T07:53:11.203Z,,30.3,52,,,,
2017-11-24T07:53:21.203Z,,30.3,52,,,,
2017-11-24T07:53:31.203Z,,30.3,52,,,,
2017-11-24T07:53:41.292Z,,30.3,52,,,,
2017-11-24T07:53:51.203Z,,30.3,52,,,,38.4
2017-11-24T07:54:01.212Z,,30.3,52,,,,
2017-11-24T07:54:11.206Z,,30.3,52,,,,
2017-11-24T07:54:21.203Z,,30.3,52,,,,
2017-11-24T07:54:31.213Z,,30.3,52,,,,
2017-11-24T07:54:41.301Z,,30.3,52,,,,
2017-11-24T07:54:51.266Z,,30.3,52,,,,
2017-11-24T07:55:01.209Z,,30.3,52,,,,38.3
2017-11-24T07:55:11.203Z,,30.3,52,,,,
2017-11-24T07:55:21.203Z,,30.3,52,,,,
2017-11-24T07:55:41.293Z,42,30.3,52,0,2,,40.5
2017-11-24T07:55:51.205Z,37,30.3,52,,,,43.3
2017-11-24T07:56:01.203Z,30,30.3,52,,,,43.2
2017-11-24T07:56:11.202Z,29,,,,,,40.6
2017-11-24T07:56:21.210Z,29,30.3,52,,,,38.7
2017-11-24T07:56:31.203Z,30,30.3,52,,,,37.6
2017-11-24T07:56:41.298Z,29,30.3,52,,,,37.4
2017-11-24T07:56:51.214Z,0,30.3,52,,,,37.6
2017-11-24T07:57:01.203Z,,30.3,52,0,2,,34.8
2017-11-24T07:57:11.212Z,,30.3,52,,,,33.5
2017-11-24T07:57:21.235Z,,30.3,52,,,,33.4
2017-11-24T07:57:41.292Z,,,,0,0,0,
