Time,ChActive,HwActive,PrimTSet,PrimT,HwTOutlet,ActPow,HwTSet
2018-01-08T03:22:12.522Z,,,,,30.9,,50
2018-01-08T03:22:22.523Z,,,,,30.9,,50
2018-01-08T03:22:32.523Z,,,,35.4,30.9,,50
2018-01-08T03:22:42.523Z,,,,,30.9,,50
2018-01-08T03:22:52.522Z,,,,,30.9,,50
2018-01-08T03:23:02.544Z,,,,,30.9,,50
2018-01-08T03:23:12.523Z,,,,,30.9,,50
2018-01-08T03:23:22.523Z,,,,,30.9,,50
2018-01-08T03:23:32.528Z,,,,35.5,30.9,,50
2018-01-08T03:23:42.585Z,1,0,,38.7,30.9,41,50
2018-01-08T03:23:52.621Z,,,,42,30.9,33,50
2018-01-08T03:24:02.523Z,,,,40.7,30.9,29,50
2018-01-08T03:24:12.523Z,,,,39.7,30.8,29,50
2018-01-08T03:24:22.523Z,,,,38.5,30.8,,50
2018-01-08T03:24:32.532Z,,,,38,30.8,30,50
2018-01-08T03:24:42.522Z,,,,,30.8,29,50
2018-01-08T03:24:52.523Z,,,,38.3,30.8,,50
2018-01-08T03:25:02.550Z,,,,38.7,30.8,30,50
2018-01-08T03:25:12.523Z,,,,39.1,30.8,30,50
2018-01-08T03:25:22.523Z,,,,39.3,30.8,,50
2018-01-08T03:25:32.522Z,,,,39.4,30.8,,50
2018-01-08T03:25:42.523Z,,,,39.6,30.8,29,50
2018-01-08T03:25:52.523Z,,,,39.7,30.8,,50
2018-01-08T03:26:02.522Z,,,,40,30.8,,50
2018-01-08T03:26:12.523Z,,,,40.1,30.8,,50
2018-01-08T03:26:22.523Z,,,,40.2,30.8,30,50
2018-01-08T03:26:32.529Z,,,,40.4,30.8,29,50
2018-01-08T03:26:42.523Z,,,,40.5,30.8,,50
2018-01-08T03:26:52.523Z,,,,40.6,30.8,,50
2018-01-08T03:27:02.523Z,,,,40.7,30.8,,50
2018-01-08T03:27:12.523Z,,,,40.9,30.8,,50
2018-01-08T03:27:22.523Z,,,,41,30.8,29,50
2018-01-08T03:27:32.548Z,,,,41.1,30.8,,50
2018-01-08T03:27:42.522Z,,,,41.2,30.7,30,50
2018-01-08T03:27:52.540Z,,,,41.4,30.8,29,50
2018-01-08T03:28:02.523Z,,,,41.5,30.7,30,50
2018-01-08T03:28:12.522Z,,,,41.6,30.8,,50
2018-01-08T03:28:22.543Z,,,,41.8,30.8,29,50
2018-01-08T03:28:32.523Z,,,,42,30.8,,50
2018-01-08T03:28:42.523Z,,,,42.1,30.8,30,50
2018-01-08T03:28:52.552Z,,,,42.2,30.8,29,50
2018-01-08T03:29:02.522Z,,,,42.4,30.8,,50
2018-01-08T03:29:12.523Z,,,,42.6,30.8,,50
2018-01-08T03:29:22.531Z,,,,42.8,30.8,30,50
2018-01-08T03:29:32.523Z,,,,43,30.8,29,50
2018-01-08T03:29:42.522Z,,,,43.1,30.8,,50
2018-01-08T03:29:52.522Z,,,,43.2,30.8,30,50
2018-01-08T03:30:02.523Z,,,,43.4,30.8,,50
2018-01-08T03:30:12.522Z,,,,43.5,30.8,,50
2018-01-08T03:30:22.524Z,,,,43.6,30.8,,50
2018-01-08T03:30:32.525Z,,,,43.8,30.8,29,50
2018-01-08T03:30:42.522Z,,,,44,30.8,30,50
2018-01-08T03:30:52.534Z,,,,44.1,30.8,29,50
2018-01-08T03:31:02.523Z,,,,44.2,30.8,30,50
2018-01-08T03:31:12.529Z,,,,44.3,30.8,29,50
2018-01-08T03:31:22.522Z,,,,44.4,30.8,30,50
2018-01-08T03:31:32.523Z,,,,44.6,30.8,,50
2018-01-08T03:31:42.522Z,,,,44.7,30.9,29,50
2018-01-08T03:31:52.522Z,,,,44.8,30.9,,50
2018-01-08T03:32:02.523Z,,,,45,30.9,29,50
2018-01-08T03:32:12.523Z,,,,45.1,30.9,30,50
2018-01-08T03:32:22.539Z,,,,45.2,30.9,29,50
2018-01-08T03:32:32.523Z,,,,45.3,30.9,,50
2018-01-08T03:32:42.523Z,,,,45.5,30.9,,50
2018-01-08T03:32:52.522Z,,,,45.6,30.9,0,50
2018-01-08T03:33:02.524Z,1,0,,43.8,30.9,,50
2018-01-08T03:33:12.522Z,,,,41.9,30.9,,50
2018-01-08T03:33:22.522Z,,,,40.9,31,,50
2018-01-08T03:33:32.523Z,,,,40.8,31,,50
2018-01-08T03:33:42.523Z,,,,40.7,31,,50
2018-01-08T03:33:52.564Z,,,,40.6,31,,50
2018-01-08T03:34:02.523Z,,,,,31,,50
2018-01-08T03:34:12.528Z,,,,,31,,50
2018-01-08T03:34:22.523Z,,,,40.5,31,,50
2018-01-08T03:34:32.522Z,,,,40.4,31,,50
2018-01-08T03:34:42.522Z,,,,40.3,31,,50
2018-01-08T03:34:52.523Z,,,,40.2,31,,50
2018-01-08T03:35:02.542Z,,,,40.1,31.2,,50
2018-01-08T03:35:12.547Z,,,,,31.2,,50
2018-01-08T03:35:22.522Z,,,,,31.2,,50
2018-01-08T03:35:32.523Z,,,,40,31.2,,50
2018-01-08T03:35:42.523Z,,,,39.9,31.2,,50
2018-01-08T03:35:52.522Z,,,,39.8,31.2,,50
2018-01-08T03:36:02.522Z,,,,,31.2,,50
2018-01-08T03:36:12.531Z,,,,,31.2,,50
2018-01-08T03:36:22.523Z,,,,,31.2,,50
2018-01-08T03:36:32.523Z,,,,,31.2,,50
2018-01-08T03:36:42.522Z,,,,39.7,31.2,,50
2018-01-08T03:36:52.523Z,,,,,31.2,,50
2018-01-08T03:37:02.553Z,,,,,31.3,,50
2018-01-08T03:37:12.522Z,,,,,31.3,,50
2018-01-08T03:37:22.522Z,,,,,31.3,,50
2018-01-08T03:37:32.523Z,,,,,31.3,,50
2018-01-08T03:37:42.522Z,,,,,31.3,,50
2018-01-08T03:37:52.522Z,,,,,31.3,,50
2018-01-08T03:38:02.523Z,,,,,31.3,,50
2018-01-08T03:38:12.523Z,,,,,31.3,,50
2018-01-08T03:38:22.522Z,,,,,31.3,,50
2018-01-08T03:38:32.522Z,,,,,31.3,,50
2018-01-08T03:38:42.522Z,,,,,31.3,,50
2018-01-08T03:38:52.523Z,,,,39.8,31.3,,50
2018-01-08T03:39:02.522Z,,,,,31.3,,50
2018-01-08T03:39:12.523Z,,,,,31.3,,50
2018-01-08T03:39:22.522Z,,,,,31.3,,50
2018-01-08T03:39:32.563Z,,,,39.9,31.3,,50
2018-01-08T03:39:42.529Z,,,,,31.3,,50
2018-01-08T03:39:52.539Z,,,,39.9,31.3,,50
2018-01-08T03:40:02.522Z,,,,40,31.3,,50
2018-01-08T03:40:12.522Z,,,,,31.3,,50
2018-01-08T03:40:22.523Z,,,,,31.3,,50
2018-01-08T03:40:32.524Z,,,,,31.3,,50
2018-01-08T03:40:42.522Z,,,,,31.3,,50
2018-01-08T03:40:52.522Z,,,,,31.3,,50
2018-01-08T03:41:02.534Z,,,,40.1,31.3,,50
2018-01-08T03:41:12.522Z,,,,,31.3,,50
2018-01-08T03:41:22.522Z,,,,,31.3,,50
2018-01-08T03:41:32.523Z,,,,,31.3,,50
2018-01-08T03:41:42.558Z,,,,,31.3,,50
2018-01-08T03:41:52.522Z,,,,,31.3,,50
2018-01-08T03:42:02.522Z,,,,,31.3,,50
2018-01-08T03:42:12.522Z,,,,,31.3,,50
2018-01-08T03:42:22.522Z,,,,,31.3,,50
2018-01-08T03:42:32.523Z,,,,,31.3,,50
2018-01-08T03:42:42.522Z,,,,,31.3,,50
2018-01-08T03:42:52.523Z,,,,,31.3,,50
2018-01-08T03:43:02.522Z,,,,,31.3,,50
2018-01-08T03:43:12.522Z,,,,,31.3,,50
2018-01-08T03:43:22.522Z,,,,,31.3,,50
2018-01-08T03:43:32.522Z,,,,40,31.3,,50
2018-01-08T03:43:42.522Z,,,,,31.3,,50
2018-01-08T03:43:52.522Z,,,,,31.3,,50
2018-01-08T03:44:02.522Z,,,,,31.3,,50
2018-01-08T03:44:12.522Z,,,,,31.3,,50
2018-01-08T03:44:22.522Z,,,,,31.3,,50
2018-01-08T03:44:32.524Z,,,,,31.3,,50
2018-01-08T03:44:42.522Z,,,,,31.3,,50
2018-01-08T03:44:52.523Z,,,,40,31.2,,50
2018-01-08T03:45:02.551Z,,,,,31.3,,50
2018-01-08T03:45:12.962Z,,,,39.9,31.3,,50
2018-01-08T03:45:22.889Z,,,,,31.2,,50
2018-01-08T03:45:32.641Z,,,,,31.3,,50
2018-01-08T03:45:42.994Z,,,,,31.2,,50
2018-01-08T03:45:52.523Z,,,,,31.2,,50
2018-01-08T03:46:02.546Z,,,,,31.2,,50
2018-01-08T03:46:12.522Z,,,,,31.2,,50
2018-01-08T03:46:22.522Z,,,,,31.2,,50
2018-01-08T03:46:32.522Z,,,,39.8,31.2,,50
2018-01-08T03:46:42.522Z,,,,,31.2,,50
2018-01-08T03:46:52.522Z,,,,,31.2,,50
2018-01-08T03:47:02.522Z,,,,,31.2,,50
2018-01-08T03:47:12.522Z,,,,,31.2,,50
2018-01-08T03:47:22.522Z,,,,,31.2,,50
2018-01-08T03:47:32.523Z,,,,,31.2,,50
2018-01-08T03:47:42.522Z,,,,39.7,31.2,,50
2018-01-08T03:47:52.522Z,,,,,31.2,,50
2018-01-08T03:48:02.522Z,,,,,31.2,,50
2018-01-08T03:48:12.522Z,1,0,59,39.7,31.2,0,50
2018-01-08T03:48:22.522Z,,,,,31.2,,50
2018-01-08T03:48:32.523Z,,,,,31.2,,50
2018-01-08T03:48:42.522Z,,,,39.6,31.2,,50
2018-01-08T03:48:52.522Z,,,,,31.2,,50
2018-01-08T03:49:02.522Z,,,,,31,,50
2018-01-08T03:49:12.523Z,,,,,31.2,,50
2018-01-08T03:49:22.522Z,,,,,31,,50
2018-01-08T03:49:32.522Z,,,,,31.2,,50
2018-01-08T03:49:42.522Z,,,,,31,,50
2018-01-08T03:49:52.522Z,,,,,31,,50
2018-01-08T03:50:02.523Z,,,,39.5,31,,50
2018-01-08T03:50:12.522Z,,,,,31,,50
2018-01-08T03:50:22.522Z,,,,,31,,50
2018-01-08T03:50:32.522Z,,,,,31,,50
2018-01-08T03:50:42.522Z,,,,,31,,50
2018-01-08T03:50:52.522Z,,,,,31,,50
2018-01-08T03:51:02.523Z,,,,,31,,50
2018-01-08T03:51:12.523Z,1,0,,44.4,31,37,50
2018-01-08T03:51:22.522Z,,,,44.8,31,29,50
2018-01-08T03:51:32.522Z,,,,41.5,31,30,50
2018-01-08T03:51:42.522Z,,,,39.8,31,29,50
2018-01-08T03:51:52.522Z,,,,37.9,31,29,50
2018-01-08T03:52:02.522Z,,,,37.7,31,,50
2018-01-08T03:52:12.522Z,,,,38,31,,50
2018-01-08T03:52:22.527Z,,,,38.4,31,,50
2018-01-08T03:52:32.523Z,,,,38.7,31,,50
2018-01-08T03:52:42.522Z,,,,38.9,30.9,,50
2018-01-08T03:52:52.522Z,,,,39.1,30.9,,50
2018-01-08T03:53:02.522Z,,,,39.2,30.9,30,50
2018-01-08T03:53:12.522Z,,,,39.4,30.9,29,50
2018-01-08T03:53:22.522Z,,,,39.7,30.9,30,50
2018-01-08T03:53:32.522Z,,,,40,30.9,,50
2018-01-08T03:53:42.522Z,,,,40.1,30.9,29,50
2018-01-08T03:53:52.523Z,,,,40.3,30.9,30,50
2018-01-08T03:54:02.522Z,,,,40.5,30.9,29,50
2018-01-08T03:54:12.522Z,,,,40.7,30.9,,50
2018-01-08T03:54:22.541Z,,,,41,30.9,,50
2018-01-08T03:54:32.522Z,,,,41.1,30.9,,50
2018-01-08T03:54:42.522Z,,,,41.2,30.9,30,50
2018-01-08T03:54:52.530Z,,,,41.4,30.9,29,50
2018-01-08T03:55:02.525Z,,,,41.6,30.9,,50
2018-01-08T03:55:12.522Z,,,,41.7,30.9,30,50
2018-01-08T03:55:22.522Z,,,,41.8,30.9,29,50
2018-01-08T03:55:32.547Z,,,,42,30.9,,50
2018-01-08T03:55:42.532Z,,,,,30.9,,50
2018-01-08T03:55:52.522Z,,,,42.2,30.9,30,50
2018-01-08T03:56:02.522Z,,,,42.3,30.9,,50
2018-01-08T03:56:12.522Z,,,,42.4,30.9,29,50
2018-01-08T03:56:22.522Z,,,,42.7,30.9,,50
2018-01-08T03:56:32.522Z,,,,42.8,30.9,,50
2018-01-08T03:56:42.522Z,,,,43,30.9,,50
2018-01-08T03:56:52.522Z,,,,43.1,31,30,50
2018-01-08T03:57:02.522Z,,,,43.2,31,29,50
2018-01-08T03:57:12.522Z,,,,43.3,31,,50
2018-01-08T03:57:22.560Z,,,,43.5,31,,50
2018-01-08T03:57:32.587Z,,,,43.6,31,,50
2018-01-08T03:57:42.522Z,,,,43.7,31,,50
2018-01-08T03:57:52.522Z,,,,43.9,31,,50
2018-01-08T03:58:02.522Z,,,,44,31,,50
2018-01-08T03:58:12.524Z,,,,44.2,31,,50
2018-01-08T03:58:22.522Z,,,,44.3,31,,50
2018-01-08T03:58:32.522Z,,,,44.4,31,,50
2018-01-08T03:58:42.522Z,,,,44.6,31,,50
2018-01-08T03:58:52.522Z,,,,44.7,31,,50
2018-01-08T03:59:02.524Z,,,,44.8,31,,50
2018-01-08T03:59:12.522Z,,,,45,31,,50
2018-01-08T03:59:22.522Z,,,,45.1,31,,50
2018-01-08T03:59:32.522Z,,,,45.2,31.2,,50
2018-01-08T03:59:42.522Z,,,,45.3,31.2,,50
2018-01-08T03:59:52.522Z,,,,45.5,31.2,,50
2018-01-08T04:00:02.522Z,,,,45.6,31.2,,50
2018-01-08T04:00:12.522Z,,,,45.7,31.2,,50
2018-01-08T04:00:22.522Z,,,,45.8,31.2,30,50
2018-01-08T04:00:32.522Z,,,,46,31.2,29,50
2018-01-08T04:00:42.522Z,,,,46.1,31.2,30,50
2018-01-08T04:00:52.522Z,,,,46.2,31.3,29,50
2018-01-08T04:01:02.522Z,,,,46.3,31.2,30,50
2018-01-08T04:01:12.522Z,,,,46.4,31.3,29,50
2018-01-08T04:01:22.522Z,,,,46.5,31.3,30,50
2018-01-08T04:01:32.522Z,,,,46.7,31.3,29,50
2018-01-08T04:01:42.522Z,,,,46.8,31.3,,50
2018-01-08T04:01:52.522Z,,,,46.9,31.3,,50
2018-01-08T04:02:02.522Z,1,0,,44.7,31.3,0,50
2018-01-08T04:02:12.522Z,,,,43.5,31.4,,50
2018-01-08T04:02:22.524Z,,,,42.2,31.4,,50
2018-01-08T04:02:32.523Z,,,,42,31.4,,50
2018-01-08T04:02:42.528Z,,,,41.9,31.4,,50
2018-01-08T04:02:52.522Z,,,,,31.4,,50
2018-01-08T04:03:02.521Z,,,,,31.4,,50
2018-01-08T04:03:12.522Z,,,,,31.4,,50
2018-01-08T04:03:22.522Z,,,,41.8,31.4,,50
2018-01-08T04:03:32.560Z,,,,41.6,31.4,,50
2018-01-08T04:03:42.522Z,,,,41.4,31.5,,50
2018-01-08T04:03:52.534Z,,,,41.3,31.5,,50
2018-01-08T04:04:02.554Z,,,,,31.5,,50
2018-01-08T04:04:12.572Z,,,,,31.5,,50
2018-01-08T04:04:22.581Z,,,,41.2,31.5,,50
2018-01-08T04:04:32.564Z,,,,,31.5,,50
2018-01-08T04:04:42.521Z,,,,41.1,31.5,,50
2018-01-08T04:04:52.522Z,,,,41,31.5,,50
2018-01-08T04:05:02.522Z,,,,,31.5,,50
2018-01-08T04:05:12.522Z,,,,40.9,31.5,,50
2018-01-08T04:05:22.522Z,,,,,31.5,,50
2018-01-08T04:05:32.522Z,,,,,31.5,,50
2018-01-08T04:05:42.524Z,,,,,31.6,,50
2018-01-08T04:05:52.522Z,,,,,31.6,,50
2018-01-08T04:06:02.522Z,,,,,31.6,,50
2018-01-08T04:06:12.522Z,,,,,31.6,,50
2018-01-08T04:06:22.521Z,,,,40.8,31.6,,50
2018-01-08T04:06:32.523Z,,,,,31.6,,50
2018-01-08T04:06:42.522Z,,,,,31.6,,50
2018-01-08T04:06:52.521Z,,,,,31.6,,50
2018-01-08T04:07:02.525Z,,,,,31.6,,50
2018-01-08T04:07:12.522Z,,,,,31.6,,50
2018-01-08T04:07:22.522Z,,,,40.9,31.6,,50
2018-01-08T04:07:32.522Z,,,,,31.6,,50
2018-01-08T04:07:42.522Z,,,,,31.6,,50
2018-01-08T04:07:52.523Z,,,,,31.6,,50
2018-01-08T04:08:02.522Z,,,,41,31.6,,50
2018-01-08T04:08:12.522Z,,,,,31.6,,50
2018-01-08T04:08:22.569Z,,,,,31.6,,50
2018-01-08T04:08:32.522Z,,,,41.1,31.6,,50
2018-01-08T04:08:42.522Z,,,,,31.6,,50
2018-01-08T04:08:52.522Z,,,,,31.6,,50
2018-01-08T04:09:02.521Z,,,,,31.6,,50
2018-01-08T04:09:12.522Z,,,,41.2,31.6,,50
2018-01-08T04:09:22.522Z,,,,,31.6,,50
2018-01-08T04:09:32.522Z,,,,,31.6,,50
2018-01-08T04:09:42.522Z,,,,,31.6,,50
2018-01-08T04:09:52.521Z,,,,,31.6,,50
2018-01-08T04:10:02.535Z,,,,,31.6,,50
2018-01-08T04:10:12.545Z,,,,,31.6,,50
2018-01-08T04:10:22.536Z,,,,,31.6,,50
2018-01-08T04:10:32.522Z,,,,,31.6,,50
2018-01-08T04:10:42.521Z,,,,,31.6,,50
2018-01-08T04:10:52.522Z,,,,41.3,31.6,,50
2018-01-08T04:11:02.560Z,,,,41.2,31.6,,50
2018-01-08T04:11:12.543Z,,,,41.3,31.6,,50
2018-01-08T04:11:22.539Z,,,,41.2,31.6,,50
2018-01-08T04:11:32.524Z,,,,,31.6,,50
2018-01-08T04:11:42.521Z,,,,,31.6,,50
2018-01-08T04:11:52.522Z,,,,,31.6,,50
2018-01-08T04:12:02.522Z,,,,,31.6,,50
2018-01-08T04:12:12.522Z,,,,,31.6,,50
2018-01-08T04:12:22.522Z,,,,,31.6,,50
2018-01-08T04:12:32.522Z,,,,,31.6,,50
2018-01-08T04:12:42.522Z,,,,,31.6,,50
2018-01-08T04:12:52.522Z,,,,,31.6,,50
2018-01-08T04:13:02.522Z,,,,,31.6,,50
2018-01-08T04:13:12.521Z,,,,41.1,31.6,,50
2018-01-08T04:13:22.522Z,,,,,31.6,,50
2018-01-08T04:13:32.527Z,,,,,31.6,,50
2018-01-08T04:13:42.522Z,,,,,31.6,,50
2018-01-08T04:13:52.522Z,,,,,31.6,,50
2018-01-08T04:14:02.521Z,,,,,31.6,,50
2018-01-08T04:14:12.522Z,,,,,31.6,,50
2018-01-08T04:14:22.522Z,,,,41,31.6,,50
2018-01-08T04:14:32.532Z,,,,,31.6,,50
2018-01-08T04:14:42.530Z,,,,,31.6,,50
2018-01-08T04:14:52.521Z,,,,,31.6,,50
2018-01-08T04:15:02.522Z,,,,,31.6,,50
2018-01-08T04:15:12.522Z,,,,,31.6,,50
2018-01-08T04:15:22.521Z,,,,41,31.6,,50
2018-01-08T04:15:32.522Z,,,,41,31.6,,50
2018-01-08T04:15:42.522Z,,,,40.9,31.6,,50
2018-01-08T04:15:52.522Z,,,,,31.6,,50
2018-01-08T04:16:02.522Z,,,,,31.6,,50
2018-01-08T04:16:12.521Z,,,,,31.6,,50
2018-01-08T04:16:22.522Z,,,,,31.6,,50
2018-01-08T04:16:32.539Z,1,0,,43.1,31.5,42,50
2018-01-08T04:16:42.522Z,,,,46.4,31.5,33,50
2018-01-08T04:16:52.522Z,,,,43.9,31.5,29,50
2018-01-08T04:17:02.522Z,,,,41.9,31.5,,50
2018-01-08T04:17:12.522Z,,,,40.8,31.5,,50
2018-01-08T04:17:22.522Z,,,,39.8,31.5,29,50
2018-01-08T04:17:32.521Z,,,,39.7,31.5,,50
2018-01-08T04:17:42.529Z,,,,40.2,31.5,30,50
2018-01-08T04:17:52.522Z,,,,40.6,31.5,29,50
2018-01-08T04:18:02.522Z,,,,41,31.5,0,50
2018-01-08T04:18:12.521Z,1,0,,38.8,31.5,,50
2018-01-08T04:18:22.522Z,,,,36.9,31.5,,50
2018-01-08T04:18:32.521Z,,,,36.2,31.5,,50
2018-01-08T04:18:42.521Z,,,,36.1,31.5,,50
2018-01-08T04:18:52.521Z,,,,36,31.5,,50
2018-01-08T04:19:02.522Z,,,,,31.5,,50
2018-01-08T04:19:12.522Z,,,,36.1,31.5,,50
2018-01-08T04:19:22.521Z,,,,,31.5,,50
2018-01-08T04:19:32.522Z,,,,,31.5,,50
2018-01-08T04:19:42.522Z,,,,36,31.5,,50
2018-01-08T04:19:52.556Z,,,,35.9,31.5,,50
2018-01-08T04:20:02.522Z,,,,35.8,31.5,,50
2018-01-08T04:20:12.522Z,,,,,31.5,,50
2018-01-08T04:20:22.522Z,,,,,31.5,,50
2018-01-08T04:20:32.521Z,,,,35.7,31.5,,50
2018-01-08T04:20:42.522Z,,,,,31.5,,50
2018-01-08T04:20:52.521Z,,,,,31.5,,50
2018-01-08T04:21:02.522Z,,,,35.6,31.5,,50
2018-01-08T04:21:12.521Z,,,,,31.5,,50
2018-01-08T04:21:22.521Z,,,,,31.5,,50
2018-01-08T04:21:32.522Z,,,,,31.4,,50
2018-01-08T04:21:42.521Z,,,,,31.5,,50
2018-01-08T04:21:52.523Z,,,,,31.4,,50
2018-01-08T04:22:02.521Z,,,,,31.4,,50
2018-01-08T04:22:12.521Z,,,,,31.4,,50
2018-01-08T04:22:22.522Z,,,,,31.4,,50
2018-01-08T04:22:32.521Z,,,,,31.4,,50
2018-01-08T04:22:42.521Z,,,,,31.4,,50
2018-01-08T04:22:52.526Z,,,,35.5,31.4,,50
2018-01-08T04:23:02.521Z,,,,,31.4,,50
2018-01-08T04:23:12.522Z,,,,,31.4,,50
2018-01-08T04:23:22.521Z,,,,,31.4,,50
2018-01-08T04:23:32.522Z,,,,35.6,31.4,,50
2018-01-08T04:23:42.522Z,,,,35.5,31.4,,50
2018-01-08T04:23:52.540Z,,,,35.6,31.4,,50
2018-01-08T04:24:02.521Z,,,,35.5,31.4,,50
2018-01-08T04:24:12.524Z,,,,,31.4,,50
2018-01-08T04:24:22.521Z,,,,35.6,31.3,,50
2018-01-08T04:24:32.542Z,1,0,,39.4,31.4,40,50
2018-01-08T04:24:42.521Z,,,,42.6,31.3,32,50
2018-01-08T04:24:52.522Z,,,,41.4,31.3,30,50
2018-01-08T04:25:02.521Z,,,,40.7,31.3,29,50
2018-01-08T04:25:12.522Z,,,,39.9,31.3,,50
2018-01-08T04:25:22.522Z,,,,39.5,31.3,,50
2018-01-08T04:25:32.522Z,,,,,31.3,,50
2018-01-08T04:25:42.522Z,,,,39.8,31.3,30,50
2018-01-08T04:25:52.521Z,,,,40.1,31.3,29,50
2018-01-08T04:26:02.521Z,,,,40.4,31.3,30,50
2018-01-08T04:26:12.522Z,,,,40.6,31.3,29,50
2018-01-08T04:26:22.530Z,,,,40.7,31.3,30,50
2018-01-08T04:26:32.522Z,,,,40.8,31.3,,50
2018-01-08T04:26:42.521Z,,,,41,31.3,29,50
2018-01-08T04:26:52.521Z,,,,41.1,31.3,,50
2018-01-08T04:27:02.547Z,,,,41.3,31.3,30,50
2018-01-08T04:27:12.528Z,,,,41.4,31.3,,50
2018-01-08T04:27:22.532Z,,,,41.5,31.3,29,50
2018-01-08T04:27:32.524Z,,,,41.6,31.3,,50
2018-01-08T04:27:42.524Z,,,,41.7,31.2,,50
2018-01-08T04:27:52.527Z,,,,41.8,31.3,,50
2018-01-08T04:28:02.521Z,,,,42,31.3,30,50
2018-01-08T04:28:12.522Z,,,,42.1,31.3,,50
2018-01-08T04:28:22.521Z,,,,42.2,31.3,,50
2018-01-08T04:28:32.521Z,,,,42.4,31.3,,50
2018-01-08T04:28:42.521Z,,,,42.6,31.3,29,50
2018-01-08T04:28:52.538Z,,,,42.7,31.2,,50
2018-01-08T04:29:02.548Z,,,,42.9,31.3,,50
2018-01-08T04:29:12.521Z,,,,43,31.3,30,50
2018-01-08T04:29:22.521Z,,,,43.2,31.3,,50
2018-01-08T04:29:32.523Z,,,,43.3,31.3,29,50
2018-01-08T04:29:42.530Z,,,,43.4,31.3,,50
2018-01-08T04:29:52.522Z,,,,43.6,31.3,30,50
2018-01-08T04:30:02.521Z,,,,43.8,31.3,,50
2018-01-08T04:30:12.522Z,,,,43.9,31.3,,50
2018-01-08T04:30:22.521Z,,,,44,31.3,29,50
2018-01-08T04:30:32.522Z,,,,44.2,31.3,30,50
2018-01-08T04:30:42.521Z,,,,44.3,31.3,29,50
2018-01-08T04:30:52.521Z,,,,44.5,31.3,30,50
2018-01-08T04:31:02.522Z,1,0,,43.8,31.3,0,50
2018-01-08T04:31:12.521Z,,,,41.7,31.3,,50
2018-01-08T04:31:22.522Z,,,,40.3,31.3,,50
2018-01-08T04:31:32.537Z,,,,39.7,31.3,,50
2018-01-08T04:31:42.522Z,,,,39.6,31.3,,50
2018-01-08T04:31:52.521Z,,,,39.5,31.3,,50
2018-01-08T04:32:02.522Z,,,,39.6,31.3,,50
2018-01-08T04:32:12.521Z,,,,39.5,31.4,,50
2018-01-08T04:32:22.521Z,,,,,31.3,,50
2018-01-08T04:32:32.549Z,,,,39.4,31.4,,50
2018-01-08T04:32:42.535Z,,,,39.2,31.4,,50
2018-01-08T04:32:52.538Z,,,,39.1,31.4,,50
2018-01-08T04:33:02.521Z,,,,38.9,31.4,,50
2018-01-08T04:33:12.521Z,,,,,31.4,,50
2018-01-08T04:33:22.521Z,,,,,31.4,,50
2018-01-08T04:33:32.522Z,,,,,31.4,,50
2018-01-08T04:33:42.521Z,,,,38.8,31.4,,50
2018-01-08T04:33:52.525Z,,,,,31.4,,50
2018-01-08T04:34:02.521Z,,,,38.7,31.4,,50
2018-01-08T04:34:12.521Z,,,,,31.4,,50
2018-01-08T04:34:22.522Z,,,,,31.4,,50
2018-01-08T04:34:32.522Z,,,,38.6,31.4,,50
2018-01-08T04:34:42.521Z,,,,,31.4,,50
2018-01-08T04:34:52.548Z,,,,,31.4,,50
2018-01-08T04:35:02.532Z,,,,,31.4,,50
2018-01-08T04:35:12.521Z,,,,,31.4,,50
2018-01-08T04:35:22.521Z,,,,,31.4,,50
2018-01-08T04:35:32.521Z,,,,,31.4,,50
2018-01-08T04:35:42.522Z,,,,,31.4,,50
2018-01-08T04:35:52.525Z,,,,,31.4,,50
2018-01-08T04:36:02.522Z,,,,,31.4,,50
2018-01-08T04:36:12.597Z,,,,,31.4,,50
2018-01-08T04:36:22.526Z,,,,,31.4,,50
2018-01-08T04:36:32.521Z,,,,,31.4,,50
2018-01-08T04:36:42.521Z,,,,,31.4,,50
2018-01-08T04:36:52.521Z,,,,38.7,31.4,,50
2018-01-08T04:37:02.521Z,,,,,31.4,,50
2018-01-08T04:37:12.521Z,,,,,31.4,,50
2018-01-08T04:37:22.553Z,,,,,31.4,,50
2018-01-08T04:37:32.540Z,,,,38.8,31.4,,50
2018-01-08T04:37:42.522Z,,,,,31.4,,50
2018-01-08T04:37:52.521Z,,,,,31.4,,50
2018-01-08T04:38:02.526Z,,,,,31.4,,50
2018-01-08T04:38:12.522Z,,,,38.9,31.4,,50
2018-01-08T04:38:22.521Z,,,,,31.4,,50
2018-01-08T04:38:32.521Z,,,,,31.4,,50
2018-01-08T04:38:42.521Z,,,,,31.4,,50
2018-01-08T04:38:52.521Z,,,,,31.4,,50
2018-01-08T04:39:02.521Z,,,,39.1,31.4,,50
2018-01-08T04:39:12.521Z,,,,39.1,31.4,,50
2018-01-08T04:39:22.521Z,,,,,31.4,,50
2018-01-08T04:39:32.522Z,,,,,31.4,,50
2018-01-08T04:39:42.521Z,,,,,31.4,,50
2018-01-08T04:39:52.521Z,,,,,31.4,,50
2018-01-08T04:40:02.545Z,,,,,31.4,,50
2018-01-08T04:40:12.550Z,,,,,31.4,,50
2018-01-08T04:40:22.521Z,,,,,31.4,,50
2018-01-08T04:40:32.521Z,,,,,31.4,,50
2018-01-08T04:40:42.521Z,,,,,31.4,,50
