Time,HwTSet,PrimTSet,HwActive,ChActive,PrimT,ActPow,HwTOutlet
2017-11-20T11:03:23.330Z,52,,,,,,27.7
2017-11-20T11:03:33.351Z,52,,,,,,27.7
2017-11-20T11:03:43.350Z,52,,,,,,27.7
2017-11-20T11:04:03.413Z,52,,,,,,27.7
2017-11-20T11:04:23.330Z,52,,,,,,27.7
2017-11-20T11:04:33.330Z,52,,,,,,27.7
2017-11-20T11:04:43.332Z,52,,,,,,27.7
2017-11-20T11:04:53.330Z,,,,,31.8,,
2017-11-20T11:05:03.410Z,52,,,,,,27.5
2017-11-20T11:05:23.331Z,52,,,,,,27.7
2017-11-20T11:05:33.334Z,52,,,,,,27.5
2017-11-20T11:05:43.332Z,52,,,,,,27.7
2017-11-20T11:05:53.331Z,52,,,,,,27.5
2017-11-20T11:06:03.431Z,52,,,,,,27.5
2017-11-20T11:06:23.330Z,52,,,,,,27.5
2017-11-20T11:06:33.332Z,52,,,,31.7,,27.5
2017-11-20T11:06:43.335Z,52,,,,,,27.5
2017-11-20T11:07:03.412Z,52,,,,,,27.5
2017-11-20T11:07:23.352Z,52,,,,,,27.5
2017-11-20T11:07:33.454Z,52,,,,,,27.5
2017-11-20T11:07:43.331Z,52,,,,,,27.5
2017-11-20T11:08:03.451Z,52,,,,,,27.5
2017-11-20T11:08:23.330Z,52,,,,,,27.5
2017-11-20T11:08:33.340Z,52,,,,,,27.5
2017-11-20T11:08:43.335Z,52,,,,,,27.5
2017-11-20T11:08:53.396Z,,,,,31.6,,
2017-11-20T11:09:03.423Z,52,,,,,,27.5
2017-11-20T11:09:23.365Z,52,,,,,,27.5
2017-11-20T11:09:33.334Z,52,,,,,,27.5
2017-11-20T11:09:43.345Z,52,,,,,,27.4
2017-11-20T11:10:03.410Z,52,,,,,,27.4
2017-11-20T11:10:23.333Z,52,,,,,,27.4
2017-11-20T11:10:33.335Z,52,,,,,,27.4
2017-11-20T11:10:43.336Z,52,,,,,,27.4
2017-11-20T11:10:53.330Z,52,,,,31.5,,27.4
2017-11-20T11:11:03.411Z,52,,,,,,27.4
2017-11-20T11:11:13.385Z,,,,,31.6,,
2017-11-20T11:11:23.330Z,52,,,,31.5,,27.4
2017-11-20T11:11:33.347Z,52,0,1,0,,,27.4
2017-11-20T11:11:43.350Z,,,1,0,32.2,37,
2017-11-20T11:11:53.330Z,52,,,,32.8,,32.3
2017-11-20T11:12:03.417Z,,,0,0,34.6,42,
2017-11-20T11:12:13.330Z,52,,0,0,35.2,0,34.4
2017-11-20T11:12:23.329Z,,,,,34.6,,
2017-11-20T11:12:33.337Z,52,,,,34.4,,34.3
2017-11-20T11:12:43.341Z,52,,,,,,34.3
2017-11-20T11:12:53.329Z,52,,,,,,34.2
2017-11-20T11:13:03.419Z,52,,,,,,34.2
2017-11-20T11:13:23.347Z,,58,0,2,,,
2017-11-20T11:13:33.354Z,52,,,,,,34
2017-11-20T11:13:43.334Z,52,,,,34.3,,33.9
2017-11-20T11:13:53.330Z,52,,,,,,33.9
2017-11-20T11:14:03.413Z,52,,,,,,33.8
2017-11-20T11:14:23.337Z,52,,,,,,33.8
2017-11-20T11:14:33.335Z,52,,,,,,33.7
2017-11-20T11:14:43.366Z,52,,,,,,33.6
2017-11-20T11:15:03.409Z,52,,,,,,33.5
2017-11-20T11:15:13.350Z,,,,,34.2,,
2017-11-20T11:15:23.330Z,52,,,,,,33.4
2017-11-20T11:15:33.329Z,52,,,,34.2,,33.3
2017-11-20T11:15:43.335Z,52,,,,,,33.3
2017-11-20T11:16:03.418Z,52,,,,,,33.2
2017-11-20T11:16:23.335Z,52,,,,,,33.1
2017-11-20T11:16:33.343Z,52,,,,34.1,,32.9
2017-11-20T11:16:43.333Z,52,,,,,,32.9
2017-11-20T11:16:53.344Z,,,,,34.1,,
2017-11-20T11:17:03.410Z,52,,,,,,32.8
2017-11-20T11:17:23.351Z,52,,,,,,32.7
2017-11-20T11:17:33.356Z,52,,,,,,32.6
2017-11-20T11:17:43.329Z,52,,,,,,32.6
2017-11-20T11:17:53.329Z,52,,,,,,32.5
2017-11-20T11:18:03.419Z,52,,,,,,32.5
2017-11-20T11:18:23.331Z,52,,,,,,32.4
2017-11-20T11:18:33.382Z,52,,,,34,,32.3
2017-11-20T11:18:43.385Z,52,,,,,,32.3
2017-11-20T11:18:53.394Z,52,,,,,,32.2
2017-11-20T11:19:03.503Z,52,,,,,,32.2
2017-11-20T11:19:23.436Z,52,,,,,,32.2
2017-11-20T11:19:33.409Z,52,,,,,,32
2017-11-20T11:19:43.431Z,,,,,34,,
2017-11-20T11:19:53.329Z,52,,0,2,36.3,42,31.9
2017-11-20T11:20:03.409Z,52,,,,38.6,38,31.9
2017-11-20T11:20:13.336Z,52,,,,38.2,29,31.9
2017-11-20T11:20:23.329Z,,,,,35.8,30,
2017-11-20T11:20:33.338Z,52,,,,32.8,29,31.8
2017-11-20T11:20:43.331Z,52,,,,31.6,29,31.8
2017-11-20T11:20:53.331Z,52,,,,,,31.6
2017-11-20T11:21:03.444Z,52,,,,31.4,30,31.6
2017-11-20T11:21:23.331Z,52,,,,32,29,31.6
2017-11-20T11:21:33.341Z,52,,,,32.6,30,31.5
2017-11-20T11:21:43.330Z,52,,,,32.8,29,31.4
2017-11-20T11:21:53.336Z,52,,,,32.9,,31.4
2017-11-20T11:22:03.442Z,,,,,33.2,,
2017-11-20T11:22:13.339Z,52,,,,,,31.4
2017-11-20T11:22:23.331Z,52,,,,33.3,30,31.3
2017-11-20T11:22:33.339Z,52,,,,34.1,30,31.2
2017-11-20T11:22:43.333Z,52,,0,2,34.2,0,31.2
2017-11-20T11:22:53.330Z,52,,,,33.8,,31.2
2017-11-20T11:23:03.409Z,,,,,32.8,,
2017-11-20T11:23:13.347Z,,,,,31.3,,
2017-11-20T11:23:23.348Z,52,,,,30.1,,31.2
2017-11-20T11:23:33.330Z,52,,,,29.6,,31
2017-11-20T11:23:43.329Z,52,,,,29.5,,30.9
2017-11-20T11:23:53.339Z,52,,,,,,30.9
2017-11-20T11:24:13.334Z,52,,,,,,30.9
2017-11-20T11:24:33.338Z,52,,,,29.4,,30.8
2017-11-20T11:24:43.329Z,,,,,29.3,,
2017-11-20T11:24:53.394Z,52,,,,29.2,,30.8
2017-11-20T11:25:03.410Z,52,,,,,,30.7
2017-11-20T11:25:23.331Z,52,,,,29.3,,30.7
2017-11-20T11:25:33.335Z,52,,,,,,30.6
2017-11-20T11:25:43.328Z,52,,,,,,30.6
2017-11-20T11:25:53.337Z,52,,,,,,30.6
2017-11-20T11:26:13.332Z,52,,,,,,30.6
2017-11-20T11:26:33.329Z,52,,,,,,30.4
2017-11-20T11:26:53.333Z,52,,,,,,30.3
2017-11-20T11:27:03.418Z,52,,,,,,30.3
2017-11-20T11:27:23.333Z,52,,,,,,30.3
2017-11-20T11:27:33.329Z,52,,,,,,30.3
2017-11-20T11:27:43.335Z,52,,,,,,30.2
2017-11-20T11:28:03.418Z,52,,,,,,30.2
2017-11-20T11:28:23.338Z,52,,,,,,30.2
2017-11-20T11:28:33.350Z,52,,,,,,30.1
2017-11-20T11:28:43.364Z,52,5,0,0,,,30.1
2017-11-20T11:28:53.343Z,52,,,,,,30
2017-11-20T11:29:03.422Z,52,,,,,,30
2017-11-20T11:29:13.346Z,,0,0,0,,,
2017-11-20T11:29:23.349Z,52,,0,0,29.4,,32.1
2017-11-20T11:29:33.329Z,52,,0,0,29.9,,31.3
2017-11-20T11:29:43.351Z,52,,,,,,31.3
2017-11-20T11:29:53.340Z,52,,,,,,31.2
2017-11-20T11:30:03.426Z,,,,,29.8,,
2017-11-20T11:30:13.329Z,52,,,,,,31.2
2017-11-20T11:30:33.332Z,52,5,,,,,31
2017-11-20T11:30:53.346Z,52,,,,,,31
2017-11-20T11:31:03.410Z,52,,,,,,30.9
2017-11-20T11:31:23.336Z,52,,,,,,30.9
2017-11-20T11:31:33.336Z,52,,,,,,30.8
2017-11-20T11:31:43.348Z,52,,,,,,30.8
2017-11-20T11:31:53.470Z,52,,,,,,30.8
2017-11-20T11:32:03.369Z,52,,,,,,30.8
2017-11-20T11:32:23.329Z,52,,,,,,30.7
2017-11-20T11:32:33.336Z,52,,,,,,30.7
2017-11-20T11:32:43.334Z,52,,,,,,30.6
2017-11-20T11:33:03.426Z,52,,,,,,30.6
2017-11-20T11:33:23.333Z,52,,,,,,30.6
2017-11-20T11:33:33.330Z,52,,,,,,30.4
2017-11-20T11:33:43.329Z,52,,,,,,30.4
2017-11-20T11:34:03.411Z,52,,,,,,30.3
2017-11-20T11:34:23.332Z,52,,,,,,30.3
2017-11-20T11:34:33.328Z,52,,,,,,30.2
2017-11-20T11:34:43.359Z,52,,,,,,30.2
2017-11-20T11:34:53.361Z,52,,,,,,30.2
2017-11-20T11:35:03.410Z,52,,,,,,30.2
2017-11-20T11:35:23.331Z,52,,,,,,30.1
2017-11-20T11:35:33.329Z,52,,,,,,30.1
2017-11-20T11:35:43.329Z,52,,,,,,30
2017-11-20T11:36:03.411Z,52,,,,,,30
2017-11-20T11:36:23.328Z,52,,,,,,30
2017-11-20T11:36:33.328Z,52,,,,,,29.8
2017-11-20T11:36:43.329Z,52,,,,,,29.8
2017-11-20T11:37:03.409Z,52,,,,,,29.8
2017-11-20T11:37:23.333Z,52,,,,,,29.7
2017-11-20T11:37:33.329Z,52,,,,,,29.7
2017-11-20T11:37:43.358Z,52,,,,,,29.7
2017-11-20T11:37:53.328Z,52,,,,,,29.6
2017-11-20T11:38:03.467Z,52,,,,,,29.6
2017-11-20T11:38:23.342Z,52,,,,,,29.6
2017-11-20T11:38:33.354Z,52,,,,,,29.5
2017-11-20T11:38:43.331Z,52,,,,,,29.5
2017-11-20T11:39:03.434Z,52,,,,,,29.5
2017-11-20T11:39:23.332Z,52,,,,,,29.5
2017-11-20T11:39:33.334Z,52,,,,,,29.3
2017-11-20T11:39:43.328Z,52,,,,,,29.3
2017-11-20T11:40:03.410Z,52,,,,,,29.3
2017-11-20T11:40:13.343Z,,,,,29.6,,
2017-11-20T11:40:23.328Z,52,5,0,0,29.6,0,29.2
2017-11-20T11:40:33.395Z,52,,,,,,29.2
2017-11-20T11:40:43.357Z,52,,,,,,29.2
2017-11-20T11:40:53.367Z,52,,,,,,29.1
2017-11-20T11:41:03.449Z,52,,,,,,29.1
2017-11-20T11:41:23.328Z,52,,,,,,29.1
2017-11-20T11:41:33.328Z,52,,,,,,29.1
2017-11-20T11:41:43.362Z,52,,,,,,29.1
2017-11-20T11:41:53.330Z,52,,,,,,29
2017-11-20T11:42:03.412Z,52,,,,,,29
2017-11-20T11:42:23.328Z,52,,,,,,29
2017-11-20T11:42:33.355Z,52,,,,,,29
2017-11-20T11:42:43.328Z,52,,,,,,28.9
2017-11-20T11:43:03.446Z,52,,,,,,28.9
2017-11-20T11:43:23.330Z,52,,,,,,28.9
2017-11-20T11:43:33.338Z,52,,,,29.5,,28.7
2017-11-20T11:43:43.333Z,52,,,,,,28.7
2017-11-20T11:43:53.329Z,52,,,,,,28.7
2017-11-20T11:44:03.408Z,52,,,,,,28.7
2017-11-20T11:44:23.340Z,52,,,,,,28.6
2017-11-20T11:44:33.329Z,52,,,,,,28.6
2017-11-20T11:44:43.329Z,52,,,,,,28.6
2017-11-20T11:45:03.438Z,52,,,,,,28.6
2017-11-20T11:45:23.431Z,52,,,,,,28.5
2017-11-20T11:45:33.396Z,52,,,,,,28.5
2017-11-20T11:45:43.585Z,52,,,,,,28.5
2017-11-20T11:45:53.481Z,52,,,,,,28.5
2017-11-20T11:46:03.587Z,52,,,,,,28.5
2017-11-20T11:46:23.386Z,52,,,,,,28.5
2017-11-20T11:46:33.351Z,52,,,,,,28.4
2017-11-20T11:46:43.353Z,52,,,,,,28.4
2017-11-20T11:46:53.344Z,,,,,29.4,,
2017-11-20T11:47:03.454Z,52,,,,,,28.4
2017-11-20T11:47:13.347Z,,,,,29.5,,
2017-11-20T11:47:23.336Z,52,,,,,,28.3
2017-11-20T11:47:33.328Z,52,,,,29.4,,28.3
2017-11-20T11:47:43.341Z,52,,,,,,28.3
2017-11-20T11:48:03.509Z,52,,,,,,28.3
2017-11-20T11:48:23.362Z,52,,,,,,28.3
2017-11-20T11:48:33.351Z,52,,,,,,28.1
2017-11-20T11:48:43.340Z,52,,,,,,28.1
2017-11-20T11:48:53.328Z,52,,,,,,28.1
2017-11-20T11:49:03.408Z,52,,,,,,28.1
2017-11-20T11:49:23.328Z,52,,,,,,28.1
2017-11-20T11:49:33.403Z,52,,,,,,28
2017-11-20T11:49:43.368Z,52,,,,,,28
2017-11-20T11:49:53.328Z,52,,,,,,28
2017-11-20T11:50:03.412Z,52,,,,,,28
2017-11-20T11:50:23.353Z,52,,,,,,28
2017-11-20T11:50:33.330Z,52,,,,,,28
2017-11-20T11:50:43.332Z,52,,,,,,27.9
2017-11-20T11:50:53.328Z,52,,,,29.3,,27.9
2017-11-20T11:51:03.455Z,52,,,,,,27.9
2017-11-20T11:51:23.346Z,52,,,,,,27.9
2017-11-20T11:51:33.339Z,52,,,,29.3,,27.9
2017-11-20T11:51:43.352Z,52,,,,29.4,,27.9
2017-11-20T11:51:53.327Z,52,,,,29.3,,27.8
2017-11-20T11:52:03.410Z,52,,,,29.3,,27.8
2017-11-20T11:52:13.327Z,52,0,1,0,29.5,42,27.8
2017-11-20T11:52:23.330Z,52,,,,33.7,62,30
2017-11-20T11:52:33.329Z,52,,,,39.5,66,37.3
2017-11-20T11:52:43.329Z,,,0,0,40.7,0,
2017-11-20T11:52:53.328Z,,,,,40,,
2017-11-20T11:53:03.408Z,52,,,,,,38.7
2017-11-20T11:53:13.346Z,,,,,39.9,,
2017-11-20T11:53:23.340Z,52,,,,39.7,,38.6
2017-11-20T11:53:33.328Z,52,,,,39.6,,38.4
2017-11-20T11:53:43.370Z,52,,,,,,38.3
2017-11-20T11:53:53.335Z,52,,,,,,38.2
2017-11-20T11:54:03.412Z,,5,,,39.5,,
2017-11-20T11:54:13.328Z,52,,,,,,38.1
2017-11-20T11:54:33.328Z,52,,,,,,37.8
2017-11-20T11:54:53.328Z,52,,,,,,37.5
2017-11-20T11:55:03.463Z,52,,,,,,37.4
2017-11-20T11:55:13.328Z,,,,,39.4,,
2017-11-20T11:55:23.328Z,52,,,,,,37.3
2017-11-20T11:55:33.331Z,52,,,,,,37.1
2017-11-20T11:55:43.329Z,52,,,,,,36.9
2017-11-20T11:55:53.327Z,,,,,39.3,,
2017-11-20T11:56:03.428Z,52,,,,,,36.7
2017-11-20T11:56:23.378Z,52,,,,,,36.6
2017-11-20T11:56:33.337Z,52,,,,,,36.5
2017-11-20T11:56:43.353Z,52,,,,39.2,,36.4
2017-11-20T11:56:53.334Z,52,,,,,,36.3
2017-11-20T11:57:03.428Z,52,,,,,,36.2
2017-11-20T11:57:23.328Z,52,,,,,,36.1
2017-11-20T11:57:33.419Z,52,,,,39.1,,35.9
2017-11-20T11:57:43.927Z,52,,,,,,35.8
2017-11-20T11:57:54.387Z,52,,,,,,35.7
2017-11-20T11:58:03.470Z,52,,,,,,35.7
2017-11-20T11:58:23.360Z,,,,,38.9,,
2017-11-20T11:58:35.298Z,52,,,,,,35.4
2017-11-20T11:58:53.333Z,52,,,,,,35.3
2017-11-20T11:59:03.506Z,52,,,,,,35.2
2017-11-20T11:59:13.342Z,,,,,38.8,,
2017-11-20T11:59:23.330Z,52,,,,,,35.1
2017-11-20T11:59:33.505Z,52,,,,,,34.9
2017-11-20T11:59:43.329Z,52,,,,,,34.8
2017-11-20T11:59:53.340Z,,,,,38.7,,
2017-11-20T12:00:06.187Z,52,,,,,,34.7
2017-11-20T12:00:23.339Z,52,,,,,,34.6
2017-11-20T12:00:33.327Z,52,,,,38.6,,34.4
2017-11-20T12:00:45.157Z,52,,,,,,34.4
2017-11-20T12:01:03.549Z,52,,,,,,34.2
2017-11-20T12:01:25.038Z,52,,,,,,34.2
2017-11-20T12:01:33.387Z,52,,,,38.5,,34
2017-11-20T12:01:43.389Z,52,,,,,,34
2017-11-20T12:01:53.368Z,,,,,38.4,,
2017-11-20T12:02:05.930Z,52,,,,,,33.8
2017-11-20T12:02:23.482Z,52,,,,,,33.8
2017-11-20T12:02:33.350Z,52,,,,,,33.7
2017-11-20T12:02:43.396Z,52,,,,38.3,,33.6
2017-11-20T12:02:55.218Z,52,,,,,,33.5
2017-11-20T12:03:03.444Z,52,,,,,,33.5
2017-11-20T12:03:25.903Z,52,,,,,,33.4
2017-11-20T12:03:33.415Z,52,,,,38.2,,33.3
2017-11-20T12:03:43.335Z,52,,,,,,33.3
2017-11-20T12:04:03.370Z,52,,,,,,33.1
2017-11-20T12:04:25.534Z,52,,,,,,33.1
2017-11-20T12:04:33.363Z,52,,,,38.1,,32.9
2017-11-20T12:04:43.329Z,52,,,,,,32.8
2017-11-20T12:04:53.339Z,52,,,,,,32.8
2017-11-20T12:05:03.543Z,52,,,,,,32.7
2017-11-20T12:05:13.330Z,,,,,38,,
2017-11-20T12:05:23.329Z,52,,,,,,32.7
2017-11-20T12:05:35.716Z,52,,,,,,32.5
2017-11-20T12:05:43.327Z,52,,,,,,32.5
2017-11-20T12:05:53.347Z,,,,,37.9,,
2017-11-20T12:06:14.648Z,52,,,,,,32.4
2017-11-20T12:06:33.456Z,52,,,,,,32.3
2017-11-20T12:06:57.345Z,52,,,,,,32.2
2017-11-20T12:07:03.443Z,52,,,,,,32.1
2017-11-20T12:07:13.389Z,,,,,37.8,,
2017-11-20T12:07:23.432Z,52,,,,,,32.1
2017-11-20T12:07:33.976Z,52,,,,,,32
2017-11-20T12:07:44.273Z,52,,,,,,31.9
2017-11-20T12:07:53.422Z,,,,,37.7,,
2017-11-20T12:08:03.435Z,52,,,,,,31.9
2017-11-20T12:08:23.532Z,52,,,,,,31.8
2017-11-20T12:08:33.420Z,52,,,,,,31.6
2017-11-20T12:08:45.946Z,52,,,,,,31.6
2017-11-20T12:08:53.412Z,52,,,,37.6,,31.5
2017-11-20T12:09:03.453Z,52,,,,,,31.5
2017-11-20T12:09:23.442Z,52,,,,,,31.5
2017-11-20T12:09:33.424Z,52,,,,,,31.4
2017-11-20T12:09:43.403Z,52,,,,,,31.4
2017-11-20T12:10:03.480Z,52,,,,,,31.3
2017-11-20T12:10:13.396Z,,,,,37.5,,
2017-11-20T12:10:25.628Z,52,,,,,,31.2
2017-11-20T12:10:34.226Z,52,,,,,,31.2
2017-11-20T12:10:43.413Z,52,,,,,,31
2017-11-20T12:10:53.420Z,52,,,,,,31
2017-11-20T12:11:03.622Z,52,,,,,,30.9
2017-11-20T12:11:24.618Z,52,,,,,,30.9
2017-11-20T12:11:33.390Z,52,,,,37.4,,30.8
2017-11-20T12:11:43.457Z,52,,,,,,30.8
2017-11-20T12:11:53.414Z,52,,,,,,30.7
2017-11-20T12:12:04.345Z,52,,,,,,30.7
2017-11-20T12:12:23.402Z,52,,,,,,30.7
2017-11-20T12:12:35.886Z,52,,,,,,30.6
2017-11-20T12:12:44.054Z,52,,,,37.3,,30.6
2017-11-20T12:12:53.888Z,52,,,,,,30.6
2017-11-20T12:13:03.474Z,52,,,,,,30.4
2017-11-20T12:13:23.385Z,52,,,,,,30.4
2017-11-20T12:13:34.554Z,52,,,,,,30.3
2017-11-20T12:13:43.415Z,52,,,,,,30.3
2017-11-20T12:14:03.442Z,52,,,,,,30.2
2017-11-20T12:14:23.380Z,52,,,,,,30.2
2017-11-20T12:14:33.420Z,52,,,,37.2,,30.1
2017-11-20T12:14:43.422Z,52,,,,,,30.1
2017-11-20T12:14:53.373Z,52,,,,,,30.1
2017-11-20T12:15:03.525Z,52,,,,,,30.1
2017-11-20T12:15:23.415Z,52,,,,,,30
2017-11-20T12:15:33.535Z,52,58,0,2,37.1,,30
2017-11-20T12:15:43.354Z,52,,,,,,29.8
2017-11-20T12:15:53.375Z,52,,,,,,29.8
2017-11-20T12:16:03.504Z,52,,,,,,29.8
2017-11-20T12:16:23.427Z,52,,,,,,29.8
2017-11-20T12:16:33.343Z,52,,,,36.9,,29.7
2017-11-20T12:16:43.418Z,,,,,37.1,,
2017-11-20T12:16:53.394Z,52,,,,,,29.6
2017-11-20T12:17:03.413Z,,,,,36.9,,
2017-11-20T12:17:23.459Z,52,,,,37.1,,29.6
2017-11-20T12:17:33.373Z,52,,,,36.9,,29.5
2017-11-20T12:17:43.390Z,52,,,,,,29.5
2017-11-20T12:17:53.376Z,52,,,,,,29.5
2017-11-20T12:18:03.418Z,52,,,,,,29.5
2017-11-20T12:18:23.373Z,52,,,,,,29.5
2017-11-20T12:18:33.327Z,52,,,,,,29.3
2017-11-20T12:18:43.327Z,52,,,,,,29.3
2017-11-20T12:18:53.330Z,52,,,,,,29.2
2017-11-20T12:19:03.454Z,52,,,,36.8,,29.2
2017-11-20T12:19:13.392Z,52,5,0,0,,,29.2
2017-11-20T12:19:23.925Z,52,58,0,2,36.9,,29.2
2017-11-20T12:19:33.432Z,52,,,,41.6,33,29.1
2017-11-20T12:19:43.400Z,,,,,37.1,30,
2017-11-20T12:19:53.395Z,52,,,,,,29.1
2017-11-20T12:20:05.122Z,,,,,33.8,29,
2017-11-20T12:20:13.890Z,52,,,,31.9,,29.1
2017-11-20T12:20:23.359Z,,,,,30.4,30,
2017-11-20T12:20:33.360Z,52,,,,29,29,29
2017-11-20T12:20:43.362Z,52,,,,,,29
2017-11-20T12:20:54.496Z,52,,,,29.5,30,29
2017-11-20T12:21:04.836Z,,,,,30,29,
2017-11-20T12:21:13.367Z,52,,,,,,29
2017-11-20T12:21:24.460Z,,,,,30.3,,
2017-11-20T12:21:34.267Z,52,,,,30.5,29,28.9
2017-11-20T12:21:43.368Z,52,,,,30.6,,28.9
2017-11-20T12:21:54.662Z,52,,,,30.8,,28.9
2017-11-20T12:22:03.446Z,52,,,,,,28.9
2017-11-20T12:22:13.402Z,,,,,31.1,,
2017-11-20T12:22:23.368Z,52,,,,31.3,,28.7
2017-11-20T12:22:34.065Z,52,,,,31.7,,32.6
2017-11-20T12:22:44.211Z,52,,,,31.9,30,32.6
2017-11-20T12:22:53.556Z,,,,,32.1,29,
2017-11-20T12:23:03.471Z,52,,,,32.3,30,32.5
2017-11-20T12:23:23.404Z,52,,,,32.5,29,32.4
2017-11-20T12:23:33.379Z,52,,,,33.1,,32.4
2017-11-20T12:23:43.910Z,52,,,,33.3,30,32.3
2017-11-20T12:23:53.860Z,52,,,,33.5,29,32.2
2017-11-20T12:24:03.463Z,,,,,33.6,,
2017-11-20T12:24:13.423Z,52,,,,,,32.1
2017-11-20T12:24:26.259Z,52,,,,33.8,,32.1
2017-11-20T12:24:33.764Z,52,,,,34.2,,32
2017-11-20T12:24:43.372Z,52,,,,,,31.9
2017-11-20T12:24:55.278Z,52,,,,34.5,30,31.9
2017-11-20T12:25:03.974Z,52,,,,34.7,29,31.8
2017-11-20T12:25:13.361Z,52,,,,35.1,,31.6
2017-11-20T12:25:23.364Z,52,0,1,0,35.8,82,31.6
2017-11-20T12:25:33.911Z,52,,,,39.5,72,20.5
2017-11-20T12:25:45.658Z,52,,,,42.4,109,35.5
2017-11-20T12:25:53.385Z,52,,,,47.1,115,39.2
2017-11-20T12:26:03.436Z,52,,,,50.3,116,43.6
2017-11-20T12:26:13.368Z,,,,,53,116,
2017-11-20T12:26:23.354Z,52,,,,56,111,48
2017-11-20T12:26:33.393Z,52,,,,58.1,105,53.8
2017-11-20T12:26:43.416Z,,,,,57.8,75,
2017-11-20T12:26:53.768Z,,,0,0,55.6,0,
2017-11-20T12:27:13.342Z,52,,,,55.1,,52.9
2017-11-20T12:27:23.463Z,52,,,,55,,52.3
2017-11-20T12:27:33.438Z,52,,,,54.9,,51.8
2017-11-20T12:27:43.446Z,52,58,0,2,55.6,,51.4
2017-11-20T12:27:53.368Z,52,,,,55.6,31,51.2
2017-11-20T12:28:03.430Z,,,,,47.8,29,
2017-11-20T12:28:13.487Z,52,,,,44.6,29,51
2017-11-20T12:28:23.403Z,,,,,40.8,30,
2017-11-20T12:28:33.358Z,52,,,,38.6,29,50.8
2017-11-20T12:28:43.382Z,52,,,,36.9,29,50.6
2017-11-20T12:28:53.354Z,52,,,,,,50.2
2017-11-20T12:29:03.433Z,52,,,,36.8,,50.2
2017-11-20T12:29:23.401Z,,,,,37.2,29,
2017-11-20T12:29:33.382Z,52,,,,37.6,,49.6
2017-11-20T12:29:43.354Z,,,,,37.8,,
2017-11-20T12:29:53.411Z,52,,,,,,48.9
2017-11-20T12:30:03.449Z,52,,,,,,48.6
2017-11-20T12:30:13.400Z,52,,,,,,48.4
2017-11-20T12:30:23.336Z,,,,,38,29,
2017-11-20T12:30:33.380Z,52,,,,38,,47.9
2017-11-20T12:30:43.389Z,52,,,,38.2,,47.6
2017-11-20T12:30:53.412Z,52,,,,38.5,30,47.3
2017-11-20T12:31:03.460Z,52,,,,38.8,29,47.1
2017-11-20T12:31:13.371Z,,,,,39.1,30,
2017-11-20T12:31:23.365Z,52,,,,39.2,,46.8
2017-11-20T12:31:33.379Z,52,,,,40,29,46.3
2017-11-20T12:31:43.415Z,52,,,,40.1,,45.9
2017-11-20T12:31:53.410Z,,,,,40.4,,
2017-11-20T12:32:03.421Z,52,,,,41,,45.5
2017-11-20T12:32:13.379Z,52,0,0,0,41.4,0,45.3
2017-11-20T12:32:23.426Z,52,,0,0,41.6,,45.7
2017-11-20T12:32:33.389Z,,,,,43,,
2017-11-20T12:32:43.405Z,52,,,,41.9,,45.5
2017-11-20T12:32:53.371Z,52,,,,,,45.3
2017-11-20T12:33:03.460Z,,,,,41.7,,
2017-11-20T12:33:13.403Z,52,,,,,,45.2
2017-11-20T12:33:23.329Z,52,,,,,,44.9
2017-11-20T12:33:33.426Z,52,58,0,2,41.6,,44.4
2017-11-20T12:33:43.439Z,,,0,2,42.3,,
2017-11-20T12:33:53.400Z,52,,,,,45,44.2
2017-11-20T12:34:03.487Z,,,,,45.8,35,
2017-11-20T12:34:13.364Z,52,,,,45.8,29,44.1
2017-11-20T12:34:23.331Z,52,,,,43.1,29,43.9
2017-11-20T12:34:33.364Z,52,0,0,0,41.4,0,43.7
2017-11-20T12:34:43.426Z,52,,,,41.5,,43.7
2017-11-20T12:34:53.435Z,,,,,42.1,,
2017-11-20T12:35:13.369Z,52,,,,41.9,,43.5
2017-11-20T12:35:23.365Z,52,,,,41.7,,43.1
2017-11-20T12:35:33.371Z,52,,0,2,41.6,,42.9
2017-11-20T12:35:43.566Z,,,0,2,43.1,39,
2017-11-20T12:35:53.367Z,,,,,43.6,38,
2017-11-20T12:36:03.407Z,52,,,,45,32,42.8
2017-11-20T12:36:13.374Z,,,,,44.5,29,
2017-11-20T12:36:23.362Z,52,,,,42.9,30,42.7
2017-11-20T12:36:33.372Z,52,,,,41.9,29,42.5
2017-11-20T12:36:43.425Z,52,,,,41.7,,42.3
2017-11-20T12:36:53.425Z,,,,,41.6,,
2017-11-20T12:37:03.456Z,52,,,,,,42.2
2017-11-20T12:37:13.412Z,,,,,41.7,,
2017-11-20T12:37:23.400Z,52,,,,42,,42.1
2017-11-20T12:37:33.401Z,52,,,,42.7,30,41.7
2017-11-20T12:37:43.385Z,52,,0,2,42.9,0,41.6
2017-11-20T12:37:53.442Z,,,,,41.6,,
2017-11-20T12:38:03.423Z,52,,,,40.8,,41.5
2017-11-20T12:38:13.414Z,,,,,39.4,,
2017-11-20T12:38:23.362Z,52,,,,38.3,,41.4
2017-11-20T12:38:33.373Z,52,,,,38,,41.2
2017-11-20T12:38:43.327Z,,,,,37.9,,
2017-11-20T12:38:53.388Z,52,,,,,,40.9
2017-11-20T12:39:03.437Z,52,,,,,,40.9
2017-11-20T12:39:23.400Z,52,,,,,,40.8
