Time,HwTSet,PrimTSet,HwActive,ChActive,PrimT,ActPow,HwTOutlet
2017-11-20T04:34:33.340Z,52,,,,,,27.5
2017-11-20T04:34:43.340Z,52,,,,,,27.7
2017-11-20T04:35:13.340Z,52,,,,32.3,,27.7
2017-11-20T04:35:23.340Z,52,,,,,,27.7
2017-11-20T04:35:33.489Z,52,,,,,,27.7
2017-11-20T04:35:43.340Z,52,,,,,,27.7
2017-11-20T04:36:03.460Z,52,,,,,,27.7
2017-11-20T04:36:23.416Z,52,,,,,,27.7
2017-11-20T04:36:33.340Z,52,,,,,,27.7
2017-11-20T04:36:43.387Z,52,,,,,,27.7
2017-11-20T04:36:53.341Z,52,,,,,,27.7
2017-11-20T04:37:13.363Z,52,,,,,,27.7
2017-11-20T04:37:23.361Z,52,,,,,,27.7
2017-11-20T04:37:33.340Z,52,,,,,,27.7
2017-11-20T04:37:43.340Z,52,,,,,,27.7
2017-11-20T04:37:53.340Z,52,,,,,,27.7
2017-11-20T04:38:13.341Z,52,,,,,,27.7
2017-11-20T04:38:23.340Z,52,,,,32.4,,27.7
2017-11-20T04:38:33.340Z,52,,,,,,27.7
2017-11-20T04:38:53.340Z,52,,,,,,27.7
2017-11-20T04:39:03.420Z,,,,,32.5,,
2017-11-20T04:39:13.340Z,52,,,,,,27.7
2017-11-20T04:39:23.340Z,52,,,,,,27.8
2017-11-20T04:39:33.340Z,52,,,,,,27.7
2017-11-20T04:39:43.340Z,52,,,,32.6,,27.8
2017-11-20T04:39:53.340Z,52,58,0,2,32.6,0,27.8
2017-11-20T04:40:13.340Z,52,,,,,,27.7
2017-11-20T04:40:23.340Z,52,,,,32.7,,27.8
2017-11-20T04:40:33.340Z,52,,,,,,27.8
2017-11-20T04:40:53.340Z,52,,,,,,27.8
2017-11-20T04:41:13.340Z,52,,,,,,27.8
2017-11-20T04:41:23.340Z,52,,,,,,27.8
2017-11-20T04:41:33.340Z,52,,,,,,27.8
2017-11-20T04:41:53.340Z,52,,,,,,27.8
2017-11-20T04:42:03.420Z,,,,,32.8,,
2017-11-20T04:42:13.340Z,52,,,,,,27.8
2017-11-20T04:42:23.341Z,52,,,,32.7,,27.8
2017-11-20T04:42:33.340Z,52,,,,,,27.8
2017-11-20T04:42:43.341Z,,,,,32.8,,
2017-11-20T04:42:53.340Z,52,,,,,,27.8
2017-11-20T04:43:13.340Z,52,,,,,,27.8
2017-11-20T04:43:23.340Z,52,,,,,,27.8
2017-11-20T04:43:33.340Z,52,,,,32.7,,27.8
2017-11-20T04:43:43.340Z,52,,,,,,27.8
2017-11-20T04:43:53.340Z,52,,,,,,27.8
2017-11-20T04:44:13.340Z,52,,,,,,27.8
2017-11-20T04:44:23.341Z,52,,,,,,27.8
2017-11-20T04:44:33.340Z,52,,,,,,27.8
2017-11-20T04:44:53.471Z,52,,,,,,27.8
2017-11-20T04:45:13.413Z,52,,,,,,27.8
2017-11-20T04:45:23.340Z,52,,,,,,27.8
2017-11-20T04:45:33.342Z,52,,,,,,27.8
2017-11-20T04:45:53.340Z,52,,,,,,27.8
2017-11-20T04:46:13.340Z,52,,,,,,27.8
2017-11-20T04:46:23.341Z,52,,,,32.6,,27.8
2017-11-20T04:46:33.340Z,52,,,,,,27.8
2017-11-20T04:46:43.340Z,52,,,,,,27.8
2017-11-20T04:46:53.340Z,52,,,,,,27.8
2017-11-20T04:47:13.340Z,52,,,,,,27.8
2017-11-20T04:47:23.340Z,52,,,,,,27.8
2017-11-20T04:47:33.340Z,52,,,,,,27.8
2017-11-20T04:47:53.340Z,52,,,,,,27.7
2017-11-20T04:48:03.420Z,,,,,32.5,,
2017-11-20T04:48:13.340Z,52,,,,,,27.7
2017-11-20T04:48:23.340Z,52,,,,,,27.7
2017-11-20T04:48:33.340Z,52,,,,,,27.7
2017-11-20T04:48:53.540Z,52,,,,,,27.7
2017-11-20T04:49:13.340Z,52,,,,,,27.7
2017-11-20T04:49:23.340Z,52,,,,,,27.7
2017-11-20T04:49:33.340Z,52,,,,,,27.7
2017-11-20T04:49:43.340Z,52,,,,32.4,,27.7
2017-11-20T04:49:53.340Z,52,,,,,,27.7
2017-11-20T04:50:13.340Z,52,,,,,,27.7
2017-11-20T04:50:23.340Z,52,,,,,,27.7
2017-11-20T04:50:33.340Z,52,,,,,,27.7
2017-11-20T04:50:43.340Z,52,,,,,,27.7
2017-11-20T04:50:53.341Z,52,,,,,,27.7
2017-11-20T04:51:13.342Z,52,,,,,,27.7
2017-11-20T04:51:23.339Z,52,,,,,,27.7
2017-11-20T04:51:33.340Z,52,,,,,,27.7
2017-11-20T04:51:43.340Z,,,,,32.3,,
2017-11-20T04:51:53.340Z,52,,,,,,27.7
2017-11-20T04:52:13.341Z,52,,,,,,27.7
2017-11-20T04:52:23.386Z,52,,,,,,27.7
2017-11-20T04:52:33.378Z,52,,,,,,27.7
2017-11-20T04:52:53.340Z,52,,,,,,27.7
2017-11-20T04:53:13.340Z,52,,,,,,27.7
2017-11-20T04:53:23.340Z,52,,,,,,27.7
2017-11-20T04:53:33.339Z,52,,,,,,27.7
2017-11-20T04:53:43.340Z,52,,,,32.2,,27.7
2017-11-20T04:53:53.340Z,52,,,,,,27.7
2017-11-20T04:54:13.340Z,52,,,,,,27.7
2017-11-20T04:54:23.340Z,52,,,,,,27.7
2017-11-20T04:54:33.340Z,52,,,,,,27.7
2017-11-20T04:54:53.339Z,52,,,,,,27.7
2017-11-20T04:55:13.340Z,52,,,,,,27.5
2017-11-20T04:55:23.339Z,52,,,,,,27.5
2017-11-20T04:55:33.340Z,52,,,,,,27.5
2017-11-20T04:55:53.339Z,52,,,,,,27.5
2017-11-20T04:56:03.419Z,,,,,32.1,,
2017-11-20T04:56:13.340Z,52,,,,,,27.5
2017-11-20T04:56:23.340Z,52,,,,32.1,,27.5
2017-11-20T04:56:33.339Z,52,,,,,,27.5
2017-11-20T04:56:53.340Z,52,,,,,,27.5
2017-11-20T04:57:13.340Z,52,,,,,,27.5
2017-11-20T04:57:23.339Z,52,,,,,,27.5
2017-11-20T04:57:33.340Z,52,,,,,,27.5
2017-11-20T04:57:43.340Z,52,,,,,,27.5
2017-11-20T04:57:53.340Z,52,,,,,,27.5
2017-11-20T04:58:03.420Z,52,,,,32.1,,27.5
2017-11-20T04:58:13.340Z,52,,0,2,33.3,44,27.5
2017-11-20T04:58:23.340Z,52,,,,38,35,27.5
2017-11-20T04:58:33.340Z,52,,,,36.9,29,27.5
2017-11-20T04:58:43.339Z,,,,,35.4,,
2017-11-20T04:58:53.340Z,52,,,,,,27.5
2017-11-20T04:59:03.420Z,,,,,33.7,,
2017-11-20T04:59:13.339Z,52,,,,32.9,,27.5
2017-11-20T04:59:23.340Z,52,,,,32.4,,27.5
2017-11-20T04:59:33.340Z,52,,,,33.3,29,27.5
2017-11-20T04:59:43.545Z,52,,,,,,27.5
2017-11-20T04:59:53.339Z,52,,,,33.7,,27.5
2017-11-20T05:00:13.340Z,52,,,,34,,27.5
2017-11-20T05:00:23.341Z,52,,,,34.3,,27.5
2017-11-20T05:00:33.340Z,52,,,,34.6,30,27.5
2017-11-20T05:00:43.339Z,52,,,,,,27.5
2017-11-20T05:00:53.339Z,52,,,,34.9,,27.5
2017-11-20T05:01:13.339Z,52,,,,35.1,29,27.5
2017-11-20T05:01:23.339Z,52,,,,35.5,29,27.5
2017-11-20T05:01:33.339Z,52,,,,35.7,30,27.5
2017-11-20T05:01:43.339Z,52,,,,35.8,,27.5
2017-11-20T05:01:53.354Z,,,,,36,29,
2017-11-20T05:02:03.420Z,52,,,,,,27.5
2017-11-20T05:02:13.340Z,,,,,36.2,,
2017-11-20T05:02:23.340Z,52,,,,36.6,30,27.5
2017-11-20T05:02:33.340Z,52,,,,36.7,29,27.5
2017-11-20T05:02:43.339Z,52,,,,36.9,,27.5
2017-11-20T05:02:53.341Z,,,,,37.1,30,
2017-11-20T05:03:03.420Z,52,,,,,,27.5
2017-11-20T05:03:13.339Z,52,,,,37.2,29,27.5
2017-11-20T05:03:23.339Z,52,,,,37.8,,27.5
2017-11-20T05:03:33.340Z,52,,,,,,27.7
2017-11-20T05:03:43.339Z,,,,,38,30,
2017-11-20T05:03:53.339Z,,,,,38.1,29,
2017-11-20T05:04:03.419Z,52,,,,,,27.7
2017-11-20T05:04:13.340Z,52,,,,38.5,,27.7
2017-11-20T05:04:23.341Z,52,,,,39.1,30,27.7
2017-11-20T05:04:33.481Z,52,,0,2,38,0,27.7
2017-11-20T05:04:43.405Z,,,,,37.9,,
2017-11-20T05:04:53.475Z,52,,,,37.5,,27.7
2017-11-20T05:05:03.549Z,,,,,35.6,,
2017-11-20T05:05:13.437Z,52,,,,34.9,,27.7
2017-11-20T05:05:23.339Z,52,,,,34.2,,27.8
2017-11-20T05:05:33.339Z,52,,,,34.1,,27.8
2017-11-20T05:05:43.340Z,52,,,,,,27.8
2017-11-20T05:06:03.419Z,52,,,,,,27.8
2017-11-20T05:06:13.339Z,52,,,,,,27.8
2017-11-20T05:06:23.339Z,52,,,,34,,27.8
2017-11-20T05:06:33.339Z,,,,,33.9,,
2017-11-20T05:06:43.339Z,52,,,,33.8,,27.8
2017-11-20T05:06:53.339Z,52,,,,,,27.8
2017-11-20T05:07:13.339Z,52,,,,,,27.8
2017-11-20T05:07:23.362Z,52,,,,,,27.9
2017-11-20T05:07:33.541Z,52,,,,33.7,,27.9
2017-11-20T05:07:43.373Z,52,,,,,,27.9
2017-11-20T05:08:03.489Z,52,,,,,,27.9
2017-11-20T05:08:23.372Z,52,,,,,,27.9
2017-11-20T05:08:43.339Z,52,,,,,,27.9
2017-11-20T05:08:53.345Z,52,,,,,,27.9
2017-11-20T05:09:13.339Z,52,,,,,,27.9
2017-11-20T05:09:23.339Z,52,,,,,,28
2017-11-20T05:09:33.339Z,52,,,,,,28
2017-11-20T05:09:53.341Z,52,,,,,,28
2017-11-20T05:10:13.355Z,52,,,,,,28
2017-11-20T05:10:23.350Z,52,,,,,,28
2017-11-20T05:10:33.369Z,52,,,,,,28
2017-11-20T05:10:43.346Z,52,,,,,,28
2017-11-20T05:10:53.339Z,52,,,,,,28
2017-11-20T05:11:13.340Z,52,,,,,,28
2017-11-20T05:11:23.340Z,52,,,,33.8,,28
2017-11-20T05:11:33.339Z,52,,,,,,28
2017-11-20T05:11:43.339Z,52,,,,,,28
2017-11-20T05:11:53.339Z,52,,,,33.9,,28
2017-11-20T05:12:03.443Z,52,,,,,,28
2017-11-20T05:12:13.339Z,52,,,,,,28
2017-11-20T05:12:23.349Z,52,,,,33.9,,28
2017-11-20T05:12:33.339Z,,,,,34,,
2017-11-20T05:12:43.341Z,52,,,,,,28
2017-11-20T05:13:03.419Z,52,,,,,,28
2017-11-20T05:13:23.339Z,52,,,,,,28
2017-11-20T05:13:33.348Z,52,,,,,,28
2017-11-20T05:13:43.349Z,52,,,,34.1,,28.1
2017-11-20T05:13:53.355Z,52,,,,,,28.1
2017-11-20T05:14:13.339Z,52,,,,,,28.1
2017-11-20T05:14:23.352Z,52,,,,,,28.1
2017-11-20T05:14:33.349Z,52,,,,,,28.1
2017-11-20T05:14:43.348Z,52,,,,,,28.1
2017-11-20T05:14:53.347Z,,5,0,0,,,
2017-11-20T05:15:03.429Z,52,,,,,,28.1
2017-11-20T05:15:13.347Z,52,,,,,,28.1
2017-11-20T05:15:23.339Z,52,58,0,2,,,28.1
2017-11-20T05:15:33.339Z,52,,,,,,28.1
2017-11-20T05:15:43.339Z,,5,0,0,,,
2017-11-20T05:15:53.489Z,52,,,,,,28.1
2017-11-20T05:16:13.339Z,52,,,,,,28.1
2017-11-20T05:16:23.348Z,52,,,,,,28.1
2017-11-20T05:16:33.339Z,52,,,,,,28.1
2017-11-20T05:16:43.342Z,,,,,34,,
2017-11-20T05:16:53.339Z,52,,,,,,28.1
2017-11-20T05:17:13.339Z,52,,,,,,28.1
2017-11-20T05:17:23.342Z,52,,,,,,28.1
2017-11-20T05:17:33.342Z,52,,,,,,28.1
2017-11-20T05:17:43.342Z,52,,,,,,28.1
2017-11-20T05:17:53.350Z,52,,,,,,28.1
2017-11-20T05:18:03.421Z,52,,,,,,28.1
2017-11-20T05:18:13.343Z,52,,,,34,,28.1
2017-11-20T05:18:23.345Z,52,,,,33.9,,28.1
2017-11-20T05:18:33.346Z,,,,,33.9,,
2017-11-20T05:18:43.343Z,52,,,,34,,28.1
2017-11-20T05:18:53.339Z,,,,,33.9,,
2017-11-20T05:19:03.421Z,52,,,,,,28.1
2017-11-20T05:19:23.344Z,52,,,,,,28.1
2017-11-20T05:19:43.349Z,52,,,,,,28.1
2017-11-20T05:19:53.343Z,52,,,,,,28.1
2017-11-20T05:20:13.344Z,52,,,,,,28.1
2017-11-20T05:20:23.339Z,52,,,,33.8,,28.1
2017-11-20T05:20:33.345Z,52,,,,,,28.1
2017-11-20T05:20:43.343Z,52,,,,,,28.1
2017-11-20T05:20:53.383Z,52,,,,,,28.1
2017-11-20T05:21:13.351Z,52,,,,,,28.1
2017-11-20T05:21:23.347Z,52,,,,,,28.1
2017-11-20T05:21:33.345Z,52,,,,,,28.1
2017-11-20T05:21:43.343Z,52,,,,,,28.1
2017-11-20T05:21:53.339Z,52,,,,,,28.1
2017-11-20T05:22:13.345Z,52,,,,,,28.1
2017-11-20T05:22:23.348Z,52,,,,33.7,,28.1
2017-11-20T05:22:33.343Z,52,,,,,,28.1
2017-11-20T05:22:53.346Z,52,,,,,,28
2017-11-20T05:23:13.350Z,52,,,,,,28.1
2017-11-20T05:23:23.340Z,52,,,,,,28.1
2017-11-20T05:23:33.400Z,52,,,,,,28.1
2017-11-20T05:23:43.340Z,52,,,,33.6,,28
2017-11-20T05:23:53.358Z,52,,,,,,28
2017-11-20T05:24:13.348Z,52,,,,,,28
2017-11-20T05:24:23.345Z,52,,,,,,28
2017-11-20T05:24:33.342Z,52,,,,,,28
2017-11-20T05:24:43.345Z,52,,,,,,28
2017-11-20T05:24:53.339Z,52,,,,,,28
2017-11-20T05:25:13.339Z,52,,,,,,28
2017-11-20T05:25:23.339Z,52,,,,33.6,,28
2017-11-20T05:25:33.338Z,52,,,,33.5,,28
2017-11-20T05:25:43.348Z,52,,,,,,28
2017-11-20T05:25:53.404Z,52,,,,,,28
2017-11-20T05:26:13.338Z,52,,,,,,28
2017-11-20T05:26:23.339Z,52,,,,,,28
2017-11-20T05:26:33.344Z,52,,,,,,28
2017-11-20T05:26:53.340Z,52,,,,,,28
2017-11-20T05:27:13.340Z,52,,,,,,28
2017-11-20T05:27:23.340Z,52,,,,33.4,,28
2017-11-20T05:27:33.338Z,52,,,,,,28
2017-11-20T05:27:53.339Z,52,,,,,,28
2017-11-20T05:28:13.350Z,52,,,,,,28
2017-11-20T05:28:23.345Z,52,,,,,,28
2017-11-20T05:28:33.347Z,52,,,,,,28
2017-11-20T05:28:53.338Z,52,,,,,,28
2017-11-20T05:29:13.339Z,52,,,,,,28
2017-11-20T05:29:23.361Z,52,,,,33.3,,28
2017-11-20T05:29:33.339Z,52,,,,,,27.9
2017-11-20T05:29:43.344Z,52,,,,,,27.9
2017-11-20T05:29:53.339Z,52,,,,,,27.9
2017-11-20T05:30:13.339Z,52,,,,,,27.9
2017-11-20T05:30:23.338Z,52,,,,,,27.9
2017-11-20T05:30:33.339Z,52,,,,,,27.9
2017-11-20T05:30:53.341Z,52,,,,,,27.9
2017-11-20T05:31:13.339Z,52,,,,,,27.9
2017-11-20T05:31:23.340Z,52,,,,,,27.9
2017-11-20T05:31:33.339Z,52,,,,,,27.9
2017-11-20T05:31:43.338Z,52,,,,33.2,,27.9
2017-11-20T05:31:53.338Z,52,,,,,,27.9
2017-11-20T05:32:03.419Z,,,,,33.3,,
2017-11-20T05:32:13.338Z,52,,,,,,27.9
2017-11-20T05:32:23.338Z,52,,,,33.2,,27.9
2017-11-20T05:32:33.338Z,52,,,,,,27.9
2017-11-20T05:32:53.338Z,52,,,,,,27.9
2017-11-20T05:33:13.339Z,52,,,,,,27.9
2017-11-20T05:33:23.338Z,52,,,,,,27.9
2017-11-20T05:33:33.339Z,52,58,0,2,,,27.9
2017-11-20T05:33:43.338Z,52,,,,,,27.9
2017-11-20T05:33:53.339Z,,5,0,0,,,
2017-11-20T05:34:03.418Z,52,,,,,,27.9
2017-11-20T05:34:23.339Z,52,,,,,,27.8
2017-11-20T05:34:33.340Z,52,,,,,,27.8
2017-11-20T05:34:43.339Z,52,,,,33.1,,27.8
2017-11-20T05:34:53.339Z,52,,,,,,27.8
2017-11-20T05:35:13.339Z,52,,,,,,27.8
2017-11-20T05:35:23.346Z,52,,,,,,27.8
2017-11-20T05:35:33.339Z,,58,0,2,,,
2017-11-20T05:35:43.339Z,52,,,,,,27.8
2017-11-20T05:35:53.338Z,52,,,,,,27.8
2017-11-20T05:36:13.340Z,52,,,,,,27.8
2017-11-20T05:36:23.338Z,52,,,,,,27.8
2017-11-20T05:36:33.440Z,52,,,,,,27.8
2017-11-20T05:36:43.338Z,52,,,,,,27.8
2017-11-20T05:36:53.345Z,52,,,,,,27.8
2017-11-20T05:37:03.421Z,52,,,,,,27.8
2017-11-20T05:37:13.339Z,52,,,,33.1,,27.8
2017-11-20T05:37:23.339Z,52,,,,33.1,,27.8
2017-11-20T05:37:33.341Z,,,,,33.1,,
2017-11-20T05:37:43.339Z,52,,,,32.9,,27.7
2017-11-20T05:38:03.420Z,52,,,,,,27.8
2017-11-20T05:38:23.342Z,52,,,,,,27.7
2017-11-20T05:38:43.349Z,52,,,,,,27.7
2017-11-20T05:38:53.338Z,52,,,,,,27.7
2017-11-20T05:39:13.341Z,52,,,,,,27.7
2017-11-20T05:39:23.408Z,52,,,,,,27.7
2017-11-20T05:39:33.382Z,52,,,,,,27.7
2017-11-20T05:39:43.339Z,52,,,,,,27.7
2017-11-20T05:39:53.340Z,52,58,0,2,32.9,0,27.7
2017-11-20T05:40:13.339Z,52,,,,,,27.7
2017-11-20T05:40:23.339Z,52,,,,,,27.7
2017-11-20T05:40:33.339Z,52,,,,,,27.7
2017-11-20T05:40:53.340Z,52,,,,,,27.7
2017-11-20T05:41:13.339Z,52,,,,,,27.7
2017-11-20T05:41:23.338Z,52,,,,32.8,,27.7
2017-11-20T05:41:33.338Z,52,,,,,,27.5
2017-11-20T05:41:43.338Z,52,,,,,,27.5
2017-11-20T05:41:53.338Z,52,,,,,,27.7
2017-11-20T05:42:13.338Z,52,,,,,,27.5
2017-11-20T05:42:23.338Z,52,,,,,,27.5
2017-11-20T05:42:33.339Z,52,,,,,,27.5
2017-11-20T05:42:43.338Z,52,,,,,,27.5
2017-11-20T05:42:53.338Z,52,,,,,,27.5
2017-11-20T05:43:13.339Z,52,,,,,,27.5
2017-11-20T05:43:23.340Z,52,,0,2,32.9,,27.5
2017-11-20T05:43:33.339Z,,,,,38.1,38,
2017-11-20T05:43:43.338Z,52,,,,38.6,36,27.5
2017-11-20T05:43:53.338Z,52,,,,37.6,29,27.5
2017-11-20T05:44:03.418Z,,,,,35.8,,
2017-11-20T05:44:13.338Z,,,,,34.9,29,
2017-11-20T05:44:23.340Z,52,,,,31.5,29,27.5
2017-11-20T05:44:33.339Z,52,,,,,,27.5
2017-11-20T05:44:43.339Z,,,,,31.4,30,
2017-11-20T05:44:53.338Z,52,,,,,,27.5
2017-11-20T05:45:03.418Z,,,,,32,30,
2017-11-20T05:45:13.339Z,52,,,,32.2,29,27.5
2017-11-20T05:45:23.338Z,52,,,,32.8,30,27.5
2017-11-20T05:45:33.338Z,52,,,,32.9,29,27.5
2017-11-20T05:45:43.344Z,,,,,33.2,30,
2017-11-20T05:45:53.385Z,52,,,,33.3,,27.5
2017-11-20T05:46:13.338Z,52,,,,33.5,29,27.5
2017-11-20T05:46:23.338Z,52,,,,34,,27.5
2017-11-20T05:46:33.338Z,52,,,,34.1,,27.5
2017-11-20T05:46:43.339Z,52,,,,34.4,30,27.5
2017-11-20T05:46:53.338Z,52,,,,,,27.5
2017-11-20T05:47:03.419Z,,,,,34.5,29,
2017-11-20T05:47:13.338Z,52,,,,34.7,,27.5
2017-11-20T05:47:23.338Z,52,,,,35.2,30,27.5
2017-11-20T05:47:33.345Z,52,,,,35.4,29,27.5
2017-11-20T05:47:43.343Z,52,,,,35.7,30,27.5
2017-11-20T05:48:03.418Z,52,,,,,,27.5
2017-11-20T05:48:13.344Z,52,,,,35.9,29,27.5
2017-11-20T05:48:23.338Z,52,,,,36.2,,27.5
2017-11-20T05:48:33.338Z,52,,,,36.4,30,27.5
2017-11-20T05:48:43.339Z,52,,,,36.5,29,27.5
2017-11-20T05:48:53.503Z,52,,,,36.7,,27.5
2017-11-20T05:49:13.338Z,52,,,,36.9,,27.5
2017-11-20T05:49:23.341Z,52,,,,37.3,,27.5
2017-11-20T05:49:33.338Z,52,,,,37.6,,27.5
2017-11-20T05:49:43.338Z,52,,,,,,27.5
2017-11-20T05:49:53.340Z,52,,,,37.8,,27.5
2017-11-20T05:50:13.343Z,52,,,,38.2,,27.7
2017-11-20T05:50:23.339Z,52,,,,38.7,0,27.7
2017-11-20T05:50:33.340Z,52,,0,2,38.5,,27.7
2017-11-20T05:50:43.339Z,,,,,36.1,,
2017-11-20T05:50:53.338Z,52,,,,,,27.7
2017-11-20T05:51:03.418Z,,,,,34.5,,
2017-11-20T05:51:13.338Z,52,,,,34,,27.7
2017-11-20T05:51:23.338Z,52,,,,33.9,,27.7
2017-11-20T05:51:33.341Z,52,,,,33.8,,27.7
2017-11-20T05:51:43.338Z,52,,,,,,27.7
2017-11-20T05:52:03.418Z,52,,,,,,27.8
2017-11-20T05:52:23.338Z,52,,,,33.7,,27.8
2017-11-20T05:52:33.362Z,,,,,33.5,,
2017-11-20T05:52:43.338Z,52,,,,,,27.8
2017-11-20T05:52:53.338Z,52,,,,,,27.8
2017-11-20T05:53:13.341Z,52,,,,,,27.8
2017-11-20T05:53:23.341Z,52,,,,,,27.8
2017-11-20T05:53:33.338Z,52,,,,33.4,,27.8
2017-11-20T05:53:43.338Z,52,,,,,,27.8
2017-11-20T05:54:03.459Z,52,,,,,,27.8
2017-11-20T05:54:23.340Z,52,,,,,,27.9
2017-11-20T05:54:43.338Z,52,,,,,,27.9
2017-11-20T05:54:53.343Z,52,,,,,,27.9
2017-11-20T05:55:13.341Z,52,,,,,,27.9
2017-11-20T05:55:23.338Z,52,,,,33.3,,27.9
2017-11-20T05:55:33.363Z,52,,,,,,27.9
2017-11-20T05:55:43.351Z,,,,,33.4,,
2017-11-20T05:55:53.338Z,52,,,,,,27.9
2017-11-20T05:56:13.374Z,52,,,,,,27.9
2017-11-20T05:56:23.338Z,52,,,,,,27.9
2017-11-20T05:56:33.342Z,52,,,,,,28
2017-11-20T05:56:53.338Z,52,,,,,,28
2017-11-20T05:57:13.343Z,52,,,,,,27.9
2017-11-20T05:57:23.342Z,52,,,,33.5,,28
2017-11-20T05:57:33.338Z,52,,,,,,28
2017-11-20T05:57:43.338Z,52,,,,33.6,,28
2017-11-20T05:57:53.338Z,52,,,,,,28
2017-11-20T05:58:13.338Z,52,,,,,,28
2017-11-20T05:58:23.343Z,52,,,,33.7,,28
2017-11-20T05:58:33.342Z,52,,,,,,28
2017-11-20T05:58:53.339Z,52,,,,,,28
2017-11-20T05:59:13.338Z,52,,,,,,28
2017-11-20T05:59:23.338Z,52,,,,33.8,,28
2017-11-20T05:59:33.349Z,52,,,,,,28
2017-11-20T05:59:43.343Z,52,,,,,,28
2017-11-20T05:59:53.338Z,52,,,,,,28
2017-11-20T06:00:13.338Z,52,,,,,,28
2017-11-20T06:00:23.338Z,52,,,,,,28
2017-11-20T06:00:33.344Z,52,,,,,,28
2017-11-20T06:00:43.406Z,52,,,,,,28
2017-11-20T06:00:53.346Z,52,,,,,,28
2017-11-20T06:01:13.338Z,52,,,,,,28
2017-11-20T06:01:23.338Z,52,,,,,,28
2017-11-20T06:01:33.338Z,52,,,,,,28
2017-11-20T06:01:43.346Z,52,,,,,,28
2017-11-20T06:01:53.338Z,52,,,,,,28
2017-11-20T06:02:13.338Z,52,,,,,,28
2017-11-20T06:02:23.343Z,52,58,0,2,,,28
2017-11-20T06:02:33.338Z,52,,,,,,28
2017-11-20T06:02:43.339Z,,5,0,0,,,
2017-11-20T06:03:03.418Z,52,,,,,,28
2017-11-20T06:03:13.338Z,52,,,,,,28
2017-11-20T06:03:23.343Z,52,58,0,2,,,28
2017-11-20T06:03:33.338Z,,5,0,0,33.7,,
2017-11-20T06:03:43.342Z,52,,,,,,28
2017-11-20T06:03:53.338Z,52,,,,,,28
2017-11-20T06:04:13.343Z,52,,,,,,28
2017-11-20T06:04:23.337Z,52,,,,,,28
2017-11-20T06:04:33.338Z,52,,,,,,28
2017-11-20T06:04:53.338Z,52,,,,,,28
2017-11-20T06:05:13.338Z,52,,,,,,28
2017-11-20T06:05:23.344Z,52,,,,33.6,,28
2017-11-20T06:05:33.338Z,52,,,,,,28
2017-11-20T06:05:43.338Z,,,,,33.6,,
2017-11-20T06:05:53.338Z,52,,,,,,28
2017-11-20T06:06:13.348Z,52,,,,,,28
2017-11-20T06:06:23.345Z,52,,,,,,28
2017-11-20T06:06:33.338Z,52,,,,,,28
2017-11-20T06:06:53.338Z,52,,,,,,28
2017-11-20T06:07:13.338Z,52,,,,,,28
2017-11-20T06:07:23.338Z,52,,,,33.5,,28
2017-11-20T06:07:33.338Z,52,,,,,,28
2017-11-20T06:07:43.338Z,52,,,,,,28
2017-11-20T06:07:53.338Z,52,,,,,,28
2017-11-20T06:08:13.338Z,52,,,,,,28
2017-11-20T06:08:23.351Z,52,,,,,,28
2017-11-20T06:08:33.338Z,52,,,,,,28
2017-11-20T06:08:53.338Z,52,,,,,,28
2017-11-20T06:09:03.418Z,,,,,33.4,,
2017-11-20T06:09:13.353Z,52,,,,,,28
2017-11-20T06:09:23.345Z,52,,,,,,28
2017-11-20T06:09:33.338Z,52,,,,,,28
2017-11-20T06:09:53.339Z,52,,,,,,28
2017-11-20T06:10:13.338Z,52,,,,,,28
2017-11-20T06:10:23.342Z,52,,,,,,28
2017-11-20T06:10:33.546Z,52,,,,,,28
2017-11-20T06:10:43.468Z,,,,,33.3,,
2017-11-20T06:10:53.443Z,52,,,,,,28
2017-11-20T06:11:13.338Z,52,,,,,,28
2017-11-20T06:11:23.338Z,52,,,,,,28
2017-11-20T06:11:33.337Z,52,,,,,,28
2017-11-20T06:11:43.338Z,52,,,,,,28
2017-11-20T06:11:53.338Z,52,,,,,,27.9
2017-11-20T06:12:13.338Z,52,,,,,,27.9
2017-11-20T06:12:23.338Z,52,,,,,,27.9
2017-11-20T06:12:33.346Z,52,,,,,,27.9
2017-11-20T06:12:43.338Z,,,,,33.2,,
2017-11-20T06:12:53.337Z,52,,,,,,27.9
2017-11-20T06:13:13.338Z,52,,,,,,27.9
2017-11-20T06:13:23.338Z,52,,,,,,27.9
2017-11-20T06:13:33.338Z,52,,,,,,27.9
2017-11-20T06:13:53.338Z,52,,,,,,27.9
2017-11-20T06:14:13.337Z,52,,,,,,27.9
2017-11-20T06:14:23.338Z,52,,,,,,27.9
2017-11-20T06:14:33.339Z,52,,,,,,27.9
2017-11-20T06:14:43.340Z,,,,,33.1,,
2017-11-20T06:14:53.340Z,52,,,,,,27.9
2017-11-20T06:15:13.337Z,52,,,,,,27.9
2017-11-20T06:15:23.337Z,52,,,,,,27.9
2017-11-20T06:15:33.341Z,52,,,,,,27.9
2017-11-20T06:15:53.337Z,52,,,,,,27.9
2017-11-20T06:16:13.341Z,52,,,,,,27.9
2017-11-20T06:16:23.342Z,52,,,,,,27.9
2017-11-20T06:16:33.338Z,52,,,,33.1,,27.9
2017-11-20T06:16:53.337Z,52,,,,,,27.8
2017-11-20T06:17:03.418Z,,,,,33.1,,
