Time,HwTOutlet,ChActive,PrimTSet,HwTSet,PrimT,ActPow,HwActive
2018-01-06T04:14:42.603Z,31.2,,,50,,,
2018-01-06T04:14:52.580Z,31.2,,,50,,,
2018-01-06T04:15:02.583Z,31.2,,,50,,,
2018-01-06T04:15:12.580Z,31.2,,,50,,,
2018-01-06T04:15:22.580Z,31.2,,,50,,,
2018-01-06T04:15:32.580Z,31.2,,,50,40.4,,
2018-01-06T04:15:42.604Z,31.2,,,50,,,
2018-01-06T04:15:52.580Z,31.2,,,50,,,
2018-01-06T04:16:02.580Z,31.3,,,50,,,
2018-01-06T04:16:12.580Z,31.3,,,50,,,
2018-01-06T04:16:22.580Z,31.3,,,50,40.5,,
2018-01-06T04:16:32.582Z,31.2,,,50,,,
2018-01-06T04:16:42.580Z,31.3,,,50,,,
2018-01-06T04:16:52.580Z,31.3,,,50,40.6,,
2018-01-06T04:17:02.580Z,31.3,,,50,,,
2018-01-06T04:17:12.581Z,31.3,,,50,,,
2018-01-06T04:17:22.580Z,31.3,,,50,40.7,,
2018-01-06T04:17:32.580Z,31.3,,,50,,,
2018-01-06T04:17:42.580Z,31.3,,,50,,,
2018-01-06T04:17:52.580Z,31.3,,,50,,,
2018-01-06T04:18:02.580Z,31.3,,,50,,,
2018-01-06T04:18:12.581Z,31.3,,,50,,,
2018-01-06T04:18:22.581Z,31.3,,,50,,,
2018-01-06T04:18:32.580Z,31.3,,,50,,,
2018-01-06T04:18:42.581Z,31.3,,,50,,,
2018-01-06T04:18:52.583Z,31.3,,,50,,,
2018-01-06T04:19:02.580Z,31.3,,,50,,,
2018-01-06T04:19:12.580Z,31.3,,,50,,,
2018-01-06T04:19:22.580Z,31.3,,,50,,,
2018-01-06T04:19:32.580Z,31.3,,,50,,,
2018-01-06T04:19:42.580Z,31.3,,,50,,,
2018-01-06T04:19:52.581Z,31.3,,,50,,,
2018-01-06T04:20:02.580Z,31.3,,,50,,,
2018-01-06T04:20:12.580Z,31.3,,,50,,,
2018-01-06T04:20:22.580Z,31.3,,,50,,,
2018-01-06T04:20:32.580Z,31.3,,,50,,,
2018-01-06T04:20:42.580Z,31.3,,,50,,,
2018-01-06T04:20:52.580Z,31.3,,,50,,,
2018-01-06T04:21:02.580Z,31.3,,,50,40.6,,
2018-01-06T04:21:12.580Z,31.3,,,50,,,
2018-01-06T04:21:22.580Z,31.3,,,50,,,
2018-01-06T04:21:32.580Z,31.3,,,50,,,
2018-01-06T04:21:42.580Z,31.3,,,50,,,
2018-01-06T04:21:52.581Z,31.3,,,50,,,
2018-01-06T04:22:02.580Z,31.3,,,50,,,
2018-01-06T04:22:12.580Z,31.3,,,50,,,
2018-01-06T04:22:22.580Z,31.3,,,50,40.5,,
2018-01-06T04:22:32.707Z,31.3,,,50,,,
2018-01-06T04:22:42.580Z,31.3,,,50,,,
2018-01-06T04:22:52.580Z,31.2,,,50,,,
2018-01-06T04:23:02.580Z,31.3,,,50,,,
2018-01-06T04:23:12.580Z,31.3,,,50,,,
2018-01-06T04:23:22.580Z,31.2,,,50,,,
2018-01-06T04:23:32.580Z,31.3,,,50,,,
2018-01-06T04:23:42.580Z,31.2,,,50,40.4,,
2018-01-06T04:23:52.580Z,31.2,,,50,,,
2018-01-06T04:24:02.580Z,31.2,,,50,,,
2018-01-06T04:24:12.580Z,31.2,,,50,,,
2018-01-06T04:24:22.580Z,31.2,,,50,,,
2018-01-06T04:24:32.580Z,31.2,,,50,,,
2018-01-06T04:24:42.583Z,31.2,,,50,,,
2018-01-06T04:24:52.580Z,31.2,,,50,40.3,,
2018-01-06T04:25:02.580Z,31.2,,,50,,,
2018-01-06T04:25:12.580Z,31.2,,,50,,,
2018-01-06T04:25:22.580Z,31.2,,,50,,,
2018-01-06T04:25:32.580Z,31.2,,,50,,,
2018-01-06T04:25:42.581Z,31.2,,,50,,,
2018-01-06T04:25:52.580Z,31.2,,,50,40.2,,
2018-01-06T04:26:02.580Z,31.2,,,50,,,
2018-01-06T04:26:12.580Z,31.2,,,50,,,
2018-01-06T04:26:22.580Z,31.2,,,50,,,
2018-01-06T04:26:32.580Z,31.2,1,,50,,45,0
2018-01-06T04:26:42.580Z,31.2,,,50,45.4,36,
2018-01-06T04:26:52.580Z,31.2,,,50,44.2,29,
2018-01-06T04:27:02.580Z,31.2,,,50,42.2,29,
2018-01-06T04:27:12.581Z,31.2,,,50,39.4,30,
2018-01-06T04:27:22.580Z,31.2,,,50,38.6,29,
2018-01-06T04:27:32.580Z,31.2,,,50,38.5,,
2018-01-06T04:27:42.580Z,31.2,,,50,38.8,,
2018-01-06T04:27:52.580Z,31,,,50,39.4,29,
2018-01-06T04:28:02.580Z,31.2,,,50,39.8,,
2018-01-06T04:28:12.580Z,31,,,50,40,,
2018-01-06T04:28:22.580Z,31.2,,,50,40.1,30,
2018-01-06T04:28:32.580Z,31,,,50,40.2,29,
2018-01-06T04:28:42.580Z,31.2,,,50,40.4,,
2018-01-06T04:28:52.580Z,31,,,50,40.6,,
2018-01-06T04:29:02.580Z,31,,,50,40.8,,
2018-01-06T04:29:12.581Z,31,,,50,41,29,
2018-01-06T04:29:22.580Z,31,,,50,41.2,,
2018-01-06T04:29:32.580Z,31,,,50,41.4,,
2018-01-06T04:29:42.582Z,31,,,50,41.6,,
2018-01-06T04:29:52.630Z,31,,,50,41.8,,
2018-01-06T04:30:02.627Z,31,,,50,41.9,30,
2018-01-06T04:30:12.580Z,31,,,50,42,29,
2018-01-06T04:30:22.604Z,31,,,50,42.2,,
2018-01-06T04:30:32.580Z,31,,,50,42.3,,
2018-01-06T04:30:42.580Z,31,,,50,42.6,,
2018-01-06T04:30:52.580Z,31.2,,,50,42.7,,
2018-01-06T04:31:02.580Z,31,,,50,42.8,,
2018-01-06T04:31:12.580Z,31.2,,,50,42.9,,
2018-01-06T04:31:22.580Z,31.2,,,50,43,30,
2018-01-06T04:31:32.580Z,31,,,50,43.1,29,
2018-01-06T04:31:42.580Z,31.2,,,50,43.2,,
2018-01-06T04:31:52.646Z,31.2,,,50,43.3,,
2018-01-06T04:32:02.580Z,31.2,,,50,43.5,,
2018-01-06T04:32:12.580Z,31.2,,,50,43.6,,
2018-01-06T04:32:22.580Z,31.2,,,50,43.7,30,
2018-01-06T04:32:32.580Z,31.2,,,50,43.9,29,
2018-01-06T04:32:42.580Z,31.2,,,50,44,30,
2018-01-06T04:32:52.580Z,31.2,,,50,44.1,29,
2018-01-06T04:33:02.580Z,31.2,,,50,44.3,,
2018-01-06T04:33:12.580Z,31.2,1,,50,42.3,0,0
2018-01-06T04:33:22.580Z,31.2,,,50,40.4,,
2018-01-06T04:33:32.580Z,31.2,,,50,39.7,,
2018-01-06T04:33:42.580Z,31.2,,,50,39.5,,
2018-01-06T04:33:52.582Z,31.2,,,50,39.4,,
2018-01-06T04:34:02.580Z,31.2,,,50,,,
2018-01-06T04:34:12.580Z,31.3,,,50,,,
2018-01-06T04:34:22.580Z,31.3,,,50,,,
2018-01-06T04:34:32.580Z,31.3,,,50,39.3,,
2018-01-06T04:34:42.580Z,31.3,,,50,39.1,,
2018-01-06T04:34:52.580Z,31.3,,,50,38.9,,
2018-01-06T04:35:02.580Z,31.3,,,50,38.8,,
2018-01-06T04:35:12.580Z,31.3,,,50,,,
2018-01-06T04:35:22.580Z,31.3,,,50,,,
2018-01-06T04:35:32.580Z,31.3,,,50,38.7,,
2018-01-06T04:35:42.580Z,31.3,,,50,,,
2018-01-06T04:35:52.580Z,31.3,,,50,38.6,,
2018-01-06T04:36:02.580Z,31.3,,,50,,,
2018-01-06T04:36:12.580Z,31.3,,,50,38.5,,
2018-01-06T04:36:22.580Z,31.3,,,50,,,
2018-01-06T04:36:32.580Z,31.3,,,50,,,
2018-01-06T04:36:42.580Z,31.3,,,50,,,
2018-01-06T04:36:52.580Z,31.3,,,50,,,
2018-01-06T04:37:02.580Z,31.3,,,50,,,
2018-01-06T04:37:12.580Z,31.3,,,50,,,
2018-01-06T04:37:22.580Z,31.3,,,50,,,
2018-01-06T04:37:32.580Z,31.3,,,50,,,
2018-01-06T04:37:42.580Z,31.3,,,50,38.4,,
2018-01-06T04:37:52.580Z,31.3,,,50,38.5,,
2018-01-06T04:38:02.580Z,31.3,,,50,38.4,,
2018-01-06T04:38:12.580Z,31.3,,,50,,,
2018-01-06T04:38:22.587Z,31.3,,,50,38.5,,
2018-01-06T04:38:32.579Z,31.3,,,50,,,
2018-01-06T04:38:42.580Z,31.4,,,50,,,
2018-01-06T04:38:52.580Z,31.3,,,50,,,
2018-01-06T04:39:02.579Z,31.4,,,50,,,
2018-01-06T04:39:12.580Z,31.3,,,50,,,
2018-01-06T04:39:22.579Z,31.3,,,50,38.6,,
2018-01-06T04:39:32.580Z,31.3,,,50,,,
2018-01-06T04:39:42.580Z,31.3,,,50,,,
2018-01-06T04:39:52.580Z,31.3,,,50,,,
2018-01-06T04:40:02.580Z,31.3,,,50,,,
2018-01-06T04:40:12.580Z,31.4,,,50,38.7,,
2018-01-06T04:40:22.580Z,31.3,,,50,,,
2018-01-06T04:40:32.580Z,31.3,,,50,,,
2018-01-06T04:40:42.580Z,31.3,,,50,38.8,,
2018-01-06T04:40:52.580Z,31.3,,,50,,,
2018-01-06T04:41:02.580Z,31.3,,,50,,,
2018-01-06T04:41:12.580Z,31.3,,,50,,,
2018-01-06T04:41:22.580Z,31.3,,,50,,,
2018-01-06T04:41:32.579Z,31.3,,,50,,,
2018-01-06T04:41:42.612Z,31.3,,,50,,,
2018-01-06T04:41:52.580Z,31.3,,,50,,,
2018-01-06T04:42:02.580Z,31.3,,,50,,,
2018-01-06T04:42:12.580Z,31.3,,,50,,,
2018-01-06T04:42:22.579Z,31.3,,,50,,,
2018-01-06T04:42:32.580Z,31.3,,,50,,,
2018-01-06T04:42:42.579Z,31.3,,,50,,,
2018-01-06T04:42:52.580Z,31.3,,,50,,,
2018-01-06T04:43:02.582Z,31.3,,,50,,,
2018-01-06T04:43:12.580Z,31.3,,,50,,,
2018-01-06T04:43:22.580Z,31.3,,,50,,,
2018-01-06T04:43:32.580Z,31.3,,,50,,,
2018-01-06T04:43:42.581Z,31.3,,,50,,,
2018-01-06T04:43:52.580Z,31.2,,,50,,,
2018-01-06T04:44:02.582Z,31.3,,,50,,,
2018-01-06T04:44:12.580Z,31.2,1,59,50,38.8,0,0
2018-01-06T04:44:22.580Z,31.2,,,50,,,
2018-01-06T04:44:32.580Z,31.2,,,50,,,
2018-01-06T04:44:42.580Z,31.2,,,50,,,
2018-01-06T04:44:52.580Z,31.2,,,50,,,
2018-01-06T04:45:02.580Z,31.2,,,50,,,
2018-01-06T04:45:12.580Z,31.2,,,50,38.7,,
2018-01-06T04:45:22.579Z,31.2,,,50,,,
2018-01-06T04:45:32.582Z,31.2,,,50,,,
2018-01-06T04:45:42.626Z,31.2,,,50,,,
2018-01-06T04:45:52.580Z,31.2,,,50,,,
2018-01-06T04:46:02.611Z,31.2,,,50,,,
2018-01-06T04:46:12.601Z,31.2,,,50,,,
2018-01-06T04:46:22.590Z,31.2,1,,50,41.8,40,0
2018-01-06T04:46:32.580Z,31.2,,,50,44.7,29,
2018-01-06T04:46:42.580Z,31.2,,,50,41.8,,
2018-01-06T04:46:52.580Z,31.2,,,50,40.4,29,
2018-01-06T04:47:02.579Z,31.2,,,50,38.8,29,
2018-01-06T04:47:12.580Z,31,,,50,38.6,,
2018-01-06T04:47:22.579Z,31.2,,,50,38.7,,
2018-01-06T04:47:32.579Z,31,,,50,39.3,30,
2018-01-06T04:47:42.580Z,31.2,,,50,39.7,29,
2018-01-06T04:47:52.579Z,31,,,50,40,,
2018-01-06T04:48:02.580Z,31,,,50,40.1,,
2018-01-06T04:48:12.580Z,31,,,50,40.2,,
2018-01-06T04:48:22.580Z,31,,,50,40.4,,
2018-01-06T04:48:32.580Z,31,,,50,40.5,30,
2018-01-06T04:48:42.580Z,31,,,50,40.7,29,
2018-01-06T04:48:52.580Z,31,,,50,40.9,30,
2018-01-06T04:49:02.580Z,31,,,50,41.1,,
2018-01-06T04:49:12.580Z,31,,,50,41.3,29,
2018-01-06T04:49:22.580Z,31,,,50,41.4,,
2018-01-06T04:49:32.581Z,31,,,50,41.6,,
2018-01-06T04:49:42.580Z,31,,,50,41.7,,
2018-01-06T04:49:52.581Z,31,,,50,41.8,,
2018-01-06T04:50:02.580Z,31,,,50,42,,
2018-01-06T04:50:12.581Z,31,,,50,42.1,,
2018-01-06T04:50:22.580Z,31,,,50,42.2,,
2018-01-06T04:50:32.580Z,31,,,50,42.4,,
2018-01-06T04:50:42.579Z,31,,,50,42.6,30,
2018-01-06T04:50:52.579Z,31,,,50,42.7,29,
2018-01-06T04:51:02.579Z,31,,,50,42.8,,
2018-01-06T04:51:12.579Z,31,,,50,43,,
2018-01-06T04:51:22.579Z,31,,,50,43.1,30,
2018-01-06T04:51:32.579Z,31.2,,,50,43.2,29,
2018-01-06T04:51:42.579Z,31.2,,,50,43.3,30,
2018-01-06T04:51:52.580Z,31.2,,,50,43.5,29,
2018-01-06T04:52:02.579Z,31.2,,,50,43.6,,
2018-01-06T04:52:12.582Z,31.2,,,50,43.7,,
2018-01-06T04:52:22.579Z,31.2,,,50,43.9,30,
2018-01-06T04:52:32.579Z,31.2,,,50,44,30,
2018-01-06T04:52:42.579Z,31.2,,,50,44.1,29,
2018-01-06T04:52:52.579Z,31.2,1,,50,43.3,0,0
2018-01-06T04:53:02.579Z,31.2,,,50,40.7,,
2018-01-06T04:53:12.580Z,31.2,,,50,39.8,,
2018-01-06T04:53:22.581Z,31.2,,,50,39.4,,
2018-01-06T04:53:32.579Z,31.2,,,50,39.3,,
2018-01-06T04:53:42.581Z,31.2,,,50,,,
2018-01-06T04:53:52.579Z,31.2,,,50,,,
2018-01-06T04:54:02.579Z,31.2,,,50,,,
2018-01-06T04:54:12.580Z,31.2,,,50,,,
2018-01-06T04:54:22.580Z,31.2,,,50,39.1,,
2018-01-06T04:54:32.579Z,31.2,,,50,38.8,,
2018-01-06T04:54:42.579Z,31.2,,,50,38.7,,
2018-01-06T04:54:52.579Z,31.3,,,50,,,
2018-01-06T04:55:02.579Z,31.3,,,50,,,
2018-01-06T04:55:12.579Z,31.3,,,50,,,
2018-01-06T04:55:22.579Z,31.3,,,50,38.6,,
2018-01-06T04:55:32.579Z,31.3,,,50,,,
2018-01-06T04:55:42.579Z,31.3,,,50,38.5,,
2018-01-06T04:55:52.579Z,31.3,,,50,,,
2018-01-06T04:56:02.580Z,31.3,,,50,38.4,,
2018-01-06T04:56:12.579Z,31.3,,,50,,,
2018-01-06T04:56:22.579Z,31.3,,,50,,,
2018-01-06T04:56:32.579Z,31.3,,,50,,,
2018-01-06T04:56:42.579Z,31.3,,,50,,,
2018-01-06T04:56:52.579Z,31.3,,,50,,,
2018-01-06T04:57:02.710Z,31.3,,,50,,,
2018-01-06T04:57:12.579Z,31.3,,,50,,,
2018-01-06T04:57:22.580Z,31.3,,,50,,,
2018-01-06T04:57:32.579Z,31.3,,,50,,,
2018-01-06T04:57:42.579Z,31.3,,,50,,,
2018-01-06T04:57:52.579Z,31.3,,,50,,,
2018-01-06T04:58:02.579Z,31.3,,,50,,,
2018-01-06T04:58:12.579Z,31.3,,,50,,,
2018-01-06T04:58:22.579Z,31.3,,,50,,,
2018-01-06T04:58:32.579Z,31.3,,,50,,,
2018-01-06T04:58:42.579Z,31.3,,,50,,,
2018-01-06T04:58:52.579Z,31.3,,,50,,,
2018-01-06T04:59:02.579Z,31.3,,,50,38.5,,
2018-01-06T04:59:12.579Z,31.3,,,50,,,
2018-01-06T04:59:22.579Z,31.3,,,50,,,
2018-01-06T04:59:32.579Z,31.3,,,50,,,
2018-01-06T04:59:42.579Z,31.3,,,50,38.6,,
2018-01-06T04:59:52.579Z,31.3,,,50,,,
2018-01-06T05:00:02.579Z,31.3,,,50,,,
2018-01-06T05:00:12.579Z,31.3,,,50,,,
2018-01-06T05:00:22.579Z,31.3,,,50,38.7,,
2018-01-06T05:00:32.579Z,31.3,,,50,,,
2018-01-06T05:00:42.579Z,31.3,,,50,,,
2018-01-06T05:00:52.579Z,31.3,,,50,,,
2018-01-06T05:01:02.579Z,31.3,,,50,,,
2018-01-06T05:01:12.634Z,31.3,,,50,,,
2018-01-06T05:01:22.629Z,31.3,,,50,,,
2018-01-06T05:01:32.616Z,31.3,,,50,38.8,,
2018-01-06T05:01:42.579Z,31.3,,,50,,,
2018-01-06T05:01:52.595Z,31.3,,,50,,,
2018-01-06T05:02:02.585Z,31.3,,,50,,,
2018-01-06T05:02:12.820Z,31.3,,,50,,,
2018-01-06T05:02:22.579Z,31.3,,,50,,,
2018-01-06T05:02:32.579Z,31.2,,,50,,,
2018-01-06T05:02:42.579Z,31.2,,,50,,,
2018-01-06T05:02:52.579Z,31.2,,,50,,,
2018-01-06T05:03:02.579Z,31.2,,,50,38.7,,
2018-01-06T05:03:12.579Z,31.2,,,50,,,
2018-01-06T05:03:22.580Z,31.2,,,50,,,
2018-01-06T05:03:32.579Z,31.2,,,50,,,
2018-01-06T05:03:42.579Z,31.2,,,50,,,
2018-01-06T05:03:52.579Z,31.2,,,50,,,
2018-01-06T05:04:02.579Z,31.2,,,50,,,
2018-01-06T05:04:12.579Z,31.2,,,50,,,
2018-01-06T05:04:22.623Z,31.2,,,50,,,
2018-01-06T05:04:32.685Z,31.2,,,50,,,
2018-01-06T05:04:42.685Z,31.2,,,50,,,
2018-01-06T05:04:52.656Z,31.2,,,50,,,
2018-01-06T05:05:02.673Z,31.2,,,50,,,
2018-01-06T05:05:12.583Z,31.2,,,50,,,
2018-01-06T05:05:22.579Z,31.2,,,50,38.6,,
2018-01-06T05:05:32.580Z,31.2,,,50,,,
2018-01-06T05:05:42.579Z,31.2,,,50,,,
2018-01-06T05:05:52.579Z,31,,,50,,,
2018-01-06T05:06:02.579Z,31,1,,50,38.7,45,0
2018-01-06T05:06:12.580Z,,,,,44.4,33,
2018-01-06T05:06:22.580Z,31,,,50,42.8,29,
2018-01-06T05:06:32.582Z,31,,,50,41.4,30,
2018-01-06T05:06:42.579Z,31,,,50,39.3,29,
2018-01-06T05:06:52.580Z,31,,,50,38.6,29,
2018-01-06T05:07:02.579Z,31,,,50,,,
2018-01-06T05:07:12.582Z,31,,,50,39.1,,
2018-01-06T05:07:22.586Z,31,,,50,39.5,,
2018-01-06T05:07:32.591Z,31,,,50,39.8,,
2018-01-06T05:07:42.583Z,31,,,50,40,,
2018-01-06T05:07:52.580Z,31,,,50,40.1,30,
2018-01-06T05:08:02.579Z,31,,,50,40.2,29,
2018-01-06T05:08:12.581Z,31,,,50,40.4,,
2018-01-06T05:08:22.581Z,31,,,50,40.6,,
2018-01-06T05:08:32.582Z,31,,,50,40.8,,
2018-01-06T05:08:42.578Z,31,,,50,40.9,30,
2018-01-06T05:08:52.579Z,31,,,50,41.1,29,
2018-01-06T05:09:02.579Z,31,,,50,41.3,,
2018-01-06T05:09:12.579Z,31,,,50,41.4,,
2018-01-06T05:09:22.579Z,31,,,50,41.6,,
2018-01-06T05:09:32.582Z,31,,,50,41.7,,
2018-01-06T05:09:42.579Z,31,,,50,41.8,,
2018-01-06T05:09:52.579Z,31,,,50,42,30,
2018-01-06T05:10:02.578Z,31,,,50,42.1,,
2018-01-06T05:10:12.579Z,31,,,50,42.2,29,
2018-01-06T05:10:22.582Z,31,,,50,42.3,,
2018-01-06T05:10:32.579Z,31,,,50,42.6,,
2018-01-06T05:10:42.582Z,31,,,50,42.7,,
2018-01-06T05:10:52.579Z,31,,,50,42.8,,
2018-01-06T05:11:02.581Z,31,,,50,42.9,,
2018-01-06T05:11:12.579Z,,,,,43,,
2018-01-06T05:11:22.579Z,31,,,50,43.2,,
2018-01-06T05:11:32.579Z,31,,,50,43.3,30,
2018-01-06T05:11:42.579Z,31,,,50,43.5,29,
2018-01-06T05:11:52.579Z,31,,,50,43.6,,
2018-01-06T05:12:02.579Z,31,,,50,43.7,,
2018-01-06T05:12:12.579Z,31,,,50,,,
2018-01-06T05:12:22.579Z,31,,,50,44,,
2018-01-06T05:12:32.578Z,31,,,50,44.1,0,
2018-01-06T05:12:42.579Z,31,1,,50,41.6,,0
2018-01-06T05:12:52.579Z,31.2,,,50,40.1,,
2018-01-06T05:13:02.579Z,31.2,,,50,39.5,,
2018-01-06T05:13:12.579Z,31.2,,,50,39.3,,
2018-01-06T05:13:22.579Z,31.2,,,50,,,
2018-01-06T05:13:32.579Z,31.2,,,50,,,
2018-01-06T05:13:42.579Z,31.2,,,50,,,
2018-01-06T05:13:52.578Z,31.2,,,50,39.2,,
2018-01-06T05:14:02.579Z,31.2,,,50,39.1,,
2018-01-06T05:14:12.579Z,,,,,38.9,,
2018-01-06T05:14:22.579Z,31.2,,,50,38.7,,
2018-01-06T05:14:32.580Z,31.2,,,50,,,
2018-01-06T05:14:42.579Z,31.2,,,50,,,
2018-01-06T05:14:52.579Z,31.2,,,50,38.6,,
2018-01-06T05:15:02.579Z,31.2,,,50,,,
2018-01-06T05:15:12.579Z,31.2,,,50,,,
2018-01-06T05:15:22.579Z,31.2,,,50,38.5,,
2018-01-06T05:15:32.579Z,31.2,,,50,38.4,,
2018-01-06T05:15:42.579Z,31.2,,,50,,,
2018-01-06T05:15:52.579Z,31.3,,,50,,,
2018-01-06T05:16:02.580Z,31.3,,,50,,,
2018-01-06T05:16:22.579Z,31.2,,,50,38.3,,
2018-01-06T05:16:32.579Z,31.3,,,50,,,
2018-01-06T05:16:42.579Z,31.3,,,50,,,
2018-01-06T05:16:52.589Z,31.3,,,50,,,
2018-01-06T05:17:02.578Z,31.3,,,50,,,
2018-01-06T05:17:12.578Z,31.2,,,50,,,
2018-01-06T05:17:22.579Z,31.3,,,50,,,
2018-01-06T05:17:32.579Z,31.2,,,50,,,
2018-01-06T05:17:42.593Z,31.3,,,50,,,
2018-01-06T05:17:52.589Z,31.3,,,50,,,
2018-01-06T05:18:02.579Z,31.3,,,50,,,
2018-01-06T05:18:12.579Z,31.3,,,50,38.4,,
2018-01-06T05:18:22.579Z,31.2,,,50,,,
2018-01-06T05:18:32.582Z,31.3,,,50,,,
2018-01-06T05:18:42.579Z,31.2,,,50,,,
2018-01-06T05:18:52.579Z,31.3,,,50,,,
2018-01-06T05:19:02.579Z,31.3,,,50,38.5,,
2018-01-06T05:19:12.579Z,31.3,,,50,,,
2018-01-06T05:19:22.579Z,31.3,,,50,,,
2018-01-06T05:19:32.579Z,31.2,,,50,38.6,,
2018-01-06T05:19:42.580Z,31.3,,,50,,,
2018-01-06T05:19:52.579Z,31.2,,,50,,,
2018-01-06T05:20:02.579Z,31.2,,,50,,,
2018-01-06T05:20:12.579Z,31.2,,,50,,,
2018-01-06T05:20:22.579Z,31.2,,,50,38.7,,
2018-01-06T05:20:42.710Z,31.2,,,50,,,
2018-01-06T05:20:52.598Z,31.2,,,50,,,
2018-01-06T05:21:02.578Z,31.2,,,50,,,
2018-01-06T05:21:12.579Z,31.2,,,50,,,
2018-01-06T05:21:22.579Z,31.2,,,50,,,
2018-01-06T05:21:32.579Z,31.2,,,50,,,
2018-01-06T05:21:42.580Z,31.2,,,50,,,
2018-01-06T05:21:52.579Z,31.2,,,50,,,
2018-01-06T05:22:02.578Z,31.2,,,50,,,
2018-01-06T05:22:12.579Z,31.2,,,50,,,
2018-01-06T05:22:22.578Z,31.2,,,50,,,
2018-01-06T05:22:42.579Z,31.2,,,50,,,
2018-01-06T05:22:52.578Z,31.2,,,50,,,
2018-01-06T05:23:12.581Z,31.2,,,50,,,
2018-01-06T05:23:22.579Z,31.2,,,50,,,
2018-01-06T05:23:42.579Z,31.2,,,50,,,
2018-01-06T05:23:52.579Z,31.2,,,50,,,
2018-01-06T05:24:12.578Z,31,,,50,,,
2018-01-06T05:24:22.579Z,31,,,50,,,
2018-01-06T05:24:32.579Z,,,,,38.6,,
2018-01-06T05:24:42.579Z,31,,,50,,,
2018-01-06T05:24:52.580Z,31,,,50,,,
2018-01-06T05:25:12.579Z,31,,,50,,,
2018-01-06T05:25:22.579Z,31,,,50,,,
2018-01-06T05:25:42.578Z,31,,,50,,,
2018-01-06T05:25:52.583Z,31,1,,50,42.8,38,0
2018-01-06T05:26:02.584Z,31,,,50,44.1,29,
2018-01-06T05:26:12.578Z,31,,,50,41.6,29,
2018-01-06T05:26:22.579Z,31,,,50,39.7,29,
2018-01-06T05:26:32.579Z,31,,,50,38.9,,
2018-01-06T05:26:42.579Z,31,,,50,38.8,,
2018-01-06T05:26:52.578Z,31,,,50,,,
2018-01-06T05:27:02.578Z,,,,,39.3,,
2018-01-06T05:27:12.579Z,31,,,50,,,
2018-01-06T05:27:22.580Z,31,,,50,39.7,30,
2018-01-06T05:27:32.579Z,,,,,40,29,
2018-01-06T05:27:42.578Z,31,,,50,40.2,,
2018-01-06T05:27:52.580Z,31,,,50,,,
2018-01-06T05:28:02.578Z,,,,,40.5,,
2018-01-06T05:28:12.578Z,31,,,50,,,
2018-01-06T05:28:22.579Z,30.9,,,50,40.7,,
2018-01-06T05:28:32.578Z,,,,,41.1,29,
2018-01-06T05:28:42.578Z,31,,,50,41.2,,
2018-01-06T05:28:52.578Z,30.9,,,50,,,
2018-01-06T05:29:02.578Z,,,,,41.5,,
2018-01-06T05:29:12.578Z,31,,,50,,,
2018-01-06T05:29:22.579Z,,,,,41.7,,
2018-01-06T05:29:32.578Z,30.9,,,50,41.9,,
2018-01-06T05:29:42.579Z,31,,,50,42,,
2018-01-06T05:29:52.578Z,31,,,50,,,
2018-01-06T05:30:02.579Z,31,,,50,42.2,30,
2018-01-06T05:30:12.578Z,,,,,42.4,29,
2018-01-06T05:30:22.579Z,31,,,50,42.6,,
2018-01-06T05:30:32.579Z,31,,,50,,,
2018-01-06T05:30:42.578Z,31,,,50,42.8,,
2018-01-06T05:30:52.578Z,,,,,43,,
2018-01-06T05:31:02.579Z,31,,,50,43.2,,
2018-01-06T05:31:22.579Z,31,1,,50,41.2,0,0
2018-01-06T05:31:32.578Z,31,,,50,39.4,,
2018-01-06T05:31:42.578Z,31,,,50,38.6,,
2018-01-06T05:31:52.578Z,31,,,50,38.4,,
2018-01-06T05:32:02.578Z,31,,,50,,,
2018-01-06T05:32:22.579Z,31,,,50,,,
2018-01-06T05:32:32.636Z,31,,,50,38.3,,
2018-01-06T05:32:42.631Z,31,,,50,,,
2018-01-06T05:32:52.624Z,,,,,38.2,,
2018-01-06T05:33:02.608Z,31,,,50,38,,
2018-01-06T05:33:12.578Z,31,,,50,37.9,,
2018-01-06T05:33:22.589Z,31,,,50,,,
2018-01-06T05:33:32.579Z,31,,,50,,,
2018-01-06T05:33:42.579Z,,,,,37.8,,
2018-01-06T05:33:52.578Z,31.2,1,,50,40.2,41,0
2018-01-06T05:34:02.578Z,31,,,50,45.4,29,
2018-01-06T05:34:12.581Z,31.2,,,50,44.2,30,
2018-01-06T05:34:22.578Z,31.2,,,50,43.7,,
2018-01-06T05:34:32.578Z,31.2,,,50,,,
2018-01-06T05:34:42.578Z,,,,,43.4,29,
2018-01-06T05:34:52.578Z,31.2,,,50,43.2,,
2018-01-06T05:35:02.578Z,31.2,,,50,,,
2018-01-06T05:35:12.578Z,,,,,43.4,,
2018-01-06T05:35:22.579Z,31.2,,,50,43.6,,
2018-01-06T05:35:32.578Z,31.2,,,50,43.9,30,
2018-01-06T05:35:42.578Z,31.2,,,50,44,29,
2018-01-06T05:35:52.578Z,31.2,,,50,,,
2018-01-06T05:36:02.578Z,,,,,44.1,30,
2018-01-06T05:36:12.579Z,31.2,,,50,44.4,29,
2018-01-06T05:36:22.578Z,31.2,,,50,,,
2018-01-06T05:36:32.578Z,31.2,1,,50,43.8,0,0
2018-01-06T05:36:42.578Z,31.2,,,50,41.2,,
