Time,HwTSet,ChActive,PrimT,PrimTSet,HwActive,ActPow,HwTOutlet
2018-02-14T06:40:08.590Z,50,1,42.4,,0,39,31.6
2018-02-14T06:40:18.515Z,50,,44.6,,,29,31.6
2018-02-14T06:40:28.510Z,50,,41.9,,,30,31.6
2018-02-14T06:40:38.511Z,50,,40.2,,,29,31.6
2018-02-14T06:40:48.541Z,50,,39.2,,,,31.6
2018-02-14T06:40:58.510Z,50,,38.7,,,,31.6
2018-02-14T06:41:08.590Z,50,,38.9,,,30,31.5
2018-02-14T06:41:18.519Z,,,39.4,,,29,
2018-02-14T06:41:28.510Z,50,,,,,,31.5
2018-02-14T06:41:38.586Z,,,40,,,29,
2018-02-14T06:41:48.526Z,50,,40.2,,,,31.5
2018-02-14T06:41:58.511Z,50,,,,,,31.5
2018-02-14T06:42:08.616Z,,,40.4,,,,
2018-02-14T06:42:18.511Z,50,,40.6,,,30,31.5
2018-02-14T06:42:28.510Z,50,,,,,,31.5
2018-02-14T06:42:38.510Z,50,,40.8,,,29,31.5
2018-02-14T06:42:48.523Z,,,41.1,,,,
2018-02-14T06:42:58.525Z,50,,41.3,,,30,31.5
2018-02-14T06:43:08.589Z,50,,,,,,31.5
2018-02-14T06:43:18.511Z,,,41.6,,,30,
2018-02-14T06:43:28.522Z,50,,,,,,31.5
2018-02-14T06:43:38.510Z,50,,41.8,,,29,31.5
2018-02-14T06:43:48.513Z,,,42.1,,,29,
2018-02-14T06:43:58.511Z,50,,42.2,,,,31.5
2018-02-14T06:44:08.595Z,50,,,,,,31.5
2018-02-14T06:44:18.510Z,,,42.6,,,29,
2018-02-14T06:44:28.510Z,50,,,,,,31.5
2018-02-14T06:44:38.511Z,50,,42.7,,,,31.5
2018-02-14T06:44:48.510Z,,,42.9,,,29,
2018-02-14T06:44:58.510Z,50,,43,,,,31.5
2018-02-14T06:45:08.592Z,50,,43.2,,,,31.5
2018-02-14T06:45:18.517Z,50,,,,,,31.5
2018-02-14T06:45:28.510Z,,,43.4,,,,
2018-02-14T06:45:38.512Z,50,,43.5,,,30,31.5
2018-02-14T06:45:48.510Z,50,,43.7,,,,31.5
2018-02-14T06:45:58.514Z,50,,,,,,31.5
2018-02-14T06:46:08.610Z,,,43.9,,,29,
2018-02-14T06:46:18.510Z,50,,44.1,,,,31.5
2018-02-14T06:46:28.512Z,50,,,,,,31.6
2018-02-14T06:46:38.540Z,50,,44.2,,,,31.5
2018-02-14T06:46:48.511Z,,,44.5,,,30,
2018-02-14T06:46:58.513Z,50,,44.6,,,29,31.6
2018-02-14T06:47:08.592Z,50,,,,,,31.6
2018-02-14T06:47:18.517Z,,,44.8,,,30,
2018-02-14T06:47:28.514Z,50,,,,,,31.6
2018-02-14T06:47:38.564Z,,,45,,,29,
2018-02-14T06:47:48.510Z,50,,45.1,,,30,31.6
2018-02-14T06:47:58.510Z,50,,45.2,,,29,31.6
2018-02-14T06:48:08.590Z,50,,45.3,,,30,31.6
2018-02-14T06:48:18.525Z,,,45.5,,,29,
2018-02-14T06:48:28.512Z,50,,45.6,,,,31.6
2018-02-14T06:48:38.510Z,,,45.7,,,,
2018-02-14T06:48:48.527Z,50,,45.8,,,,31.6
2018-02-14T06:48:58.510Z,50,,46,,,,31.6
2018-02-14T06:49:08.590Z,50,,,,,,31.8
2018-02-14T06:49:18.510Z,,,46.1,,,30,
2018-02-14T06:49:28.546Z,50,,46.4,,,29,31.8
2018-02-14T06:49:38.604Z,50,,46.5,,,,31.8
2018-02-14T06:49:48.572Z,50,,,,,,31.8
2018-02-14T06:49:58.570Z,50,,46.6,,,,31.8
2018-02-14T06:50:08.661Z,,,46.8,,,30,
2018-02-14T06:50:18.564Z,50,,,,,,31.8
2018-02-14T06:50:28.561Z,,,47,,,29,
2018-02-14T06:50:38.550Z,50,,47.2,,,29,31.8
2018-02-14T06:50:48.510Z,50,,,,,,31.9
2018-02-14T06:50:58.511Z,,,47.3,,,,
2018-02-14T06:51:08.590Z,50,,47.4,,,,31.9
2018-02-14T06:51:18.513Z,50,,47.6,,,,31.9
2018-02-14T06:51:28.510Z,,,47.7,,,,
2018-02-14T06:51:38.566Z,50,1,46.8,,0,0,31.9
2018-02-14T06:51:48.526Z,50,,44.2,,,,31.9
2018-02-14T06:51:58.513Z,50,,43.3,,,,31.9
2018-02-14T06:52:08.600Z,50,,43,,,,32
2018-02-14T06:52:18.523Z,50,,42.9,,,,32
2018-02-14T06:52:28.512Z,50,,,,,,32
2018-02-14T06:52:38.510Z,50,,,,,,32
2018-02-14T06:52:48.553Z,50,,42.8,,,,32
2018-02-14T06:52:58.510Z,50,,,,,,32
2018-02-14T06:53:08.603Z,,,42.7,,,,
2018-02-14T06:53:18.515Z,50,,42.4,,,,32
2018-02-14T06:53:28.510Z,50,,42.3,,,,32.1
2018-02-14T06:53:38.510Z,,,42.2,,,,
2018-02-14T06:53:48.510Z,50,,42.1,,,,32.1
2018-02-14T06:53:58.510Z,50,,,,,,32.1
2018-02-14T06:54:18.571Z,50,,42,,,,32.1
2018-02-14T06:54:28.560Z,50,,41.9,,,,32.1
2018-02-14T06:54:38.566Z,50,,41.8,,,,32.1
2018-02-14T06:54:48.622Z,50,,,,,,32.1
2018-02-14T06:55:08.586Z,50,,,,,,32.1
2018-02-14T06:55:18.513Z,50,,,,,,32.2
2018-02-14T06:55:28.556Z,,,41.7,,,,
2018-02-14T06:55:38.512Z,50,,,,,,32.2
2018-02-14T06:55:48.512Z,50,,,,,,32.2
2018-02-14T06:55:58.510Z,50,,,,,,32.2
2018-02-14T06:56:18.525Z,50,,,,,,32.2
2018-02-14T06:56:28.510Z,50,,,,,,32.2
2018-02-14T06:56:48.520Z,50,,,,,,32.2
2018-02-14T06:56:58.542Z,50,,,,,,32.2
2018-02-14T06:57:18.510Z,50,,,,,,32.2
2018-02-14T06:57:28.510Z,50,,,,,,32.2
2018-02-14T06:57:38.510Z,50,,,,,,32.2
2018-02-14T06:57:48.510Z,50,,41.8,,,,32.2
2018-02-14T06:57:58.510Z,50,,,,,,32.2
2018-02-14T06:58:18.510Z,50,,41.9,,,,32.2
2018-02-14T06:58:28.510Z,50,,,,,,32.2
2018-02-14T06:58:38.513Z,50,,,,,,32.2
2018-02-14T06:58:48.510Z,50,,41.9,,,,32.2
2018-02-14T06:58:58.525Z,50,,42,,,,32.2
2018-02-14T06:59:08.590Z,50,,,,,,32.2
2018-02-14T06:59:28.512Z,50,,,,,,32.2
2018-02-14T06:59:38.510Z,50,,,,,,32.2
2018-02-14T06:59:48.510Z,50,,,,,,32.2
2018-02-14T06:59:58.549Z,50,,,,,,32.2
2018-02-14T07:00:08.615Z,50,,,,,,32.2
2018-02-14T07:00:18.546Z,50,,,,,,32.2
2018-02-14T07:00:38.540Z,50,,,,,,32.2
2018-02-14T07:00:48.598Z,50,,,,,,32.2
2018-02-14T07:00:58.514Z,50,,,,,,32.2
2018-02-14T07:01:08.635Z,50,,,,,,32.2
2018-02-14T07:01:18.588Z,50,,,,,,32.2
2018-02-14T07:01:28.518Z,50,,,,,,32.2
2018-02-14T07:01:38.510Z,50,,,,,,32.2
2018-02-14T07:01:48.510Z,50,,,,,,32.2
2018-02-14T07:01:58.510Z,50,,,,,,32.2
2018-02-14T07:02:08.590Z,50,,41.9,,,,32.2
2018-02-14T07:02:18.510Z,50,,,,,,32.2
2018-02-14T07:02:28.515Z,50,,,,,,32.2
2018-02-14T07:02:38.551Z,50,,,,,,32.2
2018-02-14T07:02:48.510Z,50,,,,,,32.2
2018-02-14T07:02:58.576Z,50,,,,,,32.2
2018-02-14T07:03:08.633Z,50,,,,,,32.2
2018-02-14T07:03:18.560Z,50,,,,,,32.2
2018-02-14T07:03:28.573Z,50,,,,,,32.2
2018-02-14T07:03:38.525Z,50,,41.8,,,,32.2
2018-02-14T07:03:48.510Z,50,,,,,,32.2
2018-02-14T07:03:58.510Z,50,,,,,,32.2
2018-02-14T07:04:08.590Z,50,,,,,,32.2
2018-02-14T07:04:18.510Z,50,,,,,,32.2
2018-02-14T07:04:28.513Z,50,,,,,,32.2
2018-02-14T07:04:38.510Z,50,,41.7,,,,32.2
2018-02-14T07:04:48.569Z,50,,,,,,32.2
2018-02-14T07:04:58.546Z,50,,,,,,32.1
2018-02-14T07:05:09.015Z,50,,,,,,32.1
2018-02-14T07:05:18.597Z,50,,,,,,32.1
2018-02-14T07:05:28.583Z,50,,,,,,32.1
2018-02-14T07:05:38.582Z,50,,41.6,,,,32.1
2018-02-14T07:05:48.584Z,50,1,41.6,59,0,0,32.1
2018-02-14T07:05:58.590Z,50,,,,,,32.1
2018-02-14T07:06:08.629Z,50,,,,,,32.1
2018-02-14T07:06:18.565Z,50,,,,,,32.1
2018-02-14T07:06:28.541Z,50,,,,,,32.1
2018-02-14T07:06:38.573Z,50,,41.5,,,,32.1
2018-02-14T07:06:48.597Z,50,,,,,,32.1
2018-02-14T07:06:58.564Z,50,,,,,,32.1
2018-02-14T07:07:08.713Z,50,,,,,,32.1
2018-02-14T07:07:18.662Z,50,,,,,,32.1
2018-02-14T07:07:28.512Z,50,,,,,,32.1
2018-02-14T07:07:38.526Z,50,,,,,,32.1
2018-02-14T07:07:48.583Z,50,,41.4,,,,32.1
2018-02-14T07:08:08.603Z,50,,,,,,32.1
2018-02-14T07:08:18.515Z,50,,,,,,32.1
2018-02-14T07:08:38.510Z,50,,,,,,32
2018-02-14T07:08:48.510Z,50,,,,,,32
2018-02-14T07:08:58.550Z,,,41.3,,,,
2018-02-14T07:09:08.612Z,50,,,,,,32
2018-02-14T07:09:18.512Z,50,,,,,,32
2018-02-14T07:09:28.547Z,50,,,,,,32
2018-02-14T07:09:38.532Z,50,1,45.5,,0,39,32
2018-02-14T07:09:48.583Z,50,,46.9,,,29,32
2018-02-14T07:09:58.523Z,50,,44.4,,,,32
2018-02-14T07:10:08.589Z,50,,41.7,,,30,32
2018-02-14T07:10:18.700Z,50,,39.9,,,30,32
2018-02-14T07:10:28.511Z,,,38.9,,,29,
2018-02-14T07:10:38.559Z,50,,38.8,,,,32
2018-02-14T07:10:48.607Z,,,39.2,,,,
2018-02-14T07:10:58.521Z,50,,39.7,,,,31.9
2018-02-14T07:11:08.592Z,,,40,,,29,
2018-02-14T07:11:18.509Z,50,,40.2,,,,32
2018-02-14T07:11:28.510Z,50,,,,,,32
2018-02-14T07:11:38.510Z,50,,40.4,,,,31.9
2018-02-14T07:11:48.510Z,,,40.6,,,,
2018-02-14T07:11:58.509Z,50,,40.8,,,30,31.9
2018-02-14T07:12:08.589Z,,,41,,,29,
2018-02-14T07:12:18.509Z,50,,41.2,,,,32
2018-02-14T07:12:28.510Z,50,,,,,,31.9
2018-02-14T07:12:38.510Z,50,,41.6,,,,31.9
2018-02-14T07:12:48.558Z,,,41.8,,,,
2018-02-14T07:12:58.510Z,50,,42,,,,31.9
2018-02-14T07:13:08.590Z,,,42.1,,,,
2018-02-14T07:13:18.536Z,50,,42.3,,,,31.9
2018-02-14T07:13:28.509Z,50,,,,,,31.9
2018-02-14T07:13:38.510Z,50,,42.7,,,,31.9
2018-02-14T07:13:48.511Z,50,,42.9,,,,31.9
2018-02-14T07:13:58.530Z,,,43,,,29,
2018-02-14T07:14:08.589Z,50,,43.1,,,,31.9
2018-02-14T07:14:18.510Z,50,,,,,,31.9
2018-02-14T07:14:28.573Z,,,43.3,,,,
2018-02-14T07:14:38.509Z,50,,43.5,,,,31.9
2018-02-14T07:14:48.523Z,50,,,,,,31.9
2018-02-14T07:14:58.510Z,,,43.7,,,30,
2018-02-14T07:15:08.590Z,50,,43.8,,,29,32
2018-02-14T07:15:18.509Z,50,,43.9,,,,31.9
2018-02-14T07:15:28.509Z,,,44,,,29,
2018-02-14T07:15:38.521Z,50,,44.1,,,,31.9
2018-02-14T07:15:48.509Z,50,,,,,,32
2018-02-14T07:15:58.509Z,,,44.4,,,30,
2018-02-14T07:16:08.589Z,50,,44.6,,,,32
2018-02-14T07:16:18.509Z,50,1,42.7,,0,0,32
2018-02-14T07:16:28.510Z,50,,41.7,,,,32
2018-02-14T07:16:38.513Z,50,,40.3,,,,32
2018-02-14T07:16:48.511Z,,,39.9,,,,
2018-02-14T07:16:58.509Z,50,,39.7,,,,32
2018-02-14T07:17:08.589Z,50,,,,,,32
2018-02-14T07:17:28.566Z,50,,,,,,32
2018-02-14T07:17:38.597Z,50,,39.6,,,,32
2018-02-14T07:17:48.535Z,50,,,,,,32
2018-02-14T07:17:58.561Z,,,39.3,,,,
2018-02-14T07:18:08.632Z,50,1,39.2,,0,,32
2018-02-14T07:18:18.560Z,50,,44.2,,,37,32
2018-02-14T07:18:28.597Z,50,,46,,,31,32
2018-02-14T07:18:38.655Z,50,1,44.7,,0,0,32
2018-02-14T07:18:48.534Z,50,,41.7,,,,32
2018-02-14T07:18:58.568Z,50,,40.6,,,,32
2018-02-14T07:19:08.711Z,50,,39.5,,,,32
2018-02-14T07:19:18.558Z,50,,38.9,,,,32
2018-02-14T07:19:28.615Z,50,,,,,,32.1
2018-02-14T07:19:38.521Z,50,,39.2,,,,32
2018-02-14T07:19:48.588Z,,,39.4,,,,
2018-02-14T07:19:58.593Z,50,,39.5,,,,32.1
2018-02-14T07:20:08.627Z,50,,,,,,32.1
2018-02-14T07:20:18.513Z,,,39.3,,,,
2018-02-14T07:20:28.562Z,50,,39.2,,,,32.1
2018-02-14T07:20:38.600Z,50,,38.9,,,,32.1
2018-02-14T07:20:48.593Z,,,38.8,,,,
2018-02-14T07:20:58.530Z,50,,,,,,32.1
2018-02-14T07:21:08.596Z,50,,,,,,32.1
2018-02-14T07:21:18.549Z,,,38.7,,,,
2018-02-14T07:21:28.545Z,50,,,,,,32.1
2018-02-14T07:21:38.561Z,50,,38.6,,,,32.1
2018-02-14T07:21:48.569Z,,,38.5,,,,
2018-02-14T07:21:58.595Z,50,,,,,,32.1
2018-02-14T07:22:08.624Z,50,,,,,,32.1
2018-02-14T07:22:28.520Z,50,,,,,,32.1
2018-02-14T07:22:38.513Z,50,,,,,,32.1
2018-02-14T07:22:48.582Z,50,,,,,,32.1
2018-02-14T07:23:08.642Z,50,,,,,,32.1
2018-02-14T07:23:18.532Z,50,,,,,,32.1
2018-02-14T07:23:38.511Z,50,,,,,,32
2018-02-14T07:23:48.513Z,50,,,,,,32
2018-02-14T07:23:58.602Z,,,38.4,,,,
2018-02-14T07:24:08.591Z,50,,38.5,,,,32
2018-02-14T07:24:18.560Z,50,,,,,,32
2018-02-14T07:24:38.511Z,50,,,,,,32
2018-02-14T07:24:48.528Z,50,,,,,,32
2018-02-14T07:25:08.591Z,50,,,,,,32
2018-02-14T07:25:18.524Z,50,,,,,,32
2018-02-14T07:25:38.599Z,50,,38.6,,,,32
2018-02-14T07:25:48.540Z,50,,,,,,32
2018-02-14T07:25:58.545Z,,,38.6,,,,
2018-02-14T07:26:08.639Z,50,,,,,,32
2018-02-14T07:26:18.546Z,50,,,,,,32
2018-02-14T07:26:38.578Z,50,,,,,,32
2018-02-14T07:26:48.563Z,50,,,,,,32
2018-02-14T07:27:08.724Z,50,,,,,,32
2018-02-14T07:27:18.514Z,50,,,,,,31.9
2018-02-14T07:27:38.567Z,50,,,,,,31.9
2018-02-14T07:27:48.523Z,50,,,,,,31.9
2018-02-14T07:28:08.591Z,50,,,,,,31.9
2018-02-14T07:28:18.509Z,50,,,,,,31.9
2018-02-14T07:28:38.512Z,50,,,,,,31.9
2018-02-14T07:28:48.538Z,50,,,,,,31.9
2018-02-14T07:29:08.719Z,50,,,,,,31.9
2018-02-14T07:29:18.554Z,50,,,,,,31.9
2018-02-14T07:29:38.520Z,50,,,,,,31.9
2018-02-14T07:29:48.539Z,50,,,,,,31.9
2018-02-14T07:30:08.589Z,50,,,,,,31.8
2018-02-14T07:30:18.557Z,50,,,,,,31.8
2018-02-14T07:30:28.698Z,50,,38.5,,,,31.8
2018-02-14T07:30:38.662Z,50,1,42.3,,0,39,31.8
2018-02-14T07:30:48.509Z,50,,45,,,30,31.8
2018-02-14T07:30:58.535Z,50,,43.7,,,29,31.8
2018-02-14T07:31:08.645Z,50,,41.9,,,29,31.8
2018-02-14T07:31:18.525Z,50,,40,,,,31.8
2018-02-14T07:31:28.508Z,,,39.4,,,,
2018-02-14T07:31:38.525Z,50,,39.2,,,,31.8
2018-02-14T07:31:48.531Z,50,,,,,,31.8
2018-02-14T07:31:58.604Z,50,,39.8,,,29,31.8
2018-02-14T07:32:08.602Z,,,40.1,,,30,
2018-02-14T07:32:18.519Z,50,,40.3,,,29,31.8
2018-02-14T07:32:28.513Z,50,,,,,,31.8
2018-02-14T07:32:38.515Z,50,,40.5,,,,31.8
2018-02-14T07:32:48.510Z,,,40.6,,,30,
2018-02-14T07:32:58.509Z,50,,40.8,,,29,31.6
2018-02-14T07:33:08.636Z,,,41,,,30,
2018-02-14T07:33:18.555Z,50,,41.2,,,29,31.8
2018-02-14T07:33:28.517Z,50,,,,,,31.6
2018-02-14T07:33:38.515Z,50,,41.5,,,29,31.6
2018-02-14T07:33:48.510Z,,,41.6,,,,
2018-02-14T07:33:58.529Z,50,,41.8,,,30,31.6
2018-02-14T07:34:08.600Z,50,,41.9,,,29,31.6
2018-02-14T07:34:18.587Z,,,42,,,,
2018-02-14T07:34:28.570Z,50,,42.2,,,30,31.6
2018-02-14T07:34:38.513Z,50,,42.3,,,29,31.6
2018-02-14T07:34:48.511Z,50,,,,,,31.6
2018-02-14T07:34:58.508Z,,,42.7,,,,
2018-02-14T07:35:08.664Z,50,,42.8,,,30,31.6
2018-02-14T07:35:18.519Z,50,,43,,,29,31.6
2018-02-14T07:35:28.560Z,,,43.1,,,,
2018-02-14T07:35:38.557Z,50,,43.2,,,,31.6
2018-02-14T07:35:48.512Z,50,,,,,,31.6
2018-02-14T07:35:58.512Z,,,43.5,,,29,
2018-02-14T07:36:08.597Z,50,,43.6,,,,31.6
2018-02-14T07:36:18.525Z,50,,,,,,31.6
2018-02-14T07:36:28.509Z,50,,43.8,,,30,31.8
2018-02-14T07:36:38.553Z,50,,44,,,29,31.6
2018-02-14T07:36:48.511Z,,,44.1,,,,
2018-02-14T07:36:58.589Z,50,,44.2,,,30,31.8
2018-02-14T07:37:08.597Z,50,,,,,,31.8
2018-02-14T07:37:18.512Z,,,44.5,,,29,
2018-02-14T07:37:28.513Z,50,,44.6,,,,31.8
2018-02-14T07:37:38.509Z,50,,44.8,,,,31.8
2018-02-14T07:37:48.509Z,50,,44.9,,,30,31.8
2018-02-14T07:37:58.508Z,,,45,,,30,
2018-02-14T07:38:08.594Z,50,,45.1,,,29,31.8
2018-02-14T07:38:18.566Z,50,,,,,,31.8
2018-02-14T07:38:28.508Z,,,45.4,,,29,
2018-02-14T07:38:38.540Z,50,,45.5,,,,31.8
2018-02-14T07:38:48.560Z,50,,,,,,31.8
2018-02-14T07:38:58.559Z,,,45.7,,,30,
2018-02-14T07:39:08.629Z,50,,45.9,,,29,31.8
2018-02-14T07:39:18.558Z,,,46,,,,
2018-02-14T07:39:28.588Z,50,,46.1,,,,31.9
2018-02-14T07:39:38.529Z,50,,46.2,,,,31.9
2018-02-14T07:39:48.532Z,50,,,,,,31.9
2018-02-14T07:39:58.541Z,,,46.5,,,29,
2018-02-14T07:40:08.620Z,50,,46.6,,,,31.9
2018-02-14T07:40:18.567Z,50,,,,,,31.9
2018-02-14T07:40:28.512Z,,,46.8,,,30,
2018-02-14T07:40:38.532Z,50,,47,,,29,31.9
2018-02-14T07:40:58.510Z,50,,47.1,,,30,32
2018-02-14T07:41:08.607Z,50,,,,,,32
2018-02-14T07:41:18.545Z,,,47.3,,,29,
2018-02-14T07:41:28.523Z,50,,47.4,,,,32
2018-02-14T07:41:38.563Z,50,,47.7,,,,32
2018-02-14T07:41:48.514Z,50,,,,,,32
2018-02-14T07:41:58.615Z,50,,47.8,,,30,32
2018-02-14T07:42:08.600Z,50,1,47.8,,0,0,32
2018-02-14T07:42:18.553Z,50,,45.6,,,,32.1
2018-02-14T07:42:28.645Z,50,,44,,,,32.1
2018-02-14T07:42:38.562Z,50,,43.3,,,,32.1
2018-02-14T07:42:48.569Z,,,43.1,,,,
2018-02-14T07:42:58.553Z,50,,43,,,,32.1
2018-02-14T07:43:08.688Z,50,,,,,,32.1
2018-02-14T07:43:28.560Z,50,,42.9,,,,32.2
2018-02-14T07:43:38.508Z,50,,42.8,,,,32.2
2018-02-14T07:43:48.525Z,,,42.6,,,,
2018-02-14T07:43:58.528Z,50,,42.4,,,,32.2
2018-02-14T07:44:08.590Z,50,,,,,,32.2
2018-02-14T07:44:18.508Z,,,42.3,,,,
2018-02-14T07:44:28.542Z,50,,42.2,,,,32.2
2018-02-14T07:44:38.520Z,50,,,,,,32.2
2018-02-14T07:44:48.562Z,50,,,,,,32.2
2018-02-14T07:44:58.511Z,,,42,,,,
2018-02-14T07:45:08.606Z,50,,41.9,,,,32.2
2018-02-14T07:45:28.530Z,50,,,,,,32.2
2018-02-14T07:45:38.630Z,50,,,,,,32.3
2018-02-14T07:45:48.508Z,50,,,,,,32.3
2018-02-14T07:45:58.508Z,,,41.8,,,,
2018-02-14T07:46:08.591Z,50,,,,,,32.3
2018-02-14T07:46:18.508Z,50,,,,,,32.3
2018-02-14T07:46:38.508Z,50,,,,,,32.3
2018-02-14T07:46:48.513Z,50,,,,,,32.3
2018-02-14T07:47:08.588Z,50,,,,,,32.3
2018-02-14T07:47:18.507Z,50,,,,,,32.3
2018-02-14T07:47:38.538Z,50,,,,,,32.3
2018-02-14T07:47:48.508Z,50,,,,,,32.3
2018-02-14T07:47:58.514Z,,,41.9,,,,
2018-02-14T07:48:08.587Z,50,,,,,,32.3
2018-02-14T07:48:18.508Z,50,,,,,,32.3
2018-02-14T07:48:28.509Z,50,,,,,,32.3
2018-02-14T07:48:38.508Z,50,,42,,,,32.3
2018-02-14T07:48:58.537Z,50,,,,,,32.3
2018-02-14T07:49:08.647Z,50,,,,,,32.3
2018-02-14T07:49:18.509Z,,,42.1,,,,
2018-02-14T07:49:28.535Z,50,,,,,,32.3
2018-02-14T07:49:38.518Z,50,,,,,,32.3
2018-02-14T07:49:48.507Z,50,,,,,,32.3
2018-02-14T07:50:08.587Z,50,,,,,,32.3
2018-02-14T07:50:18.507Z,50,,,,,,32.3
2018-02-14T07:50:38.508Z,50,,,,,,32.3
2018-02-14T07:50:48.539Z,50,,,,,,32.3
2018-02-14T07:51:08.608Z,50,,,,,,32.3
2018-02-14T07:51:18.508Z,50,,,,,,32.3
2018-02-14T07:51:38.508Z,50,,,,,,32.3
2018-02-14T07:51:48.508Z,50,,,,,,32.3
2018-02-14T07:52:08.587Z,50,,,,,,32.3
2018-02-14T07:52:18.507Z,50,,,,,,32.3
2018-02-14T07:52:38.508Z,50,,,,,,32.3
2018-02-14T07:52:48.507Z,50,,,,,,32.3
2018-02-14T07:52:58.507Z,,,42,,,,
2018-02-14T07:53:08.587Z,50,,,,,,32.3
2018-02-14T07:53:18.508Z,50,,,,,,32.3
2018-02-14T07:53:38.512Z,50,,,,,,32.3
2018-02-14T07:53:48.520Z,50,,,,,,32.3
2018-02-14T07:53:58.523Z,50,,,,,,32.3
2018-02-14T07:54:08.587Z,50,,41.9,,,,32.3
2018-02-14T07:54:18.516Z,,,41.9,,,,
2018-02-14T07:54:28.507Z,50,,,,,,32.3
2018-02-14T07:54:38.552Z,50,,,,,,32.3
2018-02-14T07:54:48.507Z,50,,,,,,32.3
2018-02-14T07:55:08.587Z,50,,,,,,32.3
2018-02-14T07:55:18.574Z,50,,,,,,32.2
2018-02-14T07:55:28.507Z,,,41.8,,,,
2018-02-14T07:55:38.507Z,50,,,,,,32.2
2018-02-14T07:55:48.507Z,50,,,,,,32.2
2018-02-14T07:56:08.587Z,50,,,,,,32.2
2018-02-14T07:56:18.507Z,50,,,,,,32.2
2018-02-14T07:56:28.510Z,,,41.7,,,,
2018-02-14T07:56:38.507Z,50,,,,,,32.2
2018-02-14T07:56:48.507Z,50,,,,,,32.2
2018-02-14T07:57:08.641Z,50,,,,,,32.2
2018-02-14T07:57:18.507Z,50,,,,,,32.2
2018-02-14T07:57:28.507Z,,,41.6,,,,
2018-02-14T07:57:38.507Z,50,,,,,,32.2
2018-02-14T07:57:48.514Z,50,,,,,,32.2
2018-02-14T07:58:08.591Z,50,,,,,,32.2
2018-02-14T07:58:18.610Z,50,,,,,,32.2
2018-02-14T07:58:28.507Z,,,41.5,,,,
2018-02-14T07:58:38.507Z,50,,,,,,32.1
2018-02-14T07:58:48.507Z,50,,,,,,32.1
2018-02-14T07:59:08.586Z,50,,41.4,,,,32.1
2018-02-14T07:59:18.521Z,50,,,,,,32.1
2018-02-14T07:59:38.508Z,50,,,,,,32.1
2018-02-14T07:59:48.507Z,50,,,,,,32.1
2018-02-14T08:00:08.588Z,50,,,,,,32.1
2018-02-14T08:00:18.507Z,50,,,,,,32.1
2018-02-14T08:00:28.582Z,,,41.3,,,,
2018-02-14T08:00:38.583Z,50,,,,,,32.1
2018-02-14T08:00:48.526Z,50,,,,,,32.1
2018-02-14T08:01:08.594Z,50,,,,,,32
2018-02-14T08:01:18.507Z,50,1,45.1,,0,39,32
2018-02-14T08:01:28.507Z,50,,46.9,,,29,32
2018-02-14T08:01:38.507Z,50,,43.5,,,30,32
2018-02-14T08:01:48.510Z,50,,41.6,,,29,32
2018-02-14T08:01:58.531Z,50,,39.6,,,,32
2018-02-14T08:02:08.634Z,,,38.4,,,,
2018-02-14T08:02:18.591Z,50,,,,,30,32
2018-02-14T08:02:28.528Z,50,,38.8,,,,32
2018-02-14T08:02:38.514Z,50,,39.4,,,,32
2018-02-14T08:02:48.521Z,,,39.7,,,29,
2018-02-14T08:02:58.591Z,50,,39.8,,,30,32
2018-02-14T08:03:08.625Z,50,,39.9,,,29,32
2018-02-14T08:03:18.559Z,,,40,,,,
2018-02-14T08:03:28.561Z,50,,40.2,,,30,32
2018-02-14T08:03:38.529Z,50,,40.5,,,,32
2018-02-14T08:03:48.520Z,50,,,,,,32
2018-02-14T08:03:58.570Z,50,,40.9,,,29,32
2018-02-14T08:04:08.669Z,,,41.1,,,,
2018-02-14T08:04:18.592Z,50,,41.3,,,30,32
2018-02-14T08:04:28.506Z,50,,,,,,32
2018-02-14T08:04:38.618Z,50,,41.7,,,29,32
2018-02-14T08:04:48.563Z,50,,41.9,,,,32
2018-02-14T08:04:58.511Z,,,42.1,,,,
2018-02-14T08:05:08.589Z,50,,42.2,,,,32
2018-02-14T08:05:18.506Z,50,,,,,,32
2018-02-14T08:05:28.530Z,,,42.6,,,,
2018-02-14T08:05:38.565Z,50,,42.7,,,30,32
2018-02-14T08:05:48.565Z,50,1,42.7,59,0,30,32
2018-02-14T08:05:58.558Z,50,,43,,,30,32
2018-02-14T08:06:08.709Z,,,43.1,,,29,
2018-02-14T08:06:18.532Z,50,,43.2,,,30,32
2018-02-14T08:06:28.506Z,50,,,,,,32
2018-02-14T08:06:38.528Z,50,,43.4,,,29,32
2018-02-14T08:06:48.512Z,,,43.5,,,,
2018-02-14T08:06:58.506Z,50,,43.6,,,,32
2018-02-14T08:07:08.587Z,50,,,,,,32
2018-02-14T08:07:18.549Z,,,43.9,,,30,
2018-02-14T08:07:28.532Z,50,,44,,,30,32
2018-02-14T08:07:38.511Z,50,,44.1,,,29,32
2018-02-14T08:07:48.505Z,50,,,,,,32
2018-02-14T08:07:58.505Z,,,44.3,,,,
2018-02-14T08:08:08.585Z,50,1,44.5,,0,0,32
2018-02-14T08:08:18.506Z,50,,42.8,,,,32
2018-02-14T08:08:28.556Z,50,,41,,,,32
2018-02-14T08:08:38.505Z,50,,40.1,,,,32
2018-02-14T08:08:48.509Z,,,39.7,,,,
2018-02-14T08:08:58.531Z,50,,,,,,32
