Time,HwTSet,ActPow,PrimTSet,PrimT,ChActive,HwTOutlet,HwActive
2017-12-16T03:23:00.271Z,50,,,,,30.3,
2017-12-16T03:23:10.271Z,50,,,,,30.3,
2017-12-16T03:23:20.270Z,50,,,,,30.3,
2017-12-16T03:23:30.271Z,50,,,,,30.3,
2017-12-16T03:23:40.271Z,50,,,,,30.3,
2017-12-16T03:23:50.315Z,50,,,,,30.3,
2017-12-16T03:24:00.271Z,50,,,37.1,,30.3,
2017-12-16T03:24:10.271Z,50,,,36.9,,30.3,
2017-12-16T03:24:20.271Z,50,,,,,30.3,
2017-12-16T03:24:30.283Z,50,,,,,30.3,
2017-12-16T03:24:40.291Z,50,,,,,30.3,
2017-12-16T03:24:50.271Z,50,,,,,30.3,
2017-12-16T03:25:00.271Z,50,,,,,30.3,
2017-12-16T03:25:10.271Z,50,,,,,30.3,
2017-12-16T03:25:20.271Z,50,,,,,30.3,
2017-12-16T03:25:30.271Z,50,,,,,30.3,
2017-12-16T03:25:40.271Z,50,,,36.8,,30.2,
2017-12-16T03:25:50.327Z,50,,,,,30.2,
2017-12-16T03:26:00.272Z,50,,,,,30.2,
2017-12-16T03:26:10.271Z,50,,,,,30.2,
2017-12-16T03:26:20.271Z,50,,,,,30.2,
2017-12-16T03:26:30.271Z,50,,,,,30.2,
2017-12-16T03:26:40.271Z,50,,,,,30.2,
2017-12-16T03:26:50.271Z,50,,,,,30.2,
2017-12-16T03:27:00.271Z,50,,,,,30.2,
2017-12-16T03:27:10.271Z,50,,,36.7,,30.2,
2017-12-16T03:27:20.271Z,50,,,,,30.2,
2017-12-16T03:27:30.271Z,50,,,,,30.2,
2017-12-16T03:27:40.271Z,50,,,,,30.2,
2017-12-16T03:27:50.271Z,50,,,,,30.2,
2017-12-16T03:28:00.271Z,50,,,,,30.2,
2017-12-16T03:28:10.271Z,50,,,,,30.2,
2017-12-16T03:28:20.271Z,50,38,,41.3,1,30.2,0
2017-12-16T03:28:30.271Z,50,29,,41.8,,30.2,
2017-12-16T03:28:40.271Z,50,,,39.8,,30.2,
2017-12-16T03:28:50.272Z,50,29,,37.6,,30.2,
2017-12-16T03:29:00.271Z,50,,,36.8,,30.1,
2017-12-16T03:29:10.271Z,50,,,36.3,,30.1,
2017-12-16T03:29:20.271Z,50,30,,36.2,,30.1,
2017-12-16T03:29:30.270Z,50,29,,36.6,,30.1,
2017-12-16T03:29:40.271Z,50,29,,37.1,,30.1,
2017-12-16T03:29:50.271Z,50,,,37.4,,30.1,
2017-12-16T03:30:00.271Z,50,,,37.6,,30.1,
2017-12-16T03:30:10.271Z,50,30,,37.7,,30.1,
2017-12-16T03:30:20.271Z,50,29,,37.8,,30.1,
2017-12-16T03:30:30.270Z,50,,,38,,30.1,
2017-12-16T03:30:40.271Z,50,30,,38.2,,30.1,
2017-12-16T03:30:50.308Z,50,29,,38.4,,30.1,
2017-12-16T03:31:00.271Z,50,30,,38.6,,30.1,
2017-12-16T03:31:10.271Z,50,,,38.8,,30.1,
2017-12-16T03:31:20.311Z,50,30,,39.1,,30.1,
2017-12-16T03:31:30.276Z,50,,,39.3,,30.1,
2017-12-16T03:31:40.272Z,50,29,,39.4,,30.1,
2017-12-16T03:31:50.273Z,50,,,39.6,,30.1,
2017-12-16T03:32:00.271Z,50,30,,39.8,,30.1,
2017-12-16T03:32:10.271Z,50,,,40,,30.1,
2017-12-16T03:32:20.271Z,50,29,,,,30.1,
2017-12-16T03:32:30.271Z,50,,,40.2,,30.1,
2017-12-16T03:32:40.271Z,50,,,40.3,,30.1,
2017-12-16T03:32:50.271Z,50,,,40.5,,30.1,
2017-12-16T03:33:00.270Z,50,,,40.6,,30.1,
2017-12-16T03:33:10.271Z,50,,,40.7,,30.1,
2017-12-16T03:33:20.271Z,50,,,40.9,,30.1,
2017-12-16T03:33:30.271Z,50,,,41,,30.1,
2017-12-16T03:33:40.271Z,50,30,,41.1,,30.1,
2017-12-16T03:33:50.270Z,50,29,,41.3,,30.1,
2017-12-16T03:34:00.271Z,50,,,41.4,,30.1,
2017-12-16T03:34:10.270Z,50,,,41.5,,30.1,
2017-12-16T03:34:20.271Z,50,,,41.7,,30.2,
2017-12-16T03:34:30.271Z,50,,,41.8,,30.2,
2017-12-16T03:34:40.270Z,50,29,,42,,30.2,
2017-12-16T03:34:50.272Z,50,,,42.1,,30.2,
2017-12-16T03:35:00.271Z,50,30,,42.3,,30.2,
2017-12-16T03:35:10.270Z,50,29,,42.4,,30.2,
2017-12-16T03:35:20.271Z,50,,,42.7,,30.2,
2017-12-16T03:35:30.271Z,50,,,42.8,,30.2,
2017-12-16T03:35:40.271Z,50,29,,43,,30.2,
2017-12-16T03:35:50.271Z,50,,,43.1,,30.2,
2017-12-16T03:36:00.271Z,50,,,43.2,,30.2,
2017-12-16T03:36:10.271Z,50,,,43.3,,30.2,
2017-12-16T03:36:20.270Z,50,30,,43.5,,30.2,
2017-12-16T03:36:30.270Z,50,29,,43.6,,30.3,
2017-12-16T03:36:40.271Z,50,30,,43.8,,30.3,
2017-12-16T03:36:50.271Z,50,30,,44,,30.3,
2017-12-16T03:37:00.271Z,50,29,,,,30.3,
2017-12-16T03:37:10.272Z,50,,,44.1,,30.3,
2017-12-16T03:37:20.271Z,50,30,,44.3,,30.3,
2017-12-16T03:37:30.271Z,50,29,,44.4,,30.3,
2017-12-16T03:37:40.344Z,50,,,44.5,,30.3,
2017-12-16T03:37:50.271Z,50,30,,44.6,,30.4,
2017-12-16T03:38:00.271Z,50,29,,44.8,,30.4,
2017-12-16T03:38:10.271Z,50,30,,45,,30.4,
2017-12-16T03:38:20.271Z,50,0,,44.7,1,30.4,0
2017-12-16T03:38:30.271Z,50,,,42.8,,30.4,
2017-12-16T03:38:40.271Z,50,,,40.9,,30.4,
2017-12-16T03:38:50.271Z,50,,,40.4,,30.4,
2017-12-16T03:39:00.271Z,50,,,40.3,,30.4,
2017-12-16T03:39:10.271Z,50,,,40.2,,30.4,
2017-12-16T03:39:20.270Z,50,,,,,30.6,
2017-12-16T03:39:30.270Z,50,,,40.1,,30.6,
2017-12-16T03:39:40.271Z,50,,,,,30.6,
2017-12-16T03:39:50.271Z,50,,,39.9,,30.6,
2017-12-16T03:40:00.271Z,50,,,,,30.6,
2017-12-16T03:40:10.271Z,50,,,39.7,,30.6,
2017-12-16T03:40:20.270Z,50,,,39.6,,30.6,
2017-12-16T03:40:30.271Z,50,,,,,30.6,
2017-12-16T03:40:40.271Z,50,,,,,30.6,
2017-12-16T03:40:50.271Z,50,,,39.5,,30.7,
2017-12-16T03:41:00.271Z,50,,,,,30.7,
2017-12-16T03:41:10.271Z,50,,,39.4,,30.7,
2017-12-16T03:41:20.271Z,50,,,39.3,,30.7,
2017-12-16T03:41:30.271Z,50,,,,,30.7,
2017-12-16T03:41:40.271Z,50,,,,,30.7,
2017-12-16T03:41:50.271Z,50,,,,,30.7,
2017-12-16T03:42:00.271Z,50,,,39.2,,30.7,
2017-12-16T03:42:10.271Z,50,,,,,30.7,
2017-12-16T03:42:20.278Z,50,,,,,30.7,
2017-12-16T03:42:30.275Z,50,,,,,30.7,
2017-12-16T03:42:40.271Z,50,,,,,30.8,
2017-12-16T03:42:50.270Z,50,,,,,30.8,
2017-12-16T03:43:00.270Z,50,,,,,30.8,
2017-12-16T03:43:10.271Z,50,,,,,30.8,
2017-12-16T03:43:20.272Z,50,,,,,30.8,
2017-12-16T03:43:30.271Z,50,,,,,30.8,
2017-12-16T03:43:40.271Z,50,,,,,30.8,
2017-12-16T03:43:50.271Z,50,,,,,30.8,
2017-12-16T03:44:00.270Z,50,,,,,30.8,
2017-12-16T03:44:10.271Z,50,,,,,30.8,
2017-12-16T03:44:20.270Z,50,,,,,30.8,
2017-12-16T03:44:30.270Z,50,,,39.3,,30.8,
2017-12-16T03:44:40.270Z,50,,,,,30.8,
2017-12-16T03:44:50.271Z,50,,,,,30.8,
2017-12-16T03:45:00.271Z,50,,,39.4,,30.8,
2017-12-16T03:45:10.413Z,50,,,,,30.8,
2017-12-16T03:45:20.271Z,50,,,,,30.8,
2017-12-16T03:45:30.407Z,50,,,,,30.8,
2017-12-16T03:45:40.447Z,50,,,39.5,,30.8,
2017-12-16T03:45:50.271Z,50,,,,,30.8,
2017-12-16T03:46:00.270Z,50,,,,,30.8,
2017-12-16T03:46:10.271Z,50,,,,,30.8,
2017-12-16T03:46:20.270Z,50,,,,,30.8,
2017-12-16T03:46:30.271Z,50,,,,,30.8,
2017-12-16T03:46:40.271Z,50,,,,,30.8,
2017-12-16T03:46:50.270Z,50,,,,,30.8,
2017-12-16T03:47:00.271Z,50,,,,,30.8,
2017-12-16T03:47:10.270Z,50,,,,,30.8,
2017-12-16T03:47:20.271Z,50,,,39.6,,30.8,
2017-12-16T03:47:30.271Z,50,,,39.5,,30.8,
2017-12-16T03:47:40.270Z,50,,,,,30.8,
2017-12-16T03:47:50.271Z,50,,,,,30.8,
2017-12-16T03:48:00.271Z,50,,,,,30.8,
2017-12-16T03:48:10.271Z,50,,,,,30.8,
2017-12-16T03:48:20.270Z,50,,,,,30.8,
2017-12-16T03:48:30.270Z,50,,,,,30.8,
2017-12-16T03:48:40.271Z,50,,,,,30.8,
2017-12-16T03:48:50.271Z,50,,,,,30.8,
2017-12-16T03:49:00.270Z,50,,,,,30.8,
2017-12-16T03:49:10.270Z,50,,,,,30.8,
2017-12-16T03:49:20.270Z,50,,,,,30.8,
2017-12-16T03:49:30.271Z,50,,,,,30.8,
2017-12-16T03:49:40.271Z,50,,,39.4,,30.8,
2017-12-16T03:49:50.271Z,50,,,,,30.8,
2017-12-16T03:50:00.271Z,50,,,,,30.8,
2017-12-16T03:50:10.271Z,50,,,,,30.8,
2017-12-16T03:50:20.270Z,50,,,,,30.8,
2017-12-16T03:50:30.271Z,50,,,,,30.8,
2017-12-16T03:50:40.270Z,50,,,,,30.8,
2017-12-16T03:50:50.271Z,50,,,39.3,,30.8,
2017-12-16T03:51:00.271Z,50,,,,,30.8,
2017-12-16T03:51:10.270Z,50,,,,,30.8,
2017-12-16T03:51:20.271Z,50,,,,,30.8,
2017-12-16T03:51:30.270Z,50,,,,,30.8,
2017-12-16T03:51:40.270Z,50,,,,,30.8,
2017-12-16T03:51:50.271Z,50,,,,,30.8,
2017-12-16T03:52:00.271Z,50,,,,,30.8,
2017-12-16T03:52:10.271Z,50,,,39.2,,30.8,
2017-12-16T03:52:20.271Z,50,,,,,30.8,
2017-12-16T03:52:30.270Z,50,,,,,30.8,
2017-12-16T03:52:40.270Z,50,,,,,30.8,
2017-12-16T03:52:50.271Z,50,,,,,30.8,
2017-12-16T03:53:00.271Z,50,,,,,30.8,
2017-12-16T03:53:10.271Z,50,,,39.1,,30.8,
2017-12-16T03:53:20.270Z,50,,,,,30.8,
2017-12-16T03:53:30.271Z,50,,,,,30.8,
2017-12-16T03:53:40.273Z,50,,,,,30.8,
2017-12-16T03:53:50.271Z,50,,,,,30.8,
2017-12-16T03:54:00.270Z,50,,,,,30.8,
2017-12-16T03:54:10.270Z,50,,,,,30.8,
2017-12-16T03:54:20.271Z,50,,,38.9,,30.8,
2017-12-16T03:54:30.271Z,50,,,38.9,,30.8,
2017-12-16T03:54:40.270Z,50,,,,,30.7,
2017-12-16T03:54:50.277Z,50,,,,,30.7,
2017-12-16T03:55:00.312Z,50,,,,,30.7,
2017-12-16T03:55:10.270Z,50,,,,,30.7,
2017-12-16T03:55:20.270Z,50,,,,,30.7,
2017-12-16T03:55:30.271Z,50,,,,,30.7,
2017-12-16T03:55:40.322Z,50,,,38.8,,30.7,
2017-12-16T03:55:50.320Z,50,,,,,30.7,
2017-12-16T03:56:00.303Z,50,,,,,30.7,
2017-12-16T03:56:10.270Z,50,,,,,30.7,
2017-12-16T03:56:20.278Z,50,,,,,30.7,
2017-12-16T03:56:30.270Z,50,,,,,30.7,
2017-12-16T03:56:40.270Z,50,,,,1,30.7,0
2017-12-16T03:56:50.291Z,50,36,,44.2,,30.7,
2017-12-16T03:57:00.270Z,50,30,,43.8,,30.7,
2017-12-16T03:57:10.270Z,50,29,,41.7,,30.7,
2017-12-16T03:57:20.270Z,50,30,,38.7,,30.7,
2017-12-16T03:57:30.270Z,50,29,,37.9,,30.7,
2017-12-16T03:57:40.270Z,50,30,,37.3,,30.7,
2017-12-16T03:57:50.270Z,50,29,,,,30.7,
2017-12-16T03:58:00.271Z,50,30,,38,,30.7,
2017-12-16T03:58:10.270Z,50,29,,38.2,,30.7,
2017-12-16T03:58:20.271Z,50,,,38.5,,30.7,
2017-12-16T03:58:30.271Z,50,,,38.7,,30.7,
2017-12-16T03:58:40.270Z,50,30,,38.8,,30.7,
2017-12-16T03:58:50.270Z,50,29,,39.1,,30.7,
2017-12-16T03:59:00.271Z,50,30,,39.2,,30.7,
2017-12-16T03:59:10.269Z,50,,,39.4,,30.7,
2017-12-16T03:59:20.270Z,50,,,39.6,,30.7,
2017-12-16T03:59:30.270Z,50,,,40,,30.7,
2017-12-16T03:59:40.270Z,50,,,,,30.7,
2017-12-16T03:59:50.270Z,50,29,,40.2,,30.7,
2017-12-16T04:00:00.274Z,50,,,40.4,,30.7,
2017-12-16T04:00:10.270Z,50,,,40.6,,30.7,
2017-12-16T04:00:20.270Z,50,,,40.7,,30.7,
2017-12-16T04:00:30.271Z,50,30,,41,,30.7,
2017-12-16T04:00:40.270Z,50,29,,,,30.7,
2017-12-16T04:00:50.270Z,50,30,59,41.2,1,30.7,0
2017-12-16T04:01:00.270Z,50,29,,41.3,,30.7,
2017-12-16T04:01:10.270Z,50,,,41.4,,30.7,
2017-12-16T04:01:20.269Z,50,,,41.6,,30.7,
2017-12-16T04:01:30.270Z,50,30,,41.7,,30.7,
2017-12-16T04:01:40.270Z,50,29,,41.8,,30.7,
2017-12-16T04:01:50.271Z,50,29,,42,,30.7,
2017-12-16T04:02:00.270Z,50,,,42.1,,30.7,
2017-12-16T04:02:10.270Z,50,,,42.2,,30.7,
2017-12-16T04:02:20.299Z,50,,,42.3,,30.7,
2017-12-16T04:02:30.277Z,50,,,42.6,,30.7,
2017-12-16T04:02:40.270Z,50,30,,42.7,,30.7,
2017-12-16T04:02:50.270Z,50,29,,42.8,,30.7,
2017-12-16T04:03:00.288Z,50,29,,43,,30.7,
2017-12-16T04:03:10.320Z,50,,,43.1,,30.7,
2017-12-16T04:03:20.271Z,50,,,43.3,,30.7,
2017-12-16T04:03:30.270Z,50,,,43.4,,30.8,
2017-12-16T04:03:40.270Z,50,,,43.5,,30.8,
2017-12-16T04:03:50.270Z,50,30,,43.6,,30.8,
2017-12-16T04:04:00.270Z,50,,,43.8,,30.8,
2017-12-16T04:04:10.271Z,50,29,,44,,30.8,
2017-12-16T04:04:20.271Z,50,30,,44.1,,30.8,
2017-12-16T04:04:30.272Z,50,0,,43.8,1,30.8,0
2017-12-16T04:04:40.270Z,50,,,41.8,,30.8,
2017-12-16T04:04:50.270Z,50,,,39.9,,30.8,
2017-12-16T04:05:00.270Z,50,,,39.6,,30.8,
2017-12-16T04:05:10.270Z,50,,,39.4,,30.8,
2017-12-16T04:05:20.270Z,50,,,,,30.8,
2017-12-16T04:05:30.270Z,50,,,39.3,,30.8,
2017-12-16T04:05:40.270Z,50,,,39.4,,30.9,
2017-12-16T04:05:50.270Z,50,,,39.3,,30.9,
2017-12-16T04:06:00.269Z,50,,,39.2,,30.9,
2017-12-16T04:06:10.270Z,50,,,38.9,,30.9,
2017-12-16T04:06:20.270Z,50,,,38.8,,30.9,
2017-12-16T04:06:30.269Z,50,,,38.7,,30.9,
2017-12-16T04:06:40.273Z,50,,,,,30.9,
2017-12-16T04:06:50.270Z,50,,,,,30.9,
2017-12-16T04:07:00.270Z,50,,,,,30.9,
2017-12-16T04:07:10.270Z,50,,,38.6,,30.9,
2017-12-16T04:07:20.270Z,50,,,,,30.9,
2017-12-16T04:07:30.270Z,50,,,38.5,,30.9,
2017-12-16T04:07:40.269Z,50,,,,,30.9,
2017-12-16T04:07:50.272Z,50,,,38.4,,30.9,
2017-12-16T04:08:00.270Z,50,,,,,30.9,
2017-12-16T04:08:10.270Z,50,,,,,30.9,
2017-12-16T04:08:20.270Z,50,,,,,31,
2017-12-16T04:08:30.298Z,50,,,,,31,
2017-12-16T04:08:40.270Z,50,,,,,31,
2017-12-16T04:08:50.270Z,50,,,,,31,
2017-12-16T04:09:00.278Z,50,,,,,31,
2017-12-16T04:09:10.270Z,50,,,,,31,
2017-12-16T04:09:20.270Z,50,,,,,31,
2017-12-16T04:09:30.270Z,50,,,38.3,,31,
2017-12-16T04:09:40.269Z,50,,,38.4,,31,
2017-12-16T04:09:50.270Z,50,,,,,31,
2017-12-16T04:10:00.270Z,50,,,,,31,
2017-12-16T04:10:10.270Z,50,,,,,31,
2017-12-16T04:10:20.269Z,50,,,,,31,
2017-12-16T04:10:30.269Z,50,,,,,31,
2017-12-16T04:10:40.270Z,50,,,,,31,
2017-12-16T04:10:50.270Z,50,,,38.5,,31,
2017-12-16T04:11:00.270Z,50,,,,,31,
2017-12-16T04:11:10.270Z,50,,,,,31,
2017-12-16T04:11:20.270Z,50,,,,,31,
2017-12-16T04:11:30.270Z,50,,,38.6,,31,
2017-12-16T04:11:40.307Z,50,,,,,31,
2017-12-16T04:11:50.270Z,50,,,,,31,
2017-12-16T04:12:00.269Z,50,,,,,31,
2017-12-16T04:12:10.269Z,50,,,38.7,,31,
2017-12-16T04:12:20.270Z,50,,,,,31,
2017-12-16T04:12:30.270Z,50,,,,,31,
2017-12-16T04:12:40.270Z,50,,,,,31,
2017-12-16T04:12:50.270Z,50,,,,,31,
2017-12-16T04:13:00.270Z,50,,,,,31,
2017-12-16T04:13:10.270Z,50,,,,,31,
2017-12-16T04:13:20.270Z,50,,,,,31,
2017-12-16T04:13:30.269Z,50,,,,,31,
2017-12-16T04:13:40.270Z,50,,,,,31,
2017-12-16T04:13:50.270Z,50,,,,,31,
2017-12-16T04:14:00.270Z,50,,,,,31,
2017-12-16T04:14:10.270Z,50,,,,,31,
2017-12-16T04:14:20.270Z,50,,,,,31,
2017-12-16T04:14:30.270Z,50,,,,,31,
2017-12-16T04:14:40.270Z,50,,,,,31,
2017-12-16T04:14:50.270Z,50,,,,,31,
2017-12-16T04:15:00.269Z,50,,,,,31,
2017-12-16T04:15:10.270Z,50,,,,,31,
2017-12-16T04:15:20.270Z,50,,,,,31,
2017-12-16T04:15:30.270Z,50,,,,,31,
2017-12-16T04:15:40.269Z,50,,,,,31,
2017-12-16T04:15:50.270Z,50,,,38.6,,31,
2017-12-16T04:16:00.270Z,50,,,,,31,
2017-12-16T04:16:10.282Z,50,,,,,31,
2017-12-16T04:16:20.270Z,50,,,,,31,
2017-12-16T04:16:30.269Z,50,,,,,30.9,
2017-12-16T04:16:40.270Z,50,,,,,30.9,
2017-12-16T04:16:50.269Z,50,,,,,30.9,
2017-12-16T04:17:00.270Z,50,,,,,30.9,
2017-12-16T04:17:10.270Z,50,,,,,30.9,
2017-12-16T04:17:20.270Z,50,,,,,30.9,
2017-12-16T04:17:30.270Z,50,,,38.5,,30.9,
2017-12-16T04:17:40.272Z,50,,,,,30.9,
2017-12-16T04:17:50.270Z,50,,,,,30.9,
2017-12-16T04:18:00.270Z,50,,,,,30.9,
2017-12-16T04:18:10.270Z,50,,,,,30.9,
2017-12-16T04:18:20.269Z,50,,,,,30.9,
2017-12-16T04:18:30.270Z,50,,,,,30.9,
2017-12-16T04:18:40.276Z,50,,,,,30.9,
2017-12-16T04:18:50.270Z,50,,,38.4,,30.9,
2017-12-16T04:19:00.269Z,50,,,,,30.9,
2017-12-16T04:19:10.269Z,50,,,,,30.9,
2017-12-16T04:19:20.274Z,50,,,,,30.9,
2017-12-16T04:19:30.270Z,50,,,,,30.9,
2017-12-16T04:19:40.269Z,50,,,,,30.9,
2017-12-16T04:19:50.270Z,50,,,,,30.9,
2017-12-16T04:20:00.270Z,50,,,,,30.9,
2017-12-16T04:20:10.270Z,50,,,38.3,,30.8,
2017-12-16T04:20:20.269Z,50,,,,,30.8,
2017-12-16T04:20:30.269Z,50,,,,,30.8,
2017-12-16T04:20:40.270Z,50,,,,,30.8,
2017-12-16T04:20:50.277Z,50,,,,,30.8,
2017-12-16T04:21:00.269Z,50,,,,,30.8,
2017-12-16T04:21:10.270Z,50,,,,1,30.8,0
2017-12-16T04:21:20.270Z,50,35,,44,,30.8,
2017-12-16T04:21:30.270Z,50,29,,42.7,,30.8,
2017-12-16T04:21:40.270Z,50,29,,40.9,,30.8,
2017-12-16T04:21:50.270Z,50,29,,38.8,,30.8,
2017-12-16T04:22:00.269Z,50,,,37.9,,30.8,
2017-12-16T04:22:10.269Z,50,,,37.7,,30.8,
2017-12-16T04:22:20.270Z,50,,,37.5,,30.8,
2017-12-16T04:22:30.270Z,50,30,,38,,30.8,
2017-12-16T04:22:40.269Z,50,29,,38.4,,30.8,
2017-12-16T04:22:50.270Z,50,,,38.7,,30.8,
2017-12-16T04:23:00.270Z,50,,,38.8,,30.8,
2017-12-16T04:23:10.291Z,50,,,39.1,,30.8,
2017-12-16T04:23:20.270Z,50,,,,,30.8,
2017-12-16T04:23:30.269Z,50,,,39.3,,30.8,
2017-12-16T04:23:40.278Z,50,,,39.5,,30.8,
2017-12-16T04:23:50.270Z,50,,,39.7,,30.8,
2017-12-16T04:24:00.271Z,50,30,,40,,30.8,
2017-12-16T04:24:28.345Z,50,30,,40.3,,30.8,
2017-12-16T04:24:30.270Z,50,29,,40.5,,30.8,
2017-12-16T04:24:40.269Z,50,,,40.7,,30.8,
2017-12-16T04:24:50.270Z,50,30,,40.8,,30.8,
2017-12-16T04:25:00.270Z,50,29,,41,,30.8,
2017-12-16T04:25:10.269Z,50,,,41.1,,30.8,
2017-12-16T04:25:20.270Z,50,30,,41.2,,30.8,
2017-12-16T04:25:30.269Z,50,29,,41.4,,30.8,
2017-12-16T04:25:40.269Z,50,30,,41.5,,30.8,
2017-12-16T04:25:50.269Z,50,29,,41.7,,30.8,
2017-12-16T04:26:00.271Z,50,,,41.8,,30.8,
2017-12-16T04:26:10.272Z,50,30,,42,,30.8,
2017-12-16T04:26:20.277Z,50,29,,,,30.8,
2017-12-16T04:26:30.272Z,50,,,42.2,,30.8,
2017-12-16T04:26:40.269Z,50,,,42.3,,30.8,
2017-12-16T04:26:50.269Z,50,,,42.4,,30.8,
2017-12-16T04:27:00.270Z,50,,,42.6,,30.8,
2017-12-16T04:27:10.271Z,50,,,42.8,,30.8,
2017-12-16T04:27:20.270Z,50,30,,43,,30.8,
2017-12-16T04:27:30.271Z,50,0,,40.8,1,30.8,0
2017-12-16T04:27:40.273Z,50,,,38.9,,30.8,
2017-12-16T04:27:50.269Z,50,,,38.3,,30.8,
2017-12-16T04:28:00.270Z,50,,,38.2,,30.8,
2017-12-16T04:28:10.282Z,50,,,38.1,,30.8,
2017-12-16T04:28:20.269Z,50,,,38,,30.8,
2017-12-16T04:28:30.269Z,50,,,38.1,,30.8,
2017-12-16T04:28:40.270Z,50,,,38,,30.9,
2017-12-16T04:28:50.270Z,50,,,37.9,,30.9,
2017-12-16T04:29:00.271Z,50,,,37.8,,30.8,
2017-12-16T04:29:10.269Z,50,,,37.7,,30.9,
2017-12-16T04:29:20.269Z,50,,,37.6,,30.9,
2017-12-16T04:29:30.270Z,50,,,,,30.9,
2017-12-16T04:29:40.283Z,50,,,37.5,,30.9,
2017-12-16T04:29:50.270Z,50,,,,,30.9,
2017-12-16T04:30:00.277Z,50,,,,,30.9,
2017-12-16T04:30:10.289Z,50,,,,,30.9,
2017-12-16T04:30:20.269Z,50,,,37.4,,30.9,
2017-12-16T04:30:30.270Z,50,,,,,30.9,
2017-12-16T04:30:40.269Z,50,,,37.3,,30.9,
2017-12-16T04:30:50.269Z,50,,,,,30.9,
2017-12-16T04:31:00.270Z,50,,,,,30.9,
2017-12-16T04:31:10.270Z,50,,,,,30.9,
2017-12-16T04:31:20.269Z,50,,,,,30.9,
2017-12-16T04:31:30.270Z,50,,,,,30.9,
2017-12-16T04:31:40.269Z,50,,,,,30.9,
2017-12-16T04:31:50.270Z,50,,,,,30.9,
2017-12-16T04:32:00.269Z,50,,,,,30.9,
2017-12-16T04:32:10.269Z,50,,,,,30.9,
2017-12-16T04:32:20.270Z,50,,,,,30.9,
2017-12-16T04:32:30.269Z,50,,,,,30.9,
2017-12-16T04:32:40.270Z,50,,,,,30.9,
2017-12-16T04:32:50.269Z,50,,,,,30.9,
2017-12-16T04:33:00.269Z,50,,,,,30.9,
2017-12-16T04:33:10.269Z,50,,,,,30.9,
2017-12-16T04:33:20.269Z,50,,,,,30.9,
2017-12-16T04:33:30.270Z,50,,,,,30.9,
2017-12-16T04:33:40.269Z,50,,,,,30.9,
2017-12-16T04:33:50.270Z,50,,,37.4,,30.9,
2017-12-16T04:34:00.269Z,50,,,,,30.9,
2017-12-16T04:34:10.269Z,50,,,,,30.9,
2017-12-16T04:34:20.269Z,50,,,,,30.9,
2017-12-16T04:34:30.275Z,50,,,,,30.9,
2017-12-16T04:34:40.269Z,50,,,37.5,,30.9,
2017-12-16T04:34:50.270Z,50,,,,,30.9,
2017-12-16T04:35:00.284Z,50,,,,,30.9,
2017-12-16T04:35:10.278Z,50,,,,,30.9,
2017-12-16T04:35:20.270Z,50,,,,,30.9,
2017-12-16T04:35:30.270Z,50,,,37.6,,30.9,
2017-12-16T04:35:40.269Z,50,,,,,30.9,
2017-12-16T04:35:50.270Z,50,,,,,30.9,
2017-12-16T04:36:00.270Z,50,,,,,30.9,
2017-12-16T04:36:10.270Z,50,,,,,30.9,
2017-12-16T04:36:20.270Z,50,,,,,30.9,
2017-12-16T04:36:30.272Z,50,,,,,30.9,
2017-12-16T04:36:40.269Z,50,,,,,30.9,
2017-12-16T04:36:50.270Z,50,,,,,30.9,
2017-12-16T04:37:00.269Z,50,,,,,30.9,
2017-12-16T04:37:10.270Z,50,,,,,30.9,
2017-12-16T04:37:20.269Z,50,,,,,30.8,
2017-12-16T04:37:30.270Z,50,,,,,30.8,
2017-12-16T04:37:40.269Z,50,,,,,30.8,
2017-12-16T04:37:50.270Z,50,,,,,30.8,
2017-12-16T04:38:00.269Z,50,,,,,30.8,
2017-12-16T04:38:10.269Z,50,,,,,30.8,
2017-12-16T04:38:20.269Z,50,,,,,30.8,
2017-12-16T04:38:30.269Z,50,,,,,30.8,
2017-12-16T04:38:40.270Z,50,,,,,30.8,
2017-12-16T04:38:50.269Z,50,,,,,30.8,
2017-12-16T04:39:00.270Z,50,,,,,30.8,
2017-12-16T04:39:10.269Z,50,,,,,30.8,
2017-12-16T04:39:20.269Z,50,,,,,30.8,
2017-12-16T04:39:30.269Z,50,,,37.5,,30.8,
2017-12-16T04:39:40.270Z,50,,,,,30.8,
2017-12-16T04:39:50.270Z,50,,,,,30.8,
2017-12-16T04:40:00.269Z,50,,,,,30.8,
2017-12-16T04:40:10.270Z,50,,,,,30.8,
2017-12-16T04:40:20.270Z,50,,,,,30.8,
2017-12-16T04:40:30.270Z,50,,,,,30.8,
2017-12-16T04:40:40.270Z,50,,,,,30.8,
2017-12-16T04:40:50.270Z,50,,,,,30.7,
2017-12-16T04:41:00.269Z,50,,,,,30.7,
2017-12-16T04:41:10.270Z,50,,,37.4,,30.7,
2017-12-16T04:41:20.270Z,50,,,,,30.7,
2017-12-16T04:41:30.270Z,50,,,,,30.7,
2017-12-16T04:41:40.270Z,50,,,,,30.7,
2017-12-16T04:41:50.270Z,50,,,,,30.7,
2017-12-16T04:42:00.272Z,50,,,,,30.7,
2017-12-16T04:42:10.270Z,50,,,,,30.7,
2017-12-16T04:42:20.271Z,50,39,,41.2,1,30.7,0
2017-12-16T04:42:30.271Z,50,33,,43.5,,30.7,
