Time,HwTSet,PrimTSet,ActPow,HwTOutlet,PrimT,ChActive,HwActive
2018-01-09T05:42:42.495Z,50,,,34.4,38.3,,
2018-01-09T05:42:52.491Z,50,,29,34.4,38.4,,
2018-01-09T05:43:02.510Z,50,,30,34.4,38.7,,
2018-01-09T05:43:12.491Z,50,,29,34.3,39.1,,
2018-01-09T05:43:22.498Z,50,,,34.3,39.4,,
2018-01-09T05:43:32.491Z,50,,,34.3,39.5,,
2018-01-09T05:43:42.491Z,50,,,34.3,39.6,,
2018-01-09T05:43:52.493Z,50,,,34.2,39.8,,
2018-01-09T05:44:02.504Z,50,,29,34.2,40,,
2018-01-09T05:44:12.491Z,50,,,34.2,40.1,,
2018-01-09T05:44:22.491Z,50,,,34.1,40.3,,
2018-01-09T05:44:32.491Z,50,,,34.1,40.5,,
2018-01-09T05:44:42.491Z,50,,,34.1,40.7,,
2018-01-09T05:44:52.490Z,50,,,34.1,40.8,,
2018-01-09T05:45:02.490Z,50,,,34,41,,
2018-01-09T05:45:12.491Z,50,,30,34,41.1,,
2018-01-09T05:45:22.490Z,50,,29,34,41.2,,
2018-01-09T05:45:32.491Z,50,,,34,41.4,,
2018-01-09T05:45:42.560Z,50,,30,33.9,41.5,,
2018-01-09T05:45:52.503Z,50,,29,33.9,41.7,,
2018-01-09T05:46:02.491Z,50,,,33.9,41.8,,
2018-01-09T05:46:12.490Z,50,,,33.9,42,,
2018-01-09T05:46:22.491Z,50,,30,33.8,42.1,,
2018-01-09T05:46:32.491Z,50,,,33.8,42.2,,
2018-01-09T05:46:43.864Z,50,,29,33.8,42.4,,
2018-01-09T05:46:52.490Z,50,,0,33.8,42.6,,
2018-01-09T05:47:02.491Z,50,,,33.8,40.5,1,0
2018-01-09T05:47:12.491Z,50,,,33.7,38.7,,
2018-01-09T05:47:22.566Z,50,,,33.7,37.9,,
2018-01-09T05:47:32.510Z,50,,,33.7,37.7,,
2018-01-09T05:47:42.494Z,50,,,33.7,,,
2018-01-09T05:47:52.510Z,50,,,33.7,37.6,,
2018-01-09T05:48:02.490Z,50,,,33.6,,,
2018-01-09T05:48:12.491Z,50,,,33.6,,,
2018-01-09T05:48:22.490Z,50,,,33.6,37.5,,
2018-01-09T05:48:32.532Z,50,,,33.6,37.4,,
2018-01-09T05:48:42.490Z,50,,,33.6,37.2,,
2018-01-09T05:48:52.491Z,50,,,33.5,,,
2018-01-09T05:49:02.492Z,50,,,33.5,37.1,,
2018-01-09T05:49:12.503Z,50,,,33.5,,,
2018-01-09T05:49:22.491Z,50,,,33.5,,,
2018-01-09T05:49:32.490Z,50,,,33.5,,,
2018-01-09T05:49:42.490Z,50,,,33.5,36.9,,
2018-01-09T05:49:52.490Z,50,,,33.4,,,
2018-01-09T05:50:02.502Z,50,,,33.4,36.8,,
2018-01-09T05:50:12.492Z,50,,,33.4,,,
2018-01-09T05:50:22.493Z,50,,,33.4,,,
2018-01-09T05:50:32.494Z,50,59,0,33.4,36.8,1,0
2018-01-09T05:50:42.494Z,50,,,33.4,,,
2018-01-09T05:50:52.491Z,50,,,33.3,,,
2018-01-09T05:51:02.512Z,50,,,33.3,,,
2018-01-09T05:51:12.490Z,50,,,33.3,,,
2018-01-09T05:51:22.491Z,50,,,33.3,,,
2018-01-09T05:51:32.493Z,50,,,33.2,,,
2018-01-09T05:51:42.491Z,50,,,33.2,,,
2018-01-09T05:51:52.490Z,50,,,33.2,,,
2018-01-09T05:52:03.263Z,50,,,33.2,,,
2018-01-09T05:52:18.093Z,50,,,33.2,,,
2018-01-09T05:52:22.491Z,50,,,33.2,,,
2018-01-09T05:52:32.490Z,50,,,33.1,,,
2018-01-09T05:52:42.490Z,50,,,33.1,,,
2018-01-09T05:52:52.490Z,50,,,33.1,,,
2018-01-09T05:53:02.491Z,50,,,33.1,36.9,,
2018-01-09T05:53:12.491Z,50,,,33.1,,,
2018-01-09T05:53:22.491Z,50,,,33.1,,,
2018-01-09T05:53:32.491Z,50,,,32.9,,,
2018-01-09T05:53:42.491Z,50,,,32.9,36.9,,
2018-01-09T05:53:52.491Z,50,,,32.9,37.1,,
2018-01-09T05:54:02.491Z,50,,,32.9,,,
2018-01-09T05:54:12.505Z,50,,,32.8,,,
2018-01-09T05:54:22.491Z,50,,,32.8,,,
2018-01-09T05:54:32.492Z,50,,,32.8,,,
2018-01-09T05:54:42.492Z,50,0,,34,37.2,0,2
2018-01-09T05:54:52.507Z,50,,66,37.3,39.3,0,2
2018-01-09T05:55:02.492Z,50,,0,40.4,42.6,0,0
2018-01-09T05:55:12.491Z,50,,,40.4,41.5,,
2018-01-09T05:55:22.492Z,50,,,40.3,41.4,,
2018-01-09T05:55:32.491Z,50,,,40.2,,,
2018-01-09T05:55:42.490Z,50,,,40.1,,,
2018-01-09T05:55:52.492Z,50,,,40.1,,0,2
2018-01-09T05:56:02.491Z,50,,52,40.1,41,0,2
2018-01-09T05:56:12.501Z,50,,46,42,43,,
2018-01-09T05:56:22.493Z,50,,42,43.8,44.4,,
2018-01-09T05:56:32.491Z,50,,37,45.4,45.6,,
2018-01-09T05:56:42.491Z,50,,0,46.3,45.9,0,0
2018-01-09T05:56:52.491Z,50,,,46.1,45.5,,
2018-01-09T05:57:02.490Z,50,,,46,45.4,,
2018-01-09T05:57:12.515Z,50,,,45.9,,,
2018-01-09T05:57:22.491Z,50,,,45.7,,,
2018-01-09T05:57:32.491Z,50,,,45.6,45.3,,
2018-01-09T05:57:42.491Z,50,59,,45.5,,1,0
2018-01-09T05:57:57.511Z,50,,,45.3,,,
2018-01-09T05:58:02.633Z,50,,,45.2,,,
2018-01-09T05:58:12.493Z,50,,,45,,,
2018-01-09T05:58:22.497Z,50,,,44.9,,,
2018-01-09T05:58:32.491Z,50,,,44.8,,,
2018-01-09T05:58:42.490Z,50,,,44.6,,,
2018-01-09T05:58:52.491Z,50,,,44.4,,,
2018-01-09T05:59:02.491Z,50,,,44.3,,,
2018-01-09T05:59:12.502Z,50,,,44.1,,,
2018-01-09T05:59:22.497Z,50,,,44,45.2,,
2018-01-09T05:59:32.490Z,50,,,43.9,,,
2018-01-09T05:59:42.490Z,50,,,43.8,,,
2018-01-09T05:59:52.491Z,50,,,43.6,,,
2018-01-09T06:00:02.519Z,50,,,43.5,,,
2018-01-09T06:00:12.491Z,50,,,43.4,,,
2018-01-09T06:00:22.490Z,50,,,43.3,,,
2018-01-09T06:00:32.490Z,50,,,43.1,,,
2018-01-09T06:00:42.490Z,50,,,43,,,
2018-01-09T06:00:52.490Z,50,,,42.9,,,
2018-01-09T06:01:02.490Z,50,,,42.8,,,
2018-01-09T06:01:12.490Z,50,,,42.7,,,
2018-01-09T06:01:22.490Z,50,,,42.5,,,
2018-01-09T06:01:32.491Z,50,,,42.4,,,
2018-01-09T06:01:42.491Z,50,,,42.3,45.1,,
2018-01-09T06:01:52.499Z,50,,,42.2,,,
2018-01-09T06:02:02.491Z,50,,,42,,,
2018-01-09T06:02:12.493Z,50,,,41.9,,,
2018-01-09T06:02:22.513Z,50,,,41.8,,,
2018-01-09T06:02:32.525Z,50,,,41.7,,,
2018-01-09T06:02:42.497Z,50,,,41.6,,,
2018-01-09T06:02:52.515Z,50,,,41.5,45,,
2018-01-09T06:03:02.506Z,50,,,41.4,,,
2018-01-09T06:03:12.490Z,50,,,41.3,,,
2018-01-09T06:03:22.494Z,50,,42,41.2,47.3,1,0
2018-01-09T06:03:32.491Z,50,,29,41.1,47.4,,
2018-01-09T06:03:42.490Z,50,,29,40.9,42.3,,
2018-01-09T06:03:52.491Z,50,,29,40.8,39.6,,
2018-01-09T06:04:02.490Z,50,,29,40.7,37.9,,
2018-01-09T06:04:12.490Z,50,,,40.6,37.1,,
2018-01-09T06:04:22.490Z,50,,30,40.5,,,
2018-01-09T06:04:32.565Z,50,,29,40.4,37.7,,
2018-01-09T06:04:42.491Z,50,,,40.3,38,,
2018-01-09T06:04:52.508Z,50,,30,40.2,38.2,,
2018-01-09T06:05:02.490Z,50,,29,40.1,,,
2018-01-09T06:05:12.490Z,50,,,40,38.3,,
2018-01-09T06:05:22.524Z,50,,,39.9,38.4,,
2018-01-09T06:05:32.520Z,50,,,39.8,38.6,,
2018-01-09T06:05:42.546Z,50,,,39.8,38.8,,
2018-01-09T06:05:52.490Z,50,,30,39.7,39.1,,
2018-01-09T06:06:02.518Z,50,,,39.6,39.4,,
2018-01-09T06:06:12.508Z,50,,29,39.5,39.6,,
2018-01-09T06:06:22.490Z,50,,30,39.4,39.8,,
2018-01-09T06:06:32.490Z,50,,29,39.3,40,,
2018-01-09T06:06:42.490Z,50,,30,39.2,40.2,,
2018-01-09T06:06:52.490Z,50,,29,39.2,40.4,,
2018-01-09T06:07:02.495Z,50,,,39.1,40.6,,
2018-01-09T06:07:12.490Z,50,,,38.9,40.8,,
2018-01-09T06:07:22.590Z,50,,30,38.8,41,,
2018-01-09T06:07:32.489Z,50,,29,38.7,41.1,,
2018-01-09T06:07:42.490Z,50,,,38.7,41.3,,
2018-01-09T06:07:52.496Z,50,,,38.6,41.4,,
2018-01-09T06:08:02.503Z,50,,,38.5,41.5,,
2018-01-09T06:08:12.490Z,50,,,38.5,41.7,,
2018-01-09T06:08:22.490Z,50,,,38.4,41.8,,
2018-01-09T06:08:32.490Z,50,,,38.3,41.9,,
2018-01-09T06:08:42.490Z,50,,,38.2,42,,
2018-01-09T06:08:52.523Z,50,,,38.2,42.2,,
2018-01-09T06:09:02.511Z,50,,30,38.1,42.3,,
2018-01-09T06:09:12.510Z,50,,,38,42.4,,
2018-01-09T06:09:22.492Z,50,,29,38,42.6,,
2018-01-09T06:09:32.583Z,50,,,37.9,42.7,,
2018-01-09T06:09:42.508Z,50,,,37.8,42.9,,
2018-01-09T06:09:52.560Z,50,,0,37.8,42.9,1,0
2018-01-09T06:10:02.571Z,50,,,37.7,40.4,,
2018-01-09T06:10:12.491Z,50,,,37.6,38.7,,
2018-01-09T06:10:22.515Z,50,,,37.6,38.2,,
2018-01-09T06:10:32.589Z,50,,,37.5,38,,
2018-01-09T06:10:42.493Z,50,,,37.5,,,
2018-01-09T06:10:52.496Z,50,,,37.4,,,
2018-01-09T06:11:02.514Z,50,,,37.4,,,
2018-01-09T06:11:12.526Z,50,,,37.3,37.9,,
2018-01-09T06:11:22.494Z,50,,,37.2,37.8,,
2018-01-09T06:11:32.500Z,50,,,37.2,37.7,,
2018-01-09T06:11:42.501Z,50,,,37.1,37.6,,
2018-01-09T06:11:52.508Z,50,,,37.1,37.5,,
2018-01-09T06:12:02.497Z,50,,,36.9,,,
2018-01-09T06:12:12.499Z,50,,,36.9,,,
2018-01-09T06:12:22.509Z,50,,,36.8,,,
2018-01-09T06:12:32.509Z,50,,,36.8,37.4,,
2018-01-09T06:12:42.507Z,50,,,36.7,,,
2018-01-09T06:12:52.517Z,50,,,36.7,37.3,,
2018-01-09T06:13:02.491Z,50,,,36.6,,,
2018-01-09T06:13:12.499Z,50,,,36.6,,,
2018-01-09T06:13:22.493Z,50,,,36.5,,,
2018-01-09T06:13:32.490Z,50,,,36.5,,,
2018-01-09T06:13:42.490Z,50,,,36.4,,,
2018-01-09T06:13:52.491Z,50,,,36.4,37.2,,
2018-01-09T06:14:02.490Z,50,,,36.3,37.3,,
2018-01-09T06:14:12.490Z,50,,,36.2,37.2,,
2018-01-09T06:14:22.490Z,50,,,36.2,,,
2018-01-09T06:14:32.544Z,50,,,36.2,,,
2018-01-09T06:14:42.490Z,50,,,36.1,,,
2018-01-09T06:14:52.491Z,50,,,36.1,,,
2018-01-09T06:15:02.490Z,50,,,36,37.3,,
2018-01-09T06:15:12.490Z,50,,,36,,,
2018-01-09T06:15:22.490Z,50,,,35.9,,,
2018-01-09T06:15:32.525Z,50,,,35.9,,,
2018-01-09T06:15:42.558Z,50,,,35.8,,,
2018-01-09T06:15:52.491Z,50,,,35.8,,,
2018-01-09T06:16:02.490Z,50,,,35.7,,,
2018-01-09T06:16:12.492Z,50,,,35.7,,,
2018-01-09T06:16:22.491Z,50,,,35.6,,,
2018-01-09T06:16:32.490Z,50,,,35.6,,,
2018-01-09T06:16:42.490Z,50,,,35.5,,,
2018-01-09T06:16:52.504Z,50,,,35.5,,,
2018-01-09T06:17:02.493Z,50,,,35.4,,,
2018-01-09T06:17:24.131Z,50,,,35.4,,,
2018-01-09T06:17:24.244Z,50,,,35.4,,,
2018-01-09T06:17:32.490Z,50,,,35.3,,,
2018-01-09T06:17:42.533Z,50,,,35.3,,,
2018-01-09T06:17:52.490Z,50,,,35.2,,,
2018-01-09T06:18:02.490Z,50,,,35.2,37.4,,
2018-01-09T06:18:12.491Z,50,,,35.1,,,
2018-01-09T06:18:22.490Z,50,,,35.1,37.5,,
2018-01-09T06:18:32.494Z,50,,,35.1,,,
2018-01-09T06:18:42.490Z,50,,,34.9,,,
2018-01-09T06:18:52.490Z,50,,,34.9,,,
2018-01-09T06:19:02.491Z,50,,,34.8,37.6,,
2018-01-09T06:19:12.490Z,50,,,34.8,,,
2018-01-09T06:19:22.601Z,50,,,34.8,,,
2018-01-09T06:19:32.560Z,50,,,34.7,,,
2018-01-09T06:19:42.504Z,50,,,34.7,37.7,,
2018-01-09T06:19:52.498Z,50,,,34.7,,,
2018-01-09T06:20:02.500Z,50,,,34.6,,,
2018-01-09T06:20:12.490Z,50,,,34.6,37.8,,
2018-01-09T06:20:22.537Z,50,,,34.5,,,
2018-01-09T06:20:32.539Z,50,,,34.5,,,
2018-01-09T06:20:42.575Z,50,,,34.5,37.9,,
2018-01-09T06:20:52.572Z,50,,,34.4,38,,
2018-01-09T06:21:02.552Z,50,,,34.4,,,
2018-01-09T06:21:12.757Z,50,,,34.3,,,
2018-01-09T06:21:22.516Z,50,,,34.3,38.1,,
2018-01-09T06:21:32.493Z,50,,,34.3,,,
2018-01-09T06:21:42.499Z,50,,,34.2,38.2,,
2018-01-09T06:21:52.520Z,50,,,34.2,,,
2018-01-09T06:22:02.518Z,50,,40,34.2,40.4,1,0
2018-01-09T06:22:12.501Z,50,,30,34.1,43.9,,
2018-01-09T06:22:22.511Z,50,,29,34.1,41.4,,
2018-01-09T06:22:32.494Z,50,,,34.1,40.2,,
2018-01-09T06:22:42.579Z,50,,,34,38.8,,
2018-01-09T06:22:52.500Z,50,,30,34,38.3,,
2018-01-09T06:23:02.532Z,50,,29,34,38.4,,
2018-01-09T06:23:12.506Z,50,,,33.9,38.8,,
2018-01-09T06:23:22.506Z,50,,30,33.9,39.3,,
2018-01-09T06:23:32.490Z,50,,,33.9,39.5,,
2018-01-09T06:23:42.490Z,50,,29,33.8,39.6,,
2018-01-09T06:23:52.490Z,50,,30,33.8,39.8,,
2018-01-09T06:24:02.493Z,50,,,33.8,39.9,,
2018-01-09T06:24:12.493Z,50,,29,33.8,40.1,,
2018-01-09T06:24:22.490Z,50,,,33.7,40.2,,
2018-01-09T06:24:32.490Z,50,,30,33.7,40.4,,
2018-01-09T06:24:42.494Z,50,,29,33.7,40.6,,
2018-01-09T06:24:52.504Z,50,,,33.6,40.8,,
2018-01-09T06:25:02.490Z,50,,30,33.6,40.9,,
2018-01-09T06:25:12.492Z,50,,,33.6,41,,
2018-01-09T06:25:22.490Z,50,,29,33.6,41.2,,
2018-01-09T06:25:32.490Z,50,,,33.5,41.3,,
2018-01-09T06:25:42.490Z,50,,,33.5,41.5,,
2018-01-09T06:25:52.499Z,50,,,33.5,41.6,,
2018-01-09T06:26:02.490Z,50,,,33.5,41.7,,
2018-01-09T06:26:12.530Z,50,,,33.4,41.9,,
2018-01-09T06:26:22.512Z,50,,,33.4,42,,
2018-01-09T06:26:32.491Z,50,,30,33.4,42.1,,
2018-01-09T06:26:42.531Z,50,,29,33.4,42.3,,
2018-01-09T06:26:52.499Z,50,,,33.4,42.4,,
2018-01-09T06:27:02.523Z,50,,,33.3,42.6,,
2018-01-09T06:27:12.558Z,50,,,33.3,42.8,,
2018-01-09T06:27:22.540Z,50,,,33.3,42.9,,
2018-01-09T06:27:32.522Z,50,,0,33.3,42.4,1,0
2018-01-09T06:27:42.490Z,50,,,33.3,39.7,,
2018-01-09T06:27:52.490Z,50,,,33.3,38.6,,
2018-01-09T06:28:02.491Z,50,,,33.2,38.2,,
2018-01-09T06:28:12.491Z,50,,,33.2,38,,
2018-01-09T06:28:22.491Z,50,,,33.2,,,
2018-01-09T06:28:32.490Z,50,,,33.2,,,
2018-01-09T06:28:42.490Z,50,,,33.2,,,
2018-01-09T06:28:52.490Z,50,,,33.2,37.9,,
2018-01-09T06:29:02.490Z,50,,,33.1,37.8,,
2018-01-09T06:29:12.491Z,50,,,33.1,37.7,,
2018-01-09T06:29:22.494Z,50,,,33.1,37.6,,
2018-01-09T06:29:32.552Z,50,,,33.1,37.5,,
2018-01-09T06:29:42.521Z,50,,,33.1,,,
2018-01-09T06:29:52.491Z,50,,,33.1,,,
2018-01-09T06:30:02.544Z,50,,,33.1,,,
2018-01-09T06:30:12.492Z,50,,,32.9,37.4,,
2018-01-09T06:30:22.490Z,50,,,32.9,,,
2018-01-09T06:30:32.490Z,50,,,32.9,37.3,,
2018-01-09T06:30:42.498Z,50,,,32.9,,,
2018-01-09T06:30:52.495Z,50,,,32.9,,,
2018-01-09T06:31:02.492Z,50,,,32.9,,,
2018-01-09T06:31:12.523Z,50,,,32.8,,,
2018-01-09T06:31:22.512Z,50,,,32.8,,,
2018-01-09T06:31:32.549Z,50,,,32.8,,,
2018-01-09T06:31:42.500Z,50,,,32.8,,,
2018-01-09T06:31:52.502Z,50,,,32.8,,,
2018-01-09T06:32:02.545Z,50,,,32.8,37.2,,
2018-01-09T06:32:12.510Z,50,,,32.8,37.3,,
2018-01-09T06:32:22.540Z,50,,,32.8,,,
2018-01-09T06:32:32.490Z,50,,,32.7,,,
2018-01-09T06:32:42.531Z,50,,,32.7,,,
2018-01-09T06:32:52.515Z,50,,,32.7,,,
2018-01-09T06:33:02.509Z,50,,,32.7,,,
2018-01-09T06:33:12.529Z,50,,,32.7,,,
2018-01-09T06:33:22.515Z,50,,,32.7,,,
2018-01-09T06:33:32.490Z,50,,,32.6,,,
2018-01-09T06:33:42.490Z,50,,,32.6,,,
2018-01-09T06:33:52.492Z,50,,,32.6,37.4,,
2018-01-09T06:34:02.505Z,50,,,32.6,,,
2018-01-09T06:34:12.535Z,50,,,32.6,,,
2018-01-09T06:34:22.490Z,50,,,32.6,,,
2018-01-09T06:34:32.501Z,50,,,32.6,,,
2018-01-09T06:34:42.502Z,50,,,32.5,37.5,,
2018-01-09T06:34:52.493Z,50,,,32.5,,,
2018-01-09T06:35:02.499Z,50,,,32.5,,,
2018-01-09T06:35:12.519Z,50,,,32.5,,,
2018-01-09T06:35:22.508Z,50,,,32.5,,,
2018-01-09T06:35:32.493Z,50,,,32.5,,,
2018-01-09T06:35:42.490Z,50,,,32.4,,,
2018-01-09T06:35:52.490Z,50,,,32.4,,,
2018-01-09T06:36:02.490Z,50,,,32.4,,,
2018-01-09T06:36:12.490Z,50,,,32.4,,,
2018-01-09T06:36:22.531Z,50,,,32.4,37.6,,
2018-01-09T06:36:32.490Z,50,,,32.4,37.5,,
2018-01-09T06:36:42.490Z,50,,,32.4,,,
2018-01-09T06:36:52.493Z,50,,,32.3,37.6,,
2018-01-09T06:37:02.490Z,50,,,32.3,,,
2018-01-09T06:37:12.490Z,50,,,32.3,,,
2018-01-09T06:37:22.520Z,50,,,32.3,37.5,,
2018-01-09T06:37:32.500Z,50,,,32.3,37.6,,
2018-01-09T06:37:42.490Z,50,,,32.3,,,
2018-01-09T06:37:52.490Z,50,,,32.3,37.5,,
2018-01-09T06:38:02.491Z,50,,,32.3,,,
2018-01-09T06:38:12.490Z,50,,,32.2,,,
2018-01-09T06:38:22.489Z,50,,,32.2,,,
2018-01-09T06:38:32.496Z,50,,,32.2,,,
2018-01-09T06:38:42.490Z,50,,,32.2,,,
2018-01-09T06:38:52.489Z,50,,,32.2,,,
2018-01-09T06:39:02.489Z,50,,,32.2,,,
2018-01-09T06:39:12.520Z,50,,,32.1,,,
2018-01-09T06:39:22.546Z,50,,,32.1,,,
2018-01-09T06:39:32.501Z,50,,39,32.1,41.4,1,0
2018-01-09T06:39:42.497Z,50,,29,32.1,43.7,,
2018-01-09T06:39:52.490Z,50,,,32.1,41.2,,
2018-01-09T06:40:02.492Z,50,,30,32.1,39.8,,
2018-01-09T06:40:12.489Z,50,,29,32.1,38.6,,
2018-01-09T06:40:22.491Z,50,,,32,38.3,,
2018-01-09T06:40:46.338Z,50,,,32,38.5,,
2018-01-09T06:40:46.342Z,50,,,32,39.1,,
2018-01-09T06:40:52.489Z,50,,,32,39.4,,
2018-01-09T06:41:02.489Z,50,,,32,39.6,,
2018-01-09T06:41:12.489Z,50,,30,32,39.7,,
2018-01-09T06:41:22.504Z,50,,29,32,39.9,,
2018-01-09T06:41:32.489Z,50,,,32,40,,
2018-01-09T06:41:42.489Z,50,,,32,40.2,,
2018-01-09T06:41:52.489Z,50,,,31.9,40.4,,
2018-01-09T06:42:02.489Z,50,,30,31.9,40.5,,
2018-01-09T06:42:12.490Z,50,,,31.9,40.7,,
2018-01-09T06:42:22.493Z,50,,29,31.9,40.9,,
2018-01-09T06:42:32.489Z,50,,,31.9,41,,
2018-01-09T06:42:42.499Z,50,,30,31.9,41.2,,
2018-01-09T06:42:52.489Z,50,,,31.9,41.3,,
2018-01-09T06:43:02.495Z,50,,29,31.9,41.4,,
2018-01-09T06:43:12.489Z,50,,30,31.9,41.6,,
2018-01-09T06:43:22.490Z,50,,,31.9,41.7,,
2018-01-09T06:43:32.529Z,50,,29,31.9,41.8,,
2018-01-09T06:43:42.545Z,50,,30,31.9,42,,
2018-01-09T06:43:52.521Z,50,,29,31.8,42.1,,
2018-01-09T06:44:02.589Z,50,,,31.8,42.3,,
2018-01-09T06:44:12.489Z,50,,,31.8,42.4,,
2018-01-09T06:44:22.495Z,50,,,31.8,42.6,,
2018-01-09T06:44:32.520Z,50,,,31.8,42.7,,
2018-01-09T06:44:42.510Z,50,,,31.8,42.9,,
2018-01-09T06:44:52.496Z,50,,29,31.8,43,,
2018-01-09T06:45:02.489Z,50,,0,31.8,40.7,1,0
2018-01-09T06:45:12.489Z,50,,,31.8,39.1,,
2018-01-09T06:45:22.489Z,50,,,31.8,38.3,,
2018-01-09T06:45:32.492Z,50,,,31.8,38.1,,
2018-01-09T06:45:42.499Z,50,,,31.8,38,,
2018-01-09T06:45:52.489Z,50,,,31.8,38.1,,
2018-01-09T06:46:02.489Z,50,,,31.8,,,
2018-01-09T06:46:12.489Z,50,,,31.8,38,,
2018-01-09T06:46:22.489Z,50,,,31.8,37.9,,
2018-01-09T06:46:32.490Z,50,,,31.8,37.8,,
2018-01-09T06:46:42.489Z,50,,,31.8,37.6,,
2018-01-09T06:46:52.489Z,50,,,31.8,,,
2018-01-09T06:47:02.489Z,50,,,31.8,,,
2018-01-09T06:47:12.489Z,50,,,31.8,,,
2018-01-09T06:47:22.489Z,50,,,31.8,37.5,,
2018-01-09T06:47:32.552Z,50,,,31.8,,,
2018-01-09T06:47:42.512Z,50,,,31.8,37.4,,
2018-01-09T06:47:52.488Z,50,,,31.8,,,
2018-01-09T06:48:02.491Z,50,,,31.8,37.3,,
2018-01-09T06:48:12.489Z,50,,,31.8,,,
2018-01-09T06:48:22.488Z,50,,,31.6,,,
2018-01-09T06:48:32.489Z,50,,,31.8,,,
2018-01-09T06:48:42.488Z,50,,,31.8,,,
2018-01-09T06:48:52.488Z,50,,,31.8,,,
2018-01-09T06:49:02.504Z,50,,,31.8,,,
2018-01-09T06:49:12.519Z,50,,,31.6,,,
2018-01-09T06:49:22.566Z,50,,,31.6,,,
2018-01-09T06:49:32.541Z,50,,,31.6,,,
2018-01-09T06:49:42.521Z,50,,,31.6,,,
2018-01-09T06:49:52.531Z,50,,,31.6,,,
2018-01-09T06:50:02.549Z,50,,,31.6,,,
2018-01-09T06:50:12.544Z,50,,,31.6,,,
2018-01-09T06:50:22.605Z,50,,,31.6,,,
2018-01-09T06:50:32.535Z,50,59,0,31.6,37.3,1,0
2018-01-09T06:50:42.579Z,50,,,31.6,,,
2018-01-09T06:50:52.647Z,50,,,31.6,,,
2018-01-09T06:51:02.502Z,50,,,31.6,37.4,,
2018-01-09T06:51:12.492Z,50,,,31.6,,,
2018-01-09T06:51:22.509Z,50,,,31.6,,,
2018-01-09T06:51:32.491Z,50,,,31.6,,,
2018-01-09T06:51:42.496Z,50,,,31.5,37.5,,
2018-01-09T06:51:52.500Z,50,,,31.5,,,
2018-01-09T06:52:02.503Z,50,,,31.5,,,
2018-01-09T06:52:12.488Z,50,,,31.5,,,
2018-01-09T06:52:22.491Z,50,,,31.5,,,
2018-01-09T06:52:32.497Z,50,,,31.5,,,
2018-01-09T06:52:42.491Z,50,,,31.5,37.6,,
2018-01-09T06:52:52.494Z,50,,,31.5,,,
2018-01-09T06:53:02.487Z,50,,,31.5,,,
2018-01-09T06:53:12.488Z,50,,,31.5,,,
2018-01-09T06:53:22.510Z,50,,,31.5,,,
2018-01-09T06:53:32.502Z,50,,,31.5,,,
2018-01-09T06:53:42.511Z,50,,,31.5,,,
2018-01-09T06:53:52.507Z,50,,,31.5,,,
2018-01-09T06:54:02.501Z,50,,,31.5,,,
2018-01-09T06:54:12.518Z,50,,,31.5,,,
2018-01-09T06:54:22.507Z,50,,,31.4,,,
2018-01-09T06:54:32.487Z,50,,,31.4,,,
2018-01-09T06:54:42.513Z,50,,,31.4,,,
2018-01-09T06:54:52.488Z,50,,,31.4,,,
2018-01-09T06:55:02.493Z,50,,,31.4,,,
2018-01-09T06:55:12.487Z,50,,,31.4,,,
2018-01-09T06:55:22.514Z,50,,,31.4,,,
2018-01-09T06:55:32.507Z,50,,,31.4,,,
2018-01-09T06:55:42.487Z,50,,,31.4,,,
2018-01-09T06:55:52.542Z,50,,,31.4,,,
2018-01-09T06:56:02.557Z,50,,,31.4,,,
2018-01-09T06:56:12.490Z,50,,,31.4,,,
2018-01-09T06:56:22.506Z,50,,,31.3,,,
2018-01-09T06:56:32.604Z,50,,,31.4,,,
2018-01-09T06:56:42.502Z,50,,,31.3,,,
2018-01-09T06:56:52.546Z,50,,,31.3,,,
2018-01-09T06:57:02.520Z,50,,,31.3,,,
2018-01-09T06:57:12.536Z,50,,,31.3,,,
2018-01-09T06:57:22.547Z,50,,,31.3,37.5,,
2018-01-09T06:57:32.537Z,50,,,31.3,,,
2018-01-09T06:57:42.507Z,50,,,31.3,,,
2018-01-09T06:57:52.497Z,50,,,31.3,,,
2018-01-09T06:58:02.532Z,50,,,31.3,,,
2018-01-09T06:58:12.526Z,50,,,31.3,,,
2018-01-09T06:58:22.534Z,50,,,31.2,,,
2018-01-09T06:58:32.521Z,50,,,31.2,,,
2018-01-09T06:58:42.569Z,50,,,31.2,,,
2018-01-09T06:58:52.580Z,50,,,31.2,,,
2018-01-09T06:59:02.581Z,50,,,31.2,,,
2018-01-09T06:59:12.595Z,50,,,31.2,,,
2018-01-09T06:59:22.585Z,50,,,31.2,,,
2018-01-09T06:59:32.569Z,50,,,31.2,37.4,,
2018-01-09T06:59:42.543Z,50,,,31.2,,,
2018-01-09T06:59:52.526Z,50,,39,31.2,41.4,1,0
2018-01-09T07:00:02.566Z,50,,29,31.2,43.4,,
2018-01-09T07:00:12.522Z,,,29,,40.7,,
2018-01-09T07:00:22.513Z,50,,,31.2,38.7,,
2018-01-09T07:00:32.551Z,50,,30,31,37.8,,
2018-01-09T07:00:42.505Z,50,,,31,37.3,,
2018-01-09T07:00:52.534Z,50,,29,31,37.5,,
2018-01-09T07:01:02.540Z,50,,,31,38,,
2018-01-09T07:01:12.531Z,,,,,38.3,,
2018-01-09T07:01:22.502Z,50,,,31,38.6,,
