Time,HwTOutlet,PrimT,ActPow,HwActive,PrimTSet,HwTSet,ChActive
2018-02-13T05:23:28.541Z,31.8,43.9,29,,,50,
2018-02-13T05:23:38.541Z,,44.1,30,,,,
2018-02-13T05:23:48.542Z,31.8,44.2,,,,50,
2018-02-13T05:23:58.553Z,,43.6,0,0,,,2
2018-02-13T05:24:08.542Z,31.8,41.1,,,,50,
2018-02-13T05:24:18.542Z,31.8,40,,,,50,
2018-02-13T05:24:28.541Z,,39.6,,,,,
2018-02-13T05:24:38.541Z,31.8,39.5,,,,50,
2018-02-13T05:24:48.541Z,31.8,39.4,,,,50,
2018-02-13T05:24:58.541Z,31.8,,,,,50,
2018-02-13T05:25:08.542Z,,39.4,,,,,
2018-02-13T05:25:18.541Z,31.8,,,,,50,
2018-02-13T05:25:28.541Z,31.8,,,,,50,
2018-02-13T05:25:38.541Z,,39.1,,,,,
2018-02-13T05:25:48.541Z,31.8,38.9,,,,50,
2018-02-13T05:25:58.543Z,,38.8,,,,,
2018-02-13T05:26:08.541Z,31.8,,,,,50,
2018-02-13T05:26:18.541Z,31.8,,,,,50,
2018-02-13T05:26:38.543Z,31.8,38.7,,,,50,
2018-02-13T05:26:48.541Z,31.9,38.6,,,,50,
2018-02-13T05:26:58.548Z,31.9,,,,,50,
2018-02-13T05:27:18.541Z,31.9,,,,,50,
2018-02-13T05:27:28.541Z,31.9,,,,,50,
2018-02-13T05:27:38.541Z,,38.5,,,,,
2018-02-13T05:27:48.541Z,31.9,,,,,50,
2018-02-13T05:27:58.542Z,31.9,,,,,50,
2018-02-13T05:28:18.541Z,31.9,,,,,50,
2018-02-13T05:28:28.541Z,31.9,,,,,50,
2018-02-13T05:28:48.541Z,31.9,,,,,50,
2018-02-13T05:28:58.541Z,31.9,,,,,50,
2018-02-13T05:29:18.541Z,31.9,,,,,50,
2018-02-13T05:29:28.541Z,31.9,,,,,50,
2018-02-13T05:29:38.541Z,,38.6,,,,,
2018-02-13T05:29:48.541Z,31.9,,,,,50,
2018-02-13T05:29:58.541Z,31.9,,,,,50,
2018-02-13T05:30:18.541Z,31.9,38.7,,,,50,
2018-02-13T05:30:28.541Z,31.9,,,,,50,
2018-02-13T05:30:48.542Z,31.9,,,,,50,
2018-02-13T05:30:58.541Z,31.9,,,,,50,
2018-02-13T05:31:08.541Z,,38.8,,,,,
2018-02-13T05:31:18.541Z,31.9,,,,,50,
2018-02-13T05:31:28.541Z,31.9,,,,,50,
2018-02-13T05:31:48.541Z,31.8,,,,,50,
2018-02-13T05:31:58.542Z,31.9,,,,,50,
2018-02-13T05:32:08.543Z,,38.9,,,,,
2018-02-13T05:32:18.541Z,31.8,,,,,50,
2018-02-13T05:32:28.541Z,31.8,,,,,50,
2018-02-13T05:32:48.542Z,31.8,,,,,50,
2018-02-13T05:32:58.541Z,31.8,,,,,50,
2018-02-13T05:33:18.541Z,31.8,,,,,50,
2018-02-13T05:33:28.541Z,31.8,,,,,50,
2018-02-13T05:33:48.541Z,31.8,,,,,50,
2018-02-13T05:33:58.541Z,31.8,,,,,50,
2018-02-13T05:34:18.554Z,31.8,,,,,50,
2018-02-13T05:34:28.542Z,31.8,,,,,50,
2018-02-13T05:34:38.541Z,,38.8,,,,,
2018-02-13T05:34:48.541Z,31.8,,,,,50,
2018-02-13T05:34:58.541Z,31.8,,,,,50,
2018-02-13T05:35:18.541Z,31.8,,,,,50,
2018-02-13T05:35:28.542Z,31.8,,,,,50,
2018-02-13T05:35:48.541Z,31.8,,,,,50,
2018-02-13T05:35:58.542Z,31.8,,,,,50,
2018-02-13T05:36:08.541Z,,38.7,,,,,
2018-02-13T05:36:18.541Z,31.8,,,,,50,
2018-02-13T05:36:28.542Z,31.6,,,,,50,
2018-02-13T05:36:48.541Z,31.6,,,,,50,
2018-02-13T05:36:58.541Z,31.6,,,,,50,
2018-02-13T05:37:18.541Z,31.6,,,,,50,
2018-02-13T05:37:28.542Z,31.6,,,,,50,
2018-02-13T05:37:38.541Z,,38.6,,,,,
2018-02-13T05:37:48.541Z,31.6,,,,,50,
2018-02-13T05:37:58.541Z,31.6,,,,,50,
2018-02-13T05:38:18.541Z,31.6,,,,,50,
2018-02-13T05:38:28.542Z,31.6,,,,,50,
2018-02-13T05:38:48.541Z,31.6,38.5,,,,50,
2018-02-13T05:38:58.541Z,31.6,,,,,50,
2018-02-13T05:39:18.542Z,31.5,,,,,50,
2018-02-13T05:39:28.541Z,31.5,,,,,50,
2018-02-13T05:39:48.541Z,31.5,38.4,,,,50,
2018-02-13T05:39:58.541Z,31.5,39.1,44,0,,50,2
2018-02-13T05:40:08.543Z,,44.4,31,,,,
2018-02-13T05:40:18.541Z,31.5,41.7,29,,,50,
2018-02-13T05:40:28.541Z,31.5,40.6,30,,,50,
2018-02-13T05:40:38.541Z,31.5,38.5,30,,,50,
2018-02-13T05:40:48.541Z,31.5,37.8,30,,,50,
2018-02-13T05:40:58.545Z,31.5,37.9,29,,,50,
2018-02-13T05:41:08.542Z,31.5,38.4,,,,50,
2018-02-13T05:41:18.541Z,31.5,38.8,,,,50,
2018-02-13T05:41:28.548Z,,39.2,29,,,,
2018-02-13T05:41:38.546Z,31.5,39.4,30,,,50,
2018-02-13T05:41:48.541Z,31.5,,,,,50,
2018-02-13T05:41:58.541Z,31.5,39.5,29,,,50,
2018-02-13T05:42:08.541Z,,39.7,,,,,
2018-02-13T05:42:18.541Z,31.5,39.9,30,,,50,
2018-02-13T05:42:28.541Z,,40.1,29,,,,
2018-02-13T05:42:38.544Z,31.5,40.3,30,,,50,
2018-02-13T05:42:48.541Z,31.5,,,,,50,
2018-02-13T05:42:58.541Z,31.5,40.5,,,,50,
2018-02-13T05:43:08.543Z,,40.9,29,,,,
2018-02-13T05:43:18.541Z,31.5,41,29,,,50,
2018-02-13T05:43:28.541Z,31.5,41.1,30,,,50,
2018-02-13T05:43:38.541Z,31.5,,,,,50,
2018-02-13T05:43:48.544Z,,41.4,29,,,,
2018-02-13T05:43:58.542Z,31.4,41.5,,,,50,
2018-02-13T05:44:08.541Z,31.4,41.7,30,,,50,
2018-02-13T05:44:18.541Z,31.5,,,,,50,
2018-02-13T05:44:28.552Z,,41.9,29,,,,
2018-02-13T05:44:38.564Z,31.5,42,,,,50,
2018-02-13T05:44:48.541Z,31.5,42.2,30,,,50,
2018-02-13T05:44:58.541Z,31.5,,,,,50,
2018-02-13T05:45:08.541Z,,42.4,29,,,,
2018-02-13T05:45:18.541Z,31.5,42.7,30,,,50,
2018-02-13T05:45:28.541Z,31.5,,,,,50,
2018-02-13T05:45:38.552Z,,43,30,,,,
2018-02-13T05:45:48.541Z,31.5,43.1,29,,,50,
2018-02-13T05:45:58.541Z,31.5,,,,,50,
2018-02-13T05:46:08.541Z,,43.4,30,,,,
2018-02-13T05:46:18.541Z,31.5,43.5,,,,50,
2018-02-13T05:46:28.544Z,31.5,,,,,50,
2018-02-13T05:46:38.556Z,,43.8,29,,,,
2018-02-13T05:46:48.562Z,31.5,,,,,50,
2018-02-13T05:46:58.541Z,,44.1,30,,,,
2018-02-13T05:47:08.541Z,31.5,44.3,29,,,50,
2018-02-13T05:47:18.541Z,31.5,,,,,50,
2018-02-13T05:47:28.541Z,,44.5,,,,,
2018-02-13T05:47:38.577Z,31.6,44.7,,,,50,
2018-02-13T05:47:48.541Z,31.6,,,,,50,
2018-02-13T05:47:58.541Z,31.6,44.8,,,,50,
2018-02-13T05:48:08.541Z,,45.2,,,,,
2018-02-13T05:48:18.541Z,31.6,45.3,,,,50,
2018-02-13T05:48:28.543Z,31.6,,,,,50,
2018-02-13T05:48:38.541Z,,45.4,,,,,
2018-02-13T05:48:48.541Z,31.6,45.6,,,,50,
2018-02-13T05:48:58.541Z,31.6,,,,,50,
2018-02-13T05:49:08.541Z,,45.9,29,,,,
2018-02-13T05:49:18.541Z,31.6,,,,,50,
2018-02-13T05:49:28.542Z,,46,,,,,
2018-02-13T05:49:38.542Z,31.6,46.1,,,,50,
2018-02-13T05:49:48.542Z,31.8,,,,,50,
2018-02-13T05:49:58.548Z,31.8,46.2,,,,50,
2018-02-13T05:50:08.541Z,,46.5,,,,,
2018-02-13T05:50:18.541Z,31.8,46.6,,,,50,
2018-02-13T05:50:28.587Z,31.8,,,,,50,
2018-02-13T05:50:38.541Z,,46.8,,,,,
2018-02-13T05:50:48.565Z,31.8,46.2,0,0,,50,2
2018-02-13T05:50:58.541Z,31.8,43.7,,,,50,
2018-02-13T05:51:08.541Z,31.8,42.6,,,,50,
2018-02-13T05:51:18.541Z,31.9,42.1,,,,50,
2018-02-13T05:51:28.541Z,31.9,42,,,,50,
2018-02-13T05:51:38.541Z,,41.9,,,,,
2018-02-13T05:51:48.552Z,31.9,,,,,50,
2018-02-13T05:51:58.541Z,31.9,,,,,50,
2018-02-13T05:52:18.541Z,31.9,41.7,,,,50,
2018-02-13T05:52:28.541Z,31.9,,,,,50,
2018-02-13T05:52:38.541Z,,41.4,,,,,
2018-02-13T05:52:48.548Z,32,,,,,50,
2018-02-13T05:52:58.541Z,32,,,,,50,
2018-02-13T05:53:08.540Z,,41.3,,,,,
2018-02-13T05:53:18.541Z,32,,,,,50,
2018-02-13T05:53:28.541Z,32,,,,,50,
2018-02-13T05:53:38.541Z,,41.1,,,,,
2018-02-13T05:53:48.541Z,32,,,,,50,
2018-02-13T05:53:58.541Z,32,41,,,,50,
2018-02-13T05:54:08.540Z,32,,,,,50,
2018-02-13T05:54:18.541Z,32,,,,,50,
2018-02-13T05:54:38.541Z,32,,,,,50,
2018-02-13T05:54:48.558Z,32.1,,,,,50,
2018-02-13T05:54:58.541Z,32.1,,,,,50,
2018-02-13T05:55:18.546Z,32.1,,,,,50,
2018-02-13T05:55:28.540Z,,40.9,,,,,
2018-02-13T05:55:38.546Z,32.1,40.9,,,,50,
2018-02-13T05:55:48.541Z,32.1,40.9,,,,50,
2018-02-13T05:55:58.540Z,32.1,41,,,,50,
2018-02-13T05:56:08.541Z,32.1,,,,,50,
2018-02-13T05:56:18.541Z,32.1,,,,,50,
2018-02-13T05:56:28.541Z,32.1,,,,,50,
2018-02-13T05:56:48.541Z,32.1,,,,,50,
2018-02-13T05:56:58.543Z,32.1,41.1,,,,50,
2018-02-13T05:57:18.542Z,32.1,,,,,50,
2018-02-13T05:57:28.540Z,32.1,,,,,50,
2018-02-13T05:57:38.541Z,,41.2,,,,,
2018-02-13T05:57:48.541Z,32.1,,,,,50,
2018-02-13T05:57:58.542Z,32.1,,,,,50,
2018-02-13T05:58:18.540Z,32.2,,,,,50,
2018-02-13T05:58:28.557Z,32.2,,,,,50,
2018-02-13T05:58:38.541Z,,41.3,,,,,
2018-02-13T05:58:48.546Z,32.1,,,,,50,
2018-02-13T05:58:58.541Z,32.2,,,,,50,
2018-02-13T05:59:18.541Z,32.2,,,,,50,
2018-02-13T05:59:38.542Z,32.2,,,,,50,
2018-02-13T05:59:48.544Z,32.2,,,,,50,
2018-02-13T05:59:58.541Z,32.2,,,,,50,
2018-02-13T06:00:18.541Z,32.2,,,,,50,
2018-02-13T06:00:28.541Z,32.2,,,,,50,
2018-02-13T06:00:48.541Z,32.2,,,,,50,
2018-02-13T06:00:58.541Z,32.2,41.2,,,,50,
2018-02-13T06:01:18.540Z,32.2,,,,,50,
2018-02-13T06:01:28.540Z,32.2,,,,,50,
2018-02-13T06:01:48.556Z,32.1,,,,,50,
2018-02-13T06:01:58.541Z,32.2,,,,,50,
2018-02-13T06:02:08.543Z,,41.1,,,,,
2018-02-13T06:02:18.543Z,32.1,,,,,50,
2018-02-13T06:02:28.541Z,32.1,,,,,50,
2018-02-13T06:02:48.543Z,32.1,,,,,50,
2018-02-13T06:03:08.544Z,32.1,,,,,50,
2018-02-13T06:03:18.541Z,32.1,,,,,50,
2018-02-13T06:03:28.540Z,32.1,41,0,0,59,50,2
2018-02-13T06:03:48.541Z,32.1,,,,,50,
2018-02-13T06:04:08.565Z,32.1,,,,,50,
2018-02-13T06:04:18.541Z,32.1,40.9,,,,50,
2018-02-13T06:04:28.540Z,32.1,,,,,50,
2018-02-13T06:04:38.540Z,32.1,,,,,50,
2018-02-13T06:04:58.545Z,32.1,,,,,50,
2018-02-13T06:05:08.544Z,32.1,40.8,,,,50,
2018-02-13T06:05:28.541Z,32.1,,,,,50,
2018-02-13T06:05:38.544Z,32.1,,,,,50,
2018-02-13T06:05:58.541Z,32.1,,,,,50,
2018-02-13T06:06:08.540Z,32.1,40.7,,,,50,
2018-02-13T06:06:18.542Z,32,,,,,50,
2018-02-13T06:06:38.540Z,32,,,,,50,
2018-02-13T06:06:48.566Z,32,,,,,50,
2018-02-13T06:06:58.543Z,32,,,,,50,
2018-02-13T06:07:08.540Z,32,40.6,,,,50,
2018-02-13T06:07:18.543Z,32,,,,,50,
2018-02-13T06:07:38.540Z,32,,,,,50,
2018-02-13T06:07:48.540Z,32,,,,,50,
2018-02-13T06:08:08.540Z,32,40.5,,,,50,
2018-02-13T06:08:18.540Z,32,,,,,50,
2018-02-13T06:08:38.540Z,32,40.4,,,,50,
2018-02-13T06:08:48.540Z,32,,,,,50,
2018-02-13T06:09:08.540Z,32,,,,,50,
2018-02-13T06:09:18.540Z,31.9,,,,,50,
2018-02-13T06:09:38.540Z,32,40.3,,,,50,
2018-02-13T06:09:48.541Z,31.9,,,,,50,
2018-02-13T06:10:08.555Z,31.9,,,,,50,
2018-02-13T06:10:18.542Z,31.9,,,,,50,
2018-02-13T06:10:38.540Z,31.9,40.2,,,,50,
2018-02-13T06:10:48.540Z,31.9,,,,,50,
2018-02-13T06:11:08.540Z,31.9,,,,,50,
2018-02-13T06:11:18.540Z,31.9,,,,,50,
2018-02-13T06:11:28.540Z,31.9,,,,,50,
2018-02-13T06:11:38.540Z,31.9,40.1,,,,50,
2018-02-13T06:11:48.540Z,31.9,,,,,50,
2018-02-13T06:12:08.541Z,31.9,,,,,50,
2018-02-13T06:12:18.540Z,31.9,,,,,50,
2018-02-13T06:12:38.541Z,31.9,40,,,,50,
2018-02-13T06:12:48.541Z,31.9,,,0,,50,2
2018-02-13T06:12:58.550Z,31.8,44.3,38,,,50,
2018-02-13T06:13:08.546Z,31.8,44.9,29,,,50,
2018-02-13T06:13:18.541Z,31.8,41.9,30,,,50,
2018-02-13T06:13:28.541Z,31.8,38.5,29,,,50,
2018-02-13T06:13:38.540Z,31.8,37.9,,,,50,
2018-02-13T06:13:48.540Z,31.8,37.4,,,,50,
2018-02-13T06:13:58.543Z,31.8,37.2,,,,50,
2018-02-13T06:14:08.540Z,31.8,38,,,,50,
2018-02-13T06:14:18.540Z,,38.1,,,,,
2018-02-13T06:14:28.550Z,31.8,38.5,,,,50,
2018-02-13T06:14:38.541Z,31.8,,30,,,50,
2018-02-13T06:14:48.543Z,31.8,38.6,29,,,50,
2018-02-13T06:14:58.541Z,31.8,38.7,,,,50,
2018-02-13T06:15:08.541Z,31.8,39.1,33,,,50,
2018-02-13T06:15:18.541Z,31.8,39.2,29,,,50,
2018-02-13T06:15:28.540Z,31.8,39.4,,,,50,
2018-02-13T06:15:38.541Z,31.8,39.7,30,,,50,
2018-02-13T06:15:48.549Z,31.8,40,29,,,50,
2018-02-13T06:15:58.565Z,31.8,40.1,,,,50,
2018-02-13T06:16:08.540Z,31.8,40.3,30,,,50,
2018-02-13T06:16:18.541Z,31.8,40.5,29,,,50,
2018-02-13T06:16:28.540Z,31.8,40.6,,,,50,
2018-02-13T06:16:38.540Z,31.8,41,,,,50,
2018-02-13T06:16:48.540Z,31.8,,,,,50,
2018-02-13T06:16:58.540Z,31.8,41.1,,,,50,
2018-02-13T06:17:08.540Z,31.8,41.3,30,,,50,
2018-02-13T06:17:18.540Z,31.8,41.4,29,,,50,
2018-02-13T06:17:28.540Z,31.6,41.6,,,,50,
2018-02-13T06:17:38.557Z,31.8,41.7,,,,50,
2018-02-13T06:17:48.540Z,31.8,41.9,,,,50,
2018-02-13T06:17:58.541Z,31.8,42,,,,50,
2018-02-13T06:18:08.540Z,31.8,42.1,,,,50,
2018-02-13T06:18:18.543Z,31.8,42.3,,,,50,
2018-02-13T06:18:28.540Z,31.8,42.4,,,,50,
2018-02-13T06:18:38.542Z,31.8,42.6,,,,50,
2018-02-13T06:18:48.540Z,31.8,42.7,,,,50,
2018-02-13T06:18:58.541Z,31.8,43,30,,,50,
2018-02-13T06:19:08.541Z,31.8,,,,,50,
2018-02-13T06:19:18.540Z,31.8,43.1,,,,50,
2018-02-13T06:19:28.540Z,31.8,43.2,29,,,50,
2018-02-13T06:19:38.540Z,31.8,43.4,30,,,50,
2018-02-13T06:19:48.550Z,31.8,,29,,,50,
2018-02-13T06:19:58.662Z,31.8,43.6,,,,50,
2018-02-13T06:20:08.540Z,31.8,43.7,30,,,50,
2018-02-13T06:20:18.540Z,31.8,44,,,,50,
2018-02-13T06:20:28.561Z,31.8,,29,,,50,
2018-02-13T06:20:38.540Z,31.8,44.1,,,,50,
2018-02-13T06:20:48.542Z,31.8,,,,,50,
2018-02-13T06:20:58.541Z,31.8,44.4,0,0,,50,2
2018-02-13T06:21:08.540Z,31.8,42.8,,,,50,
2018-02-13T06:21:18.546Z,31.8,41,,,,50,
2018-02-13T06:21:28.540Z,31.8,39.9,,,,50,
2018-02-13T06:21:38.540Z,31.9,39.7,,,,50,
2018-02-13T06:21:48.540Z,31.9,,,,,50,
2018-02-13T06:21:58.561Z,31.9,39.6,,,,50,
2018-02-13T06:22:08.540Z,31.9,,,,,50,
2018-02-13T06:22:28.548Z,31.9,39.5,,,,50,
2018-02-13T06:22:38.541Z,31.9,,,,,50,
2018-02-13T06:22:48.633Z,31.9,39.2,,,,50,
2018-02-13T06:22:58.563Z,31.9,39.1,,,,50,
2018-02-13T06:23:08.540Z,31.9,,,,,50,
2018-02-13T06:23:18.545Z,31.9,38.9,,,,50,
2018-02-13T06:23:28.540Z,31.9,38.9,,,,50,
2018-02-13T06:23:48.541Z,31.9,38.8,,,,50,
2018-02-13T06:23:58.542Z,31.9,,,,,50,
2018-02-13T06:24:08.546Z,,38.7,,,,,
2018-02-13T06:24:18.551Z,31.9,,,,,50,
2018-02-13T06:24:28.540Z,31.9,,,,,50,
2018-02-13T06:24:48.540Z,31.9,,,,,50,
2018-02-13T06:24:58.540Z,31.9,,,,,50,
2018-02-13T06:25:08.540Z,31.9,,,,,50,
2018-02-13T06:25:28.540Z,31.9,,,,,50,
2018-02-13T06:25:38.540Z,31.9,,,,,50,
2018-02-13T06:25:58.540Z,31.9,,,,,50,
2018-02-13T06:26:08.540Z,31.9,,,,,50,
2018-02-13T06:26:28.541Z,31.9,,,,,50,
2018-02-13T06:26:38.540Z,31.9,,,,,50,
2018-02-13T06:26:58.544Z,31.9,,,,,50,
2018-02-13T06:27:08.542Z,31.9,,,,,50,
2018-02-13T06:27:18.540Z,,38.8,,,,,
2018-02-13T06:27:28.542Z,31.9,,,,,50,
2018-02-13T06:27:38.540Z,31.9,,,,,50,
2018-02-13T06:27:48.540Z,,38.9,,,,,
2018-02-13T06:27:58.540Z,31.9,,,,,50,
2018-02-13T06:28:08.540Z,31.9,,,,,50,
2018-02-13T06:28:28.553Z,31.9,,,,,50,
2018-02-13T06:28:38.547Z,,39.1,,,,,
2018-02-13T06:28:48.591Z,31.9,,,,,50,
2018-02-13T06:28:58.540Z,31.9,,,,,50,
2018-02-13T06:29:08.539Z,31.9,,,,,50,
2018-02-13T06:29:28.540Z,31.9,,,,,50,
2018-02-13T06:29:38.541Z,31.9,,,,,50,
2018-02-13T06:29:58.540Z,31.9,,,,,50,
2018-02-13T06:30:08.745Z,31.9,,,,,50,
2018-02-13T06:30:28.561Z,31.9,,,,,50,
2018-02-13T06:30:38.552Z,31.8,,,,,50,
2018-02-13T06:30:58.540Z,31.8,,,,,50,
2018-02-13T06:31:08.546Z,31.8,38.9,,,,50,
2018-02-13T06:31:18.540Z,31.8,39.1,,,,50,
2018-02-13T06:31:28.560Z,,38.9,,,,,
2018-02-13T06:31:38.553Z,31.8,,,,,50,
2018-02-13T06:31:48.540Z,31.8,,,,,50,
2018-02-13T06:31:58.543Z,31.8,,,,,50,
2018-02-13T06:32:18.555Z,31.8,,,,,50,
2018-02-13T06:32:28.540Z,31.8,,,,,50,
2018-02-13T06:32:48.540Z,31.8,,,,,50,
2018-02-13T06:32:58.542Z,31.8,38.8,,,,50,
2018-02-13T06:33:08.540Z,31.8,,,,,50,
2018-02-13T06:33:28.540Z,31.8,,,,,50,
2018-02-13T06:33:38.548Z,31.8,,,,,50,
2018-02-13T06:33:58.557Z,31.8,,,,,50,
2018-02-13T06:34:08.540Z,31.8,,,,,50,
2018-02-13T06:34:18.539Z,,38.7,,,,,
2018-02-13T06:34:28.540Z,31.8,,,,,50,
2018-02-13T06:34:38.539Z,31.6,,,,,50,
2018-02-13T06:34:58.543Z,31.6,,,,,50,
2018-02-13T06:35:08.540Z,31.6,,,,,50,
2018-02-13T06:35:28.541Z,31.6,38.6,,,,50,
2018-02-13T06:35:38.550Z,31.6,,,,,50,
2018-02-13T06:35:58.542Z,31.6,,,,,50,
2018-02-13T06:36:08.549Z,31.6,,,,,50,
2018-02-13T06:36:28.540Z,31.6,,,,,50,
2018-02-13T06:36:38.540Z,31.6,,,,,50,
2018-02-13T06:36:48.539Z,,38.5,,,,,
2018-02-13T06:36:58.540Z,31.5,,,,,50,
2018-02-13T06:37:08.540Z,31.5,,,,,50,
2018-02-13T06:37:18.597Z,31.5,,,,,50,
2018-02-13T06:37:28.541Z,31.5,39.1,44,0,,50,2
2018-02-13T06:37:38.597Z,31.5,43.3,36,,,50,
2018-02-13T06:37:48.540Z,31.5,42.6,30,,,50,
2018-02-13T06:37:58.540Z,31.5,41.4,29,,,50,
2018-02-13T06:38:08.543Z,31.5,39.4,30,,,50,
2018-02-13T06:38:18.550Z,31.5,38.2,29,,,50,
2018-02-13T06:38:28.540Z,,37.7,,,,,
2018-02-13T06:38:38.539Z,31.5,37.8,30,,,50,
2018-02-13T06:38:48.539Z,,38.3,29,,,,
2018-02-13T06:38:58.540Z,31.5,38.7,,,,50,
2018-02-13T06:39:08.539Z,31.5,38.9,,,,50,
2018-02-13T06:39:18.542Z,,39.1,30,,,,
2018-02-13T06:39:28.589Z,31.5,39.3,29,,,50,
2018-02-13T06:39:38.551Z,31.5,,,,,50,
2018-02-13T06:39:48.539Z,,39.6,30,,,,
2018-02-13T06:39:58.539Z,31.5,39.8,,,,50,
2018-02-13T06:40:08.539Z,,40,29,,,,
2018-02-13T06:40:18.540Z,31.5,40.2,,,,50,
2018-02-13T06:40:28.539Z,31.5,,,,,50,
2018-02-13T06:40:38.539Z,,40.5,,,,,
2018-02-13T06:40:48.540Z,31.5,40.7,,,,50,
2018-02-13T06:40:58.539Z,31.5,40.9,,,,50,
2018-02-13T06:41:08.539Z,,41,,,,,
2018-02-13T06:41:18.540Z,31.5,41.2,30,,,50,
2018-02-13T06:41:28.539Z,31.5,,,,,50,
2018-02-13T06:41:38.540Z,,41.6,29,,,,
2018-02-13T06:41:48.539Z,31.5,41.7,0,0,,50,2
2018-02-13T06:41:58.545Z,31.5,39.9,,,,50,
2018-02-13T06:42:08.540Z,31.5,38.2,,,,50,
2018-02-13T06:42:18.540Z,31.5,37.1,,,,50,
2018-02-13T06:42:28.603Z,,36.8,,,,,
2018-02-13T06:42:38.543Z,31.5,,,,,50,
2018-02-13T06:42:48.540Z,31.5,,,,,50,
2018-02-13T06:42:58.588Z,31.5,36.8,,,,50,
2018-02-13T06:43:08.539Z,,36.7,,,,,
2018-02-13T06:43:18.543Z,31.5,36.6,,,,50,
2018-02-13T06:43:28.551Z,31.5,,,,,50,
2018-02-13T06:43:38.594Z,,36.4,,,,,
2018-02-13T06:43:48.580Z,31.5,36.3,,,,50,
2018-02-13T06:43:58.553Z,31.5,,,,,50,
2018-02-13T06:44:08.539Z,31.5,,,,,50,
2018-02-13T06:44:28.549Z,31.5,36.3,44,0,,50,2
2018-02-13T06:44:38.539Z,31.5,42.3,34,,,50,
2018-02-13T06:44:48.539Z,31.4,43.7,29,,,50,
2018-02-13T06:44:58.556Z,31.5,42.7,,,,50,
2018-02-13T06:45:08.544Z,31.4,42.1,30,,,50,
2018-02-13T06:45:18.541Z,,41.8,29,,,,
2018-02-13T06:45:28.573Z,31.5,41.7,,,,50,
2018-02-13T06:45:38.570Z,31.5,,,,,50,
2018-02-13T06:45:48.575Z,31.5,41.8,,,,50,
2018-02-13T06:45:58.578Z,31.5,42.1,30,,,50,
2018-02-13T06:46:08.541Z,,42.2,29,,,,
2018-02-13T06:46:18.541Z,31.5,42.3,30,,,50,
2018-02-13T06:46:28.539Z,31.5,,,,,50,
2018-02-13T06:46:38.539Z,,42.7,29,,,,
2018-02-13T06:46:48.539Z,31.5,42.9,30,,,50,
2018-02-13T06:46:58.539Z,31.5,43,29,,,50,
2018-02-13T06:47:08.539Z,,43.1,,,,,
2018-02-13T06:47:18.546Z,31.5,43.3,,,,50,
2018-02-13T06:47:28.539Z,31.5,,,,,50,
2018-02-13T06:47:38.539Z,,43.5,,,,,
2018-02-13T06:47:48.538Z,31.5,43.6,,,,50,
2018-02-13T06:47:58.541Z,31.5,,,,,50,
2018-02-13T06:48:08.542Z,31.5,,,,,50,
2018-02-13T06:48:18.539Z,,43.8,30,,,,
2018-02-13T06:48:28.539Z,31.5,43.9,29,,,50,
2018-02-13T06:48:38.538Z,,44,30,,,,
2018-02-13T06:48:48.539Z,31.5,44.1,29,,,50,
2018-02-13T06:48:58.539Z,31.5,44.2,,,,50,
2018-02-13T06:49:08.541Z,31.5,,,,,50,
2018-02-13T06:49:18.539Z,,44.4,30,,,,
2018-02-13T06:49:28.538Z,31.5,44.6,29,,,50,
2018-02-13T06:49:38.539Z,31.5,,,,,50,
2018-02-13T06:49:48.552Z,31.6,45,0,0,,50,2
2018-02-13T06:49:58.539Z,31.6,42.9,,,,50,
2018-02-13T06:50:08.548Z,31.6,41.4,,,,50,
2018-02-13T06:50:18.538Z,31.6,40.5,,,,50,
2018-02-13T06:50:28.539Z,,40.2,,,,,
2018-02-13T06:50:38.539Z,31.6,40.1,,,,50,
2018-02-13T06:50:48.571Z,31.6,,,,,50,
2018-02-13T06:50:58.539Z,31.6,,,,,50,
2018-02-13T06:51:18.539Z,31.6,,,,,50,
2018-02-13T06:51:28.538Z,,39.9,,,,,
2018-02-13T06:51:38.538Z,31.6,39.8,,,,50,
2018-02-13T06:51:48.540Z,31.6,,,,,50,
2018-02-13T06:51:58.539Z,31.8,39.6,,,,50,
2018-02-13T06:52:18.560Z,31.8,,,,,50,
2018-02-13T06:52:28.545Z,31.8,,,,,50,
2018-02-13T06:52:38.538Z,,39.5,,,,,
2018-02-13T06:52:48.541Z,31.8,39.4,,,,50,
2018-02-13T06:52:58.538Z,31.8,,,,,50,
2018-02-13T06:53:18.579Z,31.8,39.3,,,,50,
2018-02-13T06:53:28.541Z,31.8,,,,,50,
2018-02-13T06:53:48.548Z,31.8,,,,,50,
2018-02-13T06:53:58.546Z,31.8,,,,,50,
2018-02-13T06:54:08.546Z,31.8,,,,,50,
2018-02-13T06:54:28.541Z,31.8,,,,,50,
2018-02-13T06:54:38.537Z,31.8,,,,,50,
2018-02-13T06:54:58.538Z,31.8,,,,,50,
2018-02-13T06:55:08.581Z,31.8,,,,,50,
2018-02-13T06:55:28.538Z,31.8,,,,,50,
2018-02-13T06:55:38.627Z,31.8,,,,,50,
2018-02-13T06:55:48.538Z,,39.4,,,,,
2018-02-13T06:55:58.538Z,31.8,,,,,50,
2018-02-13T06:56:08.538Z,31.8,,,,,50,
2018-02-13T06:56:28.538Z,31.8,39.5,,,,50,
2018-02-13T06:56:38.538Z,31.8,,,,,50,
