Time,ActPow,HwTSet,PrimT,HwTOutlet,PrimTSet,ChActive,HwActive
2018-01-25T00:00:09.064Z,,50,,29.8,,,
2018-01-25T00:00:19.063Z,,50,,29.8,,,
2018-01-25T00:00:29.063Z,,50,,29.7,,,
2018-01-25T00:00:39.063Z,,50,,29.8,,,
2018-01-25T00:00:49.063Z,,50,,29.7,,,
2018-01-25T00:00:59.063Z,,50,,29.7,,,
2018-01-25T00:01:09.063Z,,50,,29.7,,,
2018-01-25T00:01:19.105Z,,50,35.5,29.7,,,
2018-01-25T00:01:29.063Z,,50,,29.7,,,
2018-01-25T00:01:39.066Z,,50,,29.7,,,
2018-01-25T00:01:49.063Z,,50,,29.7,,,
2018-01-25T00:01:59.063Z,,50,,29.7,,,
2018-01-25T00:02:09.063Z,,50,,29.7,,,
2018-01-25T00:02:19.063Z,,50,,29.7,,,
2018-01-25T00:02:29.063Z,,50,,29.7,,,
2018-01-25T00:02:39.063Z,,50,,29.7,,,
2018-01-25T00:02:49.063Z,,50,,29.7,,,
2018-01-25T00:02:59.065Z,,50,,29.7,,,
2018-01-25T00:03:09.063Z,,50,35.4,29.7,,,
2018-01-25T00:03:19.063Z,,50,,29.7,,,
2018-01-25T00:03:29.063Z,,50,,29.7,,,
2018-01-25T00:03:39.064Z,,50,,29.7,,,
2018-01-25T00:03:49.063Z,,50,,29.7,,,
2018-01-25T00:03:59.063Z,,50,,29.7,,,
2018-01-25T00:04:09.071Z,,50,,29.6,,,
2018-01-25T00:04:19.062Z,,50,,29.6,,,
2018-01-25T00:04:29.064Z,,50,,29.6,,,
2018-01-25T00:04:39.063Z,,50,,29.6,,,
2018-01-25T00:04:49.063Z,,50,,29.6,,,
2018-01-25T00:04:59.066Z,,50,,29.6,,,
2018-01-25T00:05:09.063Z,,50,35.3,29.6,,,
2018-01-25T00:05:19.063Z,,50,,29.6,,,
2018-01-25T00:05:29.063Z,,50,,29.6,,,
2018-01-25T00:05:39.063Z,,50,,29.6,,,
2018-01-25T00:05:49.062Z,,50,,29.6,,,
2018-01-25T00:05:59.063Z,,50,,29.6,,,
2018-01-25T00:06:09.063Z,,50,,29.6,,,
2018-01-25T00:06:19.062Z,,50,,29.6,,,
2018-01-25T00:06:29.062Z,,50,,29.6,,,
2018-01-25T00:06:39.063Z,,50,,29.6,,,
2018-01-25T00:06:49.063Z,,50,35.2,29.6,,,
2018-01-25T00:06:59.062Z,,50,,29.6,,,
2018-01-25T00:07:09.063Z,,50,,29.5,,,
2018-01-25T00:07:19.062Z,,50,,29.5,,,
2018-01-25T00:07:29.074Z,40,50,39.2,29.5,,1,0
2018-01-25T00:07:39.063Z,29,50,40.7,29.5,,,
2018-01-25T00:07:49.062Z,29,50,38.7,29.5,,,
2018-01-25T00:07:59.064Z,,50,36.9,29.5,,,
2018-01-25T00:08:09.137Z,29,50,34.9,29.5,,,
2018-01-25T00:08:19.063Z,,50,,29.5,,,
2018-01-25T00:08:29.063Z,29,50,35.1,29.5,,,
2018-01-25T00:08:39.062Z,30,50,35.2,29.5,,,
2018-01-25T00:08:49.063Z,29,50,36,29.5,,,
2018-01-25T00:08:59.064Z,,50,,29.5,,,
2018-01-25T00:09:09.063Z,,50,36.3,29.5,,,
2018-01-25T00:09:19.062Z,,50,36.4,29.5,,,
2018-01-25T00:09:29.062Z,,50,36.6,29.5,,,
2018-01-25T00:09:39.062Z,,50,36.7,29.5,,,
2018-01-25T00:09:49.081Z,30,50,37.1,29.5,,,
2018-01-25T00:09:59.062Z,29,50,37.2,29.5,,,
2018-01-25T00:10:09.062Z,30,50,37.5,29.5,,,
2018-01-25T00:10:19.063Z,29,50,37.7,29.5,,,
2018-01-25T00:10:29.063Z,,50,38,29.5,,,
2018-01-25T00:10:39.062Z,30,50,,29.5,,,
2018-01-25T00:10:49.062Z,29,50,38.2,29.5,,,
2018-01-25T00:10:59.062Z,,50,38.4,29.5,,,
2018-01-25T00:11:09.062Z,,50,38.5,29.5,,,
2018-01-25T00:11:19.063Z,,50,38.7,29.5,,,
2018-01-25T00:11:29.062Z,30,50,39.1,29.5,,,
2018-01-25T00:11:39.063Z,,50,,29.5,,,
2018-01-25T00:11:49.063Z,29,50,39.2,29.5,,,
2018-01-25T00:11:59.062Z,,50,39.4,29.5,,,
2018-01-25T00:12:09.062Z,,50,39.5,29.5,,,
2018-01-25T00:12:19.062Z,,50,39.7,29.5,,,
2018-01-25T00:12:29.062Z,,50,39.8,29.5,,,
2018-01-25T00:12:39.062Z,,50,40,29.5,,,
2018-01-25T00:12:49.062Z,30,50,40.1,29.5,,,
2018-01-25T00:12:59.062Z,0,50,40.4,29.5,,1,0
2018-01-25T00:13:09.062Z,,50,37.7,29.5,,,
2018-01-25T00:13:19.062Z,,50,36.8,29.5,,,
2018-01-25T00:13:29.062Z,,50,35.6,29.5,,,
2018-01-25T00:13:39.065Z,,50,35.5,29.6,,,
2018-01-25T00:13:49.062Z,,50,35.4,29.6,,,
2018-01-25T00:13:59.062Z,,50,,29.6,,,
2018-01-25T00:14:09.062Z,,50,,29.6,,,
2018-01-25T00:14:19.067Z,,50,,29.6,,,
2018-01-25T00:14:29.062Z,,50,35.3,29.6,,,
2018-01-25T00:14:39.062Z,,50,35.2,29.6,,,
2018-01-25T00:14:49.062Z,,50,35.1,29.6,,,
2018-01-25T00:14:59.062Z,,50,34.9,29.6,,,
2018-01-25T00:15:09.063Z,,50,,29.6,,,
2018-01-25T00:15:19.062Z,,50,35.1,29.6,,,
2018-01-25T00:15:29.108Z,,50,35.1,29.6,,,
2018-01-25T00:15:39.084Z,,50,34.9,29.6,,,
2018-01-25T00:15:49.061Z,,50,,29.6,,,
2018-01-25T00:15:59.062Z,,50,34.8,29.6,,,
2018-01-25T00:16:09.062Z,,50,,29.6,,,
2018-01-25T00:16:19.062Z,,50,,29.6,,,
2018-01-25T00:16:29.062Z,,50,,29.6,,,
2018-01-25T00:16:39.062Z,,50,,29.6,,,
2018-01-25T00:16:49.062Z,,50,,29.6,,,
2018-01-25T00:16:59.062Z,,50,,29.6,,,
2018-01-25T00:17:09.062Z,,50,,29.6,,,
2018-01-25T00:17:19.062Z,,50,,29.6,,,
2018-01-25T00:17:29.062Z,,50,,29.6,,,
2018-01-25T00:17:39.062Z,,50,,29.6,,,
2018-01-25T00:17:49.064Z,,50,,29.6,,,
2018-01-25T00:17:59.061Z,,50,,29.6,,,
2018-01-25T00:18:09.062Z,,50,,29.6,,,
2018-01-25T00:18:19.062Z,,50,,29.6,,,
2018-01-25T00:18:29.062Z,,50,,29.6,,,
2018-01-25T00:18:39.062Z,,50,,29.6,,,
2018-01-25T00:18:49.062Z,,50,,29.6,,,
2018-01-25T00:18:59.062Z,,50,,29.6,,,
2018-01-25T00:19:09.062Z,,50,,29.6,,,
2018-01-25T00:19:19.062Z,,50,,29.6,,,
2018-01-25T00:19:29.062Z,,50,34.9,29.6,,,
2018-01-25T00:19:39.062Z,,50,,29.6,,,
2018-01-25T00:19:49.062Z,,50,,29.6,,,
2018-01-25T00:19:59.062Z,,50,,29.6,,,
2018-01-25T00:20:09.061Z,,50,35.1,29.6,,,
2018-01-25T00:20:19.061Z,,50,,29.6,,,
2018-01-25T00:20:29.062Z,,50,,29.6,,,
2018-01-25T00:20:39.062Z,,50,,29.6,,,
2018-01-25T00:20:49.062Z,,50,,29.6,,,
2018-01-25T00:20:59.063Z,,50,35.2,29.6,,,
2018-01-25T00:21:09.237Z,,50,,29.6,,,
2018-01-25T00:21:19.062Z,,50,,29.6,,,
2018-01-25T00:21:29.062Z,,50,,29.6,,,
2018-01-25T00:21:39.064Z,,50,,29.6,,,
2018-01-25T00:21:49.062Z,,50,,29.6,,,
2018-01-25T00:21:59.061Z,,50,,29.6,,,
2018-01-25T00:22:09.062Z,,50,35.3,29.6,,,
2018-01-25T00:22:19.062Z,,50,,29.6,,,
2018-01-25T00:22:29.062Z,,50,,29.6,,,
2018-01-25T00:22:39.061Z,,50,,29.6,,,
2018-01-25T00:22:49.062Z,,50,,29.6,,,
2018-01-25T00:22:59.062Z,,50,,29.6,,,
2018-01-25T00:23:09.062Z,,50,,29.6,,,
2018-01-25T00:23:19.061Z,,50,,29.6,,,
2018-01-25T00:23:29.061Z,,50,,29.6,,,
2018-01-25T00:23:39.065Z,,50,,29.6,,,
2018-01-25T00:23:49.062Z,0,50,35.3,29.6,59,1,0
2018-01-25T00:23:59.110Z,,50,,29.6,,,
2018-01-25T00:24:09.098Z,,50,,29.6,,,
2018-01-25T00:24:19.062Z,,50,,29.6,,,
2018-01-25T00:24:29.080Z,,50,,29.6,,,
2018-01-25T00:24:39.067Z,,50,,29.6,,,
2018-01-25T00:24:49.061Z,,50,35.2,29.5,,,
2018-01-25T00:24:59.062Z,,50,,29.6,,,
2018-01-25T00:25:09.062Z,,50,,29.6,,,
2018-01-25T00:25:19.061Z,,50,,29.5,,,
2018-01-25T00:25:29.061Z,,50,,29.5,,,
2018-01-25T00:25:39.061Z,,50,,29.6,,,
2018-01-25T00:25:49.061Z,,50,,29.5,,,
2018-01-25T00:25:59.061Z,,50,,29.5,,,
2018-01-25T00:26:09.061Z,,50,,29.5,,,
2018-01-25T00:26:19.061Z,,50,,29.5,,,
2018-01-25T00:26:29.061Z,,50,,29.5,,,
2018-01-25T00:26:39.061Z,,50,,29.5,,,
2018-01-25T00:26:49.063Z,,50,,29.5,,,
2018-01-25T00:26:59.061Z,,50,35.1,29.5,,,
2018-01-25T00:27:09.061Z,,50,,29.5,,,
2018-01-25T00:27:19.061Z,,50,,29.5,,,
2018-01-25T00:27:29.062Z,,50,,29.5,,,
2018-01-25T00:27:39.062Z,,50,,29.5,,,
2018-01-25T00:27:49.061Z,,50,,29.5,,,
2018-01-25T00:27:59.063Z,,50,,29.5,,,
2018-01-25T00:28:09.061Z,,50,,29.5,,,
2018-01-25T00:28:19.061Z,,50,,29.5,,,
2018-01-25T00:28:29.061Z,,50,,29.5,,,
2018-01-25T00:28:39.061Z,,50,34.9,29.5,,,
2018-01-25T00:28:49.061Z,,50,,29.5,,,
2018-01-25T00:28:59.061Z,,50,,29.5,,,
2018-01-25T00:29:09.061Z,,50,,29.5,,,
2018-01-25T00:29:19.169Z,,50,,29.5,,,
2018-01-25T00:29:29.061Z,,50,,29.5,,,
2018-01-25T00:29:39.061Z,,50,34.8,29.5,,1,0
2018-01-25T00:29:49.072Z,35,50,40.3,29.3,,,
2018-01-25T00:29:59.061Z,29,50,40.7,29.3,,,
2018-01-25T00:30:09.061Z,29,50,38.7,29.3,,,
2018-01-25T00:30:19.061Z,29,50,36.9,29.3,,,
2018-01-25T00:30:29.128Z,30,50,35.8,29.3,,,
2018-01-25T00:30:39.061Z,29,50,35.4,29.3,,,
2018-01-25T00:30:49.061Z,,50,35.5,29.3,,,
2018-01-25T00:30:59.061Z,,50,36,29.3,,,
2018-01-25T00:31:09.061Z,,50,36.4,29.3,,,
2018-01-25T00:31:19.061Z,,50,36.7,29.3,,,
2018-01-25T00:31:29.061Z,,50,37.1,29.3,,,
2018-01-25T00:31:39.061Z,,50,,29.3,,,
2018-01-25T00:31:49.061Z,30,50,37.2,29.3,,,
2018-01-25T00:31:59.061Z,29,50,37.4,29.3,,,
2018-01-25T00:32:09.063Z,,50,37.6,29.3,,,
2018-01-25T00:32:19.061Z,30,50,37.8,29.3,,,
2018-01-25T00:32:29.061Z,29,50,38,29.3,,,
2018-01-25T00:32:39.061Z,,50,38.1,29.3,,,
2018-01-25T00:32:49.061Z,30,50,38.3,29.3,,,
2018-01-25T00:32:59.061Z,29,50,38.5,29.3,,,
2018-01-25T00:33:09.061Z,,50,38.6,29.3,,,
2018-01-25T00:33:19.061Z,,50,38.8,29.3,,,
2018-01-25T00:33:29.062Z,30,50,39.1,29.3,,,
2018-01-25T00:33:39.062Z,29,50,,29.3,,,
2018-01-25T00:33:49.061Z,,50,39.3,29.3,,,
2018-01-25T00:33:59.061Z,,50,39.5,29.3,,,
2018-01-25T00:34:09.063Z,,50,39.6,29.3,,,
2018-01-25T00:34:19.061Z,,50,39.8,29.3,,,
2018-01-25T00:34:29.061Z,,50,40,29.5,,,
2018-01-25T00:34:39.066Z,,50,40.1,29.5,,,
2018-01-25T00:34:49.061Z,,50,40.2,29.5,,,
2018-01-25T00:34:59.060Z,30,50,40.4,29.5,,,
2018-01-25T00:35:09.061Z,,50,40.5,29.5,,,
2018-01-25T00:35:19.061Z,29,50,40.6,29.5,,,
2018-01-25T00:35:29.061Z,,50,40.8,29.5,,,
2018-01-25T00:35:39.061Z,30,50,41,29.5,,,
2018-01-25T00:35:49.061Z,29,50,41.1,29.5,,,
2018-01-25T00:35:59.183Z,,50,41.3,29.5,,,
2018-01-25T00:36:09.061Z,30,50,41.4,29.5,,,
2018-01-25T00:36:19.061Z,29,50,41.6,29.5,,,
2018-01-25T00:36:29.062Z,,50,41.7,29.5,,,
2018-01-25T00:36:39.061Z,29,50,42,29.5,,,
2018-01-25T00:36:49.061Z,,50,,29.5,,,
2018-01-25T00:36:59.061Z,,50,42.2,29.6,,,
2018-01-25T00:37:09.061Z,30,50,42.3,29.5,,,
2018-01-25T00:37:19.061Z,,50,42.6,29.6,,,
2018-01-25T00:37:29.062Z,29,50,42.7,29.6,,,
2018-01-25T00:37:39.061Z,0,50,41.8,29.6,,1,0
2018-01-25T00:37:49.061Z,,50,39.8,29.6,,,
2018-01-25T00:37:59.061Z,,50,38.8,29.6,,,
2018-01-25T00:38:09.061Z,,50,38.1,29.6,,,
2018-01-25T00:38:19.061Z,,50,37.9,29.6,,,
2018-01-25T00:38:29.061Z,,50,,29.6,,,
2018-01-25T00:38:39.061Z,,50,,29.6,,,
2018-01-25T00:38:49.061Z,,50,,29.7,,,
2018-01-25T00:38:59.061Z,,50,,29.7,,,
2018-01-25T00:39:09.061Z,,50,37.8,29.7,,,
2018-01-25T00:39:19.061Z,,50,37.6,29.7,,,
2018-01-25T00:39:29.062Z,,50,37.5,29.7,,,
2018-01-25T00:39:39.118Z,,50,37.4,29.7,,,
2018-01-25T00:39:49.061Z,,50,,29.7,,,
2018-01-25T00:39:59.061Z,,50,,29.7,,,
2018-01-25T00:40:09.086Z,,50,,29.7,,,
2018-01-25T00:40:19.068Z,,50,,29.8,,,
2018-01-25T00:40:29.061Z,,50,37.3,29.7,,,
2018-01-25T00:40:39.080Z,,50,37.2,29.8,,,
2018-01-25T00:40:49.060Z,,50,,29.8,,,
2018-01-25T00:40:59.061Z,,50,,29.8,,,
2018-01-25T00:41:09.061Z,,50,,29.8,,,
2018-01-25T00:41:19.060Z,,50,,29.8,,,
2018-01-25T00:41:29.061Z,,50,,29.8,,,
2018-01-25T00:41:39.071Z,,50,,29.8,,,
2018-01-25T00:41:49.061Z,,50,,29.8,,,
2018-01-25T00:41:59.062Z,,50,,29.8,,,
2018-01-25T00:42:09.061Z,,50,,29.8,,,
2018-01-25T00:42:19.061Z,,50,,29.8,,,
2018-01-25T00:42:29.061Z,,50,,29.8,,,
2018-01-25T00:42:39.061Z,,50,37.1,29.8,,,
2018-01-25T00:42:49.061Z,,50,37.2,29.8,,,
2018-01-25T00:42:59.063Z,,50,,29.8,,,
2018-01-25T00:43:09.061Z,,50,,29.8,,,
2018-01-25T00:43:19.061Z,,50,,30,,,
2018-01-25T00:43:29.061Z,,50,,30,,,
2018-01-25T00:43:39.061Z,,50,,30,,,
2018-01-25T00:43:49.060Z,,50,,30,,,
2018-01-25T00:43:59.061Z,,50,37.3,30,,,
2018-01-25T00:44:09.061Z,,50,,30,,,
2018-01-25T00:44:19.060Z,,50,,30,,,
2018-01-25T00:44:29.061Z,,50,37.4,30,,,
2018-01-25T00:44:39.061Z,,50,,30,,,
2018-01-25T00:44:49.062Z,,50,,30,,,
2018-01-25T00:44:59.061Z,,50,,30,,,
2018-01-25T00:45:09.060Z,,50,,30,,,
2018-01-25T00:45:19.061Z,,50,37.5,30,,,
2018-01-25T00:45:29.061Z,,50,,30,,,
2018-01-25T00:45:39.060Z,,50,,30,,,
2018-01-25T00:45:49.061Z,,50,,30,,,
2018-01-25T00:45:59.060Z,,50,,30,,,
2018-01-25T00:46:09.062Z,,50,,30,,,
2018-01-25T00:46:19.060Z,,50,,30,,,
2018-01-25T00:46:29.062Z,,50,37.6,30,,,
2018-01-25T00:46:39.062Z,,50,,30,,,
2018-01-25T00:46:49.061Z,,50,,30,,,
2018-01-25T00:46:59.060Z,,50,,30,,,
2018-01-25T00:47:09.060Z,,50,,30,,,
2018-01-25T00:47:19.060Z,,50,,30,,,
2018-01-25T00:47:29.061Z,,50,,30,,,
2018-01-25T00:47:39.061Z,,50,37.5,30,,,
2018-01-25T00:47:49.061Z,,50,,30,,,
2018-01-25T00:47:59.060Z,,50,,30,,,
2018-01-25T00:48:09.060Z,,50,,30,,,
2018-01-25T00:48:19.061Z,,50,,30,,,
2018-01-25T00:48:29.060Z,,50,,30,,,
2018-01-25T00:48:39.061Z,,50,,30,,,
2018-01-25T00:48:49.060Z,,50,,30,,,
2018-01-25T00:48:59.072Z,,50,,30,,,
2018-01-25T00:49:09.081Z,,50,,30,,,
2018-01-25T00:49:19.060Z,,50,,30,,,
2018-01-25T00:49:29.061Z,,50,,30,,,
2018-01-25T00:49:39.063Z,,50,,30,,,
2018-01-25T00:49:49.060Z,,50,,30,,,
2018-01-25T00:49:59.060Z,,50,,30,,,
2018-01-25T00:50:09.061Z,,50,37.4,30,,,
2018-01-25T00:50:19.060Z,,50,,30,,,
2018-01-25T00:50:29.060Z,,50,,30,,,
2018-01-25T00:50:39.060Z,,50,,30,,,
2018-01-25T00:50:49.062Z,,50,,30,,,
2018-01-25T00:50:59.061Z,,50,,30,,,
2018-01-25T00:51:09.060Z,,50,,30,,,
2018-01-25T00:51:19.060Z,,50,,30,,,
2018-01-25T00:51:29.064Z,,50,,30,,,
2018-01-25T00:51:39.060Z,,50,37.3,30,,,
2018-01-25T00:51:49.060Z,,50,,30,,,
2018-01-25T00:51:59.060Z,,50,,30,,,
2018-01-25T00:52:09.060Z,,50,,29.8,,,
2018-01-25T00:52:19.060Z,,50,,30,,,
2018-01-25T00:52:29.060Z,,50,,30,,,
2018-01-25T00:52:39.061Z,,50,,29.8,,,
2018-01-25T00:52:49.061Z,,50,,29.8,,,
2018-01-25T00:52:59.060Z,,50,37.2,29.8,,,
2018-01-25T00:53:09.060Z,,50,,29.8,,,
2018-01-25T00:53:19.060Z,,50,,29.8,,,
2018-01-25T00:53:29.060Z,,50,,29.8,,,
2018-01-25T00:53:39.061Z,,50,,29.8,,,
2018-01-25T00:53:49.060Z,,50,,29.8,,,
2018-01-25T00:53:59.062Z,,50,,29.8,,,
2018-01-25T00:54:09.060Z,,50,,29.8,,,
2018-01-25T00:54:19.061Z,,50,37.1,29.8,,,
2018-01-25T00:54:29.061Z,,50,,29.8,,,
2018-01-25T00:54:39.060Z,,50,,29.8,,,
2018-01-25T00:54:49.060Z,,50,,29.8,,,
2018-01-25T00:54:59.060Z,,50,,29.8,,,
2018-01-25T00:55:09.118Z,,50,,29.8,,,
2018-01-25T00:55:19.061Z,,50,,29.8,,,
2018-01-25T00:55:29.060Z,,50,,29.8,,,
2018-01-25T00:55:39.061Z,,50,37.1,29.8,,,
2018-01-25T00:55:49.080Z,,50,36.9,29.8,,,
2018-01-25T00:55:59.060Z,,50,,29.8,,,
2018-01-25T00:56:09.060Z,,50,,29.8,,,
2018-01-25T00:56:19.060Z,,50,,29.8,,,
2018-01-25T00:56:29.060Z,,50,,29.8,,,
2018-01-25T00:56:39.060Z,,50,,29.8,,,
2018-01-25T00:56:49.061Z,,50,36.8,29.8,,,
2018-01-25T00:56:59.060Z,,50,,29.8,,,
2018-01-25T00:57:09.061Z,,50,,29.7,,,
2018-01-25T00:57:19.061Z,,50,,29.7,,,
2018-01-25T00:57:29.060Z,,50,,29.7,,,
2018-01-25T00:57:39.061Z,,50,,29.7,,,
2018-01-25T00:57:49.061Z,,50,,29.7,,,
2018-01-25T00:57:59.060Z,,50,,29.7,,,
2018-01-25T00:58:09.061Z,,50,,29.7,,,
2018-01-25T00:58:19.060Z,,50,,29.7,,,
2018-01-25T00:58:29.060Z,,50,,29.7,,,
2018-01-25T00:58:39.061Z,,50,36.7,29.7,,,
2018-01-25T00:58:49.065Z,,50,,29.7,,,
2018-01-25T00:58:59.060Z,,50,,29.7,,,
2018-01-25T00:59:09.060Z,,50,,29.7,,,
2018-01-25T00:59:19.061Z,,50,,29.7,,,
2018-01-25T00:59:29.061Z,,50,,29.7,,,
2018-01-25T00:59:39.060Z,,50,,29.7,,,
2018-01-25T00:59:49.060Z,,50,,29.7,,,
2018-01-25T00:59:59.061Z,,50,36.6,29.7,,,
2018-01-25T01:00:09.060Z,,50,,29.7,,,
2018-01-25T01:00:19.060Z,,50,,29.7,,1,0
2018-01-25T01:00:29.082Z,35,50,42.1,29.7,,,
2018-01-25T01:00:39.064Z,30,50,41.9,29.7,,,
2018-01-25T01:00:49.061Z,29,50,38.9,29.7,,,
2018-01-25T01:00:59.065Z,29,50,36.7,29.7,,,
2018-01-25T01:01:09.172Z,,50,35.9,29.6,,,
2018-01-25T01:01:19.065Z,,50,35.2,29.7,,,
2018-01-25T01:01:29.061Z,30,50,35.3,29.6,,,
2018-01-25T01:01:39.065Z,30,50,36,29.7,,,
2018-01-25T01:01:49.060Z,,50,36.1,29.7,,,
2018-01-25T01:01:59.061Z,29,50,36.4,29.7,,,
2018-01-25T01:02:09.065Z,,50,36.6,29.6,,,
2018-01-25T01:02:19.060Z,,50,36.7,29.6,,,
2018-01-25T01:02:29.060Z,30,50,37.1,29.6,,,
2018-01-25T01:02:39.060Z,,50,37.2,29.6,,,
2018-01-25T01:02:49.060Z,,50,37.4,29.6,,,
2018-01-25T01:02:59.064Z,,50,37.6,29.6,,,
2018-01-25T01:03:09.060Z,29,50,37.8,29.6,,,
2018-01-25T01:03:19.060Z,30,50,38,29.6,,,
2018-01-25T01:03:29.060Z,,50,38.2,29.6,,,
2018-01-25T01:03:39.060Z,29,50,38.4,29.6,,,
2018-01-25T01:03:49.065Z,,50,38.6,29.6,,,
2018-01-25T01:03:59.061Z,30,50,38.7,29.6,,,
2018-01-25T01:04:09.060Z,29,50,39.1,29.6,,,
2018-01-25T01:04:19.060Z,,50,39.2,29.6,,,
2018-01-25T01:04:29.060Z,,50,39.3,29.7,,,
2018-01-25T01:04:39.060Z,,50,39.5,29.6,,,
2018-01-25T01:04:49.060Z,,50,39.6,29.7,,,
2018-01-25T01:04:59.060Z,30,50,39.8,29.6,,,
2018-01-25T01:05:09.060Z,30,50,40,29.6,,,
2018-01-25T01:05:19.059Z,29,50,40.1,29.6,,,
2018-01-25T01:05:29.060Z,0,50,39.8,29.7,,1,0
2018-01-25T01:05:39.061Z,,50,36.9,29.6,,,
2018-01-25T01:05:49.059Z,,50,35.9,29.7,,,
2018-01-25T01:05:59.060Z,,50,35.5,29.7,,,
2018-01-25T01:06:09.060Z,,50,35.3,29.7,,,
2018-01-25T01:06:19.064Z,,50,,29.7,,,
2018-01-25T01:06:29.060Z,,50,,29.7,,,
2018-01-25T01:06:39.060Z,,50,,29.7,,,
2018-01-25T01:06:49.060Z,,50,,29.7,,,
2018-01-25T01:06:59.060Z,,50,35.2,29.7,,,
2018-01-25T01:07:09.064Z,,50,34.9,29.7,,,
2018-01-25T01:07:19.060Z,,50,34.8,29.7,,,
2018-01-25T01:07:29.060Z,,50,,29.7,,,
2018-01-25T01:07:39.060Z,,50,,29.7,,,
2018-01-25T01:07:49.063Z,,50,,29.7,,,
2018-01-25T01:07:59.068Z,,50,,29.7,,,
2018-01-25T01:08:09.065Z,,50,,29.7,,,
2018-01-25T01:08:19.060Z,,50,34.7,29.7,,,
2018-01-25T01:08:29.060Z,,50,,29.7,,,
2018-01-25T01:08:39.060Z,,50,,29.7,,,
2018-01-25T01:08:49.060Z,,50,34.6,29.7,,,
2018-01-25T01:08:59.064Z,,50,34.7,29.7,,,
2018-01-25T01:09:09.060Z,,50,34.6,29.7,,,
2018-01-25T01:09:19.059Z,,50,,29.7,,,
2018-01-25T01:09:29.059Z,,50,,29.7,,,
2018-01-25T01:09:39.070Z,,50,,29.7,,,
2018-01-25T01:09:49.061Z,,50,,29.7,,,
2018-01-25T01:09:59.060Z,,50,,29.7,,,
2018-01-25T01:10:09.065Z,,50,,29.7,,,
2018-01-25T01:10:19.059Z,,50,,29.7,,,
2018-01-25T01:10:29.071Z,,50,,29.7,,,
2018-01-25T01:10:39.066Z,,50,,29.7,,,
2018-01-25T01:10:49.059Z,,50,,29.7,,,
2018-01-25T01:10:59.059Z,,50,,29.7,,,
2018-01-25T01:11:09.059Z,,50,34.7,29.7,5,0,0
2018-01-25T01:11:19.059Z,,50,,29.7,59,1,0
2018-01-25T01:11:29.065Z,,50,,29.7,,,
2018-01-25T01:11:39.076Z,,50,,29.7,,,
2018-01-25T01:11:49.088Z,,50,,29.7,,,
2018-01-25T01:11:59.075Z,,50,,29.7,5,0,0
2018-01-25T01:12:09.059Z,,50,34.8,29.7,59,1,0
2018-01-25T01:12:19.059Z,,50,,29.7,,,
2018-01-25T01:12:29.060Z,,50,,29.7,,,
2018-01-25T01:12:39.060Z,,50,,29.7,,,
2018-01-25T01:12:49.061Z,,50,34.9,29.7,,,
2018-01-25T01:12:59.059Z,,50,35.1,29.7,,1,0
2018-01-25T01:13:09.060Z,35,50,40.4,29.7,,,
2018-01-25T01:13:19.060Z,30,50,41.7,29.7,,,
2018-01-25T01:13:29.063Z,29,50,40.1,29.7,,,
2018-01-25T01:13:39.062Z,29,50,38.8,29.7,,,
2018-01-25T01:13:49.059Z,,50,38.4,29.7,,,
2018-01-25T01:13:59.059Z,,50,38.2,29.7,,,
2018-01-25T01:14:09.059Z,,50,,29.6,,,
2018-01-25T01:14:19.059Z,,50,38.6,29.7,,,
2018-01-25T01:14:29.059Z,30,50,39.1,29.7,,,
2018-01-25T01:14:39.059Z,29,50,39.3,29.6,,,
2018-01-25T01:14:49.059Z,0,50,38.7,29.6,5,0,0
2018-01-25T01:14:59.059Z,,50,36.8,29.7,59,1,0
2018-01-25T01:15:09.060Z,,50,35.5,29.7,,,
2018-01-25T01:15:19.059Z,,50,34.7,29.7,,,
2018-01-25T01:15:29.059Z,,50,34.6,29.6,,,
2018-01-25T01:15:39.059Z,,50,34.5,29.7,5,0,0
2018-01-25T01:15:49.060Z,,50,,29.7,59,1,0
2018-01-25T01:15:59.059Z,,50,,29.7,,,
2018-01-25T01:16:09.059Z,,50,,29.7,5,0,0
2018-01-25T01:16:19.059Z,,50,34.4,29.7,59,1,0
2018-01-25T01:16:29.059Z,,50,34.3,29.7,,,
2018-01-25T01:16:39.059Z,,50,34.2,29.7,,,
2018-01-25T01:16:49.060Z,,50,34.1,29.7,5,0,0
2018-01-25T01:16:59.059Z,,50,,29.7,59,1,0
2018-01-25T01:17:09.059Z,,50,,29.7,5,0,0
2018-01-25T01:17:19.059Z,,50,,29.7,,,
2018-01-25T01:17:29.059Z,,50,34,29.7,59,1,0
2018-01-25T01:17:39.059Z,,50,,29.7,,,
2018-01-25T01:17:49.059Z,,50,34,29.7,,,
2018-01-25T01:17:59.059Z,,50,33.9,29.7,,,
2018-01-25T01:18:09.059Z,,50,33.9,29.7,,,
2018-01-25T01:18:19.059Z,,50,,29.7,,,
2018-01-25T01:18:29.059Z,,50,,29.7,,,
2018-01-25T01:18:39.059Z,,50,,29.7,,,
2018-01-25T01:18:49.059Z,,50,,29.7,,,
2018-01-25T01:18:59.059Z,,50,,29.7,,,
2018-01-25T01:19:09.059Z,,50,,29.7,,,
2018-01-25T01:19:19.059Z,,50,,29.6,,,
2018-01-25T01:19:29.060Z,,50,,29.7,,,
