Time,ActPow,ChActive,HwActive,PrimTSet,PrimT,HwTOutlet,HwTSet
2017-11-21T04:58:21.309Z,,,,,,22.6,52
2017-11-21T04:58:31.308Z,,,,,,22.6,52
2017-11-21T04:58:41.458Z,,,,,,22.6,52
2017-11-21T04:59:01.308Z,,,,,,22.6,52
2017-11-21T04:59:11.308Z,,,,,,22.6,52
2017-11-21T04:59:21.308Z,,,,,,22.6,52
2017-11-21T04:59:31.307Z,,,,,,22.6,52
2017-11-21T04:59:41.399Z,,,,,,22.6,52
2017-11-21T05:00:01.310Z,,,,,,22.6,52
2017-11-21T05:00:11.308Z,,,,,,22.6,52
2017-11-21T05:00:21.308Z,,,,,,22.6,52
2017-11-21T05:00:31.308Z,,,,,,22.6,52
2017-11-21T05:00:41.404Z,,,,,,22.6,52
2017-11-21T05:01:01.310Z,,,,,,22.6,52
2017-11-21T05:01:11.308Z,,,,,,22.6,52
2017-11-21T05:01:21.308Z,,,,,,22.6,52
2017-11-21T05:01:31.307Z,,,,,,22.6,52
2017-11-21T05:01:41.405Z,,,,,,22.6,52
2017-11-21T05:02:01.308Z,,,,,,22.6,52
2017-11-21T05:02:21.309Z,,,,,,22.6,52
2017-11-21T05:02:31.350Z,,,,,,22.6,52
2017-11-21T05:02:41.421Z,,,,,,22.6,52
2017-11-21T05:03:01.359Z,,,,,,22.6,52
2017-11-21T05:03:21.349Z,,,,,,22.6,52
2017-11-21T05:03:31.380Z,,,,,,22.6,52
2017-11-21T05:03:41.401Z,,,,,,22.6,52
2017-11-21T05:04:01.307Z,,,,,,22.6,52
2017-11-21T05:04:11.307Z,,,,,,22.6,52
2017-11-21T05:04:21.308Z,,,,,,22.6,52
2017-11-21T05:04:31.414Z,,,,,,22.6,52
2017-11-21T05:04:41.596Z,,,,,,22.6,52
2017-11-21T05:05:01.446Z,,,,,,22.6,52
2017-11-21T05:05:21.376Z,,,,,,22.6,52
2017-11-21T05:05:31.307Z,,,,,,22.6,52
2017-11-21T05:05:41.405Z,,,,,,22.6,52
2017-11-21T05:06:01.310Z,,,,,,22.6,52
2017-11-21T05:06:11.308Z,,,,,,22.6,52
2017-11-21T05:06:21.308Z,,,,,,22.6,52
2017-11-21T05:06:31.308Z,,,,,,22.6,52
2017-11-21T05:06:41.400Z,,,,,,22.6,52
2017-11-21T05:07:01.308Z,,,,,,22.6,52
2017-11-21T05:07:11.308Z,,,,,,22.6,52
2017-11-21T05:07:21.307Z,,,,,,22.6,52
2017-11-21T05:07:31.307Z,,,,,,22.6,52
2017-11-21T05:07:41.398Z,,,,,,22.6,52
2017-11-21T05:08:01.315Z,,,,,,22.6,52
2017-11-21T05:08:21.321Z,,,,,,22.6,52
2017-11-21T05:08:31.308Z,,,,,,22.6,52
2017-11-21T05:08:41.398Z,,,,,,22.6,52
2017-11-21T05:09:01.307Z,,,,,,22.6,52
2017-11-21T05:09:11.308Z,,,,,,22.6,52
2017-11-21T05:09:21.307Z,,,,,,22.6,52
2017-11-21T05:09:31.308Z,,,,,,22.6,52
2017-11-21T05:09:41.400Z,,,,,,22.6,52
2017-11-21T05:10:01.308Z,,,,,,22.6,52
2017-11-21T05:10:11.308Z,,,,,23.1,22.6,52
2017-11-21T05:10:21.320Z,,,,,,22.6,52
2017-11-21T05:10:31.308Z,,,,,23.3,22.5,52
2017-11-21T05:10:41.401Z,,,,,23.1,22.6,52
2017-11-21T05:11:01.307Z,,,,,23.3,22.6,52
2017-11-21T05:11:11.310Z,,,,,23.1,,
2017-11-21T05:11:21.307Z,,,,,23.1,22.5,52
2017-11-21T05:11:31.307Z,,,,,,22.6,52
2017-11-21T05:11:41.397Z,,,,,,22.6,52
2017-11-21T05:12:01.308Z,,,,,,22.6,52
2017-11-21T05:12:11.308Z,,,,,,22.5,52
2017-11-21T05:12:21.312Z,,,,,,22.5,52
2017-11-21T05:12:31.312Z,,,,,,22.6,52
2017-11-21T05:12:41.402Z,,,,,,22.5,52
2017-11-21T05:13:01.307Z,,,,,,22.6,52
2017-11-21T05:13:21.307Z,,,,,,22.5,52
2017-11-21T05:13:31.311Z,,,,,,22.5,52
2017-11-21T05:13:41.398Z,,,,,,22.5,52
2017-11-21T05:14:01.313Z,,,,,,22.5,52
2017-11-21T05:14:11.308Z,,,,,,22.5,52
2017-11-21T05:14:21.307Z,,,,,,22.5,52
2017-11-21T05:14:31.360Z,,,,,,22.6,52
2017-11-21T05:14:41.358Z,,,,,,22.5,52
2017-11-21T05:15:01.307Z,,,,,,22.6,52
2017-11-21T05:15:11.309Z,,,,,,22.5,52
2017-11-21T05:15:21.307Z,,,,,,22.5,52
2017-11-21T05:15:31.308Z,,,,,,22.5,52
2017-11-21T05:15:41.409Z,,,,,,22.5,52
2017-11-21T05:16:01.308Z,,,,,,22.5,52
2017-11-21T05:16:16.328Z,,,,,,22.5,52
2017-11-21T05:16:21.493Z,,,,,,22.5,52
2017-11-21T05:16:31.330Z,,,,,,22.5,52
2017-11-21T05:16:41.397Z,,,,,,22.5,52
2017-11-21T05:17:01.307Z,,,,,,22.5,52
2017-11-21T05:17:21.312Z,,,,,,22.5,52
2017-11-21T05:17:31.308Z,,,,,,22.5,52
2017-11-21T05:17:41.425Z,,,,,,22.5,52
2017-11-21T05:18:01.308Z,,,,,,22.5,52
2017-11-21T05:18:21.308Z,,,,,,22.5,52
2017-11-21T05:18:31.307Z,,,,,,22.5,52
2017-11-21T05:18:41.406Z,,,,,,22.5,52
2017-11-21T05:19:01.307Z,,,,,,22.5,52
2017-11-21T05:19:21.307Z,,,,,,22.5,52
2017-11-21T05:19:31.308Z,,,,,,22.5,52
2017-11-21T05:19:41.397Z,,,,,,22.5,52
2017-11-21T05:20:01.307Z,,,,,,22.5,52
2017-11-21T05:20:21.307Z,,,,,,22.5,52
2017-11-21T05:20:31.307Z,,,,,,22.5,52
2017-11-21T05:20:41.397Z,,,,,,22.5,52
2017-11-21T05:21:01.308Z,,,,,,22.5,52
2017-11-21T05:21:11.308Z,,,,,,22.5,52
2017-11-21T05:21:21.307Z,,,,,,22.5,52
2017-11-21T05:21:31.307Z,,,,,,22.5,52
2017-11-21T05:21:41.439Z,,,,,,22.5,52
2017-11-21T05:22:01.307Z,,,,,,22.5,52
2017-11-21T05:22:21.307Z,,,,,,22.5,52
2017-11-21T05:22:31.307Z,,,,,,22.5,52
2017-11-21T05:22:41.404Z,,,,,,22.5,52
2017-11-21T05:23:01.315Z,,,,,,22.5,52
2017-11-21T05:23:11.313Z,,,,,,22.5,52
2017-11-21T05:23:21.307Z,,,,,,22.5,52
2017-11-21T05:23:31.309Z,,,,,,22.5,52
2017-11-21T05:23:41.397Z,,,,,,22.5,52
2017-11-21T05:24:01.307Z,,,,,,22.5,52
2017-11-21T05:24:11.307Z,,,,,,22.5,52
2017-11-21T05:24:21.307Z,,,,,,22.5,52
2017-11-21T05:24:31.307Z,,,,,,22.5,52
2017-11-21T05:24:41.400Z,,,,,,22.5,52
2017-11-21T05:25:01.307Z,,,,,,22.5,52
2017-11-21T05:25:11.307Z,,,,,,22.5,52
2017-11-21T05:25:21.311Z,,,,,,22.5,52
2017-11-21T05:25:31.312Z,,,,,,22.5,52
2017-11-21T05:25:41.402Z,,,,,,22.5,52
2017-11-21T05:26:01.308Z,,,,,,22.5,52
2017-11-21T05:26:11.312Z,,,,,,22.5,52
2017-11-21T05:26:21.307Z,,,,,,22.5,52
2017-11-21T05:26:31.308Z,,,,,,22.5,52
2017-11-21T05:26:41.397Z,,,,,,22.5,52
2017-11-21T05:27:01.310Z,,,,,,22.5,52
2017-11-21T05:27:21.307Z,,,,,23,22.5,52
2017-11-21T05:27:31.308Z,,,,,,22.5,52
2017-11-21T05:27:41.397Z,,,,,23.1,22.5,52
2017-11-21T05:28:01.307Z,,,,,,22.5,52
2017-11-21T05:28:11.308Z,,,,,,22.5,52
2017-11-21T05:28:21.309Z,,,,,,22.5,52
2017-11-21T05:28:31.307Z,,,,,23,22.5,52
2017-11-21T05:28:41.397Z,,,,,,22.5,52
2017-11-21T05:29:01.312Z,,,,,,22.5,52
2017-11-21T05:29:21.307Z,,,,,,22.5,52
2017-11-21T05:29:31.308Z,,,,,,22.5,52
2017-11-21T05:29:41.398Z,,,,,,22.5,52
2017-11-21T05:30:01.308Z,,,,,23.1,22.5,52
2017-11-21T05:30:11.307Z,,,,,23,22.5,52
2017-11-21T05:30:21.307Z,,,,,,22.5,52
2017-11-21T05:30:31.307Z,,,,,,22.5,52
2017-11-21T05:30:41.447Z,,,,,23.1,22.5,52
2017-11-21T05:31:01.307Z,,,,,23,22.5,52
2017-11-21T05:31:11.307Z,,,,,,22.5,52
2017-11-21T05:31:21.307Z,,,,,,22.5,52
2017-11-21T05:31:31.311Z,,,,,,22.5,52
2017-11-21T05:31:41.397Z,,,,,,22.5,52
2017-11-21T05:32:06.327Z,,,,,,22.5,52
2017-11-21T05:32:11.307Z,,,,,,22.5,52
2017-11-21T05:32:21.544Z,,,,,,22.5,52
2017-11-21T05:32:31.308Z,,,,,,22.5,52
2017-11-21T05:32:41.397Z,,,,,,22.5,52
2017-11-21T05:33:01.308Z,,,,,,22.5,52
2017-11-21T05:33:11.310Z,,,,,,22.5,52
2017-11-21T05:33:21.308Z,,,,,,22.5,52
2017-11-21T05:33:31.307Z,,,,,,22.5,52
2017-11-21T05:33:41.397Z,,,,,,22.5,52
2017-11-21T05:34:01.310Z,,,,,,22.5,52
2017-11-21T05:34:21.563Z,,,,,,22.5,52
2017-11-21T05:34:31.310Z,,,,,,22.5,52
2017-11-21T05:34:41.397Z,,1,0,58,,22.5,52
2017-11-21T05:34:51.311Z,45,1,0,,24.1,22.5,52
2017-11-21T05:35:01.307Z,36,,,,29.4,22.5,52
2017-11-21T05:35:11.313Z,29,,,,29.6,22.5,52
2017-11-21T05:35:21.307Z,,,,,26.6,,
2017-11-21T05:35:31.307Z,,,,,26.1,,
2017-11-21T05:35:41.397Z,,,,,,22.5,52
2017-11-21T05:35:51.310Z,29,,,,25.4,,
2017-11-21T05:36:01.331Z,,,,,24.8,22.5,52
2017-11-21T05:36:11.321Z,29,,,,25.4,22.5,52
2017-11-21T05:36:21.309Z,,0,2,0,25.8,,
2017-11-21T05:36:31.451Z,0,0,0,,25.9,,
2017-11-21T05:36:41.397Z,,,,,26.1,24.2,52
2017-11-21T05:36:51.307Z,,,,,28.1,,
2017-11-21T05:37:01.308Z,,,,,27,24.2,52
2017-11-21T05:37:11.307Z,,,,,26.9,24,52
2017-11-21T05:37:21.311Z,,1,0,58,26.7,24,52
2017-11-21T05:37:31.307Z,,1,0,,27.3,24,52
2017-11-21T05:37:41.397Z,39,,,,29,,
2017-11-21T05:37:51.307Z,37,,,,30.4,24,52
2017-11-21T05:38:01.328Z,29,,,,29.6,24,52
2017-11-21T05:38:11.307Z,,,,,28.1,,
2017-11-21T05:38:21.463Z,30,,,,27.3,24,52
2017-11-21T05:38:31.308Z,29,,,,26.7,24,52
2017-11-21T05:38:41.398Z,,,,,26.6,24,52
2017-11-21T05:38:51.308Z,,,,,27.2,24,52
2017-11-21T05:39:01.321Z,90,0,2,0,32.9,24.7,52
2017-11-21T05:39:11.307Z,88,,,,32.2,27.5,52
2017-11-21T05:39:21.307Z,,0,0,,31.9,,
2017-11-21T05:39:31.307Z,,,,,32,,
2017-11-21T05:39:41.411Z,,,,,,30.8,52
2017-11-21T05:39:51.307Z,,,,,31.8,,
2017-11-21T05:40:01.323Z,,,,,31.7,30.4,52
2017-11-21T05:40:11.307Z,45,1,0,58,32.7,,
2017-11-21T05:40:21.307Z,42,,,,34.5,30.4,52
2017-11-21T05:40:31.307Z,35,,,,37.1,,
2017-11-21T05:40:41.400Z,29,,,,34.9,30.3,52
2017-11-21T05:40:51.307Z,30,,,,32.9,,
2017-11-21T05:41:01.307Z,30,,,,30.5,30.2,52
2017-11-21T05:41:11.307Z,29,,,,29.2,30.2,52
2017-11-21T05:41:21.313Z,30,,,,28.6,30.1,52
2017-11-21T05:41:31.317Z,,,,,,30,52
2017-11-21T05:41:41.398Z,29,,,,,,
2017-11-21T05:41:51.307Z,29,1,0,58,28.6,29.8,52
2017-11-21T05:42:01.307Z,30,,,,29.8,29.7,52
2017-11-21T05:42:11.307Z,29,,,,30,,
2017-11-21T05:42:21.324Z,33,,,,30.2,29.6,52
2017-11-21T05:42:31.309Z,39,,,,31.1,29.5,52
2017-11-21T05:42:51.307Z,45,,,,32.1,,
2017-11-21T05:43:01.307Z,50,,,,34,29.3,52
2017-11-21T05:43:11.327Z,44,,,,34.1,29.2,52
2017-11-21T05:43:31.307Z,45,,,,34.6,29.2,52
2017-11-21T05:43:51.307Z,,,,,34.9,29.2,52
2017-11-21T05:44:01.307Z,,,,,35.5,29,52
2017-11-21T05:44:11.307Z,,,,,,29,52
2017-11-21T05:44:21.307Z,47,,,,36,,
2017-11-21T05:44:31.307Z,,,,,,28.9,52
2017-11-21T05:44:41.397Z,,,,,36.5,,
2017-11-21T05:44:51.312Z,,,,,,28.9,52
2017-11-21T05:45:01.310Z,,,,,37.1,28.7,52
2017-11-21T05:45:11.309Z,,,,,37.4,,
2017-11-21T05:45:21.309Z,48,,,,37.9,28.7,52
2017-11-21T05:45:31.307Z,,,,,38.3,28.7,52
2017-11-21T05:45:51.312Z,,,,,38.6,28.6,52
2017-11-21T05:46:01.307Z,,,,,39.4,28.6,52
2017-11-21T05:46:11.307Z,,,,,39.7,28.6,52
2017-11-21T05:46:21.307Z,,,,,40,,
2017-11-21T05:46:31.307Z,,,,,,28.5,52
2017-11-21T05:46:41.437Z,,,,,40.3,,
2017-11-21T05:46:51.312Z,,,,,,28.5,52
2017-11-21T05:47:01.350Z,,,,,41.2,28.5,52
2017-11-21T05:47:11.307Z,,,,,,28.4,52
2017-11-21T05:47:21.307Z,,,,,41.5,,
2017-11-21T05:47:36.344Z,49,,,,42,28.4,52
2017-11-21T05:47:41.437Z,,,,,42.3,,
2017-11-21T05:47:51.330Z,43,,,,42.4,28.4,52
2017-11-21T05:48:01.307Z,,,,,42.2,28.4,52
2017-11-21T05:48:11.307Z,,,,,42.6,28.4,52
2017-11-21T05:48:21.307Z,,,,,,28.4,52
2017-11-21T05:48:31.308Z,44,,,,43.2,,
2017-11-21T05:48:51.311Z,,,,,43.5,28.3,52
2017-11-21T05:49:01.315Z,,,,,44,28.3,52
2017-11-21T05:49:11.307Z,,,,,,28.3,52
2017-11-21T05:49:21.312Z,,,,,44.3,,
2017-11-21T05:49:31.312Z,45,,,,45,28.3,52
2017-11-21T05:49:51.307Z,,,,,,28.3,52
2017-11-21T05:50:01.311Z,,,,,45.5,28.3,52
2017-11-21T05:50:11.307Z,39,,,,45.3,28.3,52
2017-11-21T05:50:21.311Z,,,,,,28.3,52
2017-11-21T05:50:31.307Z,40,,,,45.4,,
2017-11-21T05:50:41.396Z,41,,,,45.8,28.3,52
2017-11-21T05:50:51.308Z,,,,,46,,
2017-11-21T05:51:01.307Z,,,,,46.3,28.3,52
2017-11-21T05:51:11.307Z,,,,,46.7,28.3,52
2017-11-21T05:51:21.308Z,42,,,,46.9,28.3,52
2017-11-21T05:51:31.307Z,43,,,,47.3,,
2017-11-21T05:51:41.397Z,,,,,,28.3,52
2017-11-21T05:51:51.307Z,,,,,47.7,,
2017-11-21T05:52:01.307Z,37,,,,48,28.4,52
2017-11-21T05:52:11.312Z,,,,,47.7,,
2017-11-21T05:52:21.313Z,38,,,,47.8,28.4,52
2017-11-21T05:52:31.311Z,,,,,48,,
2017-11-21T05:52:51.307Z,,,,,48.2,28.4,52
2017-11-21T05:53:01.317Z,,,,,48.4,28.4,52
2017-11-21T05:53:11.307Z,,,,,48.7,28.4,52
2017-11-21T05:53:21.308Z,,,,,,28.5,52
2017-11-21T05:53:31.307Z,40,,,,49,,
2017-11-21T05:53:41.397Z,,,,,49.3,,
2017-11-21T05:53:51.307Z,,,,,,28.5,52
2017-11-21T05:54:01.331Z,34,,,,49,28.5,52
2017-11-21T05:54:11.307Z,,,,,49.2,28.5,52
2017-11-21T05:54:21.307Z,35,,,,49.4,28.6,52
2017-11-21T05:54:41.408Z,36,,,,49.7,28.6,52
2017-11-21T05:55:01.307Z,,,,,50.1,28.6,52
2017-11-21T05:55:11.307Z,,,,,50.3,28.6,52
2017-11-21T05:55:21.307Z,,,,,50.4,28.7,52
2017-11-21T05:55:31.324Z,31,,,,,28.7,52
2017-11-21T05:55:41.399Z,,,,,50.1,28.7,52
2017-11-21T05:56:01.308Z,,,,,50.3,28.9,52
2017-11-21T05:56:11.309Z,,,,,50.4,,
2017-11-21T05:56:21.306Z,32,,,,50.6,28.9,52
2017-11-21T05:56:31.307Z,,,,,,28.9,52
2017-11-21T05:56:41.404Z,33,,,,51,,
2017-11-21T05:57:01.335Z,29,,,,51.2,29,52
2017-11-21T05:57:11.339Z,30,,,,51,29,52
2017-11-21T05:57:21.306Z,,,,,,29,52
2017-11-21T05:57:31.307Z,29,,,,51.1,29.1,52
2017-11-21T05:57:41.441Z,,,,,,29.1,52
2017-11-21T05:57:51.309Z,29,,,,51.3,29.1,52
2017-11-21T05:58:01.325Z,,0,0,0,51.7,29.2,52
2017-11-21T05:58:11.307Z,0,0,0,,52,30.6,52
2017-11-21T05:58:21.307Z,,,,,52.3,41.4,52
2017-11-21T05:58:31.312Z,,,,,52.4,,
2017-11-21T05:58:41.397Z,,,,,51.8,41.5,52
2017-11-21T05:58:51.311Z,,,,,47.2,41.4,52
2017-11-21T05:59:01.320Z,,0,2,,46.4,42.6,52
2017-11-21T05:59:11.309Z,69,0,2,,48.2,,
2017-11-21T05:59:21.324Z,,,,,,30,52
2017-11-21T05:59:31.312Z,67,,,,47.3,,
2017-11-21T05:59:41.402Z,0,0,0,,49,,
2017-11-21T05:59:51.328Z,,,,,48.5,45,52
2017-11-21T06:00:01.312Z,,,,,47.3,44.9,52
2017-11-21T06:00:21.311Z,,,,,47.2,44.7,52
2017-11-21T06:00:41.399Z,,,,,,44.4,52
2017-11-21T06:00:51.307Z,,1,0,58,,,
2017-11-21T06:01:01.310Z,,,,,,44.1,52
2017-11-21T06:01:11.307Z,,,,,,44,52
2017-11-21T06:01:21.307Z,,,,,,43.9,52
2017-11-21T06:01:31.307Z,,,,,,43.6,52
2017-11-21T06:01:41.399Z,,,,,,43.5,52
2017-11-21T06:01:51.307Z,,,,,,43.4,52
2017-11-21T06:02:01.307Z,,0,0,0,45.7,45.5,52
2017-11-21T06:02:11.307Z,,,,,46,,
2017-11-21T06:02:21.312Z,,,,,45.8,47,52
2017-11-21T06:02:31.307Z,,,,,,46.7,52
2017-11-21T06:02:41.421Z,,,,,45.7,,
2017-11-21T06:03:01.317Z,,,,,,46.4,52
2017-11-21T06:03:11.319Z,,1,0,58,,46.2,52
2017-11-21T06:03:21.346Z,,,,,,46.1,52
2017-11-21T06:03:31.307Z,,,,,,45.9,52
2017-11-21T06:03:41.400Z,,,,,,45.8,52
2017-11-21T06:04:01.312Z,,,,,45.6,45.5,52
2017-11-21T06:04:11.307Z,,,,,,45.3,52
2017-11-21T06:04:21.307Z,,,,,,45.2,52
2017-11-21T06:04:31.307Z,,,,,,45,52
2017-11-21T06:04:41.401Z,,,,,,44.9,52
2017-11-21T06:05:01.307Z,,,,,,44.4,52
2017-11-21T06:05:21.324Z,,,,,45.7,44.3,52
2017-11-21T06:05:31.307Z,,,,,,44,52
2017-11-21T06:05:41.400Z,,,,,,44,52
2017-11-21T06:06:01.307Z,,,,,45.7,43.8,52
2017-11-21T06:06:11.307Z,,,,,45.6,43.7,52
2017-11-21T06:06:21.307Z,,,,,,43.6,52
2017-11-21T06:06:31.333Z,,,,,,43.4,52
2017-11-21T06:06:41.397Z,,,,,,43.3,52
2017-11-21T06:07:01.307Z,,,,,,43,52
2017-11-21T06:07:21.316Z,,,,,,42.9,52
2017-11-21T06:07:31.318Z,,,,,,42.7,52
2017-11-21T06:07:41.417Z,,,,,,42.7,52
2017-11-21T06:08:01.321Z,,,,,45.5,42.3,52
2017-11-21T06:08:21.335Z,,,,,,42.2,52
2017-11-21T06:08:31.318Z,,,,,,42,52
2017-11-21T06:08:41.410Z,,,,,45.4,42,52
2017-11-21T06:09:01.319Z,,,,,,41.8,52
2017-11-21T06:09:11.326Z,,,,,,41.7,52
2017-11-21T06:09:21.331Z,,,,,,41.6,52
2017-11-21T06:09:31.380Z,,,,,,41.5,52
2017-11-21T06:09:41.407Z,,,,,45.3,,
2017-11-21T06:09:51.580Z,,,,,,41.4,52
2017-11-21T06:10:01.355Z,,0,0,5,,41.2,52
2017-11-21T06:10:21.364Z,,1,0,,45.2,41.1,52
2017-11-21T06:10:31.308Z,,,,,,40.9,52
2017-11-21T06:10:41.427Z,,,,,,40.8,52
2017-11-21T06:11:01.344Z,,,,,,40.6,52
2017-11-21T06:11:11.312Z,,,,,45.1,,
2017-11-21T06:11:21.318Z,,,,,,40.5,52
2017-11-21T06:11:31.320Z,,,,,,40.3,52
2017-11-21T06:11:41.413Z,,,,,,40.3,52
2017-11-21T06:12:01.328Z,,,,,45,40.1,52
2017-11-21T06:12:11.308Z,,,,,,40,52
2017-11-21T06:12:21.327Z,,,,,44.9,,
2017-11-21T06:12:31.342Z,,,,,,39.8,52
2017-11-21T06:13:01.306Z,,0,0,5,44.8,39.7,52
2017-11-21T06:13:11.316Z,,,,,,39.5,52
2017-11-21T06:13:31.311Z,,,,,,39.4,52
2017-11-21T06:13:51.309Z,,,,,,39.4,52
2017-11-21T06:14:01.321Z,,,,,44.7,39.2,52
2017-11-21T06:14:11.307Z,,,,,,39.2,52
2017-11-21T06:14:21.306Z,,,,,,39.1,52
2017-11-21T06:14:31.307Z,,,,,,38.9,52
2017-11-21T06:14:41.397Z,,,,,,38.9,52
2017-11-21T06:14:51.316Z,,,,,44.6,,
2017-11-21T06:15:01.316Z,,,,,,38.7,52
2017-11-21T06:15:11.363Z,,,,,,38.7,52
2017-11-21T06:15:21.307Z,,,,,,38.6,52
2017-11-21T06:15:31.312Z,,,,,44.5,38.5,52
2017-11-21T06:15:41.396Z,,,,,,38.5,52
2017-11-21T06:16:01.318Z,,,,,,38.3,52
2017-11-21T06:16:11.307Z,,,,,44.4,,
2017-11-21T06:16:21.306Z,,,,,,38.2,52
2017-11-21T06:16:31.491Z,,,,,,38.1,52
2017-11-21T06:16:41.357Z,,,,,,38.1,52
2017-11-21T06:17:01.306Z,,,,,,37.9,52
2017-11-21T06:17:11.306Z,,,,,44.3,37.9,52
2017-11-21T06:17:31.312Z,,1,0,58,,37.8,52
2017-11-21T06:17:51.307Z,,,,,44.2,37.7,52
2017-11-21T06:18:01.306Z,,0,0,5,,37.6,52
2017-11-21T06:18:21.307Z,,,,,,37.5,52
2017-11-21T06:18:31.312Z,,,,,,37.4,52
2017-11-21T06:18:41.397Z,,,,,44.1,37.4,52
2017-11-21T06:19:01.316Z,,,,,,37.3,52
2017-11-21T06:19:11.337Z,,,,,,37.2,52
2017-11-21T06:19:21.314Z,,,,,,37.2,52
2017-11-21T06:19:31.306Z,,,,,,37.1,52
2017-11-21T06:19:41.408Z,,,,,44,37.1,52
2017-11-21T06:19:51.308Z,,,,,,36.9,52
2017-11-21T06:20:01.312Z,,,,,,36.8,52
2017-11-21T06:20:21.308Z,,,,,44,36.7,52
2017-11-21T06:20:31.306Z,,,,,43.9,,
2017-11-21T06:20:51.323Z,,,,,,36.7,52
2017-11-21T06:21:01.312Z,,,,,,36.6,52
2017-11-21T06:21:11.306Z,,,,,,36.5,52
2017-11-21T06:21:21.327Z,,,,,,36.4,52
2017-11-21T06:21:31.306Z,,,,,43.8,,
2017-11-21T06:21:41.398Z,,,,,,36.4,52
2017-11-21T06:22:01.310Z,,,,,,36.2,52
2017-11-21T06:22:21.310Z,,,,,,36.2,52
2017-11-21T06:22:31.326Z,,,,,,36.1,52
2017-11-21T06:22:41.441Z,,,,,43.7,36.1,52
2017-11-21T06:23:01.316Z,,,,,,36,52
2017-11-21T06:23:21.312Z,,,,,,35.9,52
2017-11-21T06:23:31.306Z,,,,,,35.9,52
2017-11-21T06:23:41.405Z,,,,,,35.9,52
2017-11-21T06:24:01.313Z,,,,,43.6,35.8,52
2017-11-21T06:24:11.313Z,,,,,,35.8,52
2017-11-21T06:24:21.367Z,,,,,,35.7,52
2017-11-21T06:24:31.315Z,,,,,,35.7,52
2017-11-21T06:24:41.405Z,,,,,,35.6,52
2017-11-21T06:25:01.308Z,,,,,,35.5,52
2017-11-21T06:25:11.376Z,,,,,43.5,,
2017-11-21T06:25:21.322Z,,,,,,35.5,52
2017-11-21T06:25:31.306Z,,,,,,35.4,52
2017-11-21T06:25:41.396Z,,,,,,35.4,52
2017-11-21T06:26:01.306Z,,,,,,35.3,52
2017-11-21T06:26:11.322Z,,,,,43.4,35.3,52
2017-11-21T06:26:21.327Z,,,,,,35.2,52
2017-11-21T06:26:31.331Z,,,,,,35.2,52
2017-11-21T06:26:41.396Z,,,,,,35.1,52
2017-11-21T06:27:01.315Z,,,,,,34.9,52
2017-11-21T06:27:21.306Z,,,,,43.3,34.9,52
2017-11-21T06:27:31.307Z,,,,,,34.8,52
2017-11-21T06:27:41.502Z,,,,,,34.8,52
2017-11-21T06:28:01.322Z,,,,,,34.8,52
2017-11-21T06:28:11.331Z,,,,,,34.7,52
2017-11-21T06:28:21.329Z,,,,,,34.7,52
2017-11-21T06:28:31.335Z,,,,,,34.7,52
2017-11-21T06:28:41.402Z,,,,,43.2,34.6,52
2017-11-21T06:29:01.306Z,,,,,,34.5,52
2017-11-21T06:29:11.323Z,,,,,,34.5,52
2017-11-21T06:29:21.322Z,,,,,,34.5,52
2017-11-21T06:29:31.318Z,,,,,,34.5,52
2017-11-21T06:29:41.396Z,,,,,,34.4,52
2017-11-21T06:30:01.306Z,,,,,43.1,34.4,52
2017-11-21T06:30:11.363Z,,,,,,34.3,52
2017-11-21T06:30:21.319Z,,,,,,34.3,52
2017-11-21T06:30:31.350Z,,,,,,34.3,52
2017-11-21T06:30:41.395Z,,,,,,34.2,52
2017-11-21T06:31:01.306Z,,,,,,34.2,52
2017-11-21T06:31:11.453Z,,,,,43,,
2017-11-21T06:31:21.311Z,,,,,,34.1,52
2017-11-21T06:31:31.306Z,,,,,,34.1,52
2017-11-21T06:31:41.395Z,,,,,,34.1,52
2017-11-21T06:31:51.307Z,,,,,,34,52
2017-11-21T06:32:01.306Z,,,,,,33.9,52
2017-11-21T06:32:11.305Z,,,,,42.9,,
2017-11-21T06:32:21.318Z,,,,,43,,
2017-11-21T06:32:31.305Z,,,,,42.9,33.9,52
2017-11-21T06:32:51.306Z,,,,,,33.9,52
2017-11-21T06:33:01.305Z,,,,,,33.8,52
2017-11-21T06:33:11.305Z,,,,,,33.8,52
2017-11-21T06:33:21.305Z,,,,,,33.7,52
2017-11-21T06:33:41.427Z,,,,,,33.7,52
2017-11-21T06:34:01.305Z,,,,,42.8,33.7,52
2017-11-21T06:34:11.308Z,,,,,,33.6,52
2017-11-21T06:34:21.322Z,,,,,,33.6,52
2017-11-21T06:34:31.338Z,,,,,,33.6,52
2017-11-21T06:34:41.401Z,,,,,,33.5,52
2017-11-21T06:35:01.305Z,,,,,,33.5,52
2017-11-21T06:35:11.311Z,,,,,,33.5,52
2017-11-21T06:35:21.311Z,,,,,,33.4,52
2017-11-21T06:35:31.305Z,,,,,42.7,33.4,52
2017-11-21T06:35:41.398Z,,,,,,33.4,52
2017-11-21T06:36:01.305Z,,,,,,33.3,52
2017-11-21T06:36:11.305Z,,,,,,33.3,52
2017-11-21T06:36:21.306Z,,,,,,33.3,52
2017-11-21T06:36:31.347Z,,,,,,33.3,52
2017-11-21T06:36:41.396Z,,,,,,33.3,52
2017-11-21T06:37:01.316Z,,,,,42.6,33.2,52
