Time,HwTSet,HwActive,ChActive,PrimTSet,ActPow,HwTOutlet,PrimT
2018-01-13T06:55:51.374Z,50,,,,29,31,37.9
2018-01-13T06:56:01.374Z,50,,,,,31,36.6
2018-01-13T06:56:11.374Z,50,,,,0,31,35.9
2018-01-13T06:56:21.374Z,50,0,2,,,31,33.7
2018-01-13T06:56:31.374Z,50,,,,,31,32.3
2018-01-13T06:56:41.375Z,50,,,,,31,31.7
2018-01-13T06:56:51.374Z,50,,,,,31,
2018-01-13T06:57:01.374Z,50,,,,,31,31.8
2018-01-13T06:57:11.374Z,50,,,,,31,
2018-01-13T06:57:21.374Z,50,,,,,31,
2018-01-13T06:57:31.374Z,50,,,,,31,31.7
2018-01-13T06:57:41.380Z,50,,,,,31,31.6
2018-01-13T06:57:51.374Z,50,,,,,31,
2018-01-13T06:58:01.374Z,50,,,,,31,31.5
2018-01-13T06:58:11.374Z,50,,,,,31,
2018-01-13T06:58:21.374Z,50,,,,,31,
2018-01-13T06:58:31.374Z,50,,,,,31,
2018-01-13T06:58:41.374Z,50,,,,,31,
2018-01-13T06:58:51.374Z,50,,,,,31,
2018-01-13T06:59:01.374Z,50,0,2,59,0,31,31.5
2018-01-13T06:59:11.374Z,50,,,,,31,31.4
2018-01-13T06:59:21.374Z,50,,,,,31,
2018-01-13T06:59:31.374Z,50,,,,,30.9,
2018-01-13T06:59:41.423Z,50,,,,,30.9,
2018-01-13T06:59:51.421Z,50,,,,,30.9,
2018-01-13T07:00:01.403Z,50,,,,,30.9,
2018-01-13T07:00:11.392Z,50,,,,,30.9,
2018-01-13T07:00:21.376Z,50,,,,,30.9,
2018-01-13T07:00:31.374Z,50,,,,,30.9,
2018-01-13T07:00:41.374Z,50,,,,,30.9,
2018-01-13T07:00:51.374Z,50,,,,,30.9,
2018-01-13T07:01:01.374Z,50,,,,,30.9,
2018-01-13T07:01:11.375Z,50,,,,,30.9,
2018-01-13T07:01:21.379Z,50,,,,,30.9,
2018-01-13T07:01:31.374Z,50,,,,,30.9,
2018-01-13T07:01:41.374Z,50,,,,,30.8,
2018-01-13T07:01:51.374Z,50,,,,,30.9,
2018-01-13T07:02:01.374Z,50,,,,,30.8,
2018-01-13T07:02:11.374Z,50,,,,,30.8,
2018-01-13T07:02:21.375Z,50,,,,,30.8,
2018-01-13T07:02:31.374Z,50,,,,,30.8,
2018-01-13T07:02:41.374Z,50,,,,,30.8,
2018-01-13T07:02:51.378Z,50,,,,,30.8,
2018-01-13T07:03:01.374Z,50,,,,,30.8,
2018-01-13T07:03:11.374Z,50,,,,,30.8,
2018-01-13T07:03:21.374Z,50,,,,,30.8,31.5
2018-01-13T07:03:31.374Z,50,,,,,30.8,
2018-01-13T07:03:41.374Z,50,,,,,30.7,
2018-01-13T07:03:51.379Z,50,,,,,30.7,
2018-01-13T07:04:01.374Z,50,,,,,30.7,
2018-01-13T07:04:11.374Z,50,,,,,30.7,31.6
2018-01-13T07:04:21.374Z,50,,,,,30.7,
2018-01-13T07:04:31.374Z,50,,,,,30.7,
2018-01-13T07:04:41.374Z,50,,,,,30.7,
2018-01-13T07:04:51.374Z,50,,,,,30.6,31.7
2018-01-13T07:05:01.379Z,50,,,,,30.7,
2018-01-13T07:05:11.373Z,50,,,,,30.6,
2018-01-13T07:05:21.374Z,50,,,,,30.6,
2018-01-13T07:05:31.374Z,50,,,,,30.6,31.8
2018-01-13T07:05:41.374Z,50,,,,,30.6,
2018-01-13T07:05:51.384Z,50,0,2,,42,30.6,33.7
2018-01-13T07:06:01.380Z,50,,,,33,30.6,38.1
2018-01-13T07:06:11.374Z,50,,,,30,30.6,36.9
2018-01-13T07:06:21.374Z,50,,,,29,30.6,36.4
2018-01-13T07:06:31.374Z,50,,,,,30.4,35.5
2018-01-13T07:06:41.379Z,50,,,,29,30.4,34.9
2018-01-13T07:06:51.374Z,50,,,,30,30.4,
2018-01-13T07:07:01.374Z,50,,,,29,30.4,35.3
2018-01-13T07:07:11.384Z,50,,,,,30.4,35.7
2018-01-13T07:07:21.374Z,50,,,,,30.4,36
2018-01-13T07:07:31.374Z,50,,,,,30.4,36.2
2018-01-13T07:07:41.374Z,50,,,,,30.4,36.4
2018-01-13T07:07:51.375Z,50,,,,,30.4,36.5
2018-01-13T07:08:01.374Z,50,,,,,30.4,36.7
2018-01-13T07:08:11.374Z,50,,,,,30.4,37.1
2018-01-13T07:08:21.374Z,50,,,,,30.3,37.2
2018-01-13T07:08:31.374Z,50,,,,,30.3,37.3
2018-01-13T07:08:41.374Z,50,,,,,30.3,37.4
2018-01-13T07:08:51.374Z,50,,,,,30.3,37.6
2018-01-13T07:09:01.376Z,50,,,,30,30.3,37.7
2018-01-13T07:09:11.374Z,50,,,,,30.3,37.9
2018-01-13T07:09:21.374Z,50,,,,29,30.3,38
2018-01-13T07:09:31.374Z,50,,,,30,30.3,38.1
2018-01-13T07:09:41.374Z,50,,,,29,30.3,38.3
2018-01-13T07:09:51.374Z,50,,,,,30.3,38.4
2018-01-13T07:10:01.374Z,50,,,,,30.3,38.6
2018-01-13T07:10:11.374Z,50,,,,,30.3,38.8
2018-01-13T07:10:21.379Z,50,,,,,30.3,39.1
2018-01-13T07:10:31.379Z,50,,,,,30.3,39.2
2018-01-13T07:10:41.378Z,50,0,2,,0,30.3,39.4
2018-01-13T07:10:51.377Z,50,,,,,30.3,36.8
2018-01-13T07:11:01.374Z,50,,,,,30.3,35.6
2018-01-13T07:11:11.375Z,50,,,,,30.3,34.6
2018-01-13T07:11:21.374Z,50,,,,,30.3,34.5
2018-01-13T07:11:31.374Z,50,,,,,30.3,34.4
2018-01-13T07:11:41.375Z,50,,,,,30.3,
2018-01-13T07:11:51.376Z,50,,,,,30.3,
2018-01-13T07:12:01.374Z,50,,,,,30.3,
2018-01-13T07:12:11.374Z,50,,,,,30.3,
2018-01-13T07:12:21.378Z,50,,,,,30.3,34.3
2018-01-13T07:12:31.374Z,50,,,,,30.3,34.2
2018-01-13T07:12:41.378Z,50,,,,,30.3,34.1
2018-01-13T07:12:51.374Z,50,,,,,30.3,
2018-01-13T07:13:01.374Z,50,,,,,30.3,
2018-01-13T07:13:11.376Z,50,,,,,30.3,
2018-01-13T07:13:21.375Z,50,,,,,30.3,
2018-01-13T07:13:31.374Z,50,,,,,30.3,
2018-01-13T07:13:41.373Z,50,,,,,30.3,34
2018-01-13T07:13:51.374Z,50,,,,,30.3,
2018-01-13T07:14:01.374Z,50,0,2,,40,30.3,37.5
2018-01-13T07:14:11.374Z,50,,,,31,30.3,41.2
2018-01-13T07:14:21.374Z,50,,,,30,30.3,40.7
2018-01-13T07:14:31.373Z,50,,,,29,30.3,40.2
2018-01-13T07:14:41.374Z,50,,,,,30.3,39.8
2018-01-13T07:14:51.374Z,50,,,,30,30.3,39.6
2018-01-13T07:15:01.374Z,50,,,,,30.3,39.5
2018-01-13T07:15:11.437Z,50,0,2,,0,30.3,38.7
2018-01-13T07:15:21.374Z,50,,,,,30.3,36.6
2018-01-13T07:15:31.415Z,50,,,,,30.3,35.6
2018-01-13T07:15:41.412Z,50,,,,,30.4,34.9
2018-01-13T07:15:51.396Z,50,,,,,30.4,
2018-01-13T07:16:01.505Z,50,,,,,30.4,
2018-01-13T07:16:11.375Z,50,,,,,30.4,
2018-01-13T07:16:21.374Z,50,,,,,30.4,
2018-01-13T07:16:31.374Z,50,,,,,30.4,
2018-01-13T07:16:41.374Z,50,,,,,30.4,34.8
2018-01-13T07:16:51.374Z,50,,,,,30.4,34.7
2018-01-13T07:17:01.374Z,50,,,,,30.4,34.6
2018-01-13T07:17:11.374Z,50,,,,,30.4,34.5
2018-01-13T07:17:21.373Z,50,,,,,30.4,
2018-01-13T07:17:31.373Z,50,,,,,30.4,
2018-01-13T07:17:41.374Z,50,,,,,30.4,34.4
2018-01-13T07:17:51.374Z,50,,,,,30.4,
2018-01-13T07:18:01.374Z,50,,,,,30.4,34.3
2018-01-13T07:18:11.374Z,50,,,,,30.4,
2018-01-13T07:18:21.374Z,50,,,,,30.4,
2018-01-13T07:18:31.374Z,50,,,,,30.4,
2018-01-13T07:18:41.374Z,50,,,,,30.4,
2018-01-13T07:18:51.374Z,50,,,,,30.4,
2018-01-13T07:19:01.374Z,50,,,,,30.4,
2018-01-13T07:19:11.374Z,50,,,,,30.4,34.2
2018-01-13T07:19:21.374Z,50,,,,,30.4,
2018-01-13T07:19:31.374Z,50,,,,,30.4,
2018-01-13T07:19:41.374Z,50,,,,,30.6,
2018-01-13T07:19:51.374Z,50,,,,,30.6,
2018-01-13T07:20:01.373Z,50,,,,,30.6,
2018-01-13T07:20:11.374Z,50,,,,,30.6,
2018-01-13T07:20:21.374Z,50,,,,,30.6,
2018-01-13T07:20:31.377Z,50,,,,,30.6,
2018-01-13T07:20:41.374Z,50,,,,,30.6,
2018-01-13T07:20:51.374Z,50,,,,,30.6,
2018-01-13T07:21:01.374Z,50,,,,,30.6,
2018-01-13T07:21:11.374Z,50,,,,,30.6,
2018-01-13T07:21:21.374Z,50,,,,,30.6,34.3
2018-01-13T07:21:31.374Z,50,,,,,30.6,
2018-01-13T07:21:41.374Z,50,,,,,30.6,
2018-01-13T07:21:51.377Z,50,,,,,30.6,
2018-01-13T07:22:01.379Z,50,,,,,30.6,
2018-01-13T07:22:11.373Z,50,,,,,30.6,
2018-01-13T07:22:21.374Z,50,,,,,30.6,
2018-01-13T07:22:31.373Z,50,,,,,30.6,34.4
2018-01-13T07:22:41.374Z,50,,,,,30.6,
2018-01-13T07:22:51.374Z,50,,,,,30.6,
2018-01-13T07:23:01.373Z,50,,,,,30.6,
2018-01-13T07:23:11.373Z,50,,,,,30.6,
2018-01-13T07:23:21.373Z,50,,,,,30.6,
2018-01-13T07:23:31.373Z,50,,,,,30.6,34.5
2018-01-13T07:23:41.374Z,50,,,,,30.6,
2018-01-13T07:23:51.373Z,50,,,,,30.6,
2018-01-13T07:24:01.374Z,50,,,,,30.6,
2018-01-13T07:24:11.373Z,50,,,,,30.6,
2018-01-13T07:24:21.374Z,50,,,,,30.6,
2018-01-13T07:24:31.374Z,50,,,,,30.6,
2018-01-13T07:24:41.373Z,50,,,,,30.6,
2018-01-13T07:24:51.374Z,50,,,,,30.6,
2018-01-13T07:25:01.374Z,50,,,,,30.6,
2018-01-13T07:25:11.373Z,50,,,,,30.6,
2018-01-13T07:25:21.373Z,50,,,,,30.6,
2018-01-13T07:25:31.373Z,50,,,,,30.6,
2018-01-13T07:25:41.373Z,50,,,,,30.6,
2018-01-13T07:25:51.374Z,50,,,,,30.6,
2018-01-13T07:26:01.373Z,50,,,,,30.6,
2018-01-13T07:26:11.374Z,50,,,,,30.4,
2018-01-13T07:26:21.373Z,50,,,,,30.4,
2018-01-13T07:26:31.373Z,50,,,,,30.6,
2018-01-13T07:26:41.374Z,50,,,,,30.6,
2018-01-13T07:26:51.373Z,50,,,,,30.4,
2018-01-13T07:27:01.373Z,50,,,,,30.4,
2018-01-13T07:27:11.373Z,50,,,,,30.4,
2018-01-13T07:27:21.374Z,50,,,,,30.4,
2018-01-13T07:27:31.374Z,50,,,,,30.4,
2018-01-13T07:27:41.373Z,50,,,,,30.4,
2018-01-13T07:27:51.374Z,50,,,,,30.4,
2018-01-13T07:28:01.374Z,50,,,,,30.4,34.4
2018-01-13T07:28:11.377Z,50,,,,,30.4,
2018-01-13T07:28:21.373Z,50,,,,,30.4,
2018-01-13T07:28:31.373Z,50,,,,,30.4,
2018-01-13T07:28:41.374Z,50,,,,,30.4,
2018-01-13T07:28:51.378Z,50,,,,,30.4,
2018-01-13T07:29:01.375Z,50,,,,,30.4,
2018-01-13T07:29:11.373Z,50,,,,,30.4,
2018-01-13T07:29:21.373Z,50,,,,,30.4,
2018-01-13T07:29:31.373Z,50,,,,,30.4,
2018-01-13T07:29:41.373Z,50,,,,,30.4,
2018-01-13T07:29:51.373Z,50,,,,,30.4,
2018-01-13T07:30:01.373Z,50,,,,,30.4,
2018-01-13T07:30:11.374Z,50,,,,,30.4,34.3
2018-01-13T07:30:21.377Z,50,,,,,30.4,
2018-01-13T07:30:31.373Z,50,,,,,30.4,
2018-01-13T07:30:41.373Z,50,,,,,30.4,
2018-01-13T07:30:51.374Z,50,,,,,30.4,
2018-01-13T07:31:01.373Z,50,,,,,30.4,
2018-01-13T07:31:11.427Z,50,,,,,30.4,
2018-01-13T07:31:21.374Z,50,,,,,30.3,
2018-01-13T07:31:31.377Z,50,,,,,30.4,
2018-01-13T07:31:41.403Z,50,,,,,30.3,
2018-01-13T07:31:51.373Z,50,,,,,30.3,
2018-01-13T07:32:01.374Z,50,,,,,30.3,
2018-01-13T07:32:11.374Z,50,,,,,30.3,34.2
2018-01-13T07:32:21.373Z,50,,,,,30.3,
2018-01-13T07:32:31.373Z,50,,,,,30.3,
2018-01-13T07:32:41.374Z,50,,,,,30.3,
2018-01-13T07:32:51.374Z,50,,,,,30.3,
2018-01-13T07:33:01.373Z,50,,,,,30.3,
2018-01-13T07:33:11.374Z,50,,,,,30.3,
2018-01-13T07:33:21.374Z,50,,,,,30.3,
2018-01-13T07:33:31.374Z,50,0,2,,42,30.3,35.5
2018-01-13T07:33:41.375Z,50,,,,34,30.3,40.1
2018-01-13T07:33:51.374Z,50,,,,29,30.3,38.7
2018-01-13T07:34:01.373Z,50,,,,,30.3,36.8
2018-01-13T07:34:11.373Z,50,,,,29,30.3,35.6
2018-01-13T07:34:21.373Z,50,,,,,30.3,34.7
2018-01-13T07:34:31.373Z,50,,,,,30.3,34.6
2018-01-13T07:34:41.373Z,50,,,,30,30.3,35.1
2018-01-13T07:34:51.447Z,50,,,,29,30.3,35.5
2018-01-13T07:35:01.373Z,50,,,,,30.3,35.8
2018-01-13T07:35:11.374Z,50,,,,,30.3,36
2018-01-13T07:35:21.373Z,50,,,,,30.2,36.1
2018-01-13T07:35:31.373Z,50,,,,30,30.2,36.3
2018-01-13T07:35:41.374Z,50,,,,29,30.3,36.5
2018-01-13T07:35:51.373Z,50,,,,30,30.2,36.7
2018-01-13T07:36:01.373Z,50,,,,29,30.2,37.1
2018-01-13T07:36:11.373Z,50,,,,,30.2,37.2
2018-01-13T07:36:21.373Z,50,,,,,30.2,37.3
2018-01-13T07:36:31.378Z,50,,,,,30.2,37.5
2018-01-13T07:36:41.373Z,50,,,,30,30.2,37.7
2018-01-13T07:36:51.374Z,50,,,,,30.2,37.8
2018-01-13T07:37:01.373Z,50,,,,29,30.2,38
2018-01-13T07:37:11.373Z,50,,,,,30.2,38.1
2018-01-13T07:37:21.373Z,50,,,,30,30.2,38.3
2018-01-13T07:37:31.373Z,50,,,,29,30.2,38.4
2018-01-13T07:37:41.373Z,50,,,,30,30.2,38.5
2018-01-13T07:37:51.374Z,50,,,,,30.2,38.7
2018-01-13T07:38:01.373Z,50,,,,,30.2,38.9
2018-01-13T07:38:11.374Z,50,0,2,,0,30.2,39.2
2018-01-13T07:38:21.373Z,50,,,,,30.2,36.9
2018-01-13T07:38:31.374Z,50,,,,,30.2,34.9
2018-01-13T07:38:41.373Z,50,,,,,30.3,34.4
2018-01-13T07:38:51.374Z,50,,,,,30.3,34.2
2018-01-13T07:39:01.374Z,50,,,,,30.2,
2018-01-13T07:39:11.373Z,50,,,,,30.2,
2018-01-13T07:39:21.373Z,50,,,,,30.3,
2018-01-13T07:39:31.373Z,50,,,,,30.3,
2018-01-13T07:39:41.373Z,50,,,,,30.3,34.1
2018-01-13T07:39:51.373Z,50,,,,,30.3,34
2018-01-13T07:40:01.373Z,50,,,,,30.3,33.9
2018-01-13T07:40:11.373Z,50,,,,,30.3,
2018-01-13T07:40:21.373Z,50,,,,,30.3,33.8
2018-01-13T07:40:31.373Z,50,,,,,30.3,
2018-01-13T07:40:41.374Z,50,,,,,30.3,33.9
2018-01-13T07:40:51.374Z,50,,,,,30.3,33.8
2018-01-13T07:41:01.373Z,50,,,,,30.3,
2018-01-13T07:41:11.373Z,50,,,,,30.3,33.7
2018-01-13T07:41:21.406Z,50,,,,,30.3,
2018-01-13T07:41:31.373Z,50,,,,,30.3,
2018-01-13T07:41:41.373Z,50,,,,,30.3,
2018-01-13T07:41:51.373Z,50,,,,,30.3,
2018-01-13T07:42:01.373Z,50,,,,,30.3,
2018-01-13T07:42:11.373Z,50,,,,,30.3,
2018-01-13T07:42:21.373Z,50,,,,,30.3,
2018-01-13T07:42:31.373Z,50,,,,,30.3,
2018-01-13T07:42:41.374Z,50,,,,,30.3,
2018-01-13T07:42:51.373Z,50,,,,,30.3,
2018-01-13T07:43:01.397Z,50,,,,,30.3,
2018-01-13T07:43:11.426Z,50,0,2,,45,30.3,34.1
2018-01-13T07:43:21.419Z,50,,,,33,30.3,40.3
2018-01-13T07:43:31.373Z,50,,,,29,30.3,40.7
2018-01-13T07:43:41.373Z,50,,,,,30.3,39.9
2018-01-13T07:43:51.373Z,50,,,,29,30.3,38.8
2018-01-13T07:44:01.373Z,50,,,,30,30.3,
2018-01-13T07:44:11.373Z,50,,,,,30.3,
2018-01-13T07:44:21.374Z,50,,,,29,30.3,38.6
2018-01-13T07:44:31.374Z,50,,,,29,30.3,39.1
2018-01-13T07:44:41.373Z,50,,,,30,30.3,39.4
2018-01-13T07:44:51.373Z,50,,,,29,30.3,39.6
2018-01-13T07:45:01.373Z,50,,,,,30.3,39.7
2018-01-13T07:45:11.373Z,50,,,,,30.3,39.8
2018-01-13T07:45:21.373Z,50,,,,,30.4,40
2018-01-13T07:45:31.373Z,50,,,,,30.4,40.1
2018-01-13T07:45:41.373Z,50,,,,,30.4,40.2
2018-01-13T07:45:51.373Z,50,0,2,,0,30.4,40.4
2018-01-13T07:46:01.373Z,50,,,,,30.4,37.7
2018-01-13T07:46:11.374Z,50,,,,,30.4,36.4
2018-01-13T07:46:21.373Z,50,,,,,30.4,35.5
2018-01-13T07:46:31.373Z,50,,,,,30.4,35.4
2018-01-13T07:46:41.373Z,50,,,,,30.4,35.3
2018-01-13T07:46:51.373Z,50,,,,,30.4,35.2
2018-01-13T07:47:01.373Z,50,,,,,30.4,
2018-01-13T07:47:11.373Z,50,,,,,30.4,
2018-01-13T07:47:21.373Z,50,,,,,30.4,35.1
2018-01-13T07:47:31.373Z,50,,,,,30.4,34.9
2018-01-13T07:47:41.373Z,50,,,,,30.6,
2018-01-13T07:47:51.373Z,50,,,,,30.4,34.8
2018-01-13T07:48:01.373Z,50,,,,,30.6,
2018-01-13T07:48:11.373Z,50,,,,,30.6,
2018-01-13T07:48:21.373Z,50,,,,,30.6,
2018-01-13T07:48:31.373Z,50,,,,,30.6,34.7
2018-01-13T07:48:41.417Z,50,,,,,30.6,
2018-01-13T07:48:51.373Z,50,,,,,30.6,
2018-01-13T07:49:01.373Z,50,,,,,30.6,34.6
2018-01-13T07:49:11.373Z,50,,,,,30.6,
2018-01-13T07:49:21.373Z,50,,,,,30.6,
2018-01-13T07:49:31.373Z,50,,,,,30.6,
2018-01-13T07:49:41.373Z,50,,,,,30.6,
2018-01-13T07:49:51.373Z,50,,,,,30.6,
2018-01-13T07:50:01.373Z,50,,,,,30.6,
2018-01-13T07:50:11.373Z,50,,,,,30.6,
2018-01-13T07:50:21.373Z,50,,,,,30.6,
2018-01-13T07:50:31.373Z,50,,,,,30.6,
2018-01-13T07:50:41.375Z,50,,,,,30.6,
2018-01-13T07:50:51.373Z,50,,,,,30.6,
2018-01-13T07:51:01.373Z,50,,,,,30.6,
2018-01-13T07:51:11.373Z,50,,,,,30.6,
2018-01-13T07:51:21.373Z,50,,,,,30.6,
2018-01-13T07:51:31.373Z,50,,,,,30.6,
2018-01-13T07:51:41.373Z,50,,,,,30.6,
2018-01-13T07:51:51.374Z,50,,,,,30.6,
2018-01-13T07:52:01.373Z,50,,,,,30.6,
2018-01-13T07:52:11.373Z,50,,,,,30.6,
2018-01-13T07:52:21.372Z,50,,,,,30.6,34.7
2018-01-13T07:52:31.373Z,50,,,,,30.6,
2018-01-13T07:52:41.373Z,50,,,,,30.6,
2018-01-13T07:52:51.376Z,50,,,,,30.6,
2018-01-13T07:53:01.373Z,50,,,,,30.6,
2018-01-13T07:53:11.373Z,50,,,,,30.6,34.8
2018-01-13T07:53:21.373Z,50,,,,,30.6,
2018-01-13T07:53:31.373Z,50,,,,,30.6,
2018-01-13T07:53:41.373Z,50,,,,,30.6,
2018-01-13T07:53:51.373Z,50,,,,,30.6,
2018-01-13T07:54:01.373Z,50,,,,,30.6,
2018-01-13T07:54:11.373Z,50,,,,,30.6,34.9
2018-01-13T07:54:21.373Z,50,,,,,30.6,
2018-01-13T07:54:31.373Z,50,,,,,30.6,
2018-01-13T07:54:41.373Z,50,,,,,30.6,
2018-01-13T07:54:51.373Z,50,,,,,30.6,
2018-01-13T07:55:01.373Z,50,,,,,30.6,
2018-01-13T07:55:11.373Z,50,,,,,30.6,
2018-01-13T07:55:21.373Z,50,,,,,30.6,
2018-01-13T07:55:31.374Z,50,,,,,30.6,
2018-01-13T07:55:41.373Z,50,,,,,30.6,
2018-01-13T07:55:51.373Z,50,,,,,30.6,
2018-01-13T07:56:01.373Z,50,,,,,30.6,
2018-01-13T07:56:11.373Z,50,,,,,30.6,
2018-01-13T07:56:21.373Z,50,,,,,30.6,
2018-01-13T07:56:31.373Z,50,,,,,30.6,
2018-01-13T07:56:41.373Z,50,,,,,30.6,
2018-01-13T07:56:51.373Z,50,,,,,30.6,
2018-01-13T07:57:01.373Z,50,,,,,30.6,
2018-01-13T07:57:11.373Z,50,,,,,30.6,
2018-01-13T07:57:21.373Z,50,,,,,30.6,
2018-01-13T07:57:31.373Z,50,,,,,30.6,
2018-01-13T07:57:41.373Z,50,,,,,30.6,
2018-01-13T07:57:51.373Z,50,,,,,30.6,
2018-01-13T07:58:01.373Z,50,,,,,30.6,
2018-01-13T07:58:11.373Z,50,,,,,30.6,
2018-01-13T07:58:21.373Z,50,,,,,30.6,
2018-01-13T07:58:31.373Z,50,,,,,30.6,
2018-01-13T07:58:41.373Z,50,,,,,30.6,
2018-01-13T07:58:51.373Z,50,,,,,30.6,34.8
2018-01-13T07:59:01.373Z,50,0,2,59,0,30.6,34.8
2018-01-13T07:59:11.375Z,50,,,,,30.6,
2018-01-13T07:59:21.373Z,50,,,,,30.6,
2018-01-13T07:59:31.373Z,50,,,,,30.6,
2018-01-13T07:59:41.373Z,50,,,,,30.6,
2018-01-13T07:59:51.373Z,50,,,,,30.4,
2018-01-13T08:00:01.373Z,50,,,,,30.6,
2018-01-13T08:00:11.373Z,50,,,,,30.6,
2018-01-13T08:00:21.373Z,50,,,,,30.6,
2018-01-13T08:00:31.377Z,50,,,,,30.4,34.7
2018-01-13T08:00:41.373Z,50,,,,,30.4,34.8
2018-01-13T08:00:51.375Z,50,,,,,30.4,34.7
2018-01-13T08:01:01.373Z,50,,,,,30.4,
2018-01-13T08:01:11.373Z,50,,,,,30.4,
2018-01-13T08:01:21.373Z,50,,,,,30.4,
2018-01-13T08:01:31.373Z,50,,,,,30.4,
2018-01-13T08:01:41.372Z,50,,,,,30.4,
2018-01-13T08:01:51.387Z,50,,,,,30.4,
2018-01-13T08:02:01.373Z,50,,,,,30.4,
2018-01-13T08:02:11.373Z,50,,,,,30.4,
2018-01-13T08:02:21.373Z,50,,,,,30.4,
2018-01-13T08:02:31.435Z,50,,,,,30.4,
2018-01-13T08:02:41.373Z,50,,,,,30.4,34.6
2018-01-13T08:02:51.373Z,50,,,,,30.4,
2018-01-13T08:03:01.372Z,50,,,,,30.4,
2018-01-13T08:03:11.373Z,50,,,,,30.4,
2018-01-13T08:03:21.373Z,50,,,,,30.4,
2018-01-13T08:03:31.373Z,50,,,,,30.4,
2018-01-13T08:03:41.375Z,50,,,,,30.4,
2018-01-13T08:03:51.373Z,50,,,,,30.4,
2018-01-13T08:04:01.373Z,50,,,,,30.3,
2018-01-13T08:04:11.373Z,50,,,,,30.4,
2018-01-13T08:04:21.373Z,50,,,,,30.3,34.5
2018-01-13T08:04:31.373Z,50,,,,,30.3,
2018-01-13T08:04:41.373Z,50,,,,,30.3,
2018-01-13T08:04:51.373Z,50,,,,,30.3,
2018-01-13T08:05:01.373Z,50,,,,,30.3,
2018-01-13T08:05:11.373Z,50,,,,,30.3,
2018-01-13T08:05:21.373Z,50,,,,,30.3,
2018-01-13T08:05:31.373Z,50,,,,,30.3,
2018-01-13T08:05:41.373Z,50,0,2,,45,30.3,35.2
2018-01-13T08:05:51.385Z,50,,,,33,30.3,40.4
2018-01-13T08:06:01.374Z,50,,,,30,30.3,38.8
2018-01-13T08:06:11.374Z,50,,,,29,30.3,36.9
2018-01-13T08:06:21.373Z,50,,,,,30.3,35.3
2018-01-13T08:06:31.384Z,50,,,,29,30.3,34.7
2018-01-13T08:06:41.373Z,50,,,,30,30.3,34.5
2018-01-13T08:06:51.373Z,50,,,,29,30.2,35.1
2018-01-13T08:07:01.373Z,50,,,,,30.3,35.4
2018-01-13T08:07:11.374Z,50,,,,,30.2,35.8
2018-01-13T08:07:21.374Z,50,,,,,30.3,36
2018-01-13T08:07:31.373Z,50,,,,,30.3,36.1
2018-01-13T08:07:41.372Z,50,,,,,30.2,36.3
2018-01-13T08:07:51.373Z,50,,,,,30.2,36.5
2018-01-13T08:08:01.373Z,50,,,,,30.2,36.7
2018-01-13T08:08:11.521Z,50,,,,30,30.2,36.9
2018-01-13T08:08:21.373Z,50,,,,29,30.2,37.2
2018-01-13T08:08:31.372Z,50,,,,,30.2,37.4
2018-01-13T08:08:41.375Z,50,,,,,30.2,37.6
2018-01-13T08:08:51.373Z,50,,,,,30.2,37.7
2018-01-13T08:09:01.379Z,50,,,,,30.2,37.9
2018-01-13T08:09:11.382Z,50,,,,,30.2,38
2018-01-13T08:09:21.382Z,50,,,,,30.2,38.2
2018-01-13T08:09:31.382Z,50,,,,,30.2,38.3
2018-01-13T08:09:41.382Z,50,,,,,30.2,38.5
2018-01-13T08:09:51.382Z,50,,,,,30.2,38.7
2018-01-13T08:10:01.373Z,50,,,,30,30.2,38.8
2018-01-13T08:10:11.383Z,50,,,,29,30.2,39.1
2018-01-13T08:10:21.383Z,50,,,,,30.2,39.2
2018-01-13T08:10:31.381Z,50,,,,,30.2,39.3
2018-01-13T08:10:41.381Z,50,,,,,30.2,39.5
2018-01-13T08:10:51.382Z,50,,,,,30.2,39.7
2018-01-13T08:11:01.373Z,50,,,,,30.2,39.8
2018-01-13T08:11:11.373Z,50,,,,,30.3,40
2018-01-13T08:11:21.382Z,50,,,,30,30.3,40.1
2018-01-13T08:11:31.381Z,50,,,,29,30.3,40.3
2018-01-13T08:11:41.381Z,50,,,,30,30.3,40.5
2018-01-13T08:11:51.382Z,50,,,,,30.3,40.6
2018-01-13T08:12:01.382Z,50,,,,,30.3,40.8
2018-01-13T08:12:11.373Z,50,,,,29,30.3,40.9
2018-01-13T08:12:21.381Z,50,,,,,30.3,41.1
2018-01-13T08:12:31.381Z,50,,,,30,30.3,41.2
2018-01-13T08:12:41.381Z,50,,,,29,30.3,41.4
2018-01-13T08:12:51.381Z,50,,,,,30.3,41.5
2018-01-13T08:13:01.381Z,50,,,,,30.3,41.7
2018-01-13T08:13:11.372Z,50,,,,,30.3,41.8
2018-01-13T08:13:21.381Z,50,,,,,30.4,42
2018-01-13T08:13:31.381Z,50,,,,,30.4,42.2
2018-01-13T08:13:41.380Z,50,,,,,30.4,42.3
2018-01-13T08:13:51.381Z,50,,,,30,30.4,42.4
2018-01-13T08:14:01.380Z,50,,,,29,30.4,42.7
2018-01-13T08:14:11.375Z,50,,,,30,30.4,42.8
2018-01-13T08:14:21.380Z,50,,,,29,30.4,43
2018-01-13T08:14:31.379Z,50,,,,30,30.4,43.1
2018-01-13T08:14:41.380Z,50,,,,29,30.4,43.2
