Time,HwActive,HwTSet,ActPow,PrimT,HwTOutlet,PrimTSet,ChActive
2018-02-01T05:25:28.870Z,,,,44,,,
2018-02-01T05:25:38.870Z,,50,30,44.1,33.4,,
2018-02-01T05:25:48.872Z,,50,,,33.4,,
2018-02-01T05:25:58.870Z,,,29,44.4,,,
2018-02-01T05:26:08.871Z,,50,30,44.5,33.4,,
2018-02-01T05:26:18.870Z,,50,,,33.4,,
2018-02-01T05:26:28.870Z,,,29,44.8,,,
2018-02-01T05:26:38.870Z,,50,30,44.9,33.5,,
2018-02-01T05:26:48.870Z,,,29,45,,,
2018-02-01T05:26:58.870Z,,50,,45.1,33.5,,
2018-02-01T05:27:08.870Z,,50,,45.3,33.5,,
2018-02-01T05:27:18.870Z,,50,,,33.5,,
2018-02-01T05:27:28.871Z,,,30,45.5,,,
2018-02-01T05:27:38.870Z,,50,29,45.6,33.5,,
2018-02-01T05:27:48.870Z,,50,,,33.5,,
2018-02-01T05:27:58.870Z,,,29,45.8,,,
2018-02-01T05:28:08.870Z,,50,,45.9,33.5,,
2018-02-01T05:28:18.870Z,,,29,46,,,
2018-02-01T05:28:28.871Z,,50,30,46.1,33.6,,
2018-02-01T05:28:38.870Z,,50,,,33.6,,
2018-02-01T05:28:48.870Z,,,29,46.4,,,
2018-02-01T05:28:58.870Z,,50,30,46.5,33.6,,
2018-02-01T05:29:08.870Z,,50,29,46.6,33.6,,
2018-02-01T05:29:18.870Z,0,50,0,46.7,33.6,,2
2018-02-01T05:29:28.871Z,,50,,44.9,33.7,,
2018-02-01T05:29:38.870Z,,50,,43.3,33.7,,
2018-02-01T05:29:48.870Z,,50,,42.3,33.7,,
2018-02-01T05:29:58.870Z,,50,,42,33.7,,
2018-02-01T05:30:08.870Z,,50,,41.9,33.7,,
2018-02-01T05:30:28.870Z,,50,,,33.7,,
2018-02-01T05:30:38.870Z,,50,,,33.7,,
2018-02-01T05:30:48.880Z,,,,41.8,,,
2018-02-01T05:30:58.870Z,,50,,41.7,33.7,,
2018-02-01T05:31:08.872Z,,50,,41.5,33.8,,
2018-02-01T05:31:18.870Z,,50,,,33.8,,
2018-02-01T05:31:28.870Z,,,,41.4,,,
2018-02-01T05:31:38.878Z,,50,,41.3,33.8,,
2018-02-01T05:31:48.927Z,,50,,,33.8,,
2018-02-01T05:32:08.916Z,,50,,41.2,33.8,,
2018-02-01T05:32:18.870Z,,50,,41.1,33.8,,
2018-02-01T05:32:38.870Z,,50,,,33.8,,
2018-02-01T05:32:48.876Z,,50,,,33.9,,
2018-02-01T05:32:58.870Z,,,,41,,,
2018-02-01T05:33:08.901Z,,50,,,33.9,,
2018-02-01T05:33:18.870Z,,50,,,33.9,,
2018-02-01T05:33:38.870Z,,50,,,33.9,,
2018-02-01T05:33:48.871Z,,50,,,33.9,,
2018-02-01T05:34:08.870Z,,50,,,33.9,,
2018-02-01T05:34:18.870Z,,50,,,33.9,,
2018-02-01T05:34:38.870Z,,50,,,33.9,,
2018-02-01T05:34:48.872Z,,50,,,34,,
2018-02-01T05:35:08.870Z,,50,,41.1,34,,
2018-02-01T05:35:18.870Z,,50,,,34,,
2018-02-01T05:35:38.870Z,,50,,,34,,
2018-02-01T05:35:48.870Z,,50,,,34,,
2018-02-01T05:35:58.870Z,,,,41.2,,,
2018-02-01T05:36:08.899Z,,50,,,34,,
2018-02-01T05:36:18.870Z,,50,,,34,,
2018-02-01T05:36:28.870Z,,,,41.3,,,
2018-02-01T05:36:38.870Z,,50,,,34,,
2018-02-01T05:36:48.870Z,,50,,,34,,
2018-02-01T05:37:08.873Z,,50,,41.4,34,,
2018-02-01T05:37:18.870Z,,50,,,34,,
2018-02-01T05:37:38.870Z,,50,,,34,,
2018-02-01T05:37:48.870Z,,50,,,34,,
2018-02-01T05:38:08.871Z,,50,,,34,,
2018-02-01T05:38:18.870Z,,50,,,34,,
2018-02-01T05:38:38.869Z,,50,,,34,,
2018-02-01T05:38:48.870Z,0,50,0,41.4,34,59,2
2018-02-01T05:39:08.870Z,,50,,,34,,
2018-02-01T05:39:18.870Z,,50,,,34,,
2018-02-01T05:39:38.870Z,,50,,,34.1,,
2018-02-01T05:39:48.869Z,,50,,,34,,
2018-02-01T05:40:08.870Z,,50,,,34,,
2018-02-01T05:40:18.871Z,,50,,,34,,
2018-02-01T05:40:28.870Z,,,,41.3,,,
2018-02-01T05:40:38.870Z,,50,,,34,,
2018-02-01T05:40:48.870Z,,50,,,34,,
2018-02-01T05:41:08.870Z,,50,,,34,,
2018-02-01T05:41:18.870Z,,50,,,34.1,,
2018-02-01T05:41:38.870Z,,50,,,34,,
2018-02-01T05:41:48.870Z,,50,,,34,,
2018-02-01T05:41:58.870Z,,,,41.2,,,
2018-02-01T05:42:08.870Z,,50,,,34,,
2018-02-01T05:42:18.870Z,,50,,,34,,
2018-02-01T05:42:38.870Z,,50,,,34,,
2018-02-01T05:42:48.869Z,,50,,,34,,
2018-02-01T05:43:08.870Z,,50,,41.1,34,,
2018-02-01T05:43:18.870Z,,50,,,34,,
2018-02-01T05:43:38.870Z,,50,,,34,,
2018-02-01T05:43:48.870Z,,50,,,34,,
2018-02-01T05:44:08.872Z,,50,,41,34,,
2018-02-01T05:44:18.870Z,,50,,,34,,
2018-02-01T05:44:38.871Z,,50,,,34,,
2018-02-01T05:44:48.871Z,,50,,,34,,
2018-02-01T05:45:08.872Z,,50,,40.9,34,,
2018-02-01T05:45:18.870Z,,,,40.9,,,
2018-02-01T05:45:28.876Z,,50,,,34,,
2018-02-01T05:45:38.884Z,,50,,,34,,
2018-02-01T05:45:48.871Z,0,50,45,41.1,34,,2
2018-02-01T05:45:58.873Z,,50,38,45.1,34,,
2018-02-01T05:46:08.870Z,,50,30,44.6,34,,
2018-02-01T05:46:18.870Z,,50,29,43.2,34,,
2018-02-01T05:46:28.870Z,,50,30,41.4,34,,
2018-02-01T05:46:38.870Z,,50,29,39.9,33.9,,
2018-02-01T05:46:48.871Z,,,,39.3,,,
2018-02-01T05:46:58.870Z,,50,30,39.4,33.9,,
2018-02-01T05:47:08.870Z,,50,29,39.9,33.9,,
2018-02-01T05:47:18.934Z,,,,40.2,,,
2018-02-01T05:47:28.925Z,,50,30,40.5,33.9,,
2018-02-01T05:47:38.872Z,,50,,,33.9,,
2018-02-01T05:47:48.903Z,,,29,40.7,,,
2018-02-01T05:47:58.870Z,,50,,40.9,33.9,,
2018-02-01T05:48:09.050Z,,50,30,41.1,33.9,,
2018-02-01T05:48:18.875Z,,,29,41.3,,,
2018-02-01T05:48:28.869Z,,50,30,41.5,33.9,,
2018-02-01T05:48:38.875Z,,50,,,33.9,,
2018-02-01T05:48:48.869Z,,50,29,41.9,33.9,,
2018-02-01T05:48:58.870Z,,,30,42.1,,,
2018-02-01T05:49:08.870Z,,50,,42.3,33.9,,
2018-02-01T05:49:18.870Z,,50,,,33.9,,
2018-02-01T05:49:28.870Z,,,29,42.7,,,
2018-02-01T05:49:38.869Z,,50,,42.8,33.9,,
2018-02-01T05:49:48.965Z,,50,,42.9,33.9,,
2018-02-01T05:49:58.959Z,,,30,43,,,
2018-02-01T05:50:08.883Z,,50,29,43.2,33.9,,
2018-02-01T05:50:18.870Z,,50,,,33.9,,
2018-02-01T05:50:28.870Z,,,,43.4,,,
2018-02-01T05:50:38.870Z,,50,30,43.5,33.9,,
2018-02-01T05:50:48.870Z,,50,,,33.9,,
2018-02-01T05:50:58.870Z,,,29,43.8,,,
2018-02-01T05:51:08.870Z,,50,,43.9,33.9,,
2018-02-01T05:51:18.870Z,,,,44,,,
2018-02-01T05:51:28.870Z,,50,,44.1,33.9,,
2018-02-01T05:51:38.870Z,,50,,,33.9,,
2018-02-01T05:51:48.965Z,,,,44.3,,,
2018-02-01T05:51:58.870Z,,50,,44.5,33.9,,
2018-02-01T05:52:08.869Z,,50,30,44.6,33.9,,
2018-02-01T05:52:18.870Z,,50,0,44.8,34,,
2018-02-01T05:52:28.870Z,0,50,,42.9,33.9,,2
2018-02-01T05:52:38.869Z,,50,,41.3,33.9,,
2018-02-01T05:52:48.870Z,,50,,40.4,34,,
2018-02-01T05:52:58.871Z,,,,40.1,,,
2018-02-01T05:53:08.889Z,,50,,40,34,,
2018-02-01T05:53:18.874Z,,50,,,34,,
2018-02-01T05:53:38.870Z,,50,,,34,,
2018-02-01T05:53:48.871Z,,,,39.9,,,
2018-02-01T05:53:58.870Z,,50,,39.8,34,,
2018-02-01T05:54:08.875Z,,50,,39.6,34,,
2018-02-01T05:54:18.869Z,,50,,,34,,
2018-02-01T05:54:29.009Z,,,,39.5,,,
2018-02-01T05:54:38.870Z,,50,,,34,,
2018-02-01T05:54:48.869Z,,50,,,34,,
2018-02-01T05:54:58.871Z,,,,39.4,,,
2018-02-01T05:55:08.870Z,,50,,,34,,
2018-02-01T05:55:18.870Z,,50,,39.3,34,,
2018-02-01T05:55:38.870Z,,50,,39.2,34,,
2018-02-01T05:55:48.869Z,,50,,,34,,
2018-02-01T05:56:08.870Z,,50,,,34,,
2018-02-01T05:56:18.870Z,,50,,,34,,
2018-02-01T05:56:38.869Z,,50,,,34,,
2018-02-01T05:56:48.869Z,,50,,,34,,
2018-02-01T05:57:08.872Z,,50,,,34,,
2018-02-01T05:57:18.880Z,,50,,,34,,
2018-02-01T05:57:38.870Z,,50,,,34,,
2018-02-01T05:57:48.870Z,,50,,,34,,
2018-02-01T05:58:08.869Z,,50,,,34,,
2018-02-01T05:58:18.870Z,,50,,,34,,
2018-02-01T05:58:28.870Z,,,,39.3,,,
2018-02-01T05:58:38.870Z,,50,,,34,,
2018-02-01T05:58:48.869Z,,50,,,34,,
2018-02-01T05:58:58.869Z,,,,39.4,,,
2018-02-01T05:59:08.870Z,,50,,,34,,
2018-02-01T05:59:18.870Z,,50,,,34,,
2018-02-01T05:59:38.870Z,,50,,39.5,34,,
2018-02-01T05:59:48.869Z,,50,,,34,,
2018-02-01T06:00:08.870Z,,50,,,34,,
2018-02-01T06:00:18.869Z,,50,,,34,,
2018-02-01T06:00:38.869Z,,50,,39.6,34,,
2018-02-01T06:00:48.869Z,,50,,,34,,
2018-02-01T06:01:08.876Z,,50,,,34,,
2018-02-01T06:01:18.870Z,,50,,,34,,
2018-02-01T06:01:38.869Z,,50,,,34,,
2018-02-01T06:01:48.869Z,,50,,,34,,
2018-02-01T06:02:08.870Z,,50,,,34,,
2018-02-01T06:02:18.869Z,,50,,,34,,
2018-02-01T06:02:38.870Z,,50,,,34,,
2018-02-01T06:02:48.884Z,,50,,,34,,
2018-02-01T06:03:08.870Z,,50,,,33.9,,
2018-02-01T06:03:18.869Z,,50,,,34,,
2018-02-01T06:03:38.911Z,,50,,,33.9,,
2018-02-01T06:03:48.871Z,,50,,,33.9,,
2018-02-01T06:04:08.872Z,,50,,39.5,33.9,,
2018-02-01T06:04:18.869Z,,50,,,33.9,,
2018-02-01T06:04:38.869Z,,50,,,33.9,,
2018-02-01T06:04:48.869Z,,50,,,33.9,,
2018-02-01T06:05:08.870Z,,50,,,33.9,,
2018-02-01T06:05:18.869Z,,50,,,33.9,,
2018-02-01T06:05:28.869Z,,50,,,33.9,,
2018-02-01T06:05:38.870Z,0,50,38,43.6,33.9,,2
2018-02-01T06:05:48.869Z,,50,32,45.3,33.9,,
2018-02-01T06:05:58.870Z,,50,30,43.1,33.8,,
2018-02-01T06:06:08.870Z,,50,29,41.7,33.8,,
2018-02-01T06:06:18.871Z,,50,,40.1,33.9,,
2018-02-01T06:06:28.870Z,,,,39.4,,,
2018-02-01T06:06:38.869Z,,50,30,,33.8,,
2018-02-01T06:06:48.870Z,,50,29,39.7,33.8,,
2018-02-01T06:06:58.869Z,,,,40.1,,,
2018-02-01T06:07:08.870Z,,50,,40.4,33.8,,
2018-02-01T06:07:18.870Z,,50,,,33.8,,
2018-02-01T06:07:28.870Z,,,29,40.7,,,
2018-02-01T06:07:38.869Z,,50,,40.9,33.8,,
2018-02-01T06:07:48.870Z,,,,41,,,
2018-02-01T06:07:58.871Z,,50,,41.2,33.8,,
2018-02-01T06:08:08.870Z,,50,,41.4,33.8,,
2018-02-01T06:08:18.869Z,,50,,,33.8,,
2018-02-01T06:08:28.869Z,,,29,41.7,,,
2018-02-01T06:08:38.870Z,,50,30,41.9,33.8,,
2018-02-01T06:08:48.869Z,,,29,42.1,,,
2018-02-01T06:08:58.869Z,,50,,42.2,33.8,,
2018-02-01T06:09:08.870Z,,50,,42.3,33.8,,
2018-02-01T06:09:18.869Z,,50,,,33.8,,
2018-02-01T06:09:28.869Z,,,,42.7,,,
2018-02-01T06:09:38.869Z,,50,,42.8,33.8,,
2018-02-01T06:09:48.886Z,,,,43,,,
2018-02-01T06:09:58.869Z,,50,30,43.1,33.8,,
2018-02-01T06:10:08.872Z,,50,,43.2,33.8,,
2018-02-01T06:10:19.036Z,,50,,,33.8,,
2018-02-01T06:10:28.869Z,,,29,43.5,,,
2018-02-01T06:10:38.870Z,,50,,43.6,33.8,,
2018-02-01T06:10:48.870Z,,50,,,33.8,,
2018-02-01T06:10:58.869Z,,,30,43.8,,,
2018-02-01T06:11:08.869Z,,50,29,43.9,33.8,,
2018-02-01T06:11:18.869Z,,,30,44.1,,,
2018-02-01T06:11:28.869Z,,50,,44.2,33.8,,
2018-02-01T06:11:38.869Z,,50,,,33.8,,
2018-02-01T06:11:48.874Z,,,29,44.4,,,
2018-02-01T06:11:58.869Z,,50,30,44.5,33.8,,
2018-02-01T06:12:08.884Z,0,50,0,43.9,33.8,,2
2018-02-01T06:12:18.869Z,,50,,41.6,33.8,,
2018-02-01T06:12:28.870Z,,,,40.5,,,
2018-02-01T06:12:38.870Z,,50,,40,33.8,,
2018-02-01T06:12:48.869Z,,,,39.8,,,
2018-02-01T06:12:58.869Z,,50,,,33.8,,
2018-02-01T06:13:08.869Z,,50,,,33.8,,
2018-02-01T06:13:18.878Z,,50,,,33.8,,
2018-02-01T06:13:38.882Z,,50,,39.7,33.8,,
2018-02-01T06:13:48.870Z,,50,,,33.8,,
2018-02-01T06:13:58.870Z,,,,39.5,,,
2018-02-01T06:14:08.870Z,,50,,39.4,33.8,,
2018-02-01T06:14:18.870Z,,50,,,33.8,,
2018-02-01T06:14:28.869Z,,,,39.3,,,
2018-02-01T06:14:38.869Z,,50,,,33.8,,
2018-02-01T06:14:48.871Z,,50,,,33.8,,
2018-02-01T06:14:58.869Z,,,,39.2,,,
2018-02-01T06:15:08.870Z,,50,,,33.9,,
2018-02-01T06:15:18.875Z,,,,39.1,,,
2018-02-01T06:15:28.870Z,,50,,,33.9,,
2018-02-01T06:15:38.869Z,,50,,,33.9,,
2018-02-01T06:15:58.882Z,,50,,,33.9,,
2018-02-01T06:16:08.869Z,,50,,,33.9,,
2018-02-01T06:16:18.871Z,,50,,,33.9,,
2018-02-01T06:16:38.869Z,,50,,,33.9,,
2018-02-01T06:16:48.870Z,,50,,,33.9,,
2018-02-01T06:17:08.869Z,,50,,,33.9,,
2018-02-01T06:17:18.869Z,,50,,,33.9,,
2018-02-01T06:17:38.869Z,,50,,,33.9,,
2018-02-01T06:17:48.869Z,,50,,,33.9,,
2018-02-01T06:18:08.876Z,,50,,39.2,33.9,,
2018-02-01T06:18:18.870Z,,50,,,33.9,,
2018-02-01T06:18:38.870Z,,50,,,33.9,,
2018-02-01T06:18:48.938Z,,50,,,33.9,,
2018-02-01T06:18:58.922Z,,,,39.3,,,
2018-02-01T06:19:08.911Z,,50,,,33.9,,
2018-02-01T06:19:18.897Z,,50,,,33.9,,
2018-02-01T06:19:38.875Z,,50,,39.4,33.9,,
2018-02-01T06:19:48.869Z,,50,,,33.9,,
2018-02-01T06:20:08.870Z,,50,,,33.9,,
2018-02-01T06:20:18.869Z,,50,,,33.9,,
2018-02-01T06:20:38.869Z,,50,,39.5,33.9,,
2018-02-01T06:20:48.903Z,,50,,,33.9,,
2018-02-01T06:21:08.869Z,,50,,39.4,33.9,,
2018-02-01T06:21:18.869Z,,50,,,33.9,,
2018-02-01T06:21:28.878Z,,,,39.5,,,
2018-02-01T06:21:38.869Z,,50,,,33.9,,
2018-02-01T06:21:48.870Z,,50,,,33.9,,
2018-02-01T06:22:08.870Z,,50,,,33.8,,
2018-02-01T06:22:18.869Z,,50,,,33.8,,
2018-02-01T06:22:38.885Z,,50,,,33.8,,
2018-02-01T06:22:48.896Z,,50,,,33.8,,
2018-02-01T06:22:58.869Z,,,,39.4,,,
2018-02-01T06:23:08.869Z,,50,,,33.8,,
2018-02-01T06:23:18.869Z,,50,,,33.8,,
2018-02-01T06:23:38.869Z,,50,,,33.8,,
2018-02-01T06:23:48.869Z,,50,,,33.8,,
2018-02-01T06:24:08.869Z,,50,,,33.8,,
2018-02-01T06:24:18.869Z,,50,,,33.8,,
2018-02-01T06:24:38.869Z,,50,,,33.8,,
2018-02-01T06:24:48.869Z,,50,,,33.8,,
2018-02-01T06:24:58.868Z,,,,39.4,,,
2018-02-01T06:25:08.869Z,,50,,39.3,33.8,,
2018-02-01T06:25:18.870Z,0,50,43,40.1,33.7,,2
2018-02-01T06:25:28.869Z,,50,34,44.5,33.7,,
2018-02-01T06:25:38.869Z,,50,29,43.9,33.7,,
2018-02-01T06:25:48.869Z,,50,,42.3,33.7,,
2018-02-01T06:25:58.899Z,,50,,40.6,33.7,,
2018-02-01T06:26:08.869Z,,50,,39.7,33.7,,
2018-02-01T06:26:18.869Z,,,,39.5,,,
2018-02-01T06:26:28.877Z,,50,,39.4,33.7,,
2018-02-01T06:26:38.870Z,,50,30,39.9,33.7,,
2018-02-01T06:26:48.869Z,,,29,40.3,,,
2018-02-01T06:26:58.869Z,,50,30,40.5,33.7,,
2018-02-01T06:27:08.869Z,,50,29,40.6,33.7,,
2018-02-01T06:27:18.870Z,,50,,,33.7,,
2018-02-01T06:27:28.869Z,,50,30,40.9,33.7,,
2018-02-01T06:27:38.884Z,,,29,41.1,,,
2018-02-01T06:27:48.882Z,,50,30,41.3,33.7,,
2018-02-01T06:27:58.870Z,,50,,,33.7,,
2018-02-01T06:28:08.869Z,,50,29,41.6,33.7,,
2018-02-01T06:28:18.868Z,,,30,41.8,,,
2018-02-01T06:28:28.869Z,,50,,42,33.7,,
2018-02-01T06:28:38.869Z,,,30,42.1,,,
2018-02-01T06:28:48.869Z,,50,,42.2,33.7,,
2018-02-01T06:28:58.880Z,,50,,,33.7,,
2018-02-01T06:29:08.869Z,,50,29,42.6,33.7,,
2018-02-01T06:29:18.869Z,,,,42.7,,,
2018-02-01T06:29:28.869Z,,50,,42.9,33.7,,
2018-02-01T06:29:38.878Z,,,29,,,,
2018-02-01T06:29:48.869Z,,50,,43.1,33.7,,
2018-02-01T06:29:58.868Z,,50,,,33.7,,
2018-02-01T06:30:08.869Z,,50,29,43.3,33.7,,
2018-02-01T06:30:18.868Z,,,,43.4,,,
2018-02-01T06:30:28.868Z,,50,,43.6,33.7,,
2018-02-01T06:30:38.874Z,,50,,,33.7,,
2018-02-01T06:30:48.870Z,,,,43.8,,,
2018-02-01T06:30:58.869Z,,50,,43.9,33.7,,
2018-02-01T06:31:08.880Z,,50,,44.1,33.7,,
2018-02-01T06:31:18.885Z,,,,44.2,,,
2018-02-01T06:31:28.870Z,,50,30,44.3,33.7,,
2018-02-01T06:31:38.874Z,,50,,,33.7,,
2018-02-01T06:31:48.870Z,0,50,0,44.5,33.7,,2
2018-02-01T06:31:58.873Z,,50,,42.4,33.7,,
2018-02-01T06:32:08.869Z,,50,,40.8,33.7,,
2018-02-01T06:32:18.878Z,,50,,40.1,33.7,,
2018-02-01T06:32:28.869Z,,,,39.8,,,
2018-02-01T06:32:38.869Z,,50,,,33.7,,
2018-02-01T06:32:48.883Z,,50,,,33.7,,
2018-02-01T06:33:08.870Z,,50,,,33.7,,
2018-02-01T06:33:18.869Z,,50,,,33.7,,
2018-02-01T06:33:28.868Z,,,,39.6,,,
2018-02-01T06:33:38.869Z,,50,,39.5,33.8,,
2018-02-01T06:33:48.869Z,,50,,,33.8,,
2018-02-01T06:33:58.868Z,,,,39.3,,,
2018-02-01T06:34:08.871Z,,50,,,33.8,,
2018-02-01T06:34:18.868Z,,50,,,33.8,,
2018-02-01T06:34:28.988Z,,,,39.2,,,
2018-02-01T06:34:38.913Z,,50,,,33.8,,
2018-02-01T06:34:48.873Z,,50,,39.1,33.8,,
2018-02-01T06:35:08.868Z,,50,,,33.8,,
2018-02-01T06:35:18.886Z,,50,,,33.8,,
2018-02-01T06:35:28.869Z,,50,,39.1,33.8,,
2018-02-01T06:35:38.949Z,,50,,39.1,33.8,,
2018-02-01T06:35:48.869Z,,,,38.9,,,
2018-02-01T06:35:58.869Z,,50,,,33.8,,
2018-02-01T06:36:08.869Z,,50,,,33.8,,
2018-02-01T06:36:18.869Z,,50,,,33.8,,
2018-02-01T06:36:38.870Z,,50,,,33.8,,
2018-02-01T06:36:48.868Z,,50,,,33.8,,
2018-02-01T06:37:08.869Z,,50,,,33.8,,
2018-02-01T06:37:18.869Z,,50,,,33.8,,
2018-02-01T06:37:28.873Z,,50,,38.9,33.8,,
2018-02-01T06:37:38.869Z,,,,39.1,,,
2018-02-01T06:37:48.873Z,,50,,,33.8,,
2018-02-01T06:37:58.869Z,,50,,,33.8,,
2018-02-01T06:38:08.870Z,,50,,,33.8,,
2018-02-01T06:38:18.868Z,,,,39.2,,,
2018-02-01T06:38:28.869Z,,50,,,33.8,,
2018-02-01T06:38:38.906Z,,50,,,33.8,,
2018-02-01T06:38:48.959Z,0,,0,39.2,,59,2
2018-02-01T06:38:58.869Z,,50,,39.3,33.8,,
2018-02-01T06:39:08.869Z,,50,,,33.8,,
2018-02-01T06:39:18.869Z,,50,,,33.8,,
2018-02-01T06:39:38.869Z,,50,,,33.8,,
2018-02-01T06:39:48.868Z,,50,,,33.8,,
2018-02-01T06:39:58.869Z,,,,39.4,,,
2018-02-01T06:40:08.869Z,,50,,,33.8,,
2018-02-01T06:40:18.872Z,,50,,,33.8,,
2018-02-01T06:40:38.879Z,,50,,,33.8,,
2018-02-01T06:40:48.873Z,,50,,,33.8,,
2018-02-01T06:41:08.869Z,,50,,,33.8,,
2018-02-01T06:41:18.879Z,,50,,,33.8,,
2018-02-01T06:41:38.872Z,,50,,,33.7,,
2018-02-01T06:41:48.868Z,,50,,,33.7,,
2018-02-01T06:42:08.869Z,,50,,,33.7,,
2018-02-01T06:42:18.906Z,,50,,,33.7,,
2018-02-01T06:42:38.875Z,,50,,,33.7,,
2018-02-01T06:42:48.868Z,,50,,,33.7,,
2018-02-01T06:43:08.935Z,,50,,,33.7,,
2018-02-01T06:43:18.869Z,,50,,,33.7,,
2018-02-01T06:43:38.868Z,,50,,,33.7,,
2018-02-01T06:43:48.868Z,,50,,,33.7,,
2018-02-01T06:44:08.868Z,,50,,,33.7,,
2018-02-01T06:44:18.869Z,,50,,,33.7,,
2018-02-01T06:44:28.868Z,,,,39.3,,,
2018-02-01T06:44:38.868Z,,50,,,33.7,,
2018-02-01T06:44:48.904Z,,50,,,33.7,,
2018-02-01T06:44:58.868Z,0,50,,,33.6,,2
2018-02-01T06:45:08.869Z,,50,39,43.1,33.6,,
2018-02-01T06:45:18.868Z,,50,29,44.9,33.6,,
2018-02-01T06:45:28.869Z,,50,29,42.6,33.6,,
2018-02-01T06:45:38.899Z,,50,29,41.3,33.6,,
2018-02-01T06:45:48.869Z,,50,29,39.9,33.6,,
2018-02-01T06:45:58.868Z,,,,39.4,,,
2018-02-01T06:46:08.940Z,,50,,,33.6,,
2018-02-01T06:46:18.869Z,,50,,39.7,33.6,,
2018-02-01T06:46:28.868Z,,,29,40.1,,,
2018-02-01T06:46:38.868Z,,50,,40.4,33.6,,
2018-02-01T06:46:48.868Z,,50,,,33.6,,
2018-02-01T06:46:58.873Z,,,29,40.6,,,
2018-02-01T06:47:08.869Z,,50,,40.8,33.6,,
2018-02-01T06:47:18.869Z,,50,30,41,33.6,,
2018-02-01T06:47:28.868Z,,,29,41.1,,,
2018-02-01T06:47:38.868Z,,50,,41.3,33.6,,
2018-02-01T06:47:48.869Z,,50,,,33.6,,
2018-02-01T06:47:58.937Z,,,,41.7,,,
2018-02-01T06:48:08.869Z,,50,,41.9,33.6,,
2018-02-01T06:48:18.868Z,,,,42,,,
2018-02-01T06:48:28.880Z,,50,,42.1,33.6,,
2018-02-01T06:48:38.868Z,,50,,,33.6,,
2018-02-01T06:48:48.868Z,,,29,42.4,,,
2018-02-01T06:48:58.869Z,,50,,42.6,33.6,,
2018-02-01T06:49:08.869Z,,50,,42.7,33.6,,
2018-02-01T06:49:18.868Z,,50,,,33.6,,
2018-02-01T06:49:28.869Z,,,,43,,,
2018-02-01T06:49:38.874Z,,50,,43.1,33.6,,
2018-02-01T06:49:48.874Z,,50,,,33.6,,
2018-02-01T06:49:58.870Z,,,,43.3,,,
2018-02-01T06:50:08.868Z,,50,,43.4,33.6,,
2018-02-01T06:50:19.001Z,,50,,,33.6,,
2018-02-01T06:50:28.930Z,,,,43.7,,,
2018-02-01T06:50:38.898Z,,50,,43.8,33.6,,
2018-02-01T06:50:48.869Z,,50,,43.9,33.6,,
2018-02-01T06:50:58.897Z,,,,44.1,,,
2018-02-01T06:51:08.882Z,,50,30,44.2,33.6,,
2018-02-01T06:51:18.881Z,,50,,,33.6,,
2018-02-01T06:51:28.868Z,,50,29,44.5,33.6,,
2018-02-01T06:51:38.954Z,0,50,0,43.5,33.6,,2
2018-02-01T06:51:48.886Z,,50,,41.3,33.6,,
2018-02-01T06:51:58.923Z,,50,,40.2,33.6,,
2018-02-01T06:52:08.873Z,,50,,39.8,33.6,,
2018-02-01T06:52:18.886Z,,,,39.7,,,
2018-02-01T06:52:28.869Z,,50,,,33.6,,
2018-02-01T06:52:38.870Z,,50,,,33.6,,
2018-02-01T06:52:58.872Z,,50,,,33.6,,
2018-02-01T06:53:08.876Z,,50,,39.6,33.7,,
2018-02-01T06:53:18.958Z,,50,,,33.6,,
2018-02-01T06:53:28.869Z,,,,39.4,,,
2018-02-01T06:53:38.868Z,,50,,39.3,33.7,,
2018-02-01T06:53:48.873Z,0,50,44,40.4,33.7,,2
2018-02-01T06:53:58.879Z,,50,35,45.1,33.7,,
2018-02-01T06:54:08.925Z,,50,29,46.5,33.7,,
2018-02-01T06:54:18.868Z,,,29,45.3,,,
2018-02-01T06:54:28.872Z,,50,,45,33.7,,
2018-02-01T06:54:38.991Z,,,29,44.7,,,
2018-02-01T06:54:48.941Z,,50,,44.6,33.7,,
2018-02-01T06:54:58.868Z,,50,,,33.7,,
2018-02-01T06:55:08.911Z,,50,,44.7,33.7,,
2018-02-01T06:55:18.878Z,,50,,44.9,33.7,,
2018-02-01T06:55:28.871Z,0,50,0,45,33.7,,2
2018-02-01T06:55:38.873Z,,50,,42.7,33.7,,
2018-02-01T06:55:48.914Z,,50,,41.2,33.7,,
2018-02-01T06:55:58.926Z,,50,,40.5,33.7,,
2018-02-01T06:56:08.871Z,,50,,40.3,33.7,,
2018-02-01T06:56:28.871Z,,50,,40.2,33.7,,
2018-02-01T06:56:38.868Z,,50,,,33.8,,
2018-02-01T06:56:58.868Z,,50,,40.1,33.8,,
2018-02-01T06:57:08.869Z,,50,,40,33.8,,
2018-02-01T06:57:18.870Z,,,,39.8,,,
2018-02-01T06:57:28.871Z,,50,,39.7,33.8,,
2018-02-01T06:57:38.898Z,,50,,,33.8,,
2018-02-01T06:57:48.883Z,,,,39.6,,,
2018-02-01T06:57:58.875Z,,50,,,33.8,,
2018-02-01T06:58:08.868Z,,50,,39.5,33.8,,
2018-02-01T06:58:18.977Z,,50,,,33.8,,
2018-02-01T06:58:28.875Z,,50,,39.4,33.8,,
2018-02-01T06:58:48.873Z,,50,,39.3,33.8,,
2018-02-01T06:58:58.885Z,,50,,,33.8,,
