Time,HwActive,HwTSet,ActPow,PrimT,HwTOutlet,PrimTSet,ChActive
2018-02-01T11:31:08.860Z,,,,29.3,,,
2018-02-01T11:31:18.860Z,,50,,,25.7,,
2018-02-01T11:31:28.862Z,,50,,,25.7,,
2018-02-01T11:31:48.862Z,,50,,,25.7,,
2018-02-01T11:31:58.861Z,,50,,,25.7,,
2018-02-01T11:32:18.865Z,,50,,,25.7,,
2018-02-01T11:32:28.861Z,,50,,,25.7,,
2018-02-01T11:32:48.866Z,,50,,,25.7,,
2018-02-01T11:32:58.860Z,,50,,,25.7,,
2018-02-01T11:33:18.861Z,,50,,,25.7,,
2018-02-01T11:33:28.867Z,,50,,,25.7,,
2018-02-01T11:33:48.860Z,,50,,29.2,25.7,,
2018-02-01T11:33:58.905Z,,50,,,25.7,,
2018-02-01T11:34:08.862Z,,,,29.2,,,
2018-02-01T11:34:18.861Z,,50,,,25.7,,
2018-02-01T11:34:28.874Z,,50,,,25.7,,
2018-02-01T11:34:48.861Z,,50,,,25.7,,
2018-02-01T11:34:58.862Z,,50,,,25.7,,
2018-02-01T11:35:18.872Z,,50,,,25.7,,
2018-02-01T11:35:28.865Z,,50,,,25.7,,
2018-02-01T11:35:48.862Z,,50,,,25.7,,
2018-02-01T11:35:58.863Z,,50,,,25.7,,
2018-02-01T11:36:18.861Z,,50,,,25.7,,
2018-02-01T11:36:28.861Z,,50,,,25.7,,
2018-02-01T11:36:48.868Z,0,50,,,25.7,59,2
2018-02-01T11:36:58.863Z,,50,,,25.7,,
2018-02-01T11:37:08.865Z,0,,,,,5,0
2018-02-01T11:37:18.862Z,0,50,,29,25.7,59,2
2018-02-01T11:37:28.861Z,,,,29.2,,,
2018-02-01T11:37:38.952Z,,50,,29,25.7,,
2018-02-01T11:37:48.889Z,,50,,,25.7,,
2018-02-01T11:37:58.861Z,,,,29,,,
2018-02-01T11:38:08.862Z,,50,,,25.7,,
2018-02-01T11:38:18.871Z,,50,,,25.7,,
2018-02-01T11:38:28.862Z,,50,,,25.7,,
2018-02-01T11:38:48.864Z,,50,,,25.7,,
2018-02-01T11:38:58.901Z,,50,,,25.7,,
2018-02-01T11:39:18.863Z,0,50,0,29,25.7,59,2
2018-02-01T11:39:28.862Z,,50,,,25.7,,
2018-02-01T11:39:48.868Z,,50,,,25.7,,
2018-02-01T11:39:58.861Z,,50,,,25.7,,
2018-02-01T11:40:18.863Z,,50,,,25.7,,
2018-02-01T11:40:28.865Z,0,,,,,5,0
2018-02-01T11:40:38.866Z,,50,,,25.7,,
2018-02-01T11:40:48.862Z,,50,,28.9,25.7,,
2018-02-01T11:40:58.873Z,,,,29,,,
2018-02-01T11:41:08.862Z,,50,,,25.7,,
2018-02-01T11:41:18.862Z,,50,,,25.7,,
2018-02-01T11:41:28.862Z,,50,,28.9,25.7,,
2018-02-01T11:41:38.862Z,,50,,29,25.7,,
2018-02-01T11:41:48.866Z,,50,,28.9,25.7,,
2018-02-01T11:41:58.870Z,,50,,28.9,25.7,,
2018-02-01T11:42:08.863Z,,50,,28.9,25.7,,
2018-02-01T11:42:18.864Z,,50,,28.9,25.7,,
2018-02-01T11:42:38.863Z,,50,,,25.7,,
2018-02-01T11:42:48.863Z,,50,,,25.7,,
2018-02-01T11:43:08.862Z,,50,,,25.7,,
2018-02-01T11:43:18.864Z,,50,,,25.7,,
2018-02-01T11:43:28.863Z,,50,,,25.7,,
2018-02-01T11:43:48.862Z,,50,,,25.7,,
2018-02-01T11:43:58.870Z,,50,,,25.7,,
2018-02-01T11:44:18.864Z,,50,,,25.7,,
2018-02-01T11:44:28.864Z,,50,,,25.7,,
2018-02-01T11:44:48.869Z,,50,,,25.7,,
2018-02-01T11:44:58.862Z,,50,,,25.7,,
2018-02-01T11:45:18.952Z,,50,,,25.7,,
2018-02-01T11:45:29.001Z,,50,,,25.7,,
2018-02-01T11:45:48.969Z,,50,,,25.7,,
2018-02-01T11:45:58.930Z,,50,,,25.7,,
2018-02-01T11:46:18.863Z,,50,,,25.6,,
2018-02-01T11:46:28.867Z,,50,,,25.7,,
2018-02-01T11:46:48.869Z,,50,,,25.7,,
2018-02-01T11:46:58.863Z,0,50,45,29,25.6,59,2
2018-02-01T11:47:08.866Z,,50,37,34.1,25.6,,
2018-02-01T11:47:18.875Z,,50,29,33.9,25.6,,
2018-02-01T11:47:28.928Z,,50,,31.9,25.6,,
2018-02-01T11:47:38.870Z,,50,,30.8,25.6,,
2018-02-01T11:47:48.864Z,,,30,29.3,,,
2018-02-01T11:47:58.863Z,,50,29,29,25.6,,
2018-02-01T11:48:08.865Z,,,29,,,,
2018-02-01T11:48:18.869Z,,50,,29.8,25.6,,
2018-02-01T11:48:28.908Z,,,,30.1,,,
2018-02-01T11:48:38.863Z,,50,,30.4,25.6,,
2018-02-01T11:48:48.863Z,,50,,,25.6,,
2018-02-01T11:48:58.863Z,,,,30.7,,,
2018-02-01T11:49:08.868Z,,50,,30.9,25.6,,
2018-02-01T11:49:18.876Z,,50,30,31.2,25.6,,
2018-02-01T11:49:28.963Z,,,29,31.3,,,
2018-02-01T11:49:38.865Z,,50,30,31.5,25.6,,
2018-02-01T11:49:48.866Z,,50,,,25.6,,
2018-02-01T11:49:58.875Z,,50,30,31.9,25.6,,
2018-02-01T11:50:08.878Z,,,29,32.1,,,
2018-02-01T11:50:18.872Z,,50,,32.3,25.7,,
2018-02-01T11:50:28.883Z,,50,,,25.7,,
2018-02-01T11:50:38.875Z,,,,32.6,,,
2018-02-01T11:50:48.875Z,,50,,32.8,25.7,,
2018-02-01T11:50:58.872Z,,50,30,33.1,25.7,,
2018-02-01T11:51:08.878Z,,,29,33.2,,,
2018-02-01T11:51:18.890Z,,50,,33.4,25.7,,
2018-02-01T11:51:28.882Z,0,50,0,33.5,25.7,,2
2018-02-01T11:51:38.877Z,,50,,30.9,25.7,,
2018-02-01T11:51:48.879Z,,,,29.6,,,
2018-02-01T11:51:58.879Z,,50,,28.9,25.7,,
2018-02-01T11:52:08.873Z,,,,28.7,,,
2018-02-01T11:52:18.866Z,,50,,,25.7,,
2018-02-01T11:52:28.865Z,,50,,,25.7,,
2018-02-01T11:52:48.864Z,,50,,,25.7,,
2018-02-01T11:52:58.867Z,,50,,,25.7,,
2018-02-01T11:53:08.869Z,,,,28.6,,,
2018-02-01T11:53:18.870Z,,50,,28.4,25.9,,
2018-02-01T11:53:28.867Z,,50,,,25.9,,
2018-02-01T11:53:48.864Z,,50,,,25.9,,
2018-02-01T11:53:58.866Z,,50,,,25.9,,
2018-02-01T11:54:08.889Z,,,,28.6,,,
2018-02-01T11:54:18.864Z,,50,,28.4,25.9,,
2018-02-01T11:54:28.866Z,,50,,,25.9,,
2018-02-01T11:54:48.865Z,,50,,,25.9,,
2018-02-01T11:54:58.864Z,,50,,,25.9,,
2018-02-01T11:55:18.866Z,,50,,,25.9,,
2018-02-01T11:55:28.864Z,,50,,,25.9,,
2018-02-01T11:55:48.880Z,,50,,,25.9,,
2018-02-01T11:55:58.866Z,,50,,,25.9,,
2018-02-01T11:56:18.876Z,,50,,,25.9,,
2018-02-01T11:56:28.917Z,,50,,,25.9,,
2018-02-01T11:56:48.881Z,,50,,,25.9,,
2018-02-01T11:56:58.866Z,,50,,,26,,
2018-02-01T11:57:18.865Z,,50,,28.6,26,,
2018-02-01T11:57:28.869Z,,50,,,26,,
2018-02-01T11:57:48.865Z,,50,,,26,,
2018-02-01T11:57:58.865Z,,50,,,26,,
2018-02-01T11:58:18.864Z,,50,,,26,,
2018-02-01T11:58:28.864Z,,50,,,26,,
2018-02-01T11:58:38.865Z,0,,,28.6,,5,0
2018-02-01T11:58:48.865Z,0,50,,28.7,26,59,2
2018-02-01T11:58:58.875Z,,50,,,26,,
2018-02-01T11:59:08.866Z,,50,,,26,,
2018-02-01T11:59:18.867Z,0,50,,,26,5,0
2018-02-01T11:59:38.865Z,,50,,28.8,26,,
2018-02-01T11:59:48.865Z,,50,,,26,,
2018-02-01T12:00:08.866Z,,50,,,26,,
2018-02-01T12:00:18.865Z,,50,,,26,,
2018-02-01T12:00:28.865Z,,50,,,26,,
2018-02-01T12:00:48.867Z,,50,,,26,,
2018-02-01T12:00:58.866Z,,50,,,26,,
2018-02-01T12:01:08.865Z,,,,28.9,,,
2018-02-01T12:01:18.866Z,,50,,,26,,
2018-02-01T12:01:28.865Z,,50,,,26,,
2018-02-01T12:01:48.867Z,,50,,,26,,
2018-02-01T12:01:58.870Z,,50,,,26,,
2018-02-01T12:02:18.867Z,,50,,,26,,
2018-02-01T12:02:28.875Z,,50,,,26,,
2018-02-01T12:02:48.865Z,,50,,,26,,
2018-02-01T12:02:58.865Z,,50,,,26,,
2018-02-01T12:03:18.868Z,,50,,,26,,
2018-02-01T12:03:28.865Z,,50,,,26,,
2018-02-01T12:03:48.866Z,,50,,,26,,
2018-02-01T12:03:58.866Z,,50,,,26,,
2018-02-01T12:04:18.915Z,,50,,,26,,
2018-02-01T12:04:28.866Z,0,,,,,59,2
2018-02-01T12:04:38.900Z,,50,,,26,,
2018-02-01T12:04:48.877Z,,50,,,26,,
2018-02-01T12:05:08.870Z,,50,,,26,,
2018-02-01T12:05:18.893Z,,50,,,26,,
2018-02-01T12:05:28.866Z,,50,,,26,,
2018-02-01T12:05:48.867Z,,50,,,26,,
2018-02-01T12:05:58.869Z,,50,,,26,,
2018-02-01T12:06:18.866Z,,50,,28.8,26,,
2018-02-01T12:06:28.866Z,,50,,,26,,
2018-02-01T12:06:38.867Z,0,50,,28.8,26,5,0
2018-02-01T12:06:48.867Z,0,50,,28.9,26,59,2
2018-02-01T12:06:58.873Z,0,50,,28.8,26,5,0
2018-02-01T12:07:08.866Z,0,50,,,26,59,2
2018-02-01T12:07:18.866Z,0,50,,,26,5,0
2018-02-01T12:07:28.866Z,,50,,,26,,
2018-02-01T12:07:38.904Z,0,50,,,26,59,2
2018-02-01T12:07:48.865Z,0,,,,,5,0
2018-02-01T12:07:58.866Z,,50,,,26,,
2018-02-01T12:08:08.866Z,,50,,,26,,
2018-02-01T12:08:18.866Z,,50,,,26,,
2018-02-01T12:08:38.866Z,,50,,,26,,
2018-02-01T12:08:48.867Z,,50,,,26,,
2018-02-01T12:09:08.866Z,,50,,28.7,26,,
2018-02-01T12:09:18.866Z,,50,,28.8,26,,
2018-02-01T12:09:28.874Z,,50,,,26,,
2018-02-01T12:09:38.866Z,,,,28.7,,,
2018-02-01T12:09:48.866Z,,50,,,26,,
2018-02-01T12:09:58.880Z,0,,,,,59,2
2018-02-01T12:10:08.907Z,0,50,,,26,5,0
2018-02-01T12:10:18.866Z,0,50,,,26,59,2
2018-02-01T12:10:38.866Z,,50,,,26,,
2018-02-01T12:10:48.866Z,0,50,,,26,5,0
2018-02-01T12:10:58.866Z,0,,,,,59,2
2018-02-01T12:11:08.948Z,,50,,,26,,
2018-02-01T12:11:18.965Z,,50,,,26,,
2018-02-01T12:11:28.868Z,,50,,,26,,
2018-02-01T12:11:48.877Z,,50,,,26,,
2018-02-01T12:11:58.866Z,,50,,,26,,
2018-02-01T12:12:08.866Z,,,,28.6,,,
2018-02-01T12:12:18.872Z,,50,,,26,,
2018-02-01T12:12:28.867Z,,50,,,26,,
2018-02-01T12:12:48.871Z,,50,,,26,,
2018-02-01T12:12:58.867Z,,50,,,26,,
2018-02-01T12:13:18.867Z,,50,,,26,,
2018-02-01T12:13:28.868Z,,50,,,26,,
2018-02-01T12:13:38.870Z,1,50,,28.6,27.4,0,0
2018-02-01T12:13:48.869Z,0,50,38,32.1,30,,0
2018-02-01T12:13:58.867Z,0,50,0,31.9,31.5,,0
2018-02-01T12:14:08.888Z,,,,31.8,,,
2018-02-01T12:14:18.868Z,,50,,,31.5,,
2018-02-01T12:14:38.866Z,,50,,,31.4,,
2018-02-01T12:14:48.867Z,,50,,,31.3,,
2018-02-01T12:14:58.873Z,0,50,,31.7,31.3,,0
2018-02-01T12:15:08.867Z,0,50,45,32.1,31.2,59,2
2018-02-01T12:15:18.880Z,0,50,0,32.4,31.2,5,0
2018-02-01T12:15:28.866Z,,50,,28.7,31,,
2018-02-01T12:15:38.874Z,,50,,26.9,31,,
2018-02-01T12:15:48.872Z,0,50,,25.5,31,59,2
2018-02-01T12:15:58.867Z,,,,24.7,,,
2018-02-01T12:16:08.867Z,,50,,24.3,30.9,,
2018-02-01T12:16:18.877Z,,50,,,30.8,,
2018-02-01T12:16:28.867Z,,50,,,30.8,,
2018-02-01T12:16:38.867Z,,50,,24.9,30.7,,
2018-02-01T12:16:48.936Z,,,,25.2,,,
2018-02-01T12:16:58.957Z,,50,,,30.6,,
2018-02-01T12:17:08.868Z,,50,,,30.6,,
2018-02-01T12:17:18.867Z,,50,,25.1,30.6,,
2018-02-01T12:17:38.869Z,,50,,,30.4,,
2018-02-01T12:17:48.867Z,,50,,,30.3,,
2018-02-01T12:17:58.880Z,,,,25.2,,,
2018-02-01T12:18:08.867Z,,50,,25.1,30.3,,
2018-02-01T12:18:18.867Z,,50,,,30.2,,
2018-02-01T12:18:28.867Z,,50,,,30.2,,
2018-02-01T12:18:48.867Z,,50,,,30.1,,
2018-02-01T12:18:58.868Z,,50,,,30,,
2018-02-01T12:19:18.867Z,,50,,24.9,30,,
2018-02-01T12:19:28.869Z,,,,25.1,,,
2018-02-01T12:19:38.879Z,,50,,,29.8,,
2018-02-01T12:19:48.867Z,,50,,,29.8,,
2018-02-01T12:19:58.867Z,,50,,,29.7,,
2018-02-01T12:20:08.904Z,0,50,43,26.9,29.7,,2
2018-02-01T12:20:18.876Z,,50,36,30.1,29.6,,
2018-02-01T12:20:28.872Z,0,50,0,30.7,29.6,,2
2018-02-01T12:20:38.928Z,,50,,27.8,29.6,,
2018-02-01T12:20:48.938Z,,50,,25.9,29.5,,
2018-02-01T12:20:58.946Z,,50,,25.2,29.5,,
2018-02-01T12:21:08.867Z,,,,24.9,,,
2018-02-01T12:21:18.867Z,,50,,,29.3,,
2018-02-01T12:21:28.871Z,,,,25.1,,,
2018-02-01T12:21:38.867Z,,50,,25.3,29.2,,
2018-02-01T12:21:48.867Z,,50,,,29.2,,
2018-02-01T12:21:58.867Z,,,,25.5,,,
2018-02-01T12:22:08.869Z,,50,,25.4,29.1,,
2018-02-01T12:22:18.895Z,,50,,25.3,29.1,,
2018-02-01T12:22:28.867Z,,50,,,29.1,,
2018-02-01T12:22:48.953Z,,50,,25.2,29,,
2018-02-01T12:22:58.929Z,,50,,,29,,
2018-02-01T12:23:18.867Z,,50,,,28.9,,
2018-02-01T12:23:28.868Z,,50,,,28.9,,
2018-02-01T12:23:48.867Z,,50,,,28.7,,
2018-02-01T12:23:58.867Z,,50,,,28.7,,
2018-02-01T12:24:18.868Z,,50,,,28.6,,
2018-02-01T12:24:28.867Z,,50,,,28.6,,
2018-02-01T12:24:38.867Z,,50,,,28.6,,
2018-02-01T12:24:58.867Z,,50,,25.1,28.5,,
2018-02-01T12:25:08.868Z,0,50,42,27.6,28.5,,2
2018-02-01T12:25:18.867Z,,50,37,30,28.4,,
2018-02-01T12:25:28.867Z,,,29,30.9,,,
2018-02-01T12:25:38.867Z,,50,30,30.8,28.4,,
2018-02-01T12:25:48.868Z,,50,,,28.3,,
2018-02-01T12:25:58.868Z,,,30,30.7,,,
2018-02-01T12:26:08.867Z,,50,29,30.8,28.3,,
2018-02-01T12:26:18.903Z,,50,,31.2,28.3,,
2018-02-01T12:26:28.868Z,,,30,31.5,,,
2018-02-01T12:26:38.868Z,,50,,31.7,28.1,,
2018-02-01T12:26:48.873Z,,50,29,31.9,28.1,,
2018-02-01T12:26:58.868Z,,,29,32.1,,,
2018-02-01T12:27:08.868Z,,50,,32.3,28.1,,
2018-02-01T12:27:18.882Z,,50,,32.4,28,,
2018-02-01T12:27:28.867Z,,50,,,28,,
2018-02-01T12:27:38.867Z,,,30,32.6,,,
2018-02-01T12:27:48.868Z,,50,29,32.7,28,,
2018-02-01T12:27:58.867Z,,50,,,28,,
2018-02-01T12:28:08.868Z,,50,30,33.1,27.9,,
2018-02-01T12:28:18.874Z,,50,,33.2,27.9,,
2018-02-01T12:28:28.958Z,,,29,33.3,,,
2018-02-01T12:28:38.868Z,,50,,33.5,27.9,,
2018-02-01T12:28:48.868Z,,50,,,27.9,,
2018-02-01T12:28:58.868Z,,,30,33.8,,,
2018-02-01T12:29:08.868Z,,50,29,33.9,27.8,,
2018-02-01T12:29:18.889Z,,50,29,34.1,27.8,,
2018-02-01T12:29:28.905Z,,,30,34.3,,,
2018-02-01T12:29:38.971Z,,50,,34.5,27.8,,
2018-02-01T12:29:48.872Z,,50,,,27.8,,
2018-02-01T12:29:58.962Z,,50,29,34.9,27.8,,
2018-02-01T12:30:08.869Z,,,29,35.2,,,
2018-02-01T12:30:18.879Z,,50,,35.4,27.8,,
2018-02-01T12:30:28.873Z,,50,,,27.8,,
2018-02-01T12:30:38.868Z,,,29,35.8,,,
2018-02-01T12:30:48.867Z,,50,,36,27.7,,
2018-02-01T12:30:58.869Z,,,30,36.2,,,
2018-02-01T12:31:08.897Z,,50,29,36.3,27.7,,
2018-02-01T12:31:18.919Z,0,50,0,35.6,27.7,,2
2018-02-01T12:31:28.870Z,,50,,33.5,27.7,,
2018-02-01T12:31:38.880Z,,50,,32.2,27.7,,
2018-02-01T12:31:48.879Z,,,,31.8,,,
2018-02-01T12:31:58.937Z,,50,,31.7,27.7,,
2018-02-01T12:32:08.868Z,,50,,,27.7,,
2018-02-01T12:32:18.868Z,,50,,,27.7,,
2018-02-01T12:32:38.881Z,,50,,31.6,27.7,,
2018-02-01T12:32:48.887Z,,50,,,27.7,,
2018-02-01T12:32:58.898Z,,,,31.5,,,
2018-02-01T12:33:08.869Z,,50,,31.4,27.5,,
2018-02-01T12:33:18.897Z,,50,,,27.7,,
2018-02-01T12:33:28.869Z,,50,,,27.5,,
2018-02-01T12:33:48.874Z,,50,,,27.5,,
2018-02-01T12:33:58.872Z,,50,,,27.5,,
2018-02-01T12:34:08.882Z,,50,,,27.5,,
2018-02-01T12:34:18.868Z,0,50,,31.3,27.5,5,0
2018-02-01T12:34:38.868Z,,50,,,27.5,,
2018-02-01T12:34:48.870Z,,50,,,27.5,,
2018-02-01T12:35:08.870Z,,50,,,27.5,,
2018-02-01T12:35:18.874Z,,50,,,27.5,,
2018-02-01T12:35:28.868Z,,50,,,27.5,,
2018-02-01T12:35:48.879Z,,50,,,27.5,,
2018-02-01T12:35:58.903Z,,50,,,27.5,,
2018-02-01T12:36:18.889Z,,50,,,27.5,,
2018-02-01T12:36:28.875Z,0,50,,,27.5,59,2
2018-02-01T12:36:38.871Z,0,,,,,5,0
2018-02-01T12:36:48.869Z,,50,,,27.4,,
2018-02-01T12:36:58.871Z,,50,,,27.5,,
2018-02-01T12:37:18.869Z,,50,,,27.4,,
2018-02-01T12:37:28.891Z,,50,,,27.4,,
2018-02-01T12:37:38.889Z,,,,31.4,,,
2018-02-01T12:37:48.869Z,,50,,,27.4,,
2018-02-01T12:37:58.874Z,,50,,,27.4,,
2018-02-01T12:38:18.890Z,,50,,,27.4,,
2018-02-01T12:38:28.891Z,,50,,,27.4,,
2018-02-01T12:38:38.878Z,,,,31.5,,,
2018-02-01T12:38:48.899Z,,50,,,27.4,,
2018-02-01T12:38:58.905Z,,50,,,27.4,,
2018-02-01T12:39:18.894Z,0,50,0,31.6,27.4,5,0
2018-02-01T12:39:28.869Z,,50,,,27.4,,
2018-02-01T12:39:48.873Z,,50,,,27.4,,
2018-02-01T12:39:58.884Z,,50,,,27.4,,
2018-02-01T12:40:18.887Z,,50,,,27.4,,
2018-02-01T12:40:28.882Z,,50,,,27.4,,
2018-02-01T12:40:48.892Z,,50,,,27.4,,
2018-02-01T12:40:58.879Z,,50,,,27.4,,
2018-02-01T12:41:08.873Z,,,,31.7,,,
2018-02-01T12:41:18.872Z,,50,,,27.4,,
2018-02-01T12:41:28.873Z,,50,,,27.4,,
2018-02-01T12:41:48.927Z,,50,,,27.3,,
2018-02-01T12:41:58.912Z,,50,,,27.3,,
2018-02-01T12:42:18.975Z,,50,,,27.3,,
2018-02-01T12:42:28.882Z,,50,,,27.3,,
2018-02-01T12:42:48.952Z,,50,,,27.3,,
2018-02-01T12:42:58.965Z,,50,,,27.3,,
2018-02-01T12:43:08.886Z,,,,31.6,,,
2018-02-01T12:43:18.881Z,,50,,,27.3,,
2018-02-01T12:43:28.886Z,,50,,,27.3,,
2018-02-01T12:43:48.953Z,,50,,,27.3,,
2018-02-01T12:43:58.906Z,,50,,,27.3,,
2018-02-01T12:44:18.878Z,,50,,,27.3,,
2018-02-01T12:44:28.869Z,,50,,,27.3,,
2018-02-01T12:44:48.868Z,,50,,,27.3,,
2018-02-01T12:44:58.869Z,,50,,,27.3,,
2018-02-01T12:45:18.873Z,,50,,31.5,27.2,,
2018-02-01T12:45:28.869Z,,50,,,27.3,,
2018-02-01T12:45:38.869Z,1,50,,31.4,27.2,0,0
2018-02-01T12:45:48.869Z,1,50,42,32.1,31.5,,0
2018-02-01T12:45:58.876Z,0,50,0,34.5,33.4,,0
2018-02-01T12:46:08.935Z,,,,34.1,,,
2018-02-01T12:46:18.972Z,,50,,34,33.4,,
2018-02-01T12:46:28.935Z,,50,,,33.3,,
2018-02-01T12:46:38.955Z,,,,33.9,,,
2018-02-01T12:46:48.950Z,,50,,,33.2,,
2018-02-01T12:46:58.869Z,,50,,,33.2,,
2018-02-01T12:47:08.869Z,,,,,,5,
2018-02-01T12:47:18.870Z,,50,,,33.1,,
2018-02-01T12:47:28.869Z,,50,,,32.9,,
2018-02-01T12:47:48.868Z,,50,,,32.8,,
2018-02-01T12:47:58.869Z,,50,,,32.7,,
2018-02-01T12:48:08.868Z,,,,33.8,,,
2018-02-01T12:48:18.877Z,,50,,,32.6,,
2018-02-01T12:48:28.868Z,,50,,,32.6,,
2018-02-01T12:48:48.913Z,,50,,,32.5,,
2018-02-01T12:48:58.877Z,,50,,,32.4,,
2018-02-01T12:49:18.875Z,,50,,,32.3,,
2018-02-01T12:49:28.868Z,,50,,,32.3,,
2018-02-01T12:49:38.872Z,,,,33.7,,,
2018-02-01T12:49:48.868Z,,50,,,32.2,,
2018-02-01T12:49:58.869Z,,50,,,32.1,,
2018-02-01T12:50:18.869Z,,50,,,32.1,,
2018-02-01T12:50:28.869Z,,50,,,32,,
2018-02-01T12:50:48.869Z,,50,,,31.9,,
2018-02-01T12:50:58.869Z,,50,,,31.9,,
2018-02-01T12:51:08.869Z,,,,33.6,,,
2018-02-01T12:51:18.935Z,,50,,,31.8,,
2018-02-01T12:51:28.914Z,,50,,,31.6,,
2018-02-01T12:51:48.869Z,,50,,,31.6,,
2018-02-01T12:51:58.882Z,,50,,,31.5,,
2018-02-01T12:52:18.869Z,,50,,,31.5,,
2018-02-01T12:52:28.868Z,,50,,,31.4,,
2018-02-01T12:52:38.868Z,,,,33.5,,,
2018-02-01T12:52:48.869Z,,50,,,31.3,,
2018-02-01T12:52:58.869Z,,50,,,31.3,,
2018-02-01T12:53:18.884Z,,50,,,31.2,,
2018-02-01T12:53:28.869Z,,50,,,31.2,,
2018-02-01T12:53:48.868Z,,50,,,31,,
2018-02-01T12:53:58.875Z,,50,,,31,,
2018-02-01T12:54:08.869Z,,,,33.4,,,
2018-02-01T12:54:18.869Z,,50,,,30.9,,
2018-02-01T12:54:28.888Z,,50,,,30.9,,
2018-02-01T12:54:48.883Z,,50,,,30.8,,
2018-02-01T12:54:58.869Z,,50,,,30.7,,
2018-02-01T12:55:18.882Z,,50,,,30.7,,
2018-02-01T12:55:28.868Z,,50,,,30.7,,
2018-02-01T12:55:38.970Z,,,,33.3,,,
2018-02-01T12:55:48.868Z,,50,,,30.6,,
2018-02-01T12:55:58.869Z,,50,,,30.6,,
2018-02-01T12:56:18.869Z,,50,,,30.4,,
2018-02-01T12:56:28.874Z,,50,,,30.4,,
2018-02-01T12:56:48.875Z,,50,,,30.3,,
2018-02-01T12:56:58.869Z,,50,,,30.3,,
2018-02-01T12:57:08.868Z,,,,33.2,,,
2018-02-01T12:57:18.868Z,,50,,,30.2,,
2018-02-01T12:57:28.892Z,,50,,,30.2,,
2018-02-01T12:57:48.869Z,,50,,,30.1,,
2018-02-01T12:57:58.872Z,,50,,,30.1,,
2018-02-01T12:58:18.869Z,,50,,33.1,30,,
2018-02-01T12:58:28.868Z,,50,,,30,,
2018-02-01T12:58:48.869Z,,50,,,30,,
2018-02-01T12:58:58.882Z,,50,,,29.8,,
2018-02-01T12:59:18.869Z,,50,,,29.8,,
2018-02-01T12:59:28.869Z,,50,,,29.8,,
2018-02-01T12:59:48.869Z,,50,,,29.7,,
2018-02-01T12:59:58.869Z,,50,,33.1,29.7,,
2018-02-01T13:00:08.868Z,,,,32.9,,,
2018-02-01T13:00:18.868Z,,50,,,29.6,,
2018-02-01T13:00:28.885Z,,50,,,29.6,,
2018-02-01T13:00:48.884Z,,50,,,29.6,,
2018-02-01T13:00:58.880Z,,50,,,29.5,,
2018-02-01T13:01:18.905Z,,50,,,29.5,,
2018-02-01T13:01:28.879Z,,50,,,29.5,,
2018-02-01T13:01:48.885Z,,50,,,29.3,,
2018-02-01T13:01:58.868Z,,50,,,29.3,,
2018-02-01T13:02:08.873Z,,,,32.8,,,
2018-02-01T13:02:18.906Z,,50,,,29.3,,
2018-02-01T13:02:28.908Z,,50,,,29.2,,
2018-02-01T13:02:48.905Z,,50,,,29.2,,
2018-02-01T13:02:58.875Z,,50,,,29.2,,
2018-02-01T13:03:18.908Z,,50,,,29.1,,
2018-02-01T13:03:28.876Z,,50,,,29.1,,
2018-02-01T13:03:48.882Z,,50,,,29.1,,
2018-02-01T13:03:58.868Z,,50,,,29.1,,
2018-02-01T13:04:08.876Z,,,,32.7,,,
2018-02-01T13:04:18.869Z,,50,,,29,,
2018-02-01T13:04:28.869Z,,50,,,29,,
2018-02-01T13:04:48.871Z,,50,,,28.9,,
2018-02-01T13:04:58.869Z,,50,,,28.9,,
2018-02-01T13:05:18.961Z,,50,,,28.9,,
2018-02-01T13:05:28.887Z,,50,,,28.9,,
2018-02-01T13:05:48.881Z,,50,,,28.7,,
2018-02-01T13:05:58.897Z,,50,,,28.7,,
2018-02-01T13:06:08.927Z,1,50,,32.7,28.7,0,0
2018-02-01T13:06:18.953Z,1,50,0,32.9,33.2,,0
2018-02-01T13:06:28.880Z,1,50,44,32.1,33.2,,0
2018-02-01T13:06:38.880Z,,50,38,34.4,33.9,,
2018-02-01T13:06:48.883Z,0,50,0,36.9,35.9,,0
2018-02-01T13:06:58.907Z,0,50,0,36.6,37.3,,0
2018-02-01T13:07:08.941Z,0,50,,36.2,36.6,,0
2018-02-01T13:07:18.904Z,,50,,36,36.5,,
2018-02-01T13:07:28.886Z,,50,,36,36.4,,
2018-02-01T13:07:38.887Z,,,,35.9,,,
2018-02-01T13:07:48.883Z,,50,,,36.3,,
2018-02-01T13:07:58.878Z,,50,,,36.2,,
2018-02-01T13:08:08.868Z,,,,,,5,
2018-02-01T13:08:18.869Z,,50,,,36.1,,
2018-02-01T13:08:28.870Z,,50,,,36,,
2018-02-01T13:08:38.869Z,,,,35.8,,,
2018-02-01T13:08:48.895Z,,50,,,35.8,,
2018-02-01T13:08:58.882Z,1,50,,36,35.8,0,0
2018-02-01T13:09:08.934Z,0,50,0,35.6,32.9,,0
2018-02-01T13:09:18.880Z,1,50,,34.7,32.6,,0
2018-02-01T13:09:28.869Z,0,50,,33.7,26.7,,0
2018-02-01T13:09:38.875Z,,,,33.8,,,
2018-02-01T13:09:48.876Z,,50,,,26.3,,
2018-02-01T13:10:08.887Z,,50,,,26.5,,
2018-02-01T13:10:18.869Z,,50,,,26.5,,
2018-02-01T13:10:28.950Z,,50,,,26.5,,
