Time,HwActive,PrimT,PrimTSet,HwTOutlet,ChActive,ActPow,HwTSet
2017-12-22T00:00:09.064Z,,33.5,,27.8,,,50
2017-12-22T00:00:19.064Z,,33.6,,27.8,,,50
2017-12-22T00:00:29.064Z,,,,27.8,,,50
2017-12-22T00:00:39.064Z,,33.5,,27.8,,,50
2017-12-22T00:00:49.063Z,,,,27.8,,,50
2017-12-22T00:00:59.064Z,,,,27.8,,,50
2017-12-22T00:01:09.064Z,0,33.7,,27.8,2,45,50
2017-12-22T00:01:19.064Z,,39.6,,,,34,
2017-12-22T00:01:29.064Z,,37.4,,27.8,,30,50
2017-12-22T00:01:39.065Z,,35.5,,27.8,,29,50
2017-12-22T00:01:49.064Z,,32.7,,27.7,,29,50
2017-12-22T00:01:59.064Z,,31.9,,27.7,,29,50
2017-12-22T00:02:09.063Z,,31.8,,27.8,,,50
2017-12-22T00:02:19.064Z,,32.1,,,,30,
2017-12-22T00:02:29.064Z,,,,27.7,,,50
2017-12-22T00:02:39.064Z,,32.7,,27.7,,29,50
2017-12-22T00:02:49.063Z,,33.2,,,,30,
2017-12-22T00:02:59.063Z,,33.3,,27.7,,,50
2017-12-22T00:03:09.064Z,,33.4,,27.7,,29,50
2017-12-22T00:03:19.064Z,,33.6,,,,30,
2017-12-22T00:03:29.064Z,,,,27.7,,,50
2017-12-22T00:03:39.063Z,,34.1,,,,29,
2017-12-22T00:03:49.064Z,,34.3,,27.7,,30,50
2017-12-22T00:03:59.066Z,,,,27.7,,,50
2017-12-22T00:04:09.064Z,,34.7,,,,29,
2017-12-22T00:04:19.064Z,,34.9,,27.7,,,50
2017-12-22T00:04:29.063Z,,35.2,,,,30,
2017-12-22T00:04:39.064Z,,35.4,,27.7,,,50
2017-12-22T00:04:49.064Z,,35.6,,27.7,,29,50
2017-12-22T00:04:59.064Z,,,,27.7,,,50
2017-12-22T00:05:09.064Z,,36,,,,30,
2017-12-22T00:05:19.064Z,,36.1,,27.7,,,50
2017-12-22T00:05:39.064Z,,36.4,,27.7,,29,50
2017-12-22T00:05:49.063Z,,36.6,,,,,
2017-12-22T00:05:59.063Z,,36.8,,27.8,,,50
2017-12-22T00:06:09.063Z,,37.1,,,,29,
2017-12-22T00:06:19.064Z,,37.3,,27.7,,,50
2017-12-22T00:06:29.063Z,,,,27.8,,,50
2017-12-22T00:06:39.064Z,,37.5,,27.8,,,50
2017-12-22T00:06:49.064Z,,37.8,,,,29,
2017-12-22T00:06:59.064Z,,37.9,,27.8,,30,50
2017-12-22T00:07:09.064Z,,38.1,,,,29,
2017-12-22T00:07:19.064Z,,38.3,,27.8,,,50
2017-12-22T00:07:39.064Z,,38.5,,27.8,,30,50
2017-12-22T00:07:49.064Z,,38.9,,,,29,
2017-12-22T00:07:59.064Z,0,38.5,,27.8,2,0,50
2017-12-22T00:08:09.064Z,,35.7,,27.8,,,50
2017-12-22T00:08:19.063Z,,34.5,,27.8,,,50
2017-12-22T00:08:29.064Z,,34,,27.8,,,50
2017-12-22T00:08:39.064Z,,,,27.9,,,50
2017-12-22T00:08:49.063Z,,33.9,,27.9,,,50
2017-12-22T00:08:59.063Z,,,,27.9,,,50
2017-12-22T00:09:09.064Z,,33.9,,,,,
2017-12-22T00:09:19.063Z,,,,27.9,,,50
2017-12-22T00:09:39.064Z,,33.7,,27.9,,,50
2017-12-22T00:09:49.063Z,,33.6,,,,,
2017-12-22T00:09:59.063Z,,,,27.9,,,50
2017-12-22T00:10:09.064Z,,,,27.9,,,50
2017-12-22T00:10:29.064Z,,,,27.9,,,50
2017-12-22T00:10:39.064Z,,,,27.9,,,50
2017-12-22T00:10:49.063Z,,33.5,,,,,
2017-12-22T00:10:59.063Z,,,,28,,,50
2017-12-22T00:11:09.065Z,,,,28,,,50
2017-12-22T00:11:19.063Z,,,,28,,,50
2017-12-22T00:11:39.064Z,,,,28,,,50
2017-12-22T00:11:49.064Z,,33.4,,28,,,50
2017-12-22T00:11:59.067Z,,,,28,,,50
2017-12-22T00:12:19.063Z,,,,28,,,50
2017-12-22T00:12:29.064Z,,,,28,,,50
2017-12-22T00:12:49.063Z,0,33.4,59,28,2,0,50
2017-12-22T00:12:59.064Z,,,,28,,,50
2017-12-22T00:13:19.063Z,,,,28,,,50
2017-12-22T00:13:29.063Z,,,,28,,,50
2017-12-22T00:13:49.063Z,,33.5,,28,,,50
2017-12-22T00:13:59.063Z,,,,28,,,50
2017-12-22T00:14:19.063Z,,,,28,,,50
2017-12-22T00:14:29.063Z,,,,28,,,50
2017-12-22T00:14:39.063Z,,,,28,,,50
2017-12-22T00:14:49.063Z,,33.6,,28.1,,,50
2017-12-22T00:14:59.063Z,,,,28.1,,,50
2017-12-22T00:15:19.063Z,,33.7,,28.1,,,50
2017-12-22T00:15:29.063Z,,,,28.1,,,50
2017-12-22T00:15:39.063Z,,,,28.1,,,50
2017-12-22T00:15:49.063Z,,,,28.1,,,50
2017-12-22T00:15:59.064Z,,,,28.1,,,50
2017-12-22T00:16:19.063Z,,33.8,,28.1,,,50
2017-12-22T00:16:29.064Z,,,,28.1,,,50
2017-12-22T00:16:49.063Z,,,,28.1,,,50
2017-12-22T00:16:59.063Z,,,,28.1,,,50
2017-12-22T00:17:19.063Z,,,,28.1,,,50
2017-12-22T00:17:29.063Z,,,,28.1,,,50
2017-12-22T00:17:49.063Z,,,,28.1,,,50
2017-12-22T00:17:59.063Z,,,,28.1,,,50
2017-12-22T00:18:09.063Z,,,,28.1,,,50
2017-12-22T00:18:19.063Z,,,,28.1,,,50
2017-12-22T00:18:29.064Z,,,,28.1,,,50
2017-12-22T00:18:39.063Z,,,,28.1,,,50
2017-12-22T00:18:49.063Z,,,,28.1,,,50
2017-12-22T00:18:59.063Z,,,,28.1,,,50
2017-12-22T00:19:19.063Z,,,,28.1,,,50
2017-12-22T00:19:29.063Z,,,,28.1,,,50
2017-12-22T00:19:39.063Z,,,,28.1,,,50
2017-12-22T00:19:49.063Z,,,,28.1,,,50
2017-12-22T00:19:59.063Z,,,,28.1,,,50
2017-12-22T00:20:19.063Z,,,,28.1,,,50
2017-12-22T00:20:29.063Z,,,,28.1,,,50
2017-12-22T00:20:39.063Z,,,,28.1,,,50
2017-12-22T00:20:49.063Z,,,,28.1,,,50
2017-12-22T00:20:59.063Z,,,,28.1,,,50
2017-12-22T00:21:09.063Z,,33.7,,28.1,,,50
2017-12-22T00:21:19.063Z,,,,28.1,,,50
2017-12-22T00:21:29.309Z,,,,28.1,,,50
2017-12-22T00:21:49.063Z,,,,28.1,,,50
2017-12-22T00:21:59.063Z,,,,28.1,,,50
2017-12-22T00:22:09.063Z,,,,28.1,,,50
2017-12-22T00:22:19.063Z,,,,28.1,,,50
2017-12-22T00:22:29.063Z,,,,28.1,,,50
2017-12-22T00:22:39.063Z,,,,28.1,,,50
2017-12-22T00:22:49.062Z,,,,28.1,,,50
2017-12-22T00:22:59.063Z,,33.6,,28.1,,,50
2017-12-22T00:23:09.063Z,,,,28.1,,,50
2017-12-22T00:23:19.063Z,,,,28.1,,,50
2017-12-22T00:23:29.063Z,,,,28.1,,,50
2017-12-22T00:23:39.063Z,,,,28,,,50
2017-12-22T00:23:49.063Z,,,,28.1,,,50
2017-12-22T00:23:59.063Z,,,,28,,,50
2017-12-22T00:24:09.063Z,,,,28.1,,,50
2017-12-22T00:24:19.063Z,,,,28,,,50
2017-12-22T00:24:29.063Z,,,,28.1,,,50
2017-12-22T00:24:39.063Z,,,,28,,,50
2017-12-22T00:24:49.063Z,,33.5,,28,,,50
2017-12-22T00:24:59.063Z,,,,28.1,,,50
2017-12-22T00:25:09.063Z,,,,28,,,50
2017-12-22T00:25:19.063Z,,,,28,,,50
2017-12-22T00:25:29.063Z,,,,28,,,50
2017-12-22T00:25:39.063Z,,,,28,,,50
2017-12-22T00:25:49.063Z,,,,28,,,50
2017-12-22T00:25:59.063Z,,,,28,,,50
2017-12-22T00:26:09.063Z,,,,28,,,50
2017-12-22T00:26:19.063Z,,,,28,,,50
2017-12-22T00:26:29.063Z,,33.4,,28,,,50
2017-12-22T00:26:39.063Z,,,,28,,,50
2017-12-22T00:26:49.063Z,,,,28,,,50
2017-12-22T00:26:59.063Z,,,,28,,,50
2017-12-22T00:27:09.063Z,,,,28,,,50
2017-12-22T00:27:19.063Z,,,,28,,,50
2017-12-22T00:27:29.063Z,,,,28,,,50
2017-12-22T00:27:39.064Z,,,,28,,,50
2017-12-22T00:27:49.063Z,,,,28,,,50
2017-12-22T00:27:59.063Z,,,,28,,,50
2017-12-22T00:28:09.063Z,,,,28,,,50
2017-12-22T00:28:19.063Z,,,,28,,,50
2017-12-22T00:28:29.063Z,,33.3,,28,,,50
2017-12-22T00:28:39.063Z,,,,28,,,50
2017-12-22T00:28:49.063Z,,,,28,,,50
2017-12-22T00:28:59.063Z,,,,28,,,50
2017-12-22T00:29:09.063Z,,,,28,,,50
2017-12-22T00:29:19.063Z,,,,28,,,50
2017-12-22T00:29:29.063Z,,,,28,,,50
2017-12-22T00:29:39.063Z,,,,28,,,50
2017-12-22T00:29:49.063Z,,,,28,,,50
2017-12-22T00:29:59.063Z,,,,28,,,50
2017-12-22T00:30:09.064Z,,,,27.9,,,50
2017-12-22T00:30:19.063Z,,,,27.9,,,50
2017-12-22T00:30:29.063Z,,33.2,,27.9,,,50
2017-12-22T00:30:39.063Z,,,,27.9,,,50
2017-12-22T00:30:49.063Z,,,,27.9,,,50
2017-12-22T00:30:59.063Z,,,,27.9,,,50
2017-12-22T00:31:09.063Z,,,,27.9,,,50
2017-12-22T00:31:19.063Z,,,,27.9,,,50
2017-12-22T00:31:29.063Z,,,,27.9,,,50
2017-12-22T00:31:39.063Z,,,,27.9,,,50
2017-12-22T00:31:49.063Z,,,,27.9,,,50
2017-12-22T00:31:59.063Z,,,,27.9,,,50
2017-12-22T00:32:09.063Z,,,,27.9,,,50
2017-12-22T00:32:19.063Z,,,,27.9,,,50
2017-12-22T00:32:29.063Z,,,,27.9,,,50
2017-12-22T00:32:39.063Z,,,,27.9,,,50
2017-12-22T00:32:49.063Z,,33.1,,27.9,,,50
2017-12-22T00:32:59.064Z,,,,27.9,,,50
2017-12-22T00:33:09.063Z,,,,27.9,,,50
2017-12-22T00:33:19.063Z,,,,27.9,,,50
2017-12-22T00:33:29.063Z,,,,27.9,,,50
2017-12-22T00:33:39.063Z,,,,27.9,,,50
2017-12-22T00:33:49.063Z,,,,27.9,,,50
2017-12-22T00:33:59.063Z,,,,27.9,,,50
2017-12-22T00:34:09.063Z,,,,27.9,,,50
2017-12-22T00:34:19.063Z,,,,27.9,,,50
2017-12-22T00:34:29.063Z,,,,27.9,,,50
2017-12-22T00:34:39.063Z,,,,27.8,,,50
2017-12-22T00:34:49.063Z,,,,27.9,,,50
2017-12-22T00:34:59.063Z,,,,27.9,,,50
2017-12-22T00:35:09.063Z,,33.1,,27.8,,,50
2017-12-22T00:35:19.062Z,,,,27.8,,,50
2017-12-22T00:35:29.118Z,,33.1,,27.8,,,50
2017-12-22T00:35:39.109Z,,32.9,,27.8,,,50
2017-12-22T00:35:49.063Z,,,,27.8,,,50
2017-12-22T00:35:59.062Z,,32.9,,27.8,,,50
2017-12-22T00:36:09.063Z,,,,27.8,,,50
2017-12-22T00:36:19.078Z,,,,27.8,,,50
2017-12-22T00:36:29.063Z,,,,27.8,,,50
2017-12-22T00:36:39.063Z,,,,27.8,,,50
2017-12-22T00:36:49.063Z,,,,27.8,,,50
2017-12-22T00:36:59.063Z,,,,27.8,,,50
2017-12-22T00:37:09.063Z,,,,27.8,,,50
2017-12-22T00:37:19.063Z,,,,27.8,,,50
2017-12-22T00:37:29.063Z,,,,27.8,,,50
2017-12-22T00:37:39.063Z,,,,27.8,,,50
2017-12-22T00:37:49.063Z,,,,27.8,,,50
2017-12-22T00:37:59.063Z,,,,27.8,,,50
2017-12-22T00:38:09.063Z,,,,27.8,,,50
2017-12-22T00:38:19.064Z,,,,27.8,,,50
2017-12-22T00:38:29.063Z,,32.8,,27.7,,,50
2017-12-22T00:38:39.073Z,0,33.1,,27.8,2,45,50
2017-12-22T00:38:49.063Z,,39.1,,27.7,,34,50
2017-12-22T00:38:59.063Z,,37.8,,27.7,,29,50
2017-12-22T00:39:09.062Z,,35.9,,27.7,,30,50
2017-12-22T00:39:19.063Z,,33.8,,27.7,,29,50
2017-12-22T00:39:29.062Z,,32.9,,27.7,,,50
2017-12-22T00:39:39.063Z,,32.2,,27.7,,,50
2017-12-22T00:39:49.063Z,,,,27.7,,,50
2017-12-22T00:39:59.063Z,,33.1,,27.7,,,50
2017-12-22T00:40:09.063Z,,,,27.7,,,50
2017-12-22T00:40:19.063Z,,33.4,,27.7,,,50
2017-12-22T00:40:29.063Z,,33.6,,27.7,,30,50
2017-12-22T00:40:39.063Z,,33.7,,27.7,,29,50
2017-12-22T00:40:49.063Z,,34,,27.7,,,50
2017-12-22T00:40:59.063Z,,34.1,,27.7,,30,50
2017-12-22T00:41:09.063Z,,34.3,,27.7,,29,50
2017-12-22T00:41:19.063Z,,34.5,,27.7,,,50
2017-12-22T00:41:29.063Z,,34.7,,27.7,,,50
2017-12-22T00:41:39.063Z,,35.1,,27.7,,,50
2017-12-22T00:41:49.063Z,,35.2,,27.7,,30,50
2017-12-22T00:41:59.063Z,,35.4,,27.7,,,50
2017-12-22T00:42:09.062Z,,35.6,,27.7,,29,50
2017-12-22T00:42:19.063Z,,35.8,,27.7,,,50
2017-12-22T00:42:29.063Z,,36,,27.7,,,50
2017-12-22T00:42:39.063Z,,36.1,,27.7,,,50
2017-12-22T00:42:49.063Z,,36.3,,27.7,,30,50
2017-12-22T00:42:59.063Z,,36.5,,27.7,,29,50
2017-12-22T00:43:09.063Z,,36.7,,27.7,,,50
2017-12-22T00:43:19.063Z,,37.1,,27.7,,,50
2017-12-22T00:43:29.063Z,,,,27.8,,,50
2017-12-22T00:43:39.063Z,,37.3,,27.8,,,50
2017-12-22T00:43:49.062Z,,37.5,,27.7,,30,50
2017-12-22T00:43:59.063Z,,37.6,,27.7,,29,50
2017-12-22T00:44:09.062Z,,38,,27.8,,,50
2017-12-22T00:44:19.063Z,,,,27.8,,,50
2017-12-22T00:44:29.062Z,,38.2,,27.8,,,50
2017-12-22T00:44:39.063Z,,38.3,,27.8,,,50
2017-12-22T00:44:49.063Z,,38.5,,27.8,,,50
2017-12-22T00:44:59.063Z,,38.7,,27.8,,,50
2017-12-22T00:45:09.062Z,,39.1,,27.8,,30,50
2017-12-22T00:45:19.063Z,,,,27.8,,29,50
2017-12-22T00:45:29.062Z,,39.3,,27.8,,30,50
2017-12-22T00:45:39.063Z,,39.4,,27.8,,29,50
2017-12-22T00:45:49.062Z,,39.6,,27.8,,,50
2017-12-22T00:45:59.063Z,,39.8,,27.9,,,50
2017-12-22T00:46:09.063Z,0,40,,27.9,2,0,50
2017-12-22T00:46:19.063Z,,37.8,,27.9,,,50
2017-12-22T00:46:29.065Z,,35.9,,27.9,,,50
2017-12-22T00:46:39.063Z,,35.2,,27.9,,,50
2017-12-22T00:46:49.063Z,,35.1,,27.9,,,50
2017-12-22T00:46:59.063Z,,34.9,,27.9,,,50
2017-12-22T00:47:09.065Z,,,,27.9,,,50
2017-12-22T00:47:19.063Z,,,,27.9,,,50
2017-12-22T00:47:29.062Z,,,,27.9,,,50
2017-12-22T00:47:39.063Z,,,,28,,,50
2017-12-22T00:47:49.063Z,,34.8,,28,,,50
2017-12-22T00:47:59.063Z,,34.6,,28,,,50
2017-12-22T00:48:09.063Z,,,,28,,,50
2017-12-22T00:48:19.062Z,,34.5,,28,,,50
2017-12-22T00:48:29.107Z,,,,28,,,50
2017-12-22T00:48:39.063Z,,34.6,,28,,,50
2017-12-22T00:48:49.062Z,,,,28,,,50
2017-12-22T00:48:59.062Z,,34.5,,28,,,50
2017-12-22T00:49:09.062Z,,34.4,,28,,,50
2017-12-22T00:49:19.063Z,,,,28,,,50
2017-12-22T00:49:29.063Z,,,,28,,,50
2017-12-22T00:49:39.062Z,,,,28,,,50
2017-12-22T00:49:49.062Z,,,,28.1,,,50
2017-12-22T00:49:59.063Z,,,,28.1,,,50
2017-12-22T00:50:09.063Z,,,,28.1,,,50
2017-12-22T00:50:19.062Z,,,,28.1,,,50
2017-12-22T00:50:29.068Z,,,,28.1,,,50
2017-12-22T00:50:39.062Z,,34.3,,28.1,,,50
2017-12-22T00:50:49.063Z,,34.4,,28.1,,,50
2017-12-22T00:50:59.062Z,,34.3,,28.1,,,50
2017-12-22T00:51:09.063Z,,,,28.1,,,50
2017-12-22T00:51:19.062Z,,34.4,,28.1,,,50
2017-12-22T00:51:29.062Z,,,,28.1,,,50
2017-12-22T00:51:39.063Z,,,,28.1,,,50
2017-12-22T00:51:49.079Z,,,,28.1,,,50
2017-12-22T00:51:59.063Z,,,,28.3,,,50
2017-12-22T00:52:09.062Z,,,,28.1,,,50
2017-12-22T00:52:19.062Z,,,,28.3,,,50
2017-12-22T00:52:29.062Z,,,,28.3,,,50
2017-12-22T00:52:39.063Z,,34.5,,28.3,,,50
2017-12-22T00:52:49.062Z,,,,28.3,,,50
2017-12-22T00:52:59.062Z,,,,28.3,,,50
2017-12-22T00:53:09.062Z,,,,28.3,,,50
2017-12-22T00:53:19.062Z,,,,28.3,,,50
2017-12-22T00:53:29.062Z,,34.6,,28.3,,,50
2017-12-22T00:53:39.062Z,,,,28.3,,,50
2017-12-22T00:53:49.062Z,,,,28.3,,,50
2017-12-22T00:53:59.063Z,,,,28.3,,,50
2017-12-22T00:54:09.062Z,,,,28.3,,,50
2017-12-22T00:54:19.062Z,,34.7,,28.3,,,50
2017-12-22T00:54:29.062Z,,,,28.3,,,50
2017-12-22T00:54:39.062Z,,,,28.3,,,50
2017-12-22T00:54:49.063Z,,,,28.3,,,50
2017-12-22T00:54:59.062Z,,,,28.3,,,50
2017-12-22T00:55:09.062Z,,,,28.3,,,50
2017-12-22T00:55:19.062Z,,,,28.3,,,50
2017-12-22T00:55:29.062Z,,,,28.3,,,50
2017-12-22T00:55:39.062Z,0,,5,28.3,0,,50
2017-12-22T00:55:49.062Z,,,,28.3,,,50
2017-12-22T00:55:59.062Z,0,,59,28.3,2,,50
2017-12-22T00:56:09.062Z,,,,28.3,,,50
2017-12-22T00:56:19.062Z,0,,5,28.3,0,,50
2017-12-22T00:56:29.063Z,,,,28.3,,,50
2017-12-22T00:56:39.062Z,,,,28.3,,,50
2017-12-22T00:56:49.144Z,,,,28.3,,,50
2017-12-22T00:56:59.062Z,,,,28.3,,,50
2017-12-22T00:57:09.062Z,,,,28.3,,,50
2017-12-22T00:57:19.062Z,0,,59,28.3,2,,50
2017-12-22T00:57:29.062Z,0,,5,28.4,0,,50
2017-12-22T00:57:39.062Z,,,,28.3,,,50
2017-12-22T00:57:49.062Z,,,,28.3,,,50
2017-12-22T00:57:59.062Z,,,,28.3,,,50
2017-12-22T00:58:09.062Z,,,,28.3,,,50
2017-12-22T00:58:19.066Z,,,,28.4,,,50
2017-12-22T00:58:29.062Z,,,,28.4,,,50
2017-12-22T00:58:39.063Z,,34.6,,28.3,,,50
2017-12-22T00:58:49.062Z,,,,28.3,,,50
2017-12-22T00:58:59.062Z,,,,28.3,,,50
2017-12-22T00:59:09.063Z,,,,28.4,,,50
2017-12-22T00:59:19.062Z,,,,28.3,,,50
2017-12-22T00:59:29.062Z,,,,28.3,,,50
2017-12-22T00:59:39.063Z,,,,28.4,,,50
2017-12-22T00:59:49.062Z,,,,28.4,,,50
2017-12-22T00:59:59.062Z,,,,28.3,,,50
2017-12-22T01:00:09.064Z,,,,28.3,,,50
2017-12-22T01:00:19.063Z,,34.5,,28.3,,,50
2017-12-22T01:00:29.062Z,,,,28.3,,,50
2017-12-22T01:00:39.062Z,,,,28.3,,,50
2017-12-22T01:00:49.062Z,0,,59,28.3,2,,50
2017-12-22T01:00:59.062Z,,,,28.3,,,50
2017-12-22T01:01:09.062Z,,,,28.3,,,50
2017-12-22T01:01:19.062Z,,,,28.3,,,50
2017-12-22T01:01:29.062Z,,,,28.3,,,50
2017-12-22T01:01:39.062Z,,34.4,,28.3,,,50
2017-12-22T01:01:49.062Z,,,,28.3,,,50
2017-12-22T01:01:59.062Z,,,,28.3,,,50
2017-12-22T01:02:09.062Z,,,,28.3,,,50
2017-12-22T01:02:19.062Z,,,,28.3,,,50
2017-12-22T01:02:29.062Z,,,,28.3,,,50
2017-12-22T01:02:39.062Z,,,,28.3,,,50
2017-12-22T01:02:49.067Z,,,,28.3,,,50
2017-12-22T01:02:59.062Z,,,,28.3,,,50
2017-12-22T01:03:09.062Z,,,,28.3,,,50
2017-12-22T01:03:19.062Z,,,,28.3,,,50
2017-12-22T01:03:29.062Z,,34.3,,28.3,,,50
2017-12-22T01:03:39.063Z,,,,28.3,,,50
2017-12-22T01:03:49.062Z,,,,28.3,,,50
2017-12-22T01:03:59.062Z,,,,28.3,,,50
2017-12-22T01:04:09.062Z,,,,28.3,,,50
2017-12-22T01:04:19.062Z,,,,28.3,,,50
2017-12-22T01:04:29.062Z,,,,28.3,,,50
2017-12-22T01:04:39.062Z,,,,28.3,,,50
2017-12-22T01:04:49.062Z,0,,5,28.3,0,,50
2017-12-22T01:04:59.062Z,,,,28.3,,,50
2017-12-22T01:05:09.062Z,,34.2,,28.3,,,50
2017-12-22T01:05:19.062Z,,,,28.3,,,50
2017-12-22T01:05:29.063Z,,,,28.3,,,50
2017-12-22T01:05:39.062Z,,,,28.3,,,50
2017-12-22T01:05:49.062Z,,,,28.3,,,50
2017-12-22T01:05:59.062Z,,,,28.3,,,50
2017-12-22T01:06:09.062Z,,,,28.3,,,50
2017-12-22T01:06:19.062Z,,,,28.3,,,50
2017-12-22T01:06:29.063Z,,,,28.3,,,50
2017-12-22T01:06:39.062Z,,,,28.3,,,50
2017-12-22T01:06:49.062Z,,,,28.3,,,50
2017-12-22T01:06:59.062Z,0,34.1,59,28.3,2,,50
2017-12-22T01:07:09.100Z,0,,5,28.3,0,,50
2017-12-22T01:07:19.062Z,,,,28.3,,,50
2017-12-22T01:07:29.062Z,,,,28.3,,,50
2017-12-22T01:07:39.062Z,,,,28.3,,,50
2017-12-22T01:07:49.062Z,,,,28.1,,,50
2017-12-22T01:07:59.062Z,,,,28.3,,,50
2017-12-22T01:08:09.062Z,,,,28.3,,,50
2017-12-22T01:08:19.062Z,,,,28.3,,,50
2017-12-22T01:08:29.062Z,,,,28.3,,,50
2017-12-22T01:08:39.062Z,,,,28.1,,,50
2017-12-22T01:08:49.062Z,,34,,28.1,,,50
2017-12-22T01:08:59.062Z,,,,28.1,,,50
2017-12-22T01:09:09.062Z,,,,28.1,,,50
2017-12-22T01:09:19.066Z,,,,28.1,,,50
2017-12-22T01:09:29.062Z,,,,28.1,,,50
2017-12-22T01:09:39.062Z,,,,28.1,,,50
2017-12-22T01:09:49.062Z,,,,28.1,,,50
2017-12-22T01:09:59.062Z,0,,59,28.1,2,,50
2017-12-22T01:10:09.063Z,,,,28.1,,,50
2017-12-22T01:10:19.062Z,,,,28.1,,,50
2017-12-22T01:10:29.062Z,,,,28.1,,,50
2017-12-22T01:10:39.062Z,,,,28.1,,,50
2017-12-22T01:10:49.062Z,,,,28.1,,,50
2017-12-22T01:10:59.062Z,0,,5,28.1,0,,50
2017-12-22T01:11:09.062Z,0,33.9,59,28.1,2,,50
2017-12-22T01:11:19.062Z,,34,,28.1,,,50
2017-12-22T01:11:29.062Z,,33.9,,28.1,,,50
2017-12-22T01:11:39.064Z,0,,5,28.1,0,,50
2017-12-22T01:11:49.062Z,,,,28.1,,,50
2017-12-22T01:11:59.062Z,0,,59,28.1,2,,50
2017-12-22T01:12:09.061Z,0,,5,28.1,0,,50
2017-12-22T01:12:19.062Z,0,,59,28.1,2,,50
2017-12-22T01:12:29.062Z,,,,28.1,,,50
2017-12-22T01:12:39.062Z,,,,28.1,,,50
2017-12-22T01:12:49.062Z,,,,28.1,,,50
2017-12-22T01:12:59.062Z,0,33.9,5,28.1,0,0,50
2017-12-22T01:13:09.062Z,0,,59,28,2,,50
2017-12-22T01:13:19.062Z,,,,28,,,50
2017-12-22T01:13:29.062Z,,,,28,,,50
2017-12-22T01:13:39.062Z,,,,28,,,50
2017-12-22T01:13:49.062Z,,,,28,,,50
2017-12-22T01:13:59.062Z,,33.8,,28,,,50
2017-12-22T01:14:09.062Z,,,,28,,,50
2017-12-22T01:14:19.061Z,,,,28,,,50
2017-12-22T01:14:29.062Z,,,,28,,,50
2017-12-22T01:14:39.062Z,,,,28,,,50
2017-12-22T01:14:49.062Z,,,,28,,,50
2017-12-22T01:14:59.062Z,,,,28,,,50
2017-12-22T01:15:09.062Z,,,,28,,,50
2017-12-22T01:15:19.062Z,,,,28,,,50
2017-12-22T01:15:29.062Z,,,,28,,,50
2017-12-22T01:15:39.062Z,,,,28,,,50
2017-12-22T01:15:49.062Z,,,,28,,,50
2017-12-22T01:15:59.062Z,,,,28,,,50
2017-12-22T01:16:09.062Z,,,,28,,,50
2017-12-22T01:16:19.062Z,,,,28,,,50
2017-12-22T01:16:29.062Z,,,,28,,,50
2017-12-22T01:16:39.062Z,,,,28,,,50
2017-12-22T01:16:49.062Z,,,,28,,,50
2017-12-22T01:16:59.062Z,,33.7,,28,,,50
2017-12-22T01:17:09.062Z,,,,27.9,,,50
2017-12-22T01:17:19.062Z,,,,27.9,,,50
2017-12-22T01:17:29.062Z,,,,27.9,,,50
2017-12-22T01:17:39.062Z,,,,27.9,,,50
2017-12-22T01:17:49.062Z,,,,27.9,,,50
2017-12-22T01:17:59.062Z,,,,27.9,,,50
2017-12-22T01:18:09.061Z,,,,27.9,,,50
2017-12-22T01:18:19.062Z,,,,27.9,,,50
2017-12-22T01:18:29.062Z,,,,27.9,,,50
2017-12-22T01:18:39.062Z,,,,27.9,,,50
2017-12-22T01:18:49.062Z,,,,27.9,,,50
2017-12-22T01:18:59.062Z,,,,27.9,,,50
2017-12-22T01:19:09.062Z,,,,27.9,,,50
2017-12-22T01:19:19.062Z,,,,27.9,,,50
2017-12-22T01:19:29.062Z,,,,27.9,,,50
2017-12-22T01:19:39.062Z,,,,27.9,,,50
2017-12-22T01:19:49.061Z,,33.6,,27.9,,,50
2017-12-22T01:19:59.061Z,,33.7,,27.9,,,50
2017-12-22T01:20:09.062Z,,33.6,,27.9,,,50
2017-12-22T01:20:19.062Z,,,,27.9,,,50
2017-12-22T01:20:29.062Z,,,,27.9,,,50
2017-12-22T01:20:39.062Z,,,,27.9,,,50
2017-12-22T01:20:49.062Z,,,,27.9,,,50
2017-12-22T01:20:59.062Z,,,,27.8,,,50
2017-12-22T01:21:09.062Z,,,,27.8,,,50
2017-12-22T01:21:19.061Z,,,,27.8,,,50
2017-12-22T01:21:29.062Z,,,,27.8,,,50
2017-12-22T01:21:39.062Z,,,,27.8,,,50
2017-12-22T01:21:49.061Z,,,,27.8,,,50
2017-12-22T01:21:59.064Z,,,,27.8,,,50
2017-12-22T01:22:09.061Z,,,,27.8,,,50
2017-12-22T01:22:19.062Z,,,,27.8,,,50
2017-12-22T01:22:29.062Z,,,,27.8,,,50
2017-12-22T01:22:39.062Z,0,33.8,,27.8,2,45,50
2017-12-22T01:22:49.062Z,,39.4,,27.8,,35,50
2017-12-22T01:22:59.062Z,,37.5,,27.8,,29,50
2017-12-22T01:23:09.080Z,,35.9,,27.8,,29,50
2017-12-22T01:23:19.062Z,,32.8,,27.8,,,50
2017-12-22T01:23:29.062Z,,31.9,,27.8,,,50
2017-12-22T01:23:39.062Z,,31.7,,27.8,,30,50
2017-12-22T01:23:49.061Z,,32,,27.8,,29,50
2017-12-22T01:23:59.062Z,,32.2,,27.8,,,50
2017-12-22T01:24:09.062Z,,32.6,,27.8,,,50
