Time,HwTOutlet,PrimT,HwTSet,PrimTSet,ChActive,HwActive,ActPow
2018-01-21T03:17:49.166Z,31.6,43.1,50,,,,30
2018-01-21T03:17:59.173Z,31.6,43.3,50,,,,29
2018-01-21T03:18:09.158Z,31.6,43.4,50,,,,
2018-01-21T03:18:19.158Z,31.6,43.6,50,,,,
2018-01-21T03:18:29.168Z,31.6,43.7,50,,,,30
2018-01-21T03:18:39.161Z,31.6,43.8,50,,,,
2018-01-21T03:18:49.165Z,31.6,44,50,,,,29
2018-01-21T03:18:59.159Z,31.6,44.1,50,,,,
2018-01-21T03:19:09.161Z,31.6,44.2,50,,,,
2018-01-21T03:19:19.158Z,31.6,44.4,50,,,,30
2018-01-21T03:19:29.157Z,31.6,44.5,50,,,,29
2018-01-21T03:19:39.158Z,31.6,44.6,50,,,,
2018-01-21T03:19:49.182Z,31.6,44.8,50,,,,
2018-01-21T03:19:59.158Z,31.6,45,50,,,,30
2018-01-21T03:20:09.158Z,31.6,,50,,,,
2018-01-21T03:20:19.157Z,31.6,45.2,50,,,,
2018-01-21T03:20:29.171Z,31.6,44.9,50,,1,0,0
2018-01-21T03:20:39.184Z,31.6,42.8,50,,,,
2018-01-21T03:20:49.202Z,31.8,41.8,50,,,,
2018-01-21T03:20:59.158Z,31.8,40.7,50,,,,
2018-01-21T03:21:09.162Z,31.8,40.6,50,,,,
2018-01-21T03:21:19.166Z,31.8,40.5,50,,,,
2018-01-21T03:21:29.160Z,31.8,,50,,,,
2018-01-21T03:21:39.179Z,31.8,,50,,,,
2018-01-21T03:21:49.158Z,31.8,40.4,50,,,,
2018-01-21T03:21:59.158Z,31.8,40.3,50,,,,
2018-01-21T03:22:09.158Z,31.8,40.2,50,,,,
2018-01-21T03:22:19.162Z,31.8,40.1,50,,,,
2018-01-21T03:22:29.157Z,31.8,39.9,50,,,,
2018-01-21T03:22:39.158Z,31.8,,50,,,,
2018-01-21T03:22:49.174Z,31.8,,50,,,,
2018-01-21T03:22:59.210Z,31.8,,50,,,,
2018-01-21T03:23:09.236Z,31.8,39.8,50,,,,
2018-01-21T03:23:19.181Z,31.8,,50,,,,
2018-01-21T03:23:29.183Z,31.8,39.7,50,,,,
2018-01-21T03:23:39.159Z,31.8,,50,,,,
2018-01-21T03:23:49.158Z,31.8,39.6,50,,,,
2018-01-21T03:23:59.159Z,31.8,,50,,,,
2018-01-21T03:24:09.166Z,31.8,,50,,,,
2018-01-21T03:24:19.158Z,31.8,,50,,,,
2018-01-21T03:24:29.158Z,31.8,,50,,,,
2018-01-21T03:24:39.157Z,31.8,,50,,,,
2018-01-21T03:24:49.158Z,31.8,,50,,,,
2018-01-21T03:24:59.158Z,31.8,,50,,,,
2018-01-21T03:25:09.163Z,31.8,,50,,,,
2018-01-21T03:25:19.159Z,31.8,,50,,,,
2018-01-21T03:25:29.160Z,31.8,,50,,,,
2018-01-21T03:25:39.158Z,31.8,,50,,,,
2018-01-21T03:25:49.174Z,31.8,,50,,,,
2018-01-21T03:25:59.159Z,31.8,,50,,,,
2018-01-21T03:26:09.158Z,31.8,,50,,,,
2018-01-21T03:26:19.158Z,31.8,,50,,,,
2018-01-21T03:26:29.157Z,31.8,,50,,,,
2018-01-21T03:26:39.158Z,31.8,39.7,50,,,,
2018-01-21T03:26:49.183Z,31.8,,50,,,,
2018-01-21T03:26:59.162Z,31.8,,50,,,,
2018-01-21T03:27:09.158Z,31.8,39.8,50,,,,
2018-01-21T03:27:19.158Z,31.8,,50,,,,
2018-01-21T03:27:29.158Z,31.8,,50,,,,
2018-01-21T03:27:39.175Z,31.8,,50,,,,
2018-01-21T03:27:49.159Z,31.8,39.9,50,,,,
2018-01-21T03:27:59.324Z,31.8,,50,,,,
2018-01-21T03:28:09.169Z,31.8,,50,,,,
2018-01-21T03:28:19.159Z,31.8,,50,,,,
2018-01-21T03:28:29.157Z,31.8,,50,,,,
2018-01-21T03:28:39.158Z,31.8,40,50,,,,
2018-01-21T03:28:49.160Z,31.8,39.9,50,,,,
2018-01-21T03:28:59.161Z,31.8,40,50,,,,
2018-01-21T03:29:09.333Z,31.8,,50,,,,
2018-01-21T03:29:19.157Z,31.8,,50,,,,
2018-01-21T03:29:29.160Z,31.8,,50,,,,
2018-01-21T03:29:39.158Z,31.8,,50,,,,
2018-01-21T03:29:49.179Z,31.8,,50,,,,
2018-01-21T03:29:59.176Z,31.8,,50,,,,
2018-01-21T03:30:09.157Z,31.8,,50,,,,
2018-01-21T03:30:19.157Z,31.8,,50,,,,
2018-01-21T03:30:29.158Z,31.6,39.9,50,,,,
2018-01-21T03:30:39.158Z,31.6,39.9,50,,,,
2018-01-21T03:30:49.158Z,31.6,39.9,50,,,,
2018-01-21T03:30:59.157Z,31.6,39.9,50,,,,
2018-01-21T03:31:09.168Z,31.6,,50,,,,
2018-01-21T03:31:19.170Z,31.6,,50,,,,
2018-01-21T03:31:29.163Z,31.6,,50,,,,
2018-01-21T03:31:39.176Z,31.6,,50,,,,
2018-01-21T03:31:49.158Z,31.6,,50,,,,
2018-01-21T03:31:59.158Z,31.6,,50,,,,
2018-01-21T03:32:09.157Z,31.6,,50,,,,
2018-01-21T03:32:19.157Z,31.6,,50,,,,
2018-01-21T03:32:29.157Z,31.6,,50,,,,
2018-01-21T03:32:39.157Z,31.6,,50,,,,
2018-01-21T03:32:49.167Z,31.6,,50,,,,
2018-01-21T03:32:59.159Z,31.6,39.8,50,,,,
2018-01-21T03:33:09.174Z,31.6,,50,,,,
2018-01-21T03:33:19.159Z,31.6,,50,,,,
2018-01-21T03:33:29.164Z,31.5,,50,,,,
2018-01-21T03:33:39.157Z,31.5,,50,,,,
2018-01-21T03:33:49.164Z,31.5,,50,,,,
2018-01-21T03:33:59.161Z,31.5,,50,,,,
2018-01-21T03:34:09.160Z,31.5,,50,,,,
2018-01-21T03:34:19.158Z,31.5,39.7,50,,,,
2018-01-21T03:34:29.158Z,31.5,,50,,,,
2018-01-21T03:34:39.158Z,31.5,,50,,,,
2018-01-21T03:34:49.160Z,31.5,,50,,,,
2018-01-21T03:34:59.158Z,31.5,,50,,,,
2018-01-21T03:35:09.158Z,31.5,,50,,,,
2018-01-21T03:35:19.157Z,31.5,,50,,,,
2018-01-21T03:35:29.176Z,31.5,,50,,,,
2018-01-21T03:35:39.157Z,31.5,39.6,50,,,,
2018-01-21T03:35:49.158Z,31.5,,50,,,,
2018-01-21T03:35:59.158Z,31.4,,50,,,,
2018-01-21T03:36:09.157Z,31.4,,50,,,,
2018-01-21T03:36:19.158Z,31.4,,50,,,,
2018-01-21T03:36:29.157Z,31.4,,50,,,,
2018-01-21T03:36:39.170Z,31.4,,50,,,,
2018-01-21T03:36:49.170Z,31.4,39.5,50,,,,
2018-01-21T03:36:59.180Z,31.4,43.1,50,,1,0,39
2018-01-21T03:37:09.169Z,31.4,44.7,50,,,,29
2018-01-21T03:37:19.175Z,31.4,41.9,50,,,,
2018-01-21T03:37:29.158Z,31.4,40.9,50,,,,30
2018-01-21T03:37:39.158Z,31.4,38.9,50,,,,29
2018-01-21T03:37:49.157Z,31.4,38.5,50,,,,
2018-01-21T03:37:59.158Z,31.4,,50,,,,
2018-01-21T03:38:09.159Z,31.4,39.1,50,,,,
2018-01-21T03:38:19.157Z,31.4,39.4,50,,,,
2018-01-21T03:38:29.159Z,31.4,38.7,50,,1,0,0
2018-01-21T03:38:39.207Z,31.4,36.7,50,,,,
2018-01-21T03:38:49.216Z,31.4,35.8,50,,,,
2018-01-21T03:38:59.177Z,31.4,34.9,50,,,,
2018-01-21T03:39:09.194Z,31.3,34.7,50,,,,
2018-01-21T03:39:19.167Z,31.3,,50,,,,
2018-01-21T03:39:29.157Z,31.4,,50,,,,
2018-01-21T03:39:39.161Z,31.3,34.8,50,,,,
2018-01-21T03:39:49.177Z,31.3,,50,,,,
2018-01-21T03:39:59.157Z,31.3,,50,,,,
2018-01-21T03:40:09.157Z,31.3,34.7,50,,,,
2018-01-21T03:40:19.174Z,31.3,34.6,50,,,,
2018-01-21T03:40:29.188Z,31.3,,50,,,,
2018-01-21T03:40:39.195Z,31.3,,50,,,,
2018-01-21T03:40:49.190Z,31.3,34.5,50,,,,
2018-01-21T03:40:59.157Z,31.3,,50,,,,
2018-01-21T03:41:09.172Z,31.3,,50,,,,
2018-01-21T03:41:19.157Z,31.3,34.4,50,,,,
2018-01-21T03:41:29.163Z,31.3,,50,,,,
2018-01-21T03:41:39.159Z,31.3,,50,,,,
2018-01-21T03:41:49.157Z,31.3,,50,,,,
2018-01-21T03:41:59.158Z,31.3,,50,,,,
2018-01-21T03:42:09.159Z,31.3,,50,,,,
2018-01-21T03:42:19.158Z,31.2,,50,,,,
2018-01-21T03:42:29.157Z,31.2,,50,,,,
2018-01-21T03:42:39.157Z,31.2,,50,,,,
2018-01-21T03:42:49.162Z,31.2,,50,,,,
2018-01-21T03:42:59.158Z,31.2,,50,,,,
2018-01-21T03:43:09.158Z,31.2,,50,,,,
2018-01-21T03:43:19.157Z,31.2,,50,,,,
2018-01-21T03:43:29.158Z,31.2,,50,,,,
2018-01-21T03:43:39.157Z,31.2,,50,,,,
2018-01-21T03:43:49.157Z,31.2,,50,,,,
2018-01-21T03:43:59.158Z,31.2,,50,,,,
2018-01-21T03:44:09.158Z,31.2,,50,,,,
2018-01-21T03:44:19.157Z,31.2,,50,,,,
2018-01-21T03:44:29.157Z,31.2,,50,,,,
2018-01-21T03:44:39.158Z,31,,50,,,,
2018-01-21T03:44:49.157Z,31,,50,,,,
2018-01-21T03:44:59.160Z,31,34.5,50,,,,
2018-01-21T03:45:09.382Z,31,,50,,,,
2018-01-21T03:45:19.583Z,31,,50,,,,
2018-01-21T03:45:29.334Z,31,34.6,50,,,,
2018-01-21T03:45:39.175Z,31,,50,,,,
2018-01-21T03:45:49.157Z,31,34.7,50,,,,
2018-01-21T03:45:59.157Z,31,,50,,,,
2018-01-21T03:46:09.158Z,31,,50,,,,
2018-01-21T03:46:19.170Z,31,34.8,50,,,,
2018-01-21T03:46:29.157Z,30.9,,50,,,,
2018-01-21T03:46:39.157Z,30.9,34.9,50,,,,
2018-01-21T03:46:49.157Z,30.9,,50,,,,
2018-01-21T03:46:59.157Z,30.9,35.1,50,,,,
2018-01-21T03:47:09.163Z,30.9,,50,,,,
2018-01-21T03:47:19.157Z,30.9,35.2,50,,,,
2018-01-21T03:47:29.158Z,30.9,,50,,,,
2018-01-21T03:47:39.161Z,30.9,35.3,50,,,,
2018-01-21T03:47:49.158Z,30.9,,50,,,,
2018-01-21T03:47:59.158Z,30.8,35.4,50,,,,
2018-01-21T03:48:09.157Z,30.8,,50,,,,
2018-01-21T03:48:19.157Z,30.8,35.5,50,,,,
2018-01-21T03:48:29.157Z,30.8,,50,,1,0,
2018-01-21T03:48:39.157Z,30.8,40.1,50,,,,36
2018-01-21T03:48:49.157Z,30.8,40.9,50,,,,29
2018-01-21T03:48:59.159Z,30.8,39.5,50,,,,
2018-01-21T03:49:09.179Z,30.8,37.9,50,,,,30
2018-01-21T03:49:19.157Z,30.8,37.6,50,,,,29
2018-01-21T03:49:29.159Z,30.8,37.2,50,,,,
2018-01-21T03:49:39.161Z,30.8,37.3,50,,,,
2018-01-21T03:49:49.157Z,30.8,37.6,50,,,,30
2018-01-21T03:49:59.158Z,30.7,38,50,,,,29
2018-01-21T03:50:09.284Z,30.7,38.2,50,,,,30
2018-01-21T03:50:19.172Z,30.7,38.4,50,,,,29
2018-01-21T03:50:29.170Z,30.7,38.6,50,,,,
2018-01-21T03:50:39.165Z,30.7,38.7,50,,,,
2018-01-21T03:50:49.183Z,30.7,39.1,50,,,,29
2018-01-21T03:50:59.167Z,30.7,39.2,50,,,,
2018-01-21T03:51:09.160Z,30.7,39.3,50,,,,
2018-01-21T03:51:19.181Z,30.7,39.5,50,,,,
2018-01-21T03:51:29.157Z,30.7,39.6,50,,,,30
2018-01-21T03:51:39.157Z,30.7,39.8,50,,,,
2018-01-21T03:51:49.157Z,30.7,40,50,,,,30
2018-01-21T03:51:59.157Z,30.7,,50,,,,
2018-01-21T03:52:09.157Z,30.7,40.2,50,,,,
2018-01-21T03:52:19.161Z,30.7,40.3,50,,,,29
2018-01-21T03:52:29.157Z,30.7,40.4,50,,,,
2018-01-21T03:52:39.171Z,30.7,40.6,50,,,,
2018-01-21T03:52:49.157Z,30.7,40.7,50,,,,30
2018-01-21T03:52:59.157Z,30.7,40.8,50,,,,29
2018-01-21T03:53:09.157Z,30.7,41,50,,,,
2018-01-21T03:53:19.157Z,30.7,41.1,50,,,,
2018-01-21T03:53:29.157Z,30.7,41.3,50,,,,
2018-01-21T03:53:39.158Z,30.7,41.4,50,,,,
2018-01-21T03:53:49.157Z,30.7,41.6,50,,,,30
2018-01-21T03:53:59.163Z,30.7,41.7,50,,,,29
2018-01-21T03:54:09.222Z,30.7,42,50,,,,
2018-01-21T03:54:19.164Z,30.7,,50,,,,
2018-01-21T03:54:29.160Z,30.7,42.2,50,,,,
2018-01-21T03:54:39.165Z,30.7,42.4,50,,,,30
2018-01-21T03:54:49.191Z,30.7,42.6,50,,,,
2018-01-21T03:54:59.161Z,30.7,42.8,50,,,,
2018-01-21T03:55:09.162Z,30.7,43,50,,,,29
2018-01-21T03:55:19.164Z,30.7,,50,,,,30
2018-01-21T03:55:29.165Z,30.7,43.2,50,,,,29
2018-01-21T03:55:39.167Z,30.7,43.3,50,,,,
2018-01-21T03:55:49.164Z,30.7,43.5,50,,,,
2018-01-21T03:55:59.157Z,30.7,43.6,50,,,,30
2018-01-21T03:56:09.157Z,30.7,43.7,50,,,,29
2018-01-21T03:56:19.165Z,30.7,43.9,50,,,,
2018-01-21T03:56:29.172Z,30.8,44,50,,,,
2018-01-21T03:56:39.158Z,30.8,44.1,50,,,,
2018-01-21T03:56:49.163Z,30.8,44.3,50,,,,30
2018-01-21T03:56:59.157Z,30.8,44.4,50,,,,29
2018-01-21T03:57:09.157Z,30.8,44.5,50,,,,
2018-01-21T03:57:19.159Z,30.8,44.6,50,,,,
2018-01-21T03:57:29.157Z,30.8,44.8,50,,,,30
2018-01-21T03:57:39.157Z,30.8,45,50,,,,29
2018-01-21T03:57:49.157Z,30.8,,50,,,,30
2018-01-21T03:57:59.198Z,30.8,45.2,50,,,,29
2018-01-21T03:58:09.157Z,30.8,45.3,50,,,,30
2018-01-21T03:58:19.157Z,30.8,45.4,50,,,,29
2018-01-21T03:58:29.162Z,30.9,45.5,50,,,,
2018-01-21T03:58:39.160Z,30.9,45.7,50,,,,
2018-01-21T03:58:49.176Z,30.9,44.9,50,,1,0,0
2018-01-21T03:58:59.160Z,30.9,42.9,50,,,,
2018-01-21T03:59:09.158Z,30.9,41.8,50,,,,
2018-01-21T03:59:19.161Z,30.9,40.9,50,,,,
2018-01-21T03:59:29.162Z,30.9,,50,,,,
2018-01-21T03:59:39.158Z,30.9,,50,,,,
2018-01-21T03:59:49.157Z,30.9,,50,,,,
2018-01-21T03:59:59.166Z,31,,50,,,,
2018-01-21T04:00:09.166Z,31,40.8,50,,,,
2018-01-21T04:00:19.158Z,31,40.7,50,,,,
2018-01-21T04:00:29.160Z,31,40.6,50,,,,
2018-01-21T04:00:39.178Z,31,40.5,50,,,,
2018-01-21T04:00:49.157Z,31,40.4,50,,,,
2018-01-21T04:00:59.158Z,31,,50,,,,
2018-01-21T04:01:09.157Z,31,,50,,,,
2018-01-21T04:01:19.157Z,31.2,40.3,50,,,,
2018-01-21T04:01:29.187Z,31.2,,50,,,,
2018-01-21T04:01:39.157Z,31.2,40.2,50,,,,
2018-01-21T04:01:49.171Z,31.2,40.1,50,,,,
2018-01-21T04:01:59.157Z,31.2,,50,,,,
2018-01-21T04:02:09.157Z,31.2,,50,,,,
2018-01-21T04:02:19.157Z,31.2,,50,,,,
2018-01-21T04:02:29.157Z,31.2,40,50,,,,
2018-01-21T04:02:39.157Z,31.2,,50,,,,
2018-01-21T04:02:49.158Z,31.2,,50,,,,
2018-01-21T04:02:59.157Z,31.2,,50,,,,
2018-01-21T04:03:09.161Z,31.2,,50,,,,
2018-01-21T04:03:19.157Z,31.3,,50,,,,
2018-01-21T04:03:29.158Z,31.3,,50,,,,
2018-01-21T04:03:39.160Z,31.2,,50,,,,
2018-01-21T04:03:49.165Z,31.3,,50,,,,
2018-01-21T04:03:59.157Z,31.3,,50,,,,
2018-01-21T04:04:09.181Z,31.3,,50,,,,
2018-01-21T04:04:19.157Z,31.3,,50,,,,
2018-01-21T04:04:29.157Z,31.3,,50,,,,
2018-01-21T04:04:39.157Z,31.3,,50,,,,
2018-01-21T04:04:49.162Z,31.3,40.1,50,,,,
2018-01-21T04:04:59.173Z,31.3,,50,,,,
2018-01-21T04:05:09.175Z,31.3,,50,,,,
2018-01-21T04:05:19.157Z,31.3,40.2,50,,,,
2018-01-21T04:05:29.157Z,31.3,,50,,,,
2018-01-21T04:05:39.171Z,31.3,,50,,,,
2018-01-21T04:05:49.158Z,31.3,,50,,,,
2018-01-21T04:05:59.157Z,31.3,40.3,50,,,,
2018-01-21T04:06:09.157Z,31.3,,50,,,,
2018-01-21T04:06:19.157Z,31.3,,50,,,,
2018-01-21T04:06:29.156Z,31.3,,50,,,,
2018-01-21T04:06:39.156Z,31.3,40.4,50,,,,
2018-01-21T04:06:49.157Z,31.3,,50,,,,
2018-01-21T04:06:59.157Z,31.3,,50,,,,
2018-01-21T04:07:09.158Z,31.3,,50,,,,
2018-01-21T04:07:19.157Z,31.3,,50,,,,
2018-01-21T04:07:29.157Z,31.3,,50,,,,
2018-01-21T04:07:39.157Z,31.3,,50,,,,
2018-01-21T04:07:49.157Z,31.3,,50,,,,
2018-01-21T04:07:59.157Z,31.3,,50,,,,
2018-01-21T04:08:09.156Z,31.3,,50,,,,
2018-01-21T04:08:19.157Z,31.3,,50,,,,
2018-01-21T04:08:29.156Z,31.3,,50,,,,
2018-01-21T04:08:39.160Z,31.3,,50,,,,
2018-01-21T04:08:49.156Z,31.3,,50,,,,
2018-01-21T04:08:59.157Z,31.3,,50,,,,
2018-01-21T04:09:09.157Z,31.3,,50,,,,
2018-01-21T04:09:19.157Z,31.3,40.3,50,,,,
2018-01-21T04:09:29.156Z,31.3,,50,,,,
2018-01-21T04:09:39.156Z,31.3,,50,,,,
2018-01-21T04:09:49.157Z,31.3,,50,,,,
2018-01-21T04:09:59.157Z,31.3,,50,,,,
2018-01-21T04:10:09.157Z,31.3,,50,,,,
2018-01-21T04:10:19.156Z,31.3,,50,,,,
2018-01-21T04:10:29.191Z,31.3,,50,,,,
2018-01-21T04:10:39.182Z,31.3,,50,,,,
2018-01-21T04:10:49.173Z,31.3,40.2,50,,,,
2018-01-21T04:10:59.156Z,31.3,,50,,,,
2018-01-21T04:11:09.157Z,31.3,,50,,,,
2018-01-21T04:11:19.156Z,31.3,,50,,,,
2018-01-21T04:11:29.158Z,31.3,,50,,,,
2018-01-21T04:11:39.157Z,31.3,,50,,,,
2018-01-21T04:11:49.156Z,31.3,,50,,,,
2018-01-21T04:11:59.157Z,31.3,40.1,50,,,,
2018-01-21T04:12:09.156Z,31.3,,50,,,,
2018-01-21T04:12:19.157Z,31.3,,50,,,,
2018-01-21T04:12:29.157Z,31.3,,50,,,,
2018-01-21T04:12:39.156Z,31.3,,50,,,,
2018-01-21T04:12:49.156Z,31.2,,50,,,,
2018-01-21T04:12:59.157Z,31.3,,50,,,,
2018-01-21T04:13:09.156Z,31.2,,50,,,,
2018-01-21T04:13:19.156Z,31.2,40,50,,,,
2018-01-21T04:13:29.156Z,31.2,,50,,,,
2018-01-21T04:13:39.157Z,31.2,,50,,,,
2018-01-21T04:13:49.157Z,31.2,,50,,,,
2018-01-21T04:13:59.156Z,31.2,,50,,,,
2018-01-21T04:14:09.156Z,31.2,,50,,,,
2018-01-21T04:14:19.158Z,31.2,39.9,50,,,,
2018-01-21T04:14:29.157Z,31.2,,50,,,,
2018-01-21T04:14:39.156Z,31.2,,50,,,,
2018-01-21T04:14:49.156Z,31.2,,50,,,,
2018-01-21T04:14:59.157Z,31.2,,50,,,,
2018-01-21T04:15:09.156Z,31.2,,50,,,,
2018-01-21T04:15:19.157Z,31.2,,50,,,,
2018-01-21T04:15:29.156Z,31.2,,50,,,,
2018-01-21T04:15:39.156Z,31.2,39.8,50,59,1,0,0
2018-01-21T04:15:49.158Z,31.2,,50,,,,
2018-01-21T04:15:59.157Z,31.2,,50,,,,
2018-01-21T04:16:09.156Z,31.2,,50,,,,
2018-01-21T04:16:19.157Z,31.2,,50,,,,
2018-01-21T04:16:29.156Z,31.2,,50,,,,
2018-01-21T04:16:39.156Z,31.2,,50,,,,
2018-01-21T04:16:49.157Z,31.2,,50,,,,
2018-01-21T04:16:59.160Z,31,39.7,50,,,,
2018-01-21T04:17:09.156Z,31.2,,50,,,,
2018-01-21T04:17:19.156Z,31,,50,,,,
2018-01-21T04:17:29.158Z,31,,50,,,,
2018-01-21T04:17:39.156Z,31,,50,,,,
2018-01-21T04:17:49.156Z,31,,50,,,,
2018-01-21T04:17:59.156Z,31,,50,,,,
2018-01-21T04:18:09.156Z,31,,50,,,,
2018-01-21T04:18:19.156Z,31,39.6,50,,,,
2018-01-21T04:18:29.156Z,31,,50,,,,
2018-01-21T04:18:39.157Z,31,,50,,,,
2018-01-21T04:18:49.156Z,31,,50,,,,
2018-01-21T04:18:59.360Z,31,,50,,,,
2018-01-21T04:19:09.156Z,31,,50,,,,
2018-01-21T04:19:19.156Z,31,,50,,,,
2018-01-21T04:19:29.156Z,31,,50,,,,
2018-01-21T04:19:39.156Z,31,39.5,50,,,,
2018-01-21T04:19:49.156Z,31,,50,,,,
2018-01-21T04:19:59.157Z,31,,50,,,,
2018-01-21T04:20:09.156Z,30.9,,50,,,,
2018-01-21T04:20:19.156Z,30.9,,50,,,,
2018-01-21T04:20:29.157Z,30.9,,50,,,,
2018-01-21T04:20:39.156Z,30.9,,50,,,,
2018-01-21T04:20:49.156Z,30.9,,50,,,,
2018-01-21T04:20:59.156Z,30.9,,50,,,,
2018-01-21T04:21:09.156Z,30.9,39.4,50,,,,
2018-01-21T04:21:19.157Z,30.9,,50,,,,
2018-01-21T04:21:29.157Z,30.9,,50,,,,
2018-01-21T04:21:39.158Z,30.9,,50,,,,
2018-01-21T04:21:49.156Z,30.9,,50,,,,
2018-01-21T04:21:59.156Z,30.9,,50,,,,
2018-01-21T04:22:09.156Z,30.9,,50,,,,
2018-01-21T04:22:19.157Z,30.9,39.3,50,,,,
2018-01-21T04:22:29.157Z,30.8,43.2,50,,1,0,39
2018-01-21T04:22:39.213Z,30.8,44.8,50,,,,30
2018-01-21T04:22:49.158Z,30.9,40.9,50,,,,30
2018-01-21T04:22:59.157Z,30.9,38.9,50,,,,29
2018-01-21T04:23:09.157Z,30.8,36.9,50,,,,30
2018-01-21T04:23:19.156Z,30.8,36.3,50,,,,29
2018-01-21T04:23:29.156Z,30.8,36.4,50,,,,
2018-01-21T04:23:39.156Z,30.8,37.1,50,,,,
2018-01-21T04:23:49.156Z,30.8,37.4,50,,,,30
2018-01-21T04:23:59.156Z,30.8,37.7,50,,,,29
2018-01-21T04:24:09.156Z,30.8,37.8,50,,,,
2018-01-21T04:24:19.157Z,30.8,38,50,,,,30
2018-01-21T04:24:29.156Z,30.8,38.1,50,,,,29
2018-01-21T04:24:39.156Z,30.8,38.3,50,,,,30
2018-01-21T04:24:49.162Z,30.8,38.6,50,,,,
2018-01-21T04:24:59.157Z,30.8,39.1,50,,,,
2018-01-21T04:25:09.156Z,30.8,39.2,50,,,,29
2018-01-21T04:25:19.156Z,30.8,39.4,50,,,,
2018-01-21T04:25:29.156Z,30.8,39.6,50,,,,30
2018-01-21T04:25:39.156Z,30.8,39.8,50,,,,
2018-01-21T04:25:49.156Z,30.8,40,50,,,,29
2018-01-21T04:25:59.157Z,30.8,40.1,50,,,,
2018-01-21T04:26:09.160Z,30.8,40.3,50,,,,
2018-01-21T04:26:19.156Z,30.8,40.5,50,,,,
2018-01-21T04:26:29.171Z,30.8,40.6,50,,,,
2018-01-21T04:26:39.156Z,30.8,40.8,50,,,,
2018-01-21T04:26:49.156Z,30.8,41,50,,,,
2018-01-21T04:26:59.156Z,30.8,41.1,50,,,,30
2018-01-21T04:27:09.156Z,30.8,41.2,50,,,,29
2018-01-21T04:27:19.156Z,30.8,41.3,50,,,,30
2018-01-21T04:27:29.158Z,30.8,41.4,50,,,,
2018-01-21T04:27:39.156Z,30.8,41.6,50,,,,29
2018-01-21T04:27:49.156Z,30.8,41.7,50,,,,30
2018-01-21T04:27:59.156Z,30.8,41.9,50,,,,
2018-01-21T04:28:09.180Z,30.8,42,50,,,,29
2018-01-21T04:28:19.156Z,30.8,42.1,50,,,,
2018-01-21T04:28:29.156Z,30.8,42.2,50,,,,
2018-01-21T04:28:39.156Z,30.8,42.4,50,,,,
2018-01-21T04:28:49.156Z,30.8,42.6,50,,,,
2018-01-21T04:28:59.157Z,30.8,42.8,50,,,,30
2018-01-21T04:29:09.156Z,30.8,43,50,,,,29
2018-01-21T04:29:19.156Z,30.8,43.1,50,,,,
2018-01-21T04:29:29.156Z,30.8,43.2,50,,,,
2018-01-21T04:29:39.156Z,30.8,43.3,50,,,,
2018-01-21T04:29:49.157Z,30.8,43.5,50,,,,
2018-01-21T04:29:59.156Z,30.8,43.6,50,,,,
2018-01-21T04:30:09.156Z,30.9,43.8,50,,,,
2018-01-21T04:30:19.156Z,30.8,44,50,,,,30
2018-01-21T04:30:29.156Z,30.9,,50,,,,29
2018-01-21T04:30:39.156Z,30.9,44.2,50,,,,
2018-01-21T04:30:49.156Z,30.9,44.3,50,,,,
2018-01-21T04:30:59.156Z,30.9,44.4,50,,,,
2018-01-21T04:31:09.156Z,30.9,44.6,50,,,,
2018-01-21T04:31:19.156Z,30.9,44.7,50,,,,
2018-01-21T04:31:29.156Z,30.9,44.9,50,,,,30
2018-01-21T04:31:39.156Z,30.9,45,50,,,,29
2018-01-21T04:31:49.156Z,30.9,45.1,50,,,,
2018-01-21T04:31:59.156Z,30.9,45.2,50,,,,
2018-01-21T04:32:09.156Z,30.9,45.3,50,,,,30
2018-01-21T04:32:19.156Z,31,45.5,50,,,,29
2018-01-21T04:32:29.156Z,31,44.8,50,,1,0,0
2018-01-21T04:32:39.156Z,31,42.9,50,,,,
2018-01-21T04:32:49.156Z,31,41.8,50,,,,
2018-01-21T04:32:59.156Z,31,41,50,,,,
2018-01-21T04:33:09.156Z,31,40.8,50,,,,
2018-01-21T04:33:19.157Z,31,40.7,50,,,,
2018-01-21T04:33:29.156Z,31,,50,,,,
2018-01-21T04:33:39.156Z,31.2,,50,,,,
2018-01-21T04:33:49.156Z,31.2,,50,,,,
2018-01-21T04:33:59.156Z,31.2,40.5,50,,,,
2018-01-21T04:34:09.156Z,31.2,40.4,50,,,,
2018-01-21T04:34:19.156Z,31.2,40.3,50,,,,
2018-01-21T04:34:29.156Z,31.2,40.2,50,,,,
2018-01-21T04:34:39.156Z,31.2,40.1,50,,,,
2018-01-21T04:34:49.156Z,31.2,,50,,,,
2018-01-21T04:34:59.156Z,31.2,,50,,,,
2018-01-21T04:35:09.156Z,31.2,,50,,,,
2018-01-21T04:35:19.163Z,31.3,40,50,,,,
2018-01-21T04:35:29.162Z,31.3,39.9,50,,,,
2018-01-21T04:35:39.165Z,31.3,,50,,,,
2018-01-21T04:35:49.156Z,31.3,,50,,,,
2018-01-21T04:35:59.156Z,31.3,39.8,50,,,,
2018-01-21T04:36:09.156Z,31.3,,50,,,,
2018-01-21T04:36:19.156Z,31.3,,50,,,,
2018-01-21T04:36:29.156Z,31.3,,50,,,,
2018-01-21T04:36:39.156Z,31.3,,50,,,,
2018-01-21T04:36:49.156Z,31.3,,50,,,,
