Time,ActPow,ChActive,PrimTSet,HwActive,HwTSet,HwTOutlet,PrimT
2018-02-08T03:51:18.686Z,,,,,,,44.5
2018-02-08T03:51:28.687Z,30,,,,50,32.5,44.7
2018-02-08T03:51:38.688Z,,,,,50,32.5,44.8
2018-02-08T03:51:48.687Z,29,,,,50,32.5,44.9
2018-02-08T03:51:58.686Z,,,,,,,45
2018-02-08T03:52:08.686Z,30,,,,50,32.5,45.1
2018-02-08T03:52:18.686Z,,,,,50,32.5,
2018-02-08T03:52:28.686Z,29,,,,,,45.4
2018-02-08T03:52:38.688Z,30,,,,50,32.6,45.5
2018-02-08T03:52:48.687Z,,,,,50,32.6,
2018-02-08T03:52:58.686Z,29,1,59,0,,,45.8
2018-02-08T03:53:08.865Z,30,,,,50,32.6,45.9
2018-02-08T03:53:18.687Z,0,1,,0,50,32.6,43.8
2018-02-08T03:53:28.700Z,,,,,50,32.6,42.3
2018-02-08T03:53:38.686Z,,,,,50,32.6,41.4
2018-02-08T03:53:48.686Z,,,,,,,41.1
2018-02-08T03:53:58.686Z,,,,,50,32.6,41
2018-02-08T03:54:08.686Z,,,,,50,32.6,
2018-02-08T03:54:28.686Z,,,,,50,32.6,
2018-02-08T03:54:38.686Z,,,,,50,32.6,40.9
2018-02-08T03:54:48.687Z,,,,,50,32.6,
2018-02-08T03:54:58.686Z,,,,,,,40.6
2018-02-08T03:55:08.686Z,,,,,50,32.6,40.5
2018-02-08T03:55:18.686Z,,,,,50,32.6,
2018-02-08T03:55:38.686Z,,,,,50,32.6,
2018-02-08T03:55:48.687Z,,,,,50,32.7,
2018-02-08T03:55:58.686Z,,,,,,,40.4
2018-02-08T03:56:08.686Z,,,,,50,32.7,40.3
2018-02-08T03:56:28.686Z,,,,,50,32.7,
2018-02-08T03:56:38.686Z,,,,,50,32.7,40.2
2018-02-08T03:56:48.686Z,,,,,50,32.7,
2018-02-08T03:57:08.686Z,,,,,50,32.7,
2018-02-08T03:57:18.686Z,,,,,50,32.7,
2018-02-08T03:57:38.686Z,,,,,50,32.7,
2018-02-08T03:57:48.686Z,,,,,50,32.7,
2018-02-08T03:58:08.686Z,,,,,50,32.7,
2018-02-08T03:58:18.686Z,,,,,50,32.7,
2018-02-08T03:58:38.686Z,,,,,50,32.7,
2018-02-08T03:58:48.686Z,,,,,50,32.7,
2018-02-08T03:59:08.688Z,,,,,50,32.7,
2018-02-08T03:59:18.686Z,,,,,50,32.7,
2018-02-08T03:59:28.686Z,,,,,,,40.3
2018-02-08T03:59:38.686Z,,,,,50,32.7,
2018-02-08T03:59:48.686Z,,,,,50,32.7,
2018-02-08T03:59:58.686Z,,,,,,,40.4
2018-02-08T04:00:08.687Z,,,,,50,32.7,
2018-02-08T04:00:18.686Z,,,,,50,32.7,
2018-02-08T04:00:38.686Z,,,,,50,32.7,40.5
2018-02-08T04:00:48.690Z,,,,,50,32.7,
2018-02-08T04:01:08.686Z,,,,,50,32.7,
2018-02-08T04:01:18.689Z,,,,,50,32.7,
2018-02-08T04:01:38.690Z,,,,,50,32.7,
2018-02-08T04:01:48.686Z,,,,,50,32.6,
2018-02-08T04:01:58.690Z,,,,,,,40.6
2018-02-08T04:02:08.686Z,,,,,50,32.6,
2018-02-08T04:02:18.685Z,,,,,50,32.6,
2018-02-08T04:02:38.687Z,,,,,50,32.6,
2018-02-08T04:02:48.686Z,,,,,50,32.6,
2018-02-08T04:02:58.686Z,,,,,,,40.5
2018-02-08T04:03:08.686Z,,,,,50,32.6,40.6
2018-02-08T04:03:18.686Z,,,,,50,32.6,
2018-02-08T04:03:28.686Z,,,,,,,40.5
2018-02-08T04:03:38.686Z,,,,,50,32.6,
2018-02-08T04:03:48.686Z,,,,,50,32.6,
2018-02-08T04:04:08.685Z,,,,,50,32.6,
2018-02-08T04:04:18.686Z,,,,,50,32.6,
2018-02-08T04:04:38.686Z,,,,,50,32.6,
2018-02-08T04:04:48.692Z,,,,,50,32.6,
2018-02-08T04:05:08.686Z,,,,,50,32.6,
2018-02-08T04:05:18.686Z,,,,,50,32.6,
2018-02-08T04:05:38.687Z,,,,,50,32.5,40.4
2018-02-08T04:05:48.686Z,,,,,50,32.5,
2018-02-08T04:06:08.685Z,,,,,50,32.5,
2018-02-08T04:06:18.686Z,,1,,0,50,32.5,
2018-02-08T04:06:28.686Z,36,,,,50,32.5,45.4
2018-02-08T04:06:38.686Z,30,,,,50,32.5,45.7
2018-02-08T04:06:48.686Z,,,,,50,32.5,44
2018-02-08T04:06:58.686Z,30,,,,50,32.5,42.8
2018-02-08T04:07:08.686Z,29,,,,,,40.7
2018-02-08T04:07:18.687Z,,,,,50,32.5,40.2
2018-02-08T04:07:28.685Z,,,,,50,32.5,
2018-02-08T04:07:38.686Z,,,,,50,32.5,40.7
2018-02-08T04:07:48.689Z,29,,,,,,41.2
2018-02-08T04:07:58.687Z,,,,,50,32.5,41.5
2018-02-08T04:08:08.687Z,,,,,50,32.5,
2018-02-08T04:08:18.688Z,,,,,,,41.8
2018-02-08T04:08:28.686Z,,,,,50,32.5,41.9
2018-02-08T04:08:38.735Z,,,,,50,32.5,42.1
2018-02-08T04:08:48.689Z,30,,,,,,42.3
2018-02-08T04:08:58.686Z,29,,,,50,32.5,42.6
2018-02-08T04:09:08.686Z,,,,,50,32.5,
2018-02-08T04:09:18.686Z,29,,,,,,43
2018-02-08T04:09:28.686Z,30,,,,50,32.5,43.2
2018-02-08T04:09:38.686Z,29,,,,50,32.5,43.4
2018-02-08T04:09:48.687Z,,,,,50,32.5,
2018-02-08T04:09:58.685Z,29,,,,,,43.7
2018-02-08T04:10:08.686Z,,,,,50,32.5,43.8
2018-02-08T04:10:18.686Z,,,,,50,32.5,43.9
2018-02-08T04:10:28.686Z,,,,,,,44.1
2018-02-08T04:10:38.688Z,,,,,50,32.5,44.2
2018-02-08T04:10:48.685Z,,,,,50,32.5,
2018-02-08T04:10:58.686Z,30,,,,,,44.4
2018-02-08T04:11:08.686Z,,,,,50,32.5,44.5
2018-02-08T04:11:18.686Z,,,,,50,32.5,
2018-02-08T04:11:28.686Z,29,,,,,,44.7
2018-02-08T04:11:38.687Z,,,,,50,32.5,44.9
2018-02-08T04:11:48.686Z,,,,,,,45
2018-02-08T04:11:58.686Z,,,,,50,32.5,45.1
2018-02-08T04:12:08.685Z,,,,,50,32.5,
2018-02-08T04:12:18.686Z,,,,,,,45.4
2018-02-08T04:12:28.686Z,30,,,,50,32.5,45.5
2018-02-08T04:12:38.686Z,,,,,50,32.5,45.6
2018-02-08T04:12:48.686Z,29,,,,50,32.6,45.8
2018-02-08T04:12:58.686Z,0,1,,0,50,32.6,44.8
2018-02-08T04:13:08.686Z,,,,,50,32.6,42.8
2018-02-08T04:13:18.686Z,,,,,50,32.6,41.6
2018-02-08T04:13:28.685Z,,,,,,,41.1
2018-02-08T04:13:38.686Z,,,,,50,32.6,41
2018-02-08T04:13:48.685Z,,,,,50,32.6,
2018-02-08T04:14:08.686Z,,,,,50,32.6,
2018-02-08T04:14:18.685Z,,,,,,,40.9
2018-02-08T04:14:28.685Z,,,,,50,32.6,40.8
2018-02-08T04:14:38.686Z,,,,,50,32.6,40.6
2018-02-08T04:14:48.686Z,,,,,50,32.6,
2018-02-08T04:14:58.685Z,,,,,,,40.4
2018-02-08T04:15:08.685Z,,,,,50,32.6,
2018-02-08T04:15:18.714Z,,,,,50,32.6,
2018-02-08T04:15:38.687Z,,,,,50,32.7,40.3
2018-02-08T04:15:48.685Z,,,,,50,32.7,
2018-02-08T04:15:58.686Z,,,,,50,32.7,40.2
2018-02-08T04:16:18.686Z,,,,,50,32.7,
2018-02-08T04:16:28.685Z,,,,,50,32.7,
2018-02-08T04:16:38.686Z,,,,,50,32.7,40.1
2018-02-08T04:16:58.685Z,,,,,50,32.7,
2018-02-08T04:17:08.685Z,,,,,50,32.7,
2018-02-08T04:17:28.685Z,,,,,50,32.7,
2018-02-08T04:17:38.686Z,,,,,50,32.7,
2018-02-08T04:17:48.686Z,,,,,50,32.7,
2018-02-08T04:18:08.685Z,,,,,50,32.7,
2018-02-08T04:18:18.686Z,,,,,50,32.7,
2018-02-08T04:18:38.685Z,,,,,50,32.7,
2018-02-08T04:18:48.685Z,,,,,50,32.7,
2018-02-08T04:18:58.685Z,,,,,,,40.2
2018-02-08T04:19:08.686Z,,,,,50,32.7,
2018-02-08T04:19:18.686Z,,,,,50,32.7,
2018-02-08T04:19:28.686Z,,,,,,,40.3
2018-02-08T04:19:38.686Z,,,,,50,32.7,
2018-02-08T04:19:48.686Z,,,,,50,32.7,
2018-02-08T04:20:08.686Z,,,,,50,32.7,40.4
2018-02-08T04:20:18.687Z,,,,,50,32.7,
2018-02-08T04:20:38.685Z,,,,,50,32.7,
2018-02-08T04:20:48.686Z,,,,,50,32.7,
2018-02-08T04:20:58.701Z,,,,,,,40.5
2018-02-08T04:21:08.686Z,,,,,50,32.7,
2018-02-08T04:21:18.685Z,,,,,50,32.6,
2018-02-08T04:21:38.693Z,,,,,50,32.6,
2018-02-08T04:21:48.685Z,,,,,50,32.6,
2018-02-08T04:22:08.686Z,,,,,50,32.6,
2018-02-08T04:22:18.685Z,,,,,50,32.6,
2018-02-08T04:22:38.702Z,,,,,50,32.6,
2018-02-08T04:22:48.685Z,,,,,50,32.6,
2018-02-08T04:23:08.685Z,,,,,50,32.6,
2018-02-08T04:23:18.687Z,,,,,50,32.6,
2018-02-08T04:23:38.685Z,,,,,50,32.6,
2018-02-08T04:23:48.685Z,,,,,50,32.6,
2018-02-08T04:23:58.685Z,,,,,,,40.4
2018-02-08T04:24:08.685Z,,,,,50,32.6,
2018-02-08T04:24:18.689Z,,,,,50,32.6,
2018-02-08T04:24:38.691Z,,,,,50,32.6,
2018-02-08T04:24:48.686Z,,,,,50,32.6,
2018-02-08T04:25:08.686Z,,,,,50,32.6,
2018-02-08T04:25:18.685Z,,,,,50,32.6,
2018-02-08T04:25:38.685Z,,,,,50,32.5,
2018-02-08T04:25:48.686Z,,,,,50,32.5,
2018-02-08T04:25:58.685Z,,,,,50,32.5,40.3
2018-02-08T04:26:08.686Z,43,1,,0,50,32.5,42
2018-02-08T04:26:18.687Z,34,,,,50,32.5,45.7
2018-02-08T04:26:28.686Z,29,,,,50,32.5,44.8
2018-02-08T04:26:38.686Z,,,,,50,32.5,42.8
2018-02-08T04:26:48.685Z,,,,,50,32.5,41.1
2018-02-08T04:26:58.685Z,29,,,,,,40.5
2018-02-08T04:27:08.686Z,,,,,50,32.5,
2018-02-08T04:27:18.686Z,,,,,50,32.5,40.9
2018-02-08T04:27:28.685Z,29,,,,,,41
2018-02-08T04:27:38.686Z,,,,,50,32.5,41.4
2018-02-08T04:27:48.685Z,,,,,50,32.5,
2018-02-08T04:27:58.685Z,29,,,,,,41.6
2018-02-08T04:28:08.685Z,,,,,50,32.5,41.8
2018-02-08T04:28:18.685Z,,,,,50,32.5,42
2018-02-08T04:28:28.694Z,,,,,,,42.2
2018-02-08T04:28:38.686Z,,,,,50,32.5,42.4
2018-02-08T04:28:48.686Z,,,,,50,32.5,
2018-02-08T04:28:58.685Z,,,,,50,32.5,42.9
2018-02-08T04:29:08.685Z,,,,,,,43
2018-02-08T04:29:18.685Z,,,,,50,32.5,43.2
2018-02-08T04:29:28.685Z,,,,,50,32.5,
2018-02-08T04:29:38.686Z,30,,,,50,32.5,43.5
2018-02-08T04:29:48.686Z,,,,,,,43.7
2018-02-08T04:29:58.686Z,29,,,,50,32.5,43.8
2018-02-08T04:30:08.686Z,,,,,50,32.5,43.9
2018-02-08T04:30:18.685Z,,,,,,,44
2018-02-08T04:30:28.708Z,,,,,50,32.5,44.2
2018-02-08T04:30:38.685Z,30,,,,50,32.5,44.3
2018-02-08T04:30:48.685Z,,,,,50,32.5,
2018-02-08T04:30:58.686Z,30,,,,,,44.5
2018-02-08T04:31:08.685Z,29,,,,50,32.5,44.6
2018-02-08T04:31:18.685Z,,,,,50,32.5,
2018-02-08T04:31:28.685Z,30,,,,50,32.5,44.9
2018-02-08T04:31:38.686Z,29,,,,50,32.5,45
2018-02-08T04:31:48.686Z,,,,,,,45.1
2018-02-08T04:31:58.685Z,,,,,50,32.5,45.2
2018-02-08T04:32:08.685Z,,,,,50,32.5,
2018-02-08T04:32:18.685Z,,,,,,,45.5
2018-02-08T04:32:28.685Z,,,,,50,32.5,45.6
2018-02-08T04:32:38.686Z,0,1,,0,50,32.5,45.8
2018-02-08T04:32:48.685Z,,,,,50,32.5,43.5
2018-02-08T04:32:58.685Z,,,,,50,32.5,41.8
2018-02-08T04:33:08.686Z,,,,,50,32.6,41.2
2018-02-08T04:33:18.685Z,,,,,,,40.9
2018-02-08T04:33:28.686Z,,,,,50,32.6,
2018-02-08T04:33:38.685Z,,,,,50,32.6,
2018-02-08T04:33:48.686Z,,,,,50,32.6,
2018-02-08T04:34:08.685Z,,,,,50,32.6,40.8
2018-02-08T04:34:18.685Z,,,,,50,32.6,
2018-02-08T04:34:28.689Z,,,,,,,40.5
2018-02-08T04:34:38.685Z,,,,,50,32.6,40.4
2018-02-08T04:34:48.685Z,,,,,50,32.6,
2018-02-08T04:35:08.685Z,,,,,50,32.6,40.3
2018-02-08T04:35:18.685Z,,,,,50,32.7,
2018-02-08T04:35:28.685Z,,,,,,,40.2
2018-02-08T04:35:38.686Z,,,,,50,32.7,40.1
2018-02-08T04:35:58.685Z,,,,,50,32.7,
2018-02-08T04:36:08.685Z,,,,,50,32.6,
2018-02-08T04:36:28.703Z,,,,,50,32.7,
2018-02-08T04:36:38.685Z,,,,,50,32.7,
2018-02-08T04:36:48.686Z,,,,,50,32.7,
2018-02-08T04:37:08.685Z,,,,,50,32.7,40
2018-02-08T04:37:18.685Z,,,,,50,32.7,
2018-02-08T04:37:38.685Z,,,,,50,32.7,
2018-02-08T04:37:48.685Z,,,,,50,32.7,
2018-02-08T04:37:58.685Z,,,,,,,40.1
2018-02-08T04:38:08.685Z,,,,,50,32.7,
2018-02-08T04:38:18.685Z,,,,,50,32.6,
2018-02-08T04:38:38.686Z,,,,,50,32.7,
2018-02-08T04:38:48.685Z,,,,,50,32.7,
2018-02-08T04:38:58.685Z,,,,,,,40.2
2018-02-08T04:39:08.686Z,,,,,50,32.7,
2018-02-08T04:39:18.685Z,,,,,50,32.7,
2018-02-08T04:39:28.685Z,,,,,,,40.3
2018-02-08T04:39:38.685Z,,,,,50,32.7,
2018-02-08T04:39:48.685Z,,,,,50,32.7,
2018-02-08T04:40:08.723Z,,,,,50,32.6,
2018-02-08T04:40:18.725Z,,,,,50,32.6,
2018-02-08T04:40:28.686Z,,,,,,,40.4
2018-02-08T04:40:38.686Z,,,,,50,32.6,
2018-02-08T04:40:48.685Z,,,,,50,32.6,
2018-02-08T04:41:08.685Z,,,,,50,32.6,
2018-02-08T04:41:18.685Z,,,,,50,32.6,
2018-02-08T04:41:38.685Z,,,,,50,32.6,
2018-02-08T04:41:48.685Z,,,,,50,32.6,
2018-02-08T04:42:08.685Z,,,,,50,32.6,
2018-02-08T04:42:18.685Z,,,,,50,32.6,
2018-02-08T04:42:38.686Z,,,,,50,32.6,
2018-02-08T04:42:48.687Z,,,,,50,32.6,
2018-02-08T04:43:08.685Z,,,,,50,32.6,
2018-02-08T04:43:18.685Z,,,,,50,32.6,
2018-02-08T04:43:38.686Z,,,,,50,32.6,
2018-02-08T04:43:48.685Z,,,,,50,32.6,
2018-02-08T04:44:08.685Z,,,,,50,32.5,
2018-02-08T04:44:18.685Z,,,,,50,32.5,
2018-02-08T04:44:38.685Z,,,,,50,32.5,
2018-02-08T04:44:48.685Z,,,,,50,32.5,
2018-02-08T04:44:58.685Z,,,,,,,40.3
2018-02-08T04:45:08.692Z,,,,,50,32.5,
2018-02-08T04:45:18.686Z,,,,,50,32.5,
2018-02-08T04:45:38.685Z,,,,,50,32.5,
2018-02-08T04:45:48.685Z,,1,,0,50,32.5,40.2
2018-02-08T04:45:58.686Z,36,,,,50,32.5,45.4
2018-02-08T04:46:08.685Z,29,,,,50,32.5,45.9
2018-02-08T04:46:18.685Z,30,,,,50,32.5,43.4
2018-02-08T04:46:28.685Z,29,,,,50,32.5,41.7
2018-02-08T04:46:38.685Z,,,,,50,32.5,40.6
2018-02-08T04:46:48.702Z,,,,,,,40.1
2018-02-08T04:46:58.685Z,,,,,50,32.5,40.4
2018-02-08T04:47:08.685Z,,,,,50,32.5,40.8
2018-02-08T04:47:18.685Z,29,,,,,,41.2
2018-02-08T04:47:28.685Z,,,,,50,32.5,41.4
2018-02-08T04:47:38.685Z,,,,,50,32.5,41.5
2018-02-08T04:47:48.685Z,,,,,50,32.5,
2018-02-08T04:47:58.685Z,,,,,,,41.8
2018-02-08T04:48:08.687Z,,,,,50,32.5,42
2018-02-08T04:48:18.684Z,30,,,,50,32.4,42.2
2018-02-08T04:48:28.685Z,,,,,50,32.4,
2018-02-08T04:48:38.685Z,30,,,,50,32.4,42.7
2018-02-08T04:48:48.685Z,29,,,,50,32.5,42.9
2018-02-08T04:48:58.685Z,,,,,,,43.1
2018-02-08T04:49:08.697Z,30,,,,50,32.5,43.3
2018-02-08T04:49:18.685Z,,,,,50,32.4,
2018-02-08T04:49:28.686Z,29,,,,,,43.6
2018-02-08T04:49:38.685Z,30,,,,50,32.5,43.7
2018-02-08T04:49:48.685Z,,,,,50,32.5,
2018-02-08T04:49:58.685Z,29,,,,50,32.5,43.9
2018-02-08T04:50:08.685Z,30,,,,,,44.1
2018-02-08T04:50:18.688Z,29,,,,50,32.5,44.2
2018-02-08T04:50:28.686Z,,,,,50,32.5,
2018-02-08T04:50:38.685Z,29,,,,50,32.5,44.4
2018-02-08T04:50:48.685Z,30,,,,,,44.5
2018-02-08T04:50:58.685Z,,,,,50,32.5,44.7
2018-02-08T04:51:08.685Z,,,,,50,32.5,
2018-02-08T04:51:18.685Z,30,,,,50,32.5,44.9
2018-02-08T04:51:28.685Z,29,,,,,,45
2018-02-08T04:51:38.685Z,,,,,50,32.5,45.2
2018-02-08T04:51:48.685Z,,,,,50,32.5,
2018-02-08T04:51:58.685Z,29,,,,,,45.4
2018-02-08T04:52:08.685Z,30,,,,50,32.5,45.6
2018-02-08T04:52:18.685Z,,,,,50,32.5,
2018-02-08T04:52:28.686Z,0,,,,50,32.5,45.9
2018-02-08T04:52:38.685Z,,1,,0,50,32.5,44.4
2018-02-08T04:52:48.685Z,,,,,50,32.5,42.6
2018-02-08T04:52:58.685Z,,,,,50,32.5,41.4
2018-02-08T04:53:08.685Z,0,1,59,0,,,41.1
2018-02-08T04:53:18.685Z,,,,,50,32.6,41
2018-02-08T04:53:28.686Z,,,,,50,32.6,
2018-02-08T04:53:38.685Z,,,,,50,32.6,
2018-02-08T04:53:58.685Z,,,,,50,32.6,40.9
2018-02-08T04:54:08.685Z,,,,,50,32.6,40.8
2018-02-08T04:54:18.685Z,,,,,50,32.6,
2018-02-08T04:54:28.685Z,,,,,,,40.5
2018-02-08T04:54:38.685Z,,,,,50,32.6,
2018-02-08T04:54:48.685Z,,,,,50,32.6,
2018-02-08T04:54:58.685Z,,,,,,,40.4
2018-02-08T04:55:08.685Z,,,,,50,32.6,
2018-02-08T04:55:18.686Z,,,,,50,32.6,
2018-02-08T04:55:28.742Z,,,,,50,32.6,40.3
2018-02-08T04:55:38.685Z,,,,,50,32.6,40.2
2018-02-08T04:55:58.715Z,,,,,50,32.6,
2018-02-08T04:56:08.706Z,,,,,50,32.6,
2018-02-08T04:56:28.712Z,,,,,50,32.6,40.1
2018-02-08T04:56:38.685Z,,,,,50,32.6,
2018-02-08T04:56:48.685Z,,,,,50,32.6,
2018-02-08T04:57:08.685Z,,,,,50,32.6,
2018-02-08T04:57:18.685Z,,,,,50,32.6,
2018-02-08T04:57:38.685Z,,,,,50,32.6,
2018-02-08T04:57:48.685Z,,,,,50,32.6,
2018-02-08T04:58:08.686Z,,,,,50,32.6,
2018-02-08T04:58:18.686Z,,,,,50,32.6,
2018-02-08T04:58:28.684Z,,,,,,,40.2
2018-02-08T04:58:38.685Z,,,,,50,32.6,
2018-02-08T04:58:48.686Z,,,,,50,32.6,
2018-02-08T04:58:58.685Z,,,,,,,40.3
2018-02-08T04:59:08.692Z,,,,,50,32.6,
2018-02-08T04:59:18.685Z,,,,,50,32.6,
2018-02-08T04:59:38.685Z,,,,,50,32.6,40.4
2018-02-08T04:59:48.690Z,,,,,50,32.6,
2018-02-08T05:00:08.705Z,,,,,50,32.6,
2018-02-08T05:00:18.685Z,,,,,50,32.6,
2018-02-08T05:00:28.685Z,,,,,,,40.5
2018-02-08T05:00:38.685Z,,,,,50,32.6,
2018-02-08T05:00:48.686Z,,,,,50,32.6,
2018-02-08T05:01:08.685Z,,,,,50,32.6,
2018-02-08T05:01:18.747Z,,,,,50,32.6,
2018-02-08T05:01:38.690Z,,,,,50,32.6,
2018-02-08T05:01:48.690Z,,,,,50,32.6,
2018-02-08T05:02:08.688Z,,,,,50,32.6,
2018-02-08T05:02:18.684Z,,,,,50,32.6,
2018-02-08T05:02:38.685Z,,,,,50,32.6,
2018-02-08T05:02:48.690Z,,,,,50,32.6,
2018-02-08T05:03:08.686Z,,,,,50,32.6,
2018-02-08T05:03:18.689Z,,,,,50,32.6,
2018-02-08T05:03:38.685Z,,,,,50,32.5,
2018-02-08T05:03:48.685Z,,,,,50,32.5,
2018-02-08T05:03:58.685Z,,,,,,,40.4
2018-02-08T05:04:08.686Z,,,,,50,32.5,
2018-02-08T05:04:18.685Z,,,,,50,32.5,
2018-02-08T05:04:38.686Z,,,,,50,32.5,
2018-02-08T05:04:48.684Z,,,,,50,32.5,
2018-02-08T05:05:08.685Z,,,,,50,32.5,
2018-02-08T05:05:18.684Z,,,,,50,32.5,
2018-02-08T05:05:28.685Z,,,,,50,32.5,
2018-02-08T05:05:38.697Z,40,1,,0,50,32.5,43.7
2018-02-08T05:05:48.685Z,33,,,,50,32.5,46.3
2018-02-08T05:05:58.686Z,30,,,,50,32.5,44.5
2018-02-08T05:06:08.685Z,30,,,,50,32.5,42.7
2018-02-08T05:06:18.685Z,29,,,,50,32.5,41.1
2018-02-08T05:06:28.685Z,30,,,,,,40.3
2018-02-08T05:06:38.685Z,29,,,,50,32.5,
2018-02-08T05:06:48.685Z,,,,,50,32.5,40.7
2018-02-08T05:06:58.685Z,,,,,,,41.2
2018-02-08T05:07:08.689Z,,,,,50,32.5,41.4
2018-02-08T05:07:18.686Z,,,,,50,32.5,
2018-02-08T05:07:28.685Z,,,,,,,41.8
2018-02-08T05:07:38.685Z,30,,,,50,32.5,41.9
2018-02-08T05:07:48.686Z,30,,,,,,42.1
2018-02-08T05:07:58.686Z,29,,,,50,32.4,42.3
2018-02-08T05:08:08.689Z,,,,,50,32.4,
2018-02-08T05:08:18.685Z,,,,,,,42.8
2018-02-08T05:08:28.686Z,,,,,50,32.5,43
2018-02-08T05:08:38.685Z,29,,,,50,32.5,43.1
2018-02-08T05:08:48.685Z,30,,,,,,43.3
2018-02-08T05:08:58.685Z,29,,,,50,32.5,43.4
2018-02-08T05:09:08.686Z,,,,,50,32.5,
2018-02-08T05:09:18.685Z,30,,,,,,43.7
2018-02-08T05:09:28.685Z,,,,,50,32.5,43.8
2018-02-08T05:09:38.685Z,29,,,,50,32.5,44
2018-02-08T05:09:48.685Z,,,,,,,44.1
2018-02-08T05:09:58.685Z,,,,,50,32.5,44.2
2018-02-08T05:10:08.686Z,,,,,50,32.5,
2018-02-08T05:10:18.685Z,30,,,,,,44.5
2018-02-08T05:10:28.686Z,29,,,,50,32.5,44.6
2018-02-08T05:10:38.685Z,,,,,50,32.5,44.7
2018-02-08T05:10:48.685Z,,,,,50,32.5,
2018-02-08T05:10:58.685Z,30,,,,,,45
2018-02-08T05:11:08.738Z,29,,,,50,32.5,45.1
2018-02-08T05:11:18.685Z,,,,,50,32.5,
2018-02-08T05:11:28.733Z,,,,,,,45.4
2018-02-08T05:11:38.686Z,30,,,,50,32.5,45.5
2018-02-08T05:11:48.716Z,,,,,50,32.5,
2018-02-08T05:11:58.688Z,29,,,,,,45.8
2018-02-08T05:12:08.705Z,,,,,50,32.5,45.9
2018-02-08T05:12:18.685Z,29,,,,,,46.1
2018-02-08T05:12:28.684Z,30,,,,50,32.5,46.2
2018-02-08T05:12:38.708Z,29,,,,50,32.6,46.3
2018-02-08T05:12:48.685Z,,,,,50,32.6,
2018-02-08T05:12:58.685Z,,,,,,,46.6
2018-02-08T05:13:08.685Z,,,,,50,32.6,46.7
2018-02-08T05:13:18.686Z,,,,,50,32.6,
2018-02-08T05:13:28.685Z,29,,,,50,32.6,46.9
2018-02-08T05:13:38.688Z,,,,,50,32.6,47.1
2018-02-08T05:13:48.685Z,30,,,,,,47.2
2018-02-08T05:13:58.688Z,29,,,,50,32.6,47.3
2018-02-08T05:14:08.711Z,,,,,50,32.6,
2018-02-08T05:14:18.686Z,29,,,,,,47.6
2018-02-08T05:14:28.685Z,,,,,50,32.7,47.8
2018-02-08T05:14:38.685Z,,,,,50,32.7,47.9
2018-02-08T05:14:48.684Z,30,,,,,,48
2018-02-08T05:14:58.684Z,,,,,50,32.7,48.1
2018-02-08T05:15:08.685Z,,,,,50,32.7,
2018-02-08T05:15:18.687Z,29,,,,,,48.3
2018-02-08T05:15:28.694Z,,,,,50,32.7,48.4
2018-02-08T05:15:38.686Z,30,,,,50,32.7,48.6
2018-02-08T05:15:48.692Z,,,,,50,32.7,
2018-02-08T05:15:58.684Z,29,,,,,,48.8
2018-02-08T05:16:08.685Z,,,,,50,32.8,48.9
2018-02-08T05:16:18.685Z,29,,,,,,49
2018-02-08T05:16:28.688Z,,,,,50,32.8,49.1
2018-02-08T05:16:38.685Z,0,1,,0,50,32.8,49.3
2018-02-08T05:16:48.684Z,,,,,50,32.8,47.4
2018-02-08T05:16:58.686Z,,,,,50,32.8,45.6
2018-02-08T05:17:08.685Z,,,,,50,32.9,44.7
2018-02-08T05:17:18.684Z,,,,,,,44.4
2018-02-08T05:17:28.685Z,,,,,50,32.9,44.3
2018-02-08T05:17:38.685Z,,,,,50,32.9,
2018-02-08T05:17:48.685Z,,,,,50,32.9,
2018-02-08T05:18:08.727Z,,,,,50,32.9,44.2
2018-02-08T05:18:18.685Z,,,,,50,32.9,44
2018-02-08T05:18:28.684Z,,,,,,,43.9
2018-02-08T05:18:38.701Z,,,,,50,33.1,43.7
2018-02-08T05:18:48.685Z,,,,,50,33.1,
2018-02-08T05:19:08.685Z,,,,,50,33.1,43.6
2018-02-08T05:19:18.684Z,,,,,50,33.1,
2018-02-08T05:19:28.685Z,,,,,,,43.5
2018-02-08T05:19:38.685Z,,,,,50,33.1,43.4
2018-02-08T05:19:48.685Z,,,,,,,43.3
2018-02-08T05:19:58.684Z,,,,,50,33.2,
2018-02-08T05:20:08.685Z,,,,,50,33.2,
2018-02-08T05:20:28.685Z,,,,,50,33.2,
2018-02-08T05:20:38.685Z,,,,,50,33.2,43.2
2018-02-08T05:20:48.686Z,,,,,50,33.2,
2018-02-08T05:21:08.685Z,,,,,50,33.2,
2018-02-08T05:21:18.685Z,,,,,50,33.2,
2018-02-08T05:21:38.685Z,,,,,50,33.2,
2018-02-08T05:21:48.688Z,,,,,50,33.2,
2018-02-08T05:22:08.685Z,,,,,50,33.2,
2018-02-08T05:22:18.684Z,,,,,50,33.2,
2018-02-08T05:22:28.686Z,,,,,,,43.3
2018-02-08T05:22:38.685Z,,,,,50,33.3,
2018-02-08T05:22:48.685Z,,,,,50,33.3,
2018-02-08T05:22:58.685Z,,,,,,,43.4
2018-02-08T05:23:08.684Z,,,,,50,33.3,
2018-02-08T05:23:18.700Z,,,,,50,33.3,
2018-02-08T05:23:28.685Z,,,,,,,43.5
2018-02-08T05:23:38.685Z,,,,,50,33.3,
