Time,PrimTSet,PrimT,HwTSet,ActPow,ChActive,HwTOutlet,HwActive
2018-01-03T00:00:02.675Z,,,50,,,34.6,
2018-01-03T00:00:12.675Z,,,50,,,34.6,
2018-01-03T00:00:22.675Z,,,50,,,34.5,
2018-01-03T00:00:32.675Z,,,50,,,34.4,
2018-01-03T00:00:42.675Z,,44.5,50,,,34.4,
2018-01-03T00:00:52.674Z,,,50,,,34.3,
2018-01-03T00:01:02.675Z,,,50,,,34.3,
2018-01-03T00:01:12.675Z,,,50,,,34.2,
2018-01-03T00:01:22.674Z,,,50,,,34.2,
2018-01-03T00:01:32.681Z,,44.4,50,,,34.1,
2018-01-03T00:01:42.675Z,,,50,,,34.1,
2018-01-03T00:01:52.674Z,,,50,,,34,
2018-01-03T00:02:02.674Z,,,50,,,34,
2018-01-03T00:02:12.758Z,,,50,,,33.9,
2018-01-03T00:02:22.726Z,,44.3,50,,,33.8,
2018-01-03T00:02:32.716Z,,,50,,,33.8,
2018-01-03T00:02:42.675Z,,,50,,,33.7,
2018-01-03T00:02:52.694Z,,,50,,,33.7,
2018-01-03T00:03:02.675Z,,44.2,50,,,33.6,
2018-01-03T00:03:12.675Z,,,50,,,33.6,
2018-01-03T00:03:22.675Z,,,50,,,33.5,
2018-01-03T00:03:32.675Z,,,50,,,33.5,
2018-01-03T00:03:42.674Z,,,50,,,33.4,
2018-01-03T00:03:52.675Z,,44.1,50,,,33.4,
2018-01-03T00:04:02.675Z,,,50,,,33.4,
2018-01-03T00:04:12.681Z,,,50,,,33.3,
2018-01-03T00:04:22.675Z,,,50,,,33.3,
2018-01-03T00:04:32.680Z,,,50,,,33.2,
2018-01-03T00:04:42.674Z,,,50,,,33.2,
2018-01-03T00:04:52.675Z,,44,50,,,33.1,
2018-01-03T00:05:02.677Z,,,50,,,33.1,
2018-01-03T00:05:12.680Z,,,50,,,32.9,
2018-01-03T00:05:22.675Z,,,50,,,32.9,
2018-01-03T00:05:32.677Z,,44,50,,,32.8,
2018-01-03T00:05:42.675Z,,43.9,50,,,32.8,
2018-01-03T00:05:52.675Z,,,50,,,32.7,
2018-01-03T00:06:02.674Z,,,50,,,32.7,
2018-01-03T00:06:12.680Z,,,50,,,32.7,
2018-01-03T00:06:22.675Z,,,50,,,32.6,
2018-01-03T00:06:32.676Z,,,50,,,32.6,
2018-01-03T00:06:42.675Z,,43.8,50,,,32.5,
2018-01-03T00:06:52.675Z,,,50,,,32.5,
2018-01-03T00:07:02.675Z,,,50,,,32.5,
2018-01-03T00:07:12.675Z,,,50,,,32.4,
2018-01-03T00:07:22.685Z,,,50,,,32.4,
2018-01-03T00:07:32.675Z,,43.7,50,,,32.3,
2018-01-03T00:07:42.675Z,,,50,,,32.3,
2018-01-03T00:07:52.675Z,,,50,,,32.3,
2018-01-03T00:08:02.675Z,,,50,,,32.2,
2018-01-03T00:08:12.675Z,,,50,,,32.2,
2018-01-03T00:08:22.684Z,,,50,,,32.1,
2018-01-03T00:08:32.675Z,,43.6,50,,,32.1,
2018-01-03T00:08:42.675Z,,,50,,,32,
2018-01-03T00:08:52.674Z,,,50,,,32,
2018-01-03T00:09:02.674Z,,,50,,,32,
2018-01-03T00:09:12.675Z,,,50,,,31.9,
2018-01-03T00:09:22.682Z,,43.5,50,,,31.9,
2018-01-03T00:09:32.675Z,,,50,,,31.9,
2018-01-03T00:09:42.675Z,,,50,,,31.8,
2018-01-03T00:09:52.674Z,,,50,,,31.8,
2018-01-03T00:10:02.674Z,,,50,,,31.8,
2018-01-03T00:10:12.675Z,,,50,,,31.6,
2018-01-03T00:10:22.681Z,,43.4,50,,,31.6,
2018-01-03T00:10:32.675Z,,,50,,,31.6,
2018-01-03T00:10:42.674Z,,,50,,,31.5,
2018-01-03T00:10:52.675Z,,,50,,,31.5,
2018-01-03T00:11:02.675Z,,,50,,,31.5,
2018-01-03T00:11:12.675Z,,,50,,,31.4,
2018-01-03T00:11:22.683Z,,43.3,50,,,31.4,
2018-01-03T00:11:32.674Z,,,50,,,31.4,
2018-01-03T00:11:42.675Z,,,50,,,31.3,
2018-01-03T00:11:52.675Z,,,50,,,31.3,
2018-01-03T00:12:02.674Z,,,50,,,31.3,
2018-01-03T00:12:12.675Z,,,50,,,31.2,
2018-01-03T00:12:22.681Z,,43.2,50,,,31.2,
2018-01-03T00:12:32.675Z,,,50,,,31.2,
2018-01-03T00:12:42.674Z,,,50,,,31,
2018-01-03T00:12:52.675Z,,,50,,,31,
2018-01-03T00:13:02.675Z,,,50,,,31,
2018-01-03T00:13:12.675Z,,,50,,,30.9,
2018-01-03T00:13:22.679Z,,,50,,,30.9,
2018-01-03T00:13:32.675Z,,43.1,50,,,30.9,
2018-01-03T00:13:42.674Z,,,50,,,30.9,
2018-01-03T00:13:52.675Z,,,50,,,30.8,
2018-01-03T00:14:02.675Z,,,50,,,30.8,
2018-01-03T00:14:12.675Z,,,50,,,30.8,
2018-01-03T00:14:22.679Z,,,50,,,30.7,
2018-01-03T00:14:32.675Z,,43,50,,,30.7,
2018-01-03T00:14:42.681Z,,,50,,,30.7,
2018-01-03T00:14:52.693Z,,,50,,,30.7,
2018-01-03T00:15:02.675Z,,,50,,,30.6,
2018-01-03T00:15:12.675Z,,,50,,,30.6,
2018-01-03T00:15:22.679Z,,,50,,,30.6,
2018-01-03T00:15:32.675Z,,,50,,,30.6,
2018-01-03T00:15:42.676Z,,42.9,50,,,30.4,
2018-01-03T00:15:52.675Z,,,50,,,30.4,
2018-01-03T00:16:02.675Z,,,50,,,30.4,
2018-01-03T00:16:12.676Z,,,50,,,30.4,
2018-01-03T00:16:22.678Z,,,50,,,30.3,
2018-01-03T00:16:32.675Z,,,50,,,30.3,
2018-01-03T00:16:42.674Z,,,50,,,30.3,
2018-01-03T00:16:52.675Z,,42.8,50,,,30.3,
2018-01-03T00:17:02.675Z,,,50,,,30.2,
2018-01-03T00:17:12.675Z,,,50,,,30.2,
2018-01-03T00:17:22.679Z,,,50,,,30.2,
2018-01-03T00:17:32.675Z,,,50,,,30.2,
2018-01-03T00:17:42.675Z,,,50,,,30.1,
2018-01-03T00:17:52.738Z,,,50,,,30.1,
2018-01-03T00:18:02.674Z,,42.7,50,,,30.1,
2018-01-03T00:18:12.675Z,,,50,,,30,
2018-01-03T00:18:22.677Z,,,50,,,30,
2018-01-03T00:18:32.701Z,,,50,,,30,
2018-01-03T00:18:42.675Z,,,50,,,30,
2018-01-03T00:18:52.675Z,,,50,,,30,
2018-01-03T00:19:02.677Z,,,50,,,29.8,
2018-01-03T00:19:12.675Z,,,50,,,29.8,
2018-01-03T00:19:22.676Z,,42.6,50,,,29.8,
2018-01-03T00:19:32.675Z,,,50,,,29.8,
2018-01-03T00:19:42.674Z,,,50,,,29.7,
2018-01-03T00:19:52.675Z,,,50,,,29.7,
2018-01-03T00:20:02.674Z,,,50,,,29.7,
2018-01-03T00:20:12.675Z,,,50,,,29.7,
2018-01-03T00:20:22.675Z,,,50,,,29.6,
2018-01-03T00:20:32.675Z,,,50,,,29.6,
2018-01-03T00:20:42.675Z,,42.4,50,,,29.6,
2018-01-03T00:20:52.675Z,,,50,,,29.6,
2018-01-03T00:21:02.675Z,,,50,,,29.6,
2018-01-03T00:21:12.675Z,,,50,,,29.6,
2018-01-03T00:21:22.674Z,,,50,,,29.5,
2018-01-03T00:21:32.675Z,,,50,,,29.5,
2018-01-03T00:21:42.674Z,,,50,,,29.5,
2018-01-03T00:21:52.675Z,,,50,,,29.5,
2018-01-03T00:22:02.675Z,,42.3,50,,,29.3,
2018-01-03T00:22:12.675Z,,,50,,,29.3,
2018-01-03T00:22:22.676Z,,,50,,,29.3,
2018-01-03T00:22:32.675Z,,,50,,,29.3,
2018-01-03T00:22:42.675Z,,,50,,,29.3,
2018-01-03T00:22:52.675Z,,,50,,,29.2,
2018-01-03T00:23:02.675Z,,,50,,,29.2,
2018-01-03T00:23:12.675Z,,42.2,50,,,29.2,
2018-01-03T00:23:22.674Z,,,50,,,29.2,
2018-01-03T00:23:32.675Z,,,50,,,29.2,
2018-01-03T00:23:42.676Z,,,50,,,29.2,
2018-01-03T00:23:52.674Z,,,50,,,29.1,
2018-01-03T00:24:02.675Z,,,50,,,29.1,
2018-01-03T00:24:12.675Z,,,50,,,29.1,
2018-01-03T00:24:22.675Z,,,50,,,29.1,
2018-01-03T00:24:32.674Z,,42.1,50,,,29,
2018-01-03T00:24:42.675Z,,,50,,,29,
2018-01-03T00:24:52.674Z,,,50,,,29,
2018-01-03T00:25:02.675Z,,,50,,,29,
2018-01-03T00:25:12.674Z,,,50,,,29,
2018-01-03T00:25:22.675Z,,,50,,,29,
2018-01-03T00:25:32.675Z,,,50,,,28.9,
2018-01-03T00:25:42.674Z,,42,50,,,28.9,
2018-01-03T00:25:52.675Z,,,50,,,28.9,
2018-01-03T00:26:02.675Z,,,50,,,28.9,
2018-01-03T00:26:12.675Z,,,50,,,28.9,
2018-01-03T00:26:22.675Z,,,50,,,28.9,
2018-01-03T00:26:32.675Z,,,50,,,28.7,
2018-01-03T00:26:42.675Z,,,50,,,28.7,
2018-01-03T00:26:52.674Z,,,50,,,28.7,
2018-01-03T00:27:02.675Z,,,50,,,28.7,
2018-01-03T00:27:12.675Z,,41.9,50,,,28.7,
2018-01-03T00:27:22.674Z,,41.9,50,,,28.6,
2018-01-03T00:27:32.675Z,,,50,,,28.6,
2018-01-03T00:27:42.675Z,,,50,,,28.6,
2018-01-03T00:27:52.674Z,,,50,,,28.6,
2018-01-03T00:28:02.675Z,,,50,,,28.6,
2018-01-03T00:28:12.675Z,,,50,,,28.6,
2018-01-03T00:28:22.674Z,,,50,,,28.6,
2018-01-03T00:28:32.675Z,,,50,,,28.5,
2018-01-03T00:28:42.675Z,,41.8,50,,,28.5,
2018-01-03T00:28:52.675Z,,,50,,,28.5,
2018-01-03T00:29:02.674Z,,,50,,,28.5,
2018-01-03T00:29:12.675Z,,,50,,,28.5,
2018-01-03T00:29:22.675Z,,,50,,,28.4,
2018-01-03T00:29:32.675Z,,,50,,,28.5,
2018-01-03T00:29:42.676Z,,,50,,,28.4,
2018-01-03T00:29:52.674Z,,,50,,,28.4,
2018-01-03T00:30:02.675Z,,,50,,,28.4,
2018-01-03T00:30:12.675Z,,41.7,50,,,28.4,
2018-01-03T00:30:22.674Z,,,50,,,28.4,
2018-01-03T00:30:32.675Z,,,50,,,28.3,
2018-01-03T00:30:42.674Z,,,50,,,28.3,
2018-01-03T00:30:52.675Z,,,50,,,28.3,
2018-01-03T00:31:02.675Z,,,50,,,28.3,
2018-01-03T00:31:12.675Z,,,50,,,28.3,
2018-01-03T00:31:22.675Z,,,50,,,28.3,
2018-01-03T00:31:32.674Z,,41.6,50,,,28.3,
2018-01-03T00:31:42.675Z,,,50,,,28.3,
2018-01-03T00:31:52.675Z,,,50,,,28.1,
2018-01-03T00:32:02.675Z,,,50,,,28.1,
2018-01-03T00:32:12.675Z,,,50,,,28.1,
2018-01-03T00:32:22.674Z,,,50,,,28.1,
2018-01-03T00:32:32.675Z,,,50,,,28.1,
2018-01-03T00:32:42.675Z,,,50,,,28.1,
2018-01-03T00:32:52.674Z,,,50,,,28.1,
2018-01-03T00:33:02.675Z,,41.5,50,,,28,
2018-01-03T00:33:12.675Z,,,50,,,28,
2018-01-03T00:33:22.675Z,,,50,,,28,
2018-01-03T00:33:32.741Z,,,50,,,28,
2018-01-03T00:33:42.674Z,,,50,,,28,
2018-01-03T00:33:52.674Z,,,50,,,28,
2018-01-03T00:34:02.675Z,,,50,,,27.9,
2018-01-03T00:34:12.702Z,,,50,,,27.9,
2018-01-03T00:34:22.691Z,,,50,,,27.9,
2018-01-03T00:34:32.687Z,,41.4,50,,,27.9,
2018-01-03T00:34:42.675Z,,,50,,,27.9,
2018-01-03T00:34:52.675Z,,,50,,,27.9,
2018-01-03T00:35:02.674Z,,,50,,,27.9,
2018-01-03T00:35:12.675Z,,,50,,,27.9,
2018-01-03T00:35:22.675Z,,,50,,,27.8,
2018-01-03T00:35:32.675Z,,,50,,,27.8,
2018-01-03T00:35:42.675Z,,,50,,,27.8,
2018-01-03T00:35:52.674Z,,,50,,,27.8,
2018-01-03T00:36:02.675Z,,41.3,50,,,27.8,
2018-01-03T00:36:12.675Z,,,50,,,27.8,
2018-01-03T00:36:22.677Z,,,50,,,27.7,
2018-01-03T00:36:32.675Z,,,50,,,27.7,
2018-01-03T00:36:42.675Z,,,50,,,27.7,
2018-01-03T00:36:52.675Z,,,50,,,27.7,
2018-01-03T00:37:02.675Z,,,50,,,27.7,
2018-01-03T00:37:12.675Z,,,50,,,27.7,
2018-01-03T00:37:22.675Z,5,41.3,50,0,0,27.7,0
2018-01-03T00:37:32.675Z,,41.2,50,,,27.5,
2018-01-03T00:37:42.675Z,,,50,,,27.5,
2018-01-03T00:37:52.675Z,,,50,,,27.5,
2018-01-03T00:38:02.675Z,,,50,,,27.5,
2018-01-03T00:38:12.675Z,,,50,,,27.5,
2018-01-03T00:38:22.674Z,,,50,,,27.5,
2018-01-03T00:38:32.675Z,,,50,,,27.5,
2018-01-03T00:38:42.675Z,,,50,,,27.5,
2018-01-03T00:38:52.674Z,,,50,,,27.4,
2018-01-03T00:39:02.675Z,,41.1,50,,,27.4,
2018-01-03T00:39:12.675Z,,,50,,,27.4,
2018-01-03T00:39:22.675Z,,,50,,,27.4,
2018-01-03T00:39:32.675Z,,,50,,,27.4,
2018-01-03T00:39:42.674Z,,,50,,,27.4,
2018-01-03T00:39:52.675Z,,,50,,,27.4,
2018-01-03T00:40:02.675Z,,,50,,,27.4,
2018-01-03T00:40:12.675Z,,,50,,,27.4,
2018-01-03T00:40:22.675Z,,41,50,,,27.4,
2018-01-03T00:40:32.675Z,,,50,,,27.3,
2018-01-03T00:40:42.675Z,,,50,,,27.3,
2018-01-03T00:40:52.675Z,,,50,,,27.3,
2018-01-03T00:41:02.675Z,,,50,,,27.3,
2018-01-03T00:41:12.675Z,,,50,,,27.3,
2018-01-03T00:41:22.675Z,,,50,,,27.3,
2018-01-03T00:41:32.675Z,,,50,,,27.3,
2018-01-03T00:41:42.674Z,,,50,,,27.3,
2018-01-03T00:41:52.675Z,,40.9,50,,,27.2,
2018-01-03T00:42:02.675Z,,,50,,,27.2,
2018-01-03T00:42:12.675Z,,,50,,,27.2,
2018-01-03T00:42:22.675Z,,,50,,,27.2,
2018-01-03T00:42:32.675Z,,,50,,,27.2,
2018-01-03T00:42:42.675Z,,,50,,,27.2,
2018-01-03T00:42:52.675Z,,,50,,,27.2,
2018-01-03T00:43:02.674Z,,,50,,,27.2,
2018-01-03T00:43:12.675Z,,,50,,,27.2,
2018-01-03T00:43:22.675Z,,40.8,50,,,27.2,
2018-01-03T00:43:32.675Z,,,50,,,27.1,
2018-01-03T00:43:42.675Z,,,50,,,27.1,
2018-01-03T00:43:52.675Z,,,50,,,27.1,
2018-01-03T00:44:02.675Z,,,50,,,27.1,
2018-01-03T00:44:12.675Z,,,50,,,27.1,
2018-01-03T00:44:22.675Z,,,50,,,27.1,
2018-01-03T00:44:32.675Z,,,50,,,27.1,
2018-01-03T00:44:42.675Z,,,50,,,27.1,
2018-01-03T00:44:52.675Z,,40.7,50,,,27.1,
2018-01-03T00:45:02.675Z,,,50,,,27.1,
2018-01-03T00:45:12.680Z,,,50,,,27.1,
2018-01-03T00:45:22.675Z,,,50,,,27.1,
2018-01-03T00:45:32.674Z,,,50,,,26.9,
2018-01-03T00:45:42.675Z,,,50,,,26.9,
2018-01-03T00:45:52.675Z,,,50,,,26.9,
2018-01-03T00:46:02.674Z,,,50,,,26.9,
2018-01-03T00:46:12.677Z,,,50,,,26.9,
2018-01-03T00:46:22.675Z,,,50,,,26.9,
2018-01-03T00:46:32.675Z,,40.6,50,,,26.9,
2018-01-03T00:46:42.675Z,,,50,,,26.9,
2018-01-03T00:46:52.675Z,,,50,,,26.9,
2018-01-03T00:47:02.675Z,,,50,,,26.9,
2018-01-03T00:47:12.675Z,,,50,,,26.8,
2018-01-03T00:47:22.675Z,,,50,,,26.8,
2018-01-03T00:47:32.674Z,,,50,,,26.8,
2018-01-03T00:47:42.675Z,,,50,,,26.8,
2018-01-03T00:47:52.675Z,,,50,,,26.8,
2018-01-03T00:48:02.675Z,,40.5,50,,,26.8,
2018-01-03T00:48:12.675Z,,,50,,,26.8,
2018-01-03T00:48:22.675Z,,,50,,,26.8,
2018-01-03T00:48:32.675Z,,,50,,,26.8,
2018-01-03T00:48:42.675Z,,,50,,,26.8,
2018-01-03T00:48:52.675Z,,,50,,,26.8,
2018-01-03T00:49:02.674Z,,,50,,,26.8,
2018-01-03T00:49:12.675Z,,,50,,,26.7,
2018-01-03T00:49:22.732Z,,,50,,,26.7,
2018-01-03T00:49:32.721Z,,40.4,50,,,26.7,
2018-01-03T00:49:42.675Z,,,50,,,26.7,
2018-01-03T00:49:52.674Z,,,50,,,26.7,
2018-01-03T00:50:02.675Z,,,50,,,26.7,
2018-01-03T00:50:12.683Z,,,50,,,26.7,
2018-01-03T00:50:22.677Z,,,50,,,26.7,
2018-01-03T00:50:32.675Z,,,50,,,26.7,
2018-01-03T00:50:42.674Z,,,50,,,26.7,
2018-01-03T00:50:52.675Z,,,50,,,26.7,
2018-01-03T00:51:02.675Z,,,50,,,26.7,
2018-01-03T00:51:12.675Z,,40.3,50,,,26.6,
2018-01-03T00:51:22.675Z,,,50,,,26.6,
2018-01-03T00:51:32.676Z,,,50,,,26.6,
2018-01-03T00:51:42.675Z,,,50,,,26.6,
2018-01-03T00:51:52.675Z,,,50,,,26.6,
2018-01-03T00:52:02.674Z,,,50,,,26.6,
2018-01-03T00:52:12.675Z,,,50,,,26.6,
2018-01-03T00:52:22.675Z,,,50,,,26.6,
2018-01-03T00:52:32.676Z,,,50,,,26.6,
2018-01-03T00:52:42.675Z,,40.2,50,,,26.6,
2018-01-03T00:52:52.674Z,,,50,,,26.6,
2018-01-03T00:53:02.674Z,,,50,,,26.6,
2018-01-03T00:53:12.674Z,,,50,,,26.6,
2018-01-03T00:53:22.675Z,,,50,,,26.5,
2018-01-03T00:53:32.675Z,,,50,,,26.5,
2018-01-03T00:53:42.674Z,,,50,,,26.5,
2018-01-03T00:53:52.674Z,,,50,,,26.5,
2018-01-03T00:54:02.674Z,,,50,,,26.5,
2018-01-03T00:54:12.688Z,,40.1,50,,,26.5,
2018-01-03T00:54:22.674Z,,,50,,,26.5,
2018-01-03T00:54:32.675Z,,,50,,,26.5,
2018-01-03T00:54:42.675Z,,,50,,,26.5,
2018-01-03T00:54:52.675Z,,,50,,,26.5,
2018-01-03T00:55:02.675Z,,,50,,,26.3,
2018-01-03T00:55:12.675Z,,,50,,,26.3,
2018-01-03T00:55:22.675Z,,,50,,,26.3,
2018-01-03T00:55:32.674Z,,,50,,,26.3,
2018-01-03T00:55:42.674Z,,,50,,,26.3,
2018-01-03T00:55:52.675Z,,,50,,,26.3,
2018-01-03T00:56:02.675Z,,40,50,,,26.3,
2018-01-03T00:56:12.674Z,,,50,,,26.3,
2018-01-03T00:56:22.675Z,,,50,,,26.3,
2018-01-03T00:56:32.675Z,,,50,,,26.3,
2018-01-03T00:56:42.674Z,,,50,,,26.3,
2018-01-03T00:56:52.675Z,,,50,,,26.3,
2018-01-03T00:57:02.675Z,,,50,,,26.2,
2018-01-03T00:57:12.675Z,,,50,,,26.2,
2018-01-03T00:57:22.675Z,,,50,,,26.2,
2018-01-03T00:57:32.674Z,,39.9,50,,,26.2,
2018-01-03T00:57:42.675Z,,39.9,50,,,26.2,
2018-01-03T00:57:52.674Z,,,50,,,26.2,
2018-01-03T00:58:02.675Z,,,50,,,26.2,
2018-01-03T00:58:12.675Z,,,50,,,26.2,
2018-01-03T00:58:22.674Z,,,50,,,26.2,
2018-01-03T00:58:32.675Z,,,50,,,26.2,
2018-01-03T00:58:42.674Z,,,50,,,26.2,
2018-01-03T00:58:52.674Z,,,50,,,26.2,
2018-01-03T00:59:02.675Z,,,50,,,26.2,
2018-01-03T00:59:12.675Z,,39.8,50,,,26.1,
2018-01-03T00:59:22.674Z,,,50,,,26.1,
2018-01-03T00:59:32.674Z,,,50,,,26.1,
2018-01-03T00:59:42.674Z,,,50,,,26.1,
2018-01-03T00:59:52.675Z,,,50,,,26.1,
2018-01-03T01:00:02.675Z,,,50,,,26.1,
2018-01-03T01:00:12.675Z,,,50,,,26.1,
2018-01-03T01:00:22.675Z,,,50,,,26.1,
2018-01-03T01:00:32.675Z,,,50,,,26.1,
2018-01-03T01:00:42.675Z,,,50,,,26.1,
2018-01-03T01:00:52.675Z,,,50,,,26.1,
2018-01-03T01:01:02.675Z,,39.7,50,,,26.1,
2018-01-03T01:01:12.675Z,,,50,,,26.1,
2018-01-03T01:01:22.675Z,,,50,,,26,
2018-01-03T01:01:32.675Z,,,50,,,26,
2018-01-03T01:01:42.674Z,,,50,,,26,
2018-01-03T01:01:52.675Z,,,50,,,26,
2018-01-03T01:02:02.675Z,,,50,,,26,
2018-01-03T01:02:12.675Z,,,50,,,26,
2018-01-03T01:02:22.674Z,,39.6,50,,,26,
2018-01-03T01:02:32.674Z,,,50,,,26,
2018-01-03T01:02:42.674Z,,,50,,,26,
2018-01-03T01:02:52.677Z,,,50,,,26,
2018-01-03T01:03:02.678Z,,,50,,,26,
2018-01-03T01:03:12.676Z,,,50,,,26,
2018-01-03T01:03:22.679Z,,,50,,,26,
2018-01-03T01:03:32.674Z,,,50,,,26,
2018-01-03T01:03:42.674Z,,,50,,,25.9,
2018-01-03T01:03:52.678Z,,,50,,,25.9,
2018-01-03T01:04:02.674Z,,39.5,50,,,25.9,
2018-01-03T01:04:12.675Z,,,50,,,25.9,
2018-01-03T01:04:22.674Z,,,50,,,25.9,
2018-01-03T01:04:32.680Z,,,50,,,25.9,
2018-01-03T01:04:42.674Z,,,50,,,25.9,
2018-01-03T01:04:52.680Z,,,50,,,25.9,
2018-01-03T01:05:02.679Z,,,50,,,25.9,
2018-01-03T01:05:12.727Z,,,50,,,25.9,
2018-01-03T01:05:22.719Z,,,50,,,25.9,
2018-01-03T01:05:32.674Z,,39.4,50,,,25.9,
2018-01-03T01:05:42.674Z,,,50,,,25.9,
2018-01-03T01:05:52.674Z,,,50,,,25.9,
2018-01-03T01:06:02.675Z,,,50,,,25.9,
2018-01-03T01:06:12.675Z,,,50,,,25.7,
2018-01-03T01:06:22.674Z,,,50,,,25.7,
2018-01-03T01:06:32.675Z,,,50,,,25.7,
2018-01-03T01:06:42.674Z,,,50,,,25.7,
2018-01-03T01:06:52.674Z,,,50,,,25.7,
2018-01-03T01:07:02.675Z,,,50,,,25.7,
2018-01-03T01:07:12.675Z,,39.3,50,,,25.7,
2018-01-03T01:07:22.679Z,,,50,,,25.7,
2018-01-03T01:07:32.679Z,,,50,,,25.7,
2018-01-03T01:07:42.675Z,,,50,,,25.7,
2018-01-03T01:07:52.675Z,,,50,,,25.7,
2018-01-03T01:08:02.676Z,,,50,,,25.7,
2018-01-03T01:08:12.674Z,,,50,,,25.7,
2018-01-03T01:08:22.674Z,,,50,,,25.7,
2018-01-03T01:08:32.674Z,,,50,,,25.7,
2018-01-03T01:08:42.674Z,,39.2,50,,,25.7,
2018-01-03T01:08:52.675Z,,39.3,50,,,25.6,
2018-01-03T01:09:02.674Z,,39.2,50,,,25.6,
2018-01-03T01:09:12.675Z,,,50,,,25.6,
2018-01-03T01:09:22.674Z,,,50,,,25.6,
2018-01-03T01:09:32.674Z,,,50,,,25.6,
2018-01-03T01:09:42.674Z,,,50,,,25.6,
2018-01-03T01:09:52.674Z,,,50,,,25.6,
2018-01-03T01:10:02.676Z,,,50,,,25.6,
2018-01-03T01:10:12.675Z,,,50,,,25.6,
2018-01-03T01:10:22.674Z,,,50,,,25.6,
2018-01-03T01:10:32.675Z,,39.1,50,,,25.6,
2018-01-03T01:10:42.674Z,,,50,,,25.6,
2018-01-03T01:10:52.674Z,,,50,,,25.6,
2018-01-03T01:11:02.674Z,,,50,,,25.6,
2018-01-03T01:11:12.676Z,,,50,,,25.6,
2018-01-03T01:11:22.677Z,,,50,,,25.6,
2018-01-03T01:11:32.674Z,,,50,,,25.5,
2018-01-03T01:11:42.674Z,,,50,,,25.5,
2018-01-03T01:11:52.674Z,,,50,,,25.5,
2018-01-03T01:12:02.674Z,,38.9,50,,,25.5,
2018-01-03T01:12:12.675Z,,,50,,,25.5,
2018-01-03T01:12:22.674Z,,,50,,,25.5,
2018-01-03T01:12:32.674Z,,,50,,,25.5,
2018-01-03T01:12:42.674Z,,,50,,,25.5,
2018-01-03T01:12:52.674Z,,,50,,,25.5,
2018-01-03T01:13:02.680Z,,,50,,,25.5,
2018-01-03T01:13:12.674Z,,,50,,,25.5,
2018-01-03T01:13:22.676Z,,,50,,,25.5,
2018-01-03T01:13:32.674Z,,,50,,,25.5,
2018-01-03T01:13:42.679Z,,38.8,50,,,25.4,
2018-01-03T01:13:52.675Z,,,50,,,25.4,
2018-01-03T01:14:02.675Z,,,50,,,25.4,
2018-01-03T01:14:12.674Z,,,50,,,25.4,
2018-01-03T01:14:22.675Z,,,50,,,25.4,
2018-01-03T01:14:32.674Z,,,50,,,25.4,
2018-01-03T01:14:42.674Z,,,50,,,25.4,
2018-01-03T01:14:52.674Z,,,50,,,25.4,
2018-01-03T01:15:02.674Z,,,50,,,25.4,
2018-01-03T01:15:12.675Z,,,50,,,25.4,
2018-01-03T01:15:22.675Z,,,50,,,25.4,
2018-01-03T01:15:32.675Z,,38.7,50,,,25.4,
2018-01-03T01:15:42.674Z,,,50,,,25.4,
2018-01-03T01:15:52.674Z,,,50,,,25.4,
2018-01-03T01:16:02.674Z,,,50,,,25.4,
2018-01-03T01:16:12.679Z,,,50,,,25.4,
2018-01-03T01:16:22.674Z,,,50,,,25.3,
2018-01-03T01:16:32.674Z,,,50,,,25.3,
2018-01-03T01:16:42.674Z,,,50,,,25.3,
2018-01-03T01:16:52.674Z,,,50,,,25.3,
2018-01-03T01:17:02.674Z,,38.6,50,,,25.3,
2018-01-03T01:17:12.680Z,,,50,,,25.3,
2018-01-03T01:17:22.674Z,,,50,,,25.3,
2018-01-03T01:17:32.674Z,,,50,,,25.3,
2018-01-03T01:17:42.674Z,,,50,,,25.3,
2018-01-03T01:17:52.674Z,,,50,,,25.3,
2018-01-03T01:18:02.674Z,,,50,,,25.3,
2018-01-03T01:18:12.674Z,,,50,,,25.3,
2018-01-03T01:18:22.674Z,,38.5,50,,,25.3,
2018-01-03T01:18:32.674Z,,,50,,,25.3,
2018-01-03T01:18:42.675Z,,,50,,,25.3,
2018-01-03T01:18:52.674Z,,,50,,,25.3,
2018-01-03T01:19:02.674Z,,,50,,,25.3,
2018-01-03T01:19:12.675Z,,,50,,,25.3,
2018-01-03T01:19:22.674Z,,,50,,,25.1,
2018-01-03T01:19:32.674Z,,,50,,,25.1,
2018-01-03T01:19:42.674Z,,,50,,,25.1,
2018-01-03T01:19:52.674Z,,,50,,,25.1,
2018-01-03T01:20:02.675Z,,,50,,,25.1,
2018-01-03T01:20:12.674Z,,,50,,,25.1,
2018-01-03T01:20:22.675Z,,38.4,50,,,25.1,
2018-01-03T01:20:32.674Z,,,50,,,25.1,
2018-01-03T01:20:42.680Z,,,50,,,25.1,
2018-01-03T01:20:52.674Z,,,50,,,25.1,
2018-01-03T01:21:02.675Z,,,50,,,25.1,
2018-01-03T01:21:12.717Z,,,50,,,25.1,
2018-01-03T01:21:22.674Z,,,50,,,25.1,
2018-01-03T01:21:32.686Z,,,50,,,25.1,
2018-01-03T01:21:42.674Z,,,50,,,25.1,
2018-01-03T01:21:52.687Z,,38.3,50,,,25.1,
2018-01-03T01:22:02.674Z,,,50,,,25.1,
2018-01-03T01:22:12.676Z,,,50,,,25.1,
