Time,ChActive,HwTOutlet,HwTSet,HwActive,PrimTSet,ActPow,PrimT
2018-01-12T00:57:02.410Z,,29.8,50,,,,40
2018-01-12T00:57:12.410Z,,29.8,50,,,,40.1
2018-01-12T00:57:22.409Z,,29.8,50,,,,40.3
2018-01-12T00:57:32.412Z,,29.8,50,,,,40.4
2018-01-12T00:57:42.409Z,,29.8,50,,,,40.6
2018-01-12T00:57:52.409Z,,29.8,50,,,30,40.7
2018-01-12T00:58:02.416Z,,29.8,50,,,29,40.9
2018-01-12T00:58:12.411Z,,30,50,,,,41
2018-01-12T00:58:22.409Z,,30,50,,,30,41.1
2018-01-12T00:58:32.409Z,,30,50,,,,41.3
2018-01-12T00:58:42.409Z,,30,50,,,29,41.4
2018-01-12T00:58:52.417Z,,30,50,,,,41.6
2018-01-12T00:59:02.436Z,1,30,50,0,,0,41.7
2018-01-12T00:59:12.410Z,,30,50,,,,39.8
2018-01-12T00:59:22.409Z,,30,50,,,,37.8
2018-01-12T00:59:32.415Z,,30,50,,,,36.9
2018-01-12T00:59:42.421Z,,30,50,,,,36.7
2018-01-12T00:59:52.417Z,,30,50,,,,
2018-01-12T01:00:02.417Z,,30,50,,,,
2018-01-12T01:00:12.419Z,,30,50,,,,
2018-01-12T01:00:22.409Z,,30,50,,,,
2018-01-12T01:00:32.410Z,,30,50,,,,36.6
2018-01-12T01:00:42.409Z,,30,50,,,,36.4
2018-01-12T01:00:52.439Z,,30,50,,,,36.3
2018-01-12T01:01:02.415Z,,30,50,,,,
2018-01-12T01:01:12.419Z,,30.1,50,,,,36.2
2018-01-12T01:01:22.409Z,,30.1,50,,,,
2018-01-12T01:01:32.409Z,,30.1,50,,,,
2018-01-12T01:01:42.414Z,,30.1,50,,,,
2018-01-12T01:01:52.414Z,,30.1,50,,,,
2018-01-12T01:02:02.410Z,,30.1,50,,,,36.1
2018-01-12T01:02:12.409Z,,30.1,50,,,,
2018-01-12T01:02:22.411Z,,30.1,50,,,,
2018-01-12T01:02:32.426Z,,30.1,50,,,,36
2018-01-12T01:02:42.410Z,,30.1,50,,,,36.1
2018-01-12T01:02:52.419Z,,30.1,50,,,,36
2018-01-12T01:03:02.412Z,,30.1,50,,,,
2018-01-12T01:03:12.409Z,,30.1,50,,,,
2018-01-12T01:03:22.409Z,,30.1,50,,,,
2018-01-12T01:03:32.426Z,,30.1,50,,,,
2018-01-12T01:03:42.409Z,,30.1,50,,,,
2018-01-12T01:03:52.409Z,,30.1,50,,,,
2018-01-12T01:04:02.409Z,,30.1,50,,,,
2018-01-12T01:04:12.410Z,,30.1,50,,,,
2018-01-12T01:04:22.410Z,,30.1,50,,,,
2018-01-12T01:04:32.416Z,,30.1,50,,,,
2018-01-12T01:04:42.420Z,,30.1,50,,,,
2018-01-12T01:04:52.409Z,,30.1,50,,,,36.1
2018-01-12T01:05:02.410Z,,30.1,50,,,,
2018-01-12T01:05:12.414Z,,30.1,50,,,,
2018-01-12T01:05:22.421Z,,30.1,50,,,,
2018-01-12T01:05:32.409Z,,30.1,50,,,,
2018-01-12T01:05:42.410Z,,30.1,50,,,,36.2
2018-01-12T01:05:52.415Z,,30.1,50,,,,
2018-01-12T01:06:02.409Z,,30.1,50,,,,
2018-01-12T01:06:12.409Z,,30.1,50,,,,
2018-01-12T01:06:22.413Z,,30.1,50,,,,36.3
2018-01-12T01:06:32.461Z,,30.1,50,,,,
2018-01-12T01:06:42.409Z,,30.1,50,,,,
2018-01-12T01:06:52.433Z,,30.1,50,,,,
2018-01-12T01:07:02.431Z,,30.1,50,,,,
2018-01-12T01:07:12.421Z,,30.1,50,,,,
2018-01-12T01:07:22.409Z,,30.1,50,,,,36.4
2018-01-12T01:07:32.415Z,,30.1,50,,,,
2018-01-12T01:07:42.409Z,,30.1,50,,,,
2018-01-12T01:07:52.436Z,,30.1,50,,,,
2018-01-12T01:08:02.415Z,,30.1,50,,,,
2018-01-12T01:08:12.419Z,,30.1,50,,,,
2018-01-12T01:08:22.409Z,,30.1,50,,,,
2018-01-12T01:08:32.409Z,,30.1,50,,,,
2018-01-12T01:08:42.409Z,,30.1,50,,,,
2018-01-12T01:08:52.415Z,,30.1,50,,,,
2018-01-12T01:09:02.409Z,,30.1,50,,,,
2018-01-12T01:09:12.417Z,,30.1,50,,,,
2018-01-12T01:09:22.411Z,,30.1,50,,,,
2018-01-12T01:09:32.409Z,,30.1,50,,,,
2018-01-12T01:09:42.409Z,,30.1,50,,,,
2018-01-12T01:09:52.412Z,,30.1,50,,,,
2018-01-12T01:10:02.412Z,,30.1,50,,,,
2018-01-12T01:10:12.409Z,,30,50,,,,
2018-01-12T01:10:22.421Z,,30.1,50,,,,
2018-01-12T01:10:32.409Z,,30.1,50,,,,
2018-01-12T01:10:42.428Z,,30,50,,,,
2018-01-12T01:10:52.412Z,,30,50,,,,
2018-01-12T01:11:02.410Z,,30,50,,,,
2018-01-12T01:11:12.430Z,,30,50,,,,
2018-01-12T01:11:22.409Z,,30,50,,,,
2018-01-12T01:11:32.409Z,,30,50,,,,
2018-01-12T01:11:42.473Z,,30,50,,,,36.3
2018-01-12T01:11:52.422Z,,30,50,,,,
2018-01-12T01:12:02.414Z,,30,50,,,,
2018-01-12T01:12:12.418Z,,30,50,,,,
2018-01-12T01:12:22.409Z,,30,50,,,,
2018-01-12T01:12:32.416Z,,30,50,,,,
2018-01-12T01:12:42.414Z,,30,50,,,,
2018-01-12T01:12:52.409Z,,30,50,,,,
2018-01-12T01:13:02.492Z,,30,50,,,,
2018-01-12T01:13:12.409Z,,30,50,,,,
2018-01-12T01:13:22.409Z,,30,50,,,,
2018-01-12T01:13:32.433Z,,30,50,,,,
2018-01-12T01:13:42.425Z,,30,50,,,,36.2
2018-01-12T01:13:52.409Z,,30,50,,,,
2018-01-12T01:14:02.424Z,,30,50,,,,
2018-01-12T01:14:12.409Z,,30,50,,,,
2018-01-12T01:14:22.413Z,,30,50,,,,
2018-01-12T01:14:32.409Z,,29.8,50,,,,
2018-01-12T01:14:42.409Z,,30,50,,,,
2018-01-12T01:14:52.413Z,,30,50,,,,
2018-01-12T01:15:02.409Z,,29.8,50,,,,
2018-01-12T01:15:12.419Z,1,29.8,50,0,,40,39.5
2018-01-12T01:15:22.409Z,,29.8,50,,,31,42.7
2018-01-12T01:15:32.409Z,,29.8,50,,,30,39.9
2018-01-12T01:15:42.409Z,,29.8,50,,,30,38.6
2018-01-12T01:15:52.409Z,,29.8,50,,,29,36.8
2018-01-12T01:16:02.409Z,,29.8,50,,,,36.3
2018-01-12T01:16:12.409Z,,29.8,50,,,,36.4
2018-01-12T01:16:22.409Z,,29.8,50,,,,37.1
2018-01-12T01:16:32.409Z,,29.8,50,,,,37.4
2018-01-12T01:16:42.409Z,,29.8,50,,,30,37.7
2018-01-12T01:16:52.409Z,,29.8,50,,,29,37.8
2018-01-12T01:17:02.409Z,,29.8,50,,,30,38
2018-01-12T01:17:12.409Z,,29.8,50,,,,38.1
2018-01-12T01:17:22.409Z,,29.8,50,,,29,38.3
2018-01-12T01:17:32.409Z,,29.8,50,,,,38.5
2018-01-12T01:17:42.409Z,,29.8,50,,,,38.7
2018-01-12T01:17:52.409Z,,29.8,50,,,,38.9
2018-01-12T01:18:02.409Z,,29.8,50,,,,39.2
2018-01-12T01:18:12.409Z,,29.8,50,,,,39.4
2018-01-12T01:18:22.409Z,,29.8,50,,,30,39.5
2018-01-12T01:18:32.409Z,,29.8,50,,,29,39.7
2018-01-12T01:18:42.409Z,,29.8,50,,,,39.8
2018-01-12T01:18:52.410Z,,29.8,50,,,,40
2018-01-12T01:19:02.410Z,,29.8,50,,,30,40.2
2018-01-12T01:19:12.409Z,,29.8,50,,,29,40.3
